Name	Lung
HSPE1P18	1.9061
RP11-832A4.7	1.43003
RP11-215H18.5	0
CD3G	1.92166
RP11-770J1.5	0.374302
RP11-770J1.7	0.0926404
RP11-770J1.4	0.0858043
RP11-770J1.3	0.669324
TTC36	0.462238
RPL5P30	2.595
RNU6-1157P	0.293627
AP002954.3	2.11109
MIR6716	0
TREH	0.226267
TREHP1	0.079753
RNU6-376P	0
AP002954.4	1.10371
RP11-158I9.8	1.78525
RP11-158I9.1	0
SETP16	0
Y_RNA	0
CXCR5	0.241364
RP11-158I9.5	0.42743
UPK2	0.119648
RN7SL688P	0
Y_RNA	0
FOXR1	0
Metazoa_SRP	0.712745
Y_RNA	0
RP11-110I1.12	1.28044
MIR3656	0
RP11-110I1.14	0.756051
RP11-110I1.13	1.21636
ABCG4	0.247813
PDZD3	0.171558
CCDC153	4.29884
RNU6-262P	0
MIR6756	0
ACA64	0
C1QTNF5	1.28453
MFRP	0.0675373
USP2	4.23204
RP11-334E6.3	0
USP2-AS1	0.214704
RP11-334E6.2	0
RP11-334E6.4	0
DUXAP5	0
KRT8P7	0
RP11-196E1.3	0.0495416
NECTIN1	4.74865
RNU6-1123P	0
CTD-2523D13.1	0
CTD-2523D13.2	0.183151
RP11-215D10.1	0
RP11-831A10.2	0
RP11-831A10.1	0
TRIM29	1.81132
AP000679.2	0
POU2F3	1.5305
RP11-778O17.4	0
7SK	0
GRIK4	2.42613
ELOCP22	0
RP11-640N11.2	0.0106849
HMGB1P42	0
TECTA	0.928669
RP11-775A1.2	0
RPS4XP12	0
BMPR1APS2	0.0755461
RP11-142I2.1	0
RP11-730K11.1	0.0493166
RNU6-256P	0
MIR125B1	0
BLID	0
MIRLET7A2	0
MIR100	0
RP11-716H6.1	0.200854
RP11-716H6.2	0
RNU4ATAC10P	0
RNU4ATAC5P	0
RNU6-592P	0
GLULP3	0
RP11-266E8.2	0
snoU13	0
CRTAM	2.04087
C11orf63	4.28107
RNU4-23P	0
ATP5F1P5	1.05361
BSX	0
RP11-335F8.2	0
RPL34P23	0
RPS26P43	0
RPL31P47	0
SNORD14E	1.13368
RP11-762B21.5	0
CTD-2216M2.1	0
U8	0
RP11-109E10.1	0
PHBP17	0
GRAMD1B	1.53612
MIR4493	0
SF3A3P2	0.0511216
SCN3B	1.92635
RP11-634B22.4	0
OR6X1	0
RNU1-21P	0
OR6M1	0
OR6M2P	0
OR6M3P	0
TMEM225	0
OR8D4	0
OR4D5	0
OR6T1	0
OR10S1	0
OR10G6	0
OR10G5P	0
OR10G4	0
OR10G9	0
OR10G8	0
OR10G7	0
OR10D5P	0
OR10D4P	0
OR10N1P	0
OR10D1P	0.0895802
OR10D3	0
OR8F1P	0
OR8G3P	0
OR8G2P	0
OR8G7P	0
OR8G1	0
OR8G5	0.0415469
SLC5A4P1	0
OR8D1	0
OR8D2	0
OR8B7P	0
OR8B6P	0
OR8B5P	0
OR8B1P	0
OR8C1P	0
OR8B2	0
OR8B3	0
OR8X1P	0
OR8B4	0
OR8B8	0
OR8A2P	0
OR8B9P	0
OR8B10P	0
OR8A3P	0
RP11-728D14.6	0
OR8B12	0
OR8A1	0
OR8Q1P	0
PANX3	0
SPA17	1.60739
RP11-677M14.2	0.814035
RP11-677M14.8	2.75952
RP11-677M14.7	0.639281
RP11-677M14.5	1.88998
RP11-664I21.5	0
HEPACAM	0.0578321
CCDC15	0.980974
KRT18P59	0.0349845
RP11-687M24.4	0
PKNOX2-AS1	0.157774
RP11-687M24.7	0
RP11-687M24.8	0.211583
RNU6-321P	0
AP000708.1	0.0300474
STT3A-AS1	0.0655999
RNU6-1156P	0
CHEK1	1.77738
RNU2-35P	0
ACRV1	0.0489174
PATE1	0
PATE2	0
PATE3	0
PATE4	0
RP11-680F20.10	0
HYLS1	1.98962
RP11-680F20.9	0
DDX25	0.0813442
RP11-680F20.4	0
RP11-680F20.6	0.0305951
CDON	2.22923
NAP1L1P1	0.475702
RP11-673E11.2	0.0491433
RP11-50B3.2	0
RP11-50B3.1	0
RP11-50B3.4	1.0406
RNU4-86P	0
RN7SL351P	0
RPL35AP26	0
TIRAP	3.61279
RP11-712L6.7	0
RP11-712L6.5	2.41522
ST3GAL4-AS1	2.40618
RP11-712L6.8	0
KIRREL3	0.110082
KIRREL3-AS1	0
RP11-115C10.1	0.119993
RP11-688I9.4	0
RP11-688I9.5	0
KIRREL3-AS2	0
MIR3167	0
RP11-688I9.2	0
KIRREL3-AS3	0
RP11-168K9.1	0
RP11-168K9.2	0
CTD-2234N14.2	0
CTD-2234N14.1	0
RP11-480C22.1	0
RN7SKP121	0
RN7SKP279	0
RP11-822P1.1	0
RP11-676M6.1	1.91271
RP11-702B10.2	0
LINC02098	0
MIR6090	0
RP11-1007G5.2	0
RP11-264E20.2	0
RP11-264E20.1	0
RP11-744N12.3	0.047622
SENCR	4.00842
KCNJ1	0.358568
RP11-740D6.3	0
KCNJ5	2.0939
C11orf45	1.8028
TP53AIP1	0.132875
RNU6-876P	0
Y_RNA	0
RNU6-874P	0
ZNF123P	0
BARX2	0.2651
RPS27P20	0
RP11-237N19.3	0
LINC01395	0
RP11-507F16.1	0
LINC00167	0.0484896
RP11-567M21.3	0
ELOBP2	0
RP11-679I18.4	0
RPL34P21	0
U4	0
RP11-567O18.1	0
DDX18P5	0
RN7SL778P	0
RP11-121M22.1	0.292639
RP11-535N6.2	0
BAK1P2	0
MIR8052	0
C11orf44	0
PPP1R10P1	0
RP11-890B15.2	0.0766876
RN7SL167P	0
AP002856.4	0
AP002856.6	0
AP002856.7	0
AP002856.5	1.00166
RNU6ATAC12P	0
AP003025.2	0
RP11-217L21.1	0
NTM-AS1	0
RP11-651K21.1	0
AP004372.1	0
RP11-697E14.2	0
NTM-IT	0
RP11-684N3.1	0
OPCML	0.0394508
U6	0
RP11-654C20.1	0
OPCML-IT2	0
AP004782.1	0
RP11-861E23.2	0
OPCML-IT1	0
RP11-448P19.1	0
SPATA19	0
RP11-259P6.3	0
MIR4697HG	4.97314
IGSF9B	1.26346
RP11-713P17.5	0
RP11-713P17.3	0.216076
RP11-713P17.4	0.183321
PTP4A2P2	0.565108
RP11-700F16.2	0
RP11-700F16.3	0
GLB1L3	0.110618
AP000859.4	0
GLB1L2	3.18666
B3GAT1	0.856298
RP11-627G23.1	0.147245
AP004550.1	0
RP11-469N6.3	0
RP11-469N6.2	0
RP11-469N6.1	0.0800311
RP11-555G19.1	0
RP11-555G19.2	0
AP005135.2	0
DDX11L8	0
FAM138D	0
IQSEC3	3.36765
RP11-598F7.4	0.290644
RP11-598F7.5	3.96212
RP11-598F7.6	4.12333
SLC6A12	1.49955
RP11-283I3.1	0.125068
RP11-283I3.2	0
SLC6A13	0.727188
RP11-283I3.4	0
RP5-1154L15.2	0
RNU7-103P	0
RP5-1154L15.1	0
RP11-218M22.2	0
RNU4ATAC16P	0
RP11-359B12.2	1.67948
HTR1DP1	0.0707539
RP5-951N9.1	0
RP5-951N9.2	0
LINC00942	0.0522444
WNT5B	2.84727
MIR3649	0
RP11-288K12.1	0.0727387
RPS4XP14	0.50788
CACNA2D4	2.737
LRTM2	0.0322945
RP5-1096D14.3	0
LINC00940	0.0438368
RP5-1096D14.6	0
CACNA1C-IT1	0
CACNA1C-IT2	0
RP1-53O8.2	0
CACNA1C-AS4	0
CACNA1C-IT3	0
CACNA1C-AS3	0
AC007618.3	0
CACNA1C-AS2	1.45842
CACNA1C-AS1	0.646453
RP11-986G18.3	0.0824625
RP11-986G18.2	0.14764
IQSEC3P1	0.25057
RP11-885B4.2	0.0587824
RPL23AP14	0
CBX3P4	0.309804
RP4-816N1.7	0
RP4-816N1.6	0.443943
NRIP2	4.08471
RP4-816N1.8	1.02114
FOXM1	2.46772
RP11-372B4.3	0.825775
RNU6-1315P	0
RP11-253E3.1	0.727198
Metazoa_SRP	0
TSPAN9-IT1	0
RP11-543P15.3	0.133159
RP5-1063M23.3	0.0742453
RP5-1063M23.2	0.0941319
RP11-476M19.2	0
PRMT8	0.6093
RP11-476M19.3	0
RP11-476M19.1	0
CRACR2A	1.29126
RP5-1180D12.1	2.75175
RP3-488M23.3	0.0679413
PARP11	4.44795
OTUD4P1	0.0484534
RP11-664D1.1	0.0766844
RP11-320N7.2	0.474303
HSPA8P5	0.0928141
RP11-320N7.1	0
CCND2-AS1	2.81965
CCND2-AS2	0.575156
RP11-264F23.1	0.253143
FGF23	0
FGF6	0
RAD51AP1	1.75076
RP11-234B24.5	0
AKAP3	0.596504
RP11-500M8.6	0
RP11-500M8.4	0
RP11-234B24.2	0.173301
GALNT8	0.312352
RP11-234B24.4	0
RP3-377H17.2	0
RP11-429A20.3	0.0114485
KCNA1	0.0251963
RP3-377H17.3	0
RP11-429A20.2	0
KCNA5	3.83485
RP11-319E16.1	0
RP11-1038A11.3	0
RP11-319E16.2	0
RP11-1038A11.2	0
RP11-1038A11.1	0
NTF3	1.2619
ANO2	4.62633
RP11-592H6.3	0.173987
RN7SL69P	0
RP3-454B23.1	0.177078
Y_RNA	1.35604
ATP5J2P5	0
PLEKHG6	1.30816
RN7SL391P	0
RP1-102E24.8	3.20891
RP1-102E24.1	0.690682
RP1-102E24.9	0
CD27	4.82068
RP1-102E24.10	4.92164
RP1-102E24.6	0.0931953
SCARNA10	0
RP5-940J5.3	0.227448
RP5-940J5.8	0.524068
RP5-940J5.6	1.16671
SCARNA11	0
LPAR5	1.99675
RP4-761J14.8	1.98481
PIANP	1.42559
RNU6-781P	0
RP4-761J14.9	0
RP4-761J14.10	1.67808
RN7SL380P	0
GNB3	3.96963
CDCA3	2.45392
RPL13P5	4.90282
U47924.32	2.9981
U47924.31	3.69762
MIR200C	0
MIR141	0
U47924.29	0.153906
RP3-461F17.1	0.217246
RP3-461F17.2	0
RNU6-485P	0.355419
RP11-273B20.3	0
RP11-185H22.1	0
ACSM4	0.0753157
CD163L1	2.84188
RP11-157G21.2	0.252589
GAPDHP31	0
NIFKP3	0
RP11-444J21.2	0
RP11-444J21.5	0
RP11-444J21.4	0
RP11-444J21.6	0
APOBEC1	0
GDF3	0.0722556
DPPA3	0
CLEC4C	0.0380038
NANOGNB	0
Y_RNA	0
NANOG	0.0155501
Y_RNA	0
SLC2A14	0.271237
Y_RNA	0
Metazoa_SRP	0
RP11-277J24.1	0
RP11-815D16.1	0
NANOGP1	0
RP11-277E18.2	0
Y_RNA	0
RP11-69M1.1	0
RP11-69M1.8	0
HSPD1P12	0
RP11-69M1.4	0
RP11-69M1.6	0.632228
POU5F1P3	4.19293
GCSHP4	0
ZNF705A	0.034376
FAM66C	1.5055
RP11-266K4.1	0.510149
RP11-266K4.13	0.283414
RP11-266K4.14	1.47887
FAM90A1	0.704855
ALG1L10P	0.382573
FAM86FP	2.71246
RP11-266K4.9	1.69003
ENPP7P5	0.0656313
LINC00937	1.72052
RP11-113C12.4	0.470664
RP11-90D4.3	0.0548717
RP11-90D4.4	0
RPS3AP43	0.237867
RP11-113C12.8	0
OR7E140P	0.0457522
OR7E148P	0
OR7E149P	0
CLEC6A	0.192156
RP11-113C12.2	0.0707205
RNU6-275P	0
CLEC4D	3.60056
SUPT4H1P2	0
RP11-561P12.5	0.22363
Y_RNA	0
SCARNA11	0
AICDA	0.101695
RP11-438L7.1	0
HADHAP2	0.0905771
MFAP5	4.94682
RP11-20D14.3	0
RP11-20D14.4	0
RPSAP51	0
RP11-20D14.6	0.761214
A2ML1-AS2	0
A2ML1	0.127195
A2ML1-AS1	0
RP11-259O18.5	0.273605
KLRG1	1.95297
RP11-259O18.4	0
HNRNPA1P34	0
VDAC2P2	0.0685178
LINC00612	0.46685
KRT17P8	0.45619
BTG1P1	1.14385
PZP	1.44243
TPT1P12	0.257283
A2MP1	0.321011
MIR1244-3	0.39125
PTMAP4	0
RP11-118B22.4	1.97756
SNORA75	0
RP11-22B23.2	0.13538
RP13-735L24.1	1.12908
RP11-599J14.2	3.85611
CTD-2318O12.1	0.161395
DDX12P	3.02286
SNORA75	0
RP11-726G1.1	0.294038
RP11-525E9.1	0
RNU6-700P	0
GOT2P3	0.0368881
RP11-705C15.4	0
RP11-705C15.3	3.02041
RP11-75L1.1	0.504226
CLECL1	0.908804
RP11-75L1.6	0
RP11-290C10.1	0.438278
KLRF2	0
CLEC2A	0
AC091814.2	0.255576
AC091814.3	0.0185505
CLEC1B	1.01776
CLEC12B	1.17327
RP11-133L14.5	0.0742366
CLEC9A	0.687425
RP11-133L14.2	0
RN7SKP161	0.720671
HNRNPABP1	0
TMEM52B	1.29659
KLRD1	2.74052
RP11-277P12.10	0.138307
RP11-277P12.9	0.116724
RP11-277P12.20	0.868504
KLRC4	4.14412
KLRC3	1.55524
KLRC2	0.912015
KLRC1	1.54097
EIF2S3L	0.296178
SLC25A39P2	0
RP11-291B21.2	1.87637
STYK1	1.05459
RP13-81N3.2	0
HSPE1P12	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
PRH1	2.13129
TAS2R10	0.390255
RP11-144O23.8	0.101077
PRR4	3.87873
TAS2R12	0.105792
TAS2R13	0.0564878
PRH2	0.105055
TAS2R14	3.27649
TAS2R15P	1.15881
TAS2R50	0.128077
TAS2R20	2.75958
TAS2R19	0.689665
TAS2R31	0.721219
TAS2R63P	0.0871724
TAS2R46	0.130556
TAS2R64P	0.169409
TAS2R43	0.127984
RP11-673D15.7	0
TAS2R30	0.0809577
TAS2R18	0.222479
RP11-785H5.2	0.153371
TAS2R42	0
RP11-144O23.22	0
RP11-711K1.8	0
PRB3	0
PRB4	0
PRB1	0
PRB2	0
RP11-711K1.7	0
HIGD1AP8	0
RP11-434C1.4	0
RP11-434C1.5	0
DDX55P1	0.0525989
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	1.09227
BCL2L14	0.295344
RP11-267J23.4	1.39023
MIR1244-4	0.46798
RP11-267J23.1	0.103122
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
RPL23AP66	0.113847
LOH12CR2	1.40061
BORCS5	4.55022
RP11-253I19.4	0
RP11-253I19.3	0.768757
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.6	0.50178
GPR19	0.23382
RP11-180M15.3	0
RP11-180M15.4	0
MIR613	0
STX8P1	0
DDX47	1.22255
RP11-59H1.1	0
RP11-392P7.1	0.391366
RPL13AP20	2.28769
RP11-392P7.6	3.26438
RP11-392P7.7	0
SNORD88	0
HTR7P1	2.11994
RP11-377D9.3	0.207111
RP11-377D9.1	0
FAM234B	4.6371
GSG1	0.0969188
LINC01559	0.0148251
GRIN2B	0.028681
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0.196654
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
RP11-502N13.2	0.0838121
RN7SKP134	0
GUCY2C	0.109515
PLBD1-AS1	0.735396
RP11-174G6.1	0.107846
RP11-174G6.5	2.46969
HIST4H4	1.72065
C12orf60	0.967098
SMCO3	1.86994
ART4	2.13393
RP11-233G1.4	0
PDE6H	0.201744
LINC01489	0
RERG-IT1	0.508875
RERG-AS1	0
METTL8P1	0
PTPRO	3.23245
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0.113644
SLC15A5	0.0127382
SUPT16HP1	0.126739
RP11-424M22.1	0
RP11-424M22.3	0.629176
RP11-239A17.1	0.0410244
RP11-69C13.1	0
RP11-1018J11.1	0.127734
EEF1A1P16	0.163979
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
RERGL	2.98845
PIK3C2G	0.0557388
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0
PSMC1P9	0
RP11-361I14.2	0
CAPZA3	0
RPL7P6	0.177619
MEF2BNBP1	0
RP11-282K24.3	0.0530332
RN7SL459P	0
RN7SL67P	0
PDCD5P1	0
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	0.579271
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0.25625
RP11-405A12.1	0.0315367
RP11-664H17.1	0.273847
CTC-465D4.1	0.0580762
RP11-284H19.1	0
UBE2L2	0
RP11-424C20.2	0.07497
SLCO1C1	0.244587
SLCO1B3	0.0224939
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
SLCO1A2	0.301919
IAPP	0
ELOCP31	0.115252
SPX	1.03005
GYS2	0.214349
RP11-59N23.3	0.339845
RP11-59N23.1	0
RP11-729I10.2	0.124465
RP11-729I10.3	0.287297
RP11-547L9.1	0
ST8SIA1	1.68644
RP11-49G2.3	0.703672
RP11-49G2.4	0.0759151
RP11-73M14.1	0
RP11-359J14.2	1.61539
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	0
RP11-268P4.4	0
RP11-268P4.6	0.336562
RP11-114G22.1	0
RPS27P22	0
RP11-449P1.1	0
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	2.56472
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0.566372
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0.0792408
RN7SL38P	0
RP11-625L16.3	0.168824
RP11-662I13.3	0.353717
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
CENPUP2	0.225564
RP11-713N11.4	0.122962
CASC1	1.0451
RP11-295I5.3	2.85366
RP11-295I5.4	0.312638
RP11-707G18.1	2.68547
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0.0934331
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RP11-283G6.3	0.379948
RP11-283G6.4	0.519419
RP11-283G6.5	0
RP11-283G6.6	0.124729
RP11-612B6.1	0
RP11-513G19.1	0.84859
RP11-612B6.2	0
RNA5SP354	0
RP11-666F17.1	0.166599
RP11-666F17.2	0
C12orf71	0.434671
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.486115
ARNTL2	2.34835
ARNTL2-AS1	0.074016
SMCO2	0.451218
RARSP1	0
RP11-709A23.1	0.0254717
RP11-709A23.2	0.322826
RP11-1060J15.3	0
RP11-1060J15.4	0.262495
REP15	1.90085
RP11-1060J15.9	1.32831
RP11-1060J15.5	0.0739077
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.289359
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	0.598252
RP11-993B23.3	0.225454
RP11-967K21.1	1.15398
RP11-967K21.2	0
RP11-425D17.1	0.478333
RP11-425D17.2	0.197654
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0.0733722
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0.173398
RP11-946L16.2	0.435324
RP11-996F15.4	1.41644
RP11-996F15.2	1.41883
RP11-996F15.5	1.84461
RP11-996F15.6	3.42165
OVCH1-AS1	0.143178
OVCH1	0.904842
RP11-310I24.1	0.0828375
RPL21P99	0.116017
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.044552
LINC00941	0.21823
RP11-77I22.4	0
TSPAN11	3.69622
RP11-551L14.4	0.174669
RP11-551L14.8	0.536881
DDX11-AS1	0.263151
SNORA75	0
RP11-551L14.7	0
OVOS2	0.117981
RP11-627K11.5	0
RP11-627K11.1	1.22433
MREGP1	0
RP11-627K11.6	0.192861
RP11-627K11.3	0
FLJ13224	0.101749
RP11-771K4.1	0
U6	0
DENND5B	2.7051
RNU6-618P	0
RP11-771K4.3	0.878705
RP11-820K3.3	0
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.0548713
RNU5F-4P	0
RPL31P50	0
AK4P3	0
ETFBKMT	1.97004
STMN1P1	0.592577
RP11-467L13.7	4.40441
RP11-467L13.4	0
RP11-467L13.5	1.56346
H3F3C	0.749249
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0.39905
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0.119186
RP11-428G5.7	0.0334036
RP11-50I19.2	2.37706
RP11-50I19.1	0.128485
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
BICD1	3.59273
RP11-843B15.4	1.0782
RP11-956A19.1	0
RP11-817I4.1	1.60628
RP11-817I4.2	1.40854
Y_RNA	0
RNU6-494P	0
RP11-278C7.2	0
Y_RNA	0
RP11-278C7.4	4.71129
RP11-278C7.3	2.09307
RP11-278C7.5	4.32503
PKP2	1.4699
RP11-8P13.5	0.438542
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0.00979517
RP11-438D14.2	0
RP11-438D14.3	0
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.158283
ALG10	2.10983
RP11-847H18.3	0.157786
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0.085664
RNA5SP357	0
DUX4L27	0.282483
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	2.99677
RP11-804F13.2	0
RP11-804F13.1	0
RP11-396F22.1	1.44857
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0
RP11-421H10.2	0
KIF21A	3.36615
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	0.309305
C12orf40	0
SLC2A13	3.46727
SNORA22	0
RPL30P13	0
RP11-476D10.1	2.20041
AC079630.2	1.41569
AC084290.2	0
MUC19	0.0158738
RP11-115F18.1	0
RNU6-713P	0
CNTN1	1.76753
RP11-367O10.1	0
RP11-385G16.1	0
PDZRN4	0.845909
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
YAF2	4.99401
RP11-76E16.2	0
MIR7851	0.473233
SNORA74	0
RP11-351C21.2	2.05253
RNU6-249P	0
RP11-328C8.2	0.31177
Y_RNA	0
PRICKLE1	3.99446
RP11-328C8.4	0.210398
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0.170928
RP11-25I15.3	0.0623098
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.0708885
PUS7L	2.80873
RP11-210N13.1	0.106839
TMEM117	2.17353
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0
RP11-499A10.3	0
NELL2	1.90855
Y_RNA	0
DBX2	0
RP11-478B9.1	0
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	4.58847
RP11-139E19.2	0
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0
U6	0
RP11-19E18.2	0.147357
RN7SL246P	0
KNOP1P2	0.166276
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.294997
RP11-96H19.1	0.883734
RP11-474P2.4	0.263286
RP11-474P2.6	0.322304
RP11-474P2.7	0.0646184
RP11-446N19.1	1.5376
OR7A19P	0
MARK3P1	0
SLC38A4	0.403026
RP11-618L22.1	0.186553
RP11-23J18.1	1.69989
MIR4698	0
RP11-493L12.3	0
RP11-493L12.4	0.667906
RP11-493L12.7	0.0917144
RP11-493L12.6	0
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RP1-197B17.5	0.764662
RP1-197B17.3	1.35203
ENDOU	0.96902
RP1-197B17.7	0.862869
RP1-197B17.4	0.722116
CTD-2024F21.1	0.194922
RP5-1057I20.5	4.07715
RP5-1057I20.6	1.16722
RP5-1057I20.2	0
RP11-89H19.1	0.0568624
RP11-89H19.2	0.317131
RP1-228P16.9	0
COL2A1	0.0321377
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	0.870393
RP1-228P16.1	2.03734
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	0.785428
RP11-474C8.3	0
PHBP18	0
RP11-474C8.5	0
CCDC184	1.45282
RP11-474C8.7	0
RP11-370I10.12	0.670894
OR10AD1	0.283893
RP11-370I10.2	0.126878
RP11-370I10.10	0.19539
H1FNT	0.493214
RP11-370I10.4	0.286733
RP11-370I10.6	0.246897
OR5BK1P	0.22342
RP11-370I10.11	0.484849
OR5BT1P	0.127037
OR5BJ1P	0
OR8S21P	0
OR8T1P	0.384688
ANP32D	0.0745435
C12orf54	0.470823
RP11-722P11.4	0
OR8S1	0.0296009
OR5BS1P	0
LALBA	0
OR11M1P	0
SNORA2C	0
MIR1291	0
SNORA2A	0.831176
SNORA2B	0
LINC00935	0
RP11-579D7.2	0
MIR4701	0
RP11-579D7.4	0.21872
RP11-579D7.8	0.26253
Y_RNA	0
RNU6-600P	0
RP11-302B13.1	3.33186
CCDC65	3.94398
WNT10B	1.7657
RNU6-940P	0
WNT1	0.34985
DDN	0.218675
RP11-386G11.5	0.280662
RHEBL1	2.89471
RP11-386G11.11	0.513208
DHH	0.928412
RP11-386G11.8	0
RP11-386G11.10	0.641365
Y_RNA	0
Metazoa_SRP	0
RP11-977B10.2	0.390402
RP11-161H23.5	0
RP11-161H23.9	0.257401
PRPH	1.26973
TROAP	1.55167
C1QL4	0
DNAJC22	0.226722
RP11-161H23.10	0.249496
RP11-161H23.8	0
KCNH3	1.43408
RP11-133N21.10	0.18826
FAM186B	0.279334
RNU6-834P	0
POLR2KP1	0.168588
RP11-133N21.7	0.365871
HIGD1AP9	0
RP11-133N21.12	0
LSM6P2	0
BCDIN3D-AS1	0.579118
BCDIN3D	2.5864
RP11-70F11.7	0
RP11-70F11.2	0
FAIM2	1.13243
RP11-70F11.11	0
RP11-70F11.8	0.0105918
AQP2	0.049763
RP11-469H8.6	0.257686
AQP6	0.110467
ASIC1	1.0929
RP4-605O3.4	2.05235
RP3-405J10.3	0.828617
RP3-405J10.2	0.263119
RP3-405J10.4	0.136043
MIR1293	0
RNU6-1093P	0
RP3-405J10.5	0.0345249
FAM186A	0.106821
RP11-112N23.1	0
RNU6-769P	0
RNU6-238P	0
Y_RNA	0
RP11-60E8.2	0
RP11-60E8.4	0
RN7SL519P	0
TMPRSS12	0.0196254
RP11-60E8.3	0
RP11-407N8.6	0.446747
Y_RNA	0
RP11-407N8.4	0
HIGD1C	0.19003
RP11-407N8.5	0.175594
RNU6-87P	0
RNU6-1273P	0
RP11-416A17.1	0.128898
PHBP19	0.347028
Y_RNA	0
RNU6-199P	0
CELA1	0.0865196
GALNT6	4.06331
SLC4A8	1.47294
RP11-607P23.1	0
SCN8A	0.260444
HNRNPA3P10	0.294651
RP11-923I11.4	0.0533718
FIGNL2	0.706372
RP11-923I11.5	0.280703
ANKRD33	0.14976
RP11-1100L3.4	0
RNU6-574P	0.566238
RP11-1100L3.7	0
OR7E47P	1.85035
RP1-288H2.2	0.306801
LINC00592	0.10037
C12orf80	0.0227019
METTL7AP1	0
KRT86	0.526582
KRT87P	0.233858
RP11-845M18.7	0
KRT81	0.210909
