Name	Brain - Nucleus accumbens (basal ganglia)
CARS-AS1	0.0165659
RNU1-91P	0
AC108448.2	0.250871
OSBPL5	4.71254
AC108448.3	0
MRGPRG	0
MRGPRG-AS1	0
AC109309.4	0
MRGPRE	0.0432439
NDUFA5P8	0
RP11-11A9.1	0
NDUFA5P1	0
RP11-11A9.2	0
RP5-1173A5.1	0
TSSC2	0.279349
OR7E12P	0.0420086
FAM86GP	0.0649598
RP13-726E6.2	0.160375
RP13-726E6.1	0
SNRPCP5	0
RPS3AP39	0
RPS24P14	0
AP006294.2	0
OR7E117P	0
TRPC2	0.0405501
ART5	0.0932936
ART1	0.0303705
Y_RNA	0
Y_RNA	0
CHRNA10	0.835508
RNU6-1143P	0
RNU7-50P	0
AC090587.5	0.55968
AC090587.4	1.18692
AC090804.1	0.0826359
SNORA7	0
RP11-438N5.4	0
HNRNPA1P76	0
RP11-438N5.2	0
RPS29P20	0
RRM1-AS1	0
OR55B1P	0
RP11-23F23.2	0.696245
RP11-23F23.3	0
SSU72P5	0
SSU72P2	0
SSU72P6	0
SSU72P4	0
SSU72P3	0
SSU72P7	0
OR52B4	0
OR52B3P	0.0463489
TRIM21	3.91243
OR51R1P	0
OR52P2P	0
OR52K2	0
OR52K3P	0.0623254
OR52K1	0
OR52M2P	0
OR52M1	0
C11orf40	0
OR52I2	0
OR52I1	0
OR51D1	0
OR51E1	0.0462519
OR51A9P	0
OR51E2	0.0725864
OR51C1P	0
MMP26	0
OR51F5P	0
OR51C4P	0
KRT8P49	0
OR51F3P	0
OR51F4P	0
SNORA62	0
OR51F1	0
OR51N1P	0
OR52Y1P	0
OR52R1	0
OR51F2	0
OR51A8P	0
OR51S1	0
OR51H1	0
OR51H2P	0
OR51T1	0
OR51A6P	0
OR51A7	0
OR51G2	0
OR51G1	0
OR51A3P	0
OR51A4	0
OR51A2	0
OR51A5P	0
OR51L1	0
OR51P1P	0
OR52J2P	0
OR52J3	0
OR52E2	0
OR52E1	0
OR52S1P	0
OR52E3P	0
OR52J1P	0
AC113331.9	0
OR52A4P	0
OR52A5	0
OR52A1	0
OR51A1P	0
OR52Z1	0
OR51V1	0
AC104389.16	0
CoTC_ribozyme	0
HBD	1.40114
HBBP1	0
BGLT3	0
HBG1	0.06241
HBG2	0.1528
HBE1	0.180194
OR51AB1P	0
OR51B4	0
AC104389.28	0
OR51B3P	0
OR51B2	0
OR51B8P	0
OR51B5	0
OR51B6	0
AC104389.31	0
AC104389.32	0
OR51M1	0
OR51J1	0
OR51Q1	0
OR51K1P	0
OR51I1	0
OR51I2	0
OR51A10P	0
OR52D1	0
UBQLN3	0
UBQLNL	0.165481
OLFM5P	0.0277669
OR52V1P	0
OR52H1	0
OR52H2P	0
OR52B5P	0
OR52T1P	0
HNRNPA1P53	0.0254538
AC015691.13	0
OR52B6	0
TRIM6	0.237761
TRIM34	0.98238
TRIM5	1.19891
TRIM22	4.38619
OR52U1P	0
OR52P1P	0
OR56B1	0
OR52N4	0.0953917
OR56B2P	0
OR52N5	0
OR52N1	0
OR52N3P	0
OR52N2	0
OR52E6	0
OR52E8	0
OR52E7P	0
OR52E4	0
OR52E5	0
OR52Q1P	0
AC025016.1	0
OR56A3	0
OR56A5	0
OR52L1	0
KRT18P58	0
OR56A4	0
RNA5SP329	0
OR56A1	0
OR56A7P	0
OR52L2P	0
OR52X1P	0
OR56B4	0
RP11-290F24.3	0
OR56B3P	0
OR52B1P	0
OR52B2	0
OR52W1	0.0342437
C11orf42	0.212298
CNGA4	0.669905
CCKBR	4.32054
RP11-304C12.4	0
RP11-304C12.5	0
RP11-304C12.3	0
HPX	0.976157
CTD-2010I16.1	2.58812
DNHD1	1.5922
RRP8	3.18781
RP11-732A19.8	0
RP11-732A19.2	0.671023
RP11-732A19.9	0
RP11-732A19.6	0
RP11-732A19.1	0.602328
GVINP1	0.134521
GVINP2	0.0547264
OR2AG2	0.0556524
OR2AG1	0
OR6A2	0.00616129
RP11-413N10.3	0.0177269
RP11-560B16.5	0
OR10A5	0
OR10A2	0
OR10A4	0
OR2D2	0
OR2D3	0
ZNF215	0.274321
ZNF214	1.03659
NLRP14	0.0928301
RBMXL2	0.0348078
RP11-324J3.1	0
MIR302E	0
SYT9	3.1414
CTD-2516F10.2	0.169119
OLFML1	0.550118
PPFIBP2	2.9975
CTD-2516F10.4	0
OVCH2	0
RP11-35J10.6	0
RP11-35J10.7	0
RP11-35J10.4	0
OR10AB1P	0.0917444
OR5P4P	0
RP11-494M8.4	0
OR5P1P	0
RP11-494M8.1	0
OR5P2	0
OR5P3	0
OR5E1P	0
RNU6-943P	0
OR10A6	0
OR10A3	0
NLRP10	0
COX6CP5	0
CASC23	0
TUB-AS1	0
RP11-236J17.7	0.0281493
RP11-379P15.1	0.0140821
LMO1	1.50596
STK33	3.47516
SCARNA20	0
RP11-152H18.4	0
SNORA3A	0
SNORA3B	0.682596
ST5	4.3808
RP11-318C2.1	0
RNA5SP330	0
Y_RNA	0
C11orf16	0.0279779
ASCL3	0
Y_RNA	0
TMEM9B-AS1	1.48847
RP11-467K18.2	0.812185
SCUBE2	1.63508
MIR5691	0
KRT8P41	0
RP11-5L12.1	0
Metazoa_SRP	0
PRR13P2	0
SNORA23	0
CTD-2371O3.2	0.0532313
CTD-2371O3.3	3.59865
ZNF143	3.89692
WEE1	0.615304
snoU13	0
RPL23AP65	0.514658
RP11-16F15.4	0
RP11-16F15.2	0.174328
RN7SKP50	0
RP11-540A21.2	0.0925998
SBF2-AS1	3.35647
RP11-1H15.2	0
RNU7-28P	0
RP11-1H15.1	0.073779
RP11-748C4.1	0
RP11-351I24.3	0.162012
RP11-351I24.1	0.0695902
AMPD3	3.56232
RNU6ATAC33P	0
MRVI1-AS1	1.13724
LYVE1	2.6122
Y_RNA	0
RP11-685M7.5	0
RP11-685M7.3	2.24726
CTD-2003C8.2	0
RP11-179A10.1	0.0305184
RP11-179A10.2	0
RP11-179A10.3	0
MTND5P21	0
CTD-3224I3.3	0.0784743
CSNK2A3	0.111734
RP11-483L5.1	0
MIR4299	0
RP11-756D7.2	0
RP11-756D7.1	0
MIR8070	0
CTD-2381F24.1	0
RP13-631K18.2	0
RP13-631K18.3	0
RP13-631K18.5	0
MIR6124	0
MICALCL	0.0267147
RP11-573E11.2	0
RP11-51B23.3	0.434882
RP11-47J17.3	0
RP11-47J17.1	0
SCARNA16	0
RP11-47J17.2	0
LINC00958	0.167692
CTC-497E21.3	0.191418
RASSF10	0.351049
CTC-497E21.5	0
RP11-413N13.1	0
RN7SKP151	0
RP11-15D14.1	0
RP11-15D14.2	0
PTH	0
HMGN2P36	0
FAR1-IT1	0
RPL39P26	0
Y_RNA	0
CENPUP1	0
RP11-23B7.4	0
RP11-98J9.1	0
RP11-98J9.2	0
RP11-98J9.3	0
RNA5SP331	0
RP11-231N3.1	0.136124
RNA5SP332	0
RP11-21L19.1	0
RRAS2	4.30308
RP11-140L24.3	0
RNU7-49P	0
PDE3B	0.817688
RP11-677N16.1	0
CYP2R1	2.21878
CALCB	0.112171
CALCP	0
CALCA	0.0291245
OR7E41P	0
INSC	0.164029
snoMBII-202	0
RP11-531H8.1	0
RP11-531H8.2	0
RP11-396O20.1	0.0591515
RP11-396O20.2	0.11201
RP11-222N13.1	0
SOX6	2.2212
CTD-3096P4.1	0
AKR1B1P3	0
RN7SL188P	0
PLEKHA7	2.82826
RN7SKP90	0
OR7E14P	0.911655
SNORD14A	0.403569
SNORD14B	0.289307
RNU6-593P	0
CTD-3236F5.1	0
RP11-452G18.1	0
RP11-452G18.2	1.7298
NCR3LG1	1.49636
SDHCP4	0.0480131
USH1C	0.941445
OTOG	0.016525
RP11-358H18.3	0
RP11-358H18.2	0
MYOD1	0
KCNC1	4.32501
TPH1	0.27883
SAAL1	3.94795
HIGD1AP5	0
SAA3P	0
MRGPRX3	0
RP11-113D6.6	0
RP11-113D6.3	0
MRGPRX4	0
GLTPP1	0
RP11-113D6.9	0
RP11-113D6.10	0
SAA4	0.125744
SAA2	0.0646766
RNA5SP333	0
ST13P5	0.233388
SAA1	0.326543
RNA5SP334	0
HPS5	3.95973
MIR3159	0
AC084117.3	0.100424
LDHC	0.0669648
RP11-613F22.7	0
LDHAL6A	0.052921
YWHABP2	0.0806344
RP11-613F22.8	0.0374587
RP11-613F22.6	0
Metazoa_SRP	0
SPTY2D1-AS1	0.808427
RP11-504G3.4	0.0742547
RP11-504G3.2	0.281547
SPTY2D1	3.29398
RP11-137N23.1	0.235798
TMEM86A	1.84703
IGSF22	1.82622
RP11-1081L13.4	2.19679
RP11-1081L13.5	0
RP11-583F24.7	0
RP11-1081L13.3	0
RP11-583F24.6	0
RP11-583F24.5	0
MRGPRX1	0
RP11-583F24.8	0
RP11-583F24.4	0
RP11-583F24.3	0
RP11-589F4.2	0
MRGPRX2	0
CSRP3	0.0849193
RP11-428C19.4	0
E2F8	0.0112987
PCNAP4	0
RP11-428C19.5	0
NAV2-IT1	0
RNA5SP335	0
NAV2-AS5	0.0227333
NAV2-AS4	0.180422
MIR4486	0
SNORA1	0
RP11-359E10.1	4.84845
MIR4694	0
NAV2-AS3	0
NAV2-AS2	0
RP11-371I20.2	0.0318295
DBX1	0
HMGB1P40	0
SLC6A5	0.0183547
NELL1	1.26209
RP11-701I24.3	0
RNA5SP336	0
RP11-670N15.2	0
RP11-670N15.1	0
CTD-2302A16.2	0
RNA5SP337	0
CTD-2019O4.1	0
ANO5	3.92997
CTD-3064C13.1	0
CTD-2140G10.2	0
SLC17A6	0.0198062
CTD-2140G10.4	0
LINC01495	0
RP11-34N19.1	0
FANCF	3.04909
GAS2	1.23512
RNA5SP338	0
RP11-17A1.3	0.044484
CCDC179	0
RP11-266A24.1	0.135323
RP11-787P24.4	0
WIZP1	0
MIR8054	0
RP11-787P24.2	0
THAP12P4	0
RP11-713P14.1	0
RP11-945A11.1	0
RP11-945A11.2	0
RNU6-783P	0
RP11-747E23.1	0
RP11-2F20.1	0
Y_RNA	0
LUZP2	3.12969
CTC-830E23.1	0
RP11-54J7.2	0
RPL36AP40	0
RP11-46P12.1	0
RP11-405K6.1	0
RP11-20J1.1	0
RP11-336F14.1	0
CTD-2507G9.1	0
RP11-430L3.1	0
RP11-485O14.1	0
MUC15	0.0384156
SLC5A12	0.587542
BBOX1-AS1	0.064211
RP11-159H22.2	0.335234
RP11-159H22.1	0.170677
BDNF-AS	4.78313
MIR8087	0
RNA5SP339	0
RP11-587D21.1	0.474069
LINC00678	0
BDNF	0.0634691
RP11-587D21.4	0.0580324
CBX3P1	0
HSP90AA2P	0.512731
RP11-406D1.2	0
KIF18A	0.0907321
MIR610	0
METTL15	1.94351
RP11-797J4.1	0.0936836
RN7SKP158	0
AC104978.1	0
MIR8068	0
RP11-22P4.2	0
RP11-960D24.1	0
RP11-115J23.1	0
OR2BH1P	0
RP11-466I1.1	0
CTD-2063L20.1	0
RP11-460B17.3	0.0462503
RP11-460B17.1	0
RP11-460B17.2	0.266968
CTD-3012A18.1	0.126961
RP5-1027O15.1	0
HNRNPRP2	0
CTD-3138F19.1	0
RN7SL240P	0
RPL7AP58	0
RP11-624D11.2	0.236612
RP4-562D20.2	0
FSHB	0.0169329
RPL12P30	0.628163
RP4-710M3.2	0
RP5-1024C24.1	0.545103
DCDC1	0.303904
CYCSP25	0
RP1-296L11.1	0
DNAJC24	2.85327
ELP4	1.36122
Z83001.1	0.191393
PAX6	2.37293
PAUPAR	0.0781112
RP1-17K7.2	0
RP1-17K7.3	0
RP1-17K7.1	0
U3	0
EIF4A2P5	0
THEM7P	0
RP1-65P5.5	0
WT1	0.622549
WT1-AS	0
WT1-AS_2	0
HNRNPA3P9	0.559013
CCDC73	0.0319033
RP1-181J22.1	0
PRRG4	0.94941
QSER1	3.24461
Y_RNA	0
DEPDC7	1.02563
TCP11L1	2.35225
PIGCP1	4.59759
CSTF3-AS1	0.0731245
Y_RNA	0
Y_RNA	0
RP1-89D4.1	0.352915
RP1-130L23.1	0.0571198
RP1-305G21.1	0
RP4-541C22.5	0.0576115
C11orf91	0.172473
FBXO3-AS1	0
RP11-646J21.6	0
RP11-646J21.7	0
RP11-646J21.3	0
RP11-646J21.4	0
RP11-646J21.2	0.0788371
RP13-786C16.1	0
ABTB2	3.99542
Y_RNA	0
RP1-145M24.1	0
RP1-53C18.3	0
CIR1P3	0
ELF5	0.0221666
RP4-594L9.2	0
RP11-350D17.2	0
EHF	0.118294
RP11-350D17.3	0
RP4-743O11.1	0
APIP	3.82199
MIR1343	0
RP4-607I7.1	0.0168767
CD44	1.34422
RP1-68D18.4	0
RP1-68D18.2	0
RP1-68D18.3	0.0340195
AC090625.1	0
RP4-683L5.1	0.814271
RP5-945I17.2	0
RP1-276E15.1	0
KRT18P14	0
RP11-698N11.2	0.0838034
RP5-916O11.3	0
RP5-916O11.2	0
RPL12P31	0
MIR3973	0
RP11-1110F20.1	0
PRR5L	1.37998
RP11-514F3.4	0
RP11-514F3.5	0
RP11-219O3.2	0
TRAF6	2.62787
RP11-545D22.1	0
RAG1	0.0582026
RAG2	0
CTD-2119L1.1	0
SNORA31	0
RPL7AP56	0
RP11-159D8.1	0
RP11-159D8.2	0
LRRC6P1	0
RP11-63D14.1	0
RP11-277K23.1	0
LINC01493	0
RP11-313M3.1	0
RNU6-99P	0
RP11-810F22.1	0
RP11-40H19.1	0
RP11-454H19.2	2.37558
Y_RNA	0
RP11-407P18.1	0.0364091
RNU6-365P	0
RP11-63C8.1	0
RP11-124G5.3	0
RP11-124G5.1	0
RP11-124G5.2	0
LINC01499	0
RP11-375D13.1	0
RP11-375D13.4	0
RP11-375D13.3	0
RP11-148I19.1	0
CTD-2572N17.1	0
CTD-2537L20.1	0
RP11-111A24.2	0
RP11-111A24.1	0
HNRNPKP3	0.0591391
RP11-484D2.2	0
Y_RNA	0
RP11-484D2.5	0
RP11-484D2.4	0.0996405
RN7SKP287	0.280437
RP11-484D2.3	0.128
CTBP2P6	0
RP11-472I20.3	0.538365
MIR670	0
MIR670HG	0
MIR129-2	0
RPL23AP63	0
PHBP2	0
RP11-613D13.5	0.083505
SEC14L1P1	0.280394
ALKBH3-AS1	0.19461
RP11-613D13.4	0.0445274
RP11-613D13.8	0.0874871
ACCSL	0.00378763
ACCS	3.05729
CTD-2609K8.3	0
ALX4	0.0639711
RP11-58K22.1	0
RP11-58K22.2	0
RP11-58K22.5	0
RP11-58K22.4	0
RPL34P22	0
RP11-244C20.2	0
RP11-45A12.1	0
RP11-45A12.2	0
TSPAN18	0.832626
TP53I11	3.39862
AC068858.1	0
PRDM11	2.30986
CTD-2560E9.3	0.150656
CTD-2560E9.5	0
RP11-430H10.1	1.84985
RP11-430H10.2	0.181747
RP11-430H10.4	0.0348192
RP11-430H10.3	0.0572212
RP11-958J22.1	0.15699
RP11-958J22.2	0
RP11-958J22.3	0
RP11-495O11.1	0.373613
MIR7154	0
CTD-2210P24.1	0
CTD-2210P24.2	0
CTD-2210P24.3	0.0686945
SLC35C1	3.5785
CTD-2210P24.6	0
C11orf94	0.102118
LARGE2	0.0694424
RP11-702F3.1	0
RP11-702F3.3	0
RP11-702F3.2	0
RP11-702F3.4	0
CTD-2589M5.5	0.74222
CTD-2589M5.4	0
CREB3L1	1.67038
MIR4688	0
MIR3160-1	0
HARBI1	1.46748
F2	0.20262
MIR5582	0
SNORD67	0
SNORD67	0
LRP4-AS1	0.476339
CTD-2384B9.1	0
RP11-390K5.3	0
RP11-390K5.6	1.65264
MIR6745	0
RP11-390K5.1	0.241724
DDB2	3.00477
RP11-17G12.2	0.0521814
RP11-17G12.3	0.0532859
RP11-125F14.2	0
MYBPC3	0.167439
RP11-750H9.5	1.88106
MIR4487	0
RAPSN	0.210515
RP11-750H9.7	0
RN7SL652P	0
RNU5E-10P	0
FAM180B	0.891615
AGBL2	0.313796
Y_RNA	0.75123
NUP160	3.74738
RP11-692M12.5	0
RNA5SP340	0
Y_RNA	0
YPEL5P2	0
RP11-793I11.1	0
PTPRJ-AS1	0
MIR3161	0
OR4B1	0
OR4B2P	0
OR4X2	0
OR4X1	0
OR4S1	0
OR4C3	0
OR4C4P	0
OR4C5	0
OR4C2P	0
OR4C10P	0
OR4C9P	0
OR4R1P	0
OR4A47	0
OR4A48P	0
OR4A46P	0
OR4A40P	0
OR4A43P	0
OR4A45P	0
OR4A41P	0
OR4A42P	0
OR4A44P	0
RP11-56P9.5	0
RP11-56P9.10	0
RP11-56P9.6	0
RP11-56P9.4	0
TRIM51CP	0
RP11-56P9.8	0
TRIM51GP	0
TRIM53CP	0
RP11-56P9.11	0
TRIM49B	0
TRIM64C	0
CTD-2132H18.5	0
CTD-2132H18.3	0
UBTFL7	0
RP11-107P7.1	0
RP11-107P7.6	0
RP11-107P7.2	0
TRIM77BP	0
UBTFL9	0.0260749
CTD-2026G22.1	0
TYRL	0.121329
CBX3P8	0
RP11-61N20.3	0.231367
RP11-707M1.1	2.74261
RP11-707M1.7	0.0399737
RP11-707M1.9	0
TRIM51FP	0.0554715
RP11-163O19.16	0.0500328
RP11-163O19.1	0.104734
RP11-163O19.11	0
RP11-163O19.10	0
TRIM51DP	0.469281
RP11-163O19.3	0.127012
RP11-163O19.8	0
OR4A1P	0
OR4A49P	0
OR4A18P	0
OR4A19P	0
OR4R3P	0
OR4C13	0
OR4C12	0
OR4C48P	0
OR4C45	0
OR4C49P	0
GTF2IP11	0
RP11-347H15.1	0
RP11-347H15.6	0
RP11-347H15.2	0
RP11-347H15.5	0
RP11-347H15.3	0
RP11-347H15.4	0
RP11-574M7.1	0
RP11-574M7.2	0
OR4C50P	0
OR4C46	0
OR4C7P	0
OR4R2P	0
OR4A4P	0
OR4A3P	0
OR4A2P	0
OR4A8	0
OR4A7P	0
OR4A5	0
OR4A6P	0
TRIM48	0
RP11-72M10.2	0
RP11-72M10.4	0
RP11-72M10.8	0
RP11-72M10.7	0
TRIM51HP	0
RP11-72M10.5	0
OR4A11P	0
OR4A12P	0
OR4A16	0
OR4A15	0
OR4A9P	0
OR4X7P	0
RP11-131J4.12	0
OR4A10P	0
OR4A17P	0
OR4A13P	0
OR4A50P	0
OR4A14P	0
OR4A21P	0
OR4C1P	0
OR4C14P	0
OR4C15	0
OR4C16	0
OR4C11	0
OR4P4	0
OR4S2	0
OR4C6	0
OR4V1P	0
OR4P1P	0
RP11-674C21.9	0
OR5D2P	0
OR5D3P	0
OR5D17P	0
OR5D13	0
OR5D15P	0
OR5D14	0
OR5L1	0
OR5D18	0
OR5L2	0
OR5D16	0
OR9M1P	0
RP11-738O11.9	0
RP11-738O11.12	0
RP11-738O11.13	0.0569043
TRIM51	0
OR5W1P	0
OR5W2	0
OR5I1	0
OR10AF1P	0
OR10AK1P	0
OR10AG1	0
OR7E5P	0
OR5F1	0
OR5F2P	0
OR5AS1	0
OR5AQ1P	0
OR5J1P	0
OR5BE1P	0
OR8I2	0
OR8I4P	0
OR8H2	0
OR5BN2P	0
OR8H3	0
OR5BN1P	0
OR8J3	0
OR8K4P	0
OR8K5	0
OR5J7P	0
OR5J2	0
OR8V1P	0
RP11-444K7.8	0
OR8J2	0
OR5T2	0
OR5T3	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0.0241394
OR8J1	0
OR8U1	0
OR8L1P	0
OR5AL2P	0
OR5AL1	0
OR5R1	0
OR5M4P	0
OR5M9	0
OR5M3	0
OR5M2P	0
OR5M8	0
CTD-3051L14.13	0
OR5M7P	0
CTD-3051L14.14	0
OR5M6P	0
OR5M5P	0
OR5M11	0
OR5M10	0
OR5M13P	0
OR5M1	0
OR5AM1P	0
OR5M12P	0
OR5AP1P	0
OR5AP2	0
OR5AR1	0
OR2AH1P	0
RP11-59K5.1	0
OR9G1	0
RP11-100N3.2	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
OR5G5P	0
OR5G3	0
AP000479.1	0
FADS2P1	0
OR5AK3P	0
OR5AK2	0
OR5AK1P	0
OR5BQ1P	0
OR5AK4P	0.0419088
OR5AO1P	0
OR5BP1P	0
LRRC55	1.09954
RP11-872D17.4	0
P2RX3	0.021022
PRG3	0
PRG2	0.0523737
SLC43A3	2.73199
RNA5SP341	0
RN7SKP259	0
RTN4RL2	0.858361
SLC43A1	2.09358
RN7SL605P	0.479445
SMTNL1	0.483943
RPS4XP13	0.0717514
AP000662.4	0.633729
MIR130A	0
CLP1	2.36213
AP000662.9	0.0342556
BTBD18	0.14893
OR5BA1P	0
RP11-734C14.2	0
OR5AZ1P	0
OR5BD1P	0
CYCSP26	0
OR9Q1	0
RNU6-899P	0
OR6Q1	0
VN2R9P	0
RP11-659P15.1	0
RP11-659P15.2	0
OR9L1P	0
OR9I3P	0
OR9I1	0
OR9I2P	0
OR5BL1P	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
EIF4A2P3	0
OR10W1	0
OR10Q2P	0
OR5BC1P	0
OR5B19P	0
OR5B10P	0
AP000435.3	0
OR5B17	0
OR5B1P	0
OR5B15P	0
OR5B3	0
OR5B2	0
OR5B12	0.0204761
RP11-655C2.3	0.0229528
OR5B21	0
CMB9-55A18.1	0.0311449
CNTF	0.527892
AP001350.4	0.936015
GLYAT	0
AP000445.1	0
AP000445.2	0
TMA16P1	0
GLYATL2	0.19197
GLYATL1P2	0
GLYATL1	0.0240163
RP11-780O24.2	0
RP11-142C4.6	0.0087905
RP11-142C4.4	0
GLYATL1P1	0
RP11-142C4.5	0
GLYATL1P4	0
GLYATL1P3	0
FAM111B	0.0153245
AP001258.4	0.708073
AP001258.5	0
FAM111A	2.57773
MPEG1	0.920326
RN7SL42P	0
WARSP1	0
SLC25A47P1	0
RP11-1036E20.9	0
RP11-1036E20.7	0
RN7SL435P	0
OR5AN2P	0
OR5BR1P	0
OR5AN1	0
OR5BB1P	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D8P	0
OR4D11	0
OR4D9	0
OR4D7P	0
AP000442.4	0
MIR3162	0
AP000442.1	0.656817
AP000640.2	0.145315
RN7SKP192	0
OR10V1	0
OR10Y1P	0
OR10V3P	0
OR10V2P	0
AP000640.10	0.189656
STX3	4.30469
FABP5P7	0.656
GIF	0
TCN1	0.0279895
SRD5A3P1	0
OOSP1	0.0465697
RP11-736I10.1	0
OOSP2	0
MS4A3	0
RP11-736I10.2	0
MS4A2	0
AP001257.1	0
MS4A6A	1.38486
MS4A4E	0.0731028
MIR6503	0
MS4A4A	0.981999
MS4A6E	0
MS4A7	1.8266
MS4A14	0.703269
MS4A5	0
MS4A1	0.0331905
MS4A12	0
MS4A13	0
RP11-448N3.1	0
LINC00301	0
MS4A8	0.0316479
MS4A18	0
MS4A15	0
MS4A10	0
RP11-804A23.1	0
RP11-804A23.2	0
RP11-804A23.4	0
PTGDR2	2.39928
ZP1	0.486976
RP11-881M11.2	0.268448
RP11-881M11.1	0
RP11-881M11.4	0.350793
CD6	0.187369
RNU6-933P	0
RP11-881M11.8	0
CD5	0.0970198
AP000437.3	0.0881415
PGA3	0
PGA4	0
PGA5	0.108107
VWCE	1.32307
CYB561A3	2.97787
RP11-286N22.14	0.611574
TMEM138	4.4585
RP11-286N22.6	0
RP11-286N22.8	0.136387
RN7SL23P	0.162667
RP11-286N22.10	0.624593
MIR4488	0
RP11-286N22.16	0.619803
RP11-794G24.1	0.878143
RP11-855O10.2	0
RPLP0P2	0.147588
RP11-855O10.3	0
DKFZP434K028	0.0606645
MIR6746	0
RNU6-1243P	0
RP11-810P12.7	1.06241
RP11-810P12.1	0.117365
RP11-810P12.6	0
RP11-810P12.5	0.0765716
INCENP	2.74698
EEF1DP8	0
SCGB1D1	0
SCGB2A1	0
RP11-703H8.9	0
SCGB1D2	0.771882
SCGB2A2	0.0186496
SCGB1D4	0
NPM1P35	0
RP11-703H8.7	0.123904
RCC2P6	0.0445002
CTD-2531D15.5	0
SCGB1A1	0.0884047
CTD-2531D15.4	0
RP11-864I4.3	0
RP11-864I4.4	0.0462659
MIR6747	0
RP11-831H9.3	0
METTL12	1.45221
LBHD1	1.28339
LRRN4CL	0.462857
ZBTB3	1.72299
RP11-727F15.11	2.05617
RP11-727F15.12	3.83151
MIR6748	0
MIR6514	0
RP11-727F15.13	1.25359
RNU6-118P	0
RP11-727F15.9	0.233293
RP11-727F15.14	0.102581
SNORD22	2.22123
SNORD30	0
SNORD22	0.959613
SNORD28	0
SNORD27	0
SNORD26	0
AP000438.2	0.208866
RN7SL259P	0
SLC22A6	2.72697
SLC22A8	0.0339012
RP11-959F10.4	0
RP11-959F10.5	0
SLC22A24	0.0190141
RPL29P22	0
SLC22A10	0.128879
SLC22A25	0.18101
RP11-959F10.6	0.0659766
CCND2P1	0
AP000438.4	0
SLC22A9	0.154913
HRASLS5	2.59935
CMB9-14B22.1	0
LGALS12	0.0486668
HRASLS2	0.265928
RP11-697H9.3	0
IMMP1LP1	0
RP11-697H9.2	0
RP11-697H9.5	0
RN7SL596P	0
RP11-466C23.5	2.26482
RNU6-1306P	0
RNU6-45P	0.199979
RP11-21A7A.2	0.519608
RP11-21A7A.4	1.35079
RP11-21A7A.3	0
FERMT3	4.61364
RP11-783K16.14	1.68939
RP11-783K16.5	0.666265
RP11-783K16.13	0.427095
Y_RNA	0
TEX40	4.33844
AP003774.1	0.221959
CCDC88B	3.90657
MIR7155	0
MIR1237	0
AP003774.6	0.100626
AP003774.5	0
AP003774.4	0.781457
AP005273.1	0
AP006288.1	0
SLC22A11	0.0135199
SLC22A12	0.0078104
AP001092.4	0.443885
AP001462.6	1.33329
CDC42BPG	0.186364
AP001187.11	0
MIR194-2HG	0.0309655
MIR6750	0
MIR6749	0
GPHA2	0.389704
MAJIN	0.220093
BATF2	1.51505
MIR6879	0
AP000436.4	0.0579267
NAALADL1	0.573499
CDCA5	0.545346
TMEM262	0.0493703
AP003068.9	0
RP11-399J13.2	0.238181
MIR6751	0
HIGD1AP10	0
RNU2-23P	0
PDCL2P2	0
SPDYC	0.0536775
PGAM1P8	0.765736
AP003068.23	1.04473
SLC22A20	0.224628
POLA2	2.64164
CDC42EP2	4.1379
TIGD3	1.79487
RP11-867O8.5	0
SLC25A45	2.14211
mascRNA-menRNA	0
CMB9-22P13.1	4.1659
CMB9-22P13.2	0.0568038
SNRPGP19	0
RP11-856B14.10	0
SSSCA1-AS1	2.30846
KCNK7	0.763411
MIR4690	0
MIR4489	0
RN7SL309P	0
KRT8P26	1.19045
RP11-770G2.2	0.267997
AP5B1	2.78066
OVOL1	0.13709
OVOL1-AS1	0.560909
CTSW	0.307503
FOSL1	0.497558
TSGA10IP	0.076573
RP11-1167A19.6	0.151401
CST6	0.292848
CATSPER1	0.123259
RP11-1167A19.2	0.706825
RP11-755F10.1	0.919662
RP11-755F10.3	3.536
RP11-867G23.1	0.613161
RP11-867G23.2	0
RP11-867G23.3	0.266687
RP11-867G23.13	0
CD248	2.16739
RP11-867G23.12	0
RP11-867G23.8	1.2864
Metazoa_SRP	0
BRD9P1	0
RNU1-84P	0
RP11-867G23.10	0.699677
NPAS4	0.794968
SNORA43	0
CTD-3074O7.7	0
CTD-3074O7.5	1.59521
ACTN3	0.0718598
CTD-3074O7.2	0.125642
CCDC87	0.324856
RNU4-39P	0.470444
RN7SL12P	0
C1QBPP2	0.192108
FTLP6	0
RNU7-23P	0
MIR3163	0
C11orf86	0
MIR6860	0
RHOD	2.15792
RP11-157K17.5	0.0175642
CTC-1337H24.3	0.237124
RN7SKP239	0.373193
CLCF1	0.605901
CTC-1337H24.4	2.67572
RNU6-1238P	0
TBC1D10C	2.88486
GPR152	0
CABP4	0.295626
MIR6752	0
CABP2	0
RP11-715F10.6	0
