Name	Kidney - Cortex
RP11-272P10.2	0.108353
RP11-272P10.3	0
LINC01235	0.0653236
RP11-536O18.1	0
LINC00583	0
PES1P2	0.0240441
RP11-284P20.3	0
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0
RP11-120J1.1	0.177502
RP11-408A13.2	0
RP11-408A13.3	0.407076
RP11-408A13.4	1.45067
CDCA4P1	0.160258
ZDHHC21	4.00597
CER1	0.277653
FREM1	4.45441
RP11-265B7.1	0.296922
RNU6-1260P	0
LDHAP4	1.58966
CLCN3P1	0.0567902
RP11-54D18.2	0.319199
RP11-54D18.4	0.0402375
RNU6-559P	0
TTC39B	4.45939
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.342976
RNU6-246P	0
CCDC171	0.345211
HMGN2P16	0
RNU6-14P	0
C9orf92	0.111466
BNC2	1.87841
RP11-183I6.2	0
RP11-62F24.1	0.0578449
RP11-62F24.2	1.8048
LSM1P1	0
RP11-132E11.2	0.402252
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
CNTLN	0.961049
SAMM50P1	0
PABPC1P11	0
ADAMTSL1	1.64685
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0.0469625
SAXO1	0.0479441
RP11-296P7.4	0.0263968
HAUS6	1.75519
SCARNA8	0
RNU6-264P	0
Y_RNA	0
RP11-146N23.1	1.3543
DENND4C	4.56378
RP11-146N23.4	0
RP11-513M16.7	1.9073
RP11-513M16.8	3.61817
NDUFA5P3	0
ACER2	1.41497
RP11-363E7.4	4.97256
MAP1LC3BP1	0
SLC24A2	0.0441181
C11orf98P1	0
RP11-471J7.1	0
RP11-378I6.1	0
RP11-378I6.2	0
RP11-378I6.3	0
RP11-15P13.1	0
MLLT3	2.55667
MIR4473	0
RNU4-26P	0
MIR4474	0
RP11-73E6.2	0
FOCAD	4.03752
FOCAD-AS1	0.0646647
MIR491	0
SNORA30	0
HACD4	0.798895
IFNNP1	0
IFNB1	0
IFNWP4	0
RP11-113D19.9	0
IFNW1	0
Y_RNA	0
IFNA21	0
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	0
IFNA5	0
IFNA20P	0.164097
IFNA6	0
IFNA13	0
IFNA2	0
RP11-354P17.15	0
IFNA11P	0
IFNA12P	0
IFNA8	0
IFNWP2	0
IFNA1	0
IFNWP19	0.102391
MIR31HG	0.230583
IFNE	0.185716
MIR31	0
SNORD39	0
RP11-344A7.1	0
KHSRPP1	0
RN7SL151P	0
MTAP	2.17175
TUBB8P1	0.112549
RP11-70L8.4	0.343829
RP11-70L8.5	0.0264469
ERVFRD-3	0.0653011
CDKN2A-AS1	0
CDKN2A	0.0853407
CDKN2B-AS1	0.0218721
RP11-149I2.4	0
CDKN2B	0.362144
UBA52P6	0.0459133
CDKN2B-AS	0
RP11-408N14.1	0
DMRTA1	1.7811
LINC01239	0.385756
RP11-370B11.4	0.0928012
CLIC4P1	0
RP11-370B11.3	0.106584
RP11-495L19.1	0.00773373
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
ELAVL2	0.0819893
RP11-321L2.1	0
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0.0488359
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0.0819803
RP11-56F10.3	0.0999117
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.118826
EQTN	0.120604
MOB3B	3.60522
RP11-298E2.2	0
IFNK	0
C9orf72	3.3491
CTAGE12P	0.022412
RP11-575I8.1	0
RP11-438B23.2	0.0433802
LINGO2	0.23375
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.0691153
C2orf27AP2	0
RBMXP2	0.158764
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
DDX58	4.65333
TOPORS-AS1	3.5739
DFFBP1	0.67694
GVQW1	0.95101
TAF1L	0.00500582
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0
RP11-462B18.1	0
TMEM215	0
Y_RNA	0
RP11-462B18.3	0.023952
RP11-462B18.2	0.2625
BOLA3P4	0
ASS1P12	0.387668
TCEA1P4	0.592093
LAGE3P1	0.842038
RNU4ATAC15P	0
B4GALT1-AS1	1.98735
SPINK4	0
Y_RNA	0
RP11-311H10.4	0
RP11-311H10.7	0
MIR6851	0
SUGT1P1	0.995273
RP11-255A11.2	0
ANKRD18B	0.0124442
RP11-255A11.4	0
SNX18P7	0
CYP4F26P	0
PRSS3P4	0
TRBV20OR9-2	0
ANXA2P2	1.45128
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	0.0564305
PTENP1-AS	0
TRBV26OR9-2	0
RP11-384P7.7	0.0608195
RP11-384P7.5	0
LINC01251	0.102287
PRSS3	0.803034
UBE2R2-AS1	0.144357
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0
RN7SKP114	0
RP11-537H15.3	0.177481
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.157026
KIF24	0.593817
RNU2-50P	0
SERPINH1P1	0.018466
C9orf24	1.58768
Y_RNA	0
DNAI1	0.864682
RN7SKP24	0
ENHO	0.347121
RP11-296L22.8	0
RP11-296L22.7	0
CNTFR	1.74154
CNTFR-AS1	0.0143708
ARID3C	0.0184404
CCL27	0.366383
RP11-195F19.5	1.89215
RP11-195F19.9	2.56447
FAM205A	0.00939218
FAM205BP	0
FAM205C	0.119189
GLULP4	0.0628094
YWHAZP6	0
PHF24	0.151967
DNAJB5-AS1	0.170878
RP11-392A14.9	0.0701696
RP11-392A14.8	0.162317
SYF2P2	0
RP11-182N22.9	0.0452956
C9orf131	0.0474395
RN7SL338P	0
FANCG	4.9254
RP11-182N22.8	0.188217
RP11-182N22.7	0.0130123
RP11-395N21.2	0
ATP8B5P	0.0731568
RPL36AP33	0.071236
FAM166B	1.24201
RPS29P17	0.102327
MIR4667	0
CD72	1.49141
RP11-331F9.3	0.166346
RP11-331F9.4	0.0659811
SIT1	0.313906
RMRP	0
ARHGEF39	0.976436
RN7SL22P	0
CA9	0.232818
MIR6852	0
MIR6853	0
RP11-112J3.16	1.63432
SPAG8	2.47529
FAM221B	0.0585232
LINC00950	0.744638
OR13J1	0.0423587
NDUFA5P4	0
HRCT1	4.76585
SPAAR	2.37102
PGAM1P2	0.0682996
OR2S2	0
YBX1P10	1.29942
OR13C6P	0
OR13C7	0
OR2S1P	0.686581
OR2AM1P	0
RECK	2.53296
Hammerhead_HH9	0
GLIPR2	2.89575
CCIN	0.0204441
RNU4-53P	0
HMGB3P24	0.764657
MELK	0.189415
MIR4475	0
PAX5	0.0189785
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0
RP11-220I1.2	0
ZCCHC7	3.82293
Y_RNA	0
RP11-220I1.4	0.0629409
Y_RNA	0
RNU6-677P	0
LINC01627	0
KCTD9P3	0
RP11-405L18.4	0.101602
RP11-613M10.6	1.20741
FBXO10	3.1928
RAB1C	0.115571
FRMPD1	0.45674
RN7SKP171	0
DCAF10	4.58831
RP11-3J10.7	0.0807952
PAICSP1	0.278034
SLC25A51	4.34356
TMX2P1	2.40332
RNU7-124P	0
U8	0
RP11-113O24.3	0.426453
IGFBPL1	0.0570562
RP11-403F21.4	0.202067
ARMC8P1	0
TCEA1P3	0
GAS2L1P1	0
VN1R48P	0.0766061
RP11-392E22.3	0
FAM220BP	0
FAM95C	4.48466
SNX18P3	0.335454
ANKRD18A	0.810051
FAM201A	1.25031
YWHABP1	0
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	0.706799
RBM17P1	0
RP11-290L7.5	0
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.24004
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.585162
RP11-104G3.2	0.386385
RP11-204M4.3	1.47522
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.060679
RP11-216M21.1	0.441856
C2orf27AP3	0
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0.00591794
RNU6-1269P	0
RP11-146D12.2	0.30095
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.0591125
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	0.117674
MIR1299	0
PGM5P2	0.786998
RP11-87H9.5	1.08517
RP11-58A12.3	0.17995
BX255923.3	0.0144146
FOXD4L6	0
CBWD7	0.872628
MIR4477A	0
5S_rRNA	0
RP11-4L24.4	0.136406
PTGER4P2-CDK2AP2P2	0.0165037
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0.0827152
RP11-187C18.3	0.804618
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0.38843
RP11-157L3.10	0.383313
RP11-34H11.3	0.231408
FAM27E2	0.539657
RP11-157L3.9	0.52362
RP11-157L3.6	0.722689
RP11-157L3.12	0.025163
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0
CNTNAP3B	0.50459
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.399572
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0.0654552
MEP1AP4	0
ANKRD20A7P	0.116649
RNU6-599P	0
CR848007.2	0.13947
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.271857
CR848007.5	0
CNN2P4	0.0629813
GXYLT1P5	0.00992382
RP11-459O16.9	0
RP11-459O16.8	0.021203
CH17-469D17.1	0.119929
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.182211
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0.514954
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0.0625366
RP11-449H15.3	0.0543206
RP11-449H15.2	0
RP11-111F5.2	0.138461
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.186821
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.301659
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	0.313112
RNA5SP283	0
RP11-262H14.5	0.0867911
PTGER4P2	0
CDK2AP2P2	0.0477898
RP11-262H14.3	0.0925122
MYO5BP2	0
ADGRF5P1	0.0727362
FGF7P8	0.181007
RP11-262H14.4	1.09978
CNTNAP3P1	0.0279476
RP11-350D23.4	0
BMS1P9	0
RP11-381O7.3	0
AQP7P4	0
AQP7P1	1.46732
RP11-236F9.2	0.0445552
BMS1P10	0.519103
RP11-452D2.1	0
RP11-452D2.2	0
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.00590212
RNA5SP284	0
DUX4L50	0.631558
MIR4477B	0
FRG1JP	0.530064
BX255923.2	0.0491667
U6	0
ANKRD20A4	0.0563988
RNU6-1193P	0
SNX18P9	0.0290331
RP11-250H24.2	0.279798
CYP4F25P	0.104414
CR769776.3	0
CNN2P3	0.0178541
GXYLT1P6	0.0337629
RP11-250H24.7	0
AQP7P2	0.169241
RP11-574E24.3	0
BMS1P11	0
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0
CBWD4P	0.950793
Y_RNA	0
FRG1KP	0
CBWD5	1.36729
FOXD4L4	0.0111768
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0.0200073
RP11-15E1.5	0.0215295
RP11-15E1.4	0
GXYLT1P4	0.0189879
RP11-15E1.6	0
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.0726425
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	0.728227
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.353369
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	1.93555
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0.456893
FAM27B	0.456934
RP11-12A20.7	1.14789
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.0306942
RNU6-368P	0
RP11-561O23.8	0
CBWD3	0.19422
RP11-561O23.9	0
FOXD4L3	0.0113275
RP11-561O23.5	0
RP11-561O23.7	0
PGM5-AS1	0.767659
RP11-88I18.2	0.168028
RP11-88I18.3	0.139857
RP11-274B18.4	1.98586
LINC01506	2.31833
RP11-274B18.3	0.0269642
PIP5K1B	3.13223
RP11-203L2.3	0.116551
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
FXN	3.6094
RP11-265B8.5	0
BANCR	0.119108
FAM189A2	3.80269
APBA1	1.78972
RP11-470P21.2	0
RP11-109D9.4	0.0901005
C9orf135-AS1	0
C9orf135	0.456754
RN7SL570P	0
MAMDC2-AS1	0.227649
MAMDC2	0.560907
RNU2-5P	0
SMC5-AS1	0.871832
RPL24P8	1.61115
RP11-386J22.3	0.0295157
TRPM3	2.85114
RN7SL726P	0.0722431
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
RP11-409O11.3	0
Y_RNA	0
C9orf85	2.39349
HSPB1P1	1.16833
C9orf57	0
BTF3P4	0
RP11-63P12.7	1.01585
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.542451
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.145737
RPS20P24	0
RPS27AP15	0
LINC01474	0.463411
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0
RORB	0.118274
TRPM6	0.868485
RN7SKP47	0
RPSAP75	0
RNU6-445P	0
RP11-197P3.1	0
C9orf40	2.59868
C9orf41-AS1	0.0442836
CARNMT1	4.79153
RP11-197P3.5	0.119632
uc_338	0
Y_RNA	0
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
PCSK5	1.40131
RBM22P5	0
RPSAP9	2.05671
GCNT1	0.512357
RP11-66C24.1	0
RP11-214N16.2	0
PRUNE2	3.22352
PCA3	0.0926463
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0
FOXB2	0
ATP5J2P3	0
RFC5P1	0
VPS13A-AS1	0
VPS13A	3.97928
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0
RN7SKP59	0
RP11-336N8.2	0.0452129
RP11-336N8.3	0
RP11-336N8.4	0
CEP78	1.45986
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.316168
RP11-375O18.2	0
TLE4	2.77285
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0.142546
LINC01507	2.83493
NPAP1P4	0.012551
MTCO1P51	0
MTND2P9	0.04044
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.0150446
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0.0189514
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0
SPATA31D1	0
SPATA31B1P	0
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RASEF	2.01232
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0.288535
RNU4-29P	0.528217
RP11-439K3.3	0.770129
RNU4-15P	0
RP11-522I20.3	2.93666
GKAP1	3.25837
RP11-575L7.2	0
KIF27	0.916479
RP11-575L7.4	0.0314512
C9orf64	4.94755
RMI1	1.65864
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
SLC28A3	0.0365861
RP11-380F14.2	0
RP11-361M4.1	0
NTRK2	1.52694
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.0333019
RP11-202I11.2	0
RP11-213G2.2	0.0501996
PHBP7	0.0337045
RP11-213G2.5	0.0811361
RP11-379P1.4	0
C9orf153	0.0491158
RP11-507D14.4	0
RN7SKP264	0
ZCCHC6	3.43462
RP11-229M1.2	0
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	0.140946
RP11-276H19.2	2.68239
CDC20P1	0.478748
RP11-276H19.4	0
C9orf170	0.0643972
SNORA26	0
RP11-497K15.1	0
RP11-40C6.2	0.911278
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	2.53214
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0.42656
XXyac-YM21GA2.3	0.46427
XXyac-YM21GA2.7	1.52644
XXyac-YM21GA2.4	0.355552
SPATA31E1	0.00683234
SPATA31C1	0
RP11-350E12.5	0.050106
RP11-350E12.6	0
RNU6-86P	0
RPS10P3	0.262357
RP11-350E12.4	0.517537
SPATA31C2	0.00865216
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0.0196391
RP11-317B17.4	0.223233
HNRNPA1P14	0.254644
RP11-317B17.3	0
NXNL2	1.97381
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	1.20226
SHC3	0.84196
RP11-82L18.2	2.80364
MIR3153	0
PA2G4P6	0.0659872
RP13-93L13.1	0.159549
UNQ6494	0.0262057
RP5-1050E16.2	0
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0
LINC01508	0.921967
LINC01501	0
DIRAS2	0.456789
OR7E109P	0
OR7E108P	0
RP11-367F23.1	0.538799
RP11-367F23.2	0.0252588
RP11-305L7.1	1.92232
LINC00484	0.167015
RP11-305L7.3	0.216536
LINC00484	0.0503282
RP11-305L7.5	0.0564412
RP11-305L7.7	0.423543
RP11-440G5.2	0.230828
ROR2	0.877391
PAICSP2	0
MIR3910-1	0
RP11-118F2.2	0
HSPE1P22	0
RP11-100G15.12	0
MTATP6P29	0
MTCO3P29	0.0998632
MTND3P23	0
MTND4LP7	0
MTND4P15	0.064414
RP11-100G15.7	0.258864
LINC00475	0.136441
RP11-100G15.10	0
BEND3P2	0
RP11-62C3.10	0
RP11-62C3.6	0
MIR3651	0
SNORA84	0
CENPP	0.590455
RP11-62C3.8	0
OGN	1.051
OMD	0.761195
ASPN	2.93158
ECM2	3.15863
MIR4670	0
RP11-19J3.5	0
IPPK	3.11256
RP11-476B13.2	0
ANKRD19P	0.322029
RNU6-714P	0
RP11-526D8.11	0.571456
ZNF484	1.28817
RP11-526D8.7	0
SNX18P2	0
ALOX15P2	0
FGD3	3.75915
RP11-274J16.5	0
RP11-370F5.4	0.185155
WNK2	0.41009
C9orf129	0
RNU6-829P	0
Y_RNA	0
RP11-165J3.5	0
RP11-165J3.6	0.628693
MIR548AU	0
MIR4291	0
RP11-53B5.1	0
BARX1	0.0146423
BARX1-AS1	0
PTPDC1	2.83122
CYCSP24	0.404115
RP11-2B6.3	1.53442
MIRLET7A1	0
MIRLET7F1	0
RP11-2B6.2	0.0637651
MIRLET7D	0
MIRLET7DHG	0
ZNF169	1.48326
VDAC1P11	0
NUTM2F	0.0431144
RP11-307E17.8	0.0991933
RP11-307E17.9	0
RP11-307E17.11	0.388211
YRDCP1	0
RP11-533K9.3	0
RNU6-669P	0
FBP2	0.145428
MIR2278	0
RP11-49O14.3	0
RP11-49O14.2	0.207546
RP11-54O15.3	0.0562876
MIR6081	0
MIR23B	0
MIR27B	0
FANCC	2.96685
RP11-80I15.4	0.135022
RP11-80I15.1	0.725701
RNA5SP288	0
RP11-173G21.1	0.011094
RP11-435O5.7	0.775642
MT1P1	0.146366
PTCH1	1.57251
RP11-435O5.6	0
RP11-435O5.5	0.297321
RP11-435O5.4	1.48128
RP11-332M4.1	0
RP11-180I4.2	0
RP11-180I4.1	0
LINC00476	1.02282
RP11-180I4.4	0.108086
RNU2-46P	0
ERCC6L2	1.62199
RNA5SP289	0
RP11-72B4.2	0
LINC00092	0.486331
RP11-569G13.2	0.118547
Y_RNA	0
RP11-569G13.3	0
EIF4BP3	0.695332
HSD17B3	2.54643
RP11-240L7.4	0.0827074
RNU6-1160P	0
ZNF367	1.05477
RP11-172F4.2	0.0984541
AAED1	4.17977
RP11-535M15.1	1.54146
RP11-535M15.2	0.472882
ZNF510	2.57191
ZNF782	1.55637
MFSD14C	2.9723
RP11-330M2.4	0.318346
RP11-330M2.3	0
NUTM2G	0.0845147
YRDCP2	0
CTSV	2.03234
TCEA1P1	0
GAS2L1P2	0.533428
VN1R51P	1.08887
FAM220CP	0.724151
RP11-520B13.8	0.0708093
ANKRD18CP	0.135346
RNU6-798P	0
RP11-498P14.3	0.293675
ZNF322P1	0
RP11-498P14.4	0
RP11-498P14.5	1.23133
RP11-23J9.6	1.44867
RP11-23J9.7	1.14904
CCDC180	2.33154
MIR1302-8	0
RP11-23J9.3	0
RP11-244N9.6	0
TSTD2	3.92707
RP11-244N9.4	0.273888
KRT18P13	0
RP11-546O6.4	0
PTCSC2	0
FOXE1	0.0450942
TRMO	3.37008
Y_RNA	0
HEMGN	0.0726374
RP11-535C21.3	0.0454661
RNU6-918P	0
Metazoa_SRP	0
CORO2A	0.917873
TBC1D2	4.37925
MIR6854	0
RP11-270F18.2	0
GABBR2	0.016058
SEPT7P7	0
GALNT12	2.02601
RP11-92C4.3	0.022414
RP11-92C4.4	0
RP11-92C4.6	0.261475
RNA5SP290	0
RP11-96L7.2	0
RN7SL794P	0
RN7SKP225	0
KRT8P11	0.141315
NAMA	0.0950383
AL137067.2	0
AL137067.1	0
RP11-547C13.1	0
RP11-554F20.1	0.0665312
NR4A3	1.68036
STX17-AS1	1.26653
STX17	4.48663
RP11-60I3.4	0
UPF3AP3	0.361214
INVS	3.83852
RN7SL75P	0.249239
RPS2P35	0
RP11-29B11.5	0
NANOGP5	0
TEX10	3.90776
MSANTD3	4.86854
TMEFF1	0.592966
MURC	0.202675
RN7SKP87	0
ACTG1P19	0
RP11-62L10.1	0
GAPDHP26	0
PLPPR1	3.66046
RP11-70K10.2	0
SNORA31	0
BAATP1	0
TRMT112P4	0
RP11-35N6.6	0
BAAT	0.0584662
FYTTD1P1	0
RP11-490D19.11	0
TMEM246-AS1	2.60203
TMEM246	3.35521
RP11-490D19.8	0.216621
GRIN3A	0.128368
PPP3R2	0.00517113
MTND3P4	0
ARL2BPP7	0
RNU6-329P	0
RP11-342F21.1	0
LINC00587	0
ZYG11AP1	0
RP11-338N12.1	0
CYLC2	0
RP11-341A22.1	0
LINC01492	0
RP11-436F21.1	0
RNA5SP291	0
SMC2-AS1	0.0597822
SMC2	1.80488
TOPORSLP1	0
RP11-217O12.1	0
OR13F1	0
RP11-317C20.9	0
OR13C4	0
OR13C3	0
OR13C8	0
OR13D2P	0
OR13C5	0
OR13C2	0
OR13C9	0
OR13I1P	0
OR13C1P	0
OR13D1	0
OR13D3P	0
NIPSNAP3B	2.79263
ABCA1	2.21617
RP11-217B7.2	0.0581545
RP11-217B7.3	0
RN7SKP191	0
FSD1L	1.08314
RALGAPA1P1	0.116972
RP11-235C23.5	0.0512704
FKTN	3.01181
RP11-235C23.6	0.0498372
TAL2	0.351585
TMEM38B	4.29823
RP11-18B3.3	0
RP11-18B3.2	0
SLC25A6P5	0
LINC01505	0.00946231
RP11-6F6.1	0
RP11-540H22.2	0
MIR8081	0
RP11-308N19.3	0
RN7SKP77	0
RP11-308N19.5	0
RNA5SP292	0
ZNF462	2.08971
RP11-508N12.2	0
RP11-508N12.3	0
RP11-196I18.2	0
RP11-196I18.3	0.0375734
RP11-196I18.4	0
RP11-417L14.1	0
LINC01509	0
HMGN2P32	0
RNU6-492P	0
RP11-438P9.1	0
RP11-438P9.2	0
RNU6-996P	0
RNU6-1064P	0
RN7SL659P	0
RPL36AP6	0
RP11-380I20.2	0
RNA5SP293	0
RPS15AP27	0
RP11-240E2.2	0
CHCHD4P2	0
RP11-505C13.1	0
RP11-220D10.1	0
RP11-339N8.1	0
RPL36AP35	0
RP11-3J11.1	0
ACTL7B	0.0139563
ACTL7A	0.0234791
Y_RNA	0
MIR32	0
FRRS1L	0.0190096
EPB41L4B	1.95225
RNU6-984P	0
MTND2P11	0
Y_RNA	0
MIR3927	0
YBX1P6	0.0388191
PALM2	0.155363
RP11-406O23.2	0
RP11-151F5.2	0.0825997
C9orf152	0.129563
TXNDC8	0
SVEP1	2.65587
RNU6-1039P	0
RP11-410K21.2	0
MUSK	0.0225847
RP13-461N9.2	0
RNU6-432P	0
Y_RNA	0
RNY4P18	0
