Name	Minor Salivary Gland
CTD-3064M3.4	0.164096
MROH5	0.0176171
CTD-3064M3.7	1.05626
SNORD5	0
HNRNPA1P38	0
AC138647.1	0
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0
MIR4472-1	0
LINC00051	0
RN7SL260P	0
RP13-467H17.1	0.0895117
ADGRB1	1.31511
MROH4P	0
ARC	0.458672
AP006547.3	0
AC145123.2	0
LY6K	0.960907
CTD-2292P10.4	0.0812045
SLURP1	0.45446
LYPD2	0.301194
RP11-706C16.7	0.207428
LYNX1	1.02334
LY6D	1.96641
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.179242
CYP11B2	0
RP11-273G15.2	0.339844
CDC42P3	0.107311
C8orf31	0.581623
AK3P2	0.0800026
RP11-520P18.1	0
LY6L	0
LY6H	0.145074
ZFP41	3.72995
ZNF696	3.54851
RP13-582O9.7	0.90112
RNU6-220P	0
RHPN1-AS1	0.964756
RP11-909N17.2	0.213148
MAFA-AS1	0.33764
MAFA	0.104552
RP11-661A12.5	0.789359
RP11-661A12.4	0
TIGD5	4.22193
RP11-661A12.12	0.51044
RP11-429J17.2	1.23609
CCDC166	0.01837
RP11-429J17.4	0
MAPK15	4.09756
RP11-429J17.5	0.550962
MIR4664	0
RP11-429J17.7	0.24737
MIR937	0
RP11-299M14.2	0.35808
MIR6845	0
EPPK1	1.10851
MIR661	0
SPATC1	0.2453
SMPD5	0.225373
MIR6846	0
CTD-3065J16.9	2.22953
WDR97	1.15989
TSSK5P	0.25971
MIR7112	0
SCX	3.65184
MIR6848	0
SCRT1	0.0483532
TMEM249	0.521168
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	0.690562
TONSL	3.38365
MIR6893	0
TONSL-AS1	0.694021
FOXH1	0.312462
RECQL4	4.79719
CTD-2517M22.17	0
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	1.64206
AF186192.5	0.892964
AF186192.6	0.345526
RN7SL395P	0.120375
MIR6850	0
ZNF250	3.85977
RP5-1047A19.4	0
ZNF252P-AS1	0.697501
AC139103.1	0.0715134
DDX11L5	0
XXyac-YRM2039.3	0.0768672
FAM138C	0
PGM5P3-AS1	0.09146
RP11-143M1.3	0
LINC01388	0
FOXD4	0.170243
CBWD1	2.42663
C9orf66	0.224724
DOCK8	3.56377
RP11-59O6.3	0
RP11-165F24.3	0.33885
RPL12P25	0.928993
RP11-165F24.5	0.547471
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0.0404235
DMRT1	0
DMRT3	0.491301
RNU6-1073P	0
RP11-147I11.1	0
LINC01230	0.26922
DMRT2	1.15371
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	0.454486
RP11-91N2.3	0
KCNV2	0.135272
GPS2P1	0.773631
ATP5HP2	0.188316
CARM1P1	0.327475
LINC01231	0.0395693
RFX3	2.95407
RP11-62E14.2	0
RFX3-AS1	0.889564
RP11-509J21.2	0
RP11-509J21.4	0.151204
GLIS3	3.17292
RP11-252M18.3	0
GLIS3-AS1	0.350646
RP11-70J12.1	0
RP11-358M14.2	0.0728134
RNU6-694P	0
SLC1A1	4.16799
SPATA6L	1.10046
RP11-6J24.3	0.101531
CDC37L1-AS1	1.7694
ECM1P1	0
RP11-307I14.2	0
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0
CSNK1G2P1	0.0475391
PDSS1P1	0.122576
MTND6P5	0
MTND1P11	0
MTCO1P11	0.043866
MTCO2P11	0
MTATP6P11	0
MTCO3P11	0.0514878
MTND4P14	0.0265168
MTND5P14	0.0386325
TCF3P1	0.04867
IGHEP2	0.0728775
INSL6	0.0265446
RP11-140C18.2	0
INSL4	0
RLN2	0.210554
HMGN2P31	0
RLN1	0.0753875
RP11-12D24.10	0.112673
RP11-12D24.6	0.174017
RNF152P1	0
CD274	1.66239
PDCD1LG2	1.8147
RP11-574F11.3	0.0536553
RP11-207C16.4	0.677011
AK4P4	0.139748
MLANA	0.445578
MIR4665	0
RP11-218I7.2	0
GTF3AP1	0
RP11-279E1.1	0
RP11-307L3.2	0.198497
TPD52L3	0
RP11-307L3.4	0
GLDC	0.438267
RN7SL25P	0
RP11-472F14.4	0
RPL23AP57	0.0791427
RP11-390F4.6	0.133595
RN7SL123P	0
RPS3AP54	0
RNF2P1	0.0398096
RP11-390F4.2	0
RP11-390F4.10	0
RP11-390F4.3	0.769077
PRELID3BP11	0
SNRPEP2	0.744356
ACTG1P14	0.34859
RP11-403H13.1	0.0641584
RPL4P5	1.07632
PPIAP33	0
RP11-77E14.2	0.544621
RP11-29B9.1	0
RP11-29B9.2	0
PTPRD	0.618594
RP11-134K1.3	0
RP11-134K1.2	0.0916714
RNU7-185P	0
PTPRD-AS1	0.0879117
RP11-75C9.2	0
RPS26P3	0.115089
RN7SL5P	0.121935
RP11-527D15.1	0
RP11-87N24.1	0
PTPRD-AS2	0
RP11-87N24.3	0
RP11-421B23.2	0
IMP3P1	0
RP11-109M17.2	0
AKAP8P1	0
RP11-23D5.1	0
RP11-32D4.1	0
RP11-74C3.1	0
JKAMPP1	0
RNU2-47P	0
TYRP1	0.145356
LURAP1L-AS1	0.142379
RN7SL849P	0
Y_RNA	0
PRDX1P1	1.1008
RP11-382H24.2	0
RP11-272P10.2	0.188666
RP11-272P10.3	0
LINC01235	4.05189
RP11-536O18.1	2.59395
LINC00583	0
PES1P2	0
RP11-284P20.3	0
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0.227237
RP11-120J1.1	3.99989
RP11-408A13.2	0
RP11-408A13.3	0.484971
RP11-408A13.4	2.6104
CDCA4P1	0.961704
CER1	0
FREM1	0.778211
RP11-265B7.1	0
RNU6-1260P	0
LDHAP4	3.26146
CLCN3P1	0.0532143
RP11-54D18.2	0.316721
RP11-54D18.4	0.0344268
RNU6-559P	0
TTC39B	4.59968
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.327834
RNU6-246P	0
CCDC171	0.505086
HMGN2P16	0
RNU6-14P	0
C9orf92	0
BNC2	1.33611
RP11-183I6.2	0
RP11-62F24.1	0
RP11-62F24.2	0.369538
LSM1P1	0
RP11-132E11.2	0
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
CNTLN	1.4965
SAMM50P1	0
SH3GL2	0.120686
PABPC1P11	0
ADAMTSL1	1.02692
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0
SAXO1	0.0836625
RP11-296P7.4	0.130877
HAUS6	4.65282
SCARNA8	0.601935
RNU6-264P	0
Y_RNA	0
RP11-146N23.1	2.07655
RP11-146N23.4	0
RP11-513M16.7	4.31173
NDUFA5P3	0
ACER2	2.44126
RP11-363E7.4	4.63341
MAP1LC3BP1	0
SLC24A2	0.017937
C11orf98P1	0
RP11-471J7.1	0
RP11-378I6.1	0
RP11-378I6.2	0
RP11-378I6.3	0
RP11-15P13.1	0
MIR4473	0
RNU4-26P	0
MIR4474	0
RP11-73E6.2	0
FOCAD-AS1	0.0943724
MIR491	0
SNORA30	0
HACD4	1.73489
IFNNP1	0
IFNB1	0
IFNWP4	0
RP11-113D19.9	0
IFNW1	0
Y_RNA	0
IFNA21	0
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	0
IFNA5	0
IFNA20P	0.511375
IFNA6	0
IFNA13	0
IFNA2	0
RP11-354P17.15	0
IFNA11P	0
IFNA12P	0
IFNA8	0
IFNWP2	0
IFNA1	0
IFNWP19	0.140859
MIR31HG	0.313966
IFNE	0.183214
MIR31	0
SNORD39	0
RP11-344A7.1	0
KHSRPP1	0
RN7SL151P	0
TUBB8P1	0.470218
RP11-70L8.4	1.539
RP11-70L8.5	0.166981
ERVFRD-3	0.531409
CDKN2A-AS1	0
CDKN2A	0.595078
CDKN2B-AS1	0.123576
RP11-149I2.4	0
UBA52P6	0.163289
CDKN2B-AS	0
RP11-408N14.1	0
DMRTA1	3.29027
LINC01239	2.02568
RP11-370B11.4	0
CLIC4P1	0.069295
RP11-370B11.3	0.921223
RP11-495L19.1	0.1931
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
ELAVL2	0.0990144
RP11-321L2.1	0
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0.0403365
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
RP11-337A23.5	0.132038
RN7SL100P	0
IFT74-AS1	0
LRRC19	0.0329311
RP11-56F10.3	0.124339
TEK	4.64522
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.0546871
EQTN	0.0826211
RP11-298E2.2	0
IFNK	0
CTAGE12P	0.0193364
RP11-575I8.1	0
RP11-438B23.2	0
LINGO2	0.0179242
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.112988
C2orf27AP2	0
RBMXP2	0.304488
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0.0518707
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
TOPORS-AS1	3.67219
DFFBP1	1.01213
GVQW1	1.30683
TAF1L	0.0144484
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0
RP11-462B18.1	0
TMEM215	0.02715
Y_RNA	0
RP11-462B18.3	0.0287495
RP11-462B18.2	0.190562
BOLA3P4	0
ASS1P12	0.792046
TCEA1P4	1.4043
LAGE3P1	0.683345
RNU4ATAC15P	0
B4GALT1-AS1	2.5712
SPINK4	0
Y_RNA	0
AQP7	3.00356
RP11-311H10.4	0
RP11-311H10.7	0.17701
MIR6851	0
SUGT1P1	0.785672
RP11-255A11.2	0
ANKRD18B	0.0205566
RP11-255A11.4	0
SNX18P7	0
CYP4F26P	0.0287526
PRSS3P4	0
TRBV20OR9-2	0
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	0.128539
PTENP1-AS	0.095928
TRBV26OR9-2	0
RP11-384P7.7	0.174438
RP11-384P7.5	0
LINC01251	0
PRSS3	0.304767
UBE2R2-AS1	0.165255
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0.101226
RN7SKP114	0
RP11-537H15.3	0.70947
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.252831
KIF24	0.499586
RNU2-50P	0
SERPINH1P1	0.0277951
KIAA1161	4.64318
C9orf24	0.688922
Y_RNA	0
DNAI1	0.0590437
RN7SKP24	0
ENHO	1.26592
RP11-296L22.8	0
RP11-296L22.7	0
CNTFR-AS1	0.259963
ARID3C	0.0526445
CCL27	0.631952
RP11-195F19.5	2.52546
RP11-195F19.9	4.38252
FAM205A	0.0528268
FAM205BP	0.0110217
FAM205C	0
GLULP4	0.134702
YWHAZP6	0.0319525
PHF24	0.264549
DNAJB5-AS1	0.196894
DNAJB5	4.9973
RP11-392A14.9	0.226569
RP11-392A14.8	0.184155
SYF2P2	0.0768212
RP11-182N22.9	0.273342
C9orf131	0.202087
RN7SL338P	0
RP11-182N22.8	0.107434
RP11-182N22.7	0.0156244
RP11-395N21.2	0.0168026
ATP8B5P	0.108493
RPL36AP33	0.194199
FAM166B	1.24392
RPS29P17	0
MIR4667	0
CD72	1.76166
RP11-331F9.3	0.34576
RP11-331F9.4	0.0867837
SIT1	1.07512
RMRP	0
ARHGEF39	1.59616
RN7SL22P	0
CA9	0.173858
MIR6852	0
MIR6853	0
RP11-112J3.16	1.94141
SPAG8	1.95915
FAM221B	0.962803
LINC00950	2.29208
OR13J1	0.149499
NDUFA5P4	0
SPAAR	0.776995
PGAM1P2	0
OR2S2	0
YBX1P10	2.40014
OR13C6P	0
OR13C7	0
OR2S1P	0.190819
OR2AM1P	0
Hammerhead_HH9	0
CCIN	0.0777078
RNU4-53P	0.364417
HMGB3P24	1.08392
MELK	0.805311
MIR4475	0
PAX5	0.0378979
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0
RP11-220I1.2	0
Y_RNA	0.492945
RP11-220I1.4	0.122512
Y_RNA	0
RNU6-677P	0
LINC01627	0
KCTD9P3	0
RP11-405L18.4	0.310428
RP11-613M10.6	2.27205
RAB1C	0.336572
FRMPD1	0.566949
RN7SKP171	0
RP11-3J10.7	0.255652
PAICSP1	0.597745
RNU7-124P	0
U8	0
RP11-113O24.3	0
IGFBPL1	0.0642325
RP11-403F21.4	0.0879721
ARMC8P1	0
TCEA1P3	0
GAS2L1P1	0
VN1R48P	0
RP11-392E22.3	0
FAM220BP	0
FAM95C	3.32395
SNX18P3	0.537521
ANKRD18A	0.642791
FAM201A	1.05785
YWHABP1	0
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	2.02283
RBM17P1	0
RP11-290L7.5	0.0503635
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.470336
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.693282
RP11-104G3.2	0.649126
RP11-204M4.3	1.09098
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.207085
RP11-216M21.1	2.48986
C2orf27AP3	0.0714867
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0.0233651
RNU6-1269P	0
RP11-146D12.2	0.793971
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.13441
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0.0965617
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0.00339127
BMS1P14	0
CH17-80A12.1	0.0703817
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	0
MIR1299	0
PGM5P2	1.24118
RP11-87H9.5	2.22521
RP11-58A12.3	0.0529718
BX255923.3	0.00710235
FOXD4L6	0
CBWD7	1.27787
MIR4477A	0
5S_rRNA	0
RP11-4L24.4	0.475605
PTGER4P2-CDK2AP2P2	0.0458071
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0.106829
RP11-187C18.3	2.53967
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0
RP11-157L3.10	0.163364
RP11-34H11.3	0
FAM27E2	0
RP11-157L3.9	0
RP11-157L3.6	0
RP11-157L3.12	0
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0
CNTNAP3B	1.02525
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.388559
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0
MEP1AP4	0
ANKRD20A7P	0.0436337
RNU6-599P	0
CR848007.2	0.0410082
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.128555
CR848007.5	0
CNN2P4	0.0979341
GXYLT1P5	0
RP11-459O16.9	0
RP11-459O16.8	0.0294623
CH17-469D17.1	0.523495
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0.156151
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.303877
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0.0586995
RP11-449H15.3	0.0387058
RP11-449H15.2	0
RP11-111F5.2	0.562923
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.185198
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.289051
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	1.23324
RNA5SP283	0.352026
RP11-262H14.5	0.903355
PTGER4P2	0
CDK2AP2P2	0.227888
RP11-262H14.3	0.0817935
MYO5BP2	0
ADGRF5P1	0.104272
FGF7P8	0.241293
RP11-262H14.4	1.34508
CNTNAP3P1	0.0335482
RP11-350D23.4	0
BMS1P9	0
RP11-381O7.3	0.0147864
AQP7P4	0
AQP7P1	0.84128
RP11-236F9.2	0.123312
BMS1P10	2.3159
RP11-452D2.1	0
RP11-452D2.2	0.0643157
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.0453619
RNA5SP284	0
DUX4L50	4.17449
MIR4477B	0
FRG1JP	0.996792
BX255923.2	0.108244
U6	0
ANKRD20A4	0.147072
RNU6-1193P	0
SNX18P9	0.098819
RP11-250H24.2	0.510542
CYP4F25P	0.109942
CR769776.3	0
CNN2P3	0
GXYLT1P6	0.0465865
RP11-250H24.7	0
AQP7P2	0.395174
RP11-574E24.3	0
BMS1P11	0.0384467
RP11-250H24.6	0
IGKV1OR-2	0.0589376
BNIP3P4	0
RP11-460N11.2	0.049685
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0.0352894
CBWD4P	1.23545
Y_RNA	0
FRG1KP	0
CBWD5	1.90775
FOXD4L4	0.086478
IGKV1OR-3	0.130309
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0
RP11-15E1.5	0.0527298
RP11-15E1.4	0
GXYLT1P4	0.067059
RP11-15E1.6	0
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0.0101678
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.252593
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	1.47645
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.656035
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	0.632845
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0.242725
FAM27B	0
RP11-12A20.7	0.394225
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.085693
RNU6-368P	0
RP11-561O23.8	0
CBWD3	0.490142
RP11-561O23.9	0
FOXD4L3	0
RP11-561O23.5	0
RP11-561O23.7	0
PGM5-AS1	0.825357
RP11-88I18.2	0.298624
RP11-88I18.3	0.17584
TMEM252	0.261126
RP11-274B18.4	0
LINC01506	0.115302
RP11-274B18.3	0
RP11-203L2.3	0.327493
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
FXN	4.16354
RP11-265B8.5	0
BANCR	0
APBA1	2.99216
RP11-470P21.2	0
RP11-109D9.4	0.139715
C9orf135-AS1	0
C9orf135	0
RN7SL570P	0
MAMDC2-AS1	0.320915
RNU2-5P	0
SMC5-AS1	1.43522
RPL24P8	3.78168
RP11-386J22.3	0.232703
TRPM3	0.0583697
RN7SL726P	0
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
RP11-409O11.3	0
Y_RNA	0
C9orf85	4.14872
HSPB1P1	1.50874
C9orf57	0
BTF3P4	0
GDA	0.0221185
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.452826
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.0805284
RPS20P24	0
RPS27AP15	0
LINC01474	0.215765
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0
RORB	0.124365
TRPM6	0.403833
RN7SKP47	0
RPSAP75	0.0752397
RNU6-445P	0
RP11-197P3.1	0
C9orf40	3.56442
C9orf41-AS1	0.26068
RP11-197P3.5	0.195813
uc_338	0
Y_RNA	0
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
PCSK5	2.365
RBM22P5	0
RPSAP9	1.43844
GCNT1	4.7978
RP11-66C24.1	0
RP11-214N16.2	0
PRUNE2	2.59879
PCA3	0
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0
FOXB2	0
ATP5J2P3	0
RFC5P1	0
VPS13A-AS1	0
GNA14	2.92115
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0
RN7SKP59	0
RP11-336N8.2	0
RP11-336N8.3	0
RP11-336N8.4	0
CEP78	2.68424
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.379407
RP11-375O18.2	0.0120506
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0
LINC01507	0
NPAP1P4	0
MTCO1P51	0
MTND2P9	0
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.101612
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0
SPATA31D1	0
SPATA31B1P	0
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0.166891
FRMD3	1.98288
RNU4-29P	0.19165
RP11-439K3.3	0.289033
RNU4-15P	0
IDNK	4.31995
RP11-522I20.3	2.24064
GKAP1	4.15663
RP11-575L7.2	0.0701296
KIF27	3.00505
RP11-575L7.4	0.176882
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
RP11-380F14.2	0.434832
RP11-361M4.1	0
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.0349622
RP11-202I11.2	0
RP11-213G2.2	0.133687
PHBP7	0
RP11-213G2.5	0.172002
RP11-379P1.4	0
C9orf153	0.0573082
RP11-507D14.4	0
RN7SKP264	0
RP11-229M1.2	0
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	0.565531
RP11-276H19.2	0.481947
CDC20P1	0.950047
RP11-276H19.4	0
C9orf170	0.0859904
SNORA26	0
RP11-497K15.1	0
RP11-40C6.2	1.4837
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	0
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0
XXyac-YM21GA2.3	0
XXyac-YM21GA2.7	0
XXyac-YM21GA2.4	0
SPATA31E1	0
SPATA31C1	0
RP11-350E12.5	0.271485
RP11-350E12.6	0
RNU6-86P	0
RPS10P3	0.511332
RP11-350E12.4	0.293978
SPATA31C2	0
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0.0404118
RP11-317B17.4	0.574946
HNRNPA1P14	0.561472
RP11-317B17.3	0
NXNL2	0.240143
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	0.283006
S1PR3	2.8881
SHC3	2.3612
MIR3153	0
PA2G4P6	0.0965378
RP13-93L13.1	0.172405
UNQ6494	0.102129
RP5-1050E16.2	0
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0
LINC01508	0.135074
LINC01501	0
DIRAS2	0.452844
OR7E109P	0
OR7E108P	0
RP11-367F23.1	0.134359
RP11-367F23.2	0.0784666
RP11-305L7.1	1.35598
LINC00484	0.276286
RP11-305L7.3	0.338783
LINC00484	0.110113
RP11-305L7.5	0.112847
RP11-305L7.7	0.599549
RP11-440G5.2	0.147321
ROR2	2.04819
PAICSP2	0
MIR3910-1	0
RP11-118F2.2	0
HSPE1P22	0
RP11-100G15.12	0
MTATP6P29	0
MTCO3P29	0.287304
MTND3P23	0.175142
MTND4LP7	0.0991973
MTND4P15	0.230952
RP11-100G15.7	0.0241659
LINC00475	0.198685
RP11-100G15.10	0
BEND3P2	0
RP11-62C3.10	0
RP11-62C3.6	0
MIR3651	0
SNORA84	0
CENPP	1.53585
RP11-62C3.8	0
OGN	0.857279
OMD	2.92059
ASPN	4.17847
ECM2	4.00233
MIR4670	0
RP11-19J3.5	0
RP11-476B13.2	0
ANKRD19P	0.377098
RNU6-714P	0
RP11-526D8.11	1.39408
ZNF484	2.27413
RP11-526D8.7	0
SNX18P2	0
ALOX15P2	0
FGD3	4.7005
SUSD3	3.39069
RP11-274J16.5	0
RP11-370F5.4	0.27409
C9orf129	0.0541402
RNU6-829P	0
Y_RNA	0
RP11-165J3.5	0
RP11-165J3.6	1.19504
MIR548AU	0
MIR4291	0
RP11-53B5.1	0
BARX1	0.609146
BARX1-AS1	0
PTPDC1	4.44205
CYCSP24	0.453404
RP11-2B6.3	1.32358
MIRLET7A1	0
MIRLET7F1	0
RP11-2B6.2	0.195324
MIRLET7D	0
MIRLET7DHG	0
ZNF169	3.03026
VDAC1P11	0.137927
NUTM2F	0
RP11-307E17.8	0.136291
RP11-307E17.9	0
RP11-307E17.11	0.558435
YRDCP1	0
RP11-533K9.3	0
RNU6-669P	0
FBP2	0.167267
MIR2278	0
RP11-49O14.3	0
RP11-49O14.2	0.175886
RP11-54O15.3	0.291916
MIR6081	0
MIR23B	0
MIR27B	0
FANCC	2.93899
RP11-80I15.4	0.459307
RP11-80I15.1	1.60099
RNA5SP288	0
RP11-173G21.1	0
RP11-435O5.7	0.5277
MT1P1	0.30834
PTCH1	4.55227
RP11-435O5.6	0.075679
RP11-435O5.5	0.621934
RP11-435O5.4	1.44567
RP11-332M4.1	0
RP11-180I4.2	0
RP11-180I4.1	0
