Name	Cells - EBV-transformed lymphocytes
EEF1A1P4	1.43867
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0
RP11-405A12.1	0.0665031
RP11-664H17.1	0
CTC-465D4.1	0
RP11-284H19.1	0
PDE3A	0.0277649
UBE2L2	0
RP11-424C20.2	2.59152
SLCO1C1	0
SLCO1B3	0
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
SLCO1A2	0.00820362
IAPP	0
ELOCP31	0.116993
SPX	0.276791
GYS2	0.0747446
RP11-59N23.3	0
RP11-59N23.1	0
KCNJ8	0.0426956
ABCC9	0.0393093
RP11-729I10.2	0
RP11-729I10.3	0
RP11-547L9.1	0
ST8SIA1	0.0217156
RP11-49G2.3	0
RP11-49G2.4	0
RP11-73M14.1	0
RP11-359J14.2	1.63527
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	0
RP11-268P4.4	0.0627421
RP11-268P4.6	0.186367
RP11-114G22.1	0
RPS27P22	0
RP11-449P1.1	0
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	0.170913
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
RP11-625L16.3	0.249215
RP11-662I13.3	0.302655
RP11-662I13.2	3.84615
RP11-662I13.1	0
C12orf77	1.46376
CENPUP2	1.12238
RP11-713N11.4	0.331299
CASC1	0.0951848
RP11-295I5.3	1.33828
RP11-295I5.4	0.142023
RP11-707G18.1	1.49032
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0.104848
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RASSF8-AS1	0.0266595
RASSF8	0.0564774
RP11-283G6.3	0.474283
SSPN	0.691567
RP11-283G6.4	0.175863
RP11-283G6.5	0.191433
RP11-283G6.6	0
RP11-612B6.1	0
RP11-513G19.1	1.43484
RP11-612B6.2	0
RNA5SP354	0
RP11-666F17.1	0.156164
RP11-666F17.2	0.0998454
C12orf71	0.312256
RP11-582E3.5	0
RP11-582E3.2	0.101217
RP11-582E3.4	0.385243
ARNTL2-AS1	0.332996
SMCO2	1.54088
RARSP1	0.0366705
RP11-709A23.1	0
RP11-709A23.2	0
RP11-1060J15.3	0
RP11-1060J15.4	0.0429085
REP15	0.167133
RP11-1060J15.9	0.109163
RP11-1060J15.5	0
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.102732
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	0.0531706
RP11-993B23.3	0
RP11-967K21.1	0.703411
RP11-967K21.2	0
RP11-425D17.1	0.187206
RP11-425D17.2	0.154228
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0.0652012
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0
FAR2	4.66449
RP11-946L16.2	0
RP11-996F15.4	0.557339
RP11-996F15.2	1.03814
RP11-996F15.5	0.638117
RP11-996F15.6	1.1306
OVCH1-AS1	0.018587
OVCH1	0.0085488
TMTC1	0.436655
RP11-310I24.1	0
RPL21P99	0
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0
LINC00941	0
RP11-77I22.4	0
TSPAN11	0.591916
RP11-551L14.4	0.0994433
RP11-551L14.8	0
DDX11-AS1	0.844199
SNORA75	0.47453
RP11-551L14.7	0
OVOS2	0.112644
RP11-627K11.5	0
RP11-627K11.1	2.13837
MREGP1	0
RP11-627K11.6	0.518197
RP11-627K11.3	0.131974
FLJ13224	0.682546
RP11-771K4.1	0
U6	0
RNU6-618P	0
RP11-771K4.3	0.788664
RP11-820K3.3	0.0890053
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.271627
RNU5F-4P	0
RPL31P50	0
AK4P3	0.316706
ETFBKMT	0.717706
STMN1P1	0.667961
RP11-467L13.7	4.52483
RP11-467L13.4	0
RP11-467L13.5	4.20553
H3F3C	0.480126
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0.325169
RP11-428G5.6	0
RP11-428G5.1	0.16651
RPL12P32	0.172187
RP11-428G5.7	0.0583662
RP11-50I19.2	0.658411
RP11-50I19.1	0
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
BICD1	4.85699
RP11-843B15.4	1.31198
RP11-956A19.1	0.0786699
RP11-817I4.1	1.99042
RP11-817I4.2	0.794657
Y_RNA	0
FGD4	0.0833057
RNU6-494P	0
RP11-278C7.2	0
Y_RNA	0
RP11-278C7.4	1.88867
RP11-278C7.1	3.72756
RP11-278C7.3	1.34393
PKP2	0.49899
RP11-8P13.5	0
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0
RP11-438D14.2	0
RP11-438D14.3	0
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.7844
RP11-847H18.3	0.283307
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0
RNA5SP357	0
DUX4L27	0.212281
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
RP11-804F13.2	0
RP11-804F13.1	0
RP11-396F22.1	2.32049
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0
RP11-421H10.2	0
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	3.99117
C12orf40	0
SLC2A13	1.4265
SNORA22	0
RPL30P13	0
RP11-476D10.1	0.145658
AC079630.2	0.338938
AC079630.4	1.84187
AC084290.2	0
MUC19	0.422933
RP11-115F18.1	0
RNU6-713P	0
CNTN1	0.0291464
RP11-367O10.1	0
RP11-385G16.1	0
PDZRN4	0.0158155
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
RP11-76E16.2	0.0301875
MIR7851	0.827423
SNORA74	0
RP11-351C21.2	2.70989
RNU6-249P	0
RP11-328C8.2	0.237967
Y_RNA	0
PRICKLE1	0.607157
RP11-328C8.4	0.149845
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0.247244
RP11-25I15.3	0
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.125827
RP11-210N13.1	0.586849
TMEM117	2.94956
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0.361695
RP11-499A10.3	0
NELL2	0.0661091
Y_RNA	0
DBX2	0
RP11-478B9.1	0
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	3.66806
RP11-139E19.2	0
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0
U6	0
RP11-19E18.2	0.0739324
RN7SL246P	0
KNOP1P2	0.123415
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.102662
RP11-96H19.1	1.42105
RP11-474P2.4	0.868856
RP11-474P2.6	1.10445
RP11-474P2.7	0.236811
RP11-446N19.1	4.06795
OR7A19P	0
MARK3P1	0
SLC38A4	0.0412409
RP11-618L22.1	0.0375048
AMIGO2	0.0847223
RP11-23J18.1	0.199836
MIR4698	0
RP11-493L12.3	0
RP11-493L12.4	0.17104
RP11-493L12.7	0
RP11-493L12.6	0
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RP1-197B17.5	0.749721
RP1-197B17.3	0.524658
ENDOU	0.249327
RP1-197B17.7	0.367892
RP1-197B17.4	0.404405
RAPGEF3	0.587364
SLC48A1	2.9354
CTD-2024F21.1	0.0728503
RP5-1057I20.4	1.3526
RP5-1057I20.5	0.15158
RP5-1057I20.6	0.286662
RP5-1057I20.2	0
RP11-89H19.1	0.17304
RP11-89H19.2	0.0208853
RP1-228P16.9	0
COL2A1	0.0536568
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	1.39858
RP1-228P16.1	2.07115
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	0.749341
RP11-474C8.3	0
PHBP18	0
RP11-474C8.5	0
CCDC184	0.214384
RP11-474C8.7	0
RP11-370I10.12	0.936948
OR10AD1	0.384753
RP11-370I10.2	0
RP11-370I10.10	0
H1FNT	0.0709809
RP11-370I10.4	0
ZNF641	3.99208
RP11-370I10.6	0
OR5BK1P	0.106777
RP11-370I10.11	0.117296
OR5BT1P	0
OR5BJ1P	0
OR8S21P	0
OR8T1P	0
ANP32D	0.134897
C12orf54	0.131848
RP11-722P11.4	0
OR8S1	0.0180569
OR5BS1P	0
LALBA	0
OR11M1P	0
SNORA2C	0
MIR1291	0
SNORA2A	0.809318
SNORA2B	0.397183
LINC00935	0
RP11-579D7.2	0
ADCY6	3.71602
MIR4701	0
RP11-579D7.4	0.109376
RP11-579D7.8	0
Y_RNA	0
CACNB3	1.88888
RND1	3.92041
RNU6-600P	0
RP11-302B13.1	1.34988
CCDC65	0.876184
WNT10B	0.823111
RNU6-940P	0
WNT1	0.127246
DDN	4.40166
RP11-386G11.5	2.80215
RP11-386G11.11	0.877776
DHH	0.0312607
RP11-386G11.8	0
RP11-386G11.10	1.28182
Y_RNA	0
Metazoa_SRP	0
RP11-977B10.2	0.259329
RP11-161H23.5	0
RP11-161H23.9	0.0215262
PRPH	0.0286353
C1QL4	0.054959
DNAJC22	0.059399
RP11-161H23.10	1.87365
RP11-161H23.8	0.136118
KCNH3	0.871866
PRPF40B	4.57375
RP11-133N21.10	0.536414
FAM186B	0.744909
RNU6-834P	0.228232
POLR2KP1	0.522473
RP11-133N21.7	0.991894
HIGD1AP9	0
RP11-133N21.12	0
LSM6P2	0
BCDIN3D-AS1	1.24248
RP11-70F11.7	0
RP11-70F11.2	0
FAIM2	0.0746233
RP11-70F11.11	0
RP11-70F11.8	0.00181696
AQP2	0
RP11-469H8.6	0
AQP5	0.0628682
AQP6	0.0125665
ASIC1	0.379309
GPD1	0.591113
RP4-605O3.4	0.875451
RP3-405J10.3	0.129548
RP3-405J10.2	0
RP3-405J10.4	0
MIR1293	0
RNU6-1093P	0
RP3-405J10.5	0.118115
FAM186A	0.100137
RP11-112N23.1	0.10733
RNU6-769P	0
RNU6-238P	0
Y_RNA	0
RP11-60E8.2	0.159791
RP11-60E8.4	0
RN7SL519P	0
TMPRSS12	0
RP11-60E8.3	0
METTL7A	4.74242
RP11-407N8.6	0
Y_RNA	0
RP11-407N8.4	0
HIGD1C	0
RP11-407N8.5	0
RNU6-87P	0
RNU6-1273P	0
RP11-416A17.1	0
PHBP19	0.512374
Y_RNA	0
RNU6-199P	0
POU6F1	2.85527
RP11-454E5.4	1.27045
SMAGP	0.752939
CELA1	0.0577571
SLC4A8	1.2101
RP11-607P23.1	0
SCN8A	0.0249006
HNRNPA3P10	0.728795
RP11-923I11.4	0
FIGNL2	0.00400099
RP11-923I11.5	0
ANKRD33	0
RP11-1100L3.4	0
ACVRL1	0.150039
ACVR1B	0.723816
RNU6-574P	0
GRASP	1.01613
RP11-1100L3.8	0.855762
OR7E47P	0.476703
RP11-1100L3.7	0
OR7E47P	0
RP1-288H2.2	0.481649
LINC00592	0
KRT80	0.0716017
C12orf80	0
METTL7AP1	0
KRT7	1.96469
KRT7-AS	0.203627
KRT86	0.37152
KRT87P	0.0725438
RP11-845M18.7	0
KRT81	0.0568933
RP11-845M18.6	0
KRT83	0
KRT89P	0
KRT85	0.0401609
KRT84	0
RP3-416H24.4	0
KRT82	0
RP11-1020M18.10	0
KRT90P	0
KRT75	0
KRT6B	0.0947932
KRT6C	0.0519896
KRT6A	0.845434
KRT5	1.47405
KRT71	0.0247523
KRT74	0
KRT72	0.0204178
KRT73-AS1	0
KRT73	0
KRT128P	0
KRT2	0.737054
KRT1	2.32032
KRT77	0.043197
RP11-641A6.3	0
KRT126P	0
KRT125P	0
RP11-641A6.5	0.0284959
RP11-641A6.8	0
BTBD10P1	0
KRT127P	0
ARL2BPP2	0
KRT76	0
RP11-153F5.2	0
KRT3	0.0207753
KRT4	1.45692
KRT79	0.0364543
RP11-153F5.3	0
KRT78	0.0707185
RPL7P41	0
KRT8	0.316624
KRT18	0.740364
RP11-983P16.2	0.169496
RP11-983P16.4	1.20821
TNS2	0.45276
MIR6757	0
IGFBP6	0.833597
SOAT2	0.70624
VTI1BP3	0
RNU6-333P	0
HIGD1AP1	0.102682
EIF4A1P4	0.291686
RP11-1136G11.8	0.115491
RARG	3.26962
RP11-624J6.2	0
RP11-680A11.5	2.36886
SP7	0.0139914
AMHR2	0.0190402
PCBP2-OT1	0.594549
RP11-793H13.11	1.6651
NPFF	2.24297
RP11-793H13.3	0.222271
RP11-793H13.12	0
RP11-972K6.1	0
CISTR	0.0810598
RP11-686F15.2	0.905699
RN7SKP289	0
HOXC13-AS	0
HOXC13	0.017963
HOXC12	0
HOTAIR	0.0118571
AC012531.1	0
AC012531.2	0
HOXC11	0.0188801
HOXC-AS3	0
HOXC10	0.0423403
HOXC6	0.101117
MIR196A2	0
HOXC9	0.0759153
HOXC-AS2	0.0839617
HOXC-AS1	0
HOXC8	0.0386554
AC012531.25	0.0632672
HOXC5	0.0539547
MIR615	0
FLJ12825	0.0788906
RP11-834C11.7	1.37019
RP11-834C11.6	0.191433
LINC01598	0.0382679
Y_RNA	0
RP11-834C11.4	0.696588
RP11-834C11.15	0.0388414
RP11-834C11.11	0.0845192
RP11-834C11.10	0.200258
RP11-834C11.8	0
RN7SL390P	0
RP11-968A15.2	3.59514
RP11-968A15.8	1.14816
NFE2	0.0509631
RNU6-950P	0
MIR148B	0
RN7SL744P	0.100602
RP11-753H16.3	0.0602089
RP11-753H16.5	0
GPR84	1.60279
ITGA5	2.65733
LINC01154	0
GTSF1	2.32232
PDE1B	4.44733
PPP1R1A	0.145717
GLYCAM1	0
LACRT	0
DCD	0.335022
RP11-850F7.7	0
VDAC1P5	0
MUCL1	0.0690753
RP11-616L12.1	0
NEUROD4	0
OR9K1P	0
RP11-616L12.4	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	0
OR6C73P	0
OR6C65	0
PHC1P1	0.386638
OR6C76	0
RP11-110A12.2	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
OR6U2P	0
OR10P1	0
RP11-644F5.16	0
OR10AE3P	0
RP11-644F5.15	0.0500178
RP11-644F5.17	0
METTL7B	0.246518
ITGA7	1.10402
RDH5	2.66336
Metazoa_SRP	0.235372
RP11-644F5.12	0.110529
GDF11	4.69139
RP11-762I7.4	1.0412
MMP19	0.136938
OLA1P3	0.0246239
GSTP1P1	0
RP11-973D8.5	0.314463
PMEL	1.54789
RP11-603J24.7	0.990426
IKZF4	4.00436
RP11-603J24.21	0.152128
RP11-603J24.4	0
ERBB3	0.0843913
ZC3H10	2.50445
RP11-603J24.6	0
RP11-603J24.5	1.43775
RP11-603J24.14	0.195528
SLC39A5	0.162478
RP11-977G19.14	1.0608
RP11-977G19.12	1.3048
RNU7-40P	0
APOF	0.174872
RP11-348M3.6	0
RP11-348M3.2	0
RP11-121C6.5	0.0862081
RP11-121C6.4	0
MIP	0.0688156
GLS2	2.6844
HSPD1P4	0.717105
RBMS2	2.26761
RNU6-343P	0
SNORD59A	0
RN7SL809P	1.61929
HSD17B6	1.00299
RP11-74M13.4	0
RP11-74M13.6	0
RP11-74M13.3	0
SNORA48	0
SDR9C7	0.0210865
RP11-474N8.9	0
RDH16	0.307552
RP11-74M13.5	0.0286071
GPR182	0.0641436
TAC3	0.241961
MYO1A	0.240977
LRP1	0.820807
LRP1-AS	0
MIR1228	0
NXPH4	0.516187
RP11-123K3.9	0.531452
NDUFA4L2	1.31248
RNU6-879P	0
RP11-756H6.1	0.293996
INHBC	0.472566
INHBE	2.0341
GLI1	0.681371
MIR6758	0
MIR616	0.561575
KIF5A	0.47643
ARHGEF25	4.58123
AC025165.8	0.335078
SLC26A10	0.387963
B4GALNT1	0.190388
RPL13AP23	0.050435
AGAP2-AS1	0.344148
CYP27B1	1.52727
AVIL	0.540439
RP11-571M6.17	2.01441
RNU6-1083P	0
RP11-571M6.18	0.225295
MIR26A2	0
RP11-620J15.1	0.51488
RP11-620J15.2	0
RP11-620J15.4	0
RP11-58A17.3	0
RN7SKP65	0
RP11-58A17.2	0
RP11-58A17.4	0
RP11-489P6.1	0
RP11-489P6.2	0
RPL21P103	0
RP11-340M11.1	0
RP11-362K2.2	0
RP11-767I20.1	0
LRIG3	1.31709
RP11-150C16.1	0
RPS6P22	0
RP11-557F20.2	0
RP11-272B17.1	0
RNU6-279P	0
RNU6-871P	0
RP11-272B17.2	0
RNU4-20P	0
SLC16A7	4.18129
RP11-813P10.1	0
RP11-813P10.2	0.0820817
RP11-316A16.1	0
RP11-335M9.1	0
Y_RNA	0
SNORA19	0
RP11-154D9.1	0
RP11-471N19.1	0
DUX4L52	0
FAM19A2	0.287607
RPL21P104	0
KRT8P19	0
RPS3P6	0.449506
RP11-769N19.2	0.0576451
KLF17P1	0
RNU6-595P	0
Metazoa_SRP	0.421498
RP11-863H1.1	0.0484075
RNU6-399P	0
LINC01465	0.45548
MIRLET7I	0
RP11-631N16.2	1.19935
PPM1H	0.131776
RPL32P26	0
GAPDHP44	0.186016
RNU1-83P	0
Y_RNA	0
RP11-848D3.4	0
LDHAL6CP	0
RSL24D1P5	0
AVPR1A	0.0273869
RP11-715H19.2	0
HNRNPA1P69	0
RP11-1022B3.1	0
DPY19L2	0.136669
RP11-415I12.3	0.426588
RP11-972L6.2	0
RP11-415I12.2	0
RP11-415I12.1	0
TMEM5-AS1	0
PABPC1P4	0.764459
SRGAP1	0.0929979
RPL36AP41	0
RP11-274J7.2	0
RP11-274J7.3	0
RP11-1029F8.1	0
RP11-196H14.2	0
RP11-196H14.4	0
RNU6-1009P	0
RPS11P6	0.143646
RNU5A-7P	0
C12orf56	0.00871752
RP11-114F3.2	0.0195395
snoU13	0
RP11-114F3.5	1.66523
RP11-114F3.4	0.247997
RP11-439H13.2	0
SNORD83	0
RP11-338E21.1	0.182787
RP11-338E21.2	0
RP11-338E21.3	0
RP11-629N8.4	0.0303761
RP11-629N8.3	0
TBC1D30	0.509393
RPL7P39	0
RP11-766N7.3	0.132968
RP11-766N7.4	0
RNU6ATAC42P	0
RP11-168J19.2	0
WIF1	0.0356888
RNU6-166P	0
APOOP3	0
RP11-305O6.4	1.06666
MSRB3	0.145789
RP11-305O6.3	0
KRT18P60	0
RP11-230G5.2	0
RP11-221N13.2	0
RP11-221N13.3	0
RP11-221N13.4	0
PCNPP3	0
RPSAP52	0
HMGA2	0.00773869
RP11-677M24.1	0
RP11-366L20.2	0
RP11-366L20.3	0
MIR6074	0
RP11-366L20.4	0
RPL21P18	0.0779403
RNA5SP362	0
LLPH-AS1	1.41491
RBMS1P1	1.20731
RP11-335I12.2	0
PDCL3P7	0
RN7SKP166	0
GRIP1	0.0515473
OSBPL9P5	0
OSBPL9P4	0
RP11-123O10.4	0
RP11-123O10.3	0
RP11-123O10.1	0
RAB11AP2	0
GGTA2P	0.18691
MRPL40P1	0.22488
NTAN1P3	0
RP11-473M14.3	0
RP11-542B15.1	0
RP11-335O4.1	0
RP11-335O4.3	0
RP11-43N5.1	0.0146647
RP11-43N5.2	0
LINC01479	0
GS1-410F4.5	0
IFNG-AS1	2.77943
RPL39P28	0
HNRNPA1P70	1.04502
RP11-444B24.2	0
IFNG	0.855438
IL26	0.0995054
IL22	0
RP11-71J4.2	0
RP11-81H14.1	2.64818
RP11-81H14.3	0
RP11-81H14.4	0
RPSAP12	2.1152
Metazoa_SRP	0
RPL10P12	0.66612
SNORA70G	0
ATP5HP4	2.04208
RP11-637A17.2	1.20744
RPL7P42	0
KRT8P39	0.529742
SLC35E3	2.79858
RP11-611O2.2	0.0574049
RP11-611O2.1	0.440989
CPM	1.20192
RNU7-4P	0
RP11-611O2.6	0
PRELID2P1	0
RP11-324P9.1	0
C1GALT1P1	0.193098
RP11-1143G9.5	0.119385
LYZ	4.5353
RN7SL804P	0
RPS26P45	0
RP11-956E11.1	0.197566
LRRC10	0.0214037
BEST3	0.0318396
RP11-588G21.1	0
RP11-588G21.2	0.00823689
MYRFL	0.0262689
LINC01481	3.66949
RP11-611E13.3	0
RP11-320P7.2	0
LINC01481	0.421272
RP11-398J13.1	0.970933
KCNMB4	0.654632
RNU4-65P	0
RP11-588H23.3	0.310739
PTPRB	0.0728438
RP11-785D18.3	0
PTPRR	0.0109935
FAHD2P1	0
Y_RNA	0
CTD-2021H9.1	0
CTD-2021H9.2	0
CTD-2021H9.3	0
TSPAN8	0.052871
LGR5	0.028401
RP11-578B16.1	0
RP11-186F10.2	0
SNORA17	0
THAP2	3.99167
RP11-498M15.1	0
RP11-2H8.3	0
RP11-2H8.4	0.0420128
TPH2	0
RP11-89M22.3	0
TRHDE	0.00105879
TRHDE-AS1	0.00890232
RP11-98E6.1	0
CHCHD3P2	0
RP11-12K6.2	0
RP11-314D7.1	0
RP11-314D7.2	0
RP11-314D7.3	0
RP11-166B14.1	0
RNU6-1012P	0
RP11-295G12.1	0
U8	0
RP11-711C17.1	0
RP11-711C17.2	0
RP11-81H3.2	0
RP11-274M17.1	0
RP11-274M17.3	0
RP11-274M17.2	0
VENTXP3	0
RP11-361A23.1	0
RP11-361A23.2	0
RP11-361A23.3	0
RP11-81K13.1	0
KCNC2	0
RP11-560G2.1	0
CCNG2P1	0
CAPS2	1.61631
RP11-560G2.2	0
RP11-585P4.6	1.64365
GLIPR1L1	0.355243
GLIPR1L2	0.138661
RP11-585P4.5	3.17707
RP11-114H23.1	0
RP11-25J3.2	0
RPL10P13	0.105586
SNORA70	0
RP11-114H23.2	0
RP11-290L1.6	0
RN7SL734P	0
RP11-290L1.5	0
RP11-290L1.7	0
PHLDA1	2.01011
RP11-290L1.3	0
RP11-290L1.4	1.89158
RP11-453D16.1	0
RP11-453D16.2	0
RNU6-1271P	0
RP11-54A9.1	0
RN7SKP172	0
RP11-20E24.1	0.730882
RP11-613M5.1	0.101364
YWHAQP7	0
RP11-613M5.2	0.432608
RPL7P43	0
RP11-734E19.1	0.0786047
CSRP2	2.15161
RP11-461F16.3	0
RP11-669B18.1	0.0637526
RP1-81P11.1	0
NAV3	0.018594
RP1-97G4.1	0
RP11-781A6.1	0
RP11-136F16.1	0
FAM213AP1	0
RP11-38F22.1	0
RP11-754N21.1	0
RP11-90C1.1	0
RP11-171L9.1	0
RP11-123M21.2	0
RP11-123M21.1	0
SYT1	0.0330762
RP11-390N6.1	0.0916942
RP1-78O14.1	0
MIR1252	0
RP11-359M6.2	0
RP11-359M6.1	0
NOP56P3	0.290734
RP11-530C5.1	0
RP11-530C5.4	0.418092
RP11-530C5.2	0.151095
RNA5SP363	0
RP11-84G21.1	0.907579
SNRPGP20	0
RPL7P38	0
RNU7-106P	0
RP11-244J10.1	1.2245
OTOGL	0.0257906
RN7SKP261	0
PTPRQ	0
AKIRIN1P1	0
RP11-272K23.3	0
MYF6	0.148843
MYF5	0
LINC01490	0
MIR617	0
RP11-299A16.1	0.228043
MIR618	0
ACSS3	0.0932159
RP11-543H12.1	0
MIR4699	0
PPFIA2	0.00559227
RP11-121G22.3	0
RP11-315E17.1	0
RP11-617J18.1	0
RP11-275O18.1	0
RP11-362A1.1	0
RP11-362A1.2	0
METTL25	4.42872
RP11-263K4.1	0.213235
RP11-263K4.5	0
RP11-263K4.4	0
RP11-263K4.3	0
TMTC2	3.79781
RNU6-977P	0
RPL6P25	0
RP11-87P13.2	0
RP11-384P14.1	0
SNORA3	0
RP11-788H18.1	0
RP11-228G3.1	0
RP11-701B6.1	0
SLC6A15	0
RP11-1079J22.1	0
TSPAN19	0
LRRIQ1	0.0155041
RP11-193M21.1	0
ALX1	0
RP11-408B11.2	0
RP11-629O19.1	0
RP13-619I2.2	0
RASSF9	0.011433
NTS	0.0499851
MGAT4C	0.00107405
RP11-812D23.1	0
RP11-202H2.1	0
RP11-324H9.1	0
RPL23AP68	0
RP11-248E9.1	0
CYCSP30	0
RP11-248E9.4	0
MKRN9P	0.0130744
RP11-248E9.5	0
RP11-248E9.6	0
RP11-248E9.7	0
RPS4XP15	0
C12orf50	0.0203752
RNA5SP364	0
RP11-474L23.3	0.889929
TMTC3	2.91444
Y_RNA	0
KITLG	0.0718249
RNU1-117P	0
RP11-900F13.3	0
RP11-900F13.2	0
RP11-13A1.1	0
RP11-13A1.2	0
RP11-13A1.3	0
RNU7-120P	0
MRPS6P4	0
DUSP6	0.334408
RP11-823E8.3	0
RP11-1109F11.3	0.0580689
RP11-1109F11.5	0
CENPCP1	0.0388213
GALNT4	4.31857
POC1B-AS1	0.560336
RP11-981P6.1	1.25085
ATP2B1-AS1	2.40521
RNA5SP365	0
MRPL2P1	0
RNU6-148P	0
RP11-654D12.2	0.120601
BRWD1P2	0.150056
RP11-654D12.3	0
RP11-567C2.1	0.171524
RP11-753N8.1	0.0486111
RP11-632B21.1	0
RP11-20L19.1	0
CCER1	0
LINC00615	0
EPYC	0
KERA	0
LUM	0.252569
DCN	0.457789
AC007115.3	0
RP11-121E16.1	0
DLEU2_6	0
RP11-693J15.6	0
RP11-1041F24.1	0
RP11-587P21.1	0
RP11-587P21.2	0
RP11-587P21.3	0
LINC01619	4.39665
RP11-796E2.4	1.07793
RPL21P106	0
Y_RNA	0
RP11-756G20.1	2.45397
CLLU1OS	4.55401
CLLU1	0.264654
RP11-693J15.3	0.0136138
C12orf74	1.28419
PLEKHG7	4.231
RP11-603K19.1	0.104565
HNRNPA1P50	0.225095
RNU6-1329P	0
RP11-511B23.1	2.07758
RP11-511B23.2	2.11735
Y_RNA	0
RP11-511B23.4	0
RPL41P5	0
RP11-202G11.2	0.0946461
NACAP3	3.27775
RP11-511B23.3	0
SNORD74	0
RP11-486A14.1	0
RP11-486A14.2	0.268471
Y_RNA	0
RP11-356O22.4	0
SOCS2-AS1	1.40847
SOCS2	4.48578
RP11-887P2.3	3.46863
CRADD	2.83309
RP11-887P2.5	0.0143574
RN7SL630P	0
RP11-887P2.6	0.180154
RP11-1060G2.1	0.105865
RP11-1060G2.2	0.00971998
RN7SKP263	0
RP11-74K11.1	0
RP11-74K11.2	0.123858
RP11-1105G2.4	0.132138
RP11-1105G2.3	1.33871
RN7SL330P	0
RBMS2P1	0.0752755
CEP83-AS1	1.19043
RP11-778J16.3	0
RN7SL483P	0
RP11-778J16.2	0.13918
SUCLG2P2	0.245231
MIR5700	0
LSM3P2	0
KRT19P2	0.242381
FGD6	3.05493
RP11-129B9.2	0
RP11-129B9.1	0.0889602
Y_RNA	0
CBX3P5	0
RNU6-808P	0
MIR331	0
MIR3685	0
RP11-167N24.3	0
RP11-167N24.5	0
RNU6-735P	0
RP11-490G8.1	1.28621
USP44	0.0407683
PGAM1P5	0.0124087
Y_RNA	0
