Name	Brain - Hypothalamus
RP11-33N14.3	1.02565
RP11-33N14.5	0.237307
VSIG10	2.72971
RP11-136L23.2	0
RP11-131L12.2	0.294704
RP11-131L12.3	2.0511
RP11-131L12.4	2.67742
RP11-121J20.1	0
RPL17P37	0
RP11-3L23.2	0
RP11-357K6.1	3.39189
RP11-357K6.2	0
RNA5SP374	0
RP11-357K6.3	0
SNORA38	0
RN7SL508P	0
RP11-364C11.3	0
RP11-364C11.2	0
RP11-64B16.3	0.146641
RP11-64B16.4	0.195766
RP11-64B16.5	0
LINC00934	0
CCDC60	0.170957
RP11-768F21.1	0.663684
TMEM233	0.549062
RN7SKP197	0
RP1-127H14.3	0.105284
MIR1178	0
RPL35AP30	0
Metazoa_SRP	0
RP1-267D11.1	0
MIR4498	0
PXN-AS1	2.34388
RP1-278C19.8	0.245396
RPS20P31	0
NME2P1	0.399912
RNU4-2	0.969125
RNU4-1	0
SIRT4	2.03337
RNU6-1088P	0
PLA2G1B	0.411851
RPS27P25	0.785859
RP1-166H1.2	0
RPL31P52	0.44623
RP11-18C24.8	0.250704
Y_RNA	0
RPL29P24	0.158303
RPL11P5	0
RP11-728G15.1	1.28859
RP11-173P15.9	0.389824
RP11-173P15.10	0.581455
RP11-173P15.7	0
ARF1P2	0
CLIC1P1	0
RPL12P33	0
HNF1A-AS1	0
HNF1A	0.00949549
OASL	0.439788
RP11-216P16.7	0
RP11-216P16.4	0
RP11-216P16.5	0
SNORA70	0
RP11-216P16.6	0
Z98941.1	0
RP11-340F14.6	2.81537
RP11-711D18.2	0
KDM2B	4.91208
MIR7107	0
RP13-941N14.1	1.117
RNU6-1004P	0
ORAI1	4.47086
MORN3	2.3705
RHOF	1.64014
RP11-347I19.7	0.946705
SETD1B	4.54142
HPD	0.341681
RP11-7M8.2	0
RP11-87C12.6	0
Metazoa_SRP	0
RNU7-170P	0
WDR66	2.94147
RP11-87C12.5	0.105208
AC156455.1	0.187027
LRRC43	2.11204
IL31	0
B3GNT4	1.43152
RP11-512M8.11	0.0290743
CCDC150P1	0.0960132
RPL21P1	0
CLIP1-AS1	0
ZCCHC8	4.01638
SNORA9	0
RP11-15J22.8	0
KNTC1	0.941172
RP11-324E6.8	0
RP11-324E6.10	0.637589
RP11-324E6.6	0
HCAR2	0.150081
HCAR3	0.0696327
HCAR1	0.114972
RP11-324E6.4	0
Y_RNA	0
CCDC62	0.44854
RP11-463O12.5	0.408543
ABCB9	4.41856
OGFOD2	4.90893
MIR4304	0
RP11-197N18.7	0.0389639
RP11-197N18.8	0.0285083
MPHOSPH9	1.75556
RP11-282O18.3	1.24119
RP11-282O18.7	0.387508
RNA5SP375	0
Y_RNA	0
RP13-942N8.1	1.32702
RILPL2	3.71988
RP11-972P1.8	0.196602
RP11-972P1.10	0.708171
RP11-972P1.11	0.382742
MIR3908	0
RP11-486O12.2	0.434443
SNORA9	0.222283
RP11-338K17.5	0.123843
RP11-338K17.6	0.516436
RP11-338K17.8	0
ATP6V0A2	2.73854
RPL27P12	0
RP11-338K17.10	0.53625
DNAH10	0.451048
DNAH10OS	1.95029
RP11-214K3.23	0.304258
RP11-214K3.22	0.241453
RP11-214K3.21	0.376873
RP11-214K3.20	0.202745
RP11-214K3.19	0.402333
RP11-214K3.18	0.223166
RP11-214K3.5	0.0861306
RP11-214K3.24	0.203168
RFLNA	2.99648
RP11-522N14.2	0.124389
MIR6880	0
RP11-408I18.9	0
RP11-83B20.1	0.224041
RP11-83B20.2	0
RP11-83B20.3	0.0329077
RP11-83B20.4	0
RP11-83B20.5	0
RP11-83B20.6	0
RP11-83B20.7	0
RP11-83B20.9	0
RP11-83B20.8	0
RP11-83B20.10	0
RP11-13J12.2	0
RNU6-927P	0
MIR5188	0
RPL22P19	0.093884
DHX37	4.61632
RP11-158L12.2	0
RP11-158L12.4	0.859948
RP11-158L12.5	0
RP11-158L12.6	0
TMEM132B	4.26897
RP11-604N13.1	0
RP4-800O15.1	0
RP4-800O15.2	0.194024
RP4-800O15.3	0
LINC00939	0
RP5-916L7.2	0
RP3-446N13.5	0.116924
RP3-446N13.1	0
RP3-446N13.2	0
RP3-446N13.3	0
RP3-446N13.4	0
RP1-116K23.1	0
RP4-809F18.1	0.20535
RP5-944M2.1	0
RP5-944M2.2	0.0452839
RP5-944M2.3	0.115851
RP5-944M2.4	0
RP11-407A16.1	0.0404021
NDUFA5P6	0.164449
RP11-407A16.3	0
RP11-407A16.8	0
RP11-407A16.4	0
RP11-407A16.6	0
RP11-407A16.5	0
RP11-407A16.7	0
LINC00943	0.103107
LINC00944	0
RP11-983C2.1	0
RP11-983C2.2	0
RP11-983C2.3	0
HSPE1P20	0
RP11-575F12.1	0.0288533
RP11-575F12.2	0.390532
RP11-575F12.3	1.39283
RP11-955H22.1	0
RP11-955H22.4	0
RNU1-104P	0
RP11-955H22.3	0
RP11-955H22.2	0
RP11-367G12.1	0
RP11-483I24.1	0.11147
RP11-351O2.1	0
Y_RNA	0
RP11-351O2.2	0
RP11-526P6.1	0
RP11-749H20.1	0
RP11-749H20.2	0
RP11-749H20.3	0
FLJ37505	0.101173
LINC00507	0.0381225
LINC00508	0
CRAT8	0
RP13-653N12.1	0
RP13-653N12.2	0.113102
RP11-417O18.2	0
MIR4419B	0
RP11-417O18.1	0
MIR3612	0
RP11-553N19.1	0
RP11-428I12.1	0
RP11-21K12.2	0.262269
RP11-21K12.3	0.234827
RP11-753B7.2	0
NLRP9P1	0.0371926
TMEM132D	2.35111
RP11-669N7.2	0
uc_338	0
RP11-669N7.3	0
RP11-206B11.1	0
RP11-337L12.1	0
RP11-174M13.2	0
RP11-572C21.2	0.0838515
RP11-572C21.1	0.0325884
RP11-474D1.4	0
RP11-474D1.3	0.130126
RP11-474D1.1	0
RP11-474D1.2	0.0388262
RP11-143E21.2	0
RP11-143E21.3	0
FZD10-AS1	0.651133
FZD10	0.640884
RP11-143E21.1	0
RP11-143E21.6	0
PIWIL1	0.0269259
RP11-200K12.3	0
RP11-200K12.2	0
RP11-117L5.4	0.100911
RP11-117L5.1	0.107997
RP11-117L5.3	0.076102
RP11-662M24.2	1.48354
RP11-662M24.1	0
RP11-989F5.4	0
RP11-989F5.1	0.153408
RP11-989F5.3	0.0886829
RNU6-1077P	0
Y_RNA	0
ADGRD1	1.1712
RP11-243M5.5	0.0610597
RP11-243M5.4	0
RP11-243M5.2	0.0409343
RP11-243M5.3	0
RP11-76C10.6	0
RP11-76C10.5	0
RP11-76C10.4	0.0339054
RP11-76C10.3	0.0172926
RP11-76C10.2	0
LINC01257	0.0168703
RP11-638F5.2	0.0333946
RPS6P20	0
RP11-495K9.2	0.0213925
RNA5SP376	0
RP13-507P19.2	0.0216434
RP13-507P19.1	0
RP11-897M7.3	0.199222
RP11-897M7.4	0
RP11-897M7.1	0
RP11-897M7.2	0
RP11-292I17.1	0
RP11-495K9.10	0.0882434
RP11-495K9.9	0.0313312
RP11-495K9.8	0
RP11-495K9.7	0.0398742
RNA5SP377	0
RP11-495K9.6	0.115192
RPS6P21	0
RP11-495K9.5	0.0671488
RNA5SP378	0
RNU6-1017P	0
RP11-417L19.2	0.252251
RP11-417L19.5	0.385384
RP11-417L19.4	0.890449
PUS1	4.62565
RP11-417L19.6	1.30075
SNORA49	0
RP13-820C6.4	0
EP400NL	2.48569
RP13-977J11.6	0.0944211
RP13-977J11.9	0.153333
RP13-977J11.2	1.96952
RP13-977J11.8	0.43264
RP13-977J11.3	0.127432
RP13-895J2.2	0.0927966
RP13-895J2.3	0.128891
RP13-895J2.6	0.0755977
RP13-895J2.7	2.02614
RP13-895J2.8	2.06235
RP13-895J2.9	0
RP13-895J2.10	0
RP13-895J2.11	0
RP13-714J12.1	0.147575
RP11-503G7.1	0
RP11-503G7.2	0
RP13-554M15.7	0.958595
RP13-554M15.2	0.79881
MIR6763	0
RP13-554M15.8	0.632874
LRCOL1	0.143851
P2RX2	0.0783468
RP13-554M15.5	0
POLE	1.70155
RNA5SP379	0
RP13-672B3.5	0
RPS11P5	1.1101
CHFR	3.22439
RP11-46H11.11	0.335588
RP11-46H11.12	0.650317
RP11-46H11.2	0
RP11-46H11.3	1.19897
ZNF605	4.27864
NANOGNBP2	0.044432
ZNF26	1.02918
RNU4ATAC12P	0
RP11-386I8.6	0.0688042
PTP4A1P2	0.110499
RP11-386I8.5	0
RP11-386I8.4	0.0594619
ZNF140	3.06725
ZNF891	0.575972
CTD-2140B24.6	0
RPL23AP67	0.137135
ZNF268	1.79842
AC226150.3	0
ANHX	0
RNU6-717P	0
Y_RNA	0
RP11-341D18.2	0
FAM230C	0
RP11-341D18.8	0
GGT4P	0.0854084
RP11-341D18.5	0
SETD8P1	0.0282777
RP11-341D18.6	0
ABC7-42418200C9.1	0
U6	0
ZNF962P	0
BNIP3P7	0
LINC00349	0
LONRF2P2	0
LINC00388	0
FEM1AP4	0
LINC00387	0
TERF1P5	0
FAM207BP	0.0666727
GXYLT1P1	0
CNN2P12	0
ZNF965P	0
CYP4F34P	0.2591
SNX18P26	0
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	0
RNU6-55P	0
RNU6-76P	0
SNX19P2	0
LINC00408	0
RP11-442J17.3	0
PHF2P2	0
LINC00442	0
USP24P1	0
GTF2IP3	0
RP11-301J16.7	0
RNA5SP24	0
CENPIP1	0
RP11-408E5.6	0
SMPD4P2	0
RP11-408E5.8	0
TUBA3C	0.0305386
RP11-408E5.4	0
PSPC1P1	0.645495
RP11-408E5.5	0
ANKRD26P3	0.0309247
MRPL3P1	0.0319596
LINC00421	0.0363268
PARP4P2	0.026502
FAM58DP	0.0599625
RP11-385E5.5	0
SLC25A15P2	0
TPTE2	0.340814
CYCSP32	0
MRPS31P2	0
ESRRAP1	0
CASC4P1	0.0312224
LINC00350	0
PSPC1-AS2	2.01573
RN7SL166P	0
ST6GALNAC4P1	0.506801
RP11-61K9.2	0
RP11-61K9.3	2.79833
KRR1P1	0.234575
RP11-264J4.8	0.349943
LINC01072	0
GJA3	0.0171485
PPIAP28	0
LINC00556	0
GJB2	0.982484
RP11-264J4.10	0
MIR4499	0
RP11-476H16.1	0.919733
SLC35E1P1	0.266197
RNU2-7P	0.135433
RP11-172H24.4	1.32609
RP11-261P13.5	1.98392
RANP8	0
RP11-261P13.6	0.703322
XPO4	2.99713
CNOT4P1	0
HNRNPA1P30	0
PPIAP27	0
RPSAP54	0.268748
LATS2	1.79774
LATS2-AS1	0
RNU4-9P	0
RPS12P23	0.159038
IPPKP1	0
FAS-AS1	0
SNORD27	0
SKA3	0.226794
RP11-101P17.14	0
LINC01046	0
ESRRAP2	0.0945829
MIPEPP3	1.4124
LINC00539	0.625209
GRK6P1	0.302359
GAPDHP52	0.117969
RNA5SP25	0
ZDHHC20-IT1	0.301338
HIST1H2BPS3	0
FNTAP2	0
RNU6-59P	0
RPS7P10	0.545242
FGF9	2.07592
RN7SL766P	0
LINC00424	0
LINC00540	0.150302
NME1P1	0
MTND3P1	0
FTH1P7	2.31433
DDX39AP1	0
SNORD36	0
RPL7AP73	0
IPMKP1	0
RFESDP1	0
LINC00621	0.528071
BASP1P1	0
NUS1P2	0.243231
RP11-124N19.3	0.0154215
RP11-124N19.4	0
HMGA1P6	0
RNY3P4	0
LINC00362	0
SGCG	0.449092
RNU6-58P	0
TATDN2P3	0
SDAD1P4	0
SACS	4.85442
RPLP1P13	0
SACS-AS1	0.0937527
LINC00327	0.686613
LINC00352	0
TNFRSF19	1.63623
MIPEP	3.76581
MTCO3P2	0
PCOTH	0.176519
C1QTNF9B	1.01112
ANKRD20A19P	1.17159
SPATA13	0.146152
IPO7P2	0.0273273
MIR2276	0
SPATA13-AS1	0
C1QTNF9	0.18345
C1QTNF9-AS1	0
RP11-307N16.7	0
NUS1P3	0
LINC00566	0
CYCSP33	0
TPTE2P6	0.392878
PARP4	4.55475
PSPC1P2	0
ATP12A	0.04071
RNY1P7	0
RPL26P34	0
IRX1P1	0
ANKRD20A10P	0.231831
RNF17	0.0209302
CENPJ	2.79695
TPTE2P1	1.69952
RP11-756A22.7	1.61983
SLC25A15P3	0
RPL34P27	0.365935
LSP1P1	0
RP11-458I4.2	0
PABPC3	0.206007
RP11-165I9.10	0
LINC00463	1.4133
LINC01053	0
RP11-165I9.9	0
LINC01076	0
RPL23AP69	0
RP11-271M24.2	0.764857
ELOBP1	0.0525429
RNU6-78P	0
RP11-467D10.2	0.0525729
RN7SL741P	0
RNY1P3	0
SHISA2	0.85891
LINC00415	0
ATP8A2P3	0
PRUNEP1	0
RP11-380N8.7	0.546188
RP11-380N8.6	0
THAP12P6	0
uc_338	0
RPS3AP44	0.0297487
WASF3-AS1	0
GPR12	2.35235
FGFR1OP2P1	0
RP11-545M8.4	0
RPS21P8	0
RPS20P32	0
RP11-144H23.2	0
USP12-AS1	0
USP12-AS2	0.643367
RP11-428O18.6	0.420238
LINC00412	0.119694
SNORD102	0
SNORA27	0.907584
RASL11A	3.75101
RNU6-70P	0
LINC01079	0
RNY1P1	0
RNU6-63P	0
LNX2	1.95458
RP11-87C7.3	0
NPM1P4	0
GSX1	1.24373
RNU6-73P	0
PLUT	0
PDX1	0
ATP5EP2	0.838252
LINC00543	0
CDX2	0
URAD	0
RN7SL272P	0
FLT3	0.929515
KATNBL1P1	0
CHCHD2P8	0
PAN3-AS1	3.04082
EEF1A1P3	0.0460787
RNU6-82P	0
RP11-95G6.1	0.239384
EIF4A1P7	0
Y_RNA	0
RNU6-53P	0
CYP51A1P2	0.191677
RP11-161P17.2	0
POM121L13P	0
MTUS2	1.99064
MTUS2-AS2	0
GAPDHP69	0.0377858
RP11-351N4.4	0
MTUS2-AS1	0.108293
Metazoa_SRP	0
TIMM8BP1	0
LINC00297	0
LINC00572	0
LINC00544	0
RP11-629E24.2	0
LINC00365	0.0182618
LINC00384	0.020546
RP11-490N5.3	0.407146
RNU6-64P	0
PRDX2P1	0
LINC00427	0.0516701
LINC00426	0.167878
RP11-374F3.5	0.214303
LINC01058	0
UBE2L5P	0.126479
RBM22P2	1.91759
MFAP1P1	0.841675
PTPN2P2	0
Metazoa_SRP	0
LINC00398	0.303855
TEX26-AS1	0.100133
LINC00545	0
MEDAG	0.946289
TEX26	4.65033
RP11-252M21.6	0.108007
LINC01066	0
WDR95P	0
B3GLCT	3.47894
ANKRD26P4	0
RP11-326L9.1	0
RP11-326L9.2	0
RXFP2	0.0621104
EEF1DP3	0.0821103
RP1-257C22.2	0.102772
Metazoa_SRP	0
LINC01073	0
FRY-AS1	0.177746
ZAR1L	0
BRCA2	0.0685403
IFIT1P1	0.020375
ATP8A2P2	0.0326719
N4BP2L2-IT2	1.04145
RNY1P4	0
RP11-380B4.3	0.288861
LINC00423	0
TOMM22P3	0
KL	0.800331
STARD13	3.24757
STARD13-IT1	0
STARD13-AS	0.0227964
RP11-141M1.1	0
RP11-141M1.4	0.122194
RP11-141M1.3	0.120251
RP11-37L2.1	0.130147
RP11-179A7.2	0
RFC3	2.94482
RNU5A-4P	0
RP11-142E9.1	0.142983
RP11-218I21.2	0
VDAC1P12	0
SNORA25	0
RP11-282M24.1	0
RP11-16D22.2	0
LINC00457	0
RP11-266E6.3	0
GAMTP2	0
Metazoa_SRP	0
RP11-307O13.1	0.422037
SCAND3P1	0
PHBP13	0.0689714
MAB21L1	0.415168
LINC00445	0
SOHLH2	0.943199
CCDC169	0.23739
RNU6-71P	0
SPG20-AS1	0.78296
HIST1H2APS6	0
SERTM1	1.99958
GAPDHP34	0
TCEAL4P1	0
ARL2BPP3	0
NDE1P2	0
SMAD9-IT1	0.200807
LAMTOR3P1	0
RPL29P28	0
EIF4A1P5	0
CSNK1A1L	0.0513249
RP11-676B18.2	0
RP11-676B18.1	0
RN7SKP1	0
RPS12P24	0
LINC01048	0
LINC00547	0
POSTN	0.116401
TRPC4	1.1158
RNA5SP26	0
RP11-93G5.1	0.030567
HSPD1P9	0
LINC00571	0.112805
RP11-131P10.2	0
LINC00437	0
LINC00366	0
PRDX3P3	0
FREM2	0.0835495
RNU6-56P	0
FREM2-AS1	0
PLA2G12AP2	0
ANKRD26P2	0
STOML3	0.21112
RP11-50D16.4	0.602724
NXT1P1	0
COG6	4.39448
MIR4305	0
RNY4P14	0
CDKN2AIPNLP3	0
AZU1P1	0
SNORD116	0
LINC00598	0.0907189
LINC00332	0
RPL17P51	0
RNY3P9	0
RN7SKP2	0
FOXO1	4.79236
RLIMP1	0
MIR320D1	0
Metazoa_SRP	0.191984
SLC25A15	2.12566
MIR621	0.415532
TPTE2P5	0.785365
CYCSP34	1.57943
SUGT1P3	0.218083
ELF1	4.57966
RGS17P1	0.0863801
MIR3168	0
RN7SL597P	0
RP11-74J13.8	0.194009
CALM2P3	0.321975
KBTBD7	4.57307
MORF4L1P4	0
MTRF1	3.47039
RP11-74J13.9	1.07397
RAC1P3	0
NAA16	4.3604
RNU6-57P	0
TUBBP2	0.150524
OR7E36P	0.0339215
OR7E155P	0.123647
OR7E37P	0
VWA8	4.78013
MIR5006	0
RN7SL515P	0
RNU6-74P	0
KARSP1	0
VWA8-AS1	0.343622
RPS28P8	0
DGKH	1.55717
RP11-187A9.3	0.136155
MAPK6PS3	0
CHCHD2P11	0
FHP1	0.043482
RP11-413N19.2	0.0305765
FABP3P2	0
TNFSF11	0.0762148
FAM216B	0.367195
LINC01050	0
LINC00428	0
EPSTI1	1.83703
ZDHHC4P1	0
LINC00400	0
RP11-460G11.2	0
RPL36P19	0
ENOX1-AS2	0.286529
ENOX1-AS1	0.0660287
RP11-168P13.1	0.255285
CCDC122	0.603126
RP11-5G9.5	0.0963986
RP11-5G9.6	0.180593
LINC00284	0.125846
DGKZP1	0.429415
LINC00390	0.0729229
SMIM2-AS1	0.331184
SMIM2	0.0770255
SMIM2-IT1	0
RP11-478K15.7	0
RP11-478K15.6	0.0332626
TUSC8	0.152027
RP11-71C5.2	0
TSC22D1-AS1	1.73627
SMARCE1P5	0.489658
LINC00407	0.247922
RP11-442J21.2	0
LINC00330	0
NUFIP1	3.62182
GPALPP1	3.94407
RN7SL49P	0.225412
RP11-321C24.1	0
RN7SKP3	0
RN7SKP4	0
RP11-321C24.4	0
RP11-290D2.5	0
SNORA31	0
RP11-290D2.6	1.48892
RP11-290D2.3	0
SLC25A30	4.7251
SLC25A30-AS1	0.217542
PPIAP25	0
ERICH6B	0.203392
RNA5SP27	0
TIMM9P3	0
COX4I1P2	0
LINC01055	0.0214177
AKR1B1P4	0
SPERT	0
Metazoa_SRP	0
SIAH3	1.09684
CPB2-AS1	1.69556
CPB2	0.0809515
RP11-139H14.5	3.29996
LCP1	4.31831
RN7SL288P	0
LRRC63	0.744507
RN7SKP5	0
FAM206BP	0
LINC00563	0
RUBCNL	2.21427
RNU2-6P	0
RNU6-68P	0
LINC01198	0.0152912
OR7E101P	0
RP11-189B4.7	0
COX17P1	0.135104
FKBP1AP3	0
LRCH1	3.70918
RP11-165D6.1	0.0935779
HTR2A	2.54275
HTR2A-AS1	0
GNG5P5	0
RN7SL700P	0
NAP1L4P3	0.0571657
RPL27AP8	0
RP11-279N8.1	0
LINC00444	0
LINC00562	0.229727
SUCLA2-AS1	1.21492
RP11-90M2.5	1.1908
MED4-AS1	0
POLR2KP2	0
LINC00441	0.174529
PPP1R26P1	0.0195422
PCNPP5	0.168881
RP11-305D15.8	0.0523097
Metazoa_SRP	0
RP11-165D7.5	1.09701
LINC01077	0
LINC00462	0
CYSLTR2	1.7221
PSME2P2	1.66564
RP11-156K23.3	1.3785
RNU6-60P	0
RAD17P2	0.0123887
RNY3P2	0
COX7CP1	1.17977
OGFOD1P1	0.273871
MLNR	0.0619498
RP11-203I16.7	0.0484637
SETDB2	3.11646
SNRPGP14	0.178722
RP11-432M24.4	0
ARL11	0.199174
RP11-195L15.2	0.117844
RNY4P30	0
CTAGE10P	0
RNY4P9	0
DLEU2	0.454777
MIR3613	0
KCNRG	0.830567
MIR16-1	0
MIR15A	0
DLEU1	0.120283
RPL18P10	0
RP11-34F20.7	0.0712797
ST13P4	0.134408
RPL34P26	0
DLEU1-AS1	0
DLEU7	1.83827
DLEU7-AS1	0.190222
RNA5SP28	0
RNASEH2B-AS1	0.120498
RNASEH2B	4.02756
GUCY1B2	0.017167
RNA5SP29	0
LINC00371	0.0278822
RPL5P31	0
RP11-457D13.4	0
PRELID3BP2	0
SERPINE3	0.121234
MIR5693	0
INTS6	1.43761
INTS6-AS1	0.507914
RPS4XP16	0.753992
RN7SL320P	0.0980117
SNRPGP11	0
MIR4703	0
RNU6-65P	0
WDFY2	3.58145
RN7SL413P	0
ATP5F1P1	0
RP11-327P2.5	1.74329
LINC00282	1.03284
CCDC70	0
CTAGE3P	0.18253
RP11-327P2.6	0
ATP7B	2.60723
FABP5P2	0.037675
ALG11	0.545044
NEK5	1.28331
RP11-248G5.9	0.145077
TPTE2P2	0.0442857
RP13-444H2.1	0
THSD1	2.47904
RNY4P24	0
RP11-245D16.4	2.70384
CKAP2	4.45663
LINC00345	0
RP11-78J21.4	0
RP11-78J21.6	0
TPTE2P3	0.478828
RP11-93H24.3	2.42277
CNMD	1.73554
MIR759	0
PPIAP26	0
PCDH8	4.56506
OLFM4	0.391731
LINC01065	0
RP11-24H2.3	0.120971
PCDH8P1	0.0684567
RN7SL618P	0
RP11-384G23.1	0
ZNF646P1	0
LINC00558	0
LINC00458	0
RP11-168P6.2	0
MIR1297	0
RPL13AP25	2.15028
RP11-108H9.1	0
RP11-78L16.1	0
uc_338	0
MIR5007	0
RP11-415G4.1	0
HNF4GP1	0
SPATA2P1	0
RN7SKP6	0
PRR20A	0
PRR20B	0
PRR20C	0
PRR20D	0
PRR20E	0
PRR20FP	0
MTCO2P3	0
SLC25A5P4	0
RPL31P53	0
RNA5SP30	0
RP11-538C21.2	0.0315685
LINC00374	0
RP11-168J5.2	0
RNY4P29	0
CTAGE16P	0
DNAJA1P1	0
HMGN2P39	0
POLR3KP1	0
RPP40P2	0
RNU7-88P	0
DIAPH3	0.752682
DIAPH3-AS1	0
RN7SL375P	0
DIAPH3-AS2	0
RNY4P28	0
LINC00434	0
TARDBPP2	0.0452924
RP11-359P14.3	0
RNA5SP31	0
EIF4A1P6	0
LINC00378	0
RP11-521H3.3	0
RNY3P5	0
LINC01442	0
MIR3169	0
PCDH20	2.86887
RP11-432J3.4	0.0853606
RAC1P8	0
RP11-429G17.2	0
LINC00358	0
LINC01075	0
LINC01074	0
LINC00459	0
RPL32P28	0
RP11-490P13.2	0
SQSTM1P1	0
LINC00448	0
RP11-527N12.2	0
LINC00376	0
LINC00395	0
OR7E156P	0
RP11-473M10.3	0
RNU6-81P	0
PPP1R2P10	0
RP11-394A14.2	0
OR7E104P	0
RP11-394A14.4	0
NFYAP1	0
LINC00355	0
LGMNP1	0.0476786
STARP1	0
HNRNPA3P5	0.163139
LINC01052	0
MIR548X2	0
MIR4704	0
TRIM60P19	0
PCDH9-AS1	0
RNU7-87P	0
PCDH9-AS2	0
PCDH9-AS3	0
PCDH9-AS4	0
RPSAP53	0.14122
LINC00364	0
BCRP9	0
NPM1P22	0
OR7E111P	0
OR7E33P	0
ELL2P3	0
HNRNPA1P18	0
RPL37P21	0
RPS3AP52	0
RPL12P34	0
RN7SL761P	0
LINC00550	0
RP11-411G9.2	0
ZDHHC20P4	0.0390705
SNRPFP3	0
LINC00383	0
RP11-459J23.1	0
SRSF1P1	0
RNY3P10	0
PSMC1P13	0
ATXN8OS	1.39629
RNU6-54P	0
RP11-475F14.1	0
MTCL1P1	0
LINC00348	0
RABEPKP1	0
DACH1	2.62915
H3F3BP1	0.0832939
RPL21P109	0
RPL35AP31	0
RPS10P21	0
SNORD37	0
RPL18AP17	0
SNORA68	0
uc_338	0
SNORA9	0
RPL21P110	0
RNU6-80P	0
BORA	0.701066
DIS3	4.73754
PIBF1	3.75789
RNU6-79P	0
PSMD10P3	0
KLF5	1.67783
FABP5P1	0.0651911
RNU6-66P	0
RNU4-10P	0
RNY1P8	0
RP11-309J13.1	0
MARK2P12	0
LINC00393	0
LINC00392	0
KLF12	4.08213
RP11-552M6.1	0
RP11-157H4.1	0
LINC00402	0.0128527
RNY1P5	0
RPL21P108	0.0542611
RP11-512C24.3	0
LINC00381	0.053495
LINC00347	0
RIOK3P1	0
RNU6-38P	0
SSR1P2	0
CTAGE11P	0
LINC01078	0
RP11-182M20.2	0
LMO7-AS1	0.123052
LMO7	1.67428
RP11-173B14.4	0.679035
FAM204CP	0
LMO7DN	0.125277
LMO7DN-IT1	0
LINC00561	0
LINC01034	0
RN7SL571P	0
AC000403.4	0.411958
BTF3P11	0
ACOD1	0
RPL7P44	0
DHX9P1	0.00293289
CLN5	1.12813
MYCBP2-AS1	0.0997883
AC001226.7	0.355958
MYCBP2-AS2	0
SCEL	0.10889
SCEL-AS1	0
RNY3P7	0
SPTLC1P5	0
EDNRB-AS1	0.0271051
RNF219-AS1	2.33295
RP11-318G21.4	0.0814338
RN7SL810P	0
LINC01069	0.0368007
LINC00446	0
RP11-203P2.2	0
SRGNP1	0
RNY3P3	0
RPL31P54	0.460983
ELOCP23	0
RP11-52L5.6	0.0560664
POU4F1	0.0948978
RPL21P111	0
LINC00331	0
HSPD1P8	0
CCT5P2	0
NIPA2P5	0
BCAS2P3	0
RNA5SP33	0
RBM26-AS1	1.0053
NDFIP2-AS1	0
LINC01068	0.0340246
LINC01038	0
LINC00382	0
LINC01080	0.741679
RP11-470M1.2	0.0852633
RNU6-61P	0
HNRNPA1P31	0
PWWP2AP1	0
ARF4P4	0
LINC00377	0.0928411
DPPA3P3	0
LINC00564	0
RP11-452B18.2	0
RNU6-77P	0
HIGD1AP2	0
PTMAP5	1.3449
GYG1P2	0
RP11-464I4.1	0
RNU6-67P	0
VENTXP2	0
UBE2D3P4	0
MTND4P1	0
MTND5P3	0
LINC00333	0
LINC00375	0
LINC00351	0
SLITRK6	0.94723
RP11-272M24.2	0
MOB1AP1	0
RP11-30L8.1	0
ABC8-43014700C16.1	0
DDX6P2	0
TXNL1P1	0
LINC00430	0
UBBP5	0
LIN28AP2	0
RP11-342C20.2	0
MIR4500HG	0.30297
RP11-29P20.1	0.654933
MIR4500	0
SLITRK5	2.10201
RP11-471M2.4	0
LINC00397	0
RP11-471M2.3	0
TET1P1	0
RP11-545P6.2	0
RPL29P29	0
LINC00433	0
RP11-360A9.3	0
LINC00560	0
GRPEL2P1	0
LINC01047	0
TRIM60P13	0
LINC00440	0
SP3P	0
LINC01040	0
LINC00353	0
RP11-75N6.3	0
RPL7L1P1	0
SNORD38	0
PEX12P1	0
LINC00559	0
RNA5SP34	0
FAR1P1	0
KRT18P27	0
LINC01049	0
RNU6-75P	0
LINC00410	0
BRK1P2	0
LINC00380	0
LINC00379	0
PPIAP23	0
MIR17HG	0.0891937
GPC5	4.08777
RP11-487A2.1	0
RP11-95C14.1	0
RNU4ATAC3P	0
FABP5P4	0
RP11-306O1.2	0
GPC5-AS2	0
RP11-165N12.2	0.0254577
GPC5-IT1	0.0560179
MIR548AS	0
RP11-118A1.2	0
GPC5-AS1	0
LINC00363	0
RP11-632L2.2	0.125514
GPC6	1.21145
HNRNPA1P29	0
GPC6-AS2	0
RNA5SP35	0
GPC6-AS1	0
DCT	0.85771
GPR180	3.32949
RNA5SP36	0
RN7SL585P	0.256265
LINC00391	0.0907082
SOX21-AS1	3.83635
BRD7P5	0
RPL21P112	0
LINC00557	0
RNU6-62P	0
ABCC4	1.71997
RNY3P8	4.71447
RNY4P27	0
MEMO1P5	0
CLDN10-AS1	0
DNAJC3-AS1	3.71295
MTND5P2	0
MTND6P18	0
MTCYBP3	0
RP11-10E18.7	1.89356
UGGT2	4.76479
HMGN1P24	0
RN7SL164P	0
MIR4501	0
AMMECR1LP1	0
