Name	Cells - Cultured fibroblasts
RNU6-654P	0
RNA5SP349	0
SNORD39	0
RP11-708B6.2	0
C11orf87	0.0640259
RP11-10A7.1	0
RP11-386B1.1	0
RP11-262A12.1	0
TFAMP2	0
RPSAP50	0
RP11-361A21.3	0
RP11-344L21.1	0
RP11-347E10.1	0
ARHGAP20	1.98168
HNRNPA1P60	0
RP11-97I14.1	0
RNA5SP350	0
RP11-89C3.3	0
RP11-89C3.4	0.211045
RPS17P15	0
RP11-89C3.2	0
C11orf53	0
COLCA1	0.0330336
COLCA2	0.184748
MIR4491	0
POU2AF1	0.026092
RNU2-60P	0
RP11-794P6.1	0
RP11-794P6.2	0.0130714
BTG4	0.0935818
MIR34B	0
MIR34C	0
RP11-794P6.6	0
C11orf88	0.146853
AP000925.2	0.0896884
RN7SKP273	0
RP11-108O10.2	0.155096
ALG9-IT1	0
GNG5P3	0
FDXACB1	3.24119
RPL37AP8	0.512816
C11orf52	1.52126
RNA5SP351	0
RP11-708L7.7	0
RP11-708L7.6	0
PPIHP1	0.140474
RNU6-893P	0
RP11-708L7.9	0
PIH1D2	1.78886
IL18	2.83454
RP11-356J5.4	0
TEX12	0.167532
BCO2	0.655736
KCTD9P4	0.060733
MRPS36P4	0
RPS6P16	0.191773
PLET1	0
RP11-356J5.13	0.0805109
ST13P10	0.0463604
RP11-356J5.12	1.54394
RNU6-44P	0
RP11-65M17.3	0
RPL23AP62	0
RP11-65M17.1	0
snosnR66	0
RP11-27G22.1	0
RP11-629G13.1	0
NCAM1	0.440754
RNU7-187P	0
NCAM1-AS1	0
RP11-839D17.3	0.105873
TTC12	3.7715
RP11-159N11.4	1.25586
ANKK1	0.0373619
RP11-159N11.3	0
DRD2	0.0117648
MIR4301	0
TMPRSS5	0.253982
MTRF1LP1	0
RPS29P19	0
RP11-667M19.4	0
RP11-667M19.2	0
CLDN25	0
ATF4P4	0.351322
LRRC37A13P	0
RP11-667M19.10	0
RP11-667M19.9	0.488246
RNU6-1107P	0
HTR3B	0
HTR3A	0
RP11-64D24.2	0
RP11-64D24.4	0.137776
C11orf71	4.2827
RP11-212D19.5	0.0733394
NXPE2P1	0
RP11-172C16.5	0
NXPE1	0.0133948
snoU13	0
NXPE4	0.0196911
RP11-172C16.4	0
NXPE2	0.0333963
ACA59	0
CADM1	0.0537939
AP000462.3	0
AP000462.2	0
AP000462.1	0
RP11-136I14.2	0
RP11-136I14.3	0
RPL12P46	0
RP11-136I14.5	0
snoU13	0
AP000997.1	0
AP000997.2	0
AP000997.3	0
AP000797.3	0
CTC-774J1.1	0
LINC00900	0.0665025
AP000797.4	0
AP000797.1	0
AP000797.2	0
LINC02151	0
AP000770.2	0
AP000770.1	0
AP006216.10	0
APOA5	0.0477418
AP006216.5	0
APOA4	0
APOC3	0.370914
APOA1	0.317504
APOA1-AS	0.454545
RNY4P6	0
AP000936.1	0.395706
AP000936.4	0
AP000936.5	0
RP11-109L13.1	0.181444
RP11-109L13.5	0
AP000892.6	3.09224
SCARNA11	0
BACE1-AS	4.64601
CMB9-94B1.2	1.57153
AP000892.4	0.105152
PRR13P3	0
DSCAML1	0.00702243
AP000711.1	0
RP11-35P15.1	0
FXYD2	0.00988088
RP11-728F11.3	0
RP11-728F11.4	0
FXYD6	0.0980157
TMPRSS13	0.0184616
IL10RA	0.0574772
TMPRSS4-AS1	0
RN7SL828P	0
TMPRSS4	0.0190689
SCN4B	0.056408
SCN2B	0.0141499
JAML	0.0157719
HSPE1P18	0
MPZL3	0.227905
MPZL2	0.0775493
RP11-832A4.7	0
CD3E	0
RP11-215H18.5	0
CD3D	0
CD3G	0
RP11-770J1.5	0.498302
RP11-770J1.7	0
RP11-770J1.4	0
RP11-770J1.3	0.339737
TTC36	0.247549
TMEM25	1.80221
RPL5P30	1.20803
RNU6-1157P	0.357793
AP002954.3	1.44655
MIR6716	0
TREH	0.315204
TREHP1	0
RNU6-376P	0
AP002954.4	0
RP11-158I9.8	0.77385
RP11-158I9.1	0
SETP16	0
Y_RNA	0
CXCR5	0
RP11-158I9.5	0.0235316
UPK2	0.218811
RN7SL688P	0
Y_RNA	0
FOXR1	0
Metazoa_SRP	1.67339
Y_RNA	0
RP11-110I1.12	3.64095
RPL23AP64	3.39201
RP11-110I1.11	3.22223
RP11-110I1.5	3.84625
MIR3656	0
RP11-110I1.14	0.60699
RP11-110I1.13	1.15979
ABCG4	0.147037
PDZD3	0
CCDC153	0.656985
RNU6-262P	0
MIR6756	0
ACA64	0
C1QTNF5	0
MFRP	0
USP2	0.373021
RP11-334E6.3	0
USP2-AS1	0.267709
RP11-334E6.2	0
RP11-334E6.4	0
DUXAP5	0
KRT8P7	0
RP11-196E1.3	0
RNU6-1123P	0
CTD-2523D13.1	0
CTD-2523D13.2	0.470266
RP11-215D10.1	0
RP11-831A10.2	0
RP11-831A10.1	0
TRIM29	0.381896
AP000679.2	0
POU2F3	0.0630759
RP11-778O17.4	0
7SK	0
GRIK4	0.00540394
ELOCP22	0
RP11-640N11.2	0
HMGB1P42	0
TECTA	0.300825
RP11-775A1.2	0
RPS4XP12	0
BMPR1APS2	0.199072
RP11-142I2.1	0
RP11-730K11.1	0
SORL1	0.0729105
RNU6-256P	0
MIR125B1	0
BLID	0.119388
MIRLET7A2	0
MIR100	0
RP11-716H6.1	0
RP11-716H6.2	0
RNU4ATAC10P	0
RNU4ATAC5P	0
RNU6-592P	0
GLULP3	0
RP11-266E8.2	0
snoU13	0
CRTAM	0.0769691
C11orf63	1.97446
RNU4-23P	0
ATP5F1P5	0.228925
BSX	0
RP11-335F8.2	0
RPL34P23	0
RPS26P43	0
RPL31P47	0
SNORD14E	0.576177
RP11-762B21.5	0.169332
CTD-2216M2.1	0
U8	0
RP11-109E10.1	0
PHBP17	0
GRAMD1B	1.33818
MIR4493	0
SF3A3P2	0.0397514
SCN3B	0.0691701
RP11-634B22.4	0
OR6X1	0
RNU1-21P	0
OR6M1	0
OR6M2P	0
OR6M3P	0
TMEM225	0
OR8D4	0
OR4D5	0
OR6T1	0
OR10S1	0
OR10G6	0
OR10G5P	0
OR10G4	0
OR10G9	0
OR10G8	0
OR10G7	0
OR10D5P	0
OR10D4P	0
OR10N1P	0
OR10D1P	0
OR10D3	0
OR8F1P	0
OR8G3P	0
OR8G2P	0
OR8G7P	0
OR8G1	0
OR8G5	0
SLC5A4P1	0
OR8D1	0
OR8D2	0
OR8B7P	0
OR8B6P	0
OR8B5P	0
OR8B1P	0
OR8C1P	0
OR8B2	0
OR8B3	0
OR8X1P	0
OR8B4	0
OR8B8	0
OR8A2P	0
OR8B9P	0
OR8B10P	0
OR8A3P	0
RP11-728D14.6	0
OR8B12	0
OR8A1	0
OR8Q1P	0
PANX3	0
SPA17	2.83059
RP11-677M14.2	0.151004
VSIG2	0.601327
ESAM	0.614834
RP11-677M14.3	0.254605
RP11-677M14.8	1.41056
RP11-677M14.7	0.738533
RP11-677M14.5	2.01804
ROBO4	4.30613
RP11-664I21.5	0
RP11-664I21.6	0.171342
HEPACAM	0.0374226
CCDC15	2.47818
SLC37A2	1.30897
KRT18P59	0.151033
RP11-687M24.4	0
PKNOX2-AS1	0
PKNOX2	0.10938
RP11-687M24.7	0
RP11-687M24.8	0
RNU6-321P	0
AP000708.1	0.0362207
STT3A-AS1	0.26842
RNU6-1156P	0
RNU2-35P	0
ACRV1	0.267053
PATE1	0
PATE2	0
PATE3	0
PATE4	0
RP11-680F20.10	0.0256244
RP11-680F20.9	0
DDX25	0.0114137
RP11-680F20.4	0
RP11-680F20.6	0
CDON	2.22612
NAP1L1P1	0.498281
RP11-673E11.2	0
RP11-50B3.2	0.056439
RP11-50B3.1	0
RP11-50B3.4	1.82742
RNU4-86P	0
RN7SL351P	0
RPL35AP26	0
TIRAP	4.45846
RP11-712L6.7	0
RP11-712L6.5	2.04689
ST3GAL4-AS1	3.06245
RP11-712L6.8	0
KIRREL3	0.842053
KIRREL3-AS1	0
RP11-115C10.1	0
RP11-688I9.4	0
RP11-688I9.5	0
KIRREL3-AS2	0
MIR3167	0
RP11-688I9.2	0
KIRREL3-AS3	0
RP11-168K9.1	0
RP11-168K9.2	0
CTD-2234N14.2	0
CTD-2234N14.1	0
RP11-480C22.1	0
RN7SKP121	0
RN7SKP279	0
RP11-822P1.1	0
RP11-676M6.1	2.01774
RP11-702B10.2	0.13023
LINC02098	0
MIR6090	0
RP11-1007G5.2	0
RP11-264E20.2	0.0696495
RP11-264E20.1	0.0664367
RP11-744N12.3	0
SENCR	1.72323
KCNJ1	0.0178279
RP11-740D6.3	0
KCNJ5	0.0284465
C11orf45	1.22161
TP53AIP1	0.0272551
RNU6-876P	0
Y_RNA	0
RNU6-874P	0
ZNF123P	0
BARX2	0.0341892
RPS27P20	0
RP11-237N19.3	0
LINC01395	0
RP11-507F16.1	0
TMEM45B	0.137092
LINC00167	0.0386514
RP11-567M21.3	0
ELOBP2	0
RP11-679I18.4	0
RPL34P21	0
U4	0
ST14	0.140528
RP11-567O18.1	0
DDX18P5	0
RN7SL778P	0
RP11-121M22.1	0.0855115
ADAMTS8	0.0629406
RP11-535N6.2	0
BAK1P2	0
MIR8052	0
C11orf44	0.0757412
PPP1R10P1	0
RP11-890B15.2	0.308269
RN7SL167P	0
AP002856.4	0
AP002856.6	0
AP002856.7	0
AP002856.5	0
NTM	3.21314
RNU6ATAC12P	0
AP003025.2	0
RP11-217L21.1	0
NTM-AS1	0
RP11-651K21.1	0
AP004372.1	0
RP11-697E14.2	0
NTM-IT	0
RP11-684N3.1	0
OPCML	0.0118101
U6	0
RP11-654C20.1	0
OPCML-IT2	0
AP004782.1	0.0241279
RP11-861E23.2	0
OPCML-IT1	0
RP11-448P19.1	0
SPATA19	0
RP11-259P6.3	0
MIR4697HG	0.257519
IGSF9B	0.14733
RP11-713P17.5	0
RP11-713P17.3	0.18322
RP11-713P17.4	0.12699
PTP4A2P2	0.0821391
RP11-700F16.2	0
RP11-700F16.3	0
GLB1L3	0
AP000859.4	0
GLB1L2	0.259452
B3GAT1	0.0123431
RP11-627G23.1	0
AP004550.1	0
RP11-469N6.3	0
RP11-469N6.2	0
RP11-469N6.1	0.101852
RP11-555G19.1	0.191459
RP11-555G19.2	0
AP005135.2	0
DDX11L8	0
FAM138D	0
IQSEC3	0.0318082
RP11-598F7.3	0
RP11-598F7.4	0
RP11-598F7.5	0
RP11-598F7.6	0
SLC6A12	0.0166928
RP11-283I3.1	0
RP11-283I3.2	0
SLC6A13	0.043347
RP11-283I3.4	0
B4GALNT3	0.0593871
NINJ2	1.59853
RP5-1154L15.2	0
RNU7-103P	0
RP5-1154L15.1	0
RP11-218M22.1	4.72176
RP11-218M22.2	0
RNU4ATAC16P	0
RP11-359B12.2	2.31471
HTR1DP1	0
RP5-951N9.1	0
RP5-951N9.2	0
LINC00942	0.319343
MIR3649	0
RP11-288K12.1	0.038957
RPS4XP14	0.264342
CACNA2D4	0.324353
LRTM2	0
RP5-1096D14.3	0
LINC00940	0
RP5-1096D14.6	0.0688407
CACNA1C-IT1	0
CACNA1C-IT2	0
RP1-53O8.2	0
CACNA1C-AS4	0
CACNA1C-IT3	0
CACNA1C-AS3	0
AC007618.3	0
CACNA1C-AS2	0.0736539
CACNA1C-AS1	0.271884
RP11-986G18.3	0
RP11-986G18.2	0
IQSEC3P1	0.0715874
RP11-885B4.2	0.0278293
RPL23AP14	0
CBX3P4	0.133168
RP4-816N1.7	0
RP4-816N1.6	0.389665
NRIP2	1.84331
RP4-816N1.8	0.630812
RP11-372B4.3	0.631694
RNU6-1315P	0
RP11-253E3.3	2.75888
RP11-253E3.1	1.45684
Metazoa_SRP	0
TSPAN9-IT1	0
RP11-543P15.3	0
RP5-1063M23.3	0.0632311
RP5-1063M23.2	0.0251597
RP11-476M19.2	0
PRMT8	0
RP11-476M19.3	0
RP11-476M19.1	0
CRACR2A	3.83024
RP3-488M23.3	0.636375
OTUD4P1	0.0444519
RP11-664D1.1	0
RP11-320N7.2	0
HSPA8P5	0.104118
RP11-320N7.1	0
CCND2-AS1	0.977373
CCND2-AS2	0.350441
RP11-264F23.1	0.301972
FGF23	0
FGF6	0
RP11-234B24.5	0
AKAP3	0.647313
RP11-500M8.6	0
RP11-500M8.4	0
RP11-234B24.2	0.0662506
GALNT8	0.0465226
RP11-234B24.4	0
RP3-377H17.2	0
RP11-429A20.3	0
KCNA1	0
RP3-377H17.3	0
RP11-429A20.2	0
KCNA5	0
RP11-319E16.1	0
RP11-1038A11.3	0
RP11-319E16.2	0
RP11-1038A11.2	0
RP11-1038A11.1	0
NTF3	0.0111647
ANO2	0.0105645
RP11-592H6.3	0
VWF	0.218357
RN7SL69P	0
RP3-454B23.1	0
Y_RNA	0
ATP5J2P5	0
PLEKHG6	0.234349
RN7SL391P	0
SCNN1A	1.114
RP1-102E24.8	2.05079
RP1-102E24.1	0.862513
RP1-102E24.9	0
CD27	1.72794
RP1-102E24.10	1.54844
RP1-102E24.6	0.0342464
SCARNA10	0
RP5-940J5.3	0.433969
RP5-940J5.8	0.532031
RP5-940J5.6	0.68065
SCARNA11	0
LPAR5	0.0834616
ACRBP	0.797707
RP4-761J14.8	0.858217
PIANP	2.51419
RNU6-781P	0
RP4-761J14.9	0.0707631
RP4-761J14.10	1.10781
LAG3	0.583982
RN7SL380P	0
CD4	0.577431
GPR162	1.77514
RPL13P5	3.00201
U47924.32	0.605427
U47924.31	2.85235
PTPN6	0.202629
U47924.27	0
MIR200C	0
MIR141	0
U47924.29	0
RP3-461F17.1	0
RP3-461F17.2	0
C1RL-AS1	4.63997
RNU6-485P	0
RBP5	4.37714
RP11-273B20.3	0
RP11-185H22.1	0
ACSM4	0.0355983
CD163L1	1.41981
RP11-157G21.2	1.41007
GAPDHP31	0
NIFKP3	0
RP11-444J21.2	0
RP11-444J21.5	0
RP11-444J21.4	0
RP11-444J21.6	0
APOBEC1	0
GDF3	0
DPPA3	0
CLEC4C	0
NANOGNB	0
Y_RNA	0
NANOG	0.0092606
Y_RNA	0
SLC2A14	0.0753377
Y_RNA	0
Metazoa_SRP	0
RP11-277J24.1	0
RP11-815D16.1	0
NANOGP1	0
RP11-277E18.2	0
Y_RNA	0
RP11-69M1.1	0
RP11-69M1.8	0
HSPD1P12	0
RP11-69M1.4	0
C3AR1	0.301497
RP11-69M1.6	0.771245
CLEC4A	1.02658
POU5F1P3	0.522996
GCSHP4	0
ZNF705A	0
FAM66C	0.811824
RP11-266K4.1	0
RP11-266K4.13	0.0978688
RP11-266K4.14	0.606948
FAM90A1	0.351092
ALG1L10P	0.300986
FAM86FP	2.58261
RP11-266K4.9	1.63212
ENPP7P5	0
LINC00937	0.0303787
RP11-113C12.4	0.145573
RP11-90D4.3	0
RP11-90D4.4	0
RPS3AP43	0.0677662
RP11-113C12.8	0
OR7E140P	0
OR7E148P	0
OR7E149P	0
CLEC6A	0
RP11-113C12.2	0.103984
RNU6-275P	0
CLEC4D	0
SUPT4H1P2	0
CLEC4E	0
RP11-561P12.5	0
Y_RNA	0
SCARNA11	0
AICDA	0
RP11-438L7.1	0
HADHAP2	0.0857749
RP11-20D14.3	0
RP11-20D14.4	0
RPSAP51	0
RP11-20D14.6	0.936676
A2ML1-AS2	0
A2ML1	0.227129
A2ML1-AS1	0
RP11-259O18.5	0.235815
KLRG1	0.832562
RP11-259O18.4	0
HNRNPA1P34	0
VDAC2P2	0
LINC00612	0.0644176
A2M-AS1	1.00815
KRT17P8	0
BTG1P1	0
PZP	0
TPT1P12	0
A2MP1	0
MIR1244-3	0
PTMAP4	0
LINC00987	0.0422921
RP11-118B22.4	0
RP11-22B23.1	2.91857
SNORA75	0
RP11-22B23.2	0
RP13-735L24.1	0.0303657
RP11-599J14.2	0.453729
CTD-2318O12.1	0.0939333
DDX12P	1.84204
SNORA75	0
RP11-726G1.1	0.101963
RP11-525E9.1	0
KLRB1	0
RP11-705C15.2	4.76017
RNU6-700P	0
GOT2P3	0
RP11-705C15.4	0
RP11-705C15.3	2.5534
CLEC2D	2.52661
RP11-75L1.1	0
CLECL1	0
CD69	0.0271506
RP11-75L1.6	0
KLRF1	0.147869
RP11-290C10.1	0
KLRF2	0
CLEC2A	0
AC091814.2	0
AC091814.3	0
CLEC12A	0.051427
CLEC1B	0
CLEC12B	0
RP11-133L14.5	0
CLEC9A	0
RP11-133L14.2	0
CLEC1A	0.0576157
RN7SKP161	0
HNRNPABP1	0
CLEC7A	0.0110911
OLR1	1.4491
TMEM52B	0.079744
KLRD1	0.0424958
RP11-277P12.10	0
RP11-277P12.9	0
RP11-277P12.20	0.189224
KLRK1	0.689638
KLRC4	0.0588674
KLRC3	0.0722554
KLRC2	0.0765191
KLRC1	0
EIF2S3L	0.538222
SLC25A39P2	0
RP11-291B21.2	0
KLRA1P	3.49862
STYK1	0.343261
RP13-81N3.2	0
HSPE1P12	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
PRH1	1.37785
TAS2R10	0.541986
RP11-144O23.8	0.252829
PRR4	2.80605
TAS2R12	0.0494499
TAS2R13	0.0170319
PRH2	0.0411487
TAS2R14	2.30016
TAS2R15P	0.696496
TAS2R50	0.068312
TAS2R20	2.11007
TAS2R19	0.723944
TAS2R31	0.827284
TAS2R63P	0.0557615
TAS2R46	0.12071
TAS2R64P	0.117852
TAS2R43	0.085997
RP11-673D15.7	0
TAS2R30	0.0384354
TAS2R18	0.0886664
RP11-785H5.2	0
TAS2R42	0
RP11-144O23.22	0
RP11-711K1.8	0
PRB3	0
PRB4	0
PRB1	0
PRB2	0
RP11-711K1.7	0
HIGD1AP8	0
RP11-434C1.4	0
RP11-434C1.5	0
DDX55P1	0.055783
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	0.438448
BCL2L14	0.0143978
RP11-267J23.4	1.06952
MIR1244-4	0
RP11-267J23.1	0.0673215
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
MANSC1	3.01699
RPL23AP66	0
LOH12CR2	1.5539
RP11-253I19.4	0
DUSP16	4.96784
RP11-253I19.3	0.280488
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.6	0.208154
GPR19	0.346919
RP11-180M15.3	0
RP11-180M15.7	2.79862
RP11-180M15.4	0
APOLD1	3.04557
MIR613	0
STX8P1	0
DDX47	0.631051
RP11-59H1.1	0
RP11-392P7.1	0.38997
RPL13AP20	3.64148
RP11-392P7.6	0.758513
GPRC5D	0.224244
RP11-392P7.7	0
SNORD88	0
RP11-377D9.3	0.110331
RP11-377D9.1	0
GSG1	0.851765
LINC01559	0.0348226
GRIN2B	0.00761008
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
PLBD1	1.5515
RP11-502N13.2	0
RN7SKP134	0
GUCY2C	0.0111492
PLBD1-AS1	0
RP11-174G6.1	0
RP11-174G6.5	0.839165
HIST4H4	0.704838
C12orf60	1.1557
SMCO3	0.975168
ART4	0.0253614
RP11-233G1.4	0
ERP27	0.0753043
PDE6H	0
LINC01489	0
RERG	0.0933449
RERG-IT1	0
RERG-AS1	0
METTL8P1	0
PTPRO	0.499184
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0.0994126
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0.0515126
SLC15A5	0.0163736
SUPT16HP1	0.281996
RP11-424M22.1	0.0575039
LMO3	1.96762
RP11-424M22.3	0.411878
RP11-239A17.1	0.276604
RP11-69C13.1	0
RP11-1018J11.1	0.131961
EEF1A1P16	0.240254
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
RERGL	0.0680136
PIK3C2G	0
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0
PSMC1P9	0.0309715
RP11-361I14.2	0
CAPZA3	0
RPL7P6	0.199082
MEF2BNBP1	0
RP11-282K24.3	0.035109
RN7SL459P	0
RN7SL67P	0
PDCD5P1	0.286221
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	1.48458
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0
RP11-405A12.1	0.0575129
RP11-664H17.1	0
CTC-465D4.1	0
RP11-284H19.1	0
PDE3A	1.20246
UBE2L2	0
RP11-424C20.2	1.56249
SLCO1C1	0
SLCO1B3	0
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
SLCO1A2	0
IAPP	0
ELOCP31	0.0883885
SPX	1.64822
GYS2	0.0828054
RP11-59N23.3	0
RP11-59N23.1	0
RP11-729I10.2	0.100478
RP11-729I10.3	0.308777
RP11-547L9.1	0
ST8SIA1	0.124968
RP11-49G2.3	0
RP11-49G2.4	0
RP11-73M14.1	0
RP11-359J14.2	3.06456
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	0
RP11-268P4.4	0
RP11-268P4.6	0
RP11-114G22.1	0.0137024
RPS27P22	0
RP11-449P1.1	0
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	0.184326
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0.0564861
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
RP11-625L16.3	0
RP11-662I13.3	0.14235
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
LRMP	0.0159629
CENPUP2	0
RP11-713N11.4	0
RP11-713N11.6	0
CASC1	0.144148
RP11-295I5.3	0.945633
RP11-295I5.4	0.0888977
RP11-707G18.1	0.769099
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0.0485444
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0.0238958
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
BHLHE41	1.60916
RP11-283G6.3	0.214075
SSPN	2.93608
RP11-283G6.4	0
RP11-283G6.5	0
RP11-283G6.6	0
RP11-612B6.1	0
RP11-513G19.1	0.0876052
RP11-612B6.2	0
RNA5SP354	0
RP11-666F17.1	0
RP11-666F17.2	0
C12orf71	0.157503
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.458391
ARNTL2-AS1	0
SMCO2	0.214818
RARSP1	0
RP11-709A23.1	0.0361296
RP11-709A23.2	0
RP11-1060J15.3	0
RP11-1060J15.4	0.203326
REP15	1.06408
RP11-1060J15.9	0.865972
RP11-1060J15.5	0.120735
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.0866406
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	0.267233
RP11-993B23.3	0
RP11-967K21.1	1.26742
RP11-967K21.2	0
RP11-425D17.1	0.184222
RP11-425D17.2	0.0735629
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0.0902832
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0
RP11-946L16.2	0
RP11-996F15.4	0.745193
RP11-996F15.2	1.00009
RP11-996F15.5	1.39686
RP11-996F15.6	2.29216
OVCH1-AS1	0.0332698
OVCH1	0.274624
RP11-310I24.1	0
RPL21P99	0
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.113671
RP11-77I22.4	0
TSPAN11	0.347843
RP11-551L14.4	0.0292466
RP11-551L14.8	0
DDX11-AS1	0.325458
SNORA75	0
RP11-551L14.7	0
OVOS2	0.0231702
RP11-627K11.5	0
RP11-627K11.1	1.52293
MREGP1	0
RP11-627K11.6	0
RP11-627K11.3	0
FLJ13224	0.15453
RP11-771K4.1	0
U6	0
DENND5B	4.89574
RNU6-618P	0
RP11-771K4.3	0.255164
RP11-820K3.3	0
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.103029
RNU5F-4P	0
RPL31P50	0
AK4P3	0.187327
ETFBKMT	2.02317
AMN1	3.32086
STMN1P1	0.0682962
RP11-467L13.7	1.40871
RP11-467L13.4	0
RP11-467L13.5	0.861923
H3F3C	0.372266
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0
RP11-428G5.7	0
RP11-50I19.2	0.198114
RP11-50I19.1	0
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
BICD1	4.92468
RP11-843B15.4	0.632221
RP11-956A19.1	0
RP11-817I4.1	2.13351
RP11-817I4.2	0.904175
Y_RNA	0
RNU6-494P	0
RP11-278C7.2	0
Y_RNA	0
RP11-278C7.4	1.83213
RP11-278C7.1	3.22668
RP11-278C7.3	1.36007
RP11-278C7.5	4.07492
PKP2	0.102351
RP11-8P13.5	0
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0
RP11-438D14.2	0
RP11-438D14.3	0
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.234357
ALG10	3.97587
RP11-847H18.3	0.12958
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0
RNA5SP357	0
DUX4L27	0
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	3.2526
RP11-804F13.2	0
RP11-804F13.1	0
RP11-396F22.1	0.577972
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0
RP11-421H10.2	0
KIF21A	3.73916
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	0.0536206
C12orf40	0
SLC2A13	4.4903
SNORA22	0
RPL30P13	0
RP11-476D10.1	0
AC079630.2	0
AC079630.4	0.491977
LRRK2	3.8992
AC084290.2	0
MUC19	0.0198779
RP11-115F18.1	0
RNU6-713P	0
CNTN1	0.510549
RP11-367O10.1	0
RP11-385G16.1	0
PDZRN4	0.0193068
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
YAF2	4.21959
RP11-76E16.2	0.0834945
MIR7851	0.38393
SNORA74	0
RP11-351C21.2	1.70307
RNU6-249P	0
RP11-328C8.2	0.205646
Y_RNA	0
PRICKLE1	2.07167
RP11-328C8.4	0.0763759
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0
RP11-25I15.3	0
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.117689
RP11-210N13.1	0.578182
TMEM117	4.8173
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0.124426
RP11-499A10.3	0
NELL2	0.0320026
Y_RNA	0
DBX2	0
RP11-478B9.1	0
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	2.93798
RP11-139E19.2	0
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0
U6	0
RP11-352M15.2	2.87336
RP11-19E18.2	0
RN7SL246P	0
KNOP1P2	0.0440713
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.455168
RP11-96H19.1	1.99626
RP11-474P2.4	0.5047
RP11-474P2.6	0.64519
