Name	Esophagus - Mucosa
CASC23	0
TUB	4.04464
RP11-236J17.6	0
TUB-AS1	0
RP11-236J17.7	0
RIC3	4.60316
RP11-379P15.1	0
LMO1	0.0748691
STK33	0.479815
SCARNA20	0
RP11-152H18.4	0.109602
SNORA3A	0
SNORA3B	3.09804
RP11-318C2.1	0.0464052
RNA5SP330	0
Y_RNA	0
C11orf16	0.0282076
ASCL3	0
Y_RNA	0
TMEM9B-AS1	2.87091
NRIP3	0.455147
RP11-467K18.2	0
SCUBE2	2.58821
MIR5691	0
KRT8P41	0
RP11-5L12.1	0
Metazoa_SRP	0
PRR13P2	0.091314
SNORA23	0.298865
CTD-2371O3.2	0.415577
CTD-2371O3.3	3.30305
snoU13	0.545616
RPL23AP65	1.11422
RP11-16F15.4	0
RP11-16F15.2	0.26501
RN7SKP50	0
RP11-540A21.2	0.266147
SBF2-AS1	1.90098
RP11-1H15.2	0.0752707
RNU7-28P	0
RP11-1H15.1	0.103897
RP11-748C4.1	0
RP11-351I24.3	0
RP11-351I24.1	0.375758
RNU6ATAC33P	0
MTRNR2L8	1.50592
MRVI1-AS1	0.448237
Y_RNA	0
RP11-685M7.5	0
RP11-685M7.3	0.283457
CTD-2003C8.2	0.120194
RP11-179A10.1	0.180635
RP11-179A10.2	0
RP11-179A10.3	0
MTND5P21	0
CTD-3224I3.3	0
CSNK2A3	0.249992
RP11-483L5.1	0.317468
MIR4299	0
RP11-756D7.2	0
RP11-756D7.1	0
MIR8070	0
CTD-2381F24.1	0
RP13-631K18.2	0
RP13-631K18.3	0
RP13-631K18.5	0
MICAL2	3.90949
MIR6124	0
MICALCL	0.514761
RP11-573E11.2	0
RP11-51B23.3	0.516887
RP11-47J17.3	0
RP11-47J17.1	0
SCARNA16	0
RP11-47J17.2	0
CTC-497E21.3	1.24179
CTC-497E21.5	0
RP11-413N13.1	0
RN7SKP151	0
RP11-15D14.1	0
RP11-15D14.2	0
PTH	0
HMGN2P36	0
FAR1-IT1	0
RPL39P26	0
Y_RNA	0
CENPUP1	0
RP11-23B7.4	0
RP11-98J9.1	0
RP11-98J9.2	0
RP11-98J9.3	0
RNA5SP331	0
RP11-231N3.1	0
RNA5SP332	0
RP11-21L19.1	0
RP11-140L24.3	0
RNU7-49P	0
PDE3B	0.960893
RP11-677N16.1	0
CALCB	0.0133336
CALCP	0
CALCA	0.0197446
OR7E41P	0
INSC	0.275449
snoMBII-202	0
RP11-531H8.1	0
RP11-531H8.2	0
RP11-396O20.1	0
RP11-396O20.2	0
RP11-222N13.1	0
SOX6	1.90832
CTD-3096P4.1	0
AKR1B1P3	0
RN7SL188P	0
RN7SKP90	0
SNORD14A	2.41729
SNORD14B	2.05428
RNU6-593P	0
CTD-3236F5.1	0.127059
RP11-452G18.1	0
NCR3LG1	1.126
RP1-239B22.5	1.80372
KCNJ11	0.965794
ABCC8	0.12661
SDHCP4	0
USH1C	0.0310739
OTOG	0
RP11-358H18.3	0
RP11-358H18.2	0
MYOD1	0
KCNC1	0.0385924
TPH1	0.296082
HIGD1AP5	0
SAA3P	0
MRGPRX3	0.300719
RP11-113D6.6	0
RP11-113D6.3	0
MRGPRX4	0
GLTPP1	0
RP11-113D6.9	0
RP11-113D6.10	0
SAA4	0.323243
SAA2	1.22159
RNA5SP333	0
ST13P5	0.375349
RNA5SP334	0
MIR3159	0
AC084117.3	0.975372
LDHC	0.0441241
RP11-613F22.7	0
LDHAL6A	0.0777785
YWHABP2	0.425387
RP11-613F22.8	0.171362
RP11-613F22.6	0.243885
Metazoa_SRP	0.0874246
SPTY2D1-AS1	1.32879
RP11-504G3.4	0.495706
RP11-504G3.2	1.06413
RP11-137N23.1	0.0883211
TMEM86A	1.98319
IGSF22	0.199413
RP11-1081L13.4	1.0239
PTPN5	0.295325
RP11-1081L13.5	0
RP11-583F24.7	0
RP11-1081L13.3	0
RP11-583F24.6	0
RP11-583F24.5	0
MRGPRX1	0
RP11-583F24.8	0
RP11-583F24.4	0
RP11-583F24.3	0
RP11-589F4.2	0
MRGPRX2	0.0828166
CSRP3	0.114364
RP11-428C19.4	0.0990885
PCNAP4	0
RP11-428C19.5	0.13681
NAV2-IT1	0
RNA5SP335	0
NAV2-AS5	0
NAV2-AS4	0
MIR4486	0
SNORA1	0
RP11-359E10.1	0.372202
MIR4694	0
NAV2-AS3	0
NAV2-AS2	0
RP11-371I20.2	0.0624992
DBX1	0
HMGB1P40	0
SLC6A5	0
NELL1	0.0770018
RP11-701I24.3	0
RNA5SP336	0
RP11-670N15.2	0
RP11-670N15.1	0
CTD-2302A16.2	0
RNA5SP337	0
CTD-2019O4.1	0
ANO5	0.393519
CTD-3064C13.1	0
CTD-2140G10.2	0
SLC17A6	0
CTD-2140G10.4	0
LINC01495	0
RP11-34N19.1	0
FANCF	4.57053
GAS2	0.405075
RNA5SP338	0
RP11-17A1.3	0.0395827
CCDC179	0
RP11-266A24.1	0.0499552
RP11-787P24.4	0
WIZP1	0
MIR8054	0
RP11-787P24.2	0
THAP12P4	0
RP11-713P14.1	0
RP11-945A11.1	0
RP11-945A11.2	0
RNU6-783P	0
RP11-747E23.1	0
RP11-2F20.1	0
Y_RNA	0
LUZP2	0.104783
CTC-830E23.1	0
RP11-54J7.2	0
RPL36AP40	0
RP11-46P12.1	0
RP11-405K6.1	0
RP11-20J1.1	0
RP11-336F14.1	0
CTD-2507G9.1	0
RP11-430L3.1	0
ANO3	0.0153206
RP11-485O14.1	0
SLC5A12	0.0122275
BBOX1-AS1	0.385784
CCDC34	4.75671
RP11-159H22.2	0.127932
RP11-159H22.1	0
BDNF-AS	0.871048
MIR8087	0
RNA5SP339	0
RP11-587D21.1	0.911052
LINC00678	0
BDNF	0.394834
RP11-587D21.4	0
CBX3P1	0
HSP90AA2P	0.303743
RP11-406D1.2	0
KIF18A	2.13896
MIR610	0
METTL15	2.88228
RP11-797J4.1	0
RN7SKP158	0
AC104978.1	0
MIR8068	0
RP11-22P4.2	0.0331984
RP11-960D24.1	0
RP11-115J23.1	0
OR2BH1P	0
RP11-466I1.1	0
CTD-2063L20.1	0
RP11-460B17.3	0
RP11-460B17.1	0
RP11-460B17.2	0
CTD-3012A18.1	0
RP5-1027O15.1	0
HNRNPRP2	0
CTD-3138F19.1	0
RN7SL240P	0
RPL7AP58	0
LINC01616	0
KCNA4	0
RP11-624D11.2	0
RP4-562D20.2	0
FSHB	0
RPL12P30	0
MPPED2	0.431339
RP4-710M3.2	0
RP5-1024C24.1	0
DCDC1	0.00727022
CYCSP25	0
RP1-296L11.1	0
DNAJC24	2.47786
IMMP1L	3.82384
ELP4	1.65842
Z83001.1	0
PAX6	0.00850779
PAUPAR	0
RP1-17K7.2	0
RP1-17K7.3	0
RP1-17K7.1	0
U3	0
EIF4A2P5	0
THEM7P	0
RP1-65P5.5	0
WT1	0.0114358
WT1-AS	0
WT1-AS_2	0
HNRNPA3P9	0.817556
CCDC73	0.0324753
RP1-181J22.1	0.164296
Y_RNA	0
TCP11L1	2.95287
PIGCP1	4.29379
CSTF3-AS1	0
Y_RNA	0
Y_RNA	0
RP1-89D4.1	0.523591
RP1-130L23.1	0
RP1-305G21.1	0
KIAA1549L	0.975781
RP4-541C22.5	2.29831
C11orf91	1.30754
FBXO3-AS1	0
RP11-646J21.6	0
RP11-646J21.7	0
RP11-646J21.3	0
RP11-646J21.4	0
RP11-646J21.2	0
RP13-786C16.1	0
ABTB2	3.92798
Y_RNA	0
RP1-145M24.1	0
RP1-53C18.3	0
CIR1P3	0
ELF5	0.612938
RP4-594L9.2	0
RP11-350D17.2	0
RP11-350D17.3	1.71847
RP4-743O11.1	0
APIP	4.87795
MIR1343	0
RP4-607I7.1	0.337778
RP1-68D18.2	1.65353
SLC1A2	0.10922
RP1-68D18.3	0
AC090625.1	0
RP4-683L5.1	0
PAMR1	3.55505
RP5-945I17.2	0
RP1-276E15.1	0
KRT18P14	0
RP11-698N11.2	0
RP5-916O11.3	0
RP5-916O11.2	0
RPL12P31	0
MIR3973	0
RP11-1110F20.1	0.0294701
PRR5L	0.826231
RP11-514F3.4	0
RP11-514F3.5	0
RP11-219O3.2	0
RP11-545D22.1	0.211985
RAG1	0.162295
RAG2	0
CTD-2119L1.1	0
SNORA31	0
RPL7AP56	0
RP11-159D8.1	0
RP11-159D8.2	0
LRRC6P1	0
RP11-63D14.1	0
RP11-277K23.1	0
LINC01493	0
RP11-313M3.1	0
RNU6-99P	0
RP11-810F22.1	0
RP11-40H19.1	0
RP11-454H19.2	0.0138926
LRRC4C	0.111951
Y_RNA	0
RP11-407P18.1	0
RNU6-365P	0
RP11-63C8.1	0
RP11-124G5.3	0
RP11-124G5.1	0
RP11-124G5.2	0
LINC01499	0
RP11-375D13.1	0
RP11-375D13.4	0
RP11-375D13.3	0
RP11-148I19.1	0
CTD-2572N17.1	0
CTD-2537L20.1	0
RP11-111A24.2	0
RP11-111A24.1	0
HNRNPKP3	0
RP11-484D2.2	0.252403
Y_RNA	0
RP11-484D2.5	0.0818995
RP11-484D2.4	0.687801
RN7SKP287	0.772451
RP11-484D2.3	0.579371
CTBP2P6	0
RP11-472I20.3	0
MIR670	0
MIR670HG	0
MIR129-2	0
RPL23AP63	0
PHBP2	0
RP11-613D13.5	0.489016
SEC14L1P1	0.809195
ALKBH3-AS1	0.241289
RP11-613D13.4	0.0403275
RP11-613D13.8	0.315373
ACCSL	0
CTD-2609K8.3	0.188057
ALX4	0.0179701
RP11-58K22.1	0
RP11-58K22.2	0
RP11-58K22.5	0.139653
RP11-58K22.4	0.0914765
RPL34P22	0.273877
RP11-244C20.2	0
RP11-45A12.1	0
RP11-45A12.2	0
AC068858.1	0
PRDM11	2.5223
CTD-2560E9.3	0.0842184
SYT13	0.0212976
CTD-2560E9.5	0
RP11-430H10.1	0.16622
RP11-430H10.2	0.0103921
RP11-430H10.4	0
RP11-430H10.3	0
RP11-958J22.1	0
RP11-958J22.2	0
RP11-958J22.3	0
CHST1	1.15279
RP11-495O11.1	0
MIR7154	0
CTD-2210P24.1	0
CTD-2210P24.2	0
CTD-2210P24.3	0
DKFZp779M0652	0.750402
CTD-2210P24.6	0
MAPK8IP1	2.24396
C11orf94	0.197162
RP11-702F3.1	0
RP11-702F3.3	0
RP11-702F3.2	0
RP11-702F3.4	0
CTD-2589M5.5	0.0477149
CTD-2589M5.4	0
CREB3L1	2.13868
MIR4688	0
CHRM4	0.0704868
MIR3160-1	0
HARBI1	2.55613
F2	0.0599814
MIR5582	0
SNORD67	0
SNORD67	0
LRP4-AS1	0.266099
LRP4	3.86245
CTD-2384B9.1	0
RP11-390K5.3	0
MIR6745	0.404426
RP11-390K5.1	0.637384
RP11-17G12.2	0.486472
RP11-17G12.3	0.0683997
RP11-125F14.2	0
MYBPC3	0.207436
RP11-750H9.5	0.88465
MIR4487	0
RAPSN	0.239284
RP11-750H9.7	0
RN7SL652P	0
RNU5E-10P	0
FAM180B	0.104318
C1QTNF4	0.6067
AGBL2	0.392598
Y_RNA	3.18984
RP11-692M12.5	0
RNA5SP340	0
Y_RNA	0
YPEL5P2	0.119638
RP11-793I11.1	0
PTPRJ	1.52677
PTPRJ-AS1	0
MIR3161	0
OR4B1	0
OR4B2P	0
OR4X2	0
OR4X1	0
OR4S1	0
OR4C3	0
OR4C4P	0
OR4C5	0
OR4C2P	0
OR4C10P	0
OR4C9P	0
OR4R1P	0
OR4A47	0
OR4A48P	0
OR4A46P	0
OR4A40P	0
OR4A43P	0
OR4A45P	0
OR4A41P	0
OR4A42P	0
OR4A44P	0
RP11-56P9.5	0
RP11-56P9.10	0
RP11-56P9.6	0
RP11-56P9.4	0
TRIM51CP	0
RP11-56P9.8	0
TRIM51GP	0
TRIM53CP	0
RP11-56P9.11	0
TRIM49B	0
TRIM64C	0
CTD-2132H18.5	0
CTD-2132H18.3	0
UBTFL7	0
RP11-107P7.1	0
RP11-107P7.6	0
RP11-107P7.2	0
TRIM77BP	0
UBTFL9	0
FOLH1	1.03005
CTD-2026G22.1	0
TYRL	0
CBX3P8	0
RP11-61N20.3	0.102421
RP11-707M1.1	0
RP11-707M1.7	0
RP11-707M1.9	0
TRIM51FP	0
RP11-163O19.16	0
RP11-163O19.1	0
RP11-163O19.11	0
RP11-163O19.10	0
TRIM51DP	0
RP11-163O19.3	0
RP11-163O19.8	0
OR4A1P	0
OR4A49P	0
OR4A18P	0
OR4A19P	0
OR4R3P	0
OR4C13	0
OR4C12	0
OR4C48P	0
OR4C45	0
OR4C49P	0
GTF2IP11	0
RP11-347H15.1	0
RP11-347H15.6	0
RP11-347H15.2	0
RP11-347H15.5	0
RP11-347H15.3	0
RP11-347H15.4	0
RP11-574M7.1	0
RP11-574M7.2	0
OR4C50P	0
OR4C46	0
OR4C7P	0
OR4R2P	0
OR4A4P	0
OR4A3P	0
OR4A2P	0
OR4A8	0
OR4A7P	0
OR4A5	0
OR4A6P	0
TRIM48	0
RP11-72M10.2	0
RP11-72M10.4	0
RP11-72M10.8	0
RP11-72M10.7	0
TRIM51HP	0
RP11-72M10.5	0
OR4A11P	0
OR4A12P	0
OR4A16	0
OR4A15	0
OR4A9P	0
OR4X7P	0
RP11-131J4.12	0
OR4A10P	0
OR4A17P	0
OR4A13P	0
OR4A50P	0
OR4A14P	0
OR4A21P	0
OR4C1P	0
OR4C14P	0
OR4C15	0
OR4C16	0
OR4C11	0
OR4P4	0
OR4S2	0
OR4C6	0
OR4V1P	0
OR4P1P	0
RP11-674C21.9	0
OR5D2P	0
OR5D3P	0
OR5D17P	0
OR5D13	0
OR5D15P	0
OR5D14	0
OR5L1	0
OR5D18	0
OR5L2	0
OR5D16	0
OR9M1P	0
RP11-738O11.9	0
RP11-738O11.12	0
RP11-738O11.13	0
TRIM51	0
OR5W1P	0
OR5W2	0
OR5I1	0
OR10AF1P	0
OR10AK1P	0
OR10AG1	0
OR7E5P	0
OR5F1	0
OR5F2P	0
OR5AS1	0
OR5AQ1P	0
OR5J1P	0
OR5BE1P	0
OR8I2	0
OR8I4P	0
OR8H2	0
OR5BN2P	0
OR8H3	0
OR5BN1P	0
OR8J3	0
OR8K4P	0
OR8K5	0
OR5J7P	0
OR5J2	0
OR8V1P	0
RP11-444K7.8	0
OR8J2	0
OR5T2	0
OR5T3	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0.062302
OR8J1	0
OR8U1	0
OR8L1P	0
OR5AL2P	0
OR5AL1	0
OR5R1	0
OR5M4P	0
OR5M9	0
OR5M3	0
OR5M2P	0
OR5M8	0
CTD-3051L14.13	0
OR5M7P	0
CTD-3051L14.14	0
OR5M6P	0
OR5M5P	0
OR5M11	0
OR5M10	0
OR5M13P	0
OR5M1	0
OR5AM1P	0
OR5M12P	0
OR5AP1P	0
OR5AP2	0
OR5AR1	0
OR2AH1P	0
RP11-59K5.1	0
OR9G1	0
RP11-100N3.2	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
OR5G5P	0
OR5G3	0
AP000479.1	0
FADS2P1	0
OR5AK3P	0
OR5AK2	0
OR5AK1P	0
OR5BQ1P	0
OR5AK4P	0
OR5AO1P	0
OR5BP1P	0
LRRC55	0.0524654
APLNR	2.1275
RP11-872D17.4	0
P2RX3	0
PRG3	0
PRG2	1.97202
RNA5SP341	0
RN7SKP259	0
RTN4RL2	1.33403
SLC43A1	4.78396
RN7SL605P	0.137553
SMTNL1	0.263885
RPS4XP13	0.204263
AP000662.4	0.166986
MIR130A	0
YPEL4	0.96808
AP000662.9	0.198191
BTBD18	0.0627517
OR5BA1P	0.466827
RP11-734C14.2	0
OR5AZ1P	0
OR5BD1P	0
CYCSP26	0
OR9Q1	0
RNU6-899P	0
OR6Q1	0
VN2R9P	0
RP11-659P15.1	0
RP11-659P15.2	0
OR9L1P	0
OR9I3P	0
OR9I1	0
OR9I2P	0
OR5BL1P	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
EIF4A2P3	0
OR10W1	0
OR10Q2P	0
OR5BC1P	0
OR5B19P	0
OR5B10P	0
AP000435.3	0
OR5B17	0
OR5B1P	0
OR5B15P	0
OR5B3	0
OR5B2	0
OR5B12	0
RP11-655C2.3	0.0440268
OR5B21	0
LPXN	4.75865
CMB9-55A18.1	0.547429
CNTF	0.780573
AP001350.4	0.593299
GLYAT	0
AP000445.1	0
AP000445.2	0
TMA16P1	0
GLYATL2	0.246949
GLYATL1P2	0
GLYATL1	0.0745159
RP11-780O24.2	0
RP11-142C4.6	0.0714523
RP11-142C4.4	0.056622
GLYATL1P1	0
RP11-142C4.5	0
GLYATL1P4	0
GLYATL1P3	0
FAM111B	4.28921
AP001258.4	2.26314
AP001258.5	0
MPEG1	2.80839
RN7SL42P	0
WARSP1	0
SLC25A47P1	0
RP11-1036E20.9	0
RP11-1036E20.7	0
RN7SL435P	0
OR5AN2P	0
OR5BR1P	0
OR5AN1	0
OR5BB1P	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D8P	0
OR4D11	0
OR4D9	0
OR4D7P	0
AP000442.4	0.100832
MIR3162	0
AP000442.1	2.23749
AP000640.2	0
RN7SKP192	0
OR10V1	0
OR10Y1P	0
OR10V3P	0
OR10V2P	0
AP000640.10	0.307681
GIF	0.0835747
SRD5A3P1	0
OOSP1	0
RP11-736I10.1	0
OOSP2	0
MS4A3	0
RP11-736I10.2	0
MS4A2	1.87179
AP001257.1	0
MS4A4E	1.28127
MIR6503	0
MS4A4A	1.87861
MS4A6E	0
MS4A7	2.79915
MS4A14	0.831528
MS4A5	0
MS4A1	1.43162
MS4A12	0
MS4A13	0
RP11-448N3.1	0
LINC00301	0
MS4A8	0
MS4A18	0
MS4A15	0
MS4A10	0
RP11-804A23.1	0
RP11-804A23.2	0
RP11-804A23.4	0
PTGDR2	1.10866
ZP1	0.116706
RP11-881M11.2	0.136977
RP11-881M11.1	0
RP11-881M11.4	0.235912
CD6	1.80401
RNU6-933P	0
RP11-881M11.8	0
CD5	1.06856
AP000437.3	0.181074
PGA3	0.164183
PGA4	0
PGA5	0.301627
VWCE	0.699273
RP11-286N22.14	1.07225
RP11-286N22.6	0.0936398
RP11-286N22.8	0.171535
RN7SL23P	0.703463
PPP1R32	2.04776
RP11-286N22.10	0
MIR4488	0
LRRC10B	0.467559
SYT7	3.3706
RP11-286N22.16	0.405493
RP11-794G24.1	0.255133
RP11-855O10.2	0.0449287
RPLP0P2	0.111851
RP11-855O10.3	0
DKFZP434K028	0
MYRF	2.46908
FADS1	2.32353
MIR6746	0
RNU6-1243P	0
BEST1	4.32172
RP11-810P12.7	0.641927
RP11-810P12.1	0
RP11-810P12.6	0
RP11-810P12.5	0
EEF1DP8	0
SCGB1D1	0
SCGB2A1	0.319004
RP11-703H8.9	0
SCGB1D2	0.229817
SCGB2A2	0.0852508
SCGB1D4	0
NPM1P35	0
RP11-703H8.7	0
ASRGL1	0.848937
RCC2P6	0.0409122
CTD-2531D15.5	0
SCGB1A1	2.40038
CTD-2531D15.4	0.129664
RP11-864I4.3	0.412072
RP11-864I4.4	0.0963656
MIR6747	0
RP11-831H9.3	0
METTL12	3.77608
LBHD1	4.38915
GNG3	0.469579
ZBTB3	2.5231
RP11-727F15.11	0.367001
RP11-727F15.12	2.94375
MIR6748	0
MIR6514	0
RP11-727F15.13	0.847587
RNU6-118P	0
RP11-727F15.9	0.870031
RP11-727F15.14	0.157143
SNORD30	0
SNORD28	0
SNORD27	0
SNORD26	0
CHRM1	0.0494328
AP000438.2	0.138366
RN7SL259P	0
SLC22A6	0
SLC22A8	0
RP11-959F10.4	0
RP11-959F10.5	0
SLC22A24	0
RPL29P22	0
SLC22A10	0.0158486
SLC22A25	0.0896386
RP11-959F10.6	0
CCND2P1	0.0867546
AP000438.4	0
SLC22A9	0
HRASLS5	0.486104
CMB9-14B22.1	0
LGALS12	0.0725912
HRASLS2	0.484859
PLA2G16	4.01069
RP11-697H9.3	0
IMMP1LP1	0.438522
RP11-697H9.2	0
RP11-697H9.5	0
RN7SL596P	0
RP11-466C23.5	0.4335
RNU6-1306P	0
RCOR2	0.482362
RNU6-45P	0
RP11-21A7A.2	0.102653
RP11-21A7A.4	0.0596292
FLRT1	1.26013
RP11-21A7A.3	0
RP11-783K16.14	3.29115
RP11-783K16.13	2.95941
KCNK4	0.0564597
Y_RNA	0
TEX40	0.482725
AP003774.1	0.225697
MIR7155	0
MIR1237	0
AP003774.6	0
AP003774.5	0
AP003774.4	0.0699454
AP005273.1	0
AP006288.1	0
SLC22A11	0.00913113
SLC22A12	0
NRXN2	0.249656
AP001092.4	0
PYGM	2.45579
AP001462.6	0.992497
MAP4K2	4.18818
AP001187.11	0
MIR194-2HG	0.0315121
MIR6750	0
MIR6749	0
GPHA2	0.0385416
MAJIN	0.0261249
BATF2	0.832936
MIR6879	0
AP000436.4	0.0973308
NAALADL1	1.85119
TMEM262	0.052272
AP003068.9	0
RP11-399J13.2	1.2589
MIR6751	0
HIGD1AP10	0
RNU2-23P	0
PDCL2P2	0
SPDYC	0
PGAM1P8	1.81677
AP003068.23	4.73233
SLC22A20	1.60492
TIGD3	0.345215
RP11-867O8.5	0
SLC25A45	3.05378
mascRNA-menRNA	0
CMB9-22P13.1	1.95959
CMB9-22P13.2	0
SNRPGP19	0
RP11-856B14.10	0
SSSCA1-AS1	2.88103
MIR4690	0
MIR4489	0
RN7SL309P	0
KRT8P26	0.173182
RP11-770G2.2	0.300377
OVOL1-AS1	1.87034
SNX32	0.353815
CTSW	1.74845
TSGA10IP	0.0334684
RP11-1167A19.6	0
CATSPER1	0.0990209
GAL3ST3	0.0193523
RP11-1167A19.2	1.57231
RP11-755F10.1	1.95829
RP11-755F10.3	4.50509
RP11-867G23.1	1.52999
RP11-867G23.2	0
RP11-867G23.3	0.83021
CNIH2	1.27373
TMEM151A	0.0590115
RP11-867G23.13	0
RP11-867G23.12	0
RP11-867G23.8	1.17007
Metazoa_SRP	0
BRD9P1	0
RNU1-84P	0
RP11-867G23.10	0.664293
NPAS4	0.330099
SNORA43	0
CTD-3074O7.7	0
CTD-3074O7.5	1.4317
ACTN3	0.10812
CTD-3074O7.2	0
CCDC87	0.155213
RNU4-39P	0
RN7SL12P	0.680964
C1QBPP2	0.348917
FTLP6	0
RNU7-23P	0
MIR3163	0
C11orf86	0
SYT12	0.45059
MIR6860	0
RP11-157K17.5	0.204745
CTC-1337H24.3	0.323021
RN7SKP239	0.535628
CLCF1	4.71478
CTC-1337H24.4	1.72194
RNU6-1238P	0
CARNS1	0.83331
GPR152	0
CABP4	0.331543
MIR6752	0
CABP2	0
RP11-715F10.6	0
C11orf72	0.032045
RP11-655M14.12	0
DOC2GP	1.27122
TBX10	0.0336853
ACY3	0.435235
AP003385.2	0
RPL37P2	1.48559
UNC93B5	0
OR7E145P	0
OR7E11P	0
RP11-655M14.14	0
RP11-655M14.4	0
ALG1L8P	0
FAM86C2P	2.63407
ENPP7P7	0
RP11-119D9.4	0
RP11-119D9.1	0.0286314
RNU6-46P	0
RPS3AP40	0
RP5-903G2.2	0.076401
RP5-901A4.4	0
RP5-901A4.5	0
OR7E1P	0
RP5-901A4.1	0.69924
MIR7113	0
MIR6753	0.890015
CTD-2655K5.1	0
NDUFA3P2	0
CTD-2007L18.5	0.409741
GAL	0.232883
TESMIN	1.69823
RP11-757G1.6	0.0912509
RP11-757G1.5	0.300218
MRGPRD	0
RP11-554A11.4	1.75839
MRGPRF-AS1	0.466613
MIR3164	0
RP11-554A11.7	0.0591334
RP11-554A11.8	0
IFITM9P	0.142713
RP11-211G23.2	3.17487
RP11-211G23.1	0
AP000439.1	0
AP000439.2	0
AP000439.5	0
AP000439.3	1.06322
FGF19	0
RP11-300I6.5	0
FGF4	0
FGF3	0
RP11-643C9.1	0
RP11-643C9.2	0
RP11-626H12.1	0
RP11-626H12.2	0
RP11-626H12.3	0
ANO1-AS2	0
RNU6-1175P	0
RP11-805J14.3	0
H2AFZP4	0
AP000487.6	0.474953
MIR548K	0
CTA-797E19.1	0.0791825
CTA-797E19.2	0
AP000487.4	0.0844792
AP000487.5	0.448819
SHANK2	0.985221
AP001271.3	0.204698
RP11-826F13.1	0.0526754
SHANK2-AS1	0
SHANK2-AS2	0
Y_RNA	0
CMB9-52H4.1	0
SHANK2-AS3	0
MIR3664	0
FLJ42102	0
RP11-660L16.2	3.67055
MIR6754	0
RP11-684B2.3	0.306575
KRTAP5-7	0.087506
KRTAP5-8	0.179312
KRTAP5-9	0.767145
KRTAP5-10	0.219081
AP000867.14	0
KRTAP5-11	0
KRTAP5-14P	0
OR7E87P	0
UNC93B6	0
OR7E4P	0
RP11-684B2.5	0
RPS3AP41	0
SNRPCP14	0
RP11-167J8.3	0
ENPP7P8	0
FAM86C1	4.02145
ALG1L9P	0.44914
ALG1L9P	0.0692075
ZNF705E	0.0944418
DEFB108B	0
RNA5SP342	0
CTD-2313N18.8	0
RP11-849H4.2	0.815206
CTD-2313N18.7	0
OR7E128P	0.405595
OR7E126P	0.484411
RP11-757C15.4	0
RP11-849H4.4	1.7617
RNU6-72P	0
MIR3165	0
LRTOMT	2.77941
FOLR3	0.130955
RPEP6	0
RP11-807H22.5	0
RP11-807H22.7	0
RP11-807H22.6	0
FOLR1	0.271101
FOLR2	2.57588
PHOX2A	0
AP000593.5	0
AP000593.6	0
CLPB	4.30586
AP000593.7	0.314413
RP11-45F15.1	0
RP11-45F15.2	0
RP11-7N14.1	0
ART2BP	0
ART2P	0
RP11-169D4.3	0
RP11-169D4.4	0
LINC01537	0.58554
RP11-169D4.2	0.292326
MIR139	0
RNU7-105P	0
RP11-31L22.3	0
ARAP1-AS1	0
ARAP1-AS2	0.536101
RPS12P20	0.252631
Y_RNA	0
MIR4692	0
RNU6-672P	0
AP002381.2	0.0689842
RP11-800A3.3	0
RP11-800A3.2	0.776461
OR8R1P	0.589172
P2RY6	0.622558
RP11-800A3.7	0.737141
RELT	4.0031
RP11-809N8.4	0.351349
RP11-809N8.6	0
RP11-809N8.5	1.65828
HMGN2P38	0
AP000860.2	0
PLEKHB1	2.36664
RP11-456I15.2	0
RP11-707G14.1	0
RN7SKP243	0
CCDC58P5	0
RP11-707G14.8	0.309082
DNAJB13	0.047794
RP11-167N4.2	0
RP11-167N4.5	0
RP11-167N4.4	0
UCP3	0.7967
C2CD3	4.24882
RP11-691F15.1	0
AP000577.2	0.716786
P4HA3	0.363768
SNORA7	1.18874
RP11-632K5.3	0
PGM2L1	0.85922
HNRNPA1P40	0
RP11-702H23.4	0
MIR548AL	0
RP11-632K5.2	0
KCNE3	2.51234
CYCSP27	0
RP11-702H23.2	0.376994
LIPT2	2.48176
AP001372.2	3.47626
RANP3	0
RN7SKP297	0
CHRDL2	1.12961
RP11-864N7.4	0.119992
MIR4696	0
RP11-864N7.1	0
XRRA1	1.81864
AP000560.3	0.27207
RN7SL239P	0.300691
RP11-147I3.1	4.02511
RNU6-216P	0
NEU3	2.92879
OR2AT2P	0
NPM1P50	0
OR2AT4	0
CTD-2562J17.2	0
OR2AT1P	0
CTD-2562J17.4	0
ZDHHC20P3	0
TPBGL	0.143801
CTD-2562J17.7	0
MIR326	0
SNORD15A	0
SNORD15B	1.22338
KLHL35	0.355638
GDPD5	1.83083
RP11-939C17.4	0
CTD-2530H12.4	0.144087
MAP6	1.14091
CTD-2530H12.8	0.0979865
CTD-2530H12.7	0
CTD-2530H12.5	0
MOGAT2	0.04052
RN7SL786P	0
CTD-2530H12.1	0
CTD-2530H12.2	0
RP11-535A19.1	0.156269
RP11-535A19.2	0.106593
Y_RNA	0
Y_RNA	0
PPP1R1AP1	0
RP11-263C24.1	0
RNA5SP344	0
RP11-263C24.3	0
