Name	Colon - Sigmoid
MIR4298	0
AC051649.12	0.198713
MIR7847	0
PRR33	2.34451
LINC01150	0.22012
TNNT3	4.14104
MRPL23-AS1	0.728712
LINC01219	0.0879368
MIR483	0
IGF2-AS	0.230798
INS-IGF2	0
INS	0.0721574
TH	0.119462
MIR4686	0
ASCL2	0.302947
C11orf21	0.992641
TSPAN32	1.50011
RNU6-878P	0
CD81-AS1	0.763992
RPL26P30	0.415616
Y_RNA	0
TRPM5	0.0553152
KCNQ1	1.79465
KCNQ1OT1	0.555746
COX6CP18	0
KCNQ1-AS1	0.0432957
KCNQ1DN	0
AC013791.1	0
SLC22A18AS	0.565511
PHLDA2	2.77687
SNORA54	0
CTC-343N3.1	0.215623
CARS-AS1	0.0582156
RNU1-91P	0
AC108448.2	3.04766
AC108448.3	0
MRGPRG	0
MRGPRG-AS1	0
AC109309.4	0.184258
MRGPRE	0.412307
NDUFA5P8	0
RP11-11A9.1	0
NDUFA5P1	0
RP11-11A9.2	0
RP5-1173A5.1	0
TSSC2	2.33921
OR7E12P	1.05869
FAM86GP	0.296564
RP13-726E6.2	0.0736444
RP13-726E6.1	0
SNRPCP5	0
RPS3AP39	0
RPS24P14	0
AP006294.2	0
OR7E117P	0
TRPC2	0.203433
ART5	0.301655
ART1	0
Y_RNA	0
Y_RNA	0
CHRNA10	1.11825
RNU6-1143P	0
RNU7-50P	0
AC090587.5	0.512063
AC090587.4	1.00976
AC090804.1	0.249314
SNORA7	0
RP11-438N5.4	0
HNRNPA1P76	0
RP11-438N5.2	0
RPS29P20	0
RRM1-AS1	0
OR55B1P	0
RP11-23F23.2	0.309136
RP11-23F23.3	0
SSU72P5	0
SSU72P2	0
SSU72P6	0
SSU72P4	0
SSU72P3	0
SSU72P7	0
OR52B4	0
OR52B3P	0.116134
OR51R1P	0
OR52P2P	0
OR52K2	0
OR52K3P	0.0708198
OR52K1	0
OR52M2P	0
OR52M1	0
C11orf40	0
OR52I2	0
OR52I1	0
OR51D1	0
OR51E1	1.19791
OR51A9P	0.0796889
OR51C1P	0.22551
MMP26	0
OR51F5P	0
OR51C4P	0
KRT8P49	0
OR51F3P	0
OR51F4P	0
SNORA62	0
OR51F1	0
OR51N1P	0
OR52Y1P	0
OR52R1	0
OR51F2	0
OR51A8P	0
OR51S1	0
OR51H1	0
OR51H2P	0
OR51T1	0
OR51A6P	0
OR51A7	0
OR51G2	0
OR51G1	0
OR51A3P	0
OR51A4	0
OR51A2	0
OR51A5P	0
OR51L1	0
OR51P1P	0
OR52J2P	0
OR52J3	0
OR52E2	0
OR52E1	0
OR52S1P	0
OR52E3P	0
OR52J1P	0
AC113331.9	0
OR52A4P	0
OR52A5	0
OR52A1	0
OR51A1P	0
OR52Z1	0
OR51V1	0
AC104389.16	0
CoTC_ribozyme	0
HBD	0.143788
HBBP1	0
BGLT3	0
HBG1	0
HBG2	0.187422
HBE1	0.319902
OR51AB1P	0
OR51B4	0.0374809
AC104389.28	0.0402437
OR51B3P	0
OR51B2	0
OR51B8P	0
OR51B5	0
OR51B6	0
AC104389.31	0
AC104389.32	0
OR51M1	0
OR51J1	0
OR51Q1	0
OR51K1P	0
OR51I1	0
OR51I2	0
OR51A10P	0
OR52D1	0
UBQLN3	0.0220514
UBQLNL	1.14487
OLFM5P	0.338262
OR52V1P	0.0780558
OR52H1	0
OR52H2P	0
OR52B5P	0
OR52T1P	0
HNRNPA1P53	0.0761005
AC015691.13	0
OR52B6	0.0285849
TRIM6	4.07287
OR52U1P	0
OR52P1P	0
OR56B1	0
OR52N4	0.600441
OR56B2P	0
OR52N5	0
OR52N1	0
OR52N3P	0
OR52N2	0
OR52E6	0
OR52E8	0
OR52E7P	0
OR52E4	0
OR52E5	0
OR52Q1P	0
AC025016.1	0
OR56A3	0
OR56A5	0
OR52L1	0
KRT18P58	0
OR56A4	0
RNA5SP329	0
OR56A1	0
OR56A7P	0
OR52L2P	0
OR52X1P	0
OR56B4	0
RP11-290F24.3	0
OR56B3P	0
OR52B1P	0
OR52B2	0
OR52W1	0
RP11-290F24.6	1.83913
C11orf42	0.230441
CNGA4	0.334758
CCKBR	0.113161
RP11-304C12.4	0
RP11-304C12.3	0
HPX	1.61083
RP11-732A19.8	0
RP11-732A19.2	2.54657
RP11-732A19.9	0
RP11-732A19.6	0.136929
RP11-732A19.1	0.103772
GVINP1	0.560022
GVINP2	0
OR2AG2	0
OR2AG1	0
OR6A2	0
RP11-413N10.3	0
RP11-560B16.5	0
OR10A5	0
OR10A2	0
OR10A4	0
OR2D2	0
OR2D3	0
ZNF215	0.431978
ZNF214	1.75117
NLRP14	0.0234184
RBMXL2	0.0207621
RP11-324J3.1	0
MIR302E	0
SYT9	0.30672
CTD-2516F10.2	0.470438
PPFIBP2	4.20305
CTD-2516F10.4	0
CYB5R2	3.11627
OVCH2	0.0194479
RP11-35J10.6	0
RP11-35J10.7	0
RP11-35J10.4	0
OR10AB1P	0.205916
OR5P4P	0
RP11-494M8.4	0
OR5P1P	0
RP11-494M8.1	0
OR5P2	0
OR5P3	0
OR5E1P	0
RNU6-943P	0
OR10A6	0
OR10A3	0
NLRP10	0
COX6CP5	0
CASC23	0
RP11-236J17.6	0
TUB-AS1	0
RP11-236J17.7	0.0619809
RP11-379P15.1	0
LMO1	0.103481
SCARNA20	0
RP11-152H18.4	0
SNORA3A	0
SNORA3B	2.63518
RP11-318C2.1	0.0555291
RNA5SP330	0
Y_RNA	0
C11orf16	0.0301617
ASCL3	0
Y_RNA	0
TMEM9B-AS1	3.67412
NRIP3	2.34492
RP11-467K18.2	0.0706581
MIR5691	0
KRT8P41	0.0257089
RP11-5L12.1	0
Metazoa_SRP	0
PRR13P2	0
SNORA23	0.280672
CTD-2371O3.2	0.420513
CTD-2371O3.3	3.43603
snoU13	0.598638
RPL23AP65	1.23423
RP11-16F15.4	0
RP11-16F15.2	0.426543
RN7SKP50	0
RP11-540A21.2	0.119322
SBF2-AS1	2.01133
RP11-1H15.2	0.0802144
RNU7-28P	0
RP11-1H15.1	0.107404
RP11-748C4.1	0
RP11-351I24.3	0.194288
RP11-351I24.1	0.401739
AMPD3	2.38366
RNU6ATAC33P	0
MTRNR2L8	1.79526
MRVI1-AS1	0.545821
Y_RNA	0
RP11-685M7.5	0
RP11-685M7.3	0.599973
CTD-2003C8.2	0.0976916
RP11-179A10.1	0.243165
RP11-179A10.2	0
RP11-179A10.3	0
MTND5P21	0
CTD-3224I3.3	0.306371
CSNK2A3	0.296138
RP11-483L5.1	0.107732
MIR4299	0
RP11-756D7.2	0
RP11-756D7.1	0
MIR8070	0
CTD-2381F24.1	0
RP13-631K18.2	0
RP13-631K18.3	0
RP13-631K18.5	0
MIR6124	0
MICALCL	0.34939
RP11-573E11.2	0
RP11-51B23.3	4.93242
RP11-47J17.3	0
RP11-47J17.1	0
SCARNA16	0
RP11-47J17.2	0
LINC00958	0
CTC-497E21.3	0
RASSF10	0.123829
CTC-497E21.5	0
RP11-413N13.1	0
RN7SKP151	0
RP11-15D14.1	0
RP11-15D14.2	0
PTH	0
HMGN2P36	0
FAR1-IT1	0
RPL39P26	0
Y_RNA	0
CENPUP1	0
RP11-23B7.4	0
RP11-98J9.1	0
RP11-98J9.2	0
RP11-98J9.3	0
RNA5SP331	0
RP11-231N3.1	0
RNA5SP332	0
RP11-21L19.1	0
RP11-140L24.3	0.107668
RNU7-49P	0
RP11-677N16.1	0.0915147
CALCB	0.55041
CALCP	0
CALCA	0.460979
OR7E41P	0
snoMBII-202	0
RP11-531H8.1	0
RP11-531H8.2	0
RP11-396O20.1	0.0709086
RP11-396O20.2	0.0367456
RP11-222N13.1	0
SOX6	1.11933
CTD-3096P4.1	0
AKR1B1P3	0
RN7SL188P	0
PLEKHA7	4.66177
RN7SKP90	0
OR7E14P	0.598398
SNORD14A	1.31897
SNORD14B	1.34348
RNU6-593P	0
CTD-3236F5.1	0.172668
RP11-452G18.1	0
NCR3LG1	1.18656
RP1-239B22.5	1.98594
KCNJ11	0.801596
ABCC8	1.45088
SDHCP4	0
USH1C	1.51064
OTOG	0.0466964
RP11-358H18.3	0
RP11-358H18.2	0
MYOD1	0
KCNC1	0.238781
TPH1	0.591248
HIGD1AP5	0
SAA3P	0
MRGPRX3	0
RP11-113D6.6	0
RP11-113D6.3	0
MRGPRX4	0
GLTPP1	0
RP11-113D6.9	0
RP11-113D6.10	0
SAA4	0.0989974
SAA2	0.211706
RNA5SP333	0
ST13P5	0.611491
SAA1	2.77724
RNA5SP334	0
MIR3159	0
AC084117.3	0.7999
LDHC	0.0523141
RP11-613F22.7	0
LDHAL6A	0.147044
YWHABP2	0.447685
RP11-613F22.8	0.300702
RP11-613F22.6	0.279245
Metazoa_SRP	0
SPTY2D1-AS1	1.34894
RP11-504G3.4	0.34907
RP11-504G3.2	0.883837
RP11-137N23.1	0.194543
TMEM86A	2.18472
IGSF22	0.309523
RP11-1081L13.4	2.41937
PTPN5	0.985268
RP11-1081L13.5	0
RP11-583F24.7	0
RP11-1081L13.3	0
RP11-583F24.6	0
RP11-583F24.5	0
MRGPRX1	0
RP11-583F24.8	0
RP11-583F24.4	0
RP11-583F24.3	0
RP11-589F4.2	0
MRGPRX2	0.092947
CSRP3	0.22342
RP11-428C19.4	0
E2F8	0.0547478
PCNAP4	0
RP11-428C19.5	0
NAV2-IT1	0
RNA5SP335	0
NAV2-AS5	0
NAV2-AS4	0
MIR4486	0
SNORA1	0
RP11-359E10.1	4.464
MIR4694	0
NAV2-AS3	0
NAV2-AS2	0
RP11-371I20.2	0.267433
DBX1	0
HMGB1P40	0
SLC6A5	0
NELL1	0.188503
RP11-701I24.3	0
RNA5SP336	0
RP11-670N15.2	0
RP11-670N15.1	0
CTD-2302A16.2	0
RNA5SP337	0
CTD-2019O4.1	0
CTD-3064C13.1	0
CTD-2140G10.2	0
SLC17A6	0
CTD-2140G10.4	0
LINC01495	0
RP11-34N19.1	0
FANCF	2.87368
GAS2	1.00235
RNA5SP338	0
RP11-17A1.3	0.0504497
CCDC179	0
RP11-266A24.1	0.134878
RP11-787P24.4	0
WIZP1	0
MIR8054	0
RP11-787P24.2	0
THAP12P4	0
RP11-713P14.1	0
RP11-945A11.1	0
RP11-945A11.2	0
RNU6-783P	0
RP11-747E23.1	0
RP11-2F20.1	0
Y_RNA	0
LUZP2	0.135193
CTC-830E23.1	0
RP11-54J7.2	0
RPL36AP40	0
RP11-46P12.1	0
RP11-405K6.1	0
RP11-20J1.1	0
RP11-336F14.1	0
CTD-2507G9.1	0
RP11-430L3.1	0
ANO3	0.164457
RP11-485O14.1	0
MUC15	0.0174631
SLC5A12	0.10699
BBOX1	0.0919518
BBOX1-AS1	0
CCDC34	2.75348
RP11-159H22.2	0.188456
RP11-159H22.1	0
BDNF-AS	1.52243
MIR8087	0
RNA5SP339	0
RP11-587D21.1	1.11463
LINC00678	0
BDNF	0.271805
RP11-587D21.4	0
CBX3P1	0
HSP90AA2P	0.345205
RP11-406D1.2	0
KIF18A	0.239519
MIR610	0
METTL15	3.43245
RP11-797J4.1	0.138395
RN7SKP158	0
AC104978.1	0
MIR8068	0
RP11-22P4.2	0
RP11-960D24.1	0
RP11-115J23.1	0
OR2BH1P	0
RP11-466I1.1	0
CTD-2063L20.1	0
RP11-460B17.3	0
RP11-460B17.1	0
RP11-460B17.2	0
CTD-3012A18.1	0
RP5-1027O15.1	0
HNRNPRP2	0
CTD-3138F19.1	0
RN7SL240P	0
RPL7AP58	0
LINC01616	0.0386396
KCNA4	0.0721916
RP11-624D11.2	0
RP4-562D20.2	0
FSHB	0
RPL12P30	0.604242
MPPED2	3.15358
RP4-710M3.2	0
RP5-1024C24.1	0.776278
DCDC1	0.0312945
CYCSP25	0
RP1-296L11.1	0
DNAJC24	4.2055
IMMP1L	4.74382
ELP4	1.59978
Z83001.1	0
PAX6	0.00849662
PAUPAR	0
RP1-17K7.2	0
RP1-17K7.3	0
RP1-17K7.1	0
U3	0
EIF4A2P5	0
THEM7P	0.0407446
RP1-65P5.5	0
WT1	0.404319
WT1-AS	0.186852
WT1-AS_2	0
HNRNPA3P9	0.935746
CCDC73	0.0168496
RP1-181J22.1	0
PRRG4	1.80779
Y_RNA	0
CSTF3-AS1	0
Y_RNA	0
Y_RNA	0
RP1-89D4.1	0.520817
RP1-130L23.1	0
RP1-305G21.1	0
KIAA1549L	0.453521
RP4-541C22.5	0
C11orf91	0.169282
FBXO3-AS1	0
RP11-646J21.6	0
RP11-646J21.7	0
RP11-646J21.3	0
RP11-646J21.4	0
RP11-646J21.2	0
RP13-786C16.1	0
ABTB2	4.91782
Y_RNA	0
RP1-145M24.1	0
RP1-53C18.3	0
CIR1P3	0
ELF5	0
RP4-594L9.2	0
RP11-350D17.2	0
EHF	0.152967
RP11-350D17.3	0
RP4-743O11.1	0
MIR1343	0
RP4-607I7.1	0.286749
RP1-68D18.4	0.877131
RP1-68D18.2	0.54219
SLC1A2	0.361285
RP1-68D18.3	0
AC090625.1	0
RP4-683L5.1	0
RP5-945I17.2	0
FJX1	3.62276
RP1-276E15.1	0
KRT18P14	0
RP11-698N11.2	0
RP5-916O11.3	0
RP5-916O11.2	0
RPL12P31	0
MIR3973	0
RP11-1110F20.1	0
PRR5L	0.860924
RP11-514F3.4	0
RP11-514F3.5	0
RP11-219O3.2	0
RP11-545D22.1	0.211292
RAG1	0.290968
RAG2	0.012647
CTD-2119L1.1	0
SNORA31	0
RPL7AP56	0
RP11-159D8.1	0
RP11-159D8.2	0
LRRC6P1	0
RP11-63D14.1	0
RP11-277K23.1	0
LINC01493	0
RP11-313M3.1	0.0632485
RNU6-99P	0
RP11-810F22.1	0
RP11-40H19.1	0
RP11-454H19.2	0.357332
LRRC4C	2.28381
Y_RNA	0
RP11-407P18.1	0
RNU6-365P	0
RP11-63C8.1	0
RP11-124G5.3	0
RP11-124G5.1	0
RP11-124G5.2	0
LINC01499	0
RP11-375D13.1	0
RP11-375D13.4	0
RP11-375D13.3	0
RP11-148I19.1	0
CTD-2572N17.1	0
CTD-2537L20.1	0
RP11-111A24.2	0
RP11-111A24.1	0
HNRNPKP3	0.0207403
RP11-484D2.2	0.141548
Y_RNA	0
RP11-484D2.5	0
RP11-484D2.4	0.879727
RN7SKP287	1.08962
RP11-484D2.3	0.695276
CTBP2P6	0
RP11-472I20.3	0
MIR670	0
MIR670HG	0
MIR129-2	0
RPL23AP63	0
PHBP2	0
RP11-613D13.5	0.324721
SEC14L1P1	1.06963
ALKBH3-AS1	0.442015
RP11-613D13.4	0.0955125
RP11-613D13.8	1.19895
ACCSL	0
CTD-2609K8.3	0.235916
ALX4	0.0229427
RP11-58K22.1	0
RP11-58K22.2	0
RP11-58K22.5	0
RP11-58K22.4	0
RPL34P22	0.0993121
RP11-244C20.2	0
RP11-45A12.1	0
RP11-45A12.2	0
AC068858.1	0
CTD-2560E9.3	0.214853
SYT13	1.40316
CTD-2560E9.5	0
RP11-430H10.1	0.91015
RP11-430H10.2	0
RP11-430H10.4	0
RP11-430H10.3	0
RP11-958J22.1	0
RP11-958J22.2	0
RP11-958J22.3	0
CHST1	2.60773
RP11-495O11.1	0
MIR7154	0
CTD-2210P24.1	0
CTD-2210P24.2	0
CTD-2210P24.3	0
DKFZp779M0652	0.977005
CTD-2210P24.6	0
C11orf94	0.132395
LARGE2	0.112845
RP11-702F3.1	0
RP11-702F3.3	0
RP11-702F3.2	0
RP11-702F3.4	0
CTD-2589M5.5	0.216058
CTD-2589M5.4	0.166306
MIR4688	0
CHRM4	2.62076
MIR3160-1	0
HARBI1	2.11706
F2	0.423355
MIR5582	0
SNORD67	0
SNORD67	0
LRP4-AS1	0.213108
LRP4	3.2984
CTD-2384B9.1	0
RP11-390K5.3	0
MIR6745	0.201887
RP11-390K5.1	0.487723
RP11-17G12.2	0.605216
RP11-17G12.3	0.0865704
RP11-125F14.2	0
MYBPC3	0.354927
RP11-750H9.5	1.73546
MIR4487	0
RAPSN	1.29504
RP11-750H9.7	0
RN7SL652P	0
RNU5E-10P	0
FAM180B	0.453968
AGBL2	0.582313
Y_RNA	3.81129
RP11-692M12.5	0
RNA5SP340	0
Y_RNA	0
YPEL5P2	0.0889383
RP11-793I11.1	0
PTPRJ-AS1	0
MIR3161	0
OR4B1	0
OR4B2P	0
OR4X2	0
OR4X1	0
OR4S1	0
OR4C3	0
OR4C4P	0
OR4C5	0
OR4C2P	0
OR4C10P	0
OR4C9P	0
OR4R1P	0
OR4A47	0
OR4A48P	0
OR4A46P	0
OR4A40P	0
OR4A43P	0
OR4A45P	0
OR4A41P	0
OR4A42P	0
OR4A44P	0
RP11-56P9.5	0
RP11-56P9.10	0
RP11-56P9.6	0
RP11-56P9.4	0
TRIM51CP	0
RP11-56P9.8	0
TRIM51GP	0
TRIM53CP	0
RP11-56P9.11	0
TRIM49B	0
TRIM64C	0
CTD-2132H18.5	0
CTD-2132H18.3	0
UBTFL7	0
RP11-107P7.1	0
RP11-107P7.6	0
RP11-107P7.2	0
TRIM77BP	0
UBTFL9	0
FOLH1	0.711385
CTD-2026G22.1	0
TYRL	0
CBX3P8	0
RP11-61N20.3	0.146642
RP11-707M1.1	0
RP11-707M1.7	0
RP11-707M1.9	0
TRIM51FP	0
RP11-163O19.16	0
RP11-163O19.1	0
RP11-163O19.11	0
RP11-163O19.10	0
TRIM51DP	0
RP11-163O19.3	0
RP11-163O19.8	0
OR4A1P	0
OR4A49P	0
OR4A18P	0
OR4A19P	0
OR4R3P	0
OR4C13	0
OR4C12	0
OR4C48P	0
OR4C45	0
OR4C49P	0
GTF2IP11	0
RP11-347H15.1	0
RP11-347H15.6	0
RP11-347H15.2	0
RP11-347H15.5	0
RP11-347H15.3	0
RP11-347H15.4	0
RP11-574M7.1	0
RP11-574M7.2	0
OR4C50P	0
OR4C46	0
OR4C7P	0
OR4R2P	0
OR4A4P	0
OR4A3P	0
OR4A2P	0
OR4A8	0
OR4A7P	0
OR4A5	0
OR4A6P	0
TRIM48	0
RP11-72M10.2	0
RP11-72M10.4	0
RP11-72M10.8	0
RP11-72M10.7	0
TRIM51HP	0
RP11-72M10.5	0
OR4A11P	0
OR4A12P	0
OR4A16	0
OR4A15	0
OR4A9P	0
OR4X7P	0
RP11-131J4.12	0
OR4A10P	0
OR4A17P	0
OR4A13P	0
OR4A50P	0
OR4A14P	0
OR4A21P	0
OR4C1P	0
OR4C14P	0
OR4C15	0
OR4C16	0
OR4C11	0
OR4P4	0
OR4S2	0
OR4C6	0
OR4V1P	0
OR4P1P	0
RP11-674C21.9	0
OR5D2P	0
OR5D3P	0
OR5D17P	0
OR5D13	0
OR5D15P	0
OR5D14	0
OR5L1	0
OR5D18	0
OR5L2	0
OR5D16	0
OR9M1P	0
RP11-738O11.9	0
RP11-738O11.12	0
RP11-738O11.13	0
TRIM51	0
OR5W1P	0
OR5W2	0
OR5I1	0
OR10AF1P	0
OR10AK1P	0
OR10AG1	0
OR7E5P	0
OR5F1	0
OR5F2P	0
OR5AS1	0
OR5AQ1P	0
OR5J1P	0
OR5BE1P	0
OR8I2	0
OR8I4P	0
OR8H2	0
OR5BN2P	0
OR8H3	0
OR5BN1P	0
OR8J3	0
OR8K4P	0
OR8K5	0
OR5J7P	0
OR5J2	0
OR8V1P	0
RP11-444K7.8	0
OR8J2	0
OR5T2	0
OR5T3	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0.117447
OR8J1	0
OR8U1	0
OR8L1P	0
OR5AL2P	0
OR5AL1	0
OR5R1	0
OR5M4P	0
OR5M9	0
OR5M3	0
OR5M2P	0
OR5M8	0
CTD-3051L14.13	0
OR5M7P	0
CTD-3051L14.14	0
OR5M6P	0
OR5M5P	0
OR5M11	0
OR5M10	0
OR5M13P	0
OR5M1	0
OR5AM1P	0
OR5M12P	0
OR5AP1P	0
OR5AP2	0
OR5AR1	0
OR2AH1P	0
RP11-59K5.1	0
OR9G1	0
RP11-100N3.2	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
OR5G5P	0
OR5G3	0
AP000479.1	0
FADS2P1	0
OR5AK3P	0
OR5AK2	0
OR5AK1P	0
OR5BQ1P	0
OR5AK4P	0
OR5AO1P	0
OR5BP1P	0
LRRC55	1.00192
APLNR	4.1709
RP11-872D17.4	0
P2RX3	0.0742434
PRG3	0
PRG2	0.697936
RNA5SP341	0
RN7SKP259	0
RTN4RL2	0.987148
RN7SL605P	0.191873
SMTNL1	0.499766
RPS4XP13	0.22784
AP000662.4	0.452052
MIR130A	0
YPEL4	3.4486
AP000662.9	0.091174
BTBD18	0.0836089
OR5BA1P	0
RP11-734C14.2	0
OR5AZ1P	0
OR5BD1P	0
CYCSP26	0
OR9Q1	0
RNU6-899P	0
OR6Q1	0
VN2R9P	0
RP11-659P15.1	0
RP11-659P15.2	0
OR9L1P	0
OR9I3P	0
OR9I1	0
OR9I2P	0
OR5BL1P	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
EIF4A2P3	0.0367946
OR10W1	0
OR10Q2P	0
OR5BC1P	0
OR5B19P	0
OR5B10P	0
AP000435.3	0
OR5B17	0
OR5B1P	0
OR5B15P	0
OR5B3	0
OR5B2	0
OR5B12	0
RP11-655C2.3	0.0708729
OR5B21	0
CMB9-55A18.1	0.483181
CNTF	1.12608
AP001350.4	1.16278
GLYAT	0.0111246
AP000445.1	0
AP000445.2	0
TMA16P1	0
GLYATL2	0.13022
GLYATL1P2	0
GLYATL1	0.0201279
RP11-780O24.2	0
RP11-142C4.6	0.0476353
RP11-142C4.4	0
GLYATL1P1	0
RP11-142C4.5	0
GLYATL1P4	0
GLYATL1P3	0
FAM111B	0.128758
AP001258.4	2.60107
AP001258.5	0
RN7SL42P	0
WARSP1	0
SLC25A47P1	0
RP11-1036E20.9	0
RP11-1036E20.7	0
RN7SL435P	0
OR5AN2P	0
OR5BR1P	0
OR5AN1	0
OR5BB1P	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D8P	0
OR4D11	0
OR4D9	0
OR4D7P	0
AP000442.4	0.397888
MIR3162	0
AP000442.1	2.52851
AP000640.2	0
RN7SKP192	0
OR10V1	0
OR10Y1P	0
OR10V3P	0.0585608
OR10V2P	0.0927108
AP000640.10	0.476794
FABP5P7	0.633079
GIF	0.0252707
TCN1	0.0517594
SRD5A3P1	0
OOSP1	0
RP11-736I10.1	0
OOSP2	0
MS4A3	0
RP11-736I10.2	0
MS4A2	1.05069
AP001257.1	0.297434
MS4A4E	3.72886
MIR6503	0
MS4A6E	0.0362634
MS4A14	2.62935
MS4A5	0
MS4A1	0.0785435
MS4A12	0.128269
MS4A13	0
RP11-448N3.1	0
LINC00301	0
MS4A8	0.0701689
MS4A18	0
MS4A15	0
MS4A10	0
RP11-804A23.1	0
RP11-804A23.2	0
RP11-804A23.4	0
PTGDR2	0.591888
ZP1	0.188015
RP11-881M11.2	0.37295
RP11-881M11.1	0
RP11-881M11.4	0
TMEM132A	4.96639
CD6	0.475722
RNU6-933P	0
RP11-881M11.8	0
CD5	0.480345
AP000437.3	0.10829
PGA3	0.0391586
PGA4	0
PGA5	0.140456
VWCE	1.31864
RP11-286N22.14	3.21145
RP11-286N22.6	0.0749393
RP11-286N22.8	0.169406
RN7SL23P	0.525833
RP11-286N22.10	0.128799
MIR4488	0
LRRC10B	3.39864
SYT7	2.75873
RP11-286N22.16	0.365019
RP11-794G24.1	0.179568
RP11-855O10.2	0.0464265
RPLP0P2	0.104638
RP11-855O10.3	0
DAGLA	4.7278
DKFZP434K028	0.0121065
MYRF	2.23149
MIR6746	0
RNU6-1243P	0
RP11-810P12.7	0.609648
RP11-810P12.1	0
RP11-810P12.6	0
RP11-810P12.5	0
INCENP	4.83118
EEF1DP8	0
SCGB1D1	0
SCGB2A1	0
RP11-703H8.9	0
SCGB1D2	0.297762
SCGB2A2	0.0608705
SCGB1D4	0
NPM1P35	0.0344883
RP11-703H8.7	0
ASRGL1	2.69939
RCC2P6	0.074044
CTD-2531D15.5	0
SCGB1A1	0
CTD-2531D15.4	0.137991
RP11-864I4.3	0.24923
RP11-864I4.4	0.168252
MIR6747	0
RP11-831H9.3	0
METTL12	3.32538
LBHD1	2.72512
ZBTB3	2.45424
RP11-727F15.11	0.549192
RP11-727F15.12	2.80973
MIR6748	0
MIR6514	0
RP11-727F15.13	1.36385
RNU6-118P	0
RP11-727F15.9	0.65768
RP11-727F15.14	0.188791
SNORD30	0
SNORD28	0
SNORD27	0
SNORD26	0
CHRM1	0.66986
AP000438.2	0
RN7SL259P	0
SLC22A6	0
SLC22A8	0
RP11-959F10.4	0
RP11-959F10.5	0
SLC22A24	0
RPL29P22	0
SLC22A10	0
SLC22A25	0
RP11-959F10.6	0
CCND2P1	0
AP000438.4	0
SLC22A9	0
HRASLS5	4.48605
CMB9-14B22.1	0.0219794
LGALS12	0.225049
HRASLS2	0.288495
RP11-697H9.3	0
IMMP1LP1	0.568344
RP11-697H9.2	0
RP11-697H9.5	0
RN7SL596P	0
RP11-466C23.5	0.140463
RNU6-1306P	0
RCOR2	1.69667
RNU6-45P	0
RP11-21A7A.2	0.533676
RP11-21A7A.4	0.921537
RP11-21A7A.3	0
RP11-783K16.14	2.37176
RP11-783K16.5	0.208121
RP11-783K16.13	1.32933
KCNK4	0.174704
Y_RNA	0
TEX40	0.312142
AP003774.1	0.162895
CCDC88B	4.83375
MIR7155	0
MIR1237	0
AP003774.6	0.0779248
AP003774.5	0
AP003774.4	0.175445
AP005273.1	0
AP006288.1	0
SLC22A11	0.0243364
SLC22A12	0.0113472
AP001092.4	0.107586
AP001462.6	1.05801
CDC42BPG	0.447816
AP001187.11	0
MIR194-2HG	0.131292
MIR6750	0
MIR6749	0
GPHA2	0.0968576
MAJIN	0.0164767
MIR6879	0
AP000436.4	1.2742
CDCA5	0.74109
TMEM262	0.0653228
AP003068.9	0
RP11-399J13.2	0.137472
MIR6751	0
HIGD1AP10	0
RNU2-23P	0
PDCL2P2	0
SPDYC	0
PGAM1P8	1.54873
AP003068.23	3.17228
SLC22A20	0.407953
TIGD3	0.174277
RP11-867O8.5	0.261259
SLC25A45	3.8923
mascRNA-menRNA	0
CMB9-22P13.1	3.85145
CMB9-22P13.2	0
SNRPGP19	0
RP11-856B14.10	0
SSSCA1-AS1	3.53845
KCNK7	2.36612
MIR4690	0
MIR4489	0
RN7SL309P	0
KRT8P26	0.422874
RP11-770G2.2	0.255698
OVOL1	0.0867185
OVOL1-AS1	0
SNX32	1.45179
CTSW	1.04439
FOSL1	2.41254
TSGA10IP	0.024836
RP11-1167A19.6	0.144058
CST6	0.56809
CATSPER1	0.118758
GAL3ST3	0.0819167
RP11-1167A19.2	1.36628
RP11-755F10.1	2.44424
RP11-867G23.2	0
RP11-867G23.3	0.770321
CNIH2	1.8425
TMEM151A	0.821013
RP11-867G23.13	0
RIN1	4.48819
RP11-867G23.12	0
RP11-867G23.8	0.542612
SLC29A2	2.74314
Metazoa_SRP	0
BRD9P1	0
RNU1-84P	0
SNORA43	0
CTD-3074O7.7	0
CTD-3074O7.5	2.98601
ACTN3	0.424909
CTD-3074O7.2	0
CCDC87	0.338171
RNU4-39P	0.349169
SPTBN2	1.07641
RN7SL12P	0
C1QBPP2	0.0835387
FTLP6	0
PC	3.42122
RNU7-23P	0
MIR3163	0
C11orf86	0.0575544
SYT12	0.0517091
MIR6860	0
RP11-157K17.5	0.111232
CTC-1337H24.3	0.409231
RN7SKP239	0.674935
CTC-1337H24.4	2.07801
RNU6-1238P	0
TBC1D10C	1.94909
CARNS1	1.65855
GPR152	0
CABP4	0.588927
MIR6752	0
CABP2	0
RP11-715F10.6	0
