Name	Artery - Aorta
OR5AR1	0
OR2AH1P	0
RP11-59K5.1	0
OR9G1	0
RP11-100N3.2	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
OR5G5P	0
OR5G3	0
AP000479.1	0
FADS2P1	0
OR5AK3P	0
OR5AK2	0
OR5AK1P	0
OR5BQ1P	0
OR5AK4P	0
OR5AO1P	0
OR5BP1P	0
LRRC55	0.0148355
APLNR	2.9885
RP11-872D17.4	0
P2RX3	0
PRG3	0
PRG2	1.07064
RNA5SP341	0
RN7SKP259	0
RTN4RL2	1.07673
RN7SL605P	0.166397
SMTNL1	0.562428
RPS4XP13	0.237052
AP000662.4	0.931363
MIR130A	0
YPEL4	2.19517
AP000662.9	0.0720208
BTBD18	0.0780092
OR5BA1P	0
RP11-734C14.2	0
OR5AZ1P	0
OR5BD1P	0
CYCSP26	0
OR9Q1	0
RNU6-899P	0
OR6Q1	0
VN2R9P	0
RP11-659P15.1	0
RP11-659P15.2	0
OR9L1P	0
OR9I3P	0
OR9I1	0
OR9I2P	0
OR5BL1P	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
EIF4A2P3	0
OR10W1	0
OR10Q2P	0
OR5BC1P	0
OR5B19P	0
OR5B10P	0
AP000435.3	0
OR5B17	0
OR5B1P	0
OR5B15P	0
OR5B3	0
OR5B2	0.0446494
OR5B12	0
RP11-655C2.3	0.153946
OR5B21	0
CMB9-55A18.1	0.669589
CNTF	0.904286
AP001350.4	0.701334
GLYAT	0
AP000445.1	0
AP000445.2	0
TMA16P1	0
GLYATL2	0.0895011
GLYATL1P2	0
GLYATL1	0.0227634
RP11-780O24.2	0
RP11-142C4.6	0.0607464
RP11-142C4.4	0
GLYATL1P1	0
RP11-142C4.5	0
GLYATL1P4	0
GLYATL1P3	0
FAM111B	0.202352
AP001258.4	3.75621
AP001258.5	0
DTX4	3.78649
RN7SL42P	0
WARSP1	0
SLC25A47P1	0
RP11-1036E20.9	0
RP11-1036E20.7	0
RN7SL435P	0
OR5AN2P	0
OR5BR1P	0
OR5AN1	0
OR5BB1P	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D8P	0
OR4D11	0
OR4D9	0
OR4D7P	0
AP000442.4	0.396493
MIR3162	0
AP000442.1	2.63582
AP000640.2	0.0407306
RN7SKP192	0
OR10V1	0
OR10Y1P	0
OR10V3P	0
OR10V2P	0.119375
AP000640.10	0.953946
FABP5P7	0.273889
GIF	0.0286565
TCN1	0.0803291
SRD5A3P1	0
OOSP1	0
RP11-736I10.1	0
OOSP2	0
MS4A3	0
RP11-736I10.2	0
MS4A2	0.608794
AP001257.1	0.24384
MS4A4E	1.67975
MIR6503	0
MS4A6E	0.137536
MS4A14	2.82321
MS4A5	0
MS4A1	0.246202
MS4A12	0
MS4A13	0
RP11-448N3.1	0
LINC00301	0
MS4A8	0
MS4A18	0
MS4A15	0
MS4A10	0
RP11-804A23.1	0
RP11-804A23.2	0
RP11-804A23.4	0
PTGDR2	0.154135
ZP1	0.0646101
RP11-881M11.2	0.173035
RP11-881M11.1	0
RP11-881M11.4	0
TMEM132A	4.94122
CD6	0.828681
RNU6-933P	0
RP11-881M11.8	0
CD5	0.974092
AP000437.3	0.125466
PGA3	0.0553279
PGA4	0
PGA5	0.175788
VWCE	1.58367
RP11-286N22.14	3.06199
RP11-286N22.6	0.0895898
RP11-286N22.8	0.242402
RN7SL23P	0.402264
RP11-286N22.10	0.224486
MIR4488	0
LRRC10B	0.953258
SYT7	0.596392
RP11-286N22.16	0.101963
RP11-794G24.1	0.047437
RP11-855O10.2	0.0162131
RPLP0P2	0.0527879
RP11-855O10.3	0
DAGLA	1.28547
DKFZP434K028	0
MYRF	0.482531
MIR6746	0
RNU6-1243P	0
RP11-810P12.7	0.866024
RP11-810P12.1	0
RP11-810P12.6	0
RP11-810P12.5	0
EEF1DP8	0
SCGB1D1	0
SCGB2A1	0
RP11-703H8.9	0
SCGB1D2	0.184698
SCGB2A2	0.104588
SCGB1D4	0
NPM1P35	0
RP11-703H8.7	0
ASRGL1	1.79727
RCC2P6	0.0379044
CTD-2531D15.5	0
SCGB1A1	0
CTD-2531D15.4	0
RP11-864I4.3	0.187553
RP11-864I4.4	0.134364
MIR6747	0
RP11-831H9.3	0
METTL12	3.2206
LBHD1	3.22624
GNG3	0.365978
ZBTB3	1.88397
RP11-727F15.11	0.600612
RP11-727F15.12	2.631
MIR6748	0
MIR6514	0
RP11-727F15.13	1.64812
RNU6-118P	0
RP11-727F15.9	0.873403
RP11-727F15.14	0.32319
SNORD30	0
SNORD28	0
SNORD27	0
SNORD26	0
CHRM1	0.0208564
AP000438.2	0
RN7SL259P	0
SLC22A6	0
SLC22A8	0
RP11-959F10.4	0
RP11-959F10.5	0
SLC22A24	0
RPL29P22	0
SLC22A10	0
SLC22A25	0
RP11-959F10.6	0
CCND2P1	0
AP000438.4	0
SLC22A9	0
HRASLS5	0.734297
CMB9-14B22.1	0
LGALS12	0.327814
HRASLS2	0.335115
RP11-697H9.3	0
IMMP1LP1	1.85126
RP11-697H9.2	0
RP11-697H9.5	0
RN7SL596P	0
RP11-466C23.5	0.152857
RNU6-1306P	0
RNU6-45P	0
RP11-21A7A.2	0
RP11-21A7A.4	0
FLRT1	0.390068
RP11-21A7A.3	0
RP11-783K16.14	2.99325
RP11-783K16.5	1.32245
RP11-783K16.13	2.41173
KCNK4	0.116137
Y_RNA	0
TEX40	0.236921
AP003774.1	0.127037
CCDC88B	4.50893
MIR7155	0
MIR1237	0
AP003774.6	0.0726698
AP003774.5	0
AP003774.4	0.783
AP005273.1	0
AP006288.1	0
SLC22A11	0.0413187
SLC22A12	0.0166904
AP001092.4	1.06049
AP001462.6	1.05101
CDC42BPG	0.401551
AP001187.11	0
MIR194-2HG	0.0350252
MIR6750	0
MIR6749	0
GPHA2	0.828347
MAJIN	0.0453788
BATF2	3.05336
MIR6879	0
AP000436.4	0.554044
CDCA5	0.820511
TMEM262	0
AP003068.9	0
RP11-399J13.2	0.0809433
MIR6751	0
HIGD1AP10	0
RNU2-23P	0
PDCL2P2	0
SPDYC	0
PGAM1P8	1.42293
AP003068.23	2.86215
SLC22A20	0.443212
TIGD3	0.219313
RP11-867O8.5	0.215668
mascRNA-menRNA	0
CMB9-22P13.1	2.79271
CMB9-22P13.2	0
SNRPGP19	0
RP11-856B14.10	0
KCNK7	1.81798
MIR4690	0
MIR4489	0
RN7SL309P	0
KRT8P26	1.02224
RP11-770G2.2	0.280863
OVOL1	0.0594576
OVOL1-AS1	0
SNX32	0.847015
CTSW	3.40771
TSGA10IP	0.0447461
RP11-1167A19.6	0.0749378
CATSPER1	2.45562
GAL3ST3	1.95621
RP11-1167A19.2	1.97496
RP11-867G23.1	4.12109
RP11-867G23.2	0
RP11-867G23.3	0.642534
CNIH2	0.940127
TMEM151A	0.366273
RP11-867G23.13	0
RP11-867G23.12	0
RP11-867G23.8	0.691668
SLC29A2	4.01385
Metazoa_SRP	0
BRD9P1	0
RNU1-84P	0
NPAS4	1.72281
SNORA43	0
CTD-3074O7.7	0.0700098
CTD-3074O7.5	2.89986
ACTN3	0.412054
CTD-3074O7.2	0
CCDC87	0.17459
RNU4-39P	0.249688
SPTBN2	0.479482
RN7SL12P	0
C1QBPP2	0
FTLP6	0
RNU7-23P	0
MIR3163	0
C11orf86	0
MIR6860	0
RP11-157K17.5	0.132186
CTC-1337H24.3	0.378223
RN7SKP239	0.460807
CTC-1337H24.4	1.77399
RNU6-1238P	0
TBC1D10C	3.12128
GPR152	0
CABP4	0.531063
MIR6752	0
CABP2	0
RP11-715F10.6	0
C11orf72	0.0547675
RP11-655M14.12	0.098442
TBX10	0.0292523
ACY3	0.0643303
AP003385.2	0
ALDH3B2	0.0647296
RPL37P2	1.28773
UNC93B5	0
OR7E145P	0
OR7E11P	0
RP11-655M14.14	0
RP11-655M14.4	0
ALG1L8P	0
FAM86C2P	1.52143
ENPP7P7	0
RP11-119D9.4	0
RP11-119D9.1	0
RNU6-46P	0
RPS3AP40	0
RP5-903G2.2	0
RP5-901A4.4	0
RP5-901A4.5	0
OR7E1P	0
RP5-901A4.1	0.709162
MIR7113	0
MIR6753	1.82178
CTD-2655K5.1	0
NDUFA3P2	0
CTD-2007L18.5	0.602493
GAL	0.167912
TESMIN	0.144366
RP11-757G1.6	4.7681
RP11-757G1.5	1.61844
MRGPRD	0.420938
MRGPRF-AS1	4.12629
MIR3164	0
RP11-554A11.7	0.0990691
RP11-554A11.8	0.0820883
MYEOV	0.172842
IFITM9P	0.30959
RP11-211G23.2	0.0893546
RP11-211G23.1	0
AP000439.1	0
AP000439.2	0
AP000439.5	0
AP000439.3	0
FGF19	0
RP11-300I6.5	0
FGF4	0
FGF3	0
RP11-643C9.1	0
RP11-643C9.2	0.25175
RP11-626H12.2	0.718982
RP11-626H12.3	0.0427913
ANO1-AS2	0.438912
RNU6-1175P	0
RP11-805J14.3	0
H2AFZP4	0
AP000487.6	0.815929
MIR548K	0
CTA-797E19.1	0.0903741
CTA-797E19.2	0
AP000487.4	0.134366
AP000487.5	0.726962
SHANK2	0.0722355
AP001271.3	0
RP11-826F13.1	0
SHANK2-AS1	0
SHANK2-AS2	0
Y_RNA	0
CMB9-52H4.1	0
SHANK2-AS3	0
MIR3664	0
FLJ42102	0
MIR6754	0
RP11-684B2.3	0.181657
KRTAP5-7	0.0788103
KRTAP5-8	0.132859
KRTAP5-9	0.289981
KRTAP5-10	0.189842
AP000867.14	0
KRTAP5-11	0
KRTAP5-14P	0
OR7E87P	0
UNC93B6	0
OR7E4P	0
RP11-684B2.5	0
RPS3AP41	0
SNRPCP14	0
RP11-167J8.3	0
ENPP7P8	0
FAM86C1	2.84743
ALG1L9P	0.678512
ALG1L9P	0.239399
ZNF705E	0.190292
DEFB108B	0
RNA5SP342	0
CTD-2313N18.8	0
RP11-849H4.2	1.16142
CTD-2313N18.7	0
OR7E128P	0.383043
OR7E126P	0.332268
RP11-757C15.4	0
RP11-849H4.4	3.60809
RNU6-72P	0
MIR3165	0
LRTOMT	4.99849
FOLR3	0.185995
RPEP6	0
RP11-807H22.5	0
RP11-807H22.7	0
RP11-807H22.6	0
FOLR1	0.0629763
PHOX2A	0
AP000593.5	0
AP000593.6	0
AP000593.7	0.814461
RP11-45F15.1	0
RP11-45F15.2	0
RP11-7N14.1	0
ART2BP	0
ART2P	0
RP11-169D4.3	0
RP11-169D4.4	0
LINC01537	0.429179
RP11-169D4.2	0.537526
MIR139	0
RNU7-105P	0
RP11-31L22.3	0
ARAP1-AS1	0
ARAP1-AS2	0.999183
RPS12P20	0.209105
Y_RNA	0
MIR4692	0
RNU6-672P	0
AP002381.2	0.142647
RP11-800A3.3	0.408067
RP11-800A3.2	0
P2RY2	3.1473
RP11-800A3.4	1.86227
OR8R1P	0
P2RY6	3.71865
RELT	3.40177
RP11-809N8.4	0.365201
RP11-809N8.6	0
RP11-809N8.5	1.48502
HMGN2P38	0
AP000860.2	0
RP11-456I15.2	0
RP11-707G14.1	0
RN7SKP243	0
CCDC58P5	0
RP11-707G14.8	0.367113
DNAJB13	0.0834895
RP11-167N4.2	0
RP11-167N4.5	0
RP11-167N4.4	0
UCP3	1.36994
RP11-691F15.1	0
AP000577.2	0.815653
P4HA3	4.73369
SNORA7	1.85902
RP11-632K5.3	0
HNRNPA1P40	0.0514194
RP11-702H23.4	0
MIR548AL	0
RP11-632K5.2	0
KCNE3	1.83003
CYCSP27	0
RP11-702H23.2	0.264067
LIPT2	1.14178
RANP3	0
RN7SKP297	0
CHRDL2	0.544003
RP11-864N7.4	0.105111
MIR4696	0
RP11-864N7.1	0
XRRA1	4.84646
AP000560.3	0.349903
RN7SL239P	0.448748
RP11-147I3.1	2.88569
RNU6-216P	0
OR2AT2P	0
NPM1P50	0
OR2AT4	0
CTD-2562J17.2	0
OR2AT1P	0
CTD-2562J17.4	0
ZDHHC20P3	0
TPBGL	0.268256
CTD-2562J17.7	0
CTD-2562J17.6	3.29515
MIR326	0
SNORD15A	0
SNORD15B	0.833262
KLHL35	2.4098
RP11-939C17.4	0
CTD-2530H12.4	1.07894
CTD-2530H12.8	0.685948
CTD-2530H12.7	0
CTD-2530H12.5	0
MOGAT2	0.0253196
RN7SL786P	0
CTD-2530H12.1	0
DGAT2	2.10723
CTD-2530H12.2	0
RP11-535A19.1	0
RP11-535A19.2	0.0801042
Y_RNA	0
Y_RNA	0
PPP1R1AP1	0
RP11-263C24.1	0
RNA5SP344	0
RP11-263C24.3	0
CTD-2011F17.2	0.394154
WNT11	4.87939
RP11-619A14.2	0.122634
RP11-619A14.3	0.582031
RP11-111M22.2	0.529631
RP11-111M22.4	1.47385
RP11-111M22.5	0.227087
RP11-672A2.7	0
RP11-672A2.5	0.816644
RP11-672A2.6	0.407202
AP001189.4	4.35921
RP11-672A2.3	0
GUCY2EP	0.0238509
RP11-21L23.4	0
RP11-21L23.3	2.72756
RP11-21L23.2	1.41259
CTD-2547H18.1	0
B3GNT6	0
OMP	0.24056
MYO7A	3.26485
GDPD4	0.0500661
TOMM20P1	0
RP11-739B23.1	0
RNU7-59P	0
AQP11	1.31965
Y_RNA	0
RSF1-IT2	0.198665
FTH1P16	2.45094
RSF1-IT1	0.159177
AP000580.1	0
RP11-91P24.7	0.407678
RP11-91P24.5	0.231937
RP11-91P24.6	0.527852
RP11-91P24.1	0.538945
RP11-91P24.3	0
KCTD14	1.61565
RP11-7I15.4	0
THRSP	0.306298
RNU6-126P	0
KCTD21-AS1	1.43647
RP11-452H21.1	0.168064
RP11-452H21.2	0
RP11-452H21.4	0.654833
RP11-843A23.1	0.0938698
RNU6-311P	0
COPS8P3	0
TENM4	1.05833
RP11-673F18.1	0
CTD-2337I7.1	0
RP11-802F5.1	0
MIR708	0
MIR5579	0
RP11-258O13.1	0
RP11-683O4.1	0
RP11-885L14.1	0
CTD-2555I5.1	0
RNU6-544P	0
ARL6IP1P3	0
RP11-686G23.2	0
RP11-170L9.1	0
MTND4LP18	0
MTND6P25	0
RP11-876F14.2	0
MIR4300HG	0
MIR4300	0
RP11-876F14.1	0
RP11-179A16.2	0
FAM181B	2.09504
RP11-718B12.2	0
RP11-718B12.1	0
RP11-718B12.5	0
DDIAS	0.355658
RP11-659G9.3	0
RAB30	4.59125
RP11-113K21.1	0
SNORA70E	0
RP11-113K21.6	1.18996
RP11-113K21.4	0
RP11-113K21.3	0
C1DP5	0
BCAS2P1	0
RP11-727A23.4	2.14402
RP11-727A23.5	2.06454
RP11-727A23.8	0
RP11-727A23.7	0.640306
RP11-727A23.10	0.129623
CYCSP28	0
H19_3	0
DLG2	1.31991
RP11-160H12.2	0
RP11-160H12.3	0
LDHAL6DP	0
HNRNPA1P72	0
RP11-851M3.1	0
CTD-2537O9.1	0
DLG2-AS1_1	0
DLG2-AS1_2	0
AP000857.3	0
AP000857.2	0
HNRNPCP6	0.073716
RP11-882I15.1	0
RP11-482L11.1	0
RNU6-1292P	0
CCDC89	1.51893
RP11-700A24.1	0.271304
CCDC83	0
RP11-90K17.2	0
SLC25A1P1	0.0460939
RNU6-560P	0
RP11-12D16.2	0
FNTAL1	0
Metazoa_SRP	0
RP11-320L11.2	1.56489
SETP17	0.428166
RN7SL225P	0
CCDC81	2.08214
RP11-317J19.1	0
PTP4A1P6	0
RP11-762L8.6	1.92402
CTD-2005H7.1	0.391439
CTD-2005H7.2	0.237679
AP000654.5	0.326616
OR7E13P	0.901237
AP000654.4	0.258115
OR7E2P	0.393517
RP11-736K20.6	2.49737
HNRNPCP8	0
XIAPP2	0.0391555
RP11-648O15.2	0
RP11-680L20.1	0
RP11-777F6.3	2.06206
PSMA2P1	0.151365
CTD-2028E8.1	0
CTD-2028E8.2	0
RP11-137O10.1	0
RNU6-1135P	0
U6	0
RP11-720D4.3	0
RP11-720D4.2	0
MTCYBP41	0
RP11-665E10.1	0
RP11-665E10.2	0
RP11-665E10.4	0
RP11-665E10.3	0
RP11-164N3.1	0
RP11-164N3.2	0
RP11-164N3.3	0
Y_RNA	0
RAB38	3.10251
RP11-685B24.1	0
MIR3166	0
GAPDHP70	0.0808722
GRM5	0.2514
GRM5-AS1	0.0932862
RNU6-16P	0
TYR	0.146321
CBX3P7	0.906887
RP11-796A5.3	0.418938
RP11-796A5.4	0.217465
RP11-745I13.1	0
RP11-643G5.1	0
RP11-643G5.2	0
RP11-643G5.6	0
RP11-643G5.7	0
RP11-643G5.4	0
RP11-643G5.5	0
FOLH1B	0
UBTFL10	0
RP11-313I2.3	0
TRIM77	0
RP11-313I2.13	0
RP11-313I2.5	0
UBTFL2	0
RP11-313I2.11	0
RP11-313I2.6	0
RP11-313I2.10	0
TRIM64DP	0
RP11-358N4.3	0
RP11-358N4.5	0
TRIM49	0
RP11-358N4.6	0
TRIM53BP	0
TRIM51BP	0
RP11-81M19.3	0
TRIM64B	0
RP11-313I2.8	0
AP000648.3	0
RP11-81M19.1	0
MTND1P35	0
TRIM49D1	0
TRIM49D2	0
RP11-529A4.4	0
RP11-529A4.16	0
RP11-529A4.15	0
RP11-529A4.5	0
TRIM64	0
RP11-529A4.7	0
TRIM51EP	0
TRIM53AP	0
RP11-313I2.7	0
TRIM49C	0
RP11-529A4.9	0
RP11-529A4.12	0
TRIM64EP	0
RP11-529A4.10	0
RP11-716D19.1	0
UBTFL1	0
AP000648.6	0
SNORD56	0
AP000648.4	0
NAALAD2	1.04753
AP000648.5	3.44663
RP11-121L10.2	0.436013
DISC1FP1	0
TUBAP2	0.481899
MIR4490	0
RP11-660M18.1	0
MIR1261	0
RP11-678K21.1	0
RP11-678K21.2	0
RP11-678K21.3	0
OSBPL9P2	0
OSBPL9P3	0
RP11-699F16.2	0
RP11-739P6.1	0
RP11-739P6.2	0
RP11-843F11.1	0
RP11-201M22.1	0
TUBB4BP4	0
RP11-806N19.2	0
RPL7AP57	0
NDUFB11P1	0
FAT3	3.65833
PGAM1P9	0
RP11-675M1.2	0
RPS3AP42	0
RP11-203F8.1	0
RP11-676F20.4	0
RP11-676F20.2	0
RP11-676F20.5	0
SNRPGP16	0
RP11-676F20.1	0
MTNR1B	0
RPL26P31	0
RP11-183A22.3	0
RP11-573M3.6	0
RP11-573M3.3	1.38722
RP11-573M3.2	0.0878622
RP11-573M3.5	0
RP11-573M3.4	0
RP11-755E23.3	0
RP11-755E23.2	0.0541931
DEUP1	0.0188188
RP11-288E14.2	0.654658
RN7SL223P	0
RP11-178H8.1	0
RP11-178H8.2	0
RP11-178H8.3	0
CEP295	3.91235
Y_RNA	0
SCARNA9	2.25784
RP11-178H8.7	2.56551
SNORD6	0
SNORA1	3.39418
SNORD5	0
MIR1304	3.24219
VSTM5	0.329282
Y_RNA	0
HPRTP4	0
HPRT1P3	0
HEPHL1	0.115292
PHBP16	0
RP11-680H20.1	0.920796
RP11-680H20.2	0.0960155
IZUMO1R	0.465734
GPR83	0.212698
MIR548L	0
RP11-685N10.1	1.25001
C11orf97	0
RP11-867G2.4	0.659489
RP11-867G2.5	0
RP11-867G2.6	0
RP11-867G2.8	0
ST13P11	0
RP11-856F16.2	0
KDM4D	0.558852
RP11-60C6.3	0
KDM4E	0.0271946
RP11-60C6.8	0
RP11-60C6.5	0.0413056
RP11-60C6.6	0
KDM4F	0
RP11-735A19.3	0.10818
BUD13P1	0.732728
RP11-712B9.5	0.798695
RP11-712B9.2	0.947544
RP11-712B9.6	0
RP11-338H14.1	0
RP11-644L4.1	0
CTD-2564P9.3	0
RNA5SP345	0
RP11-697H10.1	0
JRKL-AS1	0
RNA5SP346	0
RP11-49K4.2	0
RP11-360K13.1	0
RP11-360K13.2	0
MED28P5	0
RP11-693I21.1	0
RP11-882G5.1	0
RNA5SP347	0
RP11-379J13.2	0
RP11-379J13.1	0
RP11-684B20.1	0
CTD-2342I9.1	0
RP11-115E19.1	0
RP11-99C10.1	0
CNTN5	0.376199
RN7SKP53	0
RPA2P3	0
RN7SL222P	0
AP000620.1	0
CTD-2383M3.1	0.0515029
ARHGAP42	2.21094
RN7SKP115	0
TMEM133	3.92531
PGR-AS1	2.95782
RP11-788M5.3	0.674862
TRPC6	1.90821
MIR3920	0
RP11-748H22.1	0.307444
RP11-748H22.2	0
ANGPTL5	0.845346
C11orf70	2.63836
5S_rRNA	0
RP11-732A21.2	0.0700351
RP11-732A21.3	2.67999
RP11-864G5.1	0.0642068
RP11-864G5.7	0
RP11-864G5.8	0
RNU6-952P	0
RP11-315O6.1	1.06463
RP11-315O6.2	0
MMP7	0.28634
MMP20	0
RP11-817J15.2	0
RP11-817J15.3	0
MMP27	0.0836868
MMP8	0.0905392
WTAPP1	0.00999774
AP000619.5	0
AP000647.3	0
MMP10	0.0531144
MMP1	0.141164
AP000619.6	0
MMP3	0.918056
MMP12	0.0519254
BOLA3P1	0
RNU7-159P	0
MMP13	0
RP11-690D19.4	0
RP11-690D19.1	0
DYNC2H1	3.39125
MTCO3P15	0
MTATP6P15	0
MTCO2P15	0
MTCO1P15	0.0591465
MTND2P26	0.0497193
MTND1P36	0.0180004
RP11-37O16.8	0
RP11-563P16.1	0.328751
MIR4693	0
RP11-617B3.2	0.964412
DDI1	0.0470317
MIR7641-1	0
RP11-886D15.1	0
RP11-681H10.1	0
RP11-693N9.1	0
CASP5	0.161703
CASP1P2	0
CARD17	0
CASP1P1	0
CARD18	0
RP11-94P11.4	0
OR2AL1P	0
RP11-94P11.3	0
Metazoa_SRP	0
GRIA4	0.2447
AP000641.1	0
RNU4-55P	0
RNU6-277P	0
KBTBD3	3.63528
RP11-677I18.3	0.3856
RP11-677I18.4	0
RP11-680E19.1	0
RP11-680E19.2	0
GUCY1A2	1.0775
RP11-819M15.2	0
RP11-819M15.1	0
RP11-382M14.1	0.0610213
RP11-819C21.1	1.8757
SMARCE1P1	0.032788
CTD-2355J17.2	0
ELMOD1	0.0935714
AP000889.2	0
AP000889.1	0
SLN	0.8359
CTD-2651C21.3	0
RP11-832N8.1	0
RAB39A	0.309391
Y_RNA	0
RP11-144G7.2	0
C11orf65	0.309014
EXPH5	0.70506
RPS2P39	0
RP11-801G16.2	0
CYCSP29	0
RP11-25I9.3	0
RP11-25I9.2	0
RNU6-654P	0
RNA5SP349	0
SNORD39	0
RP11-708B6.2	0
C11orf87	0
RP11-10A7.1	0
RP11-386B1.1	0
RP11-262A12.1	0
TFAMP2	0
RPSAP50	0
RP11-361A21.3	0
RP11-344L21.1	0
RP11-347E10.1	0
ARHGAP20	1.83362
HNRNPA1P60	0
RP11-97I14.1	0
RNA5SP350	0
RP11-89C3.3	0.143109
RP11-89C3.4	0.258901
RPS17P15	0
RP11-89C3.2	0
C11orf53	0
COLCA1	1.0208
MIR4491	0
POU2AF1	0.170757
RNU2-60P	0
RP11-794P6.1	0
RP11-794P6.2	0
BTG4	0
MIR34B	0
MIR34C	0
RP11-794P6.6	0
C11orf88	0.141037
AP000925.2	0.122969
RN7SKP273	0
RP11-108O10.2	0.107363
ALG9-IT1	0
GNG5P3	0
FDXACB1	1.32359
RPL37AP8	0.313192
C11orf52	4.40472
RNA5SP351	0
RP11-708L7.7	0
RP11-708L7.6	0.435371
PPIHP1	0.116838
RNU6-893P	0
RP11-708L7.9	0
PIH1D2	1.01644
RP11-356J5.4	0
TEX12	0.502656
BCO2	2.50893
KCTD9P4	0.109899
MRPS36P4	0
RPS6P16	0.152944
PLET1	0
RP11-356J5.13	0.0386188
ST13P10	0.0492744
RNU6-44P	0
RP11-65M17.3	0.0651169
RPL23AP62	0
RP11-65M17.1	0
snosnR66	0
RP11-27G22.1	0
RP11-629G13.1	0.68612
RNU7-187P	0
NCAM1-AS1	0.755162
RP11-839D17.3	0.371317
ANKK1	0.502058
RP11-159N11.3	0
DRD2	0.594703
MIR4301	0
TMPRSS5	1.12193
MTRF1LP1	0.0902138
RPS29P19	0
RP11-667M19.4	0
RP11-667M19.2	0
CLDN25	0
ATF4P4	0.362534
LRRC37A13P	0
RP11-667M19.10	0
RP11-667M19.9	0.492077
RNU6-1107P	0
HTR3B	0
HTR3A	0.0285607
RP11-64D24.2	0.254724
RP11-64D24.4	0.22542
RP11-212D19.5	0.227955
NXPE2P1	0
RP11-172C16.5	0
NXPE1	0.0306903
snoU13	0
NXPE4	0.0628028
RP11-172C16.4	0.0740821
NXPE2	0.0850458
ACA59	0
CADM1	1.46746
AP000462.3	0
AP000462.2	0
AP000462.1	0
RP11-136I14.2	0
RP11-136I14.3	0
RPL12P46	0
RP11-136I14.5	0
snoU13	0
AP000997.1	0
AP000997.2	0
AP000997.3	0
AP000797.3	0
CTC-774J1.1	0
LINC00900	0.191265
AP000797.4	0
AP000797.1	0
AP000797.2	0
LINC02151	0
AP000770.2	0
AP000770.1	0
AP006216.10	0
APOA5	0.0420832
AP006216.5	0
APOA4	0.0408266
APOC3	0.200069
APOA1	0.634956
APOA1-AS	0.907855
RNY4P6	0
AP000936.1	0.552174
AP000936.4	0
AP000936.5	0
RP11-109L13.1	1.75062
RP11-109L13.5	0
SCARNA11	0
CMB9-94B1.2	2.14375
AP000892.4	0.149062
PRR13P3	0
DSCAML1	0.169504
AP000711.1	0
RP11-35P15.1	0
FXYD2	0.222442
RP11-728F11.3	0
RP11-728F11.4	0.48405
TMPRSS13	0.150632
TMPRSS4-AS1	0.0760955
RN7SL828P	0
TMPRSS4	0.0369476
SCN4B	2.17296
SCN2B	0.176585
JAML	4.17507
HSPE1P18	0.116521
MPZL3	1.1566
RP11-832A4.7	0.171185
CD3E	4.14257
RP11-215H18.5	0
CD3D	1.71817
CD3G	0.303766
RP11-770J1.5	0.231755
RP11-770J1.7	0
RP11-770J1.4	0.108155
RP11-770J1.3	0.957263
TTC36	0.89145
RPL5P30	3.1611
RNU6-1157P	0
AP002954.3	2.1469
MIR6716	0
TREH	0.144627
TREHP1	0
RNU6-376P	0
AP002954.4	0.227683
RP11-158I9.8	3.06665
RP11-158I9.1	0
SETP16	0
Y_RNA	0
CXCR5	0.313541
UPK2	0.0618763
RN7SL688P	0
Y_RNA	0
FOXR1	0
Metazoa_SRP	0.290766
Y_RNA	0
RP11-110I1.12	0.737709
RPL23AP64	4.76827
RP11-110I1.11	4.05662
MIR3656	0
RP11-110I1.14	1.19628
RP11-110I1.13	2.30378
ABCG4	0.585313
PDZD3	0.0768947
CCDC153	2.41143
RNU6-262P	0
MIR6756	0
ACA64	0
C1QTNF5	1.69358
MFRP	0.0275532
USP2	1.19415
RP11-334E6.3	0
USP2-AS1	0.0683308
RP11-334E6.2	0
RP11-334E6.4	0
DUXAP5	0
KRT8P7	0
RP11-196E1.3	0.0123574
NECTIN1	4.19376
RNU6-1123P	0
CTD-2523D13.1	0
CTD-2523D13.2	0.717063
RP11-215D10.1	0
RP11-831A10.2	0
RP11-831A10.1	0
TRIM29	0.611085
AP000679.2	0
POU2F3	0.0751924
RP11-778O17.4	0
7SK	0
GRIK4	0.0184874
ELOCP22	0
RP11-640N11.2	0
HMGB1P42	0
TECTA	0.72893
RP11-775A1.2	0
RPS4XP12	0
BMPR1APS2	0.224538
RP11-142I2.1	0
RP11-730K11.1	0
RNU6-256P	0
MIR125B1	0
BLID	0.237579
MIRLET7A2	0
MIR100	0
RP11-716H6.1	0.618034
RP11-716H6.2	0.323758
RNU4ATAC10P	0
RNU4ATAC5P	0
RNU6-592P	0
GLULP3	0
RP11-266E8.2	0
UBASH3B	1.24149
snoU13	0
CRTAM	0.287918
C11orf63	3.56344
RNU4-23P	0
ATP5F1P5	1.04119
BSX	0
RP11-335F8.2	0
RPL34P23	0
RPS26P43	0
RPL31P47	0
SNORD14E	0.778794
RP11-762B21.5	0.333003
CTD-2216M2.1	0.0928313
U8	0
RP11-109E10.1	0
PHBP17	0
