Name	Brain - Substantia nigra
OR8R1P	0
P2RY6	0.396158
RP11-800A3.7	0.38424
RELT	4.06245
RP11-809N8.4	0.220066
RP11-809N8.6	0
RP11-809N8.5	4.07223
HMGN2P38	0
AP000860.2	0
RP11-456I15.2	0
RP11-707G14.1	0
RN7SKP243	0
CCDC58P5	0
RP11-707G14.8	0.15005
DNAJB13	0.0845121
RP11-167N4.2	0.0364389
RP11-167N4.5	0
RP11-167N4.4	0
UCP3	0.733912
C2CD3	3.01322
RP11-691F15.1	0
AP000577.2	0.0709105
P4HA3	0.133271
SNORA7	0.215552
RP11-632K5.3	0
PGM2L1	4.77245
HNRNPA1P40	0
RP11-702H23.4	0
MIR548AL	0
RP11-632K5.2	0
KCNE3	1.35208
CYCSP27	0
RP11-702H23.2	0.265864
LIPT2	1.06853
POLD3	2.55722
RANP3	0
RN7SKP297	0
CHRDL2	0.080701
RP11-864N7.4	0.0319095
MIR4696	0
RP11-864N7.1	0
RNF169	1.36345
XRRA1	1.59678
AP000560.3	0.0569244
RN7SL239P	0
RP11-147I3.1	1.751
RNU6-216P	0
NEU3	3.38703
OR2AT2P	0
NPM1P50	0
OR2AT4	0
CTD-2562J17.2	0
OR2AT1P	0
CTD-2562J17.4	0.211972
ZDHHC20P3	0
TPBGL	0.238381
CTD-2562J17.7	0
MIR326	0
SNORD15A	0
SNORD15B	0
KLHL35	1.15256
GDPD5	3.50522
RP11-939C17.4	0
CTD-2530H12.4	0.64628
CTD-2530H12.8	0.276296
CTD-2530H12.7	0
CTD-2530H12.5	0
MOGAT2	0.0102968
RN7SL786P	0
CTD-2530H12.1	0
DGAT2	1.22289
CTD-2530H12.2	0
RP11-535A19.1	0.0890824
RP11-535A19.2	0.156309
Y_RNA	0
Y_RNA	0
PPP1R1AP1	0
RP11-263C24.1	0
RNA5SP344	0
RP11-263C24.3	0
CTD-2011F17.2	0
WNT11	0.572239
RP11-619A14.2	0
RP11-619A14.3	0.170033
RP11-111M22.2	0.365433
RP11-111M22.4	2.83458
RP11-111M22.5	1.05787
EMSY	2.75447
RP11-672A2.7	0
RP11-672A2.5	0.108679
RP11-672A2.6	0
RP11-672A2.4	0.205596
AP001189.4	0.949533
RP11-672A2.3	0
GUCY2EP	0
RP11-21L23.4	0
TSKU	1.25306
RP11-21L23.3	0.228728
RP11-21L23.2	0.07035
CTD-2547H18.1	0
B3GNT6	0.0191916
OMP	0
MYO7A	1.87147
GDPD4	0.0273754
TOMM20P1	0
RP11-739B23.1	0.0134951
RNU7-59P	0
AQP11	2.34118
RSF1	4.99075
Y_RNA	0
RSF1-IT2	0.0259222
FTH1P16	1.06944
RSF1-IT1	0
AP000580.1	0
AAMDC	4.99537
RP11-91P24.7	0.337033
RP11-91P24.5	0.0794296
RP11-91P24.6	0.119686
RP11-91P24.1	0.205192
INTS4	4.17231
RP11-91P24.3	0
KCTD14	0.46704
RP11-7I15.4	0.1763
THRSP	0.280056
RNU6-126P	0
KCTD21-AS1	0.630981
RP11-452H21.1	0.150085
RP11-452H21.2	0
RP11-452H21.4	0.0586952
NARS2	4.98031
RP11-843A23.1	0
RNU6-311P	0
COPS8P3	0
TENM4	1.60121
RP11-673F18.1	0
CTD-2337I7.1	0
RP11-802F5.1	0
MIR708	0
MIR5579	0
RP11-258O13.1	0
RP11-683O4.1	0
RP11-885L14.1	0
CTD-2555I5.1	0
RNU6-544P	0
ARL6IP1P3	0
RP11-686G23.2	0
RP11-170L9.1	0
MTND4LP18	0
MTND6P25	0
RP11-876F14.2	0
MIR4300HG	0.0910688
MIR4300	0
RP11-876F14.1	0
RP11-179A16.2	0
RP11-718B12.2	0.270596
RP11-718B12.1	0.0226025
RP11-718B12.5	0
DDIAS	0.130131
RP11-659G9.3	0
RP11-113K21.1	0
SNORA70E	0
RAB30-AS1	3.24767
RP11-113K21.6	0.242034
RP11-113K21.4	0
RP11-113K21.3	0.326605
C1DP5	0
BCAS2P1	0
RP11-727A23.4	0.997622
RP11-727A23.5	0.961533
ANKRD42	3.06013
RP11-727A23.8	0
RP11-727A23.7	0
RP11-727A23.10	0.102096
CYCSP28	0
H19_3	0
RP11-160H12.2	0
RP11-160H12.3	0
LDHAL6DP	0
HNRNPA1P72	0
RP11-851M3.1	0
CTD-2537O9.1	0
DLG2-AS1_1	0
DLG2-AS1_2	0
AP000857.3	0
AP000857.2	0
HNRNPCP6	0
RP11-882I15.1	0
RP11-482L11.1	0
RNU6-1292P	0
CCDC89	0.742184
SYTL2	4.42372
RP11-700A24.1	0.0750648
CCDC83	0
RP11-90K17.2	0
SLC25A1P1	0
RNU6-560P	0
RP11-12D16.2	0
FNTAL1	0
Metazoa_SRP	0
RP11-320L11.2	0.620557
SETP17	0.103794
RN7SL225P	0
CCDC81	0.550606
RP11-317J19.1	0
PTP4A1P6	0
RP11-762L8.6	2.0452
CTD-2005H7.1	0.0693672
CTD-2005H7.2	0
PRSS23	4.04126
AP000654.5	0
OR7E13P	0.050366
AP000654.4	0
OR7E2P	0
RP11-736K20.5	0.738095
RP11-736K20.4	0.982785
FZD4	4.34639
RP11-736K20.6	0.731368
HNRNPCP8	0
TMEM135	4.88173
XIAPP2	0
RP11-648O15.2	0
RP11-680L20.1	0
RP11-777F6.3	0.101388
PSMA2P1	0
CTD-2028E8.1	0
CTD-2028E8.2	0
RP11-137O10.1	0
RNU6-1135P	0
U6	0
RP11-720D4.3	0
RP11-720D4.2	0
MTCYBP41	0
RP11-665E10.1	0
RP11-665E10.2	0
RP11-665E10.4	0
RP11-665E10.3	0
RP11-164N3.1	0
RP11-164N3.2	0
RP11-164N3.3	0
Y_RNA	0
RAB38	0.344934
RP11-685B24.1	0
MIR3166	0
CTSC	3.1188
GAPDHP70	0.030448
GRM5	0.383731
GRM5-AS1	0
RNU6-16P	0
TYR	0
CBX3P7	0
RP11-796A5.3	0
RP11-796A5.4	0
NOX4	0.203403
RP11-745I13.1	0
RP11-643G5.1	0
RP11-643G5.2	0
RP11-643G5.6	0
RP11-643G5.7	0
RP11-643G5.4	0
RP11-643G5.5	0
FOLH1B	0.3064
UBTFL10	0
RP11-313I2.3	0
TRIM77	0
RP11-313I2.13	0
RP11-313I2.5	0
UBTFL2	0
RP11-313I2.11	0
RP11-313I2.6	0
RP11-313I2.10	0
TRIM64DP	0
RP11-358N4.3	0.050448
RP11-358N4.5	0
TRIM49	0
RP11-358N4.6	0
TRIM53BP	0
TRIM51BP	0
RP11-81M19.3	0
TRIM64B	0
RP11-313I2.8	0
AP000648.3	0
RP11-81M19.1	0
MTND1P35	0
TRIM49D1	0
TRIM49D2	0
RP11-529A4.4	0
RP11-529A4.16	0
RP11-529A4.15	0
RP11-529A4.5	0
TRIM64	0
RP11-529A4.7	0
TRIM51EP	0
TRIM53AP	0
RP11-313I2.7	0
TRIM49C	0
RP11-529A4.9	0
RP11-529A4.12	0.045627
TRIM64EP	0
RP11-529A4.10	0
RP11-716D19.1	0
UBTFL1	0
AP000648.6	0
SNORD56	0
AP000648.4	0
NAALAD2	4.82195
AP000648.5	1.42207
RP11-121L10.2	0.382167
DISC1FP1	0
TUBAP2	0.347557
MIR4490	0
RP11-660M18.1	0
MIR1261	0
RP11-678K21.1	0
RP11-678K21.2	0
RP11-678K21.3	0
OSBPL9P2	0
OSBPL9P3	0
RP11-699F16.2	0
RP11-739P6.1	0
RP11-739P6.2	0
RP11-843F11.1	0
RP11-201M22.1	0
TUBB4BP4	0
RP11-806N19.2	0
RPL7AP57	0
NDUFB11P1	0
FAT3	1.45711
PGAM1P9	0
RP11-675M1.2	0
RPS3AP42	0
RP11-203F8.1	0
RP11-676F20.4	0
RP11-676F20.2	0
RP11-676F20.5	0
SNRPGP16	0
RP11-676F20.1	0
MTNR1B	0
RPL26P31	0
RP11-183A22.3	0.0847289
RP11-573M3.6	0
RP11-573M3.3	0.655263
RP11-573M3.2	0
RP11-573M3.5	0
RP11-573M3.4	0
RP11-755E23.3	0
RP11-755E23.2	0.0238258
DEUP1	0.0864981
RP11-288E14.2	0.372662
RN7SL223P	0
RP11-178H8.1	0
RP11-178H8.2	0
RP11-178H8.3	0
CEP295	0.984616
Y_RNA	0
SCARNA9	1.13707
RP11-178H8.7	1.73566
SNORD6	0
SNORA1	0.489231
SNORD5	0
SNORA18	2.09446
MIR1304	0.7511
MED17	2.74618
VSTM5	1.57087
Y_RNA	0
HPRTP4	0
HPRT1P3	0
HEPHL1	0.0073528
PHBP16	0
PANX1	3.06284
RP11-680H20.1	0.424819
RP11-680H20.2	0
IZUMO1R	0
GPR83	0.311938
MRE11	3.16282
MIR548L	0
RP11-685N10.1	0.0587981
ANKRD49	3.34971
C11orf97	0.738323
FUT4	0.962077
RP11-867G2.4	0
PIWIL4	1.4578
RP11-867G2.5	0
RP11-867G2.6	0
RP11-867G2.8	0.0671821
AMOTL1	4.57613
ST13P11	0
RP11-856F16.2	0
KDM4D	0.453358
RP11-60C6.3	0
KDM4E	0.0382761
RP11-60C6.8	0
RP11-60C6.5	0.0210071
RP11-60C6.6	0
KDM4F	0
RP11-735A19.3	0.140044
BUD13P1	0.753408
RP11-712B9.5	1.07616
RP11-712B9.2	0.517751
RP11-712B9.6	0
RP11-338H14.1	0
RP11-644L4.1	0
CTD-2564P9.3	0
FAM76B	4.00909
RNA5SP345	0
RP11-697H10.1	0
MAML2	3.05652
JRKL	3.09481
JRKL-AS1	0
RNA5SP346	0
RP11-49K4.2	0
RP11-360K13.1	0
RP11-360K13.2	0
MED28P5	0
RP11-693I21.1	0
RP11-882G5.1	0
RNA5SP347	0
RP11-379J13.2	0
RP11-379J13.1	0
RP11-684B20.1	0
CTD-2342I9.1	0
RP11-115E19.1	0
RP11-99C10.1	0
CNTN5	0.110484
RN7SKP53	0
RPA2P3	0
RN7SL222P	0
AP000620.1	0
CTD-2383M3.1	0.176605
ARHGAP42	1.49682
RN7SKP115	0
TMEM133	3.90245
PGR	0.540043
PGR-AS1	0.191654
RP11-788M5.3	0.200986
TRPC6	0.716381
MIR3920	0
RP11-748H22.1	0.0423663
RP11-748H22.2	0
ANGPTL5	0.122539
CEP126	3.70099
C11orf70	1.07144
5S_rRNA	0
RP11-732A21.2	0.0320759
RP11-732A21.3	0.290175
RP11-864G5.1	0
RP11-864G5.7	0
RP11-864G5.8	0
RNU6-952P	0
BIRC3	0.657466
RP11-315O6.2	0
MMP7	0.0405037
MMP20	0
RP11-817J15.2	0
RP11-817J15.3	0
MMP27	0
MMP8	0.0708051
WTAPP1	0
AP000619.5	0
AP000647.3	0
MMP10	0.0259196
MMP1	0
AP000619.6	0
MMP3	0.0234355
MMP12	0
BOLA3P1	0
RNU7-159P	0
MMP13	0
RP11-690D19.4	0
RP11-690D19.1	0
DYNC2H1	1.63857
MTCO3P15	0
MTATP6P15	0
MTCO2P15	0
MTCO1P15	0
MTND2P26	0
MTND1P36	0
RP11-37O16.8	0
RP11-563P16.1	0
MIR4693	0
PDGFD	0.203544
RP11-617B3.2	0
DDI1	0
MIR7641-1	0
RP11-886D15.1	0.494608
RP11-681H10.1	0
RP11-693N9.1	0
CASP12	0.228444
RP11-693N9.2	0.438333
CASP4	3.08716
CASP5	0.0733122
CASP1	3.67028
CARD16	2.37632
CASP1P2	0
CARD17	0
CASP1P1	0
CARD18	0
RP11-94P11.4	0
OR2AL1P	0
RP11-94P11.3	0
Metazoa_SRP	0
AP000641.1	0
RNU4-55P	0
RNU6-277P	0
KBTBD3	2.53713
RP11-677I18.3	0.074428
RP11-677I18.4	0
RP11-680E19.1	0
RP11-680E19.2	0
GUCY1A2	1.56991
RP11-819M15.2	0
RP11-819M15.1	0
RP11-382M14.1	0
RP11-819C21.1	1.38948
SMARCE1P1	0
ALKBH8	2.18224
CTD-2355J17.2	0
AP000889.2	0
AP000889.1	0
SLN	0.407938
CTD-2651C21.3	0
SLC35F2	1.68922
RP11-832N8.1	0
RAB39A	0.457972
Y_RNA	0
RP11-144G7.2	0
NPAT	1.95221
ATM	3.95758
C11orf65	0.38049
KDELC2	4.05391
EXPH5	0.380475
DDX10	2.16946
RPS2P39	0
RP11-801G16.2	0
CYCSP29	0
RP11-25I9.3	0
RP11-25I9.2	0
RNU6-654P	0
RNA5SP349	0
SNORD39	0
RP11-708B6.2	0
C11orf87	0.96828
RP11-10A7.1	0
RP11-386B1.1	0
RP11-262A12.1	0
TFAMP2	0
RPSAP50	0
RP11-361A21.3	0
RP11-344L21.1	0
ZC3H12C	2.11932
RP11-347E10.1	0.0479228
ARHGAP20	1.05957
HNRNPA1P60	0
RP11-97I14.1	0
RNA5SP350	0
RP11-89C3.3	0
RP11-89C3.4	0.045995
RPS17P15	0
RP11-89C3.2	0
C11orf53	0
COLCA1	0.364072
COLCA2	3.21454
MIR4491	0
POU2AF1	0.581759
RNU2-60P	0
RP11-794P6.1	0
RP11-794P6.2	0.0064944
BTG4	0.0369092
MIR34B	0
MIR34C	0
RP11-794P6.6	0
C11orf88	0.141999
AP000925.2	0.0156225
RN7SKP273	0
RP11-108O10.2	0.0551809
ALG9	3.70608
ALG9-IT1	0
GNG5P3	0
FDXACB1	1.08896
RPL37AP8	0.213531
C11orf52	0.962277
RNA5SP351	0
RP11-708L7.7	0
RP11-708L7.6	0.0604033
PPIHP1	0.127443
RNU6-893P	0
RP11-708L7.9	0
PIH1D2	0.980019
RP11-356J5.4	0
TEX12	0.091149
BCO2	3.67172
KCTD9P4	0.0413252
MRPS36P4	0.103798
RPS6P16	0
PLET1	0
RP11-356J5.13	0
ST13P10	0
RP11-356J5.12	2.03453
RNU6-44P	0
RP11-65M17.3	0.0945741
RPL23AP62	0
RP11-65M17.1	0.0208662
snosnR66	0
RP11-27G22.1	0
RP11-629G13.1	1.79814
RNU7-187P	0
NCAM1-AS1	0.831308
RP11-839D17.3	2.07954
TTC12	2.27555
RP11-159N11.4	1.6731
ANKK1	0.56305
RP11-159N11.3	0.0939815
MIR4301	0
MTRF1LP1	0
RPS29P19	0
RP11-667M19.4	0
RP11-667M19.2	0
CLDN25	0
ATF4P4	0.110528
LRRC37A13P	0
USP28	3.40788
RP11-667M19.10	0
RP11-667M19.9	0.0585854
RNU6-1107P	0
HTR3B	0.0626994
HTR3A	0
ZBTB16	3.5811
RP11-64D24.2	0
NNMT	0.730622
RP11-64D24.4	0
RBM7	2.08243
RP11-212D19.5	0
NXPE2P1	0
RP11-172C16.5	0
NXPE1	0
snoU13	0
NXPE4	0
RP11-172C16.4	0.0364819
NXPE2	0.0509634
ACA59	0
AP000462.3	0
AP000462.2	0
AP000462.1	0
RP11-136I14.2	0
RP11-136I14.3	0
RPL12P46	0
RP11-136I14.5	0
snoU13	0
AP000997.1	0
AP000997.2	0
AP000997.3	0.0569652
AP000797.3	0.0299564
CTC-774J1.1	0
LINC00900	0.569247
AP000797.4	0.077744
AP000797.1	0
AP000797.2	0
LINC02151	0
AP000770.2	0
AP000770.1	0
AP006216.10	0
APOA5	0
AP006216.5	0
APOA4	0
APOC3	0
APOA1	0.41206
APOA1-AS	0.326939
RNY4P6	0
AP000936.1	0.232941
AP000936.4	0
AP000936.5	0
RP11-109L13.1	0.0550778
RP11-109L13.5	0
PCSK7	4.49698
AP000892.6	1.565
SCARNA11	0
CMB9-94B1.2	2.54812
AP000892.4	0.0659731
PRR13P3	0
AP000711.1	0
RP11-35P15.1	0.140955
FXYD2	0.091548
RP11-728F11.3	0
RP11-728F11.4	0.391178
TMPRSS13	0.0424414
IL10RA	3.98772
TMPRSS4-AS1	0.0761437
RN7SL828P	0
TMPRSS4	0.00524069
JAML	0.517947
HSPE1P18	0
MPZL3	0.449742
MPZL2	1.55787
RP11-832A4.7	0
CD3E	0.731169
RP11-215H18.5	0
CD3D	0.353282
CD3G	0.0662373
RP11-770J1.5	0.181921
RP11-770J1.7	0.0897574
RP11-770J1.4	0.617009
RP11-770J1.3	1.01328
TTC36	0.553599
RPL5P30	0.940329
RNU6-1157P	0
AP002954.3	1.4628
MIR6716	0
TREH	0.125225
TREHP1	0
RNU6-376P	0
AP002954.4	0.1167
RP11-158I9.8	4.44564
RP11-158I9.1	0
SETP16	0
Y_RNA	0
CXCR5	0
RP11-158I9.5	0
BCL9L	2.79416
UPK2	0.519772
RN7SL688P	0
Y_RNA	0
FOXR1	0.0172266
Metazoa_SRP	0.524591
Y_RNA	0
RP11-110I1.12	0.66061
RPL23AP64	0.55102
RP11-110I1.11	0.627665
RP11-110I1.5	0.821194
MIR3656	0
SLC37A4	4.20048
RP11-110I1.14	0.535618
RP11-110I1.13	1.47897
HINFP	3.59164
ABCG4	3.30109
NLRX1	3.03411
PDZD3	0.0169307
CCDC153	0.914947
CBL	4.94998
RNU6-262P	0
MIR6756	0
ACA64	0
C1QTNF5	0.564436
MFRP	0.0832221
RP11-334E6.3	0
USP2-AS1	0.235518
RP11-334E6.2	0
RP11-334E6.4	0
DUXAP5	0
KRT8P7	0.0444134
RP11-196E1.3	0.275538
RNU6-1123P	0
CTD-2523D13.1	0
CTD-2523D13.2	0.952342
RP11-215D10.1	0
RP11-831A10.2	0.0884722
RP11-831A10.1	0.607859
TRIM29	0.129768
AP000679.2	0.0431264
POU2F3	0.0227154
RP11-778O17.4	0
7SK	0
GRIK4	3.19377
ELOCP22	0
RP11-640N11.2	0.00630664
HMGB1P42	0
TBCEL	3.99366
TECTA	0.902563
RP11-775A1.2	0
RPS4XP12	0
BMPR1APS2	0
RP11-142I2.1	0
RP11-730K11.1	0.00770201
RNU6-256P	0
MIR125B1	0
BLID	0
MIRLET7A2	0
MIR100	0
RP11-716H6.1	0.0595099
RP11-716H6.2	0.283099
RNU4ATAC10P	0
RNU4ATAC5P	0
RNU6-592P	0
GLULP3	0
RP11-266E8.2	0
UBASH3B	2.20427
snoU13	0
CRTAM	0.103535
C11orf63	1.36709
RNU4-23P	0
ATP5F1P5	0.517218
BSX	0
RP11-335F8.2	0
RPL34P23	0
RPS26P43	0
RPL31P47	0
SNORD14E	0.788549
CLMP	1.10688
RP11-762B21.5	0
CTD-2216M2.1	0
U8	0
RP11-109E10.1	0
PHBP17	0
MIR4493	0
SF3A3P2	0.0127984
SCN3B	4.88049
RP11-634B22.4	0
ZNF202	2.82196
OR6X1	0
RNU1-21P	0
OR6M1	0
OR6M2P	0
OR6M3P	0
TMEM225	0
OR8D4	0
OR4D5	0
OR6T1	0
OR10S1	0
OR10G6	0
OR10G5P	0
OR10G4	0
OR10G9	0
OR10G8	0
OR10G7	0
OR10D5P	0
OR10D4P	0
OR10N1P	0
OR10D1P	0
OR10D3	0
OR8F1P	0
OR8G3P	0
OR8G2P	0
OR8G7P	0
OR8G1	0
OR8G5	0
SLC5A4P1	0
OR8D1	0
OR8D2	0
OR8B7P	0
OR8B6P	0
OR8B5P	0
OR8B1P	0
OR8C1P	0
OR8B2	0
OR8B3	0
OR8X1P	0
OR8B4	0
OR8B8	0
OR8A2P	0
OR8B9P	0
OR8B10P	0
OR8A3P	0
RP11-728D14.6	0
OR8B12	0
OR8A1	0
OR8Q1P	0
PANX3	0.0222237
SPA17	1.18091
RP11-677M14.2	0.105353
VSIG2	1.13018
RP11-677M14.3	0.409003
RP11-677M14.8	0.455123
RP11-677M14.7	0.587786
RP11-677M14.5	2.08508
RP11-664I21.5	0
RP11-664I21.6	0.521756
CCDC15	0.43694
SLC37A2	1.62535
KRT18P59	0.0668487
RP11-687M24.4	0
PKNOX2-AS1	0.0514872
PKNOX2	3.17963
RP11-687M24.7	0
RP11-687M24.8	0
RNU6-321P	0
AP000708.1	0.677194
STT3A-AS1	0.112328
RNU6-1156P	0
CHEK1	1.37406
RNU2-35P	0
ACRV1	0.353024
PATE1	0
PATE2	0.0977303
PATE3	0
PATE4	0
RP11-680F20.10	0.051501
HYLS1	1.6572
PUS3	4.33846
RP11-680F20.9	0
DDX25	2.54067
RP11-680F20.4	0
RP11-680F20.6	0
CDON	0.564777
NAP1L1P1	0.310097
RP11-673E11.2	0
RP11-50B3.2	0
RP11-50B3.1	0
RP11-50B3.4	0.0925782
RNU4-86P	0
RN7SL351P	0
RPL35AP26	0
TIRAP	1.13476
RP11-712L6.7	0
RP11-712L6.5	0.793873
DCPS	4.98249
ST3GAL4-AS1	0.748728
RP11-712L6.8	0
KIRREL3-AS1	0
RP11-115C10.1	0.145821
RP11-688I9.4	0.141037
RP11-688I9.5	0
KIRREL3-AS2	0.197356
MIR3167	0
RP11-688I9.2	0
KIRREL3-AS3	0
RP11-168K9.1	0
RP11-168K9.2	0
CTD-2234N14.2	0
CTD-2234N14.1	0
RP11-480C22.1	1.79172
RN7SKP121	0
RN7SKP279	0
RP11-822P1.1	0
RP11-676M6.1	1.08836
RP11-702B10.2	0
LINC02098	0
MIR6090	0
RP11-1007G5.2	0
RP11-264E20.2	0.0726387
RP11-264E20.1	0.0452006
RP11-744N12.3	0.203149
SENCR	1.05842
KCNJ1	0.064467
RP11-740D6.3	0
KCNJ5	1.00196
C11orf45	0.61979
TP53AIP1	0.264976
RNU6-876P	0
Y_RNA	0
RNU6-874P	0
ZNF123P	0
BARX2	0.430199
RPS27P20	0
RP11-237N19.3	0
LINC01395	0
RP11-507F16.1	0
TMEM45B	0.51756
NFRKB	3.95921
PRDM10	1.77226
LINC00167	0.0495226
RP11-567M21.3	0.0627914
ELOBP2	0
RP11-679I18.4	0
RPL34P21	0
U4	0
ST14	0.282641
RP11-567O18.1	0
DDX18P5	0
RN7SL778P	0
RP11-121M22.1	0.2515
ADAMTS8	1.61298
ADAMTS15	0.263392
RP11-535N6.2	0
BAK1P2	0
MIR8052	0
C11orf44	0
PPP1R10P1	0
RP11-890B15.2	0.0890914
RN7SL167P	0
AP002856.4	0
AP002856.6	0
AP002856.7	0.178309
AP002856.5	0
RNU6ATAC12P	0
AP003025.2	0.0858123
RP11-217L21.1	0.151287
RP11-651K21.1	0
AP004372.1	0.0979055
RP11-697E14.2	0
NTM-IT	0
RP11-684N3.1	0.860256
OPCML	3.838
U6	0
RP11-654C20.1	0
OPCML-IT2	0
AP004782.1	0.101613
RP11-861E23.2	0.00884846
OPCML-IT1	0.0310379
RP11-448P19.1	0
SPATA19	0
RP11-259P6.3	0
IGSF9B	0.861252
RP11-713P17.5	0
RP11-713P17.3	2.0961
RP11-713P17.4	0.144943
PTP4A2P2	0.491637
NCAPD3	2.24113
RP11-700F16.2	0
RP11-700F16.3	0
GLB1L3	0.605519
AP000859.4	0
GLB1L2	0.865994
RP11-627G23.1	0.376812
AP004550.1	0
RP11-469N6.3	0
RP11-469N6.2	0
RP11-469N6.1	0.187683
RP11-555G19.1	0
RP11-555G19.2	0
AP005135.2	0
DDX11L8	0
FAM138D	0
RP11-598F7.3	0
RP11-598F7.4	0.154482
RP11-598F7.5	0.821202
RP11-598F7.6	0.826927
RP11-283I3.1	0.426618
RP11-283I3.2	1.35895
SLC6A13	4.22682
RP11-283I3.4	0.0874389
RP11-283I3.6	3.98109
KDM5A	3.08054
CCDC77	3.29084
B4GALNT3	0.460507
RP5-1154L15.2	0
RNU7-103P	0
RP5-1154L15.1	0
RP11-218M22.1	3.10316
RP11-218M22.2	0
RNU4ATAC16P	0
RAD52	4.52918
RP11-359B12.2	1.728
HTR1DP1	0
RP5-951N9.1	0
RP5-951N9.2	0
LINC00942	0.0797228
WNT5B	1.45376
MIR3649	0
RP11-288K12.1	0
RPS4XP14	0.119357
CACNA2D4	0.489628
LRTM2	0.944478
RP5-1096D14.3	0
LINC00940	1.9301
DCP1B	2.40367
CACNA1C	1.34552
RP5-1096D14.6	0.0701256
CACNA1C-IT1	0
CACNA1C-IT2	0
RP1-53O8.2	0
CACNA1C-AS4	0
CACNA1C-IT3	0
CACNA1C-AS3	0
AC007618.3	0
CACNA1C-AS2	1.04605
CACNA1C-AS1	0.129769
RP11-986G18.3	0.045772
RP11-986G18.2	0.847903
IQSEC3P1	0.118982
RP11-885B4.2	0.0380252
RPL23AP14	0
CBX3P4	0.164037
RP4-816N1.7	0
RP4-816N1.6	0.305017
RP4-816N1.8	0.235737
FOXM1	0.617944
RP11-372B4.3	0.442606
RNU6-1315P	0
TEAD4	1.49278
RP11-253E3.3	0.355564
RP11-253E3.1	0.2474
TSPAN9	3.91331
Metazoa_SRP	0
TSPAN9-IT1	0
RP11-543P15.3	0
RP5-1063M23.3	0.0810075
RP5-1063M23.2	0.0260894
RP11-476M19.2	0
PRMT8	1.9693
RP11-476M19.3	0
RP11-476M19.1	0
CRACR2A	0.110113
RP5-1180D12.1	0.171877
RP3-488M23.3	0
PARP11	1.69283
OTUD4P1	0
RP11-664D1.1	0
RP11-320N7.2	0
HSPA8P5	0.0509605
RP11-320N7.1	0
CCND2-AS1	1.58797
CCND2-AS2	0.226631
TIGAR	3.34617
RP11-264F23.1	0.0923739
FGF23	0
FGF6	0
C12orf4	4.69871
RAD51AP1	0.932513
DYRK4	4.94022
RP11-234B24.5	0
AKAP3	1.471
RP11-500M8.6	0
RP11-500M8.4	0.0464917
RP11-234B24.2	0.516217
GALNT8	4.48614
RP11-234B24.4	0
RP3-377H17.2	0.124845
RP11-429A20.3	0.251195
KCNA1	0.839941
RP3-377H17.3	0
RP11-429A20.2	0
KCNA5	1.622
RP11-319E16.1	0
RP11-1038A11.3	0
RP11-319E16.2	0
RP11-1038A11.2	0
RP11-1038A11.1	0
NTF3	0.0257309
ANO2	0.724738
RP11-592H6.3	0
RN7SL69P	0
RP3-454B23.1	0.318278
Y_RNA	0
ATP5J2P5	0
PLEKHG6	0.0318831
RN7SL391P	0
SCNN1A	0.0972567
RP1-102E24.8	0.349798
RP1-102E24.1	0.196535
RP1-102E24.9	0.0571427
CD27	0.877791
RP1-102E24.10	1.20058
RP1-102E24.6	0.0209433
SCARNA10	0
RP5-940J5.3	0.461875
RP5-940J5.8	0.241566
RP5-940J5.6	0.212197
SCARNA11	0
LPAR5	4.07768
ACRBP	0.576175
RP4-761J14.8	0.273701
RNU6-781P	0
RP4-761J14.9	0.10543
RP4-761J14.10	1.11377
LAG3	0.229714
RN7SL380P	0
P3H3	3.40352
GNB3	1.46781
CDCA3	0.816775
SPSB2	2.92085
RPL13P5	2.98895
U47924.32	0.825937
U47924.31	1.45674
PTPN6	4.46868
U47924.27	0
MIR200C	0
MIR141	0
U47924.29	0
SCARNA12	2.42795
LPCAT3	2.82326
RP3-461F17.1	0.142451
RP3-461F17.2	0
C1RL	3.1158
C1RL-AS1	0.213789
RNU6-485P	0
RBP5	0.498887
RP11-273B20.1	0.564827
RP11-273B20.3	0.0430564
RP11-185H22.1	0
ACSM4	0
CD163L1	0.190815
RP11-157G21.2	0.161097
CD163	2.18636
GAPDHP31	0
NIFKP3	0
RP11-444J21.2	0
RP11-444J21.5	0
RP11-444J21.4	0
RP11-444J21.6	0
APOBEC1	0
GDF3	0
DPPA3	0
CLEC4C	0
NANOGNB	0
Y_RNA	0
NANOG	0
Y_RNA	0
SLC2A14	0.0403518
Y_RNA	0
Metazoa_SRP	0
RP11-277J24.1	0
RP11-815D16.1	0
NANOGP1	0
RP11-277E18.2	0
Y_RNA	0
RP11-69M1.1	0
RP11-69M1.8	0
HSPD1P12	0
RP11-69M1.4	0.101465
FOXJ2	4.44887
RP11-69M1.6	1.01963
CLEC4A	1.73976
POU5F1P3	0.309957
GCSHP4	0
ZNF705A	0
FAM66C	2.29017
RP11-266K4.1	0.409306
RP11-266K4.13	0.505996
FAM90A1	1.62312
ALG1L10P	0.370414
FAM86FP	0.699436
RP11-266K4.9	1.41917
ENPP7P5	0.0452805
LINC00937	0.207872
RP11-113C12.4	1.00597
RP11-90D4.3	0
RP11-90D4.4	0
RPS3AP43	0.0675374
RP11-113C12.8	0
OR7E140P	0
OR7E148P	0
OR7E149P	0
CLEC6A	0
RP11-113C12.2	0
RNU6-275P	0
CLEC4D	0.0386485
SUPT4H1P2	0
