Name	Esophagus - Muscularis
HNRNPA1P9	0.11181
RUNDC3B	1.08005
DBF4	2.02001
ADAM22	0.74639
CTB-167B5.1	0
AC003991.3	0.195316
EIF4A1P13	0
SNORA67	0
CTA-326K9.1	0
AC002069.6	0
KPNA2P2	0
PQLC1P1	0
EEF1A1P28	0.0261329
AC002127.4	0
AC002127.2	0
ZNF804B	0
C7orf62	0
AC002383.2	0
RNU6-274P	0
STEAP2-AS1	0.106382
RP5-1121E10.2	0
DPY19L2P4	0.174806
Y_RNA	0
AC002064.4	0.5743
AC002064.5	0.235523
CTB-16J4.1	0.161929
GTPBP10	3.21005
AC002064.7	0
AC006153.3	0
AC002456.2	0.603656
TVP23CP1	0
PTP4A1P3	0
RP11-115N4.1	0.0564341
NIPA2P1	0
RP11-142A5.1	0
CTB-111F10.1	0
MTERF1	3.00967
CYP51A1	4.75821
CYP51A1-AS1	0.149047
LRRD1	0.0644537
Y_RNA	0.440874
MIR1285-1	0
AC000120.7	0.897811
TMBIM7P	0
CTB-10G5.1	0
ERVW-1	0.170209
RP5-1099C19.2	0
RNU6-10P	0
AC002454.1	0.123938
RN7SL7P	0
SAMD9	2.26359
HEPACAM2	0.0279635
CALCR	0.0197317
MIR653	0
MIR489	0
GNGT1	0
AC002075.4	0.356303
MIR4652	0
AC002075.3	0
NDUFAF4P2	0
TFPI2	0.765751
AC002076.10	0
GS1-345D13.1	0
RP11-455I9.1	1.7137
AC006378.2	0.929136
AC003092.1	0
AC003092.2	0
RNU6-1328P	0
PEG10	2.48401
RPS3AP25	0.118047
RNU6-956P	0
ATP5F1P2	0
GRPEL2P3	0
RN7SKP129	0
ARF1P1	0
HINT1P2	0
AC002429.4	0
AC002429.5	0.0112571
RNU4-16P	0
PON1	0.0636752
AC004022.7	0
AC004022.8	0
PON3	1.24462
GS1-293C5.1	0.310932
AC004012.1	0
ASB4	0.0475966
GS1-306C12.1	0
AC002451.3	0.318396
GS1-25M2.1	0.0473493
MIR591	0
AC096775.2	0
RP11-440E5.1	0
RNU6-532P	0
RNU6-364P	0
RNU7-188P	0
MARK2P10	0
RN7SL252P	0
DLX6-AS1	0.0496333
DLX6	0.140483
DLX5	0.546524
HMGB3P21	0
AC073900.4	0
AP1S2P1	0
RN7SKP104	0
TAC1	2.17455
AC079781.5	0
SNRPCP9	0
RPS3AP29	0.166039
AC007875.2	0
AC079781.7	0.197832
AC079781.8	0.253132
OR7E7P	2.69534
MIR5692A1	0
MIR5692C2	0
OCM2	0
RN7SL478P	0
BHLHA15	0.0408307
BAIAP2L1	3.45938
RP11-307C18.1	1.17533
AC091654.7	0
AC074121.4	0
RNU6-393P	0
TMEM130	1.19226
MIR3609	0
AC004893.10	0.15415
AC004893.11	2.35871
KPNA7	0
MYH16	0.0129978
RP13-968A2.1	0.0451631
AC073063.10	1.74086
ZNF789	4.37103
FAM200A	4.64804
GS1-259H13.2	1.77658
GS1-259H13.7	0.0985671
CYP3A5	2.02717
CYP3A7-CYP3A51P	0
CYP3A51P	0
CYP3A7	0.30113
CYP3A4	0.1491
RP11-757A13.1	0.39557
CYP3A137P	0
CYP3A43	0.0917395
CTD-3244O18.5	0
CYP3A52P	0
OR2AE1	0
GJC3	0.820386
RP4-604G5.1	0
Y_RNA	0
SNORA40	0
AZGP1	3.44947
AZGP1P1	0
RP4-604G5.3	0
MIR25	0.318602
MIR93	0
MIR106B	0
RP11-506M12.1	1.79682
AC073842.19	0
RPL7P60	0.03516
MIR4658	0
GPC2	1.05061
STAG3	1.56948
PVRIG	2.43269
SPDYE3	0.523576
Y_RNA	0
RP11-758P17.2	0
RP11-758P17.3	0.257428
C7orf61	0.781176
NYAP1	2.14383
RP11-44M6.1	0
RN7SL416P	0
IRS3P	0.0933873
FBXO24	0.809995
PCOLCE-AS1	0.463593
TFR2	0.259451
ACTL6B	0.173356
EPO	0.181545
ZAN	0.00384154
RN7SL750P	0
SLC12A9-AS1	0.237522
MIR6875	0
UFSP1	3.38797
ACHE	2.37357
RN7SL549P	0
RPS29P15	0
MUC3A	1.35816
RP11-395B7.2	0.0498297
MUC12	0.0479771
RP11-395B7.4	1.08751
MUC17	0
MIR4653	0
VGF	0.294954
NAT16	0
MOGAT3	0
DGAT2L7P	0
RPSAP46	0.0484052
RNU6-1104P	0
RP11-132A1.6	0
AZGP1P2	0
LNCPRESS1	0
RP11-132A1.4	0.195229
COL26A1	0.062604
RP5-1106H14.1	0
LINC01007	0
MYL10	0
CTA-339C12.1	0
CTB-181H17.1	0.0200601
CTA-305I2.1	0
AC005086.3	0
AC005086.2	0
AC005086.1	0
SNORA48	0
CTA-313A17.5	0
SH2B2	4.06009
MIR4285	0
CTA-313A17.2	0
Y_RNA	0
CTA-313A17.3	0
SPDYE6	0.429038
RP11-163E9.1	0.659158
RP11-163E9.2	0
MIR548O	0
RP11-514P8.2	0.0718184
ORAI2	2.72509
MIR4467	0
RASA4B	2.2076
POLR2J3	1.8327
SPDYE2	0.102958
RASA4	1.98661
RP11-514P8.10	0.537104
SPDYE2B	0.0194307
POLR2J2	0.4879
RASA4DP	1.7607
RP11-577H5.1	1.53319
FBXL13	0.286775
RNU6-1136P	0
RN7SKP198	0
LRRC17	3.2311
NFE4	0.0485833
RP11-645N11.3	0
CRYZP1	0.745025
RP11-401L13.4	0.679946
RPL23AP95	0
RP11-401L13.7	0
DPY19L2P2	0.775405
S100A11P1	0
RPS29P16	1.07834
SLC26A5	0.173186
Y_RNA	0
Y_RNA	0
CTB-107G13.1	0.0238815
RELN	2.2336
RN7SKP86	0
LHFPL3	0
EIF4BP6	2.97835
LHFPL3-AS1	0
RP11-203P23.2	0
LHFPL3-AS2	0.0367951
RN7SL8P	0
RP11-325F22.2	0.377859
CTB-152G17.6	1.68469
CTB-152G17.5	0
CTB-152G17.4	0
RP4-778K6.1	0
RWDD4P1	0.153065
RP4-778K6.3	0.0961965
RNU6-1322P	0
RP11-251G23.2	0.21121
EFCAB10	0.189514
RP11-251G23.5	1.01593
YBX1P2	0.451774
ATXN7L1	3.37334
CTA-351J1.1	0.0593316
RP4-568B10.1	4.49706
DCAF13P1	0.0280151
RNU6-392P	0
RP11-22N19.2	0
LARP1BP2	0
CTB-111H14.1	0.024314
CTB-30L5.1	0.0628955
RP5-884M6.1	0
CTB-133P21.1	0
PIK3CG	0.418753
CTA-360L10.1	0.0184097
CTA-363E19.2	2.81181
CTB-20D2.1	0
GPR22	0.0592447
DUS4L	3.62712
RP4-593H12.1	0.702056
snoU109	0.420636
WBP1LP2	1.49057
BANF1P5	0
SLC26A4-AS1	0.0407728
SLC26A4	0.32298
SLC26A3	0.968215
PIGCP2	0
U3	0
LAMB4	0.153743
NRCAM	1.39716
RPL7P32	0.310647
AC005487.2	0
CTA-369K23.1	0
C7orf66	0
CTB-22K14.1	0
AC004014.3	0
BUB3P1	0
AC002386.1	0
AC073071.1	0
AC073387.2	0
RP11-10E6.1	0
EIF3IP1	0
RPL3P8	0
RP11-745H7.1	0
AC003088.1	0
AC073326.3	0.0826232
LRRN3	0.845923
AC003989.3	0
AC003989.4	0
DOCK4-AS1	0.0427609
RNA5SP237	0
AC003080.4	0
AC004112.4	0
MTND5P8	0
MTND6P24	0
MTCYBP24	0
AC079741.2	0.357057
LSMEM1	2.33742
NPM1P14	0
AC002463.3	0
MIPEPP1	0
HRAT17	0
RP11-736E3.3	0.035498
GPR85	0.219355
RP11-736E3.1	0
RP11-703P11.1	0
RP11-786A20.1	0
PPP1R3A	0.0525455
RP11-95P9.1	0
AC073626.2	0
CTA-250D13.1	0.0834537
RNA5SP238	0
MIR3666	0
LINC01392	0
LINC01393	0.134909
RAC1P6	0
Y_RNA	0
RP11-222O23.1	0
SNORA25	0
RP11-458K10.1	0
RP11-458K10.2	0
RP11-458K10.3	0
Y_RNA	0
TFEC	0.946503
RP11-667F14.1	1.30933
AC073130.3	0.963021
AC073130.1	0.0410259
Metazoa_SRP	0
AC002066.1	0.328288
AC006159.5	0.322486
AC006159.4	0
LINC01510	0
MET	4.18348
AC002543.2	0.0219504
Y_RNA	0.289772
RNA5SP239	0
ST7-AS1	3.29102
ST7-OT4	0.0643475
AC106873.4	0
TPM3P1	0
ST7-AS2	0
AC002542.2	0
AC006326.3	0
MTND4P6	0
MTCYBP6	0
WNT2	0.805128
AC002465.2	0
ASZ1	0
AC003045.1	0
CFTR	0.0425524
AC000111.4	0
AC000111.3	0
AC000111.5	0
AC000111.6	0
AC007568.1	0
AC003084.2	0
ANKRD7	0.138975
GTF3AP6	0
RP11-533K11.1	0
RP11-500M10.1	0
LVCAT5	0
RNU1-29P	0
RP4-742N3.1	0
RP5-1006K12.1	0
KCND2	0.465518
RNU6-581P	0
RP4-797C5.2	0
RNA5SP240	0
RNA5SP241	0
RNU6-517P	0
WNT16	0.224442
CYCSP19	0
RP11-3L10.2	0
RP11-3L10.3	0
RP4-745K6.1	0
RN7SKP277	0
PNPT1P2	0
PTPRZ1	3.32909
RNU7-154P	0
RP5-1049N15.2	0.0629005
RP11-560I19.1	0.262272
RP11-560I19.2	0
FEZF1	0.0455898
FEZF1-AS1	0.0797654
RP5-1101C3.1	0.235741
RP11-395G17.1	0
RPS26P31	0.142085
RNF133	0.353352
RNF148	0.382417
RP5-1166A24.1	0
TAS2R16	0
RP11-61D3.1	0
SLC13A1	0
LYPLA1P1	0
IQUB	1.79486
RP11-332K15.1	0.164624
RNU6-296P	0
ASB15	0.00877882
RP11-390E23.3	0
LMOD2	0.14
RNU6-11P	0
HYALP1	0
HYAL4	0
SPAM1	0
RP4-630C24.1	0
RP4-630C24.3	0
TMEM229A	0.0565124
RP5-921G16.1	0
RP11-264K23.1	0
RP5-921G16.2	0
SSU72P8	0
RP5-1106E3.1	0
RNU6-102P	0
RP5-907C10.3	0.335637
C7orf77	0
POT1-AS1	0.0995516
EEF1GP1	0.0514758
RP11-3B12.5	0
RP11-3B12.4	0.104134
RP11-3B12.2	0
RP11-3B12.3	0
RP11-420H19.3	0
RP11-420H19.1	0
RP11-420H19.2	0
RP11-807H17.1	0
AC005276.1	0
AC000370.2	0
GRM8	0.0198289
AC000374.1	0
AC000367.1	0
AC000362.1	0
MIR592	0
AC000099.1	0
PRELID3BP10	0
AC000123.4	3.80537
AC000123.2	2.01559
AC000124.1	0
FSCN3	0.167883
PAX4	0
AC073934.6	0
RP11-20L24.1	0
SND1-IT1	0.0350185
LRRC4	0.84074
MIR593	0
MIR129-1	0
LEP	0.0558153
RP11-62J1.4	0
RNU7-27P	0
PRRT4	0.659894
RP11-155G14.1	0
RNU7-54P	0
RP11-155G14.5	2.0865
Metazoa_SRP	0.203886
RP11-212P7.2	4.44488
RP11-212P7.1	0.729516
RNU6-177P	0
RP11-274B21.10	3.72745
RP11-274B21.5	0
FAM71F2	3.21754
RP11-274B21.9	2.56833
IMP3P2	0
RNA5SP242	0
RNA5SP243	0
FAM71F1	0.0477865
RN7SL81P	0.82577
RP11-309L24.2	1.41304
RP11-309L24.4	0.848278
KCP	0.340299
RP11-309L24.6	0.850906
IRF5	3.64014
RP11-309L24.10	0.252756
RN7SL306P	0
ODCP	0.133022
TPI1P2	0.134201
RP11-128A6.3	0
RP11-286H14.2	0
RP11-286H14.1	0
CYCSP20	0
RP11-286H14.4	0.229121
RNY1P11	0
RP11-286H14.8	1.8474
RP11-305M3.2	0.621578
STRIP2	1.83463
SNRPGP3	0
RNU1-72P	0
SMKR1	0.370055
RP11-448A19.1	1.11643
MIR182	0
MIR96	0
MIR183	0
RP11-738B7.1	0
RP11-306G20.1	0.0333047
Y_RNA	0
RNA5SP245	0
RP11-775D22.2	0.454012
RP11-775D22.3	0
SSMEM1	0
RP11-190G13.4	0
CPA2	0.460344
CPA4	0.0477681
CPA5	0
CPA1	2.10852
CEP41	1.36274
RP11-2E11.5	0
MESTIT1	0.0162332
MEST	1.62534
RP11-2E11.6	0.0209375
RP11-2E11.9	1.54608
RNA5SP246	0
AC009274.6	0
TSGA13	0
KLF14	0
RP11-36B6.1	0
AC016831.5	0
AC016831.3	0
AC016831.6	0
LINC00513	0.119137
MIR29A	0
AC058791.1	0.753067
RP11-138A9.1	0.0690751
RP11-138A9.2	0.136357
RNU6-1010P	0
AC009362.2	0.131664
MKLN1-AS	2.06156
RP11-180C16.1	0.494441
AC008264.4	0
EEF1B2P6	0.547402
AC093106.4	0
AC093106.6	0
NDUFB9P2	0.0563038
AC009518.2	0
AC009518.3	0
AC009518.4	0
AC105443.2	0
PLXNA4	2.34427
AC018643.4	0
AC011625.1	0
FLJ40288	0
SNORD46	0
AC009365.4	0
AC009518.8	0
RNU6-92P	0
AC083873.4	0.264918
MIR6133	0
AC083875.2	0
COX5BP3	0
AC007790.4	0
LRGUK	0.228408
AC008154.4	0
AC008154.5	0
RP11-38M8.1	0.443912
AKR1B10	0.408725
AKR1B15	0.0246381
AC009276.4	0
TUBB3P2	0
AGBL3	0.596214
AC083862.6	0.0452402
RP11-134L10.1	3.19128
AC009542.2	0.0877639
MIR6509	0
STRA8	0
RP11-260N14.1	0.025865
SDHDP2	0
RP11-751K21.1	0.0797878
AC093107.7	0.0628844
RNU6-1154P	0
SLC13A4	0.333782
RP11-644N4.1	0.785034
FAM180A	1.3157
AC015987.1	0.161343
RNU6-223P	0
AC024084.1	0
AC009784.3	0
Y_RNA	0
AC009784.4	0
AC009541.1	0
AC009264.1	0.0206188
PSMC1P3	0
CHRM2	2.82405
KRT8P51	0
AC009517.2	0
SNORD81	0
AC078842.4	0
AC078842.3	0
DGKI	0.202807
RP11-84E17.1	0
AC009245.3	0.845492
AC022173.2	0
AKR1D1	0
AC009263.2	0
AC024082.3	0
AC024082.4	0
RN7SKP223	0
RCC2P3	0
AC083867.4	0
Y_RNA	0
SNORA51	0
AC008155.2	0
AC008155.1	0
IMPDH1P3	0
AC013429.5	0
SVOPL	0.00914502
SNORA40	0
AC013429.4	0
AC020983.5	0
UQCRFS1P2	0
ATP6V0A4	0.00955665
TMEM213	0
KIAA1549	1.47393
RNU6-1272P	0
ZC3HAV1L	3.47034
RP11-383F6.1	0.274211
TTC26	2.37361
RP11-365F18.3	0.0867307
RP11-365F18.6	0.170298
RP11-365F18.1	0.157685
MZT1P2	0
RNU6-206P	0
RP11-634H22.1	0.912974
RNU6-911P	0
KLRG2	0.0441579
RP4-701O16.5	0
CLEC2L	0.160162
ERHP1	0
TBXAS1	2.64798
Y_RNA	0.442674
JHDM1D-AS1	3.43675
RNU6-797P	0
RNU1-58P	0
RP5-1136G2.1	0
PPP1R2P6	0
RNA5SP247	0
RNA5SP248	0
RAB19	0
RP11-723C11.2	0
Y_RNA	0
RN7SL771P	0.268318
NDUFB2-AS1	0.973568
RNU6-85P	0
RP4-813F11.3	0
CCT4P1	0
RNU4-74P	0
TMEM178B	0.764903
RP5-1173P7.1	0
NDUFB10P2	0
RP5-842K16.1	0
RP5-842K16.2	0
RP11-744I24.3	0
RP11-744I24.2	0
WEE2-AS1	0.59053
WEE2	0.0591188
RNU1-82P	0
TAS2R3	0.138041
TAS2R4	0.992445
TAS2R6P	1.02954
TAS2R5	2.03858
MTCO1P55	0
MTND2P5	0
MTND1P3	0
MYL6P4	0
PRSS37	0.0592798
OR9A3P	0.035984
OR9A1P	0
MGAM	0.0920405
OR9N1P	0
OR9A4	0
CLEC5A	0.219021
TAS2R38	0
MGAM2	0.0249429
MOXD2P	0
PRSS58	0
TRY2P	0
U66059.58	0
PRSS3P3	0
TRBV1	0
TRBV2	0
TRBV3-1	0
TRBV4-1	0
TRBV5-1	0
TRBV6-1	0
TRBV7-1	0
TRBV4-2	0
TRBV6-2	0
TRBV7-2	0
TRBV8-1	0
TRBV5-2	0
TRBV6-4	0
TRBV7-3	0
TRBV8-2	0
TRBV5-3	0
TRBV9	0
TRBV10-1	0
TRBV11-1	0
TRBV12-1	0
TRBV10-2	0
TRBV11-2	0
TRBV12-2	0
TRBV6-5	0
TRBV7-4	0
TRBV5-4	0
TRBV6-6	0
TRBV7-5	0
TRBV5-5	0
TRBV6-7	0
TRBV7-6	0
TRBV5-6	0
TRBV6-8	0
TRBV7-7	0
TRBV5-7	0
TRBV7-9	0.0827147
TRBV13	0
TRBV10-3	0
TRBV11-3	0
TRBV12-3	0
TRBV12-4	0
TRBV12-5	0
TRBV14	0
TRBV15	0
TRBV16	0
TRBV17	0
TRBV18	0
TRBV19	0.09684
TRBV20-1	0.116398
TRBV21-1	0
TRBV22-1	0
TRBV23-1	0
TRBV24-1	0
MTRNR2L6	0.104703
TRBV25-1	0
TRBVA	0
TRBV26	0
TRBVB	0
TRBV27	0
TRBV28	0
PGBD4P1	0
TRBV29-1	0
PRSS1	4.23632
PRSS2	4.3477
PRSS3P1	0
WBP1LP1	0
TRBD1	0
TRBJ1-1	0
TRBJ1-2	0
TRBJ1-3	0
TRBJ1-4	0
TRBJ1-5	0
TRBJ1-6	0
TRBC1	1.86651
TRBJ2-1	0
TRBJ2-2	0
TRBJ2-2P	0
TRBJ2-3	0
TRBJ2-4	0
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	0
TRBV30	0
TRPV6	0.132437
RP11-114L10.2	0
TRPV5	0.0447325
C7orf34	0.109156
KEL	0.25864
OR9A2	0
OR9P1P	0
OR6V1	0
OR6W1P	0
PIP	0.16002
TAS2R39	0
RP11-556I13.2	0
TAS2R40	0
RP11-556I13.1	0
AC073342.12	0.119229
TMEM139	0.358993
RN7SL535P	0.235556
RN7SL481P	0.660097
HINT1P1	0
CLCN1	0.0244844
FAM131B	0.819889
RP11-563K23.1	0
MIR6892	0.893554
EPHA1	1.71734
EPHA1-AS1	0.163764
TAS2R62P	0
TAS2R60	0
TAS2R41	0
OR2R1P	0
OR10AC1	0
AC073264.10	0
PAICSP5	0
CTAGE15	0.0262692
RNU6-162P	0
AC073264.6	0
TCAF1P1	0.975828
TCAF2	0.865555
RP11-298A10.2	0
RP11-298A10.1	0.011228
RNU6-267P	0
CTAGE6	0
RP11-61L23.2	0.13404
PAICSP6	0
RP11-307I2.1	0
TCAF2P1	0.0463657
OR2F2	0
RP4-669B10.3	0
OR2F1	0
RP4-669B10.6	0
OR2Q1P	0
SLC16A1P1	0
OR6B1	0
OR2A5	0
OR2A25	0
OR2A41P	0
OR2A12	0
OR2A2	0
OR2A15P	0
OR2A14	0
OR2A13P	0.0961924
OR2A3P	0
OR2AO1P	0
CTAGE4	0.107
ARHGEF35	0.713846
RP4-545C24.1	0.10564
OR2A42	0
OR2A20P	0.175964
OR2A1-AS1	0.819865
OR2A7	0.672823
CTAGE8	0.0667255
ARHGEF34P	0.816068
OR2A9P	0.211581
OR2A1	0.124916
ARHGEF5	2.68081
NOBOX	0
RP4-545C24.5	0
RNU6ATAC40P	0
TPK1	2.61759
EEF1A1P10	0.182973
RN7SKP174	0
EI24P4	0
AC073310.4	0
RPL7P59	0
AC004911.2	0
AC073055.2	0
AC006007.1	0
RP11-13M3.1	0
CNTNAP2	0.638028
uc_338	0
Y_RNA	0
AC006004.1	0
DUTP3	0
RANP2	0
MIR548F4	0
AC005518.2	0
RP4-777G9.1	0
RNU6-1184P	0
RNA5SP249	0
RN7SL456P	0
U3	0
RN7SL72P	0
RP11-163I18.2	0
RP5-958B11.2	0
RP5-958B11.1	0
AC005229.5	0
C7orf33	0
AC005229.7	0
RP5-1136G13.1	0
RP5-1136G13.2	2.32078
EZH2	1.32394
RNU7-20P	0
Metazoa_SRP	0
RN7SL569P	0
RNY4	0
RNY3	0
RNY1	0
GHET1	0.107975
RNU6-650P	0
COX6B1P1	0
ZNF786	4.39107
ZNF425	2.95507
RN7SL521P	0.744875
RP4-800G7.1	0.297163
RP4-800G7.3	0.625048
AC004941.5	0
NPM1P12	0
AC004941.3	0.0113844
RP11-143I21.1	0.0316715
SSPO	0.449381
RP4-751H13.5	4.87125
RP4-751H13.7	0.51623
ATP6V0E2-AS1	2.45685
RP11-445N20.3	0.267194
RP11-445N20.2	0.77338
RP11-728K20.3	0.0936439
RP11-728K20.1	1.35141
RP11-728K20.2	0.0297266
RP11-545G3.1	0.331834
RP11-545G3.2	0.361897
ACTR3C	0.396916
RP4-584D14.7	2.9261
RP4-584D14.5	0.346714
RP4-584D14.6	0.423937
LINC00996	0.0800051
RP11-511P7.4	0
STRADBP1	0
ALDH7A1P3	0
RP11-632K21.7	0
RP11-632K21.3	0
RP11-632K21.6	0
GIMAP3P	0.0587084
BET1P1	0.76602
AOC1	0.0771455
ATG9B	0.408982
RP11-148K1.10	0.336623
GBX1	0
ASB10	0.063744
IQCA1L	0.0243925
RP4-548D19.3	0
RP5-1070G24.2	0.266798
WDR86	3.11534
WDR86-AS1	1.15671
RP4-555L14.4	0
CRYGN	0.150072
MIR3907	0
RN7SL76P	0.122985
ETF1P2	0.187311
RP13-452N2.1	0.0174385
PRKAG2-AS1	3.91537
RNU6-604P	0
Y_RNA	0
RP11-796I2.1	0
GALNTL5	0
Metazoa_SRP	0
RP5-981O7.2	0.844918
YBX1P4	0.0895849
RP11-208G20.3	0
RP11-208G20.2	0
SEPT7P6	0.070069
Y_RNA	0
FABP5P3	0.173372
CCT8L1P	0.0432954
AC104843.4	0
RNA5SP250	0
AC104843.3	0
SNORA26	0
XRCC2	0.277751
ATP5F1P3	0
RN7SL845P	0
AC079809.2	0
LINC01287	0.065419
PAXBP1P1	0
AC005588.2	0
RP5-1048B16.1	0
AC006019.3	0.0124423
AC006019.4	0.0260172
RP11-476H24.1	0
PAXIP1-AS2	3.6197
RP11-5C23.2	2.72783
HTR5A-AS1	0
HTR5A	0
RP11-5C23.4	0
RP11-279O22.1	0
AC092628.3	0
RN7SKP280	0
AC099552.4	0
AC099552.3	0
RP11-1430O6.1	0
AC099552.2	0
AC144652.1	1.08575
BLACE	0
AC008060.7	0
RP5-912I13.1	0
AC008060.8	0
EN2	0.0969341
CNPY1	0
AC008060.5	0
AC009403.2	2.293
SHH	0.0136739
AC021218.2	0
Y_RNA	0
RP11-362B23.1	0
AC073133.2	0.134974
AC073133.1	0.065304
LINC01006	2.2877
LINC00244	0
AC005534.6	0.310793
RNF32	0.661743
AC005534.8	0.171668
RNU4-31P	0
RP5-1121A15.3	0
MNX1	0
MNX1-AS2	0
MNX1-AS1	0
RP4-639J15.1	0
RP4-639J15.2	0
RP4-639J15.3	0
RPS27AP12	0.319689
RP4-814D15.1	0.0858872
RP5-1142J19.2	0.459213
RP5-1142J19.1	0.137192
AC006372.4	0.0292577
AC006372.5	0
AC006372.6	0
RP11-331D5.2	0
PTPRN2	3.59037
MIR153-2	0
AC005481.5	0.0642303
AC006003.3	0
AC011899.9	0.297641
RP11-452C13.1	0.130504
AC011899.10	0
MIR595	0
AC078942.1	0
LINC01022	0
MIR5707	0
THAP5P1	0
NCAPG2	2.6555
AC019084.7	0
LINC00689	0.321791
PIP5K1P2	0
AC144568.4	0.269029
AC144568.2	0
RP11-585F1.8	0
WBP1LP3	0
OR4F21	0
SEPT14P8	0.231234
RP11-585F1.6	0
RPL23AP53	3.94764
ZNF596	3.53024
RP5-855D21.2	2.10669
RP11-63E5.6	0
FAM87A	0.0433284
RP11-91J19.3	2.48855
RP11-91J19.2	0.191257
RP11-43A14.1	0.231186
DLGAP2	0.064633
RP11-43A14.2	0
RP11-555E9.1	0
CTD-3212A4.2	0
CTD-2281E23.3	0
CTD-2281E23.1	0
AF067845.1	0
AF067845.2	0
AF067845.3	0
DLGAP2-AS1	0
CTD-2336O2.4	0
CTD-2336O2.2	0
CLN8	3.55251
CTD-2336O2.3	0.0627753
MIR596	0
KBTBD11-OT1	0.149386
RP11-439C15.4	0.824658
KBTBD11	4.3195
RP11-439C15.5	0
RP11-1049H7.2	0
MYOM2	3.58965
MIR7160	0
AC133633.2	0
CH17-31A6.1	0
CH17-174L20.1	0
AC133633.1	0
RP11-378A12.1	0.0234585
RP11-134O21.1	0.177465
GS1-57L11.1	0.391952
CSMD1	0.0479399
RP11-279L11.1	0
RNA5SP251	0
PAICSP4	0
RP11-221H10.1	0
RP11-221H10.2	0
SNORA70	0
RN7SL318P	0
RP11-29A2.1	0
RP11-745K9.2	0
RPL23AP54	0
RP5-991O23.1	0
RP11-281H11.1	0
RP11-281H11.2	0
RP11-728L1.1	0
RN7SKP159	0
RP11-158A14.1	0
RP11-124B13.1	0
RP11-115C21.2	1.73825
MCPH1	4.54299
RP11-115C21.4	0
ANGPT2	2.48878
CTD-2541M15.3	0.342154
MCPH1-AS1	0.271148
MIR8055	0
AGPAT5	4.30388
MIR4659A	0
XKR5	0
GS1-24F4.2	0
DEFB1	0.555542
RPL23AP96	0
DEFA6	0
GS1-24F4.3	0
DEFA4	0
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	0
DEFT1P2	0
DEFA3	0.226398
DEFA11P	0
DEFA7P	0
DEFA5	0
AF238378.7	0
AF228730.8	0
RPS3AP30	0.0475504
SNRPCP6	0
SNRPCP15	0
RPS3AP33	0.0612017
AF228730.5	0
AF228730.13	0
OR7E125P	0
FAM90A15P	0
FAM90A3P	0
FAM90A4P	0
FAM90A13P	0
FAM90A5P	0
FAM90A20P	0.204167
FAM66B	0.71023
DEFB109P1B	0
USP17L1	0
USP17L4	0
AC130360.8	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
RP11-1118M6.2	0
AC084121.14	0
OR7E154P	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
AC084121.17	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0.0293897
RP11-1195F20.7	0
USP17L8	0
USP17L3	0
DEFB109	0
FAM90A11P	0
FAM90A24P	0
FAM90A12P	0
OR7E96P	0
RP11-52B19.8	0
RP11-52B19.10	0
MIR548I3	0
RP11-52B19.1	0
SNRPCP17	0
ENPP7P1	0
FAM85B	0.295454
RP11-556O5.6	0
FAM86B3P	1.73851
ALG1L13P	0.327137
PRAG1	3.3226
CTA-398F10.1	0
CTA-398F10.2	0
CTD-3023L14.3	0
CTD-3023L14.1	0
CTD-3023L14.2	0
RN7SL178P	0
CLDN23	1.29722
RP11-211C9.1	0
RNU6-682P	0
RP11-62H7.3	0
RPL10P19	0.165085
SNORA70	0
ERI1	4.5158
MIR4660	0
RNU7-55P	0
Metazoa_SRP	0
RP11-10A14.3	0.387239
RP11-10A14.4	0.104105
RP11-10A14.9	0
RP11-10A14.6	0
RP11-10A14.5	0.0382098
RP11-10A14.8	0
RP11-115J16.1	0
RP11-10A14.7	0
RNU6-1151P	0
RP11-115J16.3	0
RNU6-526P	0
RP11-115J16.2	0
RP11-375N15.1	0
RP11-375N15.2	0.237975
RP11-1081K18.1	0
MIR597	0
LINC00599	0.0917927
RP11-1E4.1	0.02706
RP11-212F11.1	0
RP11-981G7.1	0.117206
LINCR-0001	0.65572
RNU6-729P	0
RP11-981G7.3	0.24844
PRSS51	0.165826
RP11-981G7.6	2.06543
PRSS55	0
RP1L1	0.0523987
MIR4286	0
C8orf74	0
RNA5SP252	0
CTD-2135J3.3	0.530772
MIR1322	0
RP11-177H2.2	0
RP11-177H2.1	0.6999
XKR6	0.528417
MIR598	0
AF131215.6	0
AF131215.9	3.19225
AF131215.2	2.97508
AF131215.3	0.0780684
AF131215.4	0.0424188
AF131215.1	0
AF131215.8	0.974477
