Name	Adipose - Subcutaneous
RP11-419K12.1	0
MTRF1LP2	0
GSDMC	0.0557457
RP11-473O4.5	1.37147
RP11-473O4.1	0
SNORA25	0
RP11-473O4.4	0.0695275
RP11-473O4.3	0.124785
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.330727
SNORA12	0
KB-1568E2.1	0
ADCY8	0.00816594
RP11-737F9.2	0
RP11-737F9.1	0
RP11-381I15.1	0
CTD-2501M5.1	0
SNORA72	0
CTD-2008O4.1	0
OC90	0
HHLA1	0
KCNQ3	1.88737
HPYR1	0
LRRC6	2.29971
TMEM71	2.10868
CTC-137K3.1	0.220659
AF230666.2	0.885851
TG	0.475873
CTD-2182N23.1	0
MIR7848	0
WISP1	1.11849
CTC-458A3.1	0
CTC-369M3.1	0
ST13P6	0.55364
RP11-629O1.3	0
RP11-629O1.4	0
RP11-629O1.2	2.99489
SNORA40	0
Metazoa_SRP	0
MTND2P7	0
MTCO1P49	0
CTD-2588J1.1	0
CTD-2309H9.3	0
CTD-2309H9.4	0
RP11-157E21.1	0
RP11-157E21.3	0
RP11-157E21.2	0
RP11-513H8.1	0
ZFAT	4.36921
ZFAT-AS1	0
CTD-2342N23.2	0
CTD-2342N23.3	0
CTD-2342N23.1	0
AC083843.4	0.606137
MIR30B	0
MIR30D	0
AC083843.2	0
NCRNA00250	0
RP11-1057B8.2	0
RPL23AP56	0
LINC01591	0
RP11-343P9.1	0
MAPRE1P1	0.113791
RNU1-35P	0
RP11-149P24.1	0
RP11-431D12.1	0
LINC02055	0.0227213
RNU6-144P	0
ZYXP1	0
CTD-3145H4.1	0
RP11-238K6.1	0
RP11-238K6.2	0
RP11-489O18.1	0.215803
FAM135B	0.063424
COL22A1	0.11057
RP11-324F11.1	0
SNORA25	0
CTD-2534J5.1	0
RP11-398H6.1	0
RP11-656A10.1	0
KCNK9	0.0287016
RP11-284H18.1	0
C8orf17	0
RP11-570L14.1	0
PEG13	0.218787
RP11-642A1.2	0.936459
RP11-642A1.1	0.053582
ERICD	0.773859
MIR151A	0
CTD-2014D20.1	0.111631
RNA5SP278	0
RP11-128L5.1	0
RP11-809O17.1	2.56613
SLC45A4	2.85755
RP11-10J21.2	0.0776285
RP11-10J21.4	0.170212
RP11-10J21.3	0
RP11-10J21.5	0
RP11-10J21.6	0
LINC01300	0.174896
CTD-3064M3.3	2.45396
GPR20	1.30037
CTD-3064M3.4	0.140924
MROH5	0.051679
CTD-3064M3.7	2.86702
SNORD5	0
HNRNPA1P38	0
AC138647.1	0
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0
MIR4472-1	0
LINC00051	0
RN7SL260P	0
RP13-467H17.1	0.0975992
ADGRB1	0.656209
MROH4P	0
ARC	2.01965
AP006547.3	0.117482
AC145123.2	0
JRK	4.61076
PSCA	0.689132
LY6K	2.30801
CTD-2292P10.4	0.313815
SLURP1	0.281739
LYPD2	0
RP11-706C16.7	0.0781234
LYNX1	1.31562
LY6D	0.579306
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.0284147
CYP11B2	0
RP11-273G15.2	0.308251
CDC42P3	0.0484086
C8orf31	1.25978
AK3P2	0.227994
RP11-520P18.1	0
LY6L	0
LY6H	0.662506
ZFP41	4.01789
ZNF696	4.15802
RP13-582O9.7	1.5339
RNU6-220P	0
RHPN1-AS1	0.304019
RP11-909N17.2	0.103291
MAFA-AS1	0.199983
MAFA	0.105716
RP11-661A12.5	4.20498
RP11-661A12.4	0
MROH6	4.11995
TIGD5	3.41923
RP11-661A12.12	0.635366
ZNF707	4.55623
RP11-429J17.2	0.498264
CCDC166	0
RP11-429J17.4	0
MAPK15	0.230815
RP11-429J17.5	0
FAM83H	1.83427
MIR4664	0
FAM83H-AS1	0.0583087
RP11-429J17.7	0
MIR937	0
RP11-299M14.2	0.60459
MIR6845	0
EPPK1	0.040808
MIR661	0
SPATC1	0.270679
SMPD5	0.219723
MIR6846	0
CTD-3065J16.9	1.35035
WDR97	0.651694
TSSK5P	0.229812
MIR7112	0
SCX	1.80193
MIR6848	0
SCRT1	0.0483414
TMEM249	0.820887
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	0.415913
SLC39A4	3.70163
TONSL	2.51326
MIR6893	0
TONSL-AS1	0.423595
FOXH1	0.172153
CTD-2517M22.14	4.2465
RECQL4	3.31888
CTD-2517M22.17	0
ARHGAP39	2.92382
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	1.34505
AF186192.5	0.565947
AF186192.6	0.0811242
RN7SL395P	0.276592
MIR6850	0
ZNF250	3.5308
ZNF252P	4.65704
RP5-1047A19.4	0
ZNF252P-AS1	0.265557
AC139103.1	0.0938319
DDX11L5	0
XXyac-YRM2039.3	0.0321468
FAM138C	0
PGM5P3-AS1	0.390504
RP11-143M1.3	0
LINC01388	0
FOXD4	0.203195
CBWD1	2.89346
C9orf66	0.646927
RP11-59O6.3	0
RP11-165F24.3	0.422415
RPL12P25	0.205298
RP11-165F24.5	0.132383
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0.0301338
DMRT1	0
DMRT3	4.7353
RNU6-1073P	0
RP11-147I11.1	0
DMRT2	4.168
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	0.709192
RP11-91N2.3	0
KCNV2	0.132558
GPS2P1	0.859992
ATP5HP2	0
CARM1P1	0
LINC01231	0
RFX3	4.38164
RP11-62E14.2	0
RFX3-AS1	1.68028
RP11-509J21.2	0.0497547
RP11-509J21.4	0.344979
GLIS3	3.16761
RP11-252M18.3	0
GLIS3-AS1	0.0658532
RP11-70J12.1	0
RP11-358M14.2	0
RNU6-694P	0
SPATA6L	1.55295
RP11-6J24.3	0.142674
CDC37L1-AS1	2.38377
ECM1P1	0
RP11-307I14.2	0.0583617
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0.0324883
CSNK1G2P1	0.104528
PDSS1P1	0.20927
MTND6P5	0
MTND1P11	0.0724043
MTCO1P11	0.0939405
MTCO2P11	0.0880587
MTATP6P11	0.104158
MTCO3P11	0.131616
MTND4P14	0.096083
MTND5P14	0.117793
TCF3P1	0.145626
IGHEP2	0.241113
INSL6	0.0309333
RP11-140C18.2	0
INSL4	0
RLN2	0.0836447
HMGN2P31	0
RLN1	0.0717696
RP11-12D24.10	0.154677
RP11-12D24.6	0.228939
RNF152P1	0
CD274	3.07799
RP11-574F11.3	0
RP11-207C16.4	0.421437
AK4P4	0.105946
MLANA	0.211509
MIR4665	0
RP11-218I7.2	0
GTF3AP1	0
RP11-279E1.1	0
RP11-307L3.2	0.232396
TPD52L3	0
RP11-307L3.4	0
GLDC	0.0720944
RN7SL25P	0
RP11-472F14.4	0
RPL23AP57	0.0860585
RP11-390F4.6	0
RN7SL123P	0
RPS3AP54	0
RNF2P1	0
RP11-390F4.2	0
RP11-390F4.10	0
RP11-390F4.3	0.0426021
PRELID3BP11	0
SNRPEP2	0.984774
ACTG1P14	0.527111
RP11-403H13.1	0
RPL4P5	1.57566
PPIAP33	0
RP11-77E14.2	0.156826
RP11-29B9.1	0
RP11-29B9.2	0
PTPRD	2.01108
RP11-134K1.3	0
RP11-134K1.2	0.0926498
RNU7-185P	0
PTPRD-AS1	0.439731
RP11-75C9.2	0
RPS26P3	0.138047
RN7SL5P	0
RP11-527D15.1	0
RP11-87N24.1	0
PTPRD-AS2	0
RP11-87N24.3	0
RP11-421B23.2	0
IMP3P1	0
RP11-109M17.2	0
AKAP8P1	0
RP11-23D5.1	0
RP11-32D4.1	0
RP11-74C3.1	0
JKAMPP1	0
RNU2-47P	0
TYRP1	0.062817
LURAP1L-AS1	0.043394
RN7SL849P	0
Y_RNA	0
PRDX1P1	0.502847
RP11-382H24.2	0
RP11-272P10.2	0.39053
RP11-272P10.3	0
LINC01235	1.50522
LINC00583	0
PES1P2	0.165388
RP11-284P20.3	0
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0.129023
RP11-120J1.1	1.15958
RP11-408A13.2	0
RP11-408A13.3	0.287316
RP11-408A13.4	3.12806
CDCA4P1	0.80956
CER1	0.0792897
FREM1	2.12575
RP11-265B7.1	0.239385
RNU6-1260P	0
CLCN3P1	0.212865
RP11-54D18.2	1.20494
RP11-54D18.4	0.0950518
RNU6-559P	0
TTC39B	3.51655
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.832415
RNU6-246P	0
CCDC171	0.849762
HMGN2P16	0
RNU6-14P	0
C9orf92	0.0932873
BNC2	4.82022
RP11-183I6.2	0
RP11-62F24.1	0
RP11-62F24.2	2.47394
LSM1P1	0
RP11-132E11.2	0
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
CNTLN	4.76674
SAMM50P1	0
SH3GL2	0.192963
PABPC1P11	0
ADAMTSL1	4.17654
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0.260483
SAXO1	0.138768
RP11-296P7.4	0.101218
SCARNA8	0.649734
RNU6-264P	0
Y_RNA	0
RP11-146N23.1	2.56963
RP11-146N23.4	0.0693685
NDUFA5P3	0
MAP1LC3BP1	0
SLC24A2	0.0133937
C11orf98P1	0
RP11-471J7.1	0
RP11-378I6.1	0
RP11-378I6.2	0
RP11-378I6.3	0
RP11-15P13.1	0
MLLT3	4.27694
MIR4473	0
RNU4-26P	0
MIR4474	0
RP11-73E6.2	0
FOCAD-AS1	0.103694
MIR491	0
SNORA30	0
HACD4	2.58343
IFNNP1	0
IFNB1	0
IFNWP4	0
RP11-113D19.9	0
IFNW1	0
Y_RNA	0
IFNA21	0
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	0.132954
IFNA5	0.0626945
IFNA20P	0.619386
IFNA6	0
IFNA13	0
IFNA2	0
RP11-354P17.15	0
IFNA11P	0
IFNA12P	0
IFNA8	0
IFNWP2	0
IFNA1	0
IFNWP19	0
MIR31HG	0
IFNE	0
MIR31	0
SNORD39	0
RP11-344A7.1	0
KHSRPP1	0
RN7SL151P	0
TUBB8P1	0.466052
RP11-70L8.4	1.52276
RP11-70L8.5	0.0873128
ERVFRD-3	0.353523
CDKN2A-AS1	0
CDKN2A	0.528356
CDKN2B-AS1	0.113221
RP11-149I2.4	0
UBA52P6	0.190718
CDKN2B-AS	0
RP11-408N14.1	0
DMRTA1	0.804712
RP11-370B11.4	0
CLIC4P1	0.206465
RP11-370B11.3	2.41093
RP11-495L19.1	0
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
ELAVL2	0.0860428
RP11-321L2.1	0
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0
LRRC19	0.0422645
RP11-56F10.3	0.13539
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.0859959
EQTN	0.225489
RP11-298E2.2	0
IFNK	0
CTAGE12P	0
RP11-575I8.1	0
RP11-438B23.2	0.0101271
LINGO2	0.0665137
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.127057
C2orf27AP2	0
RBMXP2	0.237983
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0.0407377
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
TOPORS-AS1	3.77951
DFFBP1	0.83083
GVQW1	1.11595
TAF1L	0.0198273
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0
RP11-462B18.1	0
TMEM215	0.0144215
Y_RNA	0
RP11-462B18.3	0.0270014
RP11-462B18.2	0.206096
BOLA3P4	0
ASS1P12	0.939482
TCEA1P4	1.4306
LAGE3P1	0.419622
RNU4ATAC15P	0
SPINK4	0
Y_RNA	0
RP11-311H10.4	2.64227
RP11-311H10.7	0
MIR6851	0
SUGT1P1	1.6744
RP11-255A11.2	0
ANKRD18B	0
RP11-255A11.4	0
SNX18P7	0
CYP4F26P	0
PRSS3P4	0
TRBV20OR9-2	0
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	0.562673
PTENP1-AS	0.337083
TRBV26OR9-2	0.304251
RP11-384P7.7	0.741727
RP11-384P7.5	0
LINC01251	0
PRSS3	0.115177
UBE2R2-AS1	0.165437
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0.0730111
RN7SKP114	0
RP11-537H15.3	0.530268
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.340988
KIF24	0.440758
RNU2-50P	0
SERPINH1P1	0.0242673
C9orf24	0.859997
Y_RNA	0
DNAI1	0.0302068
RN7SKP24	0
ENHO	1.15401
RP11-296L22.8	0
RP11-296L22.7	0
CNTFR-AS1	1.67125
ARID3C	0.117068
CCL27	1.17385
RP11-195F19.5	3.09992
FAM205A	0.0994627
FAM205BP	0.0230825
FAM205C	0.0888611
GLULP4	0.412598
YWHAZP6	0.0549922
PHF24	1.27012
DNAJB5-AS1	0.185153
RP11-392A14.9	0.556989
RP11-392A14.8	0.680624
SYF2P2	0
RP11-182N22.9	0.231432
C9orf131	0.234992
RN7SL338P	0.133243
RP11-182N22.8	0
RP11-182N22.7	0
RP11-395N21.2	0
ATP8B5P	0.107427
RPL36AP33	0.0856609
FAM166B	4.43781
RPS29P17	0
MIR4667	0
CD72	4.6257
RP11-331F9.3	0.36145
RP11-331F9.4	0.106831
SIT1	1.76293
RMRP	0
ARHGEF39	4.22812
RN7SL22P	0
CA9	0.172702
MIR6852	0
MIR6853	0
RP11-112J3.16	0.283302
SPAG8	2.09832
FAM221B	0.0325911
LINC00950	1.16363
OR13J1	0.0359207
NDUFA5P4	0
PGAM1P2	0.258714
OR2S2	0
OR13C6P	0
OR13C7	0
OR2S1P	1.80874
OR2AM1P	0
Hammerhead_HH9	0
CCIN	0.273766
RNU4-53P	0
HMGB3P24	1.56072
MELK	0.633902
MIR4475	0
PAX5	0.0449939
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0.0436814
RP11-220I1.2	0
Y_RNA	0.331684
RP11-220I1.4	0
Y_RNA	0
RNU6-677P	0
LINC01627	0
KCTD9P3	0
RP11-405L18.4	0.301855
RP11-613M10.6	3.0342
FBXO10	4.29651
RAB1C	0.280144
FRMPD1	0.147486
RN7SKP171	0
RP11-3J10.7	0.201121
PAICSP1	0.8706
RNU7-124P	0
U8	0
RP11-113O24.3	0
IGFBPL1	0.139243
RP11-403F21.4	0.0225777
ARMC8P1	0
TCEA1P3	0
GAS2L1P1	0
VN1R48P	0
RP11-392E22.3	0
FAM220BP	0
FAM95C	0.141889
SNX18P3	0
ANKRD18A	0.0188754
FAM201A	0.0286834
YWHABP1	0
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	2.07675
RBM17P1	0
RP11-290L7.5	0
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.378526
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.548965
RP11-104G3.2	0.387548
RP11-204M4.3	0.532584
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.219715
RP11-216M21.1	1.03454
C2orf27AP3	0
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0.0201581
RNU6-1269P	0
RP11-146D12.2	0.47214
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.0493138
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0.0538618
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0.102551
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	0
MIR1299	0
PGM5P2	1.37701
RP11-87H9.5	1.93415
RP11-58A12.3	0.148458
BX255923.3	0.0118888
FOXD4L6	0
CBWD7	1.24263
MIR4477A	0
5S_rRNA	0.230961
RP11-4L24.4	0.0759091
PTGER4P2-CDK2AP2P2	0.063854
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0
RP11-187C18.3	1.38713
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0.145984
RP11-157L3.10	0.151629
RP11-34H11.3	0
FAM27E2	0.214347
RP11-157L3.9	0.285351
RP11-157L3.6	0
RP11-157L3.12	0
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0
CNTNAP3B	1.81575
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.160671
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0.0601371
MEP1AP4	0
ANKRD20A7P	0.383523
RNU6-599P	0
CR848007.2	0.284447
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.349395
CR848007.5	0
CNN2P4	0.0824579
GXYLT1P5	0.0863063
RP11-459O16.9	0
RP11-459O16.8	0.0674451
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0.0637804
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.422929
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0.184044
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0.050136
RP11-449H15.3	0.0271886
RP11-449H15.2	0
RP11-111F5.2	0.48993
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.0755298
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.144551
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	1.3456
RNA5SP283	0.734493
RP11-262H14.5	0.222991
PTGER4P2	0.122236
CDK2AP2P2	0.283263
RP11-262H14.3	0.0594481
MYO5BP2	0
ADGRF5P1	0.0717918
FGF7P8	0.150521
RP11-262H14.4	0.971726
CNTNAP3P1	0
RP11-350D23.4	0
BMS1P9	0.0530253
RP11-381O7.3	0.0923264
AQP7P4	0.152583
RP11-236F9.2	1.19733
BMS1P10	2.11514
RP11-452D2.1	0
RP11-452D2.2	0
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.0460105
RNA5SP284	0
DUX4L50	3.61686
MIR4477B	0
FRG1JP	1.16702
BX255923.2	0.272451
U6	0
ANKRD20A4	0.106349
RNU6-1193P	0
SNX18P9	0.0423119
RP11-250H24.2	0.11516
CYP4F25P	0
CR769776.3	0
CNN2P3	0.0455477
GXYLT1P6	0.0998308
RP11-250H24.7	0
RP11-574E24.3	0.0752021
BMS1P11	0.077923
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0.025459
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0.0265608
CBWD4P	1.47411
Y_RNA	0
FRG1KP	0
CBWD5	1.86094
FOXD4L4	0.0682477
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0.239139
RP11-15E1.5	0.0373369
RP11-15E1.4	0
GXYLT1P4	0.0657405
RP11-15E1.6	0
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.0929041
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	1.32357
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	1.1593
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0.0257487
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	0.706172
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0.152357
FAM27B	0
RP11-12A20.7	0.434264
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.0840743
RNU6-368P	0
RP11-561O23.8	0
CBWD3	0.432983
RP11-561O23.9	0
FOXD4L3	0
RP11-561O23.5	0
RP11-561O23.7	0
RP11-88I18.2	0.515501
RP11-88I18.3	0.472477
TMEM252	1.25991
RP11-274B18.4	0
LINC01506	0.402096
RP11-274B18.3	0
PIP5K1B	3.0573
RP11-203L2.3	0.475638
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
RP11-265B8.5	0
BANCR	0.162405
APBA1	4.28967
RP11-470P21.2	0
RP11-109D9.4	0.109695
C9orf135-AS1	0
C9orf135	0
RN7SL570P	0
MAMDC2-AS1	0.0949967
RNU2-5P	0
SMC5-AS1	0.572859
RP11-386J22.3	0.0963411
TRPM3	0.22331
RN7SL726P	0
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
RP11-409O11.3	0
Y_RNA	0
HSPB1P1	1.46981
C9orf57	0
BTF3P4	0.0759138
GDA	0.105663
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.958081
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.158768
RPS20P24	0
RPS27AP15	0
LINC01474	1.06397
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0.0311867
RORB	0.61704
TRPM6	1.07868
RN7SKP47	0
RPSAP75	0.237601
RNU6-445P	0
RP11-197P3.1	0
C9orf41-AS1	0.172531
CARNMT1	4.95783
RP11-197P3.5	0.102271
uc_338	0
Y_RNA	0.271786
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
RBM22P5	0
RPSAP9	1.137
GCNT1	3.11268
RP11-66C24.1	0
RP11-214N16.2	0
PCA3	0.0273011
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0
FOXB2	0
ATP5J2P3	0
RFC5P1	0
VPS13A-AS1	0
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0
RN7SKP59	0
RP11-336N8.2	0.0293908
RP11-336N8.3	0
RP11-336N8.4	0
CEP78	2.12849
PSAT1	3.963
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.535635
RP11-375O18.2	0
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0
LINC01507	0
NPAP1P4	0
MTCO1P51	0
MTND2P9	0
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.0982826
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0.0262715
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0
SPATA31D1	0
SPATA31B1P	0
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RASEF	0.0719326
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0.0785873
RNU4-29P	0
RP11-439K3.3	0.274926
RNU4-15P	0
RP11-522I20.3	2.8549
RP11-575L7.2	0
KIF27	2.5556
RP11-575L7.4	0.140324
RMI1	3.43636
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
SLC28A3	0.264337
RP11-380F14.2	0
RP11-361M4.1	0
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.0524354
RP11-202I11.2	0
RP11-213G2.2	0.113182
PHBP7	0
RP11-213G2.5	0.166437
RP11-379P1.4	0
C9orf153	0.0950789
RP11-507D14.4	0
RN7SKP264	0
RP11-229M1.2	0
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	0.481521
RP11-276H19.2	0.207202
CDC20P1	0.885634
RP11-276H19.4	0
C9orf170	0.109112
SNORA26	0
RP11-497K15.1	0
RP11-40C6.2	1.84985
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	0
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0
XXyac-YM21GA2.3	0
XXyac-YM21GA2.7	0
XXyac-YM21GA2.4	0
SPATA31E1	0
SPATA31C1	0
RP11-350E12.5	0
RP11-350E12.6	0
RNU6-86P	0
RPS10P3	0.583372
RP11-350E12.4	0
SPATA31C2	0
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0.0382939
RP11-317B17.4	0.24898
HNRNPA1P14	0.263033
RP11-317B17.3	0
NXNL2	0.23644
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	0.507162
SHC3	1.50768
RP11-82L18.2	2.12541
MIR3153	0
SEMA4D	2.34329
PA2G4P6	0.0699754
RP13-93L13.1	0.115225
UNQ6494	0.0514489
RP5-1050E16.2	0
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0
LINC01508	0
LINC01501	0
DIRAS2	0.109587
OR7E109P	0
OR7E108P	0
RP11-367F23.1	0.117466
RP11-367F23.2	0.0741319
RP11-305L7.1	1.353
LINC00484	2.6041
RP11-305L7.3	0.491544
LINC00484	0.157929
RP11-305L7.5	0.0885649
