Name	Brain - Spinal cord (cervical c-1)
RNU7-171P	0
RP11-216B9.8	0
RP11-216B9.9	1.16235
VTI1BP4	0
HMGA1P4	0.255225
PKN3	3.54139
RN7SL560P	0
RP11-545E17.3	2.42234
Metazoa_SRP	0.17255
RP11-167N5.5	2.55747
RP11-247A12.1	0.169591
RP11-247A12.7	0.665424
RP11-247A12.2	0.494322
RP11-344B5.4	0.0377099
RP11-344B5.3	0
RP11-344B5.2	1.47943
C9orf106	0.0552077
RP11-65J3.15	0
LINC01503	1.87794
RN7SL159P	0
RP11-65J3.6	0
RP11-65J3.3	0.0207891
RP11-65J3.2	0
RP11-65J3.14	0
LINC00963	4.12717
RP11-492E3.2	0.106346
C9orf50	0.947787
RP11-483H20.4	0.0995176
PRRX2	0.286435
PRRX2-AS1	0
PTGES	2.52421
UBE2V1P4	0
MIR6855	0
RP11-409K20.7	0
RP11-409K20.6	0
RP11-138E2.1	1.09507
Y_RNA	0
RP11-88G17.6	0
HMCN2	0.158701
RN7SL665P	0
MIR6856	0
RP11-57C19.2	0
PRDM12	0.0827481
RP11-57C19.6	0
QRFP	0.266172
FIBCD1	0.0638051
RP11-83J21.3	0
LAMC3	1.6525
SNORA31	0
RNU6-881P	0
RP11-544A12.4	0.0117226
RP11-544A12.8	0.140624
RP11-544A12.5	0.0456238
FAM78A	3.32853
SNORD62A	0
SNORD62B	0
RP11-334J6.6	0.31697
RP11-40A7.2	0
RN7SL328P	0
EIF4A1P3	0
SNORA67	0
RP11-323H21.3	0
CFAP77	0.106742
RNU5D-2P	0
BARHL1	0.177359
DDX31	3.42926
GTF3C4	3.45039
AK8	1.32683
RP11-295G24.5	0.107231
GFI1B	0.041942
MIR548AW	0
RP11-415H23.4	0
RNU7-21P	0
MIR6877	0
CEL	1.03573
CELP	0.0473653
GBGT1	3.00776
OBP2B	0
LCN1P1	0.0918228
ABO	0.854656
Y_RNA	0
LCN1P2	0
Y_RNA	0
SNORD36C	0
STKLD1	1.33303
TMEM8C	0.085562
FAM163B	0.993648
LL09NC01-254D11.1	0
DBH	0.154878
DBH-AS1	1.15471
SARDH	0.754401
VAV2	4.91289
RP11-374P20.4	0.0842455
ARF4P1	0
LL09NC01-251B2.3	0.496467
RNU6ATAC	0.44141
LL09NC01-139C3.1	0.529879
RP11-145E17.2	0
RP11-145E17.3	0
MIR4669	0
RP11-473E2.2	0
RP11-473E2.4	0
RP11-473E2.3	0
COL5A1	1.01812
COL5A1-AS1	0
MIR3689C	0
MIR3689A	0
MIR3689D1	0
MIR3689B	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
RP11-263F14.3	0
FCN2	0
FCN1	0.225309
RP11-447M12.2	0
RP11-447M12.3	0
RP11-399H11.3	0
RP11-399H11.2	0
C9orf62	0
RP11-555H7.2	0
SOCS5P2	0
PPP1R26-AS1	0.270548
C9orf116	3.5595
RP11-426A6.5	0.321371
LCN1	0
OBP2A	0
PAEP	0
LINC01502	0
RP11-98L5.4	0
RP11-98L5.5	0
GLT6D1	0
LCN9	0
SOHLH1	0.685933
KCNT1	1.20653
RP11-432J22.2	1.1124
RP11-83N9.5	0.510412
RP11-83N9.6	0.454187
LHX3	0.0165126
CCDC187	0.0730864
WI2-1959D15.3	0
DKFZP434A062	0.342849
DNLZ	4.06175
CARD9	3.92138
C9orf163	0.265642
MIR4673	0
RP11-413M3.4	0.25882
MIR4674	0
NALT1	0.718382
LINC01451	0.0305999
HSPC324	0.420407
MIR126	0
RP11-216L13.21	0.11395
LCN10	0.89075
LCN6	0.653373
MIR6722	0
LCN8	0.116606
LCN15	0.531879
ATP6V1G1P3	0
CCDC183	2.87173
CCDC183-AS1	1.20391
NCLP1	0.132132
MIR4292	0
MAMDC4	4.00779
MIR4479	0
RP11-229P13.2	0.103315
RP11-229P13.25	0.131221
C8G	0.94901
LCN12	2.73765
PRR31	0.0332201
CLIC3	1.32825
C9orf139	2.32948
FUT7	0.533895
RP11-229P13.15	0.313069
RP11-229P13.22	0
SNORD62	0
LRRC26	0.123885
MIR3621	0
TMEM210	0.0466503
CYSRT1	1.87238
RNF224	0.525988
SLC34A3	0.304127
FAM166A	0.171491
STPG3-AS1	0.500592
STPG3	0.188418
TOR4A	1.53344
RP13-122B23.9	0
RP13-122B23.8	0.159231
NRARP	3.65275
ENTPD8	0.0435602
PNPLA7	4.15092
EHMT1	3.72293
Metazoa_SRP	0
SETP5	0
RP11-188C12.2	0.186706
MIR602	0
RP11-188C12.3	0.0246711
RP11-424E7.5	0
RP11-424E7.3	0
TUBBP5	0.145368
RP11-424E7.6	0
RP11-885N19.6	0
FAM157B	0.0362722
RNU6-785P	0
SEPT14P9	0
RP11-631M21.1	0
FAM166AP7	0
TUBB8	0.0942637
IL9RP2	0
RP11-631M21.7	0
RNA5SP297	0
RNA5SP298	0
RN7SL754P	0
RP11-490E15.2	0
MIR5699	0
PRR26	0.507121
RP11-164C1.2	0
RP11-363N22.2	0
RP11-363N22.3	0.16273
IDI2	0
LINC00200	0
RP11-29A19.2	1.23116
RP11-398B16.2	0
LINC00700	0
RP11-69C17.2	0
MIR6072	0
RNU6-889P	0
RP11-69C17.3	0
RP11-69C17.4	0
RNU6-576P	0
LINC00701	0
RP11-446F3.2	0
RP11-526P5.1	0
RP11-526P5.2	0
RP11-89K18.1	0
RP11-118K6.2	0
RP11-118K6.3	2.92641
PITRM1-AS1	0.400605
RP11-298E9.5	0
RP11-298E9.6	0
RP11-195B3.1	0
RP11-482E14.1	0
RP11-482E14.2	0
RP11-184A2.3	0
RP11-184A2.2	0
RP11-464C19.2	0
RP11-464C19.3	0
MIR6078	0
RP11-433J20.2	0
RP11-433J20.1	0
LINC00702	0.111312
LINC00703	0
RP11-34C15.2	0
RNU6-163P	0
LINC00704	0
LINC00705	0
AKR1E2	0.5418
AKR1C6P	0
U8	0
AKR1C1	3.91943
AKR1C2	1.73852
RP11-499O7.7	0.174954
U8	0
AKR1C3	4.56143
U8	0
AKR1C5P	0
AKR1C8P	0
AKR1C4	0
ARL4AP3	0
RP11-445P17.3	0
RP11-445P17.8	0
AKR1C7P	0
RPL26P28	0
XXyac-YR21CG7.1	0
UCN3	0
TUBAL3	0.161274
CALML5	0.416235
CALML3-AS1	0.0287518
CALML3	0.0437173
RP13-463N16.6	0
RP11-336A10.5	0
RP11-336A10.4	0
RP11-336A10.7	0
RN7SL445P	0
RP11-336A10.2	0
NRBF2P5	0.490475
RP11-318E3.9	0.531891
ANKRD16	4.0768
RP11-536K7.3	1.02386
IL15RA	1.58454
IL2RA	0.0885151
SNORA14	0
RP11-536K7.5	0
RPL32P23	0
RN7SKP78	0
MIR3155A	0
RP11-414H17.5	0.272576
Y_RNA	0
RP11-563J2.2	0.634021
SDCBPP1	0
RP11-563J2.3	0.592501
PRKCQ-AS1	3.78866
RP11-554I8.1	0.286569
LINP1	0
LINC00706	0.799951
LINC00707	0.255951
RP11-799O21.2	0.172362
RP11-393K12.2	0
RP11-393K12.4	0
COX6CP17	0
RP5-1031D4.3	0.916386
RP5-1031D4.2	0.126408
RNU6-535P	0
RP11-385N23.1	0
ITIH2	1.29112
KIN	3.60067
RP11-401E9.3	0
GATA3-AS1	0.0203588
RP11-379F12.4	0
GATA3	0.285758
PRPF38AP1	0
LINC00708	0
RP5-1119O21.2	0
RP11-543F8.2	0
RP11-543F8.3	0
KRT8P37	0
CHCHD3P1	0
RNA5SP299	0
RP11-575N15.1	0
RP11-428L9.1	0
RP11-428L9.2	0
LINC00709	0
HSP90AB7P	0
RP5-1051H14.2	0
RP5-933E2.1	0
ELOCP3	0
Y_RNA	0
CUX2P1	0
RP11-271F18.1	0
RP11-271F18.3	0
RP11-271F18.4	0
RP1-186E20.1	0
SFTA1P	0.677238
LINC00710	0
RP1-251M9.2	0
RP1-251M9.3	0
RP11-397O4.1	0
CELF2-AS2	0
RP3-323N1.2	0
CELF2-AS1	0.287829
RP11-544P1.3	0
USP6NL	4.30717
RP11-138I18.1	0
RP11-138I18.2	0.662436
ECHDC3	2.3905
PROSER2	0.635638
PROSER2-AS1	0.605742
RNU6-1095P	0
RNU6-88P	0
MIR548AK	0
RP11-186N15.3	0.7363
RN7SL198P	0
SNORD45	0
RNU6ATAC39P	0
MIR4480	0
MIR4481	0
MIR548Q	0
RNA5SP300	0
RPL5P25	0
SNRPGP5	0
RP11-730A19.9	2.60561
RP11-730A19.5	0.704084
BTBD7P1	0.0270626
RPL36AP36	0
MCM10	0.0567513
RNU6-6P	0
UCMA	0.0816344
C8orf59P1	0
RP11-445K13.2	0
BEND7	1.2515
Y_RNA	0
RP11-214D15.2	0
RPL6P24	0
RP11-295P9.3	2.68687
FRMD4A	4.24704
RP11-295P9.12	0.944018
RP11-295P9.6	0
RNA5SP301	0
RP11-353M9.1	0
NUTF2P5	0
RP11-142M10.2	0.222369
RP11-397C18.2	0
MIR4293	0
Metazoa_SRP	0
MIR1265	0
RP11-7C6.1	0
RNA5SP302	0
RPSAP7	0.142961
CDNF	2.30695
RP11-398C13.8	3.0882
RP11-398C13.6	2.53966
SUV39H2	1.72224
DCLRE1C	1.67056
MEIG1	0.638152
OR7E110P	0
OR7E26P	0.102313
OR7E115P	0
DCLRE1CP1	0.0581173
OLAH	0.163186
GAPDHP45	0
C10orf111	0.576811
PPIAP30	0
RP11-455B2.9	0
RP11-25G10.2	0.977605
ITGA8	0.983126
SNORA31	0
FTLP19	0
RNU6-1075P	0
RP11-461K13.1	0
PTER	1.30747
RNU2-18P	0
C1QL3	0.182586
RP11-197M22.2	0.209437
uc_338	0
CUBN	0.352963
RP11-406H21.2	0.386331
TRDMT1	1.0948
VIM-AS1	0.749868
RP11-124N14.3	0.401037
ST8SIA6	1.0728
ST8SIA6-AS1	0.0450323
Y_RNA	0
PRPF38AP2	0
AC069542.1	0
STAM-AS1	1.06696
RP11-390B4.3	0.0863455
TMEM236	0.0726155
MRC1	1.03151
MIR511	0
RP11-457D2.3	0
SLC39A12	1.59986
SLC39A12-AS1	0
CACNB2	2.18361
RP11-109I13.2	0
RP11-499P20.2	4.69465
RP11-383B4.4	0.402376
AIFM1P1	0
RP11-139J15.5	0
RP11-288D15.1	0
MALRD1	0.100912
UBE2V2P1	0
RP11-49L2.1	0
HMGN1P20	0
RP11-265G8.3	0
U3	0
RNA5SP303	0
RP11-354E11.2	0.0802874
MTND1P37	0
MTND2P16	0
RNU6-1212P	0
RP11-575A19.2	0.682035
AMD1P1	0
RP11-51E20.1	0
MIR4675	0
MTND1P21	0
RP11-56H7.2	0
EIF4BP2	0
NPM1P30	0
C10orf113	0
NEBL-AS1	2.56007
RP11-565H13.3	0
LUZP4P1	0
RNU6-15P	0
RP11-275N1.1	0
RNMTL1P1	0
RP11-275N1.3	0
Metazoa_SRP	0
Y_RNA	0
CASC10	1.91784
MIR1915	0
SKIDA1	0.45403
RNU6-306P	0
HNRNPRP1	0
RNU6-1141P	0
RN7SKP219	0
RP11-399C16.3	1.08415
RN7SKP37	0
ADIPOR1P1	0
RP11-108B14.1	0
EBLN1	0.0657324
RP11-108B14.5	0
PSME2P6	0.119994
RP11-573G6.4	1.63188
RP11-573G6.6	3.01111
RPL31P45	0
RP11-573G6.9	0
RP11-573G6.10	0
SPAG6	1.1427
RP11-301N24.3	0
RP11-142L16.2	0
RNU6-413P	0
ARMC3	0.319331
RNA5SP304	0
YWHAZP3	0.340927
SNORA40	0
PTF1A	0.120693
C10orf67	0.195634
RP11-215C7.3	0
RP11-371A19.2	0.348872
MIR1254-2	0
KIAA1217	1.1834
NUP35P1	0
AC063961.1	0
MIR603	0
RP11-144I2.1	0
RNA5SP305	0
RP11-129O7.2	0
RN7SKP241	0.211405
RP11-165A20.3	2.60763
ENKUR	3.5926
THNSL1	4.02096
LINC01516	0.166586
GPR158-AS1	0.0932857
RP11-20I6.1	0
RN7SKP220	0
GPN3P1	0
LINC00836	1.78379
HIRAP1	0
RNA5SP306	0
RNU6-632P	0
RP11-435M3.2	0
MYO3A	0.0390467
GAD2	1.14762
RNA5SP307	0
RP11-128B16.5	0
LINC00264	0.208651
RP13-16H11.7	0
LINC00202-2	0
RP13-16H11.9	0
RP13-16H11.8	0.0251127
PDSS1	2.84079
HSPA8P3	0
RP13-16H11.5	0
SNORA57	0
RNU6-946P	0
LINC00202-1	0.6167
ANKRD26	2.34578
RNU6-490P	0
MASTL	3.28008
RNU2-24P	0
RNU7-12P	0
RP11-85G18.6	0.118349
LRRC37A6P	0.537652
ARMC4P1	0.108723
RP11-748L13.7	0
RNU6-666P	0
RP11-748L13.2	0
RNU6-452P	0
RP11-748L13.6	0
FAM210CP	0
TRIAP1P1	0
PTCHD3	0
MKX	1.07549
MKX-AS1	0.0601039
RN7SKP132	0
ARMC4	0.32208
RPL36AP55	0
RP11-218D6.4	0
MRPS21P5	0
MPP7	0.452165
MIR8086	0
RP11-351M16.4	0
ZNF101P1	0
U3	0
RP11-351M16.3	0
RPSAP10	0
RN7SKP39	0
RNU4ATAC6P	0
TPRKBP1	0
RNU6-1067P	0
RP11-478H13.1	0
RNU6-270P	0
LINC00837	0
LINC01517	0
RP11-478H13.4	0
C10orf126	0
RNA5SP308	0
RPL21P93	0.158263
LYZL1	0
SVIL	4.52425
MIR604	0
SNORD115	0
MIR938	0
CKS1BP2	0
RNU6-908P	0
RP11-224P11.1	0
RNU6-598P	0
EEF1A1P39	0
RP11-305E6.4	1.86286
MTPAP	4.58659
DNM1P17	0
GOLGA2P6	0
RN7SL241P	0
MIR7162	0
NIFKP1	0
RP11-449I17.9	0
CCND3P1	0
HNRNPA1P32	0
RP11-253D19.1	0
RN7SL63P	0
RP11-253D19.2	0
LYZL2	0
SVILP1	0.0464371
RP11-14C22.6	0
ZNF438	4.14311
RP11-330O11.3	0.54541
DDX10P1	0.0329689
RP11-192P3.4	0.0765656
ZEB1-AS1	1.51798
RNA5SP309	0
SPTLC1P1	0
RP11-472N13.2	0.265496
GLUDP5	0
RP11-472N13.3	3.19873
Y_RNA	0
HMGB1P7	0
RPL34P19	0
RN7SL825P	0
Y_RNA	0
RPS4XP11	0.198904
RP11-241I20.4	0
RP11-241I20.5	0
RNU7-22P	0
PPIAP31	1.19219
RPS24P13	0
RP11-166N17.1	0.817194
RP11-166N17.3	0
RP11-135A24.4	0
RP11-135A24.2	0
RNU6-1244P	0
CCDC7	0.911241
C1DP1	0.310386
RP11-479G22.8	0.957783
AK3P5	0
RP11-462L8.1	0.37274
MTND4LP11	0
RN7SL847P	0
RP11-479G22.7	0
RPL7AP53	0.0396364
RP11-342D11.3	0
NRP1	2.88636
RP11-342D11.2	0
RN7SL398P	0
RP11-90B22.1	0
RP11-476F14.1	0
RP13-259N13.2	0
LINC00838	0
RPL23P11	0
RP11-490O24.2	0
Y_RNA	0
ELOBP4	0
RPL37P18	0
RPS12P16	0
PARD3-AS1	0.948568
SS18L2P1	0
RNU6-847P	0
RNU6-193P	0
PRDX2P2	0
RP11-297A16.4	0
MIR3611	0
RP11-297A16.2	0.0516543
RNU7-77P	0
ATP6V1G1P4	0
RP11-324I22.3	2.60603
RP11-324I22.2	0.339054
RNU6-794P	0
RNU6-1167P	0
RP11-324I22.4	3.69593
RP11-425A6.5	0.201264
GJD4	0
FZD8	1.33207
RPL7P37	0
PCAT5	0
RP11-309N24.1	0
RP11-810B23.1	0.242754
MTND5P17	0
MTND4P18	0
RP11-92J19.3	0
SNORA40	0
NAMPTP1	0.401418
Y_RNA	0
RP11-322I2.1	0
MKNK2P1	0
ARL6IP1P2	0
ANKRD30A	0
RNU6-811P	0
RP11-20F24.2	0
ATP8A2P1	0
RN7SL314P	0
Y_RNA	0
LINC00993	0
TMEM161BP1	0
VN1R53P	0
TACC1P1	0
MTND1P18	0
MTRNR2L7	0
RP11-258F22.1	1.23431
RP11-258F22.2	0
ZNF33BP1	0.0892595
TLK2P2	0.061789
RP11-162G10.5	0.790404
ZNF37CP	0.367478
ZNF33CP	0.0624385
RP11-393J16.4	0
Y_RNA	0
RNU6-795P	0
RP11-1021O19.2	0
EIF3LP3	0.102612
FXYD6P2	0
RP11-508N22.12	0.707584
RP11-508N22.6	0.306742
RP11-508N22.9	0.0582702
RP11-672F9.1	0.152718
RP11-508N22.11	0
SEPT7P9	0.3679
RP11-291L22.9	2.93151
RNU6-1118P	0
CICP9	0
RP11-291L22.4	0
ABCD1P2	0
RP11-453N3.7	0
PABPC1P12	0
SLC9B1P3	0
ACTR3BP5	0
CHEK2P5	0
RP11-453N3.1	0
RP11-96F8.1	0
KSR1P1	0
IGKV1OR10-1	0
AL031601.4	0
AL031601.5	0
PABPC1P8	0
RP11-313J2.1	0.438685
CCNYL2	0.0265046
LINC00839	1.12349
FXYD6P1	0
EIF3LP2	0.137838
ZNF33B	3.59385
AL022345.10	0
AL022345.7	0
AL022345.11	0
RNU6-1170P	0
VN1R54P	0
LINC01518	0
CUBNP1	0
AL022344.5	0
RSU1P1	0
DUXAP3	0
AL022344.7	0.294224
RP11-124O11.1	0
LINC01264	0
MIR5100	0
RET	0.697806
RP11-351D16.3	1.33735
RASGEF1A	2.98501
RP11-168L22.2	0
RNU6ATAC11P	0
FXYD4	2.15584
U3	0
RP11-517P14.2	2.97818
ZNF487	1.82031
RNU7-193P	0
RP11-517P14.7	0.542549
ZNF239	1.88623
CAP1P2	0.162905
ZNF485	1.9714
ZNF32-AS3	0
RP11-402L1.4	0
RPL21P88	0
ZNF32-AS1	3.97673
ZNF32-AS2	2.37539
RP11-402L1.11	0
RP11-272J7.6	0
UQCRHP3	0
ELOCP30	0
RP11-272J7.4	0
HNRNPA3P1	0.0185134
LINC00619	0.0812268
LINC00840	0.345936
RP11-168P8.5	0
RP11-168P8.3	0
LINC00841	0
RP11-20J15.2	0
RP11-20J15.3	0.392437
C10orf142	0.616161
RPL9P21	0
RP11-733D4.2	0
RP11-733D4.1	0
EIF2AP4	0
TMEM72-AS1	0.490817
RP11-285G1.2	0
TMEM72	0.0819734
RP11-285G1.9	0
RP11-285G1.14	0.556807
C10orf25	1.62735
CEP164P1	0.0866673
DUXAP4	0
RPS19P7	0
RSU1P2	0
CUBNP3	0
ANKRD54P1	0
ANKRD30BP3	0
MIR3156-1	0
RP11-445N18.5	0
RP11-432I13.5	0
RP11-432I13.6	0
RNU6-1207P	0
CUBNP2	0
OR6D1P	0
OR13A1	0.223093
RP11-67C2.2	1.1787
ZFAND4	3.55228
AGAP10P	0.258532
FAM21FP	0.582777
RP11-671E7.1	0.251007
RP11-175I17.6	0
FAM25E	0
AGAP4	3.08904
PARGP1	1.48391
RNA5SP310	0
RPL35AP25	0
SNORA74	0
MSMB	0
RPL23AP61	0
AGAP7P	0.133346
ANTXRLP1	0
ANTXRL	0.283728
AGAP14	0.287837
FAM25BP	0
ANXA8L1	0.228196
HNRNPA1P33	0.0909223
NPY4R	0
GPRIN2	0.480252
SYT15	0.237926
RP11-38L15.3	0.623383
RP11-38L15.2	0.0305858
FAM35BP	0.0328213
RP11-38L15.8	0.395042
RHEBP1	0
RN7SL248P	0
CTSLP2	0.432489
GLUD1P2	1.51171
DUSP8P3	0.242173
BMS1P1	1.04567
RNA5SP311	0
AGAP13P	0.638712
FRMPD2B	0.185178
PTPN20	1.39055
GDF10	0.789482
GDF2	0
RBP3	0.568182
ANXA8	0.0165858
RP11-144G6.13	0
FAM25G	0
RP11-144G6.4	0
RNA5SP312	0
BMS1P2	0.611327
GLUD1P8	1.44041
DUSP8P4	0.0871968
CTSLP2	0.583507
RP11-342C24.8	0
FAM35DP	0.163579
RN7SL453P	0
RHEBP2	0.614124
ABC7-42404400C24.1	0.336697
CH17-360D5.2	0.0338822
CH17-360D5.1	0
CH17-360D5.3	0
FAM25C	0
AGAP12P	1.01887
RNA5SP315	0
BMS1P7	0.0833896
PTPN20CP	0.038158
FRMPD2	0.261866
RPS6P14	0
RP11-541M12.6	2.02255
ARHGAP22-IT1	0
RP11-541M12.3	0
RP11-534L6.5	0
RP11-534L6.2	0
WDFY4	1.89734
RPL13AP19	0
RP11-563N6.6	0.207625
RP11-523O18.7	0
LRRC18	0.0641963
RP11-523O18.5	0.105416
RP11-523O18.1	0
MIR4294	0
FAM170B-AS1	0.0101145
FAM170B	0.0779935
C10orf71-AS1	0
C10orf71	0.0162383
DRGX	0.194769
RP11-123B3.2	0
ERCC6	2.03294
HMGB1P50	0
CHAT	0.00593035
SLC18A3	0.273866
C10orf53	0.0260622
OGDHL	3.78451
MAPK6PS6	0
RPL21P89	0.133542
RPL35AP24	0
TIMM23B	4.48353
SNORA74	0
LINC00843	0.364341
RNA5SP317	0
FAM21EP	0.667431
SLC9A3P3	0
SLC9A3P1	0
ASAH2	0.161037
DYNC1I2P1	0.818136
RP11-521C22.2	4.94938
RP11-512N4.2	0
RNU7-107P	0
SGMS1-AS1	0.635256
SHQ1P1	0
BEND3P1	0.216215
NUTM2HP	0.0799044
RP11-564C4.4	0
CTSLP4	0
PGGT1BP1	0
ASAH2B	1.1285
A1CF	0
RP11-449O16.2	0
CCDC58P2	0
RP11-96B5.4	0
PRKG1	1.03541
RP11-96B5.3	0.233502
RP11-40C11.2	0
MIR605	0
RP11-539E19.2	0
RSU1P3	0
PRKG1-AS1	0.0754259
DKK1	0.281029
RPL31P44	0
THAP12P3	0.0796014
LINC01468	0.0462736
RP11-556E13.1	0.452553
MBL2	0
Y_RNA	0
RP11-319F12.2	0
SNRPEP8	0
RP11-71J2.1	0
RNA5SP318	0
RP11-449J3.3	0
PCDH15	1.04569
RNU6-687P	0
RP11-257I14.1	0
NEFMP1	0
MIR548F1	0
RP11-264A11.1	0
RP11-168O22.1	0
RP11-598C10.2	0
RP11-598C10.1	0
MTRNR2L5	0
GAPDHP21	0
RP11-478B11.2	0
ZWINT	2.39084
SNORD2	0
MIR3924	0
RP11-550A9.1	0
RP11-448K10.1	0
MRPS35P3	0
RP11-123G9.1	0
IPMK	3.08757
TPT1P10	0
RP11-179B15.5	0.142785
RP11-179B15.6	0
BICC1	0.532289
FAM133CP	0
RN7SKP196	0
RPLP1P10	0
TRAF6P1	0
RP11-443O13.3	0
MRPL50P4	0
RP11-135D11.2	0
SLC16A9	3.42702
MRLN	0.119864
LINC01553	0
RP11-388P9.2	0.597411
Y_RNA	0
RP11-388P9.3	0
ARL4AP1	0
RP11-131N11.4	0
CDK1	0.624385
RNU2-72P	0
LINC00845	0
TMEM26	0.176778
TMEM26-AS1	0
RP11-63A2.2	0
RP11-491H19.1	0
RTKN2	0.128271
RP11-120C12.3	0
RN7SL591P	0.239369
ALDH7A1P4	0
RP11-436D10.3	0
EGR2	0.79305
RNU6-543P	0
RP11-144G16.1	0
TATDN1P1	0.0956734
RP11-351O1.4	0
MIR1296	0
PRELID1P3	0
JMJD1C-AS1	0.202941
RP11-351O1.3	0
MRPL35P2	0.33857
RP11-111N20.4	0
RP11-170M17.1	0
RPL7AP50	0.423745
RP11-174J11.1	0.46275
DBF4P1	0
RPL17P35	0.184801
CYP2C61P	0
ANXA2P3	0.0922545
RP11-179K3.2	0.0206392
NEK4P3	0
RP11-252C24.3	0
MYL6P3	0
RP11-252C24.2	0
RP11-428G2.1	0
LINC01515	0.181251
RP11-210G22.1	0
RP11-65E10.1	0
LRRTM3	1.5862
RP11-344A5.1	0.252724
RPL7AP51	0
MIR7151	0
AKR1B10P1	0
RPL21P92	0
RNU6-1250P	0
RN7SL394P	0
DNAJC19P1	0
RP11-57G10.8	0.362206
RNU6-523P	0
RPL12P8	0.0552839
RPS3AP38	1.44612
RN7SL220P	0
POU5F1P5	0
MYPN	0.0211271
RN7SKP202	0
ATOH7	0.251331
RP11-153K11.3	0
KRT19P4	0
DNA2	2.62519
RPL26P29	0
RNA5SP319	0
SLC25A16	3.49274
RPL26P27	0
Y_RNA	0
TMEM14DP	0.125503
TET1	0.725577
COX20P1	0.524927
RPS3AP37	0
RP11-119F7.5	2.69067
RP11-119F7.6	0
Y_RNA	0
SNORD98	0
MIR1254-1	0.276788
STOX1	2.49181
RNU6-697P	0
RNU6-571P	0
MED28P1	0.0758296
ACTBP14	0
Metazoa_SRP	1.52355
RPS12P17	0
RP11-227H15.4	0
HKDC1	0.189151
RP11-227H15.5	0
RPS15AP28	0
TACR2	0.305605
ATP5G1P7	0
TMEM256P1	0
NEUROG3	0.0414814
RP11-343J3.2	0.771395
MTATP6P23	0
MTCO2P23	0
MTCO1P23	0
MTND2P15	0
MTND1P20	0
RP11-242G20.1	0
RPL5P26	0
COL13A1	0.67179
RP11-262I2.2	0.557166
AIFM2	4.04845
TYSND1	4.48738
CALM2P2	1.71086
RPS25P9	0
NPFFR1	2.2543
CEP57L1P1	0
NODAL	0.316938
RP11-104F15.9	0.361136
YY1P1	0
PRF1	1.59711
ADAMTS14	3.04819
TBATA	0.0463647
RPS26P40	0
RP11-432J9.3	0
RP11-432J9.6	0
UNC5B-AS1	0.356088
RP11-327E2.5	0.434597
CDH23	1.75835
CDH23-AS1	0
MIR7152	0
RNU7-38P	0
RP11-472G21.2	0
RP11-150D20.5	0.0983659
SNORA36	0
RPL15P14	0.0636653
Y_RNA	0.718862
RNU6-805P	0
RP11-205A8.4	0
RP11-205A8.3	0
RP11-167P22.3	0
RP11-167P22.4	0
RN7SL840P	0
HMGN2P34	0
RP11-167P22.5	0
Y_RNA	0
MCU	4.68416
MIR4676	0
RP11-354E23.3	0
RP11-354E23.4	0
RP11-354E23.5	0.113194
OIT3	0.0120148
NPM1P24	0.0994808
PLA2G12B	0
RPL17P50	2.0338
RP11-344N10.4	0
RP11-344N10.2	0
Y_RNA	0
RP11-344N10.5	0.945421
NUDT13	2.5461
RP11-152N13.16	0.774931
SNORA11	0.255784
Y_RNA	0
EIF4A2P2	0.0701331
DNAJC9-AS1	4.28582
CFAP70	1.65716
DNAJC9-AS1	0.353226
RNU6-833P	0
Y_RNA	0
RP11-537A6.9	0.091009
RPL26P6	0.502332
MSS51	1.52063
PPP3CB-AS1	2.27954
RNU6-883P	0.372752
RPS26P41	0.162485
RP11-464F9.20	0.641602
RP11-464F9.22	1.22623
MYOZ1	2.06009
SYNPO2L	0.303271
RP11-464F9.21	0.117292
AGAP5	2.36238
RP11-574K11.29	1.40773
RNA5SP320	0
BMS1P4	1.7511
GLUD1P3	1.64065
DUSP8P5	2.16697
RP11-574K11.27	0.15553
RP11-574K11.32	1.07566
RP11-574K11.26	0
ZSWIM8-AS1	1.60085
RP11-574K11.5	1.06676
RP11-574K11.8	0
PLAU	3.97274
C10orf55	0.0819534
RP11-417O11.5	0
TIMM9P1	0
RPSAP6	0
RAB5CP1	0
RP11-46O21.2	0
MRPL35P3	0
Y_RNA	0
NDUFA8P1	0
POLR3DP1	0
RP11-383B24.3	0
RP11-222G7.2	0.0858427
RP11-77G23.2	0
RP11-77G23.5	0
DUPD1	0
PPIAP13	0
DUSP13	0.0467819
RPS26P42	0
COMTD1	3.84324
RPL39P25	0
ZNF503-AS1	0.0900501
HMGA1P5	0
RP11-399K21.11	0.258075
RP11-399K21.5	0
SPA17P1	0
ZNF503-AS2	1.39712
RP11-399K21.13	0.348283
RP11-399K21.14	1.77866
RP11-399K21.10	0
C10orf11	1.50127
RP11-399K21.12	0
MIR606	0
RP11-310J24.3	0
RP11-367B6.2	0.132641
RN7SL518P	0
RNU6-673P	0
RP11-43N22.1	0
RP11-369F10.2	0
RP11-325D15.2	0
SNORA31	0
ATP5G1P8	0
KCNMA1	2.63962
KCNMA1-AS1	0.0369843
KCNMA1-AS2	0
RP11-328K22.1	0
KCNMA1-AS3	0
COX6CP15	0
RNA5SP321	0
RP11-428P16.2	0.021452
RP11-428P16.3	0
RNU6-1266P	0
IMPDH1P5	0.0361154
RP13-39P12.3	0.392722
RP11-126H7.4	0
RN7SL284P	0
DLG5-AS1	2.8715
H2AFZP5	0
