Name	Adipose - Visceral (Omentum)
RP11-887P2.3	0.436482
CRADD	4.02663
RP11-887P2.5	0.578448
RN7SL630P	0
RP11-887P2.6	0.17138
RP11-1060G2.1	0.291797
RP11-1060G2.2	0.107927
RN7SKP263	0
RP11-74K11.1	0
PLXNC1	4.4133
RP11-74K11.2	0
RP11-1105G2.4	0.115014
RP11-1105G2.3	1.30114
CEP83	4.03963
RN7SL330P	0
RBMS2P1	0.427906
CEP83-AS1	0.206043
RP11-778J16.3	0
RN7SL483P	0
RP11-778J16.2	0.0874158
SUCLG2P2	0.212554
MIR5700	0
LSM3P2	0
KRT19P2	0
FGD6	2.37608
RP11-129B9.2	0
RP11-129B9.1	0.0689954
Y_RNA	0
CBX3P5	0
RNU6-808P	0
MIR331	0
MIR3685	0
RP11-167N24.3	0
RP11-167N24.5	0
RNU6-735P	0
RP11-490G8.1	0.689886
USP44	0.812614
PGAM1P5	0.119425
Y_RNA	0
RNU6-247P	0
RP11-536G4.2	0
RP11-536G4.1	0
CCDC38	0.0566162
AMDHD1	0.627959
HAL	0.775648
RP11-256L6.3	2.69675
RP11-256L6.2	0
YPEL5P3	0
RN7SL88P	0
RP11-256L6.5	0.0302726
RP11-394J1.2	0.102115
RNU4-24P	0
RP11-117N2.2	0
RP11-510I5.4	0
RN7SKP11	0
CFAP54	0.165296
EEF1A1P33	0.0272798
Y_RNA	0
RP11-541G9.1	0
RP11-397H6.1	0
RP11-534P6.1	0
RP11-541G9.2	0
RMST	0.0156066
MIR1251	0
snoMe28S-Am2634	0
RMST_8	0
RP11-528M18.2	0
RP11-528M18.3	0
RP11-1016B18.1	0.0419067
RNU6-36P	0
MIR4495	0
MIR4303	0
RP11-690J15.1	0
RP11-718L23.1	0
RNU4-41P	0
SLC9A7P1	0.370948
RP11-181C3.1	0.198403
TMPO-AS1	0.426737
RP11-481K9.4	0
SNORA53	2.26302
ANKS1B	0.525841
RP11-90E9.1	0
RP11-473C19.1	0
RNA5SP366	0
RP11-406H4.1	0
FAM71C	0
RPS4XP1	0.296523
RP11-135F9.4	0.353156
RP11-175P13.2	0.233543
GOLGA2P5	2.28959
RN7SL176P	0.361621
RP11-175P13.3	0.727691
MIR1827	0
DEPDC4	0.181203
Y_RNA	0
SLC17A8	0
NR1H4	0
RP11-575G13.3	0
GAS2L3	1.30168
RP11-575G13.2	0.0217019
ANO4	0.493298
RP11-263E1.1	0
RP11-350G24.1	0
RP11-350G24.2	0
SLC5A8	0
RNU6-768P	0
RP11-399D15.1	0
RP11-321F8.4	0.259077
RNU6-1068P	0
RPS27P23	0
Y_RNA	0
RNU5E-5P	0
RNA5SP367	0
SPIC	0
MYBPC1	0.51987
RP11-755O11.2	0
RP11-285E23.2	0.178703
RNY1P16	0.56991
SYCP3	0.198276
RNU6-101P	0
RP11-511H9.3	0.360755
RNU6-172P	0
RNA5SP369	0
RNU6-1183P	0
HSPE1P4	0.0921099
RP11-512N21.3	0.123233
RP11-512N21.1	0
RP11-554E23.2	0
NENFP2	0
RP11-554E23.4	0.547404
PARPBP	0.579946
PMCH	0
HELLPAR	0.0193603
RP11-210L7.3	0.0776926
RP11-210L7.1	0
LINC00485	0.033597
PAH	0.0427837
RP11-438H24.2	0
ASCL1	0.0593485
RP11-328J6.1	0
RP11-552I14.1	0
C12orf42	0.0264364
RP11-626I20.1	0
RP11-626I20.2	0
RP11-626I20.3	0
STAB2	0.832065
U8	0
RP11-341G23.2	0
RP11-341G23.3	0
RP11-341G23.4	1.00314
NT5DC3	3.46104
RP11-650K20.2	0
RP11-650K20.3	0
TTC41P	0.259034
C12orf73	3.75745
RP11-490H24.5	0.270524
RNA5SP370	0
RP11-818F20.4	0
RP11-818F20.5	0
EID3	3.61665
RP11-43D4.2	0
RP11-43D4.3	0
MIR3922	0
Y_RNA	0
KRT18P20	0
C12orf45	0.960997
RP11-61E11.2	0.0470546
KCCAT198	0
CASC18	0.117981
ST13P3	0.274118
RP11-114F10.2	0.136661
RP11-114F10.3	0.339594
RP11-185N2.1	0
RP11-651L5.2	0
RP11-651L5.3	0.878284
RNU7-94P	0
TCP11L2	3.40786
POLR3B	4.4367
RP11-144F15.1	0.130842
RFX4	0.0259864
RP11-482D24.2	0
RP11-482D24.3	0
EEF1B2P4	0
RPL30P12	0
RP11-412D9.4	2.57433
RP11-797M17.1	0
SETP7	0
BTBD11	0.272329
SNORD74	0
RNA5SP371	0
RP11-128P10.1	0
RP11-864J10.2	0.160483
RP11-864J10.4	0.481719
ASCL4	0
RP11-554D14.7	0.174994
RP11-554D14.8	0.298403
RP11-554D14.6	0.241217
RP11-554D14.4	0
RP11-554D14.5	0
RP11-554D14.3	0
RP11-554D14.2	0
RP11-554D14.1	0
WSCD2	0.317254
RP11-1K3.1	0.0339023
LINC01498	0.0131216
FICD	3.50272
RP11-689B22.2	0.0922936
MIR4496	0
RNU7-169P	0
Y_RNA	0
SNORA40	0
RP11-423G4.10	0.329229
MIR619	0
DAO	0.00705734
SVOP	0.0113451
RNU6-361P	0
USP30-AS1	0.665475
RNA5SP372	0
RP11-968O1.5	1.00679
FOXN4	0.28223
MYO1H	0.145904
LINC01486	0
RP11-256L11.3	0.236971
RN7SKP250	0
FAM222A	0.778634
FAM222A-AS1	0.233615
TRPV4	1.41928
MIR4497	0
RP1-7G5.5	0
RN7SL441P	0
RP1-7G5.6	0
RP11-837J7.4	1
RP11-837J7.3	0.0601376
C12orf76	3.58431
RP11-946P6.6	1.00206
RP11-946P6.4	0
IFT81	4.37487
RN7SL769P	0
HMGA1P3	0
RPL31P49	0.739686
RP3-424M6.4	0.713789
RAD9B	0.341168
RN7SL387P	0
RP11-481J8.3	0
RP1-74B13.2	0
RPL29P25	0
CCDC63	0
MYL2	3.42348
LINC01405	0
RP1-46F2.3	0
CUX2	0.0373854
MIR6760	0
RNA5SP373	0
RP3-473L9.4	0.6431
HSPA8P14	0.0263077
U7	0
RP11-686G8.1	0.0866037
ATXN2-AS	0.53857
PCNPP1	0.634617
MIR6761	0
RPS2P41	0.111247
ADAM1B	0.187664
TMEM116	2.42777
SLC25A3P2	0
RP1-128M12.3	0
RP1-267L14.6	0.377368
MIR3657	0
RP1-267L14.3	0
Y_RNA	0
Y_RNA	0
MIR6861	0
RP3-521E19.2	0
RN7SKP71	0
RPL7AP60	0.175181
RP3-521E19.3	0
RPH3A	0.0507951
MIR1302-1	0
RP1-71H24.1	0
IMMP1LP2	0
RPS15AP32	0
RASAL1	0.042614
CFAP73	0.0957691
Y_RNA	0
Y_RNA	0
IQCD	0.604593
RP11-545P7.9	0.435263
MIR6762	0
SDS	1.59458
SDSL	3.3725
LHX5	0
LHX5-AS1	0
LINC01234	0.00965118
DYNLL1P4	0.341607
RP11-780K2.1	0
RP11-100F15.1	0
RP11-100F15.2	0
HAUS8P1	0
GLULP5	0
RP11-139B1.1	0
TBX5	0.107959
TBX5-AS1	0.0343839
RN7SKP216	0
RP11-385N17.3	0
OSTF1P1	0
RP11-162N7.1	0
Y_RNA	0
RP4-601P9.2	0.0231246
SNORA27	0
RP4-601P9.1	0
RP11-411G2.2	0
RP11-411G2.1	0
RP11-25E2.1	0
RP11-116D17.2	0
RP11-116D17.3	1.87623
RP11-116D17.4	0.144127
RP11-116D17.5	0.495044
RP11-116D17.1	0
RP11-1028N23.3	0
RP11-1028N23.2	0
RP11-1028N23.4	0
UBA52P7	0
RN7SL865P	0
RP11-110L15.1	0
RP11-110L15.2	0
SNORD56	0
RP11-493P1.2	0.347526
RNU6-1188P	0
MIR620	0
SNRPGP18	0
RP11-115H15.2	0
RP11-148B3.2	0
MIR4472-2	0
RP11-148B3.1	0
LINC00173	1.69077
MAP1LC3B2	1.17285
RP11-497G19.7	0.0582267
RP11-497G19.3	0.272763
RP11-497G19.1	0.380015
RP11-497G19.2	0.0935884
RNFT2	0.274209
RP11-407P2.1	0.188014
RNU6-558P	0
RP11-240G22.4	0
HRK	0.0423757
RP11-240G22.1	0
RP11-240G22.5	0.090776
RP11-231I16.1	0.130565
RP11-103B5.4	0.354328
TESC-AS1	0
NOS1	0.0458309
ELOCP32	0
KSR2	0.0125711
RP11-465L8.1	0
RP11-33N14.3	0.453554
RP11-33N14.5	0.391387
RP11-136L23.2	0
RP11-131L12.2	0.129456
RP11-131L12.3	1.17935
RP11-131L12.4	0.861738
RP11-121J20.1	0
RPL17P37	0
RP11-3L23.2	0
RP11-357K6.1	0
RP11-357K6.2	0
RNA5SP374	0
RP11-357K6.3	0
SNORA38	0
SRRM4	0.0246896
RN7SL508P	0
RP11-364C11.3	0
RP11-364C11.2	0
RP11-64B16.3	0
RP11-64B16.4	0.290419
RP11-64B16.2	3.59062
RP11-64B16.5	0
LINC00934	0
CCDC60	0.00815028
RP11-768F21.1	0.954563
TMEM233	1.135
RN7SKP197	0
CIT	1.02463
RP1-127H14.3	0
MIR1178	0
RPL35AP30	0
Metazoa_SRP	0
RP1-267D11.1	0
RP1-267D11.6	2.71939
MIR4498	0
PXN-AS1	4.05554
RP1-278C19.8	0.638009
RPS20P31	0.118966
NME2P1	1.12717
RNU4-2	1.39901
RNU4-1	0
SIRT4	1.43442
RNU6-1088P	0
PLA2G1B	0.547445
MSI1	0.818982
RPS27P25	0
RP1-166H1.2	0
RPL31P52	0.538342
NRAV	3.58381
RP11-18C24.8	0.212203
Y_RNA	0
RPL29P24	0.225093
RPL11P5	0
RP11-728G15.1	0
RP11-173P15.9	1.23348
RP11-173P15.10	0.566711
RP11-173P15.7	0
ARF1P2	0
CLIC1P1	0.110439
RPL12P33	0.0755186
HNF1A-AS1	0
HNF1A	0.0117873
OASL	1.70108
RP11-216P16.7	0
RP11-216P16.4	0
RP11-216P16.5	0
SNORA70	0
RP11-216P16.6	0
P2RX7	3.62576
Z98941.1	0
RP11-340F14.6	0.320143
RP11-711D18.2	0
MIR7107	0
RP13-941N14.1	0.244717
RNU6-1004P	0
MORN3	0.357184
RHOF	1.0131
RP11-347I19.7	1.53564
HPD	2.41749
RP11-7M8.2	0
RP11-87C12.6	0
Metazoa_SRP	0
RNU7-170P	0
WDR66	1.61215
RP11-87C12.5	0
BCL7A	3.73645
AC156455.1	1.15201
LRRC43	0.378546
IL31	0
B3GNT4	0.153333
RP11-512M8.11	0
CCDC150P1	0.438903
RPL21P1	0.0567883
CLIP1-AS1	0.0280656
SNORA9	0
RP11-15J22.8	0
KNTC1	4.00512
RP11-324E6.8	0
RP11-324E6.10	0.271206
RP11-324E6.6	0.105896
HCAR3	2.20733
RP11-324E6.4	0
Y_RNA	0
CCDC62	0.206794
RP11-463O12.5	1.96833
ABCB9	1.71852
MIR4304	0
RP11-197N18.7	0.0486961
RP11-197N18.8	0.0656511
MPHOSPH9	3.11019
RP11-546D6.3	4.69985
RP11-282O18.3	2.3778
RP11-282O18.7	0.229013
RNA5SP375	0
Y_RNA	0
RP13-942N8.1	1.36441
RP11-972P1.8	0
RP11-972P1.10	0.578699
RP11-972P1.11	1.18642
MIR3908	0
RP11-486O12.2	0.431206
SNORA9	0.571167
RP11-338K17.5	0.148896
RP11-338K17.6	0.718334
RP11-338K17.8	0
RPL27P12	0
RP11-338K17.10	2.25193
DNAH10	0.143677
RP11-380L11.4	2.41016
DNAH10OS	1.25328
RP11-214K3.23	0.532153
RP11-214K3.22	0.480068
RP11-214K3.21	0.725925
RP11-214K3.20	0.507139
RP11-214K3.19	0.773748
RP11-214K3.18	0.429079
RP11-214K3.5	0.298856
RP11-214K3.24	0.206698
RFLNA	2.43642
RP11-522N14.2	0.0732658
MIR6880	0
RP11-408I18.9	0
RP11-83B20.1	0.324967
RP11-83B20.2	0
RP11-83B20.3	0.0824116
RP11-83B20.4	0
RP11-83B20.5	0.0460289
RP11-83B20.6	0
RP11-83B20.7	0
RP11-83B20.9	0.0754442
RP11-83B20.8	0
RP11-83B20.10	0
RP11-13J12.2	0
RNU6-927P	0
MIR5188	0
RPL22P19	0.0894481
BRI3BP	3.31993
RP11-158L12.2	0
RP11-158L12.4	2.49243
RP11-158L12.5	0
RP11-158L12.6	0
TMEM132B	0.258389
RP11-604N13.1	0
RP4-800O15.1	0
RP4-800O15.2	0.0303203
RP4-800O15.3	0
LINC00939	0.0144097
RP5-916L7.2	0
RP3-446N13.5	0
RP3-446N13.1	0
RP3-446N13.2	0
RP3-446N13.3	0
RP3-446N13.4	0
RP1-116K23.1	0
RP4-809F18.1	0.076736
RP5-944M2.1	0
RP5-944M2.2	0
RP5-944M2.3	0
RP5-944M2.4	0
RP11-407A16.1	0
NDUFA5P6	0
RP11-407A16.3	0
RP11-407A16.8	0
RP11-407A16.4	0
RP11-407A16.6	0
RP11-407A16.5	0
RP11-407A16.7	0
LINC00943	0.0715633
LINC00944	0.265426
RP11-983C2.1	0
RP11-983C2.2	0
RP11-983C2.3	0
HSPE1P20	0
RP11-575F12.1	0.196543
RP11-575F12.2	0.514196
RP11-575F12.3	1.5165
RP11-955H22.1	0
RP11-955H22.4	0
RNU1-104P	0
RP11-955H22.3	0
RP11-955H22.2	0
RP11-367G12.1	0
RP11-483I24.1	0
RP11-351O2.1	0
Y_RNA	0
RP11-351O2.2	0
RP11-526P6.1	0
RP11-749H20.1	0
RP11-749H20.2	0
RP11-749H20.3	0
FLJ37505	0
LINC00507	0
LINC00508	0
CRAT8	0
RP13-653N12.1	0
RP13-653N12.2	0
RP11-417O18.2	0
MIR4419B	0
RP11-417O18.1	0
MIR3612	0
RP11-553N19.1	0
RP11-428I12.1	0
RP11-21K12.2	0.666626
RP11-21K12.3	0
GLT1D1	0.598981
RP11-753B7.2	0
NLRP9P1	0
TMEM132D	0.00587462
RP11-669N7.2	0
uc_338	0
RP11-669N7.3	0
RP11-206B11.1	0
RP11-337L12.1	0
RP11-174M13.2	0
RP11-572C21.2	0
RP11-572C21.1	0
RP11-474D1.4	0
RP11-474D1.3	0
RP11-474D1.1	0
RP11-474D1.2	0
RP11-143E21.2	0
RP11-143E21.3	0
FZD10-AS1	0.664575
FZD10	0.824013
RP11-143E21.1	0
RP11-143E21.6	0
PIWIL1	0
RP11-200K12.3	0
RP11-200K12.2	0
RIMBP2	0.881081
RP11-117L5.4	0
RP11-117L5.1	0.0210381
RP11-117L5.3	0
RP11-662M24.2	0.279677
RP11-662M24.1	0
RP11-989F5.4	0
RP11-989F5.1	0.553139
RP11-989F5.3	0.292122
RNU6-1077P	0
Y_RNA	0
RP11-243M5.5	0.547773
RP11-243M5.4	0.186003
RP11-243M5.2	0.453284
RP11-243M5.3	0.576538
RP11-76C10.6	0.095827
RP11-76C10.5	0.0894903
RP11-76C10.4	0.0368593
RP11-76C10.3	0.033654
RP11-76C10.2	0.115602
LINC01257	0
RP11-638F5.2	0.0368614
RPS6P20	0
RP11-495K9.2	0
RNA5SP376	0
RP13-507P19.2	0
RP13-507P19.1	0
RP11-897M7.3	0
RP11-897M7.4	0
RP11-897M7.1	0
RP11-897M7.2	0
RP11-292I17.1	0
RP11-495K9.10	0
RP11-495K9.9	0
RP11-495K9.8	0
RP11-495K9.7	0
RNA5SP377	0
RP11-495K9.6	0.0506227
RPS6P21	0
RP11-495K9.5	0.509785
RNA5SP378	0
RNU6-1017P	0
MMP17	4.19329
RP11-417L19.2	0
RP11-417L19.5	0.362281
RP11-417L19.4	0.772978
RP11-417L19.6	3.42741
SNORA49	0
RP13-820C6.4	0
RP13-977J11.6	0.377214
RP13-977J11.9	0
RP13-977J11.2	1.21971
RP13-977J11.8	0.141563
GALNT9	4.6121
RP13-977J11.3	0.22031
RP13-895J2.2	0.10343
RP13-895J2.3	0.422825
RP13-895J2.6	0.168958
RP13-895J2.7	1.0734
RP13-895J2.8	0.875622
RP13-895J2.9	0
RP13-895J2.10	0
RP13-895J2.11	0
RP13-714J12.1	0
RP11-503G7.1	0
RP11-503G7.2	0
RP13-554M15.7	1.08539
RP13-554M15.2	1.91355
MIR6763	0
RP13-554M15.8	0.104455
LRCOL1	0.554761
P2RX2	0.601354
RP13-554M15.5	0
RNA5SP379	0
RP13-672B3.5	0.19337
RPS11P5	3.37656
RP11-46H11.11	0.730254
RP11-46H11.12	0.381728
RP11-46H11.2	0
RP11-46H11.3	0.289117
ZNF605	4.11385
NANOGNBP2	0
ZNF26	2.42778
RNU4ATAC12P	0
RP11-386I8.6	0
PTP4A1P2	0
RP11-386I8.5	0
RP11-386I8.4	0
ZNF891	1.12112
CTD-2140B24.6	0
RPL23AP67	0.111707
ZNF268	2.63315
AC226150.3	0
ANHX	0
RNU6-717P	0
Y_RNA	0
RP11-341D18.2	0
FAM230C	0
RP11-341D18.8	0
GGT4P	0
RP11-341D18.5	0
SETD8P1	0.0741198
RP11-341D18.6	0
ABC7-42418200C9.1	0
U6	0
ZNF962P	0
BNIP3P7	0
LINC00349	0
LONRF2P2	0
LINC00388	0
FEM1AP4	0
LINC00387	0
TERF1P5	0
FAM207BP	0.163605
GXYLT1P1	0
CNN2P12	0
ZNF965P	0
CYP4F34P	0.0688689
SNX18P26	0
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	0
RNU6-55P	0
RNU6-76P	0
SNX19P2	0
LINC00408	0
RP11-442J17.3	0
PHF2P2	0.0133904
LINC00442	0
USP24P1	0
GTF2IP3	0
RP11-301J16.7	0
RNA5SP24	0
CENPIP1	0
RP11-408E5.6	0
SMPD4P2	0
RP11-408E5.8	0
TUBA3C	0
RP11-408E5.4	0
PSPC1P1	0.276048
RP11-408E5.5	0
ANKRD26P3	0.0223767
MRPL3P1	0.0433998
LINC00421	0
PARP4P2	0.0100844
FAM58DP	0
RP11-385E5.5	0
SLC25A15P2	0
TPTE2	0.111643
CYCSP32	0
MRPS31P2	0
ESRRAP1	0
CASC4P1	0.0375419
LINC00350	0
PSPC1-AS2	2.66919
RN7SL166P	0
ST6GALNAC4P1	0.713112
RP11-61K9.2	0.0894601
RP11-61K9.3	2.93536
KRR1P1	0.698678
RP11-264J4.8	0
LINC01072	0
GJA3	0.119065
PPIAP28	0
LINC00556	0
GJB2	2.03266
RP11-264J4.10	0
GJB6	0.0984677
MIR4499	0
RP11-476H16.1	0.199623
IFT88	4.51266
SLC35E1P1	0.314551
RNU2-7P	0.249748
RP11-172H24.4	0.14456
IL17D	4.27542
RP11-261P13.5	0.132753
RANP8	0
RP11-261P13.6	0.27547
CNOT4P1	0
HNRNPA1P30	0
PPIAP27	0
RPSAP54	0.566023
LATS2-AS1	0
RNU4-9P	0
RPS12P23	0.44604
IPPKP1	0
FAS-AS1	0
SNORD27	0
SKA3	0.170906
RP11-101P17.14	0
LINC01046	0
ESRRAP2	0.0220904
MIPEPP3	1.403
LINC00539	0.342363
GRK6P1	0.0411383
GAPDHP52	0.109428
RNA5SP25	0
ZDHHC20-IT1	0.331457
HIST1H2BPS3	0
FNTAP2	0.0620966
RNU6-59P	0
RPS7P10	1.44012
FGF9	2.61285
RN7SL766P	0
LINC00424	0
LINC00540	0.362935
NME1P1	0
MTND3P1	0
FTH1P7	4.72232
DDX39AP1	0
SNORD36	0
RPL7AP73	0
IPMKP1	0
RFESDP1	0
LINC00621	0.178231
BASP1P1	0
NUS1P2	0.161272
RP11-124N19.3	0
RP11-124N19.4	0.269439
HMGA1P6	0
RNY3P4	0
LINC00362	0
SGCG	3.70178
RNU6-58P	0
TATDN2P3	0.0517786
SDAD1P4	0
SACS	4.23621
RPLP1P13	0.10643
SACS-AS1	0.0289986
LINC00327	0.0921632
LINC00352	0
TNFRSF19	2.39218
MTCO3P2	0
PCOTH	0.324197
C1QTNF9B	0.190425
ANKRD20A19P	0
SPATA13	0.0717401
IPO7P2	0.0515742
MIR2276	0
SPATA13-AS1	0
C1QTNF9	2.29607
C1QTNF9-AS1	0
RP11-307N16.7	0
NUS1P3	0
LINC00566	0
CYCSP33	0
TPTE2P6	0.229772
PSPC1P2	0
ATP12A	0
RNY1P7	0
RPL26P34	0
IRX1P1	0
ANKRD20A10P	0
RNF17	0
CENPJ	4.30302
TPTE2P1	0.420867
RP11-756A22.7	0.337305
SLC25A15P3	0
RPL34P27	0.697802
LSP1P1	0
RP11-458I4.2	0
PABPC3	0.286104
RP11-165I9.10	0
AMER2	0.0150116
LINC00463	0
LINC01053	0
RP11-165I9.9	0
LINC01076	0
RPL23AP69	0
RP11-271M24.2	0.0897669
ELOBP1	0
ATP8A2	0.119254
RNU6-78P	0
RP11-467D10.2	0
RN7SL741P	0
RNY1P3	0
SHISA2	0.63983
LINC00415	0
ATP8A2P3	0
PRUNEP1	0
RP11-380N8.7	0.21935
RP11-380N8.6	0
THAP12P6	0
uc_338	0
RPS3AP44	0.175955
WASF3-AS1	0
GPR12	0.0856093
FGFR1OP2P1	0
RP11-545M8.4	0
RPS21P8	0
RPS20P32	0
RP11-144H23.2	0.0515588
USP12-AS1	0
USP12-AS2	0
RP11-428O18.6	0.0598016
LINC00412	0
SNORD102	0.554573
RNU6-70P	0
LINC01079	0
RNY1P1	0
RNU6-63P	0
LNX2	4.94877
RP11-87C7.3	0
NPM1P4	0
GSX1	0
RNU6-73P	0
PLUT	0
PDX1	0
ATP5EP2	1.26971
LINC00543	0.0437861
CDX2	0
URAD	0
RN7SL272P	0
FLT3	0.382838
KATNBL1P1	0
CHCHD2P8	0
PAN3-AS1	2.13986
EEF1A1P3	0.167369
RNU6-82P	0
RP11-95G6.1	0.585976
EIF4A1P7	0.0729678
Y_RNA	0
RNU6-53P	0
CYP51A1P2	0.136472
RP11-161P17.2	0
POM121L13P	0
MTUS2	0.194387
MTUS2-AS2	0
GAPDHP69	0
RP11-351N4.4	0
MTUS2-AS1	0.0276662
Metazoa_SRP	0
TIMM8BP1	0
LINC00297	0
LINC00572	0
LINC00544	0
RP11-629E24.2	0
LINC00365	0.0276134
LINC00384	0.0116892
RP11-490N5.3	0.296523
RNU6-64P	0
PRDX2P1	0
LINC00427	0
LINC00426	0.365563
RP11-374F3.5	0.164975
LINC01058	0.289794
UBE2L5P	0.158091
RBM22P2	0.382757
MFAP1P1	0.179918
PTPN2P2	0
Metazoa_SRP	0
LINC00398	0.283872
TEX26-AS1	1.44395
LINC00545	1.21686
TEX26	0.283514
RP11-252M21.6	0
LINC01066	0
WDR95P	0
ANKRD26P4	0.0615283
RP11-326L9.1	0
RP11-326L9.2	0
RXFP2	0
EEF1DP3	0.544679
RP1-257C22.2	0.791917
Metazoa_SRP	0
LINC01073	0
FRY-AS1	0.0531911
ZAR1L	0
BRCA2	0.372348
IFIT1P1	0.0464475
ATP8A2P2	0.0696874
N4BP2L2-IT2	3.36218
RNY1P4	0
RP11-380B4.3	0.202509
LINC00423	0
TOMM22P3	0
KL	4.29748
STARD13-IT1	0.147933
STARD13-AS	0.165832
RP11-141M1.1	0
RP11-141M1.4	0.392728
RP11-141M1.3	0.260649
RP11-37L2.1	0.186408
RP11-179A7.2	0
RNU5A-4P	0
RP11-142E9.1	0.459193
RP11-218I21.2	0
VDAC1P12	0
SNORA25	0
RP11-282M24.1	0
RP11-16D22.2	0
LINC00457	0
RP11-266E6.3	0
GAMTP2	0
Metazoa_SRP	0
RP11-307O13.1	0
NBEA	2.64088
SCAND3P1	0
PHBP13	0.0586324
MAB21L1	1.02713
LINC00445	0
SOHLH2	0.080125
CCDC169	0.061824
RNU6-71P	0
SPG20-AS1	1.26731
CCNA1	0.468052
HIST1H2APS6	0
GAPDHP34	0
TCEAL4P1	0
ARL2BPP3	0
NDE1P2	0
SMAD9-IT1	0.900276
LAMTOR3P1	0
RPL29P28	0
EIF4A1P5	0.0665941
CSNK1A1L	0.0516475
RP11-676B18.2	0
RP11-676B18.1	0
RN7SKP1	0
RPS12P24	0
LINC01048	0
LINC00547	0
TRPC4	0.940665
RNA5SP26	0
RP11-93G5.1	0.0622985
HSPD1P9	0
LINC00571	0.246427
RP11-131P10.2	0
LINC00437	0
LINC00366	0
PRDX3P3	0
FREM2	0.315615
RNU6-56P	0
FREM2-AS1	0
PLA2G12AP2	0
ANKRD26P2	0
STOML3	0
RP11-50D16.4	0.148441
NXT1P1	0
MIR4305	0
RNY4P14	0
CDKN2AIPNLP3	0
AZU1P1	0
SNORD116	0
LINC00598	1.1573
LINC00332	0
RPL17P51	0.132412
RNY3P9	0
RN7SKP2	0
RLIMP1	0.102617
MIR320D1	0
Metazoa_SRP	0.249177
SLC25A15	2.35594
MIR621	0.426877
TPTE2P5	0.529817
CYCSP34	1.57282
SUGT1P3	0.358465
RGS17P1	0.671883
MIR3168	0
RN7SL597P	0
KBTBD6	3.37343
RP11-74J13.8	0.252881
CALM2P3	0.167542
KBTBD7	2.11497
MORF4L1P4	0
MTRF1	4.94689
RP11-74J13.9	0.801587
RAC1P3	0
RNU6-57P	0
TUBBP2	0.153667
OR7E36P	0
OR7E155P	0.10644
OR7E37P	0
MIR5006	0
RN7SL515P	0
RNU6-74P	0
KARSP1	0
VWA8-AS1	0.0166402
RPS28P8	0
RP11-187A9.3	0.245906
MAPK6PS3	0.0606682
CHCHD2P11	0
FHP1	0.0703927
RP11-413N19.2	0
FABP3P2	0
TNFSF11	0.076288
FAM216B	0.204297
LINC01050	0.0913166
LINC00428	0
ZDHHC4P1	0.0402731
LINC00400	0
RP11-460G11.2	0
RPL36P19	0
ENOX1-AS2	0
ENOX1-AS1	0.0212303
RP11-168P13.1	0.150949
CCDC122	1.20084
RP11-5G9.5	0.318702
RP11-5G9.6	0.0521557
LINC00284	0.0368203
DGKZP1	0.364595
LINC00390	0
SMIM2-AS1	0.111056
SMIM2	0
SMIM2-IT1	0
RP11-478K15.7	0
RP11-478K15.6	0.0112772
RP11-269C23.5	0.0869981
SERP2	3.23729
TUSC8	0
RP11-71C5.2	0
TSC22D1-AS1	0.451482
SMARCE1P5	0.0822546
LINC00407	0
RP11-442J21.2	0
LINC00330	0
GPALPP1	3.85089
RN7SL49P	0.583484
RP11-321C24.1	0
RN7SKP3	0
RN7SKP4	0
RP11-321C24.4	0
KCTD4	0.107028
RP11-290D2.5	0
SNORA31	0
RP11-290D2.3	0.117296
SLC25A30-AS1	0.210848
PPIAP25	0
ERICH6B	0.177527
RNA5SP27	0
TIMM9P3	0
COX4I1P2	0
LINC01055	0.0716568
AKR1B1P4	0
SPERT	0.0135482
Metazoa_SRP	0
SIAH3	0.0381436
CPB2-AS1	0.0652933
CPB2	0.0393335
RP11-139H14.5	0.0277804
RN7SL288P	0
LRRC63	0.202008
RN7SKP5	0
FAM206BP	0
LINC00563	0
RUBCNL	2.81779
RNU2-6P	0
RNU6-68P	0
LINC01198	0.0684993
OR7E101P	0
RP11-189B4.7	0
COX17P1	0.140252
FKBP1AP3	0
RP11-165D6.1	0.447034
HTR2A	0.504108
HTR2A-AS1	0
GNG5P5	0
RN7SL700P	0
NAP1L4P3	0.0949874
RPL27AP8	0
RP11-279N8.1	0
LINC00444	0
LINC00562	0.214581
SUCLA2-AS1	0.377362
RP11-90M2.5	0.432948
MED4-AS1	0
POLR2KP2	0
LINC00441	0.208302
PPP1R26P1	0.112831
PCNPP5	0.3156
RP11-305D15.8	0.311666
Metazoa_SRP	0
RP11-165D7.5	0.451148
LINC01077	0
LINC00462	0
CYSLTR2	0.768152
PSME2P2	3.44289
RP11-156K23.3	1.97492
RNU6-60P	0
RAD17P2	0.0130247
RNY3P2	0
COX7CP1	1.09774
OGFOD1P1	0.0483958
MLNR	0.0401589
RP11-203I16.7	0
SNRPGP14	0.532242
RP11-432M24.4	0
ARL11	0.999129
RP11-195L15.2	0
RNY4P30	0
CTAGE10P	0
RNY4P9	0
DLEU2	1.41328
MIR3613	0
KCNRG	0.76223
MIR16-1	0
MIR15A	0
DLEU1	0.16778
RPL18P10	0
RP11-34F20.7	0.112199
ST13P4	0.242835
RPL34P26	0
DLEU1-AS1	0
DLEU7	0.113155
DLEU7-AS1	0.0449103
RNA5SP28	0
