Name	Brain - Hippocampus
Y_RNA	0
RP11-407P18.1	0
RNU6-365P	0
RP11-63C8.1	0
RP11-124G5.3	0
RP11-124G5.1	0
RP11-124G5.2	0
LINC01499	0
RP11-375D13.1	0
RP11-375D13.4	0
RP11-375D13.3	0
RP11-148I19.1	0
CTD-2572N17.1	0
CTD-2537L20.1	0
RP11-111A24.2	0
RP11-111A24.1	0
HNRNPKP3	0.0380361
RP11-484D2.2	0
Y_RNA	0
RP11-484D2.5	0
RP11-484D2.4	0.118675
RN7SKP287	0.249626
RP11-484D2.3	0.0725246
CTBP2P6	0
RP11-472I20.3	0.100446
MIR670	0
MIR670HG	0
MIR129-2	0
RPL23AP63	0
PHBP2	0
RP11-613D13.5	0.0663318
SEC14L1P1	0.227063
ALKBH3-AS1	0.141121
RP11-613D13.4	0.0425774
RP11-613D13.8	0.0686531
ACCSL	0
ACCS	2.64821
CTD-2609K8.3	0
ALX4	0.163475
RP11-58K22.1	0
RP11-58K22.2	0
RP11-58K22.5	0
RP11-58K22.4	0
RPL34P22	0
RP11-244C20.2	0
RP11-45A12.1	0
RP11-45A12.2	0
TSPAN18	2.74809
AC068858.1	0
PRDM11	1.7172
CTD-2560E9.3	0.118906
CTD-2560E9.5	0
RP11-430H10.1	1.30583
RP11-430H10.2	0.0643289
RP11-430H10.4	0
RP11-430H10.3	0
RP11-958J22.1	0.360553
RP11-958J22.2	0
RP11-958J22.3	0
RP11-495O11.1	0.169031
MIR7154	0
CTD-2210P24.1	0
CTD-2210P24.2	0
CTD-2210P24.3	0
DKFZp779M0652	3.11212
SLC35C1	3.47811
CTD-2210P24.6	0
C11orf94	0.127517
LARGE2	0.056696
RP11-702F3.1	0
RP11-702F3.3	0
RP11-702F3.2	0
RP11-702F3.4	0
CTD-2589M5.5	0.0934388
CTD-2589M5.4	0.0726186
CREB3L1	3.25967
MIR4688	0
CHRM4	1.44643
AMBRA1	4.77077
MIR3160-1	0
HARBI1	1.52133
F2	0.0663203
MIR5582	0
SNORD67	0
SNORD67	0
LRP4-AS1	0.350237
CTD-2384B9.1	0
RP11-390K5.3	0
RP11-390K5.6	1.47848
MIR6745	0
RP11-390K5.1	0.297941
DDB2	3.87313
RP11-17G12.2	0.0628726
NR1H3	3.52138
RP11-17G12.3	0.0623664
RP11-125F14.2	0
MYBPC3	0.147844
SPI1	4.83393
RP11-750H9.5	1.17108
MIR4487	0
RAPSN	0.238529
RP11-750H9.7	0
RN7SL652P	0
KBTBD4	3.43223
RNU5E-10P	0
FAM180B	0.282863
AGBL2	0.354687
Y_RNA	0.681697
NUP160	3.54341
RP11-692M12.5	0
RNA5SP340	0
Y_RNA	0
YPEL5P2	0
RP11-793I11.1	0
PTPRJ-AS1	0
MIR3161	0
OR4B1	0
OR4B2P	0
OR4X2	0
OR4X1	0
OR4S1	0
OR4C3	0
OR4C4P	0
OR4C5	0
OR4C2P	0
OR4C10P	0
OR4C9P	0
OR4R1P	0
OR4A47	0
OR4A48P	0
OR4A46P	0
OR4A40P	0
OR4A43P	0
OR4A45P	0
OR4A41P	0
OR4A42P	0
OR4A44P	0
RP11-56P9.5	0
RP11-56P9.10	0
RP11-56P9.6	0
RP11-56P9.4	0
TRIM51CP	0
RP11-56P9.8	0
TRIM51GP	0
TRIM53CP	0
RP11-56P9.11	0
TRIM49B	0
TRIM64C	0
CTD-2132H18.5	0
CTD-2132H18.3	0
UBTFL7	0
RP11-107P7.1	0
RP11-107P7.6	0
RP11-107P7.2	0
TRIM77BP	0
UBTFL9	0.084613
CTD-2026G22.1	0
TYRL	0
CBX3P8	0
RP11-61N20.3	0.200127
RP11-707M1.1	1.22056
RP11-707M1.7	0
RP11-707M1.9	0
TRIM51FP	0
RP11-163O19.16	0.0355509
RP11-163O19.1	0.030779
RP11-163O19.11	0
RP11-163O19.10	0
TRIM51DP	0.227826
RP11-163O19.3	0.0504475
RP11-163O19.8	0
OR4A1P	0
OR4A49P	0
OR4A18P	0
OR4A19P	0
OR4R3P	0
OR4C13	0
OR4C12	0
OR4C48P	0
OR4C45	0
OR4C49P	0
GTF2IP11	0
RP11-347H15.1	0
RP11-347H15.6	0
RP11-347H15.2	0
RP11-347H15.5	0
RP11-347H15.3	0
RP11-347H15.4	0
RP11-574M7.1	0
RP11-574M7.2	0
OR4C50P	0
OR4C46	0
OR4C7P	0
OR4R2P	0
OR4A4P	0
OR4A3P	0
OR4A2P	0
OR4A8	0
OR4A7P	0
OR4A5	0
OR4A6P	0
TRIM48	0
RP11-72M10.2	0
RP11-72M10.4	0
RP11-72M10.8	0
RP11-72M10.7	0
TRIM51HP	0
RP11-72M10.5	0
OR4A11P	0
OR4A12P	0
OR4A16	0
OR4A15	0
OR4A9P	0
OR4X7P	0
RP11-131J4.12	0
OR4A10P	0
OR4A17P	0
OR4A13P	0
OR4A50P	0
OR4A14P	0
OR4A21P	0
OR4C1P	0
OR4C14P	0
OR4C15	0
OR4C16	0
OR4C11	0
OR4P4	0
OR4S2	0
OR4C6	0
OR4V1P	0
OR4P1P	0
RP11-674C21.9	0
OR5D2P	0
OR5D3P	0
OR5D17P	0
OR5D13	0
OR5D15P	0
OR5D14	0
OR5L1	0
OR5D18	0
OR5L2	0
OR5D16	0
OR9M1P	0
RP11-738O11.9	0
RP11-738O11.12	0
RP11-738O11.13	0.0649987
TRIM51	0
OR5W1P	0
OR5W2	0
OR5I1	0
OR10AF1P	0
OR10AK1P	0
OR10AG1	0
OR7E5P	0
OR5F1	0
OR5F2P	0
OR5AS1	0
OR5AQ1P	0
OR5J1P	0
OR5BE1P	0
OR8I2	0
OR8I4P	0
OR8H2	0
OR5BN2P	0
OR8H3	0
OR5BN1P	0
OR8J3	0
OR8K4P	0
OR8K5	0
OR5J7P	0
OR5J2	0
OR8V1P	0
RP11-444K7.8	0
OR8J2	0
OR5T2	0
OR5T3	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0
OR8J1	0
OR8U1	0
OR8L1P	0
OR5AL2P	0
OR5AL1	0
OR5R1	0
OR5M4P	0
OR5M9	0
OR5M3	0
OR5M2P	0
OR5M8	0
CTD-3051L14.13	0
OR5M7P	0
CTD-3051L14.14	0
OR5M6P	0
OR5M5P	0
OR5M11	0
OR5M10	0
OR5M13P	0
OR5M1	0
OR5AM1P	0
OR5M12P	0
OR5AP1P	0
OR5AP2	0
OR5AR1	0
OR2AH1P	0
RP11-59K5.1	0
OR9G1	0
RP11-100N3.2	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
OR5G5P	0
OR5G3	0
AP000479.1	0
FADS2P1	0
OR5AK3P	0
OR5AK2	0
OR5AK1P	0
OR5BQ1P	0
OR5AK4P	0.0860271
OR5AO1P	0
OR5BP1P	0
LRRC55	1.03653
RP11-872D17.4	0
P2RX3	0.0200276
PRG3	0
PRG2	0.0826724
SLC43A3	3.04493
RNA5SP341	0
RN7SKP259	0
SLC43A1	1.71617
RN7SL605P	0.474879
SMTNL1	0.258035
RPS4XP13	0.0508248
AP000662.4	0.264801
MIR130A	0
CLP1	1.65193
AP000662.9	0
BTBD18	0.0827007
OR5BA1P	0
RP11-734C14.2	0
OR5AZ1P	0
OR5BD1P	0
CYCSP26	0
OR9Q1	0
RNU6-899P	0
OR6Q1	0
VN2R9P	0
RP11-659P15.1	0
RP11-659P15.2	0
OR9L1P	0
OR9I3P	0
OR9I1	0
OR9I2P	0
OR5BL1P	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
EIF4A2P3	0
OR10W1	0
OR10Q2P	0
OR5BC1P	0
OR5B19P	0
OR5B10P	0
AP000435.3	0
OR5B17	0
OR5B1P	0
OR5B15P	0
OR5B3	0
OR5B2	0
OR5B12	0
RP11-655C2.3	0
OR5B21	0
CMB9-55A18.1	0.0233498
CNTF	1.21305
AP001350.4	1.69472
GLYAT	0
AP000445.1	0
AP000445.2	0
TMA16P1	0
GLYATL2	0.342234
GLYATL1P2	0.0215679
GLYATL1	0.0523668
RP11-780O24.2	0
RP11-142C4.6	0.0147947
RP11-142C4.4	0
GLYATL1P1	0
RP11-142C4.5	0
GLYATL1P4	0
GLYATL1P3	0
FAM111B	0.0176964
AP001258.4	0.854537
AP001258.5	0
FAM111A	2.9627
MPEG1	1.07929
RN7SL42P	0
WARSP1	0
SLC25A47P1	0
RP11-1036E20.9	0
RP11-1036E20.7	0
RN7SL435P	0
OR5AN2P	0
OR5BR1P	0
OR5AN1	0
OR5BB1P	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D8P	0
OR4D11	0
OR4D9	0
OR4D7P	0
AP000442.4	0
MIR3162	0
AP000442.1	0.586592
AP000640.2	0.0983129
RN7SKP192	0
OR10V1	0
OR10Y1P	0
OR10V3P	0
OR10V2P	0
AP000640.10	0.185012
FABP5P7	0.556448
GIF	0
TCN1	0.0276108
SRD5A3P1	0
OOSP1	0.0761835
RP11-736I10.1	0
OOSP2	0
MS4A3	0.0289345
RP11-736I10.2	0
MS4A2	0
AP001257.1	0
MS4A6A	2.2779
MS4A4E	0.066085
MIR6503	0
MS4A4A	1.4584
MS4A6E	0
MS4A7	2.5394
MS4A14	1.01873
MS4A5	0
MS4A1	0.0431024
MS4A12	0
MS4A13	0
RP11-448N3.1	0
LINC00301	0
MS4A8	0.190697
MS4A18	0
MS4A15	0.0282935
MS4A10	0
RP11-804A23.1	0
RP11-804A23.2	0
RP11-804A23.4	0
PTGDR2	2.81322
ZP1	0.189961
RP11-881M11.2	0.158964
RP11-881M11.1	0
RP11-881M11.4	0.223296
CD6	0.407738
RNU6-933P	0
RP11-881M11.8	0
CD5	0.191177
AP000437.3	0.101947
PGA3	0.00815963
PGA4	0
PGA5	0.160984
VWCE	1.67877
CYB561A3	2.63778
RP11-286N22.14	0.587034
TMEM138	4.03171
RP11-286N22.6	0
RP11-286N22.8	0.121245
RN7SL23P	0.103009
PPP1R32	4.58398
RP11-286N22.10	0.18561
MIR4488	0
RP11-286N22.16	0.211987
RP11-794G24.1	0.385046
RP11-855O10.2	0
RPLP0P2	0.201835
RP11-855O10.3	0
DKFZP434K028	0.156565
MIR6746	0
RNU6-1243P	0
RP11-810P12.7	0.600373
RP11-810P12.1	0
RP11-810P12.6	0
RP11-810P12.5	0.0556733
INCENP	2.69037
EEF1DP8	0
SCGB1D1	0
SCGB2A1	0.110822
RP11-703H8.9	0
SCGB1D2	0.82731
SCGB2A2	0.0196498
SCGB1D4	0
NPM1P35	0
RP11-703H8.7	0.081133
RCC2P6	0.0501459
CTD-2531D15.5	0
SCGB1A1	0.0985434
CTD-2531D15.4	0
RP11-864I4.3	0
RP11-864I4.4	0.0531207
MIR6747	0
RP11-831H9.3	0
INTS5	4.17019
METTL12	1.02106
LBHD1	1.03919
UQCC3	4.0447
LRRN4CL	0.35105
ZBTB3	1.54417
RP11-727F15.11	1.65914
RP11-727F15.12	3.3931
MIR6748	0
MIR6514	0
RP11-727F15.13	1.21538
RNU6-118P	0
RP11-727F15.9	0.193193
RP11-727F15.14	0
SNORD22	2.02249
SNORD30	0
SNORD22	0.842738
SNORD28	0
SNORD27	0
SNORD26	0
AP000438.2	0.174271
RN7SL259P	0
SLC22A6	0.74706
SLC22A8	0.0609653
RP11-959F10.4	0
RP11-959F10.5	0
SLC22A24	0
RPL29P22	0
SLC22A10	0.043956
SLC22A25	0.0152417
RP11-959F10.6	0
CCND2P1	0
AP000438.4	0
SLC22A9	0.0777625
HRASLS5	2.85056
CMB9-14B22.1	0
LGALS12	0.0809287
HRASLS2	0.336841
RP11-697H9.3	0
IMMP1LP1	0
RP11-697H9.2	0
RP11-697H9.5	0
RN7SL596P	0
RP11-466C23.5	0.361894
RNU6-1306P	0
RCOR2	2.94512
RNU6-45P	0
RP11-21A7A.2	0.41783
RP11-21A7A.4	1.08589
FLRT1	3.89925
RP11-21A7A.3	0
FERMT3	2.51529
RP11-783K16.14	1.87814
RP11-783K16.5	0.900306
RP11-783K16.13	0.362964
PLCB3	4.05109
Y_RNA	0
TEX40	3.97842
AP003774.1	0.212556
CCDC88B	3.6877
MIR7155	0
MIR1237	0
AP003774.6	0.156591
AP003774.5	0
AP003774.4	0.594636
AP005273.1	0
AP006288.1	0
SLC22A11	0.0121824
SLC22A12	0.00648973
AP001092.4	0.414618
AP001462.6	0.824373
CDC42BPG	0.196626
AP001187.11	0
MIR194-2HG	0.0179623
MIR6750	0
MIR6749	0
GPHA2	0.0604737
MAJIN	0.0116762
BATF2	1.10734
MIR6879	0
AP000436.4	0.0440721
NAALADL1	0.625554
CDCA5	0.644585
TMEM262	0
AP003068.9	0
RP11-399J13.2	0.514579
MIR6751	0
HIGD1AP10	0
RNU2-23P	0
PDCL2P2	0
SPDYC	0.0429633
PGAM1P8	0.527003
AP003068.23	0.731697
SLC22A20	0.0818988
POLA2	2.26587
TIGD3	1.06696
RP11-867O8.5	0
SLC25A45	2.86473
mascRNA-menRNA	0
CMB9-22P13.1	2.0369
CMB9-22P13.2	0
SNRPGP19	0
RP11-856B14.10	0
SSSCA1-AS1	1.55693
KCNK7	1.11985
MIR4690	0
MIR4489	0
RN7SL309P	0
KRT8P26	0.365911
RP11-770G2.2	0.197914
AP5B1	2.31072
OVOL1	0.049679
OVOL1-AS1	0.105259
CTSW	0.447287
FOSL1	0.593648
TSGA10IP	0.0668419
RP11-1167A19.6	0.0867223
CST6	0.126464
CATSPER1	0.0543499
RP11-1167A19.2	0.535249
RP11-755F10.1	0.560121
RP11-755F10.3	2.70583
RP11-867G23.1	0.602035
RP11-867G23.2	0
RP11-867G23.3	0.27789
RP11-867G23.13	0
CD248	2.32961
RP11-867G23.12	0
RP11-867G23.8	1.0156
Metazoa_SRP	0
BRD9P1	0
RNU1-84P	0
RP11-867G23.10	0.710118
NPAS4	0.244738
SNORA43	0
CTD-3074O7.7	0
CTD-3074O7.5	1.9596
DPP3	4.80146
ZDHHC24	4.21658
ACTN3	0.0655449
CTD-3074O7.2	0.0883508
CCDC87	0.232412
RNU4-39P	0.323687
RN7SL12P	0
C11orf80	4.72127
C1QBPP2	0.123632
FTLP6	0
RNU7-23P	0
MIR3163	0
C11orf86	0.0471969
MIR6860	0
RHOD	1.24779
RP11-157K17.5	0.0167209
RAD9A	4.91292
CTC-1337H24.3	0.176336
RN7SKP239	0.191965
CLCF1	0.489026
CTC-1337H24.4	1.94571
RNU6-1238P	0
TBC1D10C	0.908613
GPR152	0
CABP4	0.465458
MIR6752	0
CABP2	0
RP11-715F10.6	0
C11orf72	0.038595
RP11-655M14.12	0.0525586
DOC2GP	0.290792
NUDT8	4.74716
TBX10	0.0196336
ACY3	3.15073
AP003385.2	0
ALDH3B2	0.021344
RPL37P2	0.49351
UNC93B5	0
OR7E145P	0
OR7E11P	0
RP11-655M14.14	0
RP11-655M14.4	0
ALG1L8P	0
FAM86C2P	0.851581
ENPP7P7	0.0683331
RP11-119D9.4	0
RP11-119D9.1	0.00973726
RNU6-46P	0
RPS3AP40	0
RP5-903G2.2	0.197692
RP5-901A4.4	0
RP5-901A4.5	0
OR7E1P	0
ALDH3B1	2.08994
RP5-901A4.1	0.252257
MIR7113	0
MIR6753	0
RP11-802E16.3	0.49623
CTD-2655K5.1	0.149004
LRP5	2.78413
NDUFA3P2	0
CTD-2007L18.5	0.0683967
GAL	0.410587
TESMIN	0.0766188
RP11-757G1.6	0.130102
IGHMBP2	4.63902
RP11-757G1.5	0
MRGPRD	0
RP11-554A11.4	0.0960472
MRGPRF	1.11112
MRGPRF-AS1	0.0389668
TPCN2	2.9451
MIR3164	0
RP11-554A11.7	0.0328167
RP11-554A11.8	0
MYEOV	0.0211098
IFITM9P	0
RP11-211G23.2	0
RP11-211G23.1	0
AP000439.1	0.55124
AP000439.2	0
AP000439.5	0
AP000439.3	0
ORAOV1	4.52503
FGF19	0
RP11-300I6.5	0
FGF4	0
FGF3	0
RP11-643C9.1	0
RP11-643C9.2	0
RP11-626H12.1	0
RP11-626H12.2	0
RP11-626H12.3	0
ANO1-AS2	0
RNU6-1175P	0
ANO1	0.52774
RP11-805J14.3	0
FADD	2.61476
H2AFZP4	0
AP000487.6	0.786494
MIR548K	0
CTA-797E19.1	0
CTA-797E19.2	0
AP000487.4	0
AP000487.5	0.400423
SHANK2	4.03126
AP001271.3	0
RP11-826F13.1	0.0790141
SHANK2-AS1	0.0680915
SHANK2-AS2	0
Y_RNA	0
CMB9-52H4.1	0
SHANK2-AS3	0
MIR3664	0
FLJ42102	0.00822658
MIR6754	0
RP11-684B2.3	0.350067
KRTAP5-7	0.737579
KRTAP5-8	0.285128
KRTAP5-9	0.632942
KRTAP5-10	0.341815
AP000867.14	0
KRTAP5-11	0
KRTAP5-14P	0
OR7E87P	0
UNC93B6	0.0310576
OR7E4P	0
RP11-684B2.5	0
RPS3AP41	0
SNRPCP14	0
RP11-167J8.3	0
ENPP7P8	0.0472817
FAM86C1	0.935581
ALG1L9P	0.745577
ALG1L9P	0.370632
ZNF705E	0.0513903
DEFB108B	0
RNA5SP342	0
CTD-2313N18.8	0
RP11-849H4.2	0.425909
CTD-2313N18.7	0
OR7E128P	0.055327
OR7E126P	0.0901143
RP11-757C15.4	0
IL18BP	2.94074
RP11-849H4.4	0.70161
RNU6-72P	0
MIR3165	0
LRTOMT	4.60162
FOLR3	0.0541432
RPEP6	0
RP11-807H22.5	0
RP11-807H22.7	0
RP11-807H22.6	0
FOLR1	1.16302
FOLR2	2.73698
PHOX2A	0
AP000593.5	0
AP000593.6	0
CLPB	2.73301
AP000593.7	0.0866022
RP11-45F15.1	0
RP11-45F15.2	0
RP11-7N14.1	0
ART2BP	0
ART2P	0.0827929
RP11-169D4.3	0
RP11-169D4.4	0
LINC01537	0.431217
RP11-169D4.2	0.179222
MIR139	0
RNU7-105P	0
RP11-31L22.3	0
ARAP1-AS1	0
ARAP1-AS2	0.400931
RPS12P20	0.0802836
Y_RNA	0
MIR4692	0
RNU6-672P	0
AP002381.2	0
RP11-800A3.3	0
RP11-800A3.2	0.0740191
P2RY2	0.522647
RP11-800A3.4	0.651082
OR8R1P	0
P2RY6	0.195122
RP11-800A3.7	0.279391
RELT	2.84222
RP11-809N8.4	0.200791
RP11-809N8.6	0
RP11-809N8.5	4.88674
HMGN2P38	0
AP000860.2	0
RP11-456I15.2	0
RP11-707G14.1	0
RN7SKP243	0
CCDC58P5	0
RP11-707G14.8	0.154828
DNAJB13	0.239122
RP11-167N4.2	0.208678
RP11-167N4.5	0
RP11-167N4.4	0
UCP3	0.879245
C2CD3	3.06615
RP11-691F15.1	0
AP000577.2	0.0540404
P4HA3	0.118799
SNORA7	0.193213
RP11-632K5.3	0
HNRNPA1P40	0
RP11-702H23.4	0
MIR548AL	0
RP11-632K5.2	0
KCNE3	0.961614
CYCSP27	0
RP11-702H23.2	0.264763
LIPT2	0.991856
POLD3	2.30857
RANP3	0
RN7SKP297	0
CHRDL2	0.105796
RP11-864N7.4	0.0207506
MIR4696	0
RP11-864N7.1	0
RNF169	1.37044
XRRA1	1.50603
AP000560.3	0.0624141
RN7SL239P	0
RP11-147I3.1	1.54323
RNU6-216P	0
NEU3	2.4709
OR2AT2P	0
NPM1P50	0
OR2AT4	0
CTD-2562J17.2	0
OR2AT1P	0
CTD-2562J17.4	0.892257
ZDHHC20P3	0
TPBGL	1.29754
CTD-2562J17.7	0
MIR326	0
SNORD15A	0
SNORD15B	0
KLHL35	1.61152
GDPD5	1.90586
RP11-939C17.4	0
CTD-2530H12.4	0.554171
CTD-2530H12.8	0.323512
CTD-2530H12.7	0
CTD-2530H12.5	0
MOGAT2	0
RN7SL786P	0
CTD-2530H12.1	0
DGAT2	2.17579
CTD-2530H12.2	0
RP11-535A19.1	0
RP11-535A19.2	0.0854853
Y_RNA	0
Y_RNA	0
PPP1R1AP1	0
RP11-263C24.1	0
RNA5SP344	0
RP11-263C24.3	0
CTD-2011F17.2	0.132283
WNT11	0.538599
RP11-619A14.2	0
RP11-619A14.3	0.358885
RP11-111M22.2	0.362599
RP11-111M22.4	4.72842
RP11-111M22.5	1.84953
EMSY	2.72395
RP11-672A2.7	0
RP11-672A2.5	0.0685476
RP11-672A2.6	0
RP11-672A2.4	0.111907
AP001189.4	0.489876
RP11-672A2.3	0
GUCY2EP	0
RP11-21L23.4	0
TSKU	1.18847
RP11-21L23.3	0.138284
RP11-21L23.2	0.0731007
CTD-2547H18.1	0
B3GNT6	0.0315306
OMP	0
MYO7A	1.27092
GDPD4	0.0202183
TOMM20P1	0
RP11-739B23.1	0.0183094
RNU7-59P	0
AQP11	2.06116
RSF1	4.81765
Y_RNA	0
RSF1-IT2	0.0393633
FTH1P16	1.07063
RSF1-IT1	0
AP000580.1	0
AAMDC	3.05518
RP11-91P24.7	0.283429
RP11-91P24.5	0.100008
RP11-91P24.6	0.140066
RP11-91P24.1	0.177453
INTS4	3.1931
RP11-91P24.3	0
KCTD14	0.495875
RP11-7I15.4	0.119518
THRSP	0.122557
RNU6-126P	0
KCTD21-AS1	0.482146
USP35	4.55123
RP11-452H21.1	0.144005
RP11-452H21.2	0
RP11-452H21.4	0.0439422
NARS2	3.92633
RP11-843A23.1	0
RNU6-311P	0
COPS8P3	0
TENM4	2.42668
RP11-673F18.1	0
CTD-2337I7.1	0
RP11-802F5.1	0
MIR708	0
MIR5579	0
RP11-258O13.1	0
RP11-683O4.1	0
RP11-885L14.1	0
CTD-2555I5.1	0
RNU6-544P	0
ARL6IP1P3	0
RP11-686G23.2	0
RP11-170L9.1	0
MTND4LP18	0
MTND6P25	0
RP11-876F14.2	0
MIR4300HG	0.100217
MIR4300	0
RP11-876F14.1	0
RP11-179A16.2	0
RP11-718B12.2	0.165381
RP11-718B12.1	0
RP11-718B12.5	0
DDIAS	0.143325
RP11-659G9.3	0
RAB30	4.38072
RP11-113K21.1	0
SNORA70E	0
RAB30-AS1	2.66261
RP11-113K21.6	0.312784
RP11-113K21.4	0
RP11-113K21.3	0.313976
C1DP5	0
BCAS2P1	0
RP11-727A23.4	0.750244
RP11-727A23.5	0.914504
ANKRD42	3.99272
RP11-727A23.8	0
RP11-727A23.7	0
RP11-727A23.10	0.0908567
CYCSP28	0
H19_3	0
RP11-160H12.2	0.0137508
RP11-160H12.3	0
LDHAL6DP	0
HNRNPA1P72	0.0259164
RP11-851M3.1	0
CTD-2537O9.1	0
DLG2-AS1_1	0
DLG2-AS1_2	0
AP000857.3	0
AP000857.2	0
HNRNPCP6	0.0511587
RP11-882I15.1	0
RP11-482L11.1	0
RNU6-1292P	0
CCDC89	0.517449
SYTL2	3.86646
RP11-700A24.1	0.081977
CCDC83	0
RP11-90K17.2	0
SLC25A1P1	0
RNU6-560P	0
RP11-12D16.2	0
FNTAL1	0
Metazoa_SRP	0
EED	4.92414
RP11-320L11.2	0.68069
SETP17	0.117671
RN7SL225P	0
CCDC81	0.666711
RP11-317J19.1	0
PTP4A1P6	0
RP11-762L8.6	3.1244
CTD-2005H7.1	0.0696151
CTD-2005H7.2	0.0476943
PRSS23	2.99012
AP000654.5	0.102323
OR7E13P	0.0797607
AP000654.4	0
OR7E2P	0
RP11-736K20.5	0.808306
RP11-736K20.4	1.02787
FZD4	4.04139
RP11-736K20.6	0.646559
HNRNPCP8	0
TMEM135	4.02108
XIAPP2	0
RP11-648O15.2	0
RP11-680L20.1	0
RP11-777F6.3	0.0970449
PSMA2P1	0
CTD-2028E8.1	0
CTD-2028E8.2	0
RP11-137O10.1	0
RNU6-1135P	0
U6	0
RP11-720D4.3	0
RP11-720D4.2	0
MTCYBP41	0
RP11-665E10.1	0
RP11-665E10.2	0
RP11-665E10.4	0
RP11-665E10.3	0
RP11-164N3.1	0
RP11-164N3.2	0
RP11-164N3.3	0
Y_RNA	0
RAB38	0.296634
RP11-685B24.1	0
MIR3166	0
CTSC	2.14812
GAPDHP70	0.0279062
GRM5	0.549643
GRM5-AS1	0
RNU6-16P	0
TYR	0
CBX3P7	0
RP11-796A5.3	0
RP11-796A5.4	0
NOX4	0.143372
RP11-745I13.1	0
RP11-643G5.1	0
RP11-643G5.2	0
RP11-643G5.6	0
RP11-643G5.7	0
RP11-643G5.4	0
RP11-643G5.5	0
FOLH1B	0.218869
UBTFL10	0
RP11-313I2.3	0
TRIM77	0
RP11-313I2.13	0
RP11-313I2.5	0
UBTFL2	0
RP11-313I2.11	0
RP11-313I2.6	0
RP11-313I2.10	0
TRIM64DP	0
RP11-358N4.3	0.0603447
RP11-358N4.5	0
TRIM49	0
RP11-358N4.6	0
TRIM53BP	0
TRIM51BP	0
RP11-81M19.3	0.0277943
TRIM64B	0
RP11-313I2.8	0
AP000648.3	0
RP11-81M19.1	0
MTND1P35	0
TRIM49D1	0
TRIM49D2	0
RP11-529A4.4	0
RP11-529A4.16	0
RP11-529A4.15	0
RP11-529A4.5	0
TRIM64	0
RP11-529A4.7	0
TRIM51EP	0
TRIM53AP	0
RP11-313I2.7	0
TRIM49C	0
RP11-529A4.9	0
RP11-529A4.12	0.0620605
TRIM64EP	0
RP11-529A4.10	0
RP11-716D19.1	0
UBTFL1	0
AP000648.6	0
SNORD56	0
AP000648.4	0
NAALAD2	3.8569
AP000648.5	1.41828
RP11-121L10.2	0.402975
DISC1FP1	0
TUBAP2	0.350058
MIR4490	0
RP11-660M18.1	0
MIR1261	0
RP11-678K21.1	0
RP11-678K21.2	0
RP11-678K21.3	0
OSBPL9P2	0
OSBPL9P3	0
RP11-699F16.2	0
RP11-739P6.1	0
RP11-739P6.2	0
RP11-843F11.1	0
RP11-201M22.1	0
TUBB4BP4	0
RP11-806N19.2	0
RPL7AP57	0
NDUFB11P1	0
FAT3	1.50603
PGAM1P9	0
RP11-675M1.2	0
RPS3AP42	0
RP11-203F8.1	0
RP11-676F20.4	0
RP11-676F20.2	0
RP11-676F20.5	0
SNRPGP16	0
RP11-676F20.1	0
MTNR1B	0
RPL26P31	0
RP11-183A22.3	0.0932168
RP11-573M3.6	0
SLC36A4	3.9857
RP11-573M3.3	0.53596
RP11-573M3.2	0
RP11-573M3.5	0
RP11-573M3.4	0
RP11-755E23.3	0
RP11-755E23.2	0
DEUP1	0.0585211
SMCO4	4.77334
RP11-288E14.2	0.257473
RN7SL223P	0
RP11-178H8.1	0
RP11-178H8.2	0
RP11-178H8.3	0
CEP295	1.01995
Y_RNA	0
SCARNA9	1.38265
RP11-178H8.7	1.88407
SNORD6	0
SNORA1	0.452036
SNORD5	0
SNORA18	2.48814
MIR1304	0.912976
C11orf54	3.65026
MED17	2.67753
VSTM5	1.47243
Y_RNA	0
HPRTP4	0
HPRT1P3	0
HEPHL1	0.00438616
PHBP16	0
PANX1	2.67794
RP11-680H20.1	0.410494
RP11-680H20.2	0
IZUMO1R	0
GPR83	2.52642
MRE11	3.19779
MIR548L	0
RP11-685N10.1	0.0420016
ANKRD49	3.5113
C11orf97	3.08441
FUT4	0.890987
RP11-867G2.4	0.085456
PIWIL4	1.4131
RP11-867G2.5	0
RP11-867G2.6	0
RP11-867G2.8	0.257728
AMOTL1	3.63493
ST13P11	0
RP11-856F16.2	0
KDM4D	0.529797
RP11-60C6.3	0
KDM4E	0.0205132
RP11-60C6.8	0
RP11-60C6.5	0.0103411
RP11-60C6.6	0
KDM4F	0
RP11-735A19.3	0.185356
BUD13P1	0.487861
RP11-712B9.5	0.803808
RP11-712B9.2	0.406508
RP11-712B9.6	0
RP11-338H14.1	0
RP11-644L4.1	0
CTD-2564P9.3	0
FAM76B	3.50763
RNA5SP345	0
RP11-697H10.1	0
MAML2	2.96453
JRKL	2.8543
JRKL-AS1	0
RNA5SP346	0
RP11-49K4.2	0
RP11-360K13.1	0
RP11-360K13.2	0
MED28P5	0
