Name	Artery - Coronary
RNU7-103P	0
RP5-1154L15.1	0
RP11-218M22.2	0
RNU4ATAC16P	0
RP11-359B12.2	2.85373
HTR1DP1	0
RP5-951N9.1	0
RP5-951N9.2	0
LINC00942	0.0831016
WNT5B	3.17649
MIR3649	0
RP11-288K12.1	0.0307478
RPS4XP14	0.334217
CACNA2D4	2.33589
LRTM2	0.0104408
RP5-1096D14.3	0
LINC00940	0.306113
RP5-1096D14.6	0
CACNA1C-IT1	0
CACNA1C-IT2	0.125446
RP1-53O8.2	0
CACNA1C-AS4	0.0654061
CACNA1C-IT3	0
CACNA1C-AS3	0
AC007618.3	0.0542655
CACNA1C-AS2	1.09733
CACNA1C-AS1	1.15571
RP11-986G18.3	0.0774729
RP11-986G18.2	0.13309
IQSEC3P1	0.208598
RP11-885B4.2	0.0721206
RPL23AP14	0
CBX3P4	0.353391
RP4-816N1.7	0
RP4-816N1.6	0.49964
RP4-816N1.8	0.418221
FOXM1	1.24584
RP11-372B4.3	0.5686
RNU6-1315P	0
RP11-253E3.3	3.08578
RP11-253E3.1	0.624065
Metazoa_SRP	0
TSPAN9-IT1	0
RP11-543P15.3	0.080756
RP5-1063M23.3	0.0898392
RP5-1063M23.2	0.142612
RP11-476M19.2	0
PRMT8	0
RP11-476M19.3	0
RP11-476M19.1	0
CRACR2A	0.481121
RP5-1180D12.1	1.02471
RP3-488M23.3	0
PARP11	3.85071
OTUD4P1	0.0300641
RP11-664D1.1	0.0621452
RP11-320N7.2	0
HSPA8P5	0.0619005
RP11-320N7.1	0
CCND2-AS2	1.4458
RP11-264F23.1	0.192468
FGF23	0
FGF6	0
RAD51AP1	1.1484
RP11-234B24.5	0
AKAP3	0.621306
RP11-500M8.6	0
RP11-500M8.4	0
RP11-234B24.2	0.149067
GALNT8	0.469069
RP11-234B24.4	0
RP3-377H17.2	0
RP11-429A20.3	0.00942289
KCNA1	0.0152459
RP3-377H17.3	0
RP11-429A20.2	0
RP11-319E16.1	0
RP11-1038A11.3	0
RP11-319E16.2	0
RP11-1038A11.2	0
RP11-1038A11.1	0
ANO2	2.00174
RP11-592H6.3	0
RN7SL69P	0
RP3-454B23.1	0.166253
Y_RNA	0.890523
ATP5J2P5	0
PLEKHG6	0.501492
RN7SL391P	0
SCNN1A	1.22434
RP1-102E24.8	3.15743
RP1-102E24.1	0.516569
RP1-102E24.9	0.1036
CD27	2.67457
RP1-102E24.10	3.04239
RP1-102E24.6	0.0555407
SCARNA10	0
RP5-940J5.3	0.693932
RP5-940J5.8	0.558886
RP5-940J5.6	0.835661
SCARNA11	0
LPAR5	1.69478
ACRBP	1.71881
RP4-761J14.8	1.24138
PIANP	4.32062
RNU6-781P	0
RP4-761J14.9	0
RP4-761J14.10	1.78856
LAG3	1.83806
RN7SL380P	0
CDCA3	3.60969
RPL13P5	4.80439
U47924.32	1.07415
U47924.31	3.72473
U47924.27	0
MIR200C	0
MIR141	0
U47924.29	0
RP3-461F17.1	0.14747
RP3-461F17.2	0
C1RL-AS1	3.51973
RNU6-485P	0
RP11-273B20.1	4.42533
RP11-273B20.3	0
RP11-185H22.1	0
ACSM4	0.0612362
CD163L1	1.75951
RP11-157G21.2	0.184205
GAPDHP31	0
NIFKP3	0
RP11-444J21.2	0
RP11-444J21.5	0
RP11-444J21.4	0
RP11-444J21.6	0
APOBEC1	0
GDF3	0.228292
DPPA3	0
CLEC4C	0
NANOGNB	0
Y_RNA	0
NANOG	0.0111836
Y_RNA	0
SLC2A14	0.0876949
Y_RNA	0
Metazoa_SRP	0
RP11-277J24.1	0
RP11-815D16.1	0
NANOGP1	0
RP11-277E18.2	0
Y_RNA	0
RP11-69M1.1	0
RP11-69M1.8	0
HSPD1P12	0
RP11-69M1.4	0
RP11-69M1.6	1.09519
POU5F1P3	1.30786
GCSHP4	0
ZNF705A	0
FAM66C	2.47282
RP11-266K4.1	0.709721
RP11-266K4.13	0.530401
RP11-266K4.14	1.96351
FAM90A1	0.73732
ALG1L10P	0.331417
FAM86FP	1.4452
RP11-266K4.9	1.23328
ENPP7P5	0
LINC00937	0.293257
RP11-113C12.4	0.279721
RP11-90D4.3	0
RP11-90D4.4	0
RPS3AP43	0.0936887
RP11-113C12.8	0
OR7E140P	0
OR7E148P	0
OR7E149P	0
CLEC6A	0
RP11-113C12.2	0.0484403
RNU6-275P	0
CLEC4D	0.379092
SUPT4H1P2	0
CLEC4E	3.43646
RP11-561P12.5	0
Y_RNA	0
SCARNA11	0
AICDA	0.0838551
RP11-438L7.1	0
HADHAP2	0.311599
RP11-20D14.3	0
RP11-20D14.4	0
RPSAP51	0
RP11-20D14.6	0.558498
A2ML1-AS2	0
A2ML1	0.170873
A2ML1-AS1	0
RP11-259O18.5	0.434063
KLRG1	1.51503
RP11-259O18.4	0
HNRNPA1P34	0
VDAC2P2	0
LINC00612	0.383209
KRT17P8	0.080254
BTG1P1	0.246288
PZP	0.375667
TPT1P12	0
A2MP1	0.208008
MIR1244-3	0.486622
PTMAP4	0
LINC00987	1.90182
RP11-118B22.4	0.509663
RP11-22B23.1	4.52074
SNORA75	0
RP11-22B23.2	0.0612118
RP13-735L24.1	0.211387
RP11-599J14.2	2.05899
CTD-2318O12.1	0.0851853
DDX12P	1.77858
SNORA75	0
RP11-726G1.1	0.225606
RP11-525E9.1	0
KLRB1	1.93461
RP11-705C15.2	3.73861
RNU6-700P	0
GOT2P3	0
RP11-705C15.4	0
RP11-705C15.3	1.71482
CLEC2D	4.81411
RP11-75L1.1	0.0882532
CLECL1	0.403052
RP11-75L1.6	0
KLRF1	0.794243
RP11-290C10.1	0
KLRF2	0
CLEC2A	0
AC091814.2	0
AC091814.3	0.00916223
CLEC12A	1.42321
CLEC1B	0.051707
CLEC12B	0.109165
RP11-133L14.5	0
CLEC9A	0.219992
RP11-133L14.2	0
RN7SKP161	0.158358
HNRNPABP1	0
OLR1	1.48868
TMEM52B	0.12259
KLRD1	0.448472
RP11-277P12.10	0
RP11-277P12.9	0
RP11-277P12.20	0.199034
KLRK1	4.51871
KLRC4	0.867226
KLRC3	0.212106
KLRC2	0.124081
KLRC1	0.357936
EIF2S3L	0.266669
SLC25A39P2	0
RP11-291B21.2	0.139069
STYK1	0.248958
RP13-81N3.2	0
HSPE1P12	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
PRH1	2.34195
TAS2R10	0.457822
RP11-144O23.8	0.125863
PRR4	3.94046
TAS2R12	0.0859774
TAS2R13	0.0601717
PRH2	0.0888799
TAS2R14	3.28207
TAS2R15P	1.35001
TAS2R50	0.0873985
TAS2R20	1.85519
TAS2R19	0.624918
TAS2R31	0.5695
TAS2R63P	0.064409
TAS2R46	0.103908
TAS2R64P	0.142822
TAS2R43	0.105415
RP11-673D15.7	0
TAS2R30	0.0665922
TAS2R18	0.173429
RP11-785H5.2	0
TAS2R42	0
RP11-144O23.22	0
RP11-711K1.8	0
PRB3	0
PRB4	0
PRB1	0
PRB2	0
RP11-711K1.7	0
HIGD1AP8	0
RP11-434C1.4	0
RP11-434C1.5	0
DDX55P1	0.038106
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	1.06004
BCL2L14	0.0323732
RP11-267J23.4	1.3283
MIR1244-4	0.592998
RP11-267J23.1	0.0753229
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
RPL23AP66	0.0811026
LOH12CR2	2.77939
RP11-253I19.4	0
RP11-253I19.3	0.752221
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.6	0.493511
GPR19	0.115837
RP11-180M15.3	0
RP11-180M15.7	4.89892
RP11-180M15.4	0
MIR613	0
STX8P1	0
DDX47	0.592325
RP11-59H1.1	0
RP11-392P7.1	0.304471
RPL13AP20	0.904855
RP11-392P7.6	1.48125
GPRC5D	0.395277
RP11-392P7.7	0
SNORD88	0
HTR7P1	2.64167
RP11-377D9.3	0.113892
RP11-377D9.1	0
FAM234B	2.89853
GSG1	0.0566978
LINC01559	0.0115117
GRIN2B	0.0130188
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0.0666385
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
RP11-502N13.2	0
RN7SKP134	0
GUCY2C	0.115992
PLBD1-AS1	0.616972
RP11-174G6.1	0.0850112
RP11-174G6.5	2.34853
HIST4H4	1.61257
C12orf60	1.91052
SMCO3	2.84163
RP11-233G1.4	0
ERP27	1.33651
PDE6H	0
LINC01489	0.0595346
RERG-IT1	0.566088
RERG-AS1	0
METTL8P1	0
PTPRO	4.45252
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0.131901
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0
SLC15A5	0
SUPT16HP1	0.102634
RP11-424M22.1	0
RP11-424M22.3	0.280238
RP11-239A17.1	0.0726264
RP11-69C13.1	0
RP11-1018J11.1	0.145293
EEF1A1P16	0.168222
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
PIK3C2G	0.00682748
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0
PSMC1P9	0
RP11-361I14.2	0
CAPZA3	0
RPL7P6	0.164453
MEF2BNBP1	0
RP11-282K24.3	0.0233267
RN7SL459P	0
RN7SL67P	0
PDCD5P1	0.0950873
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	0.487361
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	4.0284
RP11-405A12.1	0.0554481
RP11-664H17.1	4.32619
CTC-465D4.1	0.778132
RP11-284H19.1	0
UBE2L2	0
RP11-424C20.2	0.129064
SLCO1C1	0.670501
SLCO1B3	0.0166025
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
SLCO1A2	0.0119391
IAPP	0
ELOCP31	0
SPX	0.205652
GYS2	0.278678
RP11-59N23.3	0
RP11-59N23.1	0
RP11-729I10.2	0
RP11-729I10.3	0.228563
RP11-547L9.1	0
ST8SIA1	0.888327
RP11-49G2.3	0.183836
RP11-49G2.4	0
RP11-73M14.1	0
RP11-359J14.2	2.63724
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	0
RP11-268P4.4	0
RP11-268P4.6	0.145098
RP11-114G22.1	0.0197182
RPS27P22	0
RP11-449P1.1	0.286066
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	4.04733
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0.831517
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
RP11-625L16.3	0
RP11-662I13.3	0.139798
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
LRMP	2.47982
CENPUP2	0
RP11-713N11.4	0
RP11-713N11.6	1.25487
CASC1	0.321157
RP11-295I5.3	2.50699
RP11-295I5.4	0.306623
RP11-707G18.1	3.33564
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RP11-283G6.3	0.604051
RP11-283G6.4	0
RP11-283G6.5	0
RP11-283G6.6	0
RP11-612B6.1	0
RP11-513G19.1	0.514912
RP11-612B6.2	0
RNA5SP354	0
RP11-666F17.1	0.0902185
RP11-666F17.2	0
C12orf71	0.277179
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.339303
ARNTL2	3.05444
ARNTL2-AS1	0.0492575
SMCO2	0.373214
RARSP1	0
RP11-709A23.1	0
RP11-709A23.2	0.152246
RP11-1060J15.3	0
RP11-1060J15.4	0.156658
REP15	1.38347
RP11-1060J15.9	1.19367
RP11-1060J15.5	0
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.115579
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	1.57681
RP11-993B23.3	0
RP11-967K21.1	2.20646
RP11-967K21.2	0
RP11-425D17.1	0.603667
RP11-425D17.2	0.192049
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0.0218534
FAR2	3.14794
RP11-946L16.2	0.144693
RP11-996F15.4	1.13013
RP11-996F15.2	1.00153
RP11-996F15.5	1.65515
RP11-996F15.6	2.83265
OVCH1-AS1	0.327924
OVCH1	0.402475
RP11-310I24.1	0.13965
RPL21P99	0.125203
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.0929592
LINC00941	0.977858
RP11-77I22.4	0
TSPAN11	2.18625
RP11-551L14.4	0.116287
RP11-551L14.8	0.149256
DDX11-AS1	0.340508
SNORA75	0
RP11-551L14.7	0
OVOS2	0.0605352
RP11-627K11.5	0
RP11-627K11.1	1.02231
MREGP1	0
RP11-627K11.6	0
RP11-627K11.3	0
FLJ13224	0.0820473
RP11-771K4.1	0
U6	0
DENND5B	4.32079
RNU6-618P	0
RP11-771K4.3	1.04488
RP11-820K3.3	0
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.138312
RNU5F-4P	0
RPL31P50	0
AK4P3	0.129034
ETFBKMT	2.05818
STMN1P1	0.413687
RP11-467L13.7	3.449
RP11-467L13.4	0
RP11-467L13.5	1.28776
H3F3C	0.553724
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0.14343
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0.0964432
RP11-428G5.7	0
RP11-50I19.2	1.33825
RP11-50I19.1	0
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
BICD1	4.85216
RP11-843B15.4	1.12231
RP11-956A19.1	0
RP11-817I4.1	2.25026
RP11-817I4.2	1.3588
Y_RNA	0
RNU6-494P	0
RP11-278C7.2	0
Y_RNA	0
RP11-278C7.4	4.2403
RP11-278C7.1	4.2316
RP11-278C7.3	1.63344
RP11-278C7.5	4.85272
PKP2	2.59496
RP11-8P13.5	0.331959
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0.063223
RP11-438D14.2	0
RP11-438D14.3	0
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.152165
ALG10	1.96252
RP11-847H18.3	0.125873
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0
RNA5SP357	0
DUX4L27	0.0918279
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	2.83155
RP11-804F13.2	0
RP11-804F13.1	0
RP11-396F22.1	1.18399
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0
RP11-421H10.2	0
KIF21A	3.99017
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	0.604271
C12orf40	0
SNORA22	0
RPL30P13	0
RP11-476D10.1	0
AC079630.2	0
AC079630.4	1.71925
AC084290.2	0
MUC19	0.00822091
RP11-115F18.1	0
RNU6-713P	0
CNTN1	1.83707
RP11-367O10.1	0
RP11-385G16.1	0
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
RP11-76E16.2	0
MIR7851	0.372479
SNORA74	0
RP11-351C21.2	1.08031
RNU6-249P	0
RP11-328C8.2	0.183315
Y_RNA	0
PRICKLE1	2.24943
RP11-328C8.4	0.107877
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0.119977
RP11-25I15.3	0
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.063539
PUS7L	3.29023
RP11-210N13.1	0.166662
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0
RP11-499A10.3	0
NELL2	0.376886
Y_RNA	0
DBX2	0.417488
RP11-478B9.1	0
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	3.32833
RP11-139E19.2	0
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0
U6	0
RP11-19E18.2	0.091467
RN7SL246P	0
KNOP1P2	0.0950819
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.191614
RP11-96H19.1	1.09779
RP11-474P2.4	0.320799
RP11-474P2.6	0.416526
RP11-474P2.7	0.0562513
RP11-446N19.1	1.8682
OR7A19P	0
MARK3P1	0
SLC38A4	0.0915006
RP11-618L22.1	0.254793
RP11-23J18.1	0.656485
MIR4698	0
RP11-493L12.3	0
RP11-493L12.4	0.862162
RP11-493L12.7	0.171994
RP11-493L12.6	0
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RP1-197B17.5	0.546245
RP1-197B17.3	1.40301
ENDOU	1.17468
RP1-197B17.7	0.77038
RP1-197B17.4	0.529833
CTD-2024F21.1	0.249589
RP5-1057I20.5	2.81425
RP5-1057I20.6	0.96051
RP5-1057I20.2	0
VDR	3.11737
RP11-89H19.1	0
RP11-89H19.2	0.11596
RP1-228P16.9	0
COL2A1	0.0166074
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	0.617018
RP1-228P16.1	2.11043
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	0.532468
RP11-474C8.3	0
PHBP18	0
RP11-474C8.5	0
CCDC184	4.0525
RP11-474C8.7	0.0811331
RP11-370I10.12	0.490734
OR10AD1	0.154402
RP11-370I10.2	0
RP11-370I10.10	0.178839
H1FNT	0.389513
RP11-370I10.4	0.300827
RP11-370I10.6	0.411887
OR5BK1P	0.538222
RP11-370I10.11	0.933233
OR5BT1P	0.151565
OR5BJ1P	0
OR8S21P	0
OR8T1P	0.722399
ANP32D	0.0588358
C12orf54	0.424692
RP11-722P11.4	0
OR8S1	0.0294714
OR5BS1P	0
LALBA	0
OR11M1P	0
SNORA2C	0
MIR1291	0
SNORA2A	0.513485
SNORA2B	0
LINC00935	0
RP11-579D7.2	0
MIR4701	0
RP11-579D7.4	0.122927
RP11-579D7.8	0.180393
Y_RNA	0
RND1	1.9832
RNU6-600P	0
RP11-302B13.1	3.48365
CCDC65	1.28491
WNT10B	1.10489
RNU6-940P	0
WNT1	0.107718
DDN	0.217746
RP11-386G11.5	0.190023
RHEBL1	1.50568
RP11-386G11.11	0.739718
DHH	1.77008
RP11-386G11.8	0
RP11-386G11.10	0.99108
Y_RNA	0
Metazoa_SRP	0
RP11-977B10.2	0.500481
RP11-161H23.5	0
RP11-161H23.9	0.315378
PRPH	4.6662
TROAP	0.629631
C1QL4	0.0321065
DNAJC22	0.478063
RP11-161H23.10	0.0867788
RP11-161H23.8	0
KCNH3	0.344567
RP11-133N21.10	0.256679
FAM186B	0.322397
RNU6-834P	0
POLR2KP1	0.268212
RP11-133N21.7	0.481477
HIGD1AP9	0
RP11-133N21.12	0
LSM6P2	0
BCDIN3D-AS1	0.993075
BCDIN3D	2.81599
RP11-70F11.7	0
RP11-70F11.2	0
RP11-70F11.11	0
RP11-70F11.8	0.0182199
AQP2	0.61016
RP11-469H8.6	0
AQP5	1.04496
AQP6	0.14005
RACGAP1	4.71785
ASIC1	1.48229
RP4-605O3.4	2.98653
RP3-405J10.3	0.519446
RP3-405J10.2	0.137242
RP3-405J10.4	0
MIR1293	0
RNU6-1093P	0
RP3-405J10.5	0.0493387
FAM186A	0.101807
RP11-112N23.1	0
RNU6-769P	0
RNU6-238P	0
Y_RNA	0
RP11-60E8.2	0.186624
RP11-60E8.4	0
RN7SL519P	0
TMPRSS12	0
RP11-60E8.3	0
RP11-407N8.6	0.420579
Y_RNA	0
RP11-407N8.4	0
HIGD1C	0.255608
RP11-407N8.5	0.126901
RNU6-87P	0
RNU6-1273P	0
RP11-416A17.1	0.0891711
PHBP19	0.262286
Y_RNA	0
RNU6-199P	0
SMAGP	4.9826
CELA1	0
GALNT6	1.03315
SLC4A8	0.31806
RP11-607P23.1	0
SCN8A	0.17592
HNRNPA3P10	0.160768
RP11-923I11.4	0.0313697
FIGNL2	0.351397
RP11-923I11.5	0.177321
ANKRD33	0.0423961
RP11-1100L3.4	0
RNU6-574P	0.225956
OR7E47P	1.04202
RP11-1100L3.7	0
OR7E47P	0
RP1-288H2.2	0
LINC00592	0.141307
KRT80	1.24815
C12orf80	0
METTL7AP1	0
KRT7-AS	0.923045
KRT86	4.78044
KRT87P	0.362331
RP11-845M18.7	0.068738
KRT81	1.19704
RP11-845M18.6	2.62183
KRT83	0.0316321
KRT89P	0.0606375
KRT85	0.0301597
KRT84	0
RP3-416H24.4	0
KRT82	0
RP11-1020M18.10	0
KRT90P	0
KRT75	0
KRT6B	0.178268
KRT6C	0.0713172
KRT6A	1.09829
KRT5	2.64869
KRT71	0.0241042
KRT74	0
KRT72	0.0634042
KRT73-AS1	0
KRT73	0.0295108
KRT128P	0
KRT2	1.14252
KRT1	3.59975
KRT77	0.0783709
RP11-641A6.3	0
KRT126P	0
KRT125P	0
RP11-641A6.5	0.0196978
RP11-641A6.8	0
BTBD10P1	0
KRT127P	0
ARL2BPP2	0
KRT76	0
RP11-153F5.2	0
KRT3	0
KRT4	1.46057
KRT79	0.0649975
RP11-153F5.3	0
KRT78	0.0999986
RPL7P41	0
RP11-983P16.2	0.272786
MIR6757	0
SOAT2	1.7127
VTI1BP3	0
RNU6-333P	0
HIGD1AP1	0.133006
EIF4A1P4	0.153512
RP11-1136G11.8	0.452343
ITGB7	1.34073
RP11-624J6.2	0
ESPL1	0.43685
SP7	0.0367791
AMHR2	0.0941429
PCBP2-OT1	0.90695
RP11-793H13.11	4.64003
RP11-793H13.3	0.358004
RP11-793H13.12	0
RP11-972K6.1	0
CISTR	0
RP11-686F15.2	0
RN7SKP289	0
HOXC13-AS	0
HOXC13	0
HOXC12	0.00934716
HOTAIR	0.0146048
AC012531.1	0
AC012531.2	0
HOXC11	0.013031
HOXC-AS3	0
HOXC10	0.055606
HOXC6	0.329748
MIR196A2	0
HOXC9	0.0691903
HOXC-AS2	0
HOXC-AS1	0
HOXC8	0.088039
AC012531.25	0.0455146
HOXC5	0.352099
MIR615	0
HOXC4	1.26731
FLJ12825	0.303849
RP11-834C11.7	0.265781
RP11-834C11.6	0
LINC01598	0.229876
Y_RNA	0
RP11-834C11.15	0.501
RP11-834C11.11	0.314147
RP11-834C11.10	0.13881
RP11-834C11.8	0.795044
RN7SL390P	0
RP11-968A15.2	1.36626
RP11-968A15.8	0.160462
NFE2	0.550854
RNU6-950P	0
MIR148B	0
RN7SL744P	0
RP11-753H16.3	0.606674
RP11-753H16.5	1.17716
GPR84	1.38521
LINC01154	0.112916
GTSF1	0.168154
GLYCAM1	0
LACRT	0
DCD	0.496396
RP11-850F7.7	0
VDAC1P5	0
MUCL1	0.120902
TESPA1	0.630053
RP11-616L12.1	0
NEUROD4	0
OR9K1P	0
RP11-616L12.4	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	0
OR6C73P	0
OR6C65	0
PHC1P1	1.70418
OR6C76	0
RP11-110A12.2	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
OR6U2P	0
OR10P1	0
RP11-644F5.16	0
OR10AE3P	0
RP11-644F5.15	0
RP11-644F5.17	0
METTL7B	1.08235
Metazoa_SRP	0.464664
RP11-644F5.12	0
GDF11	4.20739
RP11-762I7.4	0.871825
OLA1P3	0.0120049
GSTP1P1	0
RP11-973D8.5	0.738986
PMEL	0.776572
RP11-603J24.7	1.19861
RP11-603J24.21	0.260251
RP11-603J24.4	0
ERBB3	3.47476
ZC3H10	3.72058
RP11-603J24.6	0
RP11-603J24.5	1.53908
RP11-603J24.14	0
SLC39A5	0.351134
RP11-977G19.14	1.31646
RP11-977G19.12	1.69114
IL23A	0.714033
RNU7-40P	0
APOF	0.0260963
RP11-348M3.6	0
RP11-348M3.2	0
RP11-121C6.5	0.0270547
RP11-121C6.4	0
TIMELESS	4.97838
MIP	0.0246744
SPRYD4	4.20974
GLS2	0.601771
HSPD1P4	0.543168
RNU6-343P	0.739422
SNORD59A	0
RN7SL809P	1.21429
PRIM1	3.347
HSD17B6	2.14839
RP11-74M13.4	0.0128282
RP11-74M13.6	0
RP11-74M13.3	0
SNORA48	0
SDR9C7	0.265432
RP11-474N8.9	0
RDH16	0.671622
RP11-74M13.5	0
GPR182	0.360375
ZBTB39	3.68056
TAC3	0.134652
MYO1A	0.14288
LRP1-AS	0.321109
MIR1228	0
NXPH4	1.53483
RP11-123K3.9	0.409115
STAC3	3.21561
RNU6-879P	0
RP11-756H6.1	0
INHBC	0.0374106
INHBE	0.258187
GLI1	3.37123
MIR6758	0
MIR616	0.416437
KIF5A	2.7897
RPL13AP23	0
AGAP2	1.55684
CYP27B1	0.814068
AVIL	4.33977
RP11-571M6.17	3.74569
RNU6-1083P	0
RP11-571M6.18	1.38696
MIR26A2	0
RP11-620J15.1	0.153652
RP11-620J15.2	0.123325
RP11-620J15.4	0.238936
RP11-58A17.3	0
RN7SKP65	0
RP11-58A17.2	0
RP11-58A17.4	0
RP11-489P6.1	0
RP11-489P6.2	0
RPL21P103	0
RP11-340M11.1	0
RP11-362K2.2	0
RP11-767I20.1	1.91153
RP11-150C16.1	0.0648779
RPS6P22	0
RP11-557F20.2	0
RP11-272B17.1	0
RNU6-279P	0
RNU6-871P	0
RP11-272B17.2	0
RNU4-20P	0
RP11-813P10.1	0
RP11-813P10.2	0.211407
RP11-316A16.1	0
RP11-335M9.1	0
Y_RNA	0
SNORA19	0
RP11-154D9.1	0
RP11-471N19.1	0
DUX4L52	0
FAM19A2	0.360919
RPL21P104	0
KRT8P19	0
RPS3P6	0.131132
RP11-769N19.2	0
KLF17P1	0
RNU6-595P	0
Metazoa_SRP	0.384469
RP11-863H1.1	0.0680708
RNU6-399P	0
LINC01465	0.559513
MIRLET7I	0
RP11-631N16.2	2.90925
PPM1H	2.98437
RPL32P26	0
GAPDHP44	0.0533404
RNU1-83P	0
Y_RNA	0
RP11-848D3.4	0
LDHAL6CP	0
RSL24D1P5	0
AVPR1A	4.88181
RP11-715H19.2	0.509304
HNRNPA1P69	0
RP11-1022B3.1	0
RP11-415I12.3	0.144559
RP11-972L6.2	0
RP11-415I12.2	0.396598
RP11-415I12.1	0
TMEM5-AS1	0.137913
PABPC1P4	2.95854
SRGAP1	1.67896
RPL36AP41	0
RP11-274J7.2	0
RP11-274J7.3	0
RP11-1029F8.1	0
RP11-196H14.2	0
RP11-196H14.4	0
C12orf66	2.51366
RNU6-1009P	0
RPS11P6	0.108178
RNU5A-7P	0
C12orf56	0.0466598
RP11-114F3.2	0.0856546
snoU13	0
RP11-114F3.5	0.765465
RP11-114F3.4	0.0987299
RP11-439H13.2	0
SNORD83	0
RP11-338E21.1	0
