Name	Adrenal Gland
RP11-732A19.6	0
RP11-732A19.1	0.161783
GVINP1	0.486365
GVINP2	0
OR2AG2	0
OR2AG1	0
OR6A2	0
RP11-413N10.3	0
RP11-560B16.5	0
OR10A5	0
OR10A2	0
OR10A4	0
OR2D2	0
OR2D3	0
ZNF215	0.497629
ZNF214	0.815882
NLRP14	0.0193013
RBMXL2	0.0142031
RP11-324J3.1	0
MIR302E	0
SYT9	2.14636
CTD-2516F10.2	0.906838
OLFML1	4.56351
CTD-2516F10.4	0
CYB5R2	2.52625
OVCH2	0
RP11-35J10.6	0
RP11-35J10.7	0
RP11-35J10.4	0
OR10AB1P	0.0776861
OR5P4P	0
RP11-494M8.4	0
OR5P1P	0
RP11-494M8.1	0
OR5P2	0
OR5P3	0
OR5E1P	0
RNU6-943P	0
OR10A6	0
OR10A3	0
NLRP10	0
COX6CP5	0
CASC23	0
RP11-236J17.6	0
TUB-AS1	0
RP11-236J17.7	0.013705
RP11-379P15.1	0.0027149
LMO1	0.0532258
SCARNA20	0
RP11-152H18.4	0.134737
SNORA3A	0
SNORA3B	1.57748
RP11-318C2.1	0
RNA5SP330	0
Y_RNA	0
C11orf16	0.0436797
ASCL3	0
Y_RNA	0
RP11-467K18.2	0.0971803
SCUBE2	1.42791
MIR5691	0
KRT8P41	0.0274468
RP11-5L12.1	0
Metazoa_SRP	0
PRR13P2	0
SNORA23	0.166083
CTD-2371O3.2	0.197953
CTD-2371O3.3	2.37563
WEE1	4.46028
snoU13	0
RPL23AP65	0.727037
RP11-16F15.4	0
RP11-16F15.2	0.185479
RN7SKP50	0
RP11-540A21.2	0.128003
SBF2-AS1	1.32864
RP11-1H15.2	0.0434602
RNU7-28P	0
RP11-1H15.1	0.0722444
RP11-748C4.1	0
RP11-351I24.3	0.261339
RP11-351I24.1	0.17614
RNU6ATAC33P	0
MTRNR2L8	4.36741
MRVI1-AS1	1.0626
Y_RNA	0
RP11-685M7.5	0
RP11-685M7.3	0.210601
CTD-2003C8.2	0
RP11-179A10.1	0.0137071
RP11-179A10.2	0
RP11-179A10.3	0
MTND5P21	0
CTD-3224I3.3	0
GALNT18	2.98254
CSNK2A3	0.184476
RP11-483L5.1	0.173552
MIR4299	0
RP11-756D7.2	0
RP11-756D7.1	0
MIR8070	0
CTD-2381F24.1	0
RP13-631K18.2	0
RP13-631K18.3	0
RP13-631K18.5	0
MIR6124	0
MICALCL	0.100453
RP11-573E11.2	0
RP11-51B23.3	0.26053
RP11-47J17.3	0
RP11-47J17.1	0
SCARNA16	0
RP11-47J17.2	0
LINC00958	0
CTC-497E21.3	0
RASSF10	0
CTC-497E21.5	0
RP11-413N13.1	0
RN7SKP151	0
RP11-15D14.1	0
RP11-15D14.2	0
PTH	0
HMGN2P36	0
FAR1-IT1	0
RPL39P26	0
Y_RNA	0
CENPUP1	0
RP11-23B7.4	0
RP11-98J9.1	0
RP11-98J9.2	0
RP11-98J9.3	0
RNA5SP331	0
RP11-231N3.1	0
RNA5SP332	0
RP11-21L19.1	0
RP11-140L24.3	0
RNU7-49P	0
PDE3B	0.316277
RP11-677N16.1	0
CYP2R1	4.46734
CALCB	0.00870146
CALCP	0
CALCA	0.0731029
OR7E41P	0
INSC	0.109878
snoMBII-202	0
RP11-531H8.1	0
RP11-531H8.2	0
RP11-396O20.1	0
RP11-396O20.2	0
RP11-222N13.1	0
SOX6	0.926749
CTD-3096P4.1	0
AKR1B1P3	0.424972
RN7SL188P	0
PLEKHA7	0.755467
RN7SKP90	0
OR7E14P	0.0992541
SNORD14A	1.39394
SNORD14B	1.03818
RNU6-593P	0
CTD-3236F5.1	0.314815
RP11-452G18.1	0
RP11-452G18.2	4.37965
NCR3LG1	0.724126
RP1-239B22.5	1.18797
KCNJ11	0.593442
ABCC8	0.374595
SDHCP4	0.0535007
USH1C	0.135429
OTOG	0.00228592
RP11-358H18.3	0
RP11-358H18.2	0
MYOD1	0
KCNC1	0.0295478
TPH1	0.220301
HIGD1AP5	0
SAA3P	0
MRGPRX3	0
RP11-113D6.6	0
RP11-113D6.3	0
MRGPRX4	0
GLTPP1	0
RP11-113D6.9	0
RP11-113D6.10	0
SAA4	0.394647
SAA2	1.83804
RNA5SP333	0
ST13P5	0.683368
RNA5SP334	0
MIR3159	0
AC084117.3	0.672153
LDHC	0.0780173
RP11-613F22.7	0
LDHAL6A	0.118212
YWHABP2	0.268812
RP11-613F22.8	0.0998577
RP11-613F22.6	0.11561
Metazoa_SRP	0.0949344
SPTY2D1-AS1	1.58419
RP11-504G3.4	0.438918
RP11-504G3.2	1.00413
RP11-137N23.1	0.0796706
TMEM86A	3.50301
IGSF22	0.303814
RP11-1081L13.4	1.28913
PTPN5	0.249564
RP11-1081L13.5	0
RP11-583F24.7	0
RP11-1081L13.3	0
RP11-583F24.6	0
RP11-583F24.5	0
MRGPRX1	0
RP11-583F24.8	0
RP11-583F24.4	0
RP11-583F24.3	0
RP11-589F4.2	0
MRGPRX2	0
CSRP3	0.0953316
RP11-428C19.4	0
E2F8	0.161163
PCNAP4	0
RP11-428C19.5	0
NAV2	1.97808
NAV2-IT1	0
RNA5SP335	0
NAV2-AS5	0
NAV2-AS4	0.0624434
MIR4486	0
SNORA1	0
RP11-359E10.1	0.318733
MIR4694	0
NAV2-AS3	0
NAV2-AS2	0
RP11-371I20.2	0.0160416
DBX1	0
HMGB1P40	0
SLC6A5	0
NELL1	0.0208858
RP11-701I24.3	0
RNA5SP336	0
RP11-670N15.2	0
RP11-670N15.1	0
CTD-2302A16.2	0
RNA5SP337	0
CTD-2019O4.1	0
ANO5	4.74219
CTD-3064C13.1	0
CTD-2140G10.2	0
SLC17A6	0
CTD-2140G10.4	0
LINC01495	0
RP11-34N19.1	0
GAS2	0.650007
RNA5SP338	0
RP11-17A1.3	0.131725
CCDC179	0
RP11-266A24.1	0.450189
RP11-787P24.4	0
WIZP1	0
MIR8054	0
RP11-787P24.2	0
THAP12P4	0
RP11-713P14.1	0
RP11-945A11.1	0
RP11-945A11.2	0
RNU6-783P	0
RP11-747E23.1	0
RP11-2F20.1	0
Y_RNA	0
LUZP2	4.93013
CTC-830E23.1	0
RP11-54J7.2	0
RPL36AP40	0
RP11-46P12.1	0
RP11-405K6.1	0
RP11-20J1.1	0
RP11-336F14.1	0
CTD-2507G9.1	0.0656877
RP11-430L3.1	0
ANO3	0.356712
RP11-485O14.1	0
MUC15	0.0182092
SLC5A12	0.0364797
BBOX1	0.0383048
BBOX1-AS1	0.270375
CCDC34	3.70057
RP11-159H22.2	0.195723
RP11-159H22.1	0
BDNF-AS	3.18973
MIR8087	0
RNA5SP339	0
RP11-587D21.1	0.774383
LINC00678	0
BDNF	0.146828
RP11-587D21.4	0
CBX3P1	0
HSP90AA2P	0.449056
RP11-406D1.2	0
KIF18A	0.182128
MIR610	0
METTL15	4.40807
RP11-797J4.1	0
RN7SKP158	0
AC104978.1	0
MIR8068	0
RP11-22P4.2	0.0727423
RP11-960D24.1	0
RP11-115J23.1	0
OR2BH1P	0
RP11-466I1.1	0
CTD-2063L20.1	0
RP11-460B17.3	0.253537
RP11-460B17.1	0
RP11-460B17.2	0
CTD-3012A18.1	0.113516
RP5-1027O15.1	0
HNRNPRP2	0
CTD-3138F19.1	0
RN7SL240P	0
RPL7AP58	0
LINC01616	2.8676
RP11-624D11.2	0
RP4-562D20.2	0
FSHB	0
RPL12P30	0.11859
MPPED2	0.991968
RP4-710M3.2	0
RP5-1024C24.1	0.140335
DCDC1	0.0530148
CYCSP25	0
RP1-296L11.1	0
DNAJC24	2.95177
IMMP1L	3.99136
ELP4	1.37225
Z83001.1	0
PAX6	0.0553265
PAUPAR	0
RP1-17K7.2	0
RP1-17K7.3	0
RP1-17K7.1	0
U3	0
EIF4A2P5	0
THEM7P	0
RP1-65P5.5	0
WT1	0.150145
WT1-AS	0.0359343
WT1-AS_2	0
HNRNPA3P9	0.818827
CCDC73	0.0461628
RP1-181J22.1	0
PRRG4	0.995716
QSER1	4.83193
Y_RNA	0
DEPDC7	0.547732
TCP11L1	2.24896
PIGCP1	3.1541
CSTF3-AS1	0
Y_RNA	0
Y_RNA	0
RP1-89D4.1	0.315196
RP1-130L23.1	0
RP1-305G21.1	0
KIAA1549L	0.14447
RP4-541C22.5	0
C11orf91	0.18186
FBXO3-AS1	0
RP11-646J21.6	0
RP11-646J21.7	0
RP11-646J21.3	0
RP11-646J21.4	0
RP11-646J21.2	0
RP13-786C16.1	0
Y_RNA	0
RP1-145M24.1	0
RP1-53C18.3	0
CIR1P3	0
ELF5	0
RP4-594L9.2	0
RP11-350D17.2	0
EHF	0.514033
RP11-350D17.3	0
RP4-743O11.1	0
MIR1343	0
RP4-607I7.1	0.0495479
RP1-68D18.4	0.2149
RP1-68D18.2	0.143155
SLC1A2	1.16136
RP1-68D18.3	0
AC090625.1	0
RP4-683L5.1	0
PAMR1	4.35446
RP5-945I17.2	0
RP1-276E15.1	0
KRT18P14	0
RP11-698N11.2	0
RP5-916O11.3	0
RP5-916O11.2	0
RPL12P31	0
MIR3973	0
RP11-1110F20.1	0
PRR5L	0.976969
RP11-514F3.4	0
RP11-514F3.5	0
RP11-219O3.2	0
RP11-545D22.1	0.451022
RAG1	0.864108
RAG2	0.0125733
CTD-2119L1.1	0
SNORA31	0
RPL7AP56	0
RP11-159D8.1	0
RP11-159D8.2	0
LRRC6P1	0
RP11-63D14.1	0
RP11-277K23.1	0
LINC01493	0
RP11-313M3.1	0.125223
RNU6-99P	0
RP11-810F22.1	0
RP11-40H19.1	0
RP11-454H19.2	0.100866
LRRC4C	0.782303
Y_RNA	0
RP11-407P18.1	0
RNU6-365P	0
RP11-63C8.1	0
RP11-124G5.3	0
RP11-124G5.1	0
RP11-124G5.2	0
LINC01499	0
RP11-375D13.1	0
RP11-375D13.4	0
RP11-375D13.3	0
RP11-148I19.1	0
CTD-2572N17.1	0
CTD-2537L20.1	0
RP11-111A24.2	0
RP11-111A24.1	0
HNRNPKP3	0
RP11-484D2.2	0.148862
Y_RNA	0
RP11-484D2.5	0
RP11-484D2.4	0.385752
RN7SKP287	0.407679
RP11-484D2.3	0.263492
CTBP2P6	0
RP11-472I20.3	0
MIR670	0
MIR670HG	0
MIR129-2	0
RPL23AP63	0
PHBP2	0
RP11-613D13.5	0.286425
SEC14L1P1	1.05654
ALKBH3-AS1	0.237128
RP11-613D13.4	0.0405714
RP11-613D13.8	0.960602
ACCSL	0
CTD-2609K8.3	0.563725
ALX4	0.0176854
RP11-58K22.1	0
RP11-58K22.2	0
RP11-58K22.5	0
RP11-58K22.4	0
RPL34P22	0
RP11-244C20.2	0
RP11-45A12.1	0
RP11-45A12.2	0
AC068858.1	0
PRDM11	2.29686
CTD-2560E9.3	0.0905518
SYT13	0.0539417
CTD-2560E9.5	0
RP11-430H10.1	0.371558
RP11-430H10.2	0
RP11-430H10.4	0
RP11-430H10.3	0
RP11-958J22.1	0
RP11-958J22.2	0
RP11-958J22.3	0
CHST1	2.71601
RP11-495O11.1	0
MIR7154	0
CTD-2210P24.1	0
CTD-2210P24.2	0
CTD-2210P24.3	0
DKFZp779M0652	0.829309
CTD-2210P24.6	0
C11orf94	0.0992987
LARGE2	3.00892
RP11-702F3.1	0
RP11-702F3.3	0
RP11-702F3.2	0
RP11-702F3.4	0
CTD-2589M5.5	0.877804
CTD-2589M5.4	0.395536
MIR4688	0
CHRM4	0.127088
MIR3160-1	0
HARBI1	3.12256
F2	0.0388778
MIR5582	0
SNORD67	0
SNORD67	0
LRP4-AS1	0.503651
LRP4	4.97154
CTD-2384B9.1	0
RP11-390K5.3	0
MIR6745	0.418549
RP11-390K5.1	0.320802
RP11-17G12.2	0.417794
RP11-17G12.3	0.116385
RP11-125F14.2	0
MYBPC3	3.65828
RP11-750H9.5	2.34347
MIR4487	0
RAPSN	1.9875
RP11-750H9.7	0
RN7SL652P	0
RNU5E-10P	0
FAM180B	0.164814
C1QTNF4	1.4665
AGBL2	1.78991
Y_RNA	3.20302
RP11-692M12.5	0
RNA5SP340	0
Y_RNA	0
YPEL5P2	0.0873146
RP11-793I11.1	0
PTPRJ	2.35936
PTPRJ-AS1	0
MIR3161	0
OR4B1	0
OR4B2P	0
OR4X2	0
OR4X1	0
OR4S1	0
OR4C3	0
OR4C4P	0
OR4C5	0
OR4C2P	0
OR4C10P	0
OR4C9P	0
OR4R1P	0
OR4A47	0
OR4A48P	0
OR4A46P	0
OR4A40P	0
OR4A43P	0
OR4A45P	0
OR4A41P	0
OR4A42P	0
OR4A44P	0
RP11-56P9.5	0
RP11-56P9.10	0
RP11-56P9.6	0
RP11-56P9.4	0
TRIM51CP	0
RP11-56P9.8	0
TRIM51GP	0
TRIM53CP	0
RP11-56P9.11	0
TRIM49B	0
TRIM64C	0
CTD-2132H18.5	0
CTD-2132H18.3	0
UBTFL7	0
RP11-107P7.1	0
RP11-107P7.6	0
RP11-107P7.2	0
TRIM77BP	0
UBTFL9	0
FOLH1	0.222706
CTD-2026G22.1	0
TYRL	0
CBX3P8	0
RP11-61N20.3	0.0872935
RP11-707M1.1	0
RP11-707M1.7	0
RP11-707M1.9	0
TRIM51FP	0
RP11-163O19.16	0
RP11-163O19.1	0
RP11-163O19.11	0
RP11-163O19.10	0
TRIM51DP	0
RP11-163O19.3	0
RP11-163O19.8	0
OR4A1P	0
OR4A49P	0
OR4A18P	0
OR4A19P	0
OR4R3P	0
OR4C13	0
OR4C12	0
OR4C48P	0
OR4C45	0
OR4C49P	0
GTF2IP11	0
RP11-347H15.1	0
RP11-347H15.6	0
RP11-347H15.2	0
RP11-347H15.5	0
RP11-347H15.3	0
RP11-347H15.4	0
RP11-574M7.1	0
RP11-574M7.2	0
OR4C50P	0
OR4C46	0
OR4C7P	0
OR4R2P	0
OR4A4P	0
OR4A3P	0
OR4A2P	0
OR4A8	0
OR4A7P	0
OR4A5	0
OR4A6P	0
TRIM48	0
RP11-72M10.2	0
RP11-72M10.4	0
RP11-72M10.8	0
RP11-72M10.7	0
TRIM51HP	0
RP11-72M10.5	0
OR4A11P	0
OR4A12P	0
OR4A16	0
OR4A15	0
OR4A9P	0
OR4X7P	0
RP11-131J4.12	0
OR4A10P	0
OR4A17P	0
OR4A13P	0
OR4A50P	0
OR4A14P	0
OR4A21P	0
OR4C1P	0
OR4C14P	0
OR4C15	0
OR4C16	0
OR4C11	0
OR4P4	0
OR4S2	0
OR4C6	0
OR4V1P	0
OR4P1P	0
RP11-674C21.9	0
OR5D2P	0
OR5D3P	0
OR5D17P	0
OR5D13	0
OR5D15P	0
OR5D14	0
OR5L1	0
OR5D18	0
OR5L2	0
OR5D16	0
OR9M1P	0
RP11-738O11.9	0
RP11-738O11.12	0
RP11-738O11.13	0.0500087
TRIM51	0
OR5W1P	0
OR5W2	0
OR5I1	0
OR10AF1P	0
OR10AK1P	0
OR10AG1	0
OR7E5P	0
OR5F1	0
OR5F2P	0
OR5AS1	0
OR5AQ1P	0
OR5J1P	0
OR5BE1P	0
OR8I2	0
OR8I4P	0
OR8H2	0
OR5BN2P	0
OR8H3	0
OR5BN1P	0
OR8J3	0
OR8K4P	0
OR8K5	0
OR5J7P	0
OR5J2	0
OR8V1P	0
RP11-444K7.8	0
OR8J2	0
OR5T2	0
OR5T3	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0.0685824
OR8J1	0
OR8U1	0
OR8L1P	0
OR5AL2P	0
OR5AL1	0
OR5R1	0
OR5M4P	0
OR5M9	0
OR5M3	0
OR5M2P	0
OR5M8	0
CTD-3051L14.13	0
OR5M7P	0
CTD-3051L14.14	0
OR5M6P	0
OR5M5P	0
OR5M11	0
OR5M10	0
OR5M13P	0
OR5M1	0
OR5AM1P	0
OR5M12P	0
OR5AP1P	0
OR5AP2	0
OR5AR1	0
OR2AH1P	0
RP11-59K5.1	0
OR9G1	0
RP11-100N3.2	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
OR5G5P	0
OR5G3	0
AP000479.1	0
FADS2P1	0
OR5AK3P	0
OR5AK2	0
OR5AK1P	0
OR5BQ1P	0
OR5AK4P	0
OR5AO1P	0
OR5BP1P	0
LRRC55	0.315705
APLNR	4.66772
RP11-872D17.4	0
P2RX3	0.303787
PRG3	0
PRG2	0.252503
RNA5SP341	0
RN7SKP259	0
RTN4RL2	0.508814
RN7SL605P	0.0703367
SMTNL1	0.291814
RPS4XP13	0.118624
AP000662.4	0.223426
MIR130A	0
YPEL4	0.975508
AP000662.9	0.1084
BTBD18	0.0687552
OR5BA1P	0
RP11-734C14.2	0
OR5AZ1P	0
OR5BD1P	0
CYCSP26	0
OR9Q1	0
RNU6-899P	0
OR6Q1	0
VN2R9P	0
RP11-659P15.1	0
RP11-659P15.2	0
OR9L1P	0
OR9I3P	0
OR9I1	0
OR9I2P	0
OR5BL1P	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
EIF4A2P3	0
OR10W1	0
OR10Q2P	0
OR5BC1P	0
OR5B19P	0
OR5B10P	0
AP000435.3	0
OR5B17	0
OR5B1P	0
OR5B15P	0
OR5B3	0
OR5B2	0
OR5B12	0
RP11-655C2.3	0.0415921
OR5B21	0
CMB9-55A18.1	0.337135
CNTF	0.86415
AP001350.4	0.847549
GLYAT	0.0222602
AP000445.1	0
AP000445.2	0
TMA16P1	0
GLYATL2	0
GLYATL1P2	0
GLYATL1	0.017444
RP11-780O24.2	0
RP11-142C4.6	0.066097
RP11-142C4.4	0
GLYATL1P1	0
RP11-142C4.5	0
GLYATL1P4	0
GLYATL1P3	0
FAM111B	0.3513
AP001258.4	2.65656
AP001258.5	0
DTX4	2.75132
RN7SL42P	0
WARSP1	0
SLC25A47P1	0
RP11-1036E20.9	0
RP11-1036E20.7	0
RN7SL435P	0
OR5AN2P	0
OR5BR1P	0
OR5AN1	0
OR5BB1P	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D8P	0
OR4D11	0
OR4D9	0
OR4D7P	0
AP000442.4	1.22359
MIR3162	0
AP000442.1	2.68545
AP000640.2	0.109883
RN7SKP192	0
OR10V1	0
OR10Y1P	0
OR10V3P	0
OR10V2P	0
AP000640.10	0.251418
FABP5P7	0.0980808
GIF	0.0725822
TCN1	0.0549286
SRD5A3P1	0
OOSP1	0
RP11-736I10.1	0
OOSP2	0
MS4A3	0
RP11-736I10.2	0
MS4A2	0.0328674
AP001257.1	0.247692
MS4A4E	2.25123
MIR6503	0
MS4A6E	0.0634858
MS4A14	3.06613
MS4A5	0
MS4A1	0.140784
MS4A12	0
MS4A13	0
RP11-448N3.1	0
LINC00301	0
MS4A8	0.0184796
MS4A18	0
MS4A15	0.0211228
MS4A10	0
RP11-804A23.1	0
RP11-804A23.2	0
RP11-804A23.4	0
PTGDR2	0.0615901
ZP1	0.422083
RP11-881M11.2	0.685586
RP11-881M11.1	0
RP11-881M11.4	0.088927
CD6	0.470341
RNU6-933P	0
RP11-881M11.8	0
CD5	0.32865
AP000437.3	0.189562
PGA3	0.163127
PGA4	0
PGA5	0.333731
VWCE	2.17714
RP11-286N22.6	0.101444
RP11-286N22.8	0.135255
RN7SL23P	0.539139
PPP1R32	2.38832
RP11-286N22.10	0
MIR4488	0
LRRC10B	0.424648
SYT7	0.575265
RP11-286N22.16	0.083758
RP11-794G24.1	0.044716
RP11-855O10.2	0
RPLP0P2	0.0423468
RP11-855O10.3	0
DAGLA	2.80988
DKFZP434K028	0.00334791
MYRF	0.837517
MIR6746	0
RNU6-1243P	0
BEST1	4.58798
RP11-810P12.7	0.544658
RP11-810P12.1	0
RP11-810P12.6	0
RP11-810P12.5	0
INCENP	4.46967
EEF1DP8	0
SCGB1D1	0
SCGB2A1	0
RP11-703H8.9	0
SCGB1D2	1.27766
SCGB2A2	0.0306513
SCGB1D4	0
NPM1P35	0
RP11-703H8.7	0
ASRGL1	1.22597
RCC2P6	0.022776
CTD-2531D15.5	0
SCGB1A1	0
CTD-2531D15.4	0
RP11-864I4.3	0
RP11-864I4.4	0
MIR6747	0
RP11-831H9.3	0
METTL12	2.92568
GNG3	0.789919
ZBTB3	2.33228
RP11-727F15.11	0.945656
RP11-727F15.12	3.27307
MIR6748	0
MIR6514	0
RP11-727F15.13	0.761854
RNU6-118P	0
RP11-727F15.9	0.589427
RP11-727F15.14	0.281843
SNORD30	0
SNORD22	4.45254
SNORD28	0
SNORD27	0
SNORD26	0
CHRM1	0.0699256
AP000438.2	0.140688
RN7SL259P	0
SLC22A6	0
SLC22A8	0
RP11-959F10.4	0
RP11-959F10.5	0
SLC22A24	0
RPL29P22	0
SLC22A10	0.00264454
SLC22A25	0
RP11-959F10.6	0
CCND2P1	0
AP000438.4	0
SLC22A9	0
HRASLS5	1.09941
CMB9-14B22.1	0
LGALS12	0.16969
HRASLS2	0.0880409
RP11-697H9.3	0
IMMP1LP1	0.143858
RP11-697H9.2	0
RP11-697H9.5	0
RN7SL596P	0
RP11-466C23.5	0.103728
RNU6-1306P	0
RCOR2	0.612028
RNU6-45P	0
RP11-21A7A.2	0.074377
RP11-21A7A.4	0.0436761
FLRT1	0.794039
RP11-21A7A.3	0
RP11-783K16.14	2.85605
RP11-783K16.13	2.08492
KCNK4	0.0474068
Y_RNA	0
TEX40	0.248193
AP003774.1	0.0836565
CCDC88B	4.4151
MIR7155	0
MIR1237	0
AP003774.6	0.0849336
AP003774.5	0
AP003774.4	0.155227
AP005273.1	0
AP006288.1	0
SLC22A11	0.132813
SLC22A12	0.00968297
NRXN2	1.64319
AP001092.4	0
PYGM	3.26024
AP001462.6	1.10808
AP001187.11	0
MIR194-2HG	0.0189554
MIR6750	0
MIR6749	0
GPHA2	0.0773886
MAJIN	0.0959199
MIR6879	0
AP000436.4	0.0447657
NAALADL1	1.15785
CDCA5	1.07201
TMEM262	0.0720522
AP003068.9	2.90864
MIR6751	0
HIGD1AP10	0
RNU2-23P	0
PDCL2P2	0
SPDYC	0
PGAM1P8	0.579487
AP003068.23	1.80009
SLC22A20	0.0680932
POLA2	4.80002
TIGD3	0.261608
RP11-867O8.5	1.36976
SLC25A45	4.4148
mascRNA-menRNA	0
CMB9-22P13.1	4.56968
CMB9-22P13.2	0
SNRPGP19	0
RP11-856B14.10	0
SSSCA1-AS1	2.32631
KCNK7	0.37257
MIR4690	0
MIR4489	0
RN7SL309P	0
KRT8P26	0.0510459
RP11-770G2.2	0.0731231
OVOL1	0.0309679
OVOL1-AS1	0
SNX32	0.221303
CTSW	0.988276
TSGA10IP	0.0451161
RP11-1167A19.6	0
CST6	0.194169
CATSPER1	0.171961
GAL3ST3	0.0446887
RP11-1167A19.2	1.44621
RP11-755F10.1	1.49013
RP11-755F10.3	3.8435
RP11-867G23.1	1.15465
RP11-867G23.2	0
RP11-867G23.3	0.602837
CNIH2	0.668816
TMEM151A	0.124235
RP11-867G23.13	0
RP11-867G23.12	0
RP11-867G23.8	0.366328
SLC29A2	2.05109
Metazoa_SRP	0
BRD9P1	0
RNU1-84P	0
RP11-867G23.10	0.164943
NPAS4	0.106368
SNORA43	0
CTD-3074O7.7	0
CTD-3074O7.5	2.13352
ACTN3	0.0946813
CTD-3074O7.2	0
CCDC87	0.321992
RNU4-39P	0.194035
RN7SL12P	0.103792
C1QBPP2	0.116182
FTLP6	0
RNU7-23P	0
MIR3163	0
C11orf86	1.86898
SYT12	2.62803
MIR6860	0
RHOD	2.47153
RP11-157K17.5	0.0531503
CTC-1337H24.3	0.233684
RN7SKP239	0.235473
CLCF1	3.50132
CTC-1337H24.4	0.998175
RNU6-1238P	0
TBC1D10C	1.91569
CARNS1	0.62523
GPR152	0
CABP4	0.768421
MIR6752	0
CABP2	0
RP11-715F10.6	0
C11orf72	0.0330986
RP11-655M14.12	0
DOC2GP	0.178924
TBX10	0
ACY3	0.0557965
AP003385.2	0
ALDH3B2	0.0504165
RPL37P2	0.777586
UNC93B5	0
OR7E145P	0
OR7E11P	0
RP11-655M14.14	0
RP11-655M14.4	0
ALG1L8P	0
FAM86C2P	2.03568
ENPP7P7	0.0554015
RP11-119D9.4	0
RP11-119D9.1	0.42908
RNU6-46P	0
RPS3AP40	0
RP5-903G2.2	0.266614
RP5-901A4.4	0
RP5-901A4.5	0
OR7E1P	0
RP5-901A4.1	1.15298
MIR7113	0
MIR6753	2.00679
CTD-2655K5.1	0.267618
NDUFA3P2	0
CTD-2007L18.5	0.327611
GAL	0.192301
TESMIN	0.470856
RP11-757G1.6	0.552777
RP11-757G1.5	0.0528302
MRGPRD	0
RP11-554A11.4	0.333866
MRGPRF	3.80487
MRGPRF-AS1	0.127571
TPCN2	4.55473
MIR3164	0
RP11-554A11.7	0
RP11-554A11.8	0
MYEOV	0.101812
IFITM9P	0.0946893
RP11-211G23.2	0
RP11-211G23.1	0
AP000439.1	0.0858858
AP000439.2	0
AP000439.5	0
AP000439.3	0
FGF19	0
RP11-300I6.5	0
FGF4	0
FGF3	0
RP11-643C9.1	0
RP11-643C9.2	0
RP11-626H12.1	0
RP11-626H12.2	0
RP11-626H12.3	0
ANO1-AS2	0
RNU6-1175P	0
ANO1	1.03469
RP11-805J14.3	0
H2AFZP4	0
AP000487.6	0.937898
MIR548K	0
CTA-797E19.1	0.0761494
CTA-797E19.2	0
AP000487.4	0.0849781
AP000487.5	0.502814
SHANK2	0.349901
AP001271.3	0
RP11-826F13.1	0
SHANK2-AS1	0
SHANK2-AS2	0
Y_RNA	0
CMB9-52H4.1	0
SHANK2-AS3	0
MIR3664	0
FLJ42102	0
MIR6754	0
RP11-684B2.3	0.182842
KRTAP5-7	0.0564289
KRTAP5-8	0.149643
KRTAP5-9	0.385978
KRTAP5-10	0.192677
AP000867.14	0
KRTAP5-11	0
KRTAP5-14P	0
OR7E87P	0
UNC93B6	0.0247218
OR7E4P	0
RP11-684B2.5	0
RPS3AP41	0
SNRPCP14	0
RP11-167J8.3	0
ENPP7P8	0.0808812
FAM86C1	2.79457
ALG1L9P	0.38469
ALG1L9P	0.0746264
ZNF705E	0.0838351
DEFB108B	0
RNA5SP342	0
CTD-2313N18.8	0
RP11-849H4.2	0.955117
CTD-2313N18.7	0
OR7E128P	0.31475
OR7E126P	0.412405
RP11-757C15.4	0
RP11-849H4.4	1.33903
RNU6-72P	0
MIR3165	0
LRTOMT	3.47738
FOLR3	0.158264
RPEP6	0
RP11-807H22.5	0
RP11-807H22.7	0
RP11-807H22.6	0
FOLR1	1.02663
PHOX2A	0.208234
AP000593.5	0
AP000593.6	0
AP000593.7	0.396169
RP11-45F15.1	0
RP11-45F15.2	0
RP11-7N14.1	0
ART2BP	0
ART2P	0
RP11-169D4.3	0
RP11-169D4.4	0
LINC01537	1.03955
RP11-169D4.2	0.45063
MIR139	0
RNU7-105P	0
RP11-31L22.3	0
ARAP1-AS1	0
ARAP1-AS2	0.85313
RPS12P20	0.41849
Y_RNA	0.36829
MIR4692	0
RNU6-672P	0
AP002381.2	0.0607198
RP11-800A3.3	0.044893
RP11-800A3.2	0.480904
P2RY2	3.69209
RP11-800A3.4	2.83513
OR8R1P	0
P2RY6	0.84992
RP11-800A3.7	0.992115
RELT	1.93905
RP11-809N8.4	0.234387
RP11-809N8.6	0
RP11-809N8.5	3.2742
HMGN2P38	0
AP000860.2	0
PLEKHB1	0.945253
RP11-456I15.2	0
RP11-707G14.1	0
RN7SKP243	0
CCDC58P5	0
RP11-707G14.8	0.366556
DNAJB13	0.0613913
RP11-167N4.2	0
RP11-167N4.5	0.107954
RP11-167N4.4	0.0679663
UCP3	1.4402
RP11-691F15.1	0
AP000577.2	0.214373
P4HA3	0.701958
SNORA7	0.794452
RP11-632K5.3	0
PGM2L1	1.08846
HNRNPA1P40	0
