Name	Heart - Left Ventricle
RP11-973F15.2	1.21109
CDK5P1	0
RP11-44N11.2	0.475171
RP11-44N11.3	0.2275
RP11-44N11.1	0.0331202
RP11-557C18.4	0
RP11-557C18.3	0
TBC1D31	1.19753
HMGB1P19	0
FAM83A	0.00933875
U3	0
RP11-539E17.5	0
RP11-539E17.3	0
FAM83A-AS1	0
MIR4663	0
UBA52P5	0.107152
ZHX1	3.98252
RNU6-628P	0
RP11-468O2.1	0.0253599
ATAD2	3.05729
RNU6-875P	0
DUTP2	0
IMPDH1P6	0.138577
U4	0
RP11-174I12.2	0
RN7SKP155	0
CTD-2552K11.2	0
ANXA13	0
FAM91A1	3.55205
FER1L6	0.0292732
RP11-245A18.1	0
FER1L6-AS1	0
RP11-959I15.4	0
FER1L6-AS2	0
RP11-959I15.1	0
ARF1P3	0
RP11-37N22.1	0.208499
RNU6-756P	0
RP11-383J24.1	0.0637925
RP11-383J24.2	0.166146
TRMT12	4.31129
RNF139-AS1	0.434939
RP11-158K1.3	1.02359
MIR6844	0
RP11-532M24.1	0.223639
RP11-1082L8.3	0.0232677
MIR4662B	0
LINC00964	0.158141
RP11-1082L8.1	0
RP11-1082L8.2	0
ZNF572	0.395201
RP11-6D1.3	0
SQLE	1.71084
WASHC5-AS1	0.101433
RN7SL329P	0
RP11-550A5.2	0
RP11-136O12.2	0
RP11-697B24.1	0
RNU6-442P	0
LINC00861	0.0806157
SOD1P3	0
RP11-622O11.4	0
KNOP1P5	0
RFPL4AP5	0
RP11-65D17.1	0
RP11-103H7.1	0
RP11-103H7.2	0
RNU6-869P	0
RP11-103H7.3	0
FAM84B	2.51976
RP11-89K10.1	0
RP11-89K10.2	0
RNU11-4P	0
RP11-351C8.1	0
PCAT1	0.0196125
PCAT2	0
PRNCR1	0.00415388
CASC19	0
CCAT1	0
CASC8	0
RP11-382A18.3	0
CASC21	0
CCAT2	0
POU5F1B	0.0350951
CASC11	0
PVT1	0.0992416
TMEM75	0
MIR1205	0
RNU1-106P	0
MIR1206	0
RP11-55J15.2	0
RNU4-25P	0
MIR1207	0
MIR1208	0
RN7SKP226	0
LINC00824	0
LINC00976	0
LINC00977	0
RP11-1057N3.2	0
RN7SKP206	0
CCDC26	0
RP11-26E5.1	0
MIR3686	0
RP11-419K12.1	0
MTRF1LP2	0
GSDMC	0.495612
RP11-473O4.5	0.201533
FAM49B	4.50619
RP11-473O4.1	0
SNORA25	0
RP11-473O4.4	0
RP11-473O4.3	0
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.079359
SNORA12	0
KB-1568E2.1	0
ADCY8	0.00312016
RP11-737F9.2	0
RP11-737F9.1	0
RP11-381I15.1	0
CTD-2501M5.1	0
SNORA72	0
CTD-2008O4.1	0
OC90	0
HHLA1	0
KCNQ3	0.153459
HPYR1	0
LRRC6	0.626384
CTC-137K3.1	0.0650405
AF230666.2	0.28459
TG	0.41852
CTD-2182N23.1	0.0529201
SLA	1.17878
MIR7848	0
WISP1	0.601391
CTC-458A3.1	0
CTC-369M3.1	0
ST13P6	0.139753
RP11-629O1.3	0
RP11-629O1.4	0
RP11-629O1.2	2.38876
SNORA40	0
Metazoa_SRP	0
MTND2P7	0
MTCO1P49	0
CTD-2588J1.1	0
CTD-2309H9.3	0
CTD-2309H9.4	0
RP11-157E21.1	0
RP11-157E21.3	0
RP11-157E21.2	0
RP11-513H8.1	0
ZFAT	1.57344
ZFAT-AS1	0
CTD-2342N23.2	0
CTD-2342N23.3	0
CTD-2342N23.1	0
AC083843.4	4.24808
AC083843.1	3.35164
MIR30B	0
MIR30D	0
AC083843.2	0.0314298
NCRNA00250	0.0617222
RP11-1057B8.2	0
RPL23AP56	0
LINC01591	0
RP11-343P9.1	0
KHDRBS3	2.89481
MAPRE1P1	0
RNU1-35P	0
RP11-149P24.1	0
RP11-431D12.1	0
LINC02055	0
RNU6-144P	0
ZYXP1	0
CTD-3145H4.1	0
RP11-238K6.1	0
RP11-238K6.2	0
RP11-489O18.1	0
FAM135B	0.0133427
COL22A1	0.0441224
RP11-324F11.1	0
SNORA25	0
CTD-2534J5.1	0
RP11-398H6.1	0
RP11-656A10.1	0
KCNK9	0.00809411
RP11-284H18.1	0
C8orf17	0
RP11-570L14.1	0
PEG13	0.0777555
CTA-204B4.2	1.43503
AGO2	4.55168
RP11-642A1.2	0.303256
RP11-642A1.1	0
ERICD	0.459783
MIR151A	0
CTD-2014D20.1	0.0319659
RNA5SP278	0
RP11-128L5.1	0
RP11-809O17.1	1.10318
SLC45A4	3.15871
RP11-10J21.2	0.0319783
RP11-10J21.4	0.0674636
RP11-10J21.3	0
RP11-10J21.5	0
RP11-10J21.6	0
LINC01300	0.0238055
CTD-3064M3.3	1.45377
GPR20	0.683907
CTD-3064M3.4	0.320335
MROH5	0.0913528
SNORD5	0
HNRNPA1P38	0
AC138647.1	0
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0
MIR4472-1	0
LINC00051	0
TSNARE1	2.94624
RN7SL260P	0
RP13-467H17.1	0.0152858
ADGRB1	0.311667
MROH4P	0
ARC	0.178604
AP006547.3	0
AC145123.2	0
JRK	2.40129
PSCA	0.0639705
LY6K	0.330672
CTD-2292P10.4	0.0185814
SLURP1	0.112946
LYPD2	0.497672
RP11-706C16.7	0.0534477
LYNX1	0.959196
LY6D	0.235674
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.0369693
CYP11B2	0
RP11-273G15.2	0.0454448
CDC42P3	0
C8orf31	0.306446
AK3P2	0
RP11-520P18.1	0
LY6L	0
LY6H	0.0581324
ZFP41	1.5297
MINCR	2.41963
ZNF696	1.18685
RP13-582O9.7	0.517098
TOP1MT	0.872
RNU6-220P	0
RHPN1-AS1	0.120918
RHPN1	0.943644
RP11-909N17.2	0.0654085
MAFA-AS1	0.155922
MAFA	0.198541
RP11-661A12.5	0.257142
RP11-661A12.4	0
MROH6	0.67649
RP11-661A12.9	1.14085
RP11-661A12.8	1.86742
TIGD5	2.15385
PYCRL	1.72177
RP11-661A12.12	0.0801624
ZNF623	2.73663
ZNF707	1.53848
RP11-429J17.2	0.313748
CCDC166	0
RP11-429J17.4	0
MAPK15	0.0907701
RP11-429J17.5	0
FAM83H	0.32215
MIR4664	0
FAM83H-AS1	0.0659716
RP11-429J17.7	0
MIR937	0
RP11-299M14.2	0.0865417
MIR6845	0
EPPK1	0.0164136
MIR661	0
SPATC1	0.265149
SMPD5	0.316447
MIR6846	0
CTD-3065J16.9	0.912525
WDR97	0.337445
TSSK5P	0.209633
MIR7112	0
MIR6848	0
SCRT1	0.0302544
TMEM249	0.328762
ADCK5	3.69157
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	0.0525308
SLC39A4	1.19099
TONSL	1.30209
MIR6893	0
TONSL-AS1	0.266107
FOXH1	0.0119675
CTD-2517M22.14	1.72806
RECQL4	0.957249
CTD-2517M22.17	0
ARHGAP39	0.855991
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	0.962676
AF186192.5	0.630485
AF186192.6	0.0328266
ZNF34	3.32217
RN7SL395P	0
MIR6850	0
ZNF517	2.41584
ZNF7	2.95699
ZNF250	1.19339
ZNF16	2.40482
ZNF252P	2.782
RP5-1047A19.4	0
ZNF252P-AS1	0.179967
AC139103.1	0
DDX11L5	0
WASHC1	4.3895
XXyac-YRM2039.3	0.00817715
FAM138C	0
PGM5P3-AS1	0.108986
RP11-143M1.3	0.107342
LINC01388	0.176304
FOXD4	0.0693605
CBWD1	0.977778
C9orf66	0.042891
DOCK8	0.669857
RP11-59O6.3	0
RP11-165F24.3	0.0391623
RPL12P25	0
RP11-165F24.5	0
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0
DMRT1	0
DMRT3	0
RNU6-1073P	0
RP11-147I11.1	0
LINC01230	0.0275702
DMRT2	0.0471577
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	1.80346
RP11-91N2.3	0
KCNV2	0.0328724
GPS2P1	0.343082
ATP5HP2	0.116833
CARM1P1	0
LINC01231	0
RFX3	0.573186
RP11-62E14.2	0
RFX3-AS1	0.338866
RP11-509J21.2	0
RP11-509J21.4	0.0714823
GLIS3	0.454562
RP11-252M18.3	0
GLIS3-AS1	0
RP11-70J12.1	0
RP11-358M14.2	0
RNU6-694P	0
SLC1A1	1.41769
SPATA6L	0.169694
RP11-6J24.3	0
PLPP6	1.64958
CDC37L1-AS1	0.719591
ECM1P1	0
RP11-307I14.2	0
RCL1	1.74847
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0
JAK2	4.55479
CSNK1G2P1	0
PDSS1P1	0.0227566
MTND6P5	0
MTND1P11	0
MTCO1P11	0.0321172
MTCO2P11	0
MTATP6P11	0
MTCO3P11	0.0245773
MTND4P14	0
MTND5P14	0.0221553
TCF3P1	0.0497623
IGHEP2	0.121212
INSL6	0
RP11-140C18.2	0
INSL4	0
RLN2	0.0739844
HMGN2P31	0
RLN1	0.0351414
RP11-12D24.10	0
RP11-12D24.6	0.0726683
RNF152P1	0
CD274	4.77219
PDCD1LG2	0.786537
RP11-574F11.3	0
RIC1	3.30516
RP11-207C16.4	0.266961
AK4P4	0
KIAA2026	3.77846
MLANA	0.0577695
MIR4665	0
RP11-218I7.2	0
GTF3AP1	0
RP11-279E1.1	0
RP11-307L3.2	0.0833583
TPD52L3	0
UHRF2	3.48459
RP11-307L3.4	0
GLDC	0.0105397
RN7SL25P	0
RP11-472F14.4	0
RPL23AP57	0
RP11-390F4.6	0
RN7SL123P	0
RPS3AP54	0
RNF2P1	0
RP11-390F4.2	0
RP11-390F4.10	0
RP11-390F4.3	0.0174581
PRELID3BP11	0
SNRPEP2	0.252508
KDM4C	2.10217
ACTG1P14	0.0932516
RP11-403H13.1	0
RPL4P5	0.464869
PPIAP33	0
RP11-77E14.2	0.182347
RP11-29B9.1	0
RP11-29B9.2	0
PTPRD	1.20828
RP11-134K1.3	0
RP11-134K1.2	0
RNU7-185P	0
PTPRD-AS1	0.262081
RP11-75C9.2	0
RPS26P3	0.0602062
RN7SL5P	0
RP11-527D15.1	0
RP11-87N24.1	0
PTPRD-AS2	0
RP11-87N24.3	0
RP11-421B23.2	0
IMP3P1	0
RP11-109M17.2	0
AKAP8P1	0
RP11-23D5.1	0
RP11-32D4.1	0
RP11-74C3.1	0
JKAMPP1	0
RNU2-47P	0
LURAP1L-AS1	0
RN7SL849P	0
LURAP1L	1.52785
Y_RNA	0
PRDX1P1	0.0560571
RP11-382H24.2	0
RP11-272P10.2	0.137612
RP11-272P10.3	0
LINC01235	0.0337938
RP11-536O18.1	2.06676
LINC00583	0
PES1P2	0.0320912
RP11-284P20.3	0.147857
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0
RP11-120J1.1	1.54796
RP11-408A13.2	0
RP11-408A13.3	0.135058
RP11-408A13.4	0.967203
CDCA4P1	0.215802
ZDHHC21	2.79034
CER1	0
FREM1	0.534421
RP11-265B7.1	0
RNU6-1260P	0
LDHAP4	1.26864
CLCN3P1	0.0315882
RP11-54D18.2	0.172775
RP11-54D18.4	0
RNU6-559P	0
TTC39B	0.456886
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.19178
RNU6-246P	0
CCDC171	0.152721
HMGN2P16	0
RNU6-14P	0
C9orf92	0
BNC2	0.393725
RP11-183I6.2	0
RP11-62F24.1	0
RP11-62F24.2	0.253945
LSM1P1	0
RP11-132E11.2	0
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
CNTLN	0.519494
SAMM50P1	0
SH3GL2	1.5701
PABPC1P11	0
ADAMTSL1	0.168848
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0
SAXO1	0
RP11-296P7.4	0.019168
HAUS6	1.66663
SCARNA8	0
RNU6-264P	0
Y_RNA	0
RP11-146N23.1	0.695598
DENND4C	3.43304
RP11-146N23.4	0
RP11-513M16.7	0.793961
RP11-513M16.8	2.57752
NDUFA5P3	0
ACER2	1.23541
RP11-363E7.4	3.33451
MAP1LC3BP1	0
SLC24A2	0.0196654
C11orf98P1	0
RP11-471J7.1	0
RP11-378I6.1	0
RP11-378I6.2	0
RP11-378I6.3	0
RP11-15P13.1	0
MLLT3	1.55496
MIR4473	0
RNU4-26P	0
MIR4474	0
RP11-73E6.2	0
FOCAD	4.53186
FOCAD-AS1	0.340287
MIR491	0
SNORA30	0
HACD4	0.295769
IFNNP1	0
IFNB1	0
IFNWP4	0
RP11-113D19.9	0
IFNW1	0
Y_RNA	0
IFNA21	0
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	0
IFNA5	0
IFNA20P	0.278737
KLHL9	4.60938
IFNA6	0
IFNA13	0
IFNA2	0
RP11-354P17.15	0
IFNA11P	0
IFNA12P	0
IFNA8	0
IFNWP2	0
IFNA1	0
IFNWP19	0
MIR31HG	0
IFNE	0
MIR31	0
SNORD39	0
RP11-344A7.1	0
KHSRPP1	0
RN7SL151P	0
MTAP	1.54006
TUBB8P1	0.046307
RP11-70L8.4	0.183626
RP11-70L8.5	0.0304571
ERVFRD-3	0.0529822
CDKN2A-AS1	0
CDKN2A	0.0622583
CDKN2B-AS1	0.0173535
RP11-149I2.4	0
CDKN2B	0.620244
UBA52P6	0
CDKN2B-AS	0
RP11-408N14.1	0
DMRTA1	0.278552
LINC01239	0.0373203
RP11-370B11.4	0
CLIC4P1	0.0259523
RP11-370B11.3	0
RP11-495L19.1	0
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
ELAVL2	0.0108575
RP11-321L2.1	0
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
CAAP1	2.84403
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0
IFT74	3.94715
LRRC19	0.00672179
RP11-56F10.3	0
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.00439517
EQTN	0
MOB3B	0.58055
RP11-298E2.2	0
IFNK	0
C9orf72	3.50273
CTAGE12P	0
RP11-575I8.1	0
RP11-438B23.2	0
LINGO2	0.0100292
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.0788372
C2orf27AP2	0
RBMXP2	0.0633253
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
DDX58	2.23549
TOPORS	3.75566
TOPORS-AS1	1.82734
DFFBP1	0.38538
GVQW1	0.765982
TAF1L	0
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0
RP11-462B18.1	0
TMEM215	0
Y_RNA	0
RP11-462B18.3	0
RP11-462B18.2	0
BOLA3P4	0
ASS1P12	0.163403
TCEA1P4	0.484273
LAGE3P1	0.194263
RNU4ATAC15P	0
B4GALT1-AS1	0.707329
SPINK4	0
Y_RNA	0
RP11-311H10.4	1.00635
RP11-311H10.7	0
MIR6851	0
SUGT1P1	1.2461
RP11-255A11.2	0
ANKRD18B	0.00631079
RP11-255A11.4	0
SNX18P7	0
CYP4F26P	0
PRSS3P4	0
TRBV20OR9-2	0
ANXA2P2	0.80497
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	0.0741385
PTENP1-AS	0.0460904
TRBV26OR9-2	0
RP11-384P7.7	0.0684273
RP11-384P7.5	0
LINC01251	0
PRSS3	0.0618141
UBE2R2-AS1	0.0287549
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0
RN7SKP114	0
RP11-537H15.3	0.12907
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.0723471
KIF24	0.273424
RNU2-50P	0
SERPINH1P1	0
KIAA1161	2.32298
C9orf24	3.36495
Y_RNA	0
DNAI1	0.0175737
RN7SKP24	0
ENHO	0.327766
RP11-296L22.8	0
RP11-296L22.7	0
CNTFR	1.35892
CNTFR-AS1	0.0205344
ARID3C	0
CCL27	0.324592
RP11-195F19.5	2.8734
RP11-195F19.9	1.85281
CCL19	0.547671
FAM205A	0.0137696
FAM205BP	0
FAM205C	0
GLULP4	0.0347315
YWHAZP6	0
PHF24	0.0757093
DNAJB5-AS1	0.08157
RP11-392A14.9	0.273216
RP11-392A14.8	0.442008
SYF2P2	0
RP11-182N22.9	0.0762017
C9orf131	0.0730163
RN7SL338P	0
FANCG	1.80717
PIGO	4.29784
RP11-182N22.8	0
RP11-182N22.7	0
UNC13B	4.16019
RP11-395N21.2	0
ATP8B5P	0.092501
RPL36AP33	0.0635617
FAM166B	0.33017
RPS29P17	0
MIR4667	0
CD72	0.238927
RP11-331F9.3	0.0294123
RP11-331F9.4	0
SIT1	0.0580058
RMRP	0
ARHGEF39	0.634765
RN7SL22P	0
CA9	0.208637
MIR6852	0
MIR6853	0
RP11-112J3.16	0.16404
SPAG8	1.49673
FAM221B	0.0495283
LINC00950	1.0284
OR13J1	0.0447843
NDUFA5P4	0
HRCT1	3.63916
SPAAR	3.5501
PGAM1P2	0.158288
OR2S2	0.0221511
YBX1P10	3.00128
OR13C6P	0
OR13C7	0
OR2S1P	1.15462
OR2AM1P	0
RECK	2.32388
Hammerhead_HH9	0
GLIPR2	4.43776
CCIN	0.0280354
GNE	3.92956
RNU4-53P	0
HMGB3P24	0.316425
MELK	0.0536142
MIR4475	0
PAX5	0.00250672
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0
RP11-220I1.2	0
ZCCHC7	1.92887
Y_RNA	0
RP11-220I1.4	0
Y_RNA	0
RNU6-677P	0
LINC01627	0
ZBTB5	3.54153
KCTD9P3	0
RP11-405L18.4	0.0296147
RP11-613M10.6	1.64747
FBXO10	2.32553
RAB1C	0.0896298
FRMPD1	0.163809
RN7SKP171	0
TRMT10B	3.13399
EXOSC3	2.67658
DCAF10	3.33417
RP11-3J10.7	0.0782257
PAICSP1	0.231073
SLC25A51	2.95369
TMX2P1	1.92699
RNU7-124P	0
U8	0
RP11-113O24.3	0
IGFBPL1	0
RP11-403F21.4	0.0107546
ARMC8P1	0
TCEA1P3	0
GAS2L1P1	0
VN1R48P	0
RP11-392E22.3	0
FAM220BP	0
FAM95C	1.07366
SNX18P3	0.0987362
ANKRD18A	0.158439
FAM201A	0.225371
YWHABP1	0
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	0.441936
RBM17P1	0
RP11-290L7.5	0
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.225159
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.359193
RP11-104G3.2	0.181756
RP11-204M4.3	0.374249
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.0355832
RP11-216M21.1	0.306447
C2orf27AP3	0
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0
RNU6-1269P	0
RP11-146D12.2	0.217844
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.0416094
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0.0332975
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	0
MIR1299	0
FRG1HP	2.62603
PGM5P2	1.24802
RP11-87H9.4	3.64866
RP11-87H9.5	0.532214
RP11-58A12.3	0.246913
BX255923.3	0
FOXD4L6	0
CBWD7	0.217143
MIR4477A	0
5S_rRNA	0
RP11-4L24.4	0.0456044
PTGER4P2-CDK2AP2P2	0.0241576
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0.0430933
RP11-187C18.3	0.601872
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0
RP11-157L3.10	0
RP11-34H11.3	0
FAM27E2	0
RP11-157L3.9	0
RP11-157L3.6	0
RP11-157L3.12	0
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0
CNTNAP3B	0.171864
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.0673565
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0.017452
MEP1AP4	0
ANKRD20A7P	0.15455
RNU6-599P	0
CR848007.2	0.11586
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.257288
CR848007.5	0
CNN2P4	0
GXYLT1P5	0.0385458
RP11-459O16.9	0
RP11-459O16.8	0.0335289
CH17-469D17.1	2.63952
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0.0258622
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.158593
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0
RP11-449H15.3	0.00860165
RP11-449H15.2	0
RP11-111F5.2	0.0888962
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.0831412
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.0447874
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	0.308432
RNA5SP283	0
RP11-262H14.5	0.122255
PTGER4P2	0
CDK2AP2P2	0.177456
RP11-262H14.3	0.0586777
MYO5BP2	0
ADGRF5P1	0.0340653
FGF7P8	0.0770541
RP11-262H14.4	0.687246
CNTNAP3P1	0.0227179
RP11-350D23.4	0
BMS1P9	0
RP11-381O7.3	0.0247584
AQP7P4	0.0501431
AQP7P1	2.7806
RP11-236F9.2	0.348032
BMS1P10	0.555516
RP11-452D2.1	0
RP11-452D2.2	0
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.0149659
RNA5SP284	0
DUX4L50	1.1117
MIR4477B	0
FRG1JP	0.387545
BX255923.2	0.0417884
U6	0
ANKRD20A4	0.0308769
RNU6-1193P	0
SNX18P9	0
RP11-250H24.2	0
CYP4F25P	0.0276593
CR769776.3	0
CNN2P3	0.0919781
GXYLT1P6	0.168551
RP11-250H24.7	0
AQP7P2	1.94554
RP11-574E24.3	0.023539
BMS1P11	0
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0
CBWD4P	0.32708
Y_RNA	0
FRG1KP	0
CBWD5	0.516607
FOXD4L4	0.0125534
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0.0442841
RP11-15E1.5	0.030996
RP11-15E1.4	0
GXYLT1P4	0.0256244
RP11-15E1.6	0.0464609
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.037971
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	0.811062
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.0875389
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	0.483541
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0.141228
FAM27B	0
RP11-12A20.7	0.211175
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.0260538
RNU6-368P	0
RP11-561O23.8	0
CBWD3	0.0765362
RP11-561O23.9	0
FOXD4L3	0
RP11-561O23.5	0
RP11-561O23.7	0
PGM5-AS1	1.18632
RP11-88I18.2	0.167761
RP11-88I18.3	0.896978
TMEM252	0.682736
RP11-274B18.4	0.00811174
LINC01506	0.0667862
RP11-274B18.3	0
RP11-203L2.3	0.0815777
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
RP11-265B8.5	0.0565641
BANCR	2.01781
APBA1	0.878346
RP11-470P21.2	0
RP11-109D9.4	0
PTAR1	3.81726
C9orf135-AS1	0
C9orf135	0.0632521
RN7SL570P	0
MAMDC2-AS1	0.0376576
MAMDC2	4.28841
RNU2-5P	0
SMC5-AS1	0.187187
RPL24P8	1.77059
RP11-386J22.3	0.0218406
TRPM3	0.0291455
RN7SL726P	0
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
TMEM2	2.1698
RP11-409O11.3	0
ABHD17B	3.58531
Y_RNA	0
C9orf85	1.18219
HSPB1P1	2.14398
C9orf57	0
BTF3P4	0
GDA	0.0212611
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.128827
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.0114693
RPS20P24	0
RPS27AP15	0
LINC01474	0.266785
CYP1D1P	0
DPP3P2	3.38765
RP11-128I7.1	0
RP11-549A6.1	0.0891146
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0.327067
RORB	0.504642
TRPM6	0.0680793
RN7SKP47	0
RPSAP75	0
RNU6-445P	0
RP11-197P3.1	0
C9orf40	1.45347
C9orf41-AS1	0
CARNMT1	1.78513
RP11-197P3.5	0.0837932
uc_338	0
NMRK1	3.01346
Y_RNA	0
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
