Name	Esophagus - Gastroesophageal Junction
RP11-383F6.1	0.297746
TTC26	2.54858
RP11-365F18.3	0.0912005
RP11-365F18.6	0.176762
RP11-365F18.1	0.201457
MZT1P2	0
RNU6-206P	0
RP11-634H22.1	0.848907
RNU6-911P	0
KLRG2	0.0723591
RP4-701O16.5	0
CLEC2L	0.119966
ERHP1	0
TBXAS1	2.50223
Y_RNA	0.461883
JHDM1D-AS1	3.42035
RNU6-797P	0
RNU1-58P	0
RP5-1136G2.1	0
PPP1R2P6	0
RNA5SP247	0
RNA5SP248	0
RAB19	0
RP11-723C11.2	0
Y_RNA	0
RN7SL771P	0.176119
NDUFB2-AS1	0.863077
RNU6-85P	0
RP4-813F11.3	0
CCT4P1	0
RNU4-74P	0
TMEM178B	0.728072
RP5-1173P7.1	0
NDUFB10P2	0
RP5-842K16.1	0
RP5-842K16.2	0
RP11-744I24.3	0
RP11-744I24.2	0
WEE2-AS1	0.614424
WEE2	0.0679469
RNU1-82P	0
TAS2R3	0.17264
TAS2R4	1.12428
TAS2R6P	1.20125
TAS2R5	2.53704
MTCO1P55	0
MTND2P5	0
MTND1P3	0
MYL6P4	0
PRSS37	0.0631495
OR9A3P	0.0541539
OR9A1P	0
MGAM	0.0874176
OR9N1P	0
OR9A4	0
CLEC5A	0.211668
TAS2R38	0
MGAM2	0.0307709
MOXD2P	0
PRSS58	0
TRY2P	0
U66059.58	0
PRSS3P3	0
TRBV1	0
TRBV2	0
TRBV3-1	0
TRBV4-1	0
TRBV5-1	0
TRBV6-1	0
TRBV7-1	0
TRBV4-2	0
TRBV6-2	0
TRBV7-2	0
TRBV8-1	0
TRBV5-2	0
TRBV6-4	0
TRBV7-3	0
TRBV8-2	0
TRBV5-3	0
TRBV9	0
TRBV10-1	0
TRBV11-1	0
TRBV12-1	0
TRBV10-2	0
TRBV11-2	0
TRBV12-2	0
TRBV6-5	0
TRBV7-4	0
TRBV5-4	0
TRBV6-6	0
TRBV7-5	0
TRBV5-5	0
TRBV6-7	0
TRBV7-6	0
TRBV5-6	0
TRBV6-8	0
TRBV7-7	0
TRBV5-7	0
TRBV7-9	0
TRBV13	0
TRBV10-3	0
TRBV11-3	0
TRBV12-3	0
TRBV12-4	0
TRBV12-5	0
TRBV14	0
TRBV15	0
TRBV16	0
TRBV17	0
TRBV18	0
TRBV19	0.0694581
TRBV20-1	0.0993088
TRBV21-1	0
TRBV22-1	0
TRBV23-1	0
TRBV24-1	0
MTRNR2L6	0.104164
TRBV25-1	0
TRBVA	0
TRBV26	0
TRBVB	0
TRBV27	0
TRBV28	0
PGBD4P1	0
TRBV29-1	0
PRSS1	1.71425
PRSS2	2.12229
PRSS3P1	0
WBP1LP1	0
TRBD1	0
TRBJ1-1	0
TRBJ1-2	0
TRBJ1-3	0
TRBJ1-4	0
TRBJ1-5	0
TRBJ1-6	0
TRBC1	1.59135
TRBJ2-1	0
TRBJ2-2	0
TRBJ2-2P	0
TRBJ2-3	0
TRBJ2-4	0
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	0
TRBV30	0
TRPV6	0.166602
RP11-114L10.2	0
TRPV5	0.0488165
C7orf34	0.118735
KEL	0.338073
OR9A2	0
OR9P1P	0
OR6V1	0
OR6W1P	0
PIP	0.183528
TAS2R39	0
RP11-556I13.2	0
TAS2R40	0
RP11-556I13.1	0
AC073342.12	0.120711
TMEM139	0.419269
RN7SL535P	0.284342
RN7SL481P	0.681146
HINT1P1	0
CLCN1	0.0245301
FAM131B	0.781654
RP11-563K23.1	0
MIR6892	0.795014
EPHA1	1.79509
EPHA1-AS1	0.184139
TAS2R62P	0
TAS2R60	0
TAS2R41	0
OR2R1P	0
OR10AC1	0
AC073264.10	0
PAICSP5	0
CTAGE15	0.0156739
RNU6-162P	0
AC073264.6	0
TCAF1P1	0.913271
TCAF2	1.02377
RP11-298A10.2	0
RP11-298A10.1	0.0116345
RNU6-267P	0
CTAGE6	0
RP11-61L23.2	0.158139
PAICSP6	0
RP11-307I2.1	0
TCAF2P1	0.0518424
OR2F2	0
RP4-669B10.3	0
OR2F1	0
RP4-669B10.6	0
OR2Q1P	0
SLC16A1P1	0
OR6B1	0
OR2A5	0
OR2A25	0
OR2A41P	0
OR2A12	0
OR2A2	0
OR2A15P	0
OR2A14	0
OR2A13P	0.0922624
OR2A3P	0
OR2AO1P	0
CTAGE4	0.0738229
ARHGEF35	0.556767
RP4-545C24.1	0.105362
OR2A42	0
OR2A20P	0.17607
OR2A1-AS1	0.74463
OR2A7	0.623089
CTAGE8	0.0442975
ARHGEF34P	0.601384
OR2A9P	0.197726
OR2A1	0.128591
ARHGEF5	1.99604
NOBOX	0
RP4-545C24.5	0
RNU6ATAC40P	0
TPK1	2.71146
EEF1A1P10	0.191728
RN7SKP174	0
EI24P4	0
AC073310.4	0
RPL7P59	0
AC004911.2	0
AC073055.2	0
AC006007.1	0.0861368
RP11-13M3.1	0
CNTNAP2	0.74284
uc_338	0
Y_RNA	0
AC006004.1	0
DUTP3	0
RANP2	0
MIR548F4	0
AC005518.2	0
RP4-777G9.1	0
RNU6-1184P	0
RNA5SP249	0
RN7SL456P	0
U3	0
RN7SL72P	0
RP11-163I18.2	0
RP5-958B11.2	0
RP5-958B11.1	0
AC005229.5	0
C7orf33	0
AC005229.7	0
RP5-1136G13.1	0
RP5-1136G13.2	2.31761
EZH2	1.4309
RNU7-20P	0
Metazoa_SRP	0
RN7SL569P	0
RNY4	0
RNY3	0
RNY1	0.298038
GHET1	0.0981039
RNU6-650P	0
COX6B1P1	0
ZNF786	4.40633
ZNF425	3.26967
RN7SL521P	0.851175
RP4-800G7.1	0.359457
RP4-800G7.3	0.63075
AC004941.5	0
NPM1P12	0
AC004941.3	0.0125202
RP11-143I21.1	0.0305045
SSPO	0.546876
RP4-751H13.5	4.6241
RP4-751H13.7	0.535983
ATP6V0E2-AS1	2.62141
RP11-445N20.3	0
RP11-445N20.2	0.575564
RP11-728K20.3	0.0968943
RP11-728K20.1	0.838856
RP11-728K20.2	0.0271026
RP11-545G3.1	0.293614
RP11-545G3.2	0.165769
ACTR3C	0.371884
ZBED6CL	4.72325
RP4-584D14.7	2.84998
RP4-584D14.5	0.312183
RP4-584D14.6	0.345674
LINC00996	0.0901871
RP11-511P7.4	0
STRADBP1	0
ALDH7A1P3	0
RP11-632K21.7	0
RP11-632K21.3	0
RP11-632K21.6	0
GIMAP3P	0.0641021
BET1P1	0.765082
AOC1	0.071623
ATG9B	0.43424
RP11-148K1.10	0.369489
GBX1	0
ASB10	0.0606179
IQCA1L	0.0303799
RP4-548D19.3	0
RP5-1070G24.2	0.323626
WDR86	3.2323
WDR86-AS1	1.19317
RP4-555L14.4	0
CRYGN	0.153114
MIR3907	0
RN7SL76P	0.134249
ETF1P2	0.199671
RP13-452N2.1	0.0224466
PRKAG2-AS1	4.79439
RNU6-604P	0
Y_RNA	0
RP11-796I2.1	0
GALNTL5	0
Metazoa_SRP	0
RP5-981O7.2	0.828237
YBX1P4	0.0940973
RP11-208G20.3	0
RP11-208G20.2	0
SEPT7P6	0.0737239
Y_RNA	0
FABP5P3	0.166522
CCT8L1P	0.0353773
AC104843.4	0
RNA5SP250	0
AC104843.3	0
SNORA26	0
XRCC2	0.253594
ATP5F1P3	0
RN7SL845P	0
AC079809.2	0
LINC01287	0.0708579
PAXBP1P1	0
AC005588.2	0
RP5-1048B16.1	0
AC006019.3	0
AC006019.4	0.0268656
RP11-476H24.1	0
PAXIP1-AS2	3.91954
RP11-5C23.2	3.20192
HTR5A-AS1	0
HTR5A	0
RP11-5C23.4	0
RP11-279O22.1	0
AC092628.3	0
RN7SKP280	0
AC099552.4	0
AC099552.3	0
RP11-1430O6.1	0
AC099552.2	0
AC144652.1	1.12948
BLACE	0
AC008060.7	0
RP5-912I13.1	0
AC008060.8	0
EN2	0.101095
CNPY1	0
AC008060.5	0
AC009403.2	2.28729
SHH	0.0145172
AC021218.2	0
Y_RNA	0
RP11-362B23.1	0
AC073133.2	0.199835
AC073133.1	0.0823807
LINC01006	2.71515
LINC00244	0.0874215
AC005534.6	0.382123
RNF32	0.70905
AC005534.8	0.169579
RNU4-31P	0
RP5-1121A15.3	0
MNX1	0.00901539
MNX1-AS2	0.0796236
MNX1-AS1	0
RP4-639J15.1	0
RP4-639J15.2	0
RP4-639J15.3	0
RPS27AP12	0.343036
RP4-814D15.1	0.0824454
RP5-1142J19.2	0.452125
RP5-1142J19.1	0.147264
AC006372.4	0.0247127
AC006372.5	0
AC006372.6	0
RP11-331D5.2	0
PTPRN2	4.22269
MIR153-2	0
AC005481.5	0.067864
AC006003.3	0
AC011899.9	0.301819
RP11-452C13.1	0.100483
AC011899.10	0
MIR595	0
AC078942.1	0
LINC01022	0
MIR5707	0
THAP5P1	0
NCAPG2	2.67108
AC019084.7	0
LINC00689	0.671052
PIP5K1P2	0
AC144568.4	0.237807
AC144568.2	0
RP11-585F1.8	0
WBP1LP3	0
OR4F21	0
SEPT14P8	0.241826
RP11-585F1.6	0
RPL23AP53	3.81833
ZNF596	3.86835
RP5-855D21.2	2.75931
RP11-63E5.6	0
FAM87A	0.0463329
RP11-91J19.3	2.6475
RP11-91J19.2	0.174842
RP11-43A14.1	0.206024
DLGAP2	0.0723384
RP11-43A14.2	0
RP11-555E9.1	0
CTD-3212A4.2	0
CTD-2281E23.3	0
CTD-2281E23.1	0
AF067845.1	0.0380826
AF067845.2	0
AF067845.3	0
DLGAP2-AS1	0
CTD-2336O2.4	0
CTD-2336O2.2	0
CLN8	3.53213
CTD-2336O2.3	0.0560905
MIR596	0
KBTBD11-OT1	0.135982
RP11-439C15.4	0.714845
KBTBD11	3.46172
RP11-439C15.5	0
RP11-1049H7.2	0
MYOM2	3.71582
MIR7160	0
AC133633.2	0
CH17-31A6.1	0
CH17-174L20.1	0.0328611
AC133633.1	0
RP11-378A12.1	0.0348312
RP11-134O21.1	0.207584
GS1-57L11.1	0.434709
CSMD1	0.0642495
RP11-279L11.1	0
RNA5SP251	0
PAICSP4	0
RP11-221H10.1	0
RP11-221H10.2	0
SNORA70	0
RN7SL318P	0
RP11-29A2.1	0
RP11-745K9.2	0
RPL23AP54	0
RP5-991O23.1	0
RP11-281H11.1	0
RP11-281H11.2	0
RP11-728L1.1	0
RN7SKP159	0
RP11-158A14.1	0
RP11-124B13.1	0
RP11-115C21.2	1.7215
MCPH1	4.48932
RP11-115C21.4	0
ANGPT2	2.18862
CTD-2541M15.3	0.417326
MCPH1-AS1	0.315581
MIR8055	0
AGPAT5	4.71561
MIR4659A	0
XKR5	0
GS1-24F4.2	0
DEFB1	0.573543
RPL23AP96	0
DEFA6	0
GS1-24F4.3	0
DEFA4	0
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	0
DEFT1P2	0
DEFA3	0.180289
DEFA11P	0
DEFA7P	0
DEFA5	0
AF238378.7	0
AF228730.8	0
RPS3AP30	0.0496854
SNRPCP6	0
SNRPCP15	0
RPS3AP33	0.0647242
AF228730.5	0
AF228730.13	0
OR7E125P	0
FAM90A15P	0
FAM90A3P	0
FAM90A4P	0
FAM90A13P	0
FAM90A5P	0
FAM90A20P	0.221651
FAM66B	0.722369
DEFB109P1B	0
USP17L1	0
USP17L4	0
AC130360.8	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
RP11-1118M6.2	0
AC084121.14	0
OR7E154P	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
AC084121.17	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0.0316453
RP11-1195F20.7	0
USP17L8	0
USP17L3	0
DEFB109	0
FAM90A11P	0
FAM90A24P	0
FAM90A12P	0
OR7E96P	0
RP11-52B19.8	0
RP11-52B19.10	0
MIR548I3	0
RP11-52B19.1	0
SNRPCP17	0
ENPP7P1	0
FAM85B	0.3008
RP11-556O5.6	0
FAM86B3P	2.04603
ALG1L13P	0.385362
PRAG1	2.57248
CTA-398F10.1	0
CTA-398F10.2	0
CTD-3023L14.3	0
CTD-3023L14.1	0
CTD-3023L14.2	0
RN7SL178P	0
CLDN23	2.07315
RP11-211C9.1	0
RNU6-682P	0
RP11-62H7.3	0
RPL10P19	0.18454
SNORA70	0
ERI1	4.15879
MIR4660	0
RNU7-55P	0
Metazoa_SRP	0
RP11-10A14.3	0.38886
RP11-10A14.4	0.149554
RP11-10A14.9	0
RP11-10A14.6	0
RP11-10A14.5	0.0967331
RP11-10A14.8	0
RP11-115J16.1	0
RP11-10A14.7	0
RNU6-1151P	0
RP11-115J16.3	0
RNU6-526P	0
RP11-115J16.2	0
RP11-375N15.1	0
RP11-375N15.2	0.224875
RP11-1081K18.1	0
MIR597	0
LINC00599	0.109643
RP11-1E4.1	0.0247992
RP11-212F11.1	0
RP11-981G7.1	0.112262
LINCR-0001	0.639656
RNU6-729P	0
RP11-981G7.3	0.246065
PRSS51	0.150303
RP11-981G7.6	1.9888
PRSS55	0
RP1L1	0.0550728
MIR4286	0
C8orf74	0
RNA5SP252	0
CTD-2135J3.3	0.540065
MIR1322	0
RP11-177H2.2	0
RP11-177H2.1	0.87538
XKR6	0.525491
MIR598	0
AF131215.6	0
AF131215.9	3.21252
AF131215.2	2.96588
AF131215.3	0.0843022
AF131215.4	0.0491498
AF131215.1	0
AF131215.8	0.909579
LINC00529	0
RPL19P13	0
CTC-493P15.2	0
AF131216.7	0.195284
AF131216.6	0.275264
SLC35G5	0.236522
TDH	0.161518
AF131216.5	0
RN7SL293P	0
FAM167A-AS1	0
RNU6-1084P	0
FAM167A	0.104596
BLK	0.0352915
RP11-148O21.6	0
RP11-148O21.3	0
RP11-148O21.4	0
RP11-148O21.2	0
LINC00208	0
GATA4	2.85226
C8orf49	0.268283
SUB1P1	0.367119
RP11-297N6.4	0.352355
RP11-589N15.2	2.5602
RP11-589N15.1	0
OR7E158P	0
OR7E161P	0
DEFB136	0
DEFB135	0
DEFB134	0
RP11-481A20.4	0
RP11-481A20.10	0.350288
RP11-481A20.8	0
OR7E160P	0
RP11-1236K1.11	0
RP11-1236K1.1	0
RNA5SP253	0
DEFB108P3	0
ZNF705D	0
FAM66D	0.964893
RP11-1236K1.8	0
USP17L7	0.0170204
USP17L2	0
DEFB109P3	1.36322
FAM90A2P	0.0625885
ALG1L11P	0.189592
FAM86B1	1.20192
AC145124.2	1.73504
ENPP7P12	0.374426
ABC12-47043100G14.2	0
DEFB130	0
RNA5SP254	0
DEFB108P4	0
ZNF705CP	0
FAM66A	0.442463
RP11-351I21.7	0
RP11-351I21.6	0.0431874
DEFB109P1	0.106156
RP11-351I21.11	0.148718
FAM90A25P	0.163657
ALG1L12P	0.375846
FAM86B2	0.238069
ENPP7P6	0
RP11-419I17.2	0.445581
RP11-419I17.1	0.890712
RPS3AP34	1.11801
RP11-303G3.6	1.39896
RPS3AP35	0.0540586
RP11-303G3.9	0
RP11-303G3.10	0
OR7E8P	0
OR7E15P	0
OR7E10P	0
MIR5692A2	0
MIR3926-1	0
RP11-252C15.1	0
LINC00681	0
KIAA1456	2.97476
RP11-369K16.1	0.249942
RNU6-842P	0
Y_RNA	0
RP11-10C8.2	0.0116251
MTND4P7	0
RNA5SP255	0
C8orf48	1.26895
RP11-145O15.2	0
RP11-436P7.1	0
RP11-436P7.2	0
RP11-480O10.1	0
RP11-480O10.2	0
RP11-510I21.1	0
SGCZ	0
RP11-3G21.1	0
EIF4EP5	0
RNU7-153P	0
Y_RNA	0
RNU6-397P	0
RP11-776K3.1	0
MIR383	0
CTD-2023J5.1	0
RP11-782K4.1	0
RP11-235P11.1	0
PPM1AP1	0
RP11-77B22.1	0
RP11-77B22.2	0
MSR1	2.00645
RP11-447G11.1	0
MRPL49P2	0
RP11-13N12.2	0
RP11-13N12.1	0
RN7SL474P	0
FGF20	0.0366725
RP11-468H14.2	0.333072
RP11-468H14.1	0
MTMR7	1.61046
ADAM24P	0
RP11-349F21.3	0
RP11-349F21.5	0.0992041
RP11-349F21.2	0
RP11-349F21.1	0
MIR548V	0
RP11-326L2.1	0
RNA5SP256	0
RP11-156K13.1	0.689646
RP11-806O11.1	2.12453
FGL1	0.0817433
RP11-156K13.2	0
RP11-156K13.3	0
CTD-2547L16.1	0.325061
CTD-2547L16.3	0.0532247
NAT1	0.800283
MTND4LP26	0
NATP	0
RP11-685B14.1	0.245151
RP11-685B14.3	0.0494671
NAT2	0.0905832
PSD3	2.66295
RP11-161I2.1	0
RPL35P6	0
RP11-108A14.2	0
RP11-108A14.1	0
SNORA62	0
RP11-420B22.1	0
RP11-420B22.2	0
RP11-1080G15.1	0.02588
RP11-1080G15.2	0
RP11-618M23.1	0
RP11-618M23.2	0
RP11-618M23.4	0
RP11-618M23.3	0
SH2D4A	2.78704
RP11-618M23.5	0.433603
RP11-1105O14.1	0
AC100802.3	0
RPL30P9	0
SLC18A1	0
RNU6-892P	0
LZTS1	2.41631
LZTS1-AS1	0
RP11-563N12.2	0
RP11-404E12.1	0
RP11-108E14.1	0
TMEM97P2	0
RP11-369E15.1	0
RP11-369E15.3	0
RP11-369E15.4	0
RP11-369E15.2	0
LINC02153	0
RP11-421P23.2	0
RP11-279N21.1	0
RP11-24P4.1	0
GFRA2	3.60239
OR6R2P	0
NPM2	0.595774
FGF17	0.692284
LGI3	2.17242
SFTPC	0.346139
CTD-2530N21.5	0.0224512
MIR320A	0
CTD-2530N21.4	2.67079
PIWIL2	0.85745
CTD-2036J7.1	0
RNU6-336P	0
RP11-382J24.2	0.50467
RP11-582J16.4	1.39039
RP11-582J16.3	0.33457
RP11-582J16.5	4.93583
CTD-3247F14.2	0.0722767
EGR3	3.89995
RP11-459E5.1	0
RP11-87E22.2	0.0161865
RP11-87E22.1	0
RN7SL303P	0
RP11-875O11.2	0.0138552
RP11-875O11.3	0
TNFRSF10C	0.579798
RP11-1149O23.2	0.864745
TNFRSF10A	3.19661
RPL23AP55	0.0904634
RP11-1149O23.3	0.408159
RP11-177H13.2	0.310384
CTC-756D1.2	0
CTC-756D1.1	0
CTC-756D1.3	0
RNU4-71P	0
FAM60DP	0
NKX3-1	2.32281
NKX2-6	0
RP11-175E9.1	0
RP11-213G6.2	0
RP11-175E9.2	0
SNORA67	0
RNU1-148P	0
RP11-203E8.1	0
ADAM28	0.527645
RP11-624C23.1	0
ADAMDEC1	0.0556911
ADAM7	0
RP11-561E1.1	0
GS1-72M22.1	0
NEFM	1.13947
NEFL	1.64171
MIR6841	0
CTD-2168K21.1	0
RP11-429O2.1	0
MIR6876	0
RP11-395I14.2	4.66046
CDCA2	0.0751444
RP11-219J21.1	0
RP11-219J21.2	0
RP11-299D14.2	0
RNA5SP258	0
RP11-98P2.1	0
SDAD1P1	2.13275
RP11-14I17.2	0
RP11-14I17.1	0.0610362
RP11-14I17.3	0.0908499
PNMA2	3.64026
RP11-1G11.2	0
ADRA1A	0.81639
RP11-384C12.1	0
COX6B1P4	0
RP11-613H2.3	0
RP11-613H2.1	0
MIR548H4	0
RP11-613H2.2	0.0555396
RP11-521M14.2	0
RP11-521M14.1	0
STMN4	0.856728
MIR6842	0
CHRNA2	0.00705999
GULOP	0.0669666
RNU6-1086P	0
RP11-16P20.2	0
RP11-16P20.4	1.02255
RP11-16P20.3	1.19583
ESCO2	0.0390326
RNU6-1276P	0
PBK	0.0883751
RP11-1149M3.2	0
MIR4287	0
RP11-597M17.3	0.176092
RP11-597M17.2	0
RP11-597M17.1	0.559346
NUGGC	0.0394677
RP11-380I10.2	0
RP11-380I10.3	0
RP11-380I10.4	0
RPL5P22	0.130951
PNOC	0.174291
RP11-181B11.1	0
RNU6-178P	0
FBXO16	0.483677
RP11-181B11.2	0
FZD3	3.77073
MIR4288	0
RNA5SP259	0
EXTL3-AS1	1.53954
RP11-662B19.2	0.190197
RP11-662B19.1	0
Metazoa_SRP	0
HMBOX1-IT1	0
RNA5SP260	0
CTD-2647L4.1	0
HMGB1P23	0
DUSP4	0.517117
RP4-676L2.1	0
RP11-486M23.1	0
RP11-486M23.2	0
RP11-486M23.3	0
RPL17P33	0
LINC00589	0
LINC02099	0
RP11-94H18.1	0
RP11-94H18.2	0
RP11-489E7.1	0
LINC02209	0
MIR3148	0
MAP2K1P1	0
RNU6-1218P	0
RP11-489E7.4	0.135521
RPS15AP24	0.61045
MBOAT4	0.171746
RP11-51J9.5	3.85131
RP11-51J9.4	0.249167
RP11-51J9.6	1.09632
HSPA8P11	0.152978
CTD-2345M20.2	0
CTD-3107M8.1	0
CTD-3107M8.2	0.247701
TUBBP1	0.574863
CTD-2373N4.5	0
SMIM18	0.0791304
RNU5A-3P	0
UBXN8	3.96213
RP11-465K4.4	0
TEX15	0.104036
RP5-1009N12.1	0
RP11-293D9.2	0
PURG	0.3468
SUMO2P16	0
RP11-363L24.3	0
KCTD9P6	0
RP11-566H8.3	0
RP11-566H8.2	0
RP11-566H8.1	0
RNA5SP261	0
NRG1	0.1046
NRG1-IT1	0
RNA5SP262	0
RNA5SP263	0
NRG1-IT3	0
RNU6-663P	0
RP11-11N9.4	0.698601
MTND1P6	0
MTND2P32	0
RANP9	0
RP11-451O18.1	0
RNU6-528P	0
FUT10	2.78202
RP11-359B20.1	0
RP11-359B20.5	0
SNORA70	0
RPL10P18	0
RN7SL621P	0
RP11-317N12.1	0
BUD31P1	0
RN7SL457P	0
VENTXP5	0
RP1-273G13.1	0
RP1-273G13.2	0.133015
RP1-273G13.3	0
RP11-431M3.1	0
RP1-84O15.2	0
RP11-431M3.2	0
RPL10AP3	0
LINC01288	0
RP11-734J24.1	0.569384
UNC5D	0.104609
RP11-595O22.1	0
LSM12P1	1.15879
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0.0995135
SMARCE1P4	0
RP11-527N22.1	0.956918
RP11-527N22.2	0
LINC01605	0.129376
RP11-150O12.2	0
RP11-150O12.6	0.319589
RP11-150O12.5	0
RP11-150O12.3	0.124156
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0
RP11-863K10.7	0.417851
RP11-863K10.4	2.24065
RAB11FIP1	2.99389
RN7SL709P	0
GOT1L1	0.089575
ADRB3	4.81745
RPL12P48	0
KB-1836B5.1	0.50247
KB-1836B5.4	0.385046
RNU6-988P	0
RP11-90P5.5	0
STAR	0.295754
RP11-90P5.2	0
RNU6-323P	0
RP11-90P5.1	0
RP11-513D5.5	0.479548
RP11-513D5.2	0.181604
RP11-350N15.5	0.466276
LETM2	1.46864
RP11-350N15.3	2.27096
RP11-350N15.6	3.12837
RPS20P22	1.80688
C8orf86	0.0423481
RP11-675F6.3	0
RP11-675F6.4	0
RNF5P1	2.56466
RP11-495O10.1	0
Y_RNA	0.839584
RP11-723D22.2	0
RP11-723D22.3	2.75678
HTRA4	0.152776
SNORD38	0
ADAM32	0.661843
RPL3P10	0.0288233
RP11-1113C11.2	0
ADAM5	0
ADAM3A	0
RP11-122L4.2	0
ADAM18	0
ADAM2	0
KB-1582A10.1	0
KB-1582A10.2	0
IDO1	0.248129
RP11-44K6.3	0
RP11-44K6.2	0
RP11-44K6.4	0
IDO2	0.0146403
RP11-44K6.5	0
RP11-359E19.1	0
RP11-359E19.2	0.0783274
RP11-470M17.2	0.134864
CTA-392C11.1	0
CTA-392C11.2	0
RP11-301G7.1	0
ZMAT4	0.0885472
RP11-465K16.1	0
RNU6-356P	0
MIR548AO	0
RPS29P2	0
CTD-3080F16.3	0
RNU6-895P	0
SNORD65	0
RP11-15G16.1	0
KRT18P37	0
GINS4	0.281134
RP11-360L9.4	0.154726
RP11-360L9.7	0
NKX6-3	0
ANK1	0.541208
MIR486-1	0
RP11-930P14.1	0.0636695
Y_RNA	0
RP11-930P14.2	0.287702
RN7SL149P	0
SNORD112	0
RP11-589C21.1	0
RP11-589C21.2	0
RP11-589C21.6	0.152694
RP11-589C21.5	0
RP11-231D20.2	0.0378528
RPL5P23	0.434287
DKK4	0.641237
RP11-1007J8.1	0.265438
RP11-503E24.2	2.04613
CHRNB3	0
RP11-412B14.1	0
RP11-412B14.2	0
CHRNA6	0
RN7SL806P	0
MIR4469	0
Y_RNA	0
RNU1-124P	0
POMK	1.07032
RP11-598P20.3	1.71865
VN1R46P	0
RP11-726G23.2	0
RP11-726G23.11	0
RP11-359P18.2	0
RP11-726G23.3	0
AFG3L2P1	0
RP11-726G23.10	0
RP11-726G23.8	0
POTEA	0
RNU6-104P	0
RP11-726G23.12	0
RP11-726G23.6	0
U3	0
RP11-359P18.1	0
RP11-359P18.7	0
RP11-359P18.8	0
SNX18P27	0
RP11-359P18.5	0
CYP4F44P	0
RP11-359P18.6	0
RP11-643N23.2	0
RP11-643N23.1	0
pRNA	0
HSPA8P13	0
ASNSP1	0
RP11-790L1.3	0
ASNSP4	0
RP11-101E19.8	0
TRIM60P15	0
LINC00293	0
MTND2P38	0
MTND1P7	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
RP11-101E19.7	0
RP11-350F16.1	0
RP11-350F16.2	0
MAPK6PS4	0
RN7SKP32	0
RP11-1134I14.2	0
RNU6-819P	0
RPL10AP2	0.625221
NDUFA5P12	0
RP11-1134I14.4	0.972046
RP11-1134I14.8	1.90217
ATP6V1G1P2	0.148565
RP11-1134I14.6	0
IGLV8OR8-1	0
RP11-697N18.3	0.458824
RP11-697N18.4	0.250688
RP11-697N18.1	0
RP11-697N18.2	0
RNU6-665P	0
Y_RNA	0
RNU6-519P	0
RP11-769N21.2	0
CTD-2210A23.1	0
RNU6-295P	0
5S_rRNA	0
RPL29P19	0.620238
RP11-513O13.1	0.0907294
RP11-567J20.3	0
RP11-567J20.2	0.210355
AC026904.1	0.0483953
RP11-567J20.1	0
RP11-770E5.3	0
RP11-770E5.2	0
RP11-770E5.1	0
EFCAB1	0.160909
RP11-22C8.1	0
C8orf22	0.0813923
RP11-10H3.1	0
RN7SKP294	0
RFPL4AP7	0
RP11-738G5.1	0
RP11-738G5.2	0
PSAT1P1	0
RP11-109P6.2	0
RP11-401N18.1	0
SNTG1	0.0323717
RP11-759A9.1	0
RP11-759A9.2	0
CYCSP22	0
RP11-139G7.1	0
SNORA7	0
RP11-401H2.1	0
PXDNL	0.484367
BRIX1P1	0
BTF3P1	0
RP11-11C20.3	0.409763
RP11-110G21.2	0
RP11-110G21.1	1.8236
RP11-546K22.3	0.408446
RP11-546K22.1	0.080681
RP11-546K22.2	0
ST18	0.0137378
RP11-26M5.3	0
RP11-26M5.2	0
RP11-1023P17.2	0
RPL34P17	0
ALKAL1	0.64424
CTD-3214K23.1	0.531223
NPBWR1	0
RP11-182E14.1	0
RP11-162D9.1	0
RP11-162D9.3	0
OPRK1	0.011166
RP11-1081M5.2	0.154467
RP11-1081M5.3	0.492515
RP11-1081M5.1	0.475291
RP11-400K9.1	0
RP11-400K9.2	0
RP11-463C14.1	0
RGS20	0.0473039
RP11-1070A24.2	0
RPS27AP13	0
RNU6-1331P	0
RP11-30L15.4	0.696178
RP11-30L15.6	0.15065
