Name	Brain - Cortex
RP1-53O8.2	0
CACNA1C-AS4	0
CACNA1C-IT3	0
CACNA1C-AS3	0
AC007618.3	0
CACNA1C-AS2	0.992165
CACNA1C-AS1	0.317052
RP11-986G18.3	0.062473
RP11-986G18.2	2.2818
IQSEC3P1	0.249334
RP11-885B4.2	0.0682104
RPL23AP14	0
CBX3P4	0.258257
RP4-816N1.7	0
RP4-816N1.6	0.310967
RP4-816N1.8	0.326675
FOXM1	0.858594
RP11-372B4.3	0.688611
RNU6-1315P	0
TEAD4	1.51633
RP11-253E3.3	0.40409
RP11-253E3.1	0.197377
Metazoa_SRP	0
TSPAN9-IT1	0
RP11-543P15.3	0
RP11-543P15.1	2.75556
RP5-1063M23.3	1.95205
RP5-1063M23.2	0.188586
RP11-476M19.2	0.0892882
RP11-476M19.3	0
RP11-476M19.1	0
CRACR2A	0.166606
RP5-1180D12.1	0.168487
RP3-488M23.3	0
PARP11	2.22873
OTUD4P1	0.0153915
RP11-664D1.1	0
RP11-320N7.2	0
HSPA8P5	0.0863626
RP11-320N7.1	0
CCND2-AS2	1.57282
TIGAR	3.4454
RP11-264F23.1	0.0915023
FGF23	0
FGF6	0
RAD51AP1	0.573671
DYRK4	4.40962
RP11-234B24.5	0
AKAP3	0.801929
RP11-500M8.6	0
RP11-500M8.4	0
RP11-234B24.2	0.981608
RP11-234B24.4	0
RP3-377H17.2	0.73324
RP11-429A20.3	1.19819
RP3-377H17.3	0.0339422
RP11-429A20.2	0
KCNA5	2.73891
RP11-319E16.1	0
RP11-1038A11.3	0
RP11-319E16.2	0
RP11-1038A11.2	0
RP11-1038A11.1	0
NTF3	0.0675798
ANO2	0.825722
RP11-592H6.3	0
RN7SL69P	0
RP3-454B23.1	0.183736
Y_RNA	0
ATP5J2P5	0
PLEKHG6	0.0277545
RN7SL391P	0
SCNN1A	0.122954
RP1-102E24.8	0.254672
RP1-102E24.1	0.200255
RP1-102E24.9	0.0642255
CD27	0.788574
TAPBPL	4.74851
RP1-102E24.10	1.07797
RP1-102E24.6	0.0480055
SCARNA10	0
RP5-940J5.3	0.531768
RP5-940J5.8	0.589466
RP5-940J5.6	0.303833
SCARNA11	0
LPAR5	1.1582
ACRBP	0.543549
RP4-761J14.8	0.498737
RNU6-781P	0
RP4-761J14.9	0.321338
RP4-761J14.10	1.00483
LAG3	0.593423
RN7SL380P	0
CDCA3	3.31017
SPSB2	2.79638
RPL13P5	3.71774
U47924.32	1.08925
U47924.31	3.17409
PTPN6	2.03801
U47924.27	0
MIR200C	0
MIR141	0
U47924.29	0
SCARNA12	3.52781
LPCAT3	3.80627
RP3-461F17.1	0.148983
RP3-461F17.2	0
C1RL	3.97917
C1RL-AS1	0.431594
RNU6-485P	0
RBP5	1.27
RP11-273B20.1	1.24086
RP11-273B20.3	0.066754
RP11-185H22.1	0
ACSM4	0.0403991
CD163L1	0.507053
RP11-157G21.2	0.312341
CD163	0.669042
GAPDHP31	0
NIFKP3	0
RP11-444J21.2	0
RP11-444J21.5	0
RP11-444J21.4	0
RP11-444J21.6	0
APOBEC1	0
GDF3	0
DPPA3	0
CLEC4C	0
NANOGNB	0
Y_RNA	0
NANOG	0.00541363
Y_RNA	0
SLC2A14	0.0790392
Y_RNA	0
Metazoa_SRP	0
RP11-277J24.1	0
RP11-815D16.1	0
NANOGP1	0
RP11-277E18.2	0
Y_RNA	0
RP11-69M1.1	0.152355
RP11-69M1.8	0.0838659
HSPD1P12	0.06094
RP11-69M1.4	0.326116
C3AR1	1.22057
RP11-69M1.6	0.691962
CLEC4A	1.56663
POU5F1P3	0.490926
GCSHP4	0
ZNF705A	0
FAM66C	2.50094
RP11-266K4.1	0.667099
RP11-266K4.13	0.435885
FAM90A1	2.40041
ALG1L10P	0.598239
FAM86FP	1.1293
RP11-266K4.9	2.77141
ENPP7P5	0.269593
LINC00937	0.610423
RP11-113C12.4	2.92326
RP11-90D4.3	0.0996028
RP11-90D4.4	0.277143
RPS3AP43	0.316916
RP11-113C12.8	0
OR7E140P	0
OR7E148P	0
OR7E149P	0
CLEC6A	0
RP11-113C12.2	0
RNU6-275P	0
CLEC4D	0.0305156
SUPT4H1P2	0
CLEC4E	0.26674
RP11-561P12.5	0
Y_RNA	0
SCARNA11	0
AICDA	0
RP11-438L7.1	0
HADHAP2	0.0254326
MFAP5	0.221556
RP11-20D14.3	0
RP11-20D14.4	0
RPSAP51	0
RP11-20D14.6	0.411409
A2ML1-AS2	0
A2ML1	1.59031
A2ML1-AS1	0
RP11-259O18.5	2.99453
KLRG1	1.0823
RP11-259O18.4	0
HNRNPA1P34	0
VDAC2P2	0
LINC00612	0.0731955
A2M-AS1	1.57854
KRT17P8	0.0315326
BTG1P1	0.0718178
PZP	0.173316
TPT1P12	0
A2MP1	0.180869
MIR1244-3	0
PTMAP4	0
LINC00987	1.66513
RP11-118B22.4	2.27788
RP11-22B23.1	1.06378
SNORA75	0
RP11-22B23.2	0
RP13-735L24.1	0.15532
RP11-599J14.2	2.055
CTD-2318O12.1	0
DDX12P	0.337871
SNORA75	0
RP11-726G1.1	0.175056
RP11-525E9.1	0
KLRB1	0.0978454
RP11-705C15.2	0.601739
RNU6-700P	0
GOT2P3	0
RP11-705C15.4	0
RP11-705C15.3	0.271633
CLEC2D	0.906781
RP11-75L1.1	0
CLECL1	0.028666
CD69	0.302668
RP11-75L1.6	0
KLRF1	0.260759
CLEC2B	1.99379
RP11-290C10.1	0
KLRF2	0
CLEC2A	0.024534
AC091814.2	0.347019
AC091814.3	0
CLEC12A	0.069722
CLEC1B	0
CLEC12B	0.048203
RP11-133L14.5	0
CLEC9A	0.369544
RP11-133L14.2	0
CLEC1A	0.961117
RN7SKP161	0
HNRNPABP1	0
CLEC7A	1.14918
OLR1	2.35333
TMEM52B	0.401841
KLRD1	0.111421
RP11-277P12.10	0
RP11-277P12.9	0
RP11-277P12.20	0.273474
KLRK1	1.15892
KLRC4	1.09464
KLRC3	2.07585
KLRC2	1.14985
KLRC1	0.0676124
EIF2S3L	0.0719968
SLC25A39P2	0
RP11-291B21.2	0
KLRA1P	2.61968
MAGOHB	2.55525
STYK1	4.96854
RP13-81N3.2	0
HSPE1P12	0
TAS2R7	0
TAS2R8	0.0446604
TAS2R9	0
PRH1	1.76016
TAS2R10	0.268533
RP11-144O23.8	0.30101
PRR4	4.69139
TAS2R12	0
TAS2R13	0.0339114
PRH2	0.0811785
TAS2R14	1.67
TAS2R15P	1.14743
TAS2R50	0
TAS2R20	0.641881
TAS2R19	0.330638
TAS2R31	0.20142
TAS2R63P	0.0600139
TAS2R46	0
TAS2R64P	0.0475951
TAS2R43	0
RP11-673D15.7	0
TAS2R30	0.0192054
TAS2R18	0.0283538
RP11-785H5.2	0
TAS2R42	0
RP11-144O23.22	0
RP11-711K1.8	0
PRB3	0
PRB4	0
PRB1	0.216059
PRB2	1.15759
RP11-711K1.7	0.3679
HIGD1AP8	0
RP11-434C1.4	0.390467
RP11-434C1.5	0.108796
DDX55P1	0.213181
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	1.66781
ETV6	3.68969
BCL2L14	0.0297442
RP11-267J23.4	0.380599
MIR1244-4	0
LRP6	4.729
RP11-267J23.1	0.0574549
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
RPL23AP66	0.279005
RP11-253I19.4	0
RP11-253I19.3	0.655122
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.6	2.93198
GPR19	4.12959
RP11-180M15.3	0.091497
RP11-180M15.7	1.21742
RP11-180M15.4	0
MIR613	0
STX8P1	0
DDX47	0.0772363
RP11-59H1.1	0
RP11-392P7.1	0.0864622
RPL13AP20	0.267792
GPRC5A	0.162348
RP11-392P7.6	0.187263
GPRC5D	0.0701941
RP11-392P7.7	0
SNORD88	0
HTR7P1	2.26279
RP11-377D9.3	0.222883
RP11-377D9.1	0
GSG1	0.7841
EMP1	3.51273
LINC01559	0
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0.0863467
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
ATF7IP	4.7394
PLBD1	0.782457
RP11-502N13.2	0
RN7SKP134	0
GUCY2C	0.0879096
PLBD1-AS1	0.176107
RP11-174G6.1	0
RP11-174G6.5	0.520632
HIST4H4	0.590829
H2AFJ	3.82827
C12orf60	0.708582
SMCO3	0.0693415
ART4	0.0146039
RP11-233G1.4	0
ERP27	0.0855014
PDE6H	1.42813
LINC01489	0
RERG-IT1	0.0874833
RERG-AS1	0
METTL8P1	0
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0
SLC15A5	0.0869875
SUPT16HP1	0.051071
RP11-424M22.1	0
RP11-424M22.3	0.0974163
RP11-239A17.1	0
RP11-69C13.1	0
RP11-1018J11.1	0.133865
EEF1A1P16	0.0291996
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
PIK3C2G	0.0595532
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0
PSMC1P9	0.0176213
RP11-361I14.2	0
CAPZA3	0
RPL7P6	0.0419227
MEF2BNBP1	0
RP11-282K24.3	0.032544
RN7SL459P	0
RN7SL67P	0
AEBP2	4.7161
PDCD5P1	0
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	0.136986
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0.156101
RP11-405A12.1	0.018397
RP11-664H17.1	0
CTC-465D4.1	0
RP11-284H19.1	0
PDE3A	0.983381
UBE2L2	0
RP11-424C20.2	0.040335
SLCO1B3	0
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
IAPP	0
PYROXD1	3.12941
ELOCP31	0
RECQL	4.31848
GYS2	0.158986
RP11-59N23.3	0
RP11-59N23.1	0
KCNJ8	4.96951
ABCC9	1.90986
RP11-729I10.2	0
RP11-729I10.3	0
RP11-547L9.1	0
ST8SIA1	3.02067
RP11-49G2.3	0.274098
RP11-49G2.4	0
RP11-73M14.1	0
RP11-359J14.2	1.31878
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	3.09083
RP11-268P4.4	0.0291413
RP11-268P4.6	0
RP11-114G22.1	0.0966931
RPS27P22	0
RP11-449P1.1	0
RP11-153K16.1	0.0834504
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	2.72728
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0.19839
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
BCAT1	4.3157
RP11-625L16.3	0
RP11-662I13.3	0.414232
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
LRMP	3.23531
CENPUP2	0
RP11-713N11.4	0
RP11-713N11.6	1.15342
CASC1	1.5479
RP11-295I5.3	1.81228
RP11-295I5.4	0.346951
RP11-707G18.1	0.723357
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0.101112
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RP11-283G6.3	0.606703
RP11-283G6.4	0
RP11-283G6.5	0
RP11-283G6.6	0
RP11-612B6.1	0
RP11-513G19.1	0.376502
RP11-612B6.2	0
RNA5SP354	0
RP11-666F17.1	0
RP11-666F17.2	0
C12orf71	0.255201
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.145959
ARNTL2	3.11126
ARNTL2-AS1	0
SMCO2	0.488511
RARSP1	0
RP11-709A23.1	0.0511369
RP11-709A23.2	0.0968106
RP11-1060J15.3	0.601345
RP11-1060J15.4	0.114322
REP15	0.695591
RP11-1060J15.9	1.69644
RP11-1060J15.5	0.103202
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.172771
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	1.72783
RP11-993B23.3	0.0727814
RP11-967K21.1	0.652383
RP11-967K21.2	0
RP11-425D17.1	0.633497
RP11-425D17.2	0.049507
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0.0753306
RP11-946L16.2	0.281074
RP11-996F15.4	0.94709
RP11-996F15.2	0.415452
RP11-996F15.5	1.64662
RP11-996F15.6	2.80888
OVCH1-AS1	0
OVCH1	0.0797022
TMTC1	4.04446
RP11-310I24.1	0
RPL21P99	0
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.261278
LINC00941	0.418993
RP11-77I22.4	0
TSPAN11	2.80193
RP11-551L14.4	0.151134
RP11-551L14.8	0.0392107
DDX11-AS1	0.240234
DDX11	3.83914
SNORA75	0
RP11-551L14.7	0
OVOS2	0.164405
RP11-627K11.5	0
RP11-627K11.1	0.313749
MREGP1	0
RP11-627K11.6	0
FAM60A	0.432378
RP11-627K11.3	0
FLJ13224	0
RP11-771K4.1	0.0265234
U6	0
RNU6-618P	0
RP11-771K4.3	0.539349
RP11-820K3.3	0
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.0977286
RNU5F-4P	0
RPL31P50	0
AK4P3	0.0658616
ETFBKMT	1.5145
STMN1P1	0.25445
RP11-467L13.7	1.48893
RP11-467L13.4	0
RP11-467L13.5	0.124256
H3F3C	0.15183
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0.0693763
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0
RP11-428G5.7	0
KIAA1551	4.48514
RP11-50I19.2	0.57946
RP11-50I19.1	0
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
BICD1	3.39166
RP11-843B15.4	0.391764
RP11-956A19.1	0
RP11-817I4.1	0.503838
RP11-817I4.2	0.652418
Y_RNA	0
FGD4	3.18224
RNU6-494P	0
RP11-278C7.2	0
Y_RNA	0
RP11-278C7.4	2.14517
RP11-278C7.1	1.9642
RP11-278C7.3	1.03931
RP11-278C7.5	4.08759
PKP2	1.12315
RP11-8P13.5	0.15576
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0.186178
RP11-438D14.2	0.0791225
RP11-438D14.3	0.333666
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.0384473
ALG10	0.528881
RP11-847H18.3	0.579136
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0.77158
RNA5SP357	0
DUX4L27	0.741873
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	1.01868
RP11-804F13.2	0
RP11-804F13.1	0
RP11-396F22.1	1.96419
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0.162056
RP11-421H10.2	0
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	3.45938
C12orf40	0.0185353
SNORA22	0
RPL30P13	0
RP11-476D10.1	0
AC079630.2	0
AC079630.4	0.755229
LRRK2	4.37418
AC084290.2	0
MUC19	0.0360044
RP11-115F18.1	0
RNU6-713P	0
RP11-367O10.1	0
PDZRN4	2.00837
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
GXYLT1	2.51676
YAF2	4.11318
RP11-76E16.2	0
MIR7851	0
SNORA74	0
RP11-351C21.2	0.479451
RNU6-249P	0
RP11-328C8.2	0.0711281
Y_RNA	0
PRICKLE1	4.49354
RP11-328C8.4	0.068491
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0
RP11-25I15.3	0.0481631
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0.0183247
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0
PUS7L	2.40171
RP11-210N13.1	0.325883
IRAK4	2.47055
TMEM117	2.70961
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0
RP11-499A10.3	1.4014
Y_RNA	0
DBX2	2.25459
RP11-478B9.1	0.221268
RACGAP1P	0
RP11-478B9.2	0.053665
RNA5SP361	0
PLEKHA8P1	0.639871
RP11-139E19.2	0
ANO6	3.21983
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0.0577683
U6	0
RP11-352M15.2	2.67486
ARID2	2.51855
RP11-19E18.2	0
RN7SL246P	0
KNOP1P2	0
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.0367183
RP11-96H19.1	0.525435
RP11-474P2.4	0.0757878
RP11-474P2.6	0.0883082
RP11-474P2.7	0.0232826
RP11-446N19.1	0.325845
OR7A19P	0
MARK3P1	0
SLC38A4	0.0402931
RP11-618L22.1	0.122244
AMIGO2	2.22595
PCED1B	1.92981
RP11-23J18.1	0.0941224
MIR4698	0
PCED1B-AS1	1.34929
RP11-493L12.3	0
RP11-493L12.4	0.106516
RP11-493L12.7	0.0844251
RP11-493L12.6	0
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0.0537533
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RP1-197B17.5	0.470674
RP1-197B17.3	2.96409
ENDOU	3.29302
RP1-197B17.7	1.10674
RP1-197B17.4	0.643223
CTD-2024F21.1	0.0795194
RP5-1057I20.5	1.88947
RP5-1057I20.6	0.171795
RP5-1057I20.2	0
VDR	0.167415
RP11-89H19.1	0
RP11-89H19.2	0.025119
RP1-228P16.9	0
COL2A1	0.165277
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	0.258435
SENP1	2.70201
RP1-228P16.1	0.650418
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	0.42193
RP11-474C8.3	0
PHBP18	0.0404803
RP11-474C8.5	0
RP11-474C8.7	0.195608
RP11-370I10.12	0.233774
OR10AD1	0.13977
RP11-370I10.2	0
RP11-370I10.10	0.706093
H1FNT	0.799808
RP11-370I10.4	0.225784
RP11-370I10.6	0.908087
OR5BK1P	0.471609
RP11-370I10.11	2.01074
OR5BT1P	0.185679
OR5BJ1P	0
OR8S21P	0
OR8T1P	0.964606
ANP32D	0.0608776
C12orf54	0.881247
RP11-722P11.4	0
OR8S1	0.201157
OR5BS1P	0
LALBA	0
OR11M1P	0
SNORA2C	0
MIR1291	0
SNORA2A	0.337466
SNORA2B	0
CCNT1	4.13525
LINC00935	0
RP11-579D7.2	0
MIR4701	0
RP11-579D7.4	0.575034
RP11-579D7.8	0
Y_RNA	0
RNU6-600P	0
CCDC65	4.40482
RNU6-940P	0
WNT1	2.17441
RP11-386G11.5	1.52427
RP11-386G11.11	0.54055
DHH	0.159142
RP11-386G11.8	0
RP11-386G11.10	0.411138
Y_RNA	0
Metazoa_SRP	0
TUBA1C	2.47246
RP11-977B10.2	0.401745
RP11-161H23.5	0
RP11-161H23.9	0.0139486
PRPH	0.277993
TROAP	0.0523558
C1QL4	0.267367
DNAJC22	0.39068
RP11-161H23.10	0.14408
RP11-161H23.8	0.454239
RP11-133N21.10	0.12117
FAM186B	0.0987069
RNU6-834P	0
POLR2KP1	0
RP11-133N21.7	0.237248
HIGD1AP9	0
RP11-133N21.12	0
LSM6P2	0
BCDIN3D-AS1	2.26752
BCDIN3D	1.80003
RP11-70F11.7	0.0427344
RP11-70F11.2	0
RP11-70F11.11	0.0173212
RP11-70F11.8	0.0918798
AQP2	0.00943884
RP11-469H8.6	0.0677496
AQP5	1.70725
AQP6	1.22069
GPD1	4.49977
RP4-605O3.4	1.89771
RP3-405J10.3	0.0948942
RP3-405J10.2	0
RP3-405J10.4	0
MIR1293	0
RNU6-1093P	0
RP3-405J10.5	0.0245468
FAM186A	0.121657
RP11-112N23.1	0
LARP4	4.69101
RNU6-769P	0
RNU6-238P	0
Y_RNA	0
RP11-60E8.2	0.168395
ATF1	4.09056
RP11-60E8.4	0
RN7SL519P	0
TMPRSS12	0
RP11-60E8.3	0
RP11-407N8.6	0.192977
Y_RNA	0
RP11-407N8.4	0
HIGD1C	0
RP11-407N8.5	0
RNU6-87P	0
RNU6-1273P	0
RP11-416A17.1	0
PHBP19	0.0996502
Y_RNA	0
RNU6-199P	0
RP11-454E5.4	2.57364
SMAGP	0.583748
BIN2	1.36547
CELA1	0
GALNT6	1.21495
RP11-607P23.1	0
HNRNPA3P10	0.0986942
RP11-923I11.4	0.032078
FIGNL2	0.610099
RP11-923I11.5	0.233296
ANKRD33	0.187757
RP11-1100L3.4	0
RNU6-574P	0
RP11-1100L3.8	3.2043
OR7E47P	0.27963
RP11-1100L3.7	0
OR7E47P	0
RP1-288H2.2	0
LINC00592	0.531627
KRT80	0.209367
C12orf80	0
METTL7AP1	0
KRT7	0.242778
KRT7-AS	0.0209487
KRT86	0.663654
KRT87P	0.0479329
RP11-845M18.7	0
KRT81	0.916598
RP11-845M18.6	0.973744
KRT83	0.696478
KRT89P	0
KRT85	0.0095515
KRT84	0.0426735
RP3-416H24.4	0
KRT82	0.0290717
RP11-1020M18.10	0
KRT90P	0
KRT75	0
KRT6B	0.0893157
KRT6C	0.0280275
KRT6A	0.499041
KRT5	3.31348
KRT71	0.0260916
KRT74	0
KRT72	0.0308141
KRT73-AS1	0
KRT73	0
KRT128P	0
KRT2	0.739103
KRT1	2.31947
KRT77	0.0522613
RP11-641A6.3	0
KRT126P	0
KRT125P	0
RP11-641A6.5	0
RP11-641A6.8	0
BTBD10P1	0
KRT127P	0
ARL2BPP2	0
KRT76	0
RP11-153F5.2	0
KRT3	0.109645
KRT4	0.599358
KRT79	0.0362063
RP11-153F5.3	0
KRT78	0.0799133
RPL7P41	0
KRT8	0.185113
KRT18	0.689125
RP11-983P16.2	0.132643
RP11-983P16.4	4.92369
MIR6757	0
SOAT2	0.032311
VTI1BP3	0
RNU6-333P	0
HIGD1AP1	0.108375
EIF4A1P4	0.0416311
RP11-1136G11.8	0.136936
ITGB7	0.374962
RP11-624J6.2	0
ESPL1	0.0479502
RP11-680A11.5	2.27586
SP7	0.275882
AMHR2	0.0067859
PCBP2-OT1	0.27067
RP11-793H13.11	3.7477
NPFF	4.46145
RP11-793H13.3	0
RP11-793H13.12	0
RP11-972K6.1	0
CISTR	0.761446
RP11-686F15.2	0
RN7SKP289	0
HOXC13-AS	0
HOXC13	0
HOXC12	0
HOTAIR	0
AC012531.1	0
AC012531.2	0
HOXC11	0
HOXC-AS3	0
HOXC10	0.0201059
HOXC6	0.0147932
MIR196A2	0
HOXC9	0
HOXC-AS2	0
HOXC-AS1	0
HOXC8	0
AC012531.25	0
HOXC5	0
MIR615	0
HOXC4	0.0451725
FLJ12825	0.1211
RP11-834C11.7	0.0651254
RP11-834C11.6	0
LINC01598	0.0441713
Y_RNA	0
RP11-834C11.4	0.460653
RP11-834C11.15	0
RP11-834C11.11	0.0186636
RP11-834C11.10	0.0669276
RP11-834C11.8	0
RN7SL390P	0
RP11-968A15.2	0.531551
RP11-968A15.8	0
NFE2	0.307107
RNU6-950P	0
MIR148B	0
RN7SL744P	0
RP11-753H16.3	0.119126
RP11-753H16.5	0.080324
GPR84	0.317574
ITGA5	2.92639
LINC01154	0
GTSF1	0.0768513
NCKAP1L	0.796682
GLYCAM1	0
LACRT	0
DCD	0.201171
RP11-850F7.7	0
VDAC1P5	0
MUCL1	0.402879
RP11-616L12.1	0
NEUROD4	0.015856
OR9K1P	0
RP11-616L12.4	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	0
OR6C73P	0
OR6C65	0
PHC1P1	1.12422
OR6C76	0
RP11-110A12.2	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
OR6U2P	0
OR10P1	0
RP11-644F5.16	0
OR10AE3P	0
RP11-644F5.15	0
RP11-644F5.17	0
METTL7B	2.68457
RDH5	3.08653
Metazoa_SRP	0.251773
RP11-644F5.12	0.116175
RP11-762I7.4	0.689482
MMP19	0.111786
OLA1P3	0
GSTP1P1	0
RP11-973D8.5	0.742785
PMEL	0.082177
CDK2	2.04698
RP11-603J24.7	0.201486
RP11-603J24.21	0.553064
RP11-603J24.4	0
ZC3H10	1.52169
RP11-603J24.6	0
RP11-603J24.5	0.625373
RP11-603J24.14	0.118167
SLC39A5	0.19912
RP11-977G19.14	0.762929
RP11-977G19.12	1.84332
IL23A	0.504729
RNU7-40P	0
APOF	0.0267058
RP11-348M3.6	0
RP11-348M3.2	0
RP11-121C6.5	0
RP11-121C6.4	0
TIMELESS	2.23131
MIP	0.152616
SPRYD4	3.005
HSPD1P4	0.462965
RNU6-343P	0.282903
SNORD59A	0
RN7SL809P	0.165143
PRIM1	2.66757
RP11-74M13.4	0.054304
RP11-74M13.6	0
RP11-74M13.3	0
SNORA48	0
SDR9C7	0.305351
RP11-474N8.9	0
RDH16	0.572814
RP11-74M13.5	0
GPR182	0.0706392
ZBTB39	1.72069
MYO1A	0.0777778
NEMP1	3.15211
LRP1-AS	0.0410755
MIR1228	0
NXPH4	1.51989
RP11-123K3.9	0
STAC3	1.76307
RNU6-879P	0
RP11-756H6.1	0.0488843
INHBC	0.0980314
INHBE	0.258758
GLI1	1.22529
ARHGAP9	2.90993
MIR6758	0
MIR616	0
AC025165.8	2.70274
RPL13AP23	0
AGAP2-AS1	2.18019
CYP27B1	0.305786
METTL1	4.02521
METTL21B	1.97375
AVIL	1.95
RNU6-1083P	0
RP11-571M6.18	2.11485
MIR26A2	0
RP11-620J15.1	0.0488675
RP11-620J15.2	0.0229893
RP11-620J15.4	0
RP11-58A17.3	0.169811
RN7SKP65	0
RP11-58A17.2	0
RP11-58A17.4	0
RP11-489P6.1	0
RP11-489P6.2	0
RPL21P103	0
RP11-340M11.1	0
RP11-362K2.2	0.0254651
RP11-767I20.1	0.0119417
LRIG3	1.2876
RP11-150C16.1	0
RPS6P22	0
RP11-557F20.2	0
RP11-272B17.1	0
RNU6-279P	0
RNU6-871P	0
RP11-272B17.2	0
RNU4-20P	0
SLC16A7	1.28903
RP11-813P10.1	0
RP11-813P10.2	0
RP11-316A16.1	0
RP11-335M9.1	0
Y_RNA	0
SNORA19	0
RP11-154D9.1	0
RP11-471N19.1	0
DUX4L52	0
RPL21P104	0
KRT8P19	0
RPS3P6	0.0963644
RP11-769N19.2	0
KLF17P1	0
USP15	2.81506
RNU6-595P	0
Metazoa_SRP	0
RP11-863H1.1	0.0430229
RNU6-399P	0
LINC01465	0.170802
MIRLET7I	0
RP11-631N16.4	4.2409
RP11-631N16.2	0.741518
RPL32P26	0
GAPDHP44	0.0586977
RNU1-83P	0
Y_RNA	0
RPL14P1	3.08383
RP11-848D3.4	0
LDHAL6CP	0
RSL24D1P5	0
AVPR1A	0.203572
RP11-715H19.2	0
HNRNPA1P69	0
RP11-1022B3.1	0
DPY19L2	4.94843
RP11-415I12.3	0
