Name	Ovary
ATP2B1-AS1	2.17912
RNA5SP365	0
MRPL2P1	0
RNU6-148P	0
RP11-654D12.2	0
BRWD1P2	0
RP11-654D12.3	0
RP11-567C2.1	0
RP11-753N8.1	0
RP11-632B21.1	0
RP11-20L19.1	0
CCER1	0
LINC00615	0
EPYC	0.368575
KERA	0.104736
AC007115.3	0
RP11-121E16.1	0.764668
DLEU2_6	0
RP11-693J15.6	0.117095
RP11-1041F24.1	0
RP11-587P21.1	0
RP11-587P21.2	0
RP11-587P21.3	0
LINC01619	0.4195
RP11-796E2.4	0.626516
RPL21P106	0
Y_RNA	0
RP11-756G20.1	0.961602
CLLU1OS	0
CLLU1	0
RP11-693J15.5	0.0170919
RP11-693J15.3	0
C12orf74	0
PLEKHG7	0
RP11-603K19.1	0.158488
HNRNPA1P50	0.180492
RNU6-1329P	0
RP11-511B23.1	0
RP11-511B23.2	0.144472
Y_RNA	0
RP11-511B23.4	0
RPL41P5	0
RP11-202G11.2	0
NACAP3	0.219192
RP11-511B23.3	0.0954647
SNORD74	0
RP11-486A14.1	0.0156792
RP11-486A14.2	0.500912
Y_RNA	0
RP11-356O22.4	0
SOCS2-AS1	2.9251
RP11-887P2.3	0.478468
RP11-887P2.5	0.425397
RN7SL630P	0
RP11-887P2.6	0.084857
RP11-1060G2.1	0.449047
RP11-1060G2.2	0.554893
RN7SKP263	0
RP11-74K11.1	0
RP11-74K11.2	0
RP11-1105G2.4	0.6686
RP11-1105G2.3	4.55521
RN7SL330P	0
RBMS2P1	0.291693
CEP83-AS1	0.915443
RP11-778J16.3	0
RN7SL483P	0
RP11-778J16.2	0.209639
SUCLG2P2	0.245505
MIR5700	0
LSM3P2	0
KRT19P2	0.0496069
RP11-129B9.2	0.150728
RP11-129B9.1	0.196051
Y_RNA	0
CBX3P5	0.0350539
RNU6-808P	0
MIR331	0
MIR3685	0
RP11-167N24.3	0
RP11-167N24.5	0
RNU6-735P	0
RP11-490G8.1	1.37032
USP44	1.61226
PGAM1P5	0.401838
Y_RNA	0
RNU6-247P	0
RP11-536G4.2	0
RP11-536G4.1	0
CCDC38	0.0441191
AMDHD1	0.191555
HAL	0.302347
RP11-256L6.2	0
YPEL5P3	0
RN7SL88P	0
RP11-256L6.5	0
RP11-394J1.2	0
RNU4-24P	0
RP11-117N2.2	0
RP11-510I5.4	0
RN7SKP11	0
CFAP54	0.248511
EEF1A1P33	0.0537381
Y_RNA	0
RP11-541G9.1	0
RP11-397H6.1	0
RP11-534P6.1	0
RP11-541G9.2	0
RMST	0.0519852
MIR1251	0
snoMe28S-Am2634	0
RMST_8	0
RP11-528M18.2	0
RP11-528M18.3	0
RP11-1016B18.1	0
RNU6-36P	0
MIR4495	0
MIR4303	0
RP11-690J15.1	0
RP11-718L23.1	0
RNU4-41P	0
SLC9A7P1	1.19292
RP11-181C3.1	0.918031
TMPO-AS1	3.64064
RP11-481K9.4	0
SNORA53	4.83765
ANKS1B	1.55374
RP11-90E9.1	0
RP11-473C19.1	0
RNA5SP366	0
RP11-406H4.1	0
FAM71C	0
RPS4XP1	0.583578
RP11-135F9.4	0.220226
RP11-175P13.2	0.641192
RN7SL176P	1.04463
RP11-175P13.3	1.92193
MIR1827	0
DEPDC4	0.592555
Y_RNA	0
SLC17A8	0.0190057
RP11-575G13.3	0
GAS2L3	1.03061
RP11-575G13.2	0
RP11-263E1.1	0
RP11-350G24.1	0.134098
RP11-350G24.2	0.0895757
SLC5A8	0.972262
RNU6-768P	0
RP11-399D15.1	0
RP11-321F8.4	1.37639
RNU6-1068P	0
RPS27P23	0
Y_RNA	0
RNU5E-5P	0
RNA5SP367	0
SPIC	0
MYBPC1	0.347681
RP11-755O11.2	0
RP11-285E23.2	0.281492
RNY1P16	1.17529
SYCP3	0.277588
RNU6-101P	0
RP11-511H9.3	0.447055
RNU6-172P	0
RNA5SP369	0
RNU6-1183P	0
HSPE1P4	0
RP11-512N21.3	0.0804238
RP11-512N21.1	0
RP11-554E23.2	0
NENFP2	0
RP11-554E23.4	0.799299
PARPBP	0.602337
PMCH	0
HELLPAR	0.010834
RP11-210L7.3	0
RP11-210L7.1	0
LINC00485	0
PAH	0.0801822
RP11-438H24.2	0
ASCL1	0.327036
RP11-328J6.1	0
RP11-552I14.1	0
C12orf42	0.00979334
RP11-626I20.1	0
RP11-626I20.2	0
RP11-626I20.3	0
STAB2	0.358188
U8	0
RP11-341G23.2	0
RP11-341G23.3	0
RP11-341G23.4	1.81808
RP11-650K20.2	0
RP11-650K20.3	0
TTC41P	0.42186
RP11-490H24.5	0.328045
RNA5SP370	0
RP11-818F20.4	0
RP11-818F20.5	0.0890811
RP11-43D4.2	0
RP11-43D4.3	0
MIR3922	0
SLC41A2	4.5531
Y_RNA	0
KRT18P20	0
C12orf45	1.16354
ALDH1L2	1.15668
RP11-61E11.2	0.0566404
C12orf75	4.95228
KCCAT198	0
CASC18	0.462103
ST13P3	0.890859
RP11-114F10.2	0.122141
RP11-114F10.3	0.15938
RP11-185N2.1	0.0264463
RP11-651L5.2	0.162773
RNU7-94P	0
TCP11L2	4.69226
RP11-144F15.1	0.330188
RFX4	0.0169026
RP11-482D24.2	0
RP11-482D24.3	0
EEF1B2P4	0
RPL30P12	0
RP11-797M17.1	0
SETP7	0
BTBD11	0.0578773
SNORD74	0
RNA5SP371	0
RP11-128P10.1	0
RP11-864J10.2	0.451192
RP11-864J10.4	0.67198
ASCL4	0
RP11-554D14.7	0.181641
RP11-554D14.8	0.346601
RP11-554D14.6	0.224947
RP11-554D14.4	0
RP11-554D14.5	0
RP11-554D14.3	0
RP11-554D14.2	0
RP11-554D14.1	0
WSCD2	0.164387
RP11-1K3.1	0
CMKLR1	1.91714
LINC01498	0
FICD	3.7807
TMEM119	0.93654
SELPLG	2.35628
RP11-689B22.2	0
MIR4496	0
RNU7-169P	0
Y_RNA	0
SNORA40	0
RP11-423G4.10	0.143339
MIR619	0
DAO	0
SVOP	0.0148354
RNU6-361P	0
USP30-AS1	0.319203
RNA5SP372	0
RP11-968O1.5	2.20537
FOXN4	0.0325416
MYO1H	0.0707895
LINC01486	0
RP11-256L11.3	0.243707
RN7SKP250	0
FAM222A-AS1	1.60383
TRPV4	0.497776
MIR4497	0
RP1-7G5.5	0.169209
RN7SL441P	0
RP1-7G5.6	0
RP11-837J7.4	3.37309
RP11-837J7.3	0.0685041
RP11-946P6.6	2.39491
RP11-946P6.4	0
RN7SL769P	0
HMGA1P3	0.165119
RPL31P49	1.76861
RP3-424M6.4	1.53036
RAD9B	1.21028
RN7SL387P	0
RP11-481J8.3	0
RP1-74B13.2	0
RPL29P25	0
CCDC63	0
MYL2	2.19715
LINC01405	0
RP1-46F2.3	0
CUX2	0.0272674
MIR6760	0
RNA5SP373	0
RP3-473L9.4	1.41581
HSPA8P14	0.0670664
U7	0
RP11-686G8.1	0.129932
ATXN2-AS	0.903313
PCNPP1	1.17394
MIR6761	0
RPS2P41	0.253362
ADAM1B	0.553962
SLC25A3P2	0
RP1-128M12.3	0.177284
RP1-267L14.6	0.66858
MIR3657	0
RP1-267L14.3	0
Y_RNA	0
Y_RNA	0
MIR6861	0
RP3-521E19.2	0
RN7SKP71	0
RPL7AP60	0.383786
RP3-521E19.3	0
RPH3A	0.0204944
MIR1302-1	0
OAS1	4.26892
RP1-71H24.1	0
OAS2	1.84269
IMMP1LP2	0
RPS15AP32	0
DTX1	1.13741
RASAL1	0.0484926
CFAP73	0.179263
Y_RNA	0
Y_RNA	0
IQCD	2.35598
RP11-545P7.9	1.29114
MIR6762	0
SDS	0.561537
SDSL	4.76929
LHX5	0
LHX5-AS1	0
LINC01234	0.0232224
DYNLL1P4	1.06604
RP11-780K2.1	0.0933327
RP11-100F15.1	0
RP11-100F15.2	0
HAUS8P1	0
GLULP5	0
RP11-139B1.1	0
TBX5	0.028333
TBX5-AS1	0.0177225
RN7SKP216	0
RP11-385N17.3	0
OSTF1P1	0
RP11-162N7.1	0
Y_RNA	0
RP4-601P9.2	0.162332
SNORA27	0
RP4-601P9.1	0
RP11-411G2.2	0
RP11-411G2.1	0
RP11-25E2.1	0
RP11-116D17.2	0
RP11-116D17.3	0.153474
RP11-116D17.4	0
RP11-116D17.5	0
RP11-116D17.1	0
RP11-1028N23.3	0
RP11-1028N23.2	0
RP11-1028N23.4	0
UBA52P7	0
RN7SL865P	0
RP11-110L15.1	0
RP11-110L15.2	0
SNORD56	0
RP11-493P1.2	0.571067
RNU6-1188P	0
MIR620	0
SNRPGP18	0
RP11-115H15.2	0
RP11-148B3.2	0
MIR4472-2	0
RP11-148B3.1	0
MAP1LC3B2	4.00587
RP11-497G19.7	0.209273
RP11-497G19.3	0.640587
RP11-497G19.1	0.104448
RP11-497G19.2	0
RNFT2	0.706257
RP11-407P2.1	0.583503
RNU6-558P	0
RP11-240G22.4	0
HRK	0.0319535
RP11-240G22.1	0
RP11-240G22.5	0.307732
RP11-231I16.1	0.268361
RP11-103B5.4	0.605455
TESC-AS1	0.0358246
NOS1	0.0398248
ELOCP32	0
KSR2	0.00742652
RP11-465L8.1	0
RP11-33N14.3	0.450573
RP11-33N14.5	1.6009
RP11-136L23.2	0
RP11-131L12.2	0.326915
RP11-131L12.3	3.51906
RP11-131L12.4	2.95718
RP11-121J20.1	0
RPL17P37	0
RP11-3L23.2	0
RP11-357K6.1	0
RP11-357K6.2	0
RNA5SP374	0
RP11-357K6.3	0
SNORA38	0
SRRM4	0.0683129
RN7SL508P	0
RP11-364C11.3	0
RP11-364C11.2	0
RP11-64B16.3	0
RP11-64B16.4	0
RP11-64B16.2	1.24025
RP11-64B16.5	0
LINC00934	0
CCDC60	0.0168662
RP11-768F21.1	0.664959
TMEM233	1.49616
RN7SKP197	0
CIT	0.678371
RP1-127H14.3	0
MIR1178	0
RPL35AP30	0
BICDL1	0.667015
Metazoa_SRP	0
RP1-267D11.1	0
MIR4498	0
RP1-278C19.8	2.93897
RPS20P31	0
NME2P1	1.33853
RNU4-2	0.870307
RNU4-1	0
SIRT4	3.79675
RNU6-1088P	0
MSI1	3.01227
RPS27P25	0.0930007
RP1-166H1.2	0
RPL31P52	1.48742
RP11-18C24.8	0.337124
Y_RNA	0
RPL29P24	0.951568
RPL11P5	0
RP11-728G15.1	0
CABP1	0.927837
RP11-173P15.9	1.28116
RP11-173P15.10	0.662535
RP11-173P15.7	0
ARF1P2	0
CLIC1P1	0.0758142
RPL12P33	0.132451
HNF1A-AS1	0
HNF1A	0.0239635
OASL	0.303345
RP11-216P16.7	0
RP11-216P16.4	0
RP11-216P16.5	0
SNORA70	0
RP11-216P16.6	0
Z98941.1	0
RP11-340F14.6	1.25605
RP11-711D18.2	0
MIR7107	0
RP13-941N14.1	0.657931
RNU6-1004P	0
MORN3	0.7608
RHOF	3.29913
RP11-7M8.2	0
RP11-87C12.6	0
Metazoa_SRP	0
RNU7-170P	0
WDR66	3.28696
RP11-87C12.5	0
LRRC43	0.597175
IL31	0
B3GNT4	0.220914
RP11-512M8.11	0.103997
CCDC150P1	0.470459
RPL21P1	0.1289
CLIP1-AS1	0.0456001
SNORA9	0.359026
RP11-15J22.8	0.121528
RP11-324E6.8	0
RP11-324E6.10	1.10877
RP11-324E6.6	0
HCAR2	0.165509
HCAR3	0.0753253
HCAR1	0.288085
RP11-324E6.4	0
Y_RNA	0
CCDC62	0.211525
RP11-463O12.5	1.61443
ABCB9	4.58218
MIR4304	0
RP11-197N18.7	0.216095
RP11-197N18.8	0.189386
RP11-282O18.3	2.51162
RP11-282O18.7	0.303447
RNA5SP375	0
Y_RNA	0
RP13-942N8.1	2.29313
RP11-972P1.8	0.266209
RP11-972P1.10	1.63015
RP11-972P1.11	2.72862
MIR3908	0
RP11-486O12.2	2.15691
SNORA9	1.24766
RP11-338K17.5	0.236856
RP11-338K17.6	1.5023
RP11-338K17.8	0
RPL27P12	0
RP11-338K17.10	3.45122
DNAH10	0.0914035
RP11-380L11.4	3.06877
DNAH10OS	1.80539
RP11-214K3.23	1.12169
RP11-214K3.22	1.03817
RP11-214K3.21	1.80181
RP11-214K3.20	1.22048
RP11-214K3.19	1.88177
RP11-214K3.18	0.999319
RP11-214K3.5	0.291291
RP11-214K3.24	0.176322
RFLNA	3.80707
RP11-522N14.2	0.0944208
MIR6880	0
RP11-408I18.9	0
RP11-83B20.1	0.630342
RP11-83B20.2	0.131407
RP11-83B20.3	0.254243
RP11-83B20.4	0.092924
RP11-83B20.5	0.224765
RP11-83B20.6	0.112944
RP11-83B20.7	0
RP11-83B20.9	0
RP11-83B20.8	0
RP11-83B20.10	0
RP11-13J12.2	0
RNU6-927P	0
MIR5188	0
RPL22P19	0.324369
BRI3BP	2.27737
RP11-158L12.2	0
RP11-158L12.4	3.61232
RP11-158L12.5	0
RP11-158L12.6	0
TMEM132B	0.261438
RP11-604N13.1	0
RP4-800O15.1	0
RP4-800O15.2	0
RP4-800O15.3	0
LINC00939	0
RP5-916L7.2	0
RP3-446N13.5	0
RP3-446N13.1	0
RP3-446N13.2	0
RP3-446N13.3	0
RP3-446N13.4	0
RP1-116K23.1	0
RP4-809F18.1	0
RP5-944M2.1	0
RP5-944M2.2	0
RP5-944M2.3	0.0199353
RP5-944M2.4	0
RP11-407A16.1	0
NDUFA5P6	0
RP11-407A16.3	0
RP11-407A16.8	0
RP11-407A16.4	0
RP11-407A16.6	0
RP11-407A16.5	0
RP11-407A16.7	0
LINC00943	0.0446787
LINC00944	0.0895197
RP11-983C2.1	0
RP11-983C2.2	0
RP11-983C2.3	0
HSPE1P20	0
RP11-575F12.1	0
RP11-575F12.2	0.27882
RP11-575F12.3	1.094
RP11-955H22.1	0
RP11-955H22.4	0
RNU1-104P	0
RP11-955H22.3	0
RP11-955H22.2	0
RP11-367G12.1	0
RP11-483I24.1	0
RP11-351O2.1	0
Y_RNA	0
RP11-351O2.2	0
RP11-526P6.1	0
RP11-749H20.1	0
RP11-749H20.2	0
RP11-749H20.3	0
FLJ37505	0
LINC00507	0
LINC00508	0
CRAT8	0
RP13-653N12.1	0
RP13-653N12.2	0
RP11-417O18.2	0
MIR4419B	0
RP11-417O18.1	0
MIR3612	0
RP11-553N19.1	0
RP11-428I12.1	0
RP11-21K12.2	1.55428
RP11-21K12.3	0.275199
GLT1D1	0.30722
RP11-753B7.2	0
NLRP9P1	0
TMEM132D	0.0151625
RP11-669N7.2	0
uc_338	0
RP11-669N7.3	0
RP11-206B11.1	0
RP11-337L12.1	0
RP11-174M13.2	0
RP11-572C21.2	0
RP11-572C21.1	0
RP11-474D1.4	0
RP11-474D1.3	0
RP11-474D1.1	0
RP11-474D1.2	0
RP11-143E21.2	0
RP11-143E21.3	0
FZD10-AS1	1.94926
FZD10	1.34819
RP11-143E21.1	0
RP11-143E21.6	0
PIWIL1	0.0374599
RP11-200K12.3	0
RP11-200K12.2	0
RIMBP2	1.85723
RP11-117L5.4	0.140788
RP11-117L5.1	0.0512659
RP11-117L5.3	0
RP11-662M24.2	0.562708
RP11-662M24.1	0
RP11-989F5.4	0
RP11-989F5.1	0.984027
RP11-989F5.3	0.637052
RNU6-1077P	0
Y_RNA	0
RP11-243M5.5	0.740058
RP11-243M5.4	0.218767
RP11-243M5.2	0.649091
RP11-243M5.3	0.600621
RP11-76C10.6	0.140332
RP11-76C10.5	0.0936185
RP11-76C10.4	0.0401259
RP11-76C10.3	0.0384641
RP11-76C10.2	0
LINC01257	0
RP11-638F5.2	0
RPS6P20	0
RP11-495K9.2	0.0959575
RNA5SP376	0
RP13-507P19.2	0.14913
RP13-507P19.1	0
RP11-897M7.3	0.30781
RP11-897M7.4	0
RP11-897M7.1	0
RP11-897M7.2	0
RP11-292I17.1	0
RP11-495K9.10	0
RP11-495K9.9	0
RP11-495K9.8	0
RP11-495K9.7	0
RNA5SP377	0
RP11-495K9.6	0.458611
RPS6P21	0
RP11-495K9.5	0.636782
RNA5SP378	0
RNU6-1017P	0
RP11-417L19.2	0
RP11-417L19.5	2.77447
RP11-417L19.4	1.09647
RP11-417L19.6	3.79604
SNORA49	0
RP13-820C6.4	0
RP13-977J11.6	0.55329
RP13-977J11.9	0
RP13-977J11.2	2.11986
RP13-977J11.8	0.572859
GALNT9	0.759121
RP13-977J11.3	0.304626
RP13-895J2.2	0.02949
RP13-895J2.3	0.106709
RP13-895J2.6	0.0501277
RP13-895J2.7	0.08316
RP13-895J2.8	0
RP13-895J2.9	0
RP13-895J2.10	0
RP13-895J2.11	0
RP13-714J12.1	0
RP11-503G7.1	0
RP11-503G7.2	0
RP13-554M15.7	2.25388
MIR6763	0
RP13-554M15.8	0.381232
LRCOL1	0.578263
P2RX2	0.137479
RP13-554M15.5	0.100743
RNA5SP379	0
RP13-672B3.5	0.279724
RP11-46H11.11	0.82646
RP11-46H11.12	0.266416
RP11-46H11.2	0
RP11-46H11.3	0.831755
NANOGNBP2	0.208407
ZNF26	3.37034
RNU4ATAC12P	0
RP11-386I8.6	0
PTP4A1P2	0
RP11-386I8.5	0
RP11-386I8.4	0
ZNF891	3.95976
CTD-2140B24.6	0.145525
RPL23AP67	0.244147
ZNF268	4.65037
AC226150.3	0
ANHX	0
RNU6-717P	0
Y_RNA	0
RP11-341D18.2	0
FAM230C	0
RP11-341D18.8	0.0699827
GGT4P	0
RP11-341D18.5	0
SETD8P1	0.0963803
RP11-341D18.6	0
ABC7-42418200C9.1	0
U6	0
ZNF962P	0
BNIP3P7	0
LINC00349	0
LONRF2P2	0
LINC00388	0
FEM1AP4	0
LINC00387	0
TERF1P5	0
FAM207BP	0.102626
GXYLT1P1	0
CNN2P12	0
ZNF965P	0
CYP4F34P	0.13297
SNX18P26	0
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	0
RNU6-55P	0
RNU6-76P	0
SNX19P2	0
LINC00408	0
RP11-442J17.3	0
PHF2P2	0
LINC00442	0
USP24P1	0
GTF2IP3	0
RP11-301J16.7	0
RNA5SP24	0
CENPIP1	0
RP11-408E5.6	0
SMPD4P2	0
RP11-408E5.8	0
TUBA3C	0.0623959
RP11-408E5.4	0
PSPC1P1	0.291857
RP11-408E5.5	0
ANKRD26P3	0
MRPL3P1	0.0685245
LINC00421	0
PARP4P2	0.0137715
FAM58DP	0
RP11-385E5.5	0
SLC25A15P2	0
TPTE2	0.160566
CYCSP32	0
MRPS31P2	0.0303725
ESRRAP1	0
CASC4P1	0.0623659
LINC00350	0
RN7SL166P	0
ST6GALNAC4P1	3.46258
RP11-61K9.2	0.165119
RP11-61K9.3	4.80964
KRR1P1	1.61473
RP11-264J4.8	0.0669513
LINC01072	0
GJA3	0.139808
PPIAP28	0
LINC00556	0
GJB2	0.357235
RP11-264J4.10	0
GJB6	0.0777732
MIR4499	0
RP11-476H16.1	0.401435
SLC35E1P1	0.949508
RNU2-7P	0.897103
RP11-172H24.4	0.321669
RP11-261P13.5	0.824855
RANP8	0.0745445
RP11-261P13.6	1.81245
CNOT4P1	0
HNRNPA1P30	0.0311307
PPIAP27	0
RPSAP54	1.28246
LATS2-AS1	0
RNU4-9P	0
RPS12P23	1.2229
IPPKP1	0
FAS-AS1	0
SNORD27	0
SKA3	0.164801
RP11-101P17.14	0
LINC01046	0
ESRRAP2	0.298711
MIPEPP3	3.42547
LINC00539	0.916267
GRK6P1	0.0613953
GAPDHP52	0.205444
RNA5SP25	0
ZDHHC20-IT1	0.759838
HIST1H2BPS3	0
FNTAP2	0.208192
RNU6-59P	0
RPS7P10	3.65775
FGF9	1.58987
RN7SL766P	0
LINC00424	0
LINC00540	0
NME1P1	0
MTND3P1	0
FTH1P7	2.80742
DDX39AP1	0
SNORD36	0
RPL7AP73	0
IPMKP1	0
RFESDP1	0
LINC00621	0.501544
BASP1P1	0
NUS1P2	0.277641
RP11-124N19.3	0
RP11-124N19.4	4.11337
HMGA1P6	0
RNY3P4	0
LINC00362	0
SGCG	0.209597
RNU6-58P	0
TATDN2P3	0
SDAD1P4	0
RPLP1P13	0
SACS-AS1	0.038053
LINC00327	0.21479
LINC00352	0
TNFRSF19	3.98119
MTCO3P2	0
PCOTH	0.319559
C1QTNF9B	0.259356
ANKRD20A19P	0.0352458
SPATA13	0.0598201
IPO7P2	0.0752819
MIR2276	0
SPATA13-AS1	0
C1QTNF9	0.168548
C1QTNF9-AS1	0
RP11-307N16.7	0
NUS1P3	0
LINC00566	0
CYCSP33	0
TPTE2P6	0.64406
PSPC1P2	0
ATP12A	0
RNY1P7	0
RPL26P34	0
IRX1P1	0
ANKRD20A10P	0
RNF17	0.0179796
TPTE2P1	1.19857
RP11-756A22.7	0.955907
SLC25A15P3	0
RPL34P27	1.8908
LSP1P1	0
RP11-458I4.2	0
PABPC3	0.409741
RP11-165I9.10	0
AMER2	0.0130726
LINC00463	0
LINC01053	0
RP11-165I9.9	0
LINC01076	0
RPL23AP69	0
RP11-271M24.2	0.122044
ELOBP1	0
ATP8A2	0.371059
RNU6-78P	0
RP11-467D10.2	0
RN7SL741P	0
RNY1P3	0
SHISA2	0.243241
LINC00415	0
ATP8A2P3	0
PRUNEP1	0
RP11-380N8.7	0.340289
RP11-380N8.6	0
THAP12P6	0
uc_338	0
RPS3AP44	0.336703
WASF3-AS1	0
GPR12	0.0123534
FGFR1OP2P1	0
RP11-545M8.4	0
RPS21P8	0
RPS20P32	0
RP11-144H23.2	0.121276
USP12-AS1	0
USP12-AS2	0.3652
RP11-428O18.6	0.119759
LINC00412	0.31378
SNORD102	0.983137
RNU6-70P	0
LINC01079	0
RNY1P1	0
RNU6-63P	0
RP11-87C7.3	0
NPM1P4	0
GSX1	0
RNU6-73P	0
PLUT	0
PDX1	0
ATP5EP2	0.911453
LINC00543	0.3017
CDX2	0.0124409
URAD	0
RN7SL272P	0
FLT3	0.0724625
KATNBL1P1	0
CHCHD2P8	0
EEF1A1P3	0.289659
RNU6-82P	0
FLT1	3.96092
RP11-95G6.1	0.0623185
EIF4A1P7	0.0512198
Y_RNA	0
RNU6-53P	0
CYP51A1P2	0.148315
RP11-161P17.2	0
POM121L13P	0
MTUS2	2.28005
MTUS2-AS2	0
GAPDHP69	0
RP11-351N4.4	0
MTUS2-AS1	0.0903156
Metazoa_SRP	0
TIMM8BP1	0
LINC00297	0
LINC00572	0
LINC00544	0
RP11-629E24.2	0
LINC00365	0.0452226
LINC00384	0.0211408
RP11-490N5.3	0.342977
RNU6-64P	0
PRDX2P1	0
LINC00427	0.363276
LINC00426	0.142888
RP11-374F3.5	0.333421
LINC01058	0.33968
UBE2L5P	0.163011
RBM22P2	1.4402
MFAP1P1	0.936484
PTPN2P2	0.10044
Metazoa_SRP	0
LINC00398	0.408292
TEX26-AS1	0.110533
LINC00545	0
TEX26	0.0540821
RP11-252M21.6	0
LINC01066	0
WDR95P	0
ANKRD26P4	0.192404
RP11-326L9.1	0
RP11-326L9.2	0
RXFP2	0
EEF1DP3	0.208674
RP1-257C22.2	0.225159
Metazoa_SRP	0
LINC01073	0
FRY-AS1	0.09062
ZAR1L	0
BRCA2	0.354987
IFIT1P1	0.0660066
ATP8A2P2	0.172098
RNY1P4	0.484333
RP11-380B4.3	0.532873
LINC00423	0
TOMM22P3	0
KL	0.333074
STARD13-IT1	0.210983
STARD13-AS	0.203433
RP11-141M1.1	0.054688
RP11-141M1.4	0.243889
RP11-141M1.3	0.667054
RP11-37L2.1	0.597311
RP11-179A7.2	0.0956514
RNU5A-4P	0
RP11-142E9.1	0.649386
RP11-218I21.2	0.121311
VDAC1P12	0
SNORA25	0
RP11-282M24.1	0
RP11-16D22.2	0
LINC00457	0
RP11-266E6.3	0
GAMTP2	0
Metazoa_SRP	0
RP11-307O13.1	0.101877
SCAND3P1	0.170802
PHBP13	0.202238
MAB21L1	1.17092
LINC00445	0
SOHLH2	0.137946
CCDC169	0.120353
RNU6-71P	0
CCNA1	0.722668
HIST1H2APS6	0
GAPDHP34	0
TCEAL4P1	0
ARL2BPP3	0
NDE1P2	0
SMAD9-IT1	1.41769
LAMTOR3P1	0
RPL29P28	0
EIF4A1P5	0.0771094
CSNK1A1L	0.0627997
RP11-676B18.2	0
RP11-676B18.1	0
RN7SKP1	0
RPS12P24	0
LINC01048	0
LINC00547	0
POSTN	1.99225
TRPC4	3.80618
RNA5SP26	0
RP11-93G5.1	0.1448
HSPD1P9	0
LINC00571	0.23072
RP11-131P10.2	0
LINC00437	0
LINC00366	0
PRDX3P3	0
FREM2	0.75967
RNU6-56P	0
FREM2-AS1	0
PLA2G12AP2	0
ANKRD26P2	0
STOML3	0
RP11-50D16.4	0.547325
NXT1P1	0
MIR4305	0
RNY4P14	0
CDKN2AIPNLP3	0
AZU1P1	0
SNORD116	0
LINC00598	0.387456
LINC00332	0.141279
RPL17P51	0
RNY3P9	0
RN7SKP2	0
RLIMP1	0.464445
MIR320D1	0
Metazoa_SRP	1.10775
SLC25A15	3.19565
MIR621	0.888384
TPTE2P5	1.60624
CYCSP34	3.37186
SUGT1P3	0.521818
RGS17P1	0.62056
MIR3168	0
RN7SL597P	0
RP11-74J13.8	0.848905
CALM2P3	0.506122
KBTBD7	4.01126
MORF4L1P4	0
RP11-74J13.9	1.43308
RAC1P3	0
RNU6-57P	0
TUBBP2	0.364742
OR7E36P	0
OR7E155P	0.0976193
OR7E37P	0
MIR5006	0
RN7SL515P	0
RNU6-74P	0
KARSP1	0
VWA8-AS1	0.0881491
RPS28P8	0
RP11-187A9.3	0.406737
MAPK6PS3	0.0638322
CHCHD2P11	0
FHP1	0
RP11-413N19.2	0
FABP3P2	0
TNFSF11	0
FAM216B	0.0354386
LINC01050	0
LINC00428	0
EPSTI1	4.91367
ZDHHC4P1	0
DNAJC15	2.31466
LINC00400	0
RP11-460G11.2	0
RPL36P19	0.210985
ENOX1-AS2	0
ENOX1-AS1	0.0545052
RP11-168P13.1	0.778784
CCDC122	3.23966
RP11-5G9.5	1.25191
RP11-5G9.6	0
LINC00284	0.0622242
DGKZP1	0.308599
LINC00390	0
SMIM2-AS1	0.125006
SMIM2	0
SMIM2-IT1	0
RP11-478K15.7	0
RP11-478K15.6	0.0275442
RP11-269C23.5	3.96951
TUSC8	0
RP11-71C5.2	0
TSC22D1-AS1	2.89276
SMARCE1P5	0.463344
LINC00407	0.264927
RP11-442J21.2	0
LINC00330	0
RN7SL49P	1.6743
RP11-321C24.1	0
RN7SKP3	0
RN7SKP4	0
RP11-321C24.4	0
KCTD4	0.0615557
RP11-290D2.5	0
SNORA31	0
RP11-290D2.3	0.488076
SLC25A30-AS1	0.846538
PPIAP25	0
ERICH6B	0.52765
RNA5SP27	0
TIMM9P3	0
COX4I1P2	0
LINC01055	0.027015
AKR1B1P4	0
SPERT	0.0213036
Metazoa_SRP	0
SIAH3	0.0241543
CPB2-AS1	0.133841
CPB2	0.0845556
RP11-139H14.5	0.0554593
RN7SL288P	0
LRRC63	0.0631023
RN7SKP5	0
FAM206BP	0
LINC00563	0
RUBCNL	0.620889
RNU2-6P	0
RNU6-68P	0
LINC01198	0.0428424
OR7E101P	0
RP11-189B4.7	0
COX17P1	0
FKBP1AP3	0
RP11-165D6.1	0.656375
HTR2A	0.127049
HTR2A-AS1	0
GNG5P5	0
RN7SL700P	0
NAP1L4P3	0.254838
RPL27AP8	0
RP11-279N8.1	0
LINC00444	0
LINC00562	0.232713
SUCLA2-AS1	0.27868
RP11-90M2.5	1.12111
MED4-AS1	0.186239
POLR2KP2	0
LINC00441	0.730428
PPP1R26P1	0.159258
PCNPP5	0.437491
RP11-305D15.8	0.225915
Metazoa_SRP	0
RP11-165D7.5	0.78493
LINC01077	0
LINC00462	0
CYSLTR2	1.16479
PSME2P2	3.84712
RP11-156K23.3	3.61231
RNU6-60P	0
RAD17P2	0.0548601
RNY3P2	0
COX7CP1	1.82218
OGFOD1P1	0.12991
MLNR	0.0693021
