Name	Brain - Cerebellar Hemisphere
LYPLA1P1	0
IQUB	0.405661
RP11-332K15.1	0
RNU6-296P	0
ASB15	0.0253072
RP11-390E23.3	0
LMOD2	0.0872685
RNU6-11P	0
HYALP1	0
HYAL4	0
SPAM1	0
RP4-630C24.1	0
RP4-630C24.3	0.225251
TMEM229A	2.14167
RP5-921G16.1	0.412472
RP11-264K23.1	0.0411012
RP5-921G16.2	0
SSU72P8	0
RP5-1106E3.1	0
RNU6-102P	0
RP5-907C10.3	1.19174
GPR37	4.66144
C7orf77	0
POT1-AS1	0.418803
EEF1GP1	0.0365914
RP11-3B12.5	0
RP11-3B12.4	0.896397
RP11-3B12.2	0.112209
RP11-3B12.3	0
RP11-420H19.3	0
RP11-420H19.1	0
RP11-420H19.2	0
RP11-807H17.1	0.079671
AC005276.1	0
AC000370.2	0
GRM8	0.473364
AC000374.1	0
AC000367.1	0
AC000362.1	0
MIR592	0
AC000099.1	0
PRELID3BP10	0
AC000123.3	3.99574
AC000123.4	2.35929
AC000123.2	0.750667
AC000124.1	0
FSCN3	0.815722
PAX4	0
AC073934.6	0
RP11-20L24.1	0
SND1-IT1	0.745051
MIR593	0
MIR129-1	0
LEP	0.0474065
RP11-62J1.4	2.93155
RNU7-27P	0
RP11-155G14.1	0
RNU7-54P	0
RP11-155G14.5	3.34942
Metazoa_SRP	0.14541
RP11-212P7.2	3.41604
RP11-212P7.1	0.345599
RNU6-177P	0
RP11-274B21.5	0
FAM71F2	4.9906
IMP3P2	0
RNA5SP242	0
RNA5SP243	0
FAM71F1	0.126579
RN7SL81P	0.287833
OPN1SW	1.62507
FLNC	2.85075
RP11-309L24.2	4.04433
RP11-309L24.6	0
IRF5	2.50476
RP11-309L24.10	0.54662
RN7SL306P	0
ODCP	0.251812
TPI1P2	0.176952
RP11-128A6.3	0
RP11-286H14.2	0
RP11-286H14.1	0
CYCSP20	0
RP11-286H14.4	0.301075
RNY1P11	0
RP11-286H14.8	0.338096
RP11-305M3.2	0.388415
SNRPGP3	0
RNU1-72P	0.458686
SMKR1	3.59191
RP11-448A19.1	1.46185
MIR182	0
MIR96	0
MIR183	0
RP11-738B7.1	0
RP11-306G20.1	0.10377
Y_RNA	0
RNA5SP245	0
RP11-775D22.2	0.410038
RP11-775D22.3	0.0986105
SSMEM1	0
RP11-190G13.4	0
CPA2	0.335959
CPA4	0.101206
CPA5	0
CPA1	0.69466
CEP41	3.13764
RP11-2E11.5	0.214224
MESTIT1	0.174036
MEST	3.72533
RP11-2E11.6	0.178355
RNA5SP246	0
AC009274.6	0
TSGA13	0
KLF14	0
RP11-36B6.1	0.0536564
AC016831.5	0.295832
AC016831.3	0.419474
AC016831.6	0.101257
LINC00513	0.154642
MIR29A	0
AC058791.1	0.93977
RP11-138A9.1	0.112799
RP11-138A9.2	0.293226
RNU6-1010P	0
AC009362.2	0
MKLN1-AS	2.28479
RP11-180C16.1	0.215042
AC008264.4	0
EEF1B2P6	0.3225
AC093106.4	0
AC093106.6	0
NDUFB9P2	0.0996255
AC009518.2	0
AC009518.3	0
AC009518.4	0
AC105443.2	0
PLXNA4	3.43781
AC018643.4	0
AC011625.1	0
FLJ40288	0
SNORD46	0
AC009365.4	0
AC009518.8	0
RNU6-92P	0
AC083873.4	0.198344
MIR6133	0
AC083875.2	0
COX5BP3	0
AC007790.4	0
LRGUK	0.198605
AC008154.4	0
AC008154.5	0
RP11-38M8.1	0.131295
AKR1B10	0.022457
AKR1B15	0
AC009276.4	0
TUBB3P2	0
AGBL3	1.46146
C7orf49	2.39557
AC083862.6	0.507114
TMEM140	3.89595
RP11-134L10.1	0.938561
AC009542.2	0.104165
MIR6509	0
STRA8	0
RP11-260N14.1	0
SDHDP2	0
RP11-751K21.1	1.68582
AC093107.7	0.395529
RNU6-1154P	0
SLC13A4	0.627788
RP11-644N4.1	1.8064
FAM180A	0.0160461
AC015987.1	0.0754965
RNU6-223P	0
AC024084.1	0
AC009784.3	0
Y_RNA	0
AC009784.4	0
AC009541.1	0
AC009264.1	0
PSMC1P3	0
CHRM2	0.156708
KRT8P51	0
AC009517.2	0
SNORD81	0
AC078842.4	0
AC078842.3	2.70388
RP11-84E17.1	0
AC009245.3	0.574736
CREB3L2	1.80798
AC022173.2	0
AKR1D1	0
AC009263.2	0
AC024082.3	0
AC024082.4	0
RN7SKP223	0
RCC2P3	0
AC083867.4	0
Y_RNA	0
SNORA51	0
AC008155.2	0
AC008155.1	0
IMPDH1P3	0
AC013429.5	0
SVOPL	0.016977
SNORA40	0
AC013429.4	0
AC020983.5	0
UQCRFS1P2	0
ATP6V0A4	0.114487
TMEM213	0.0132834
KIAA1549	0.614602
RNU6-1272P	0
ZC3HAV1L	0.0970279
ZC3HAV1	0.921578
RP11-383F6.1	0
TTC26	3.37279
RP11-365F18.3	0.12013
RP11-365F18.6	0.75016
RP11-365F18.1	0.648931
MZT1P2	0.122377
RNU6-206P	0
RP11-634H22.1	1.79066
RNU6-911P	0
KLRG2	0.0154655
RP4-701O16.5	0.0216386
ERHP1	0.171068
TBXAS1	0.539197
PARP12	1.42838
Y_RNA	0
JHDM1D-AS1	3.24138
RNU6-797P	0
RNU1-58P	0
RP5-1136G2.1	0
PPP1R2P6	0.0925317
RNA5SP247	0
RNA5SP248	0
RAB19	0
RP11-723C11.2	0
Y_RNA	0
RN7SL771P	0.180419
NDUFB2-AS1	1.94767
RNU6-85P	0
RP4-813F11.3	0
CCT4P1	0
RNU4-74P	0
RP5-1173P7.1	0
NDUFB10P2	0
RP5-842K16.1	0
RP5-842K16.2	0
RP11-744I24.3	0.298628
RP11-744I24.2	0.0744228
RP5-894A10.6	4.47312
WEE2-AS1	0.677284
WEE2	0.143322
RNU1-82P	0
TAS2R3	0.345527
TAS2R6P	2.85096
MTCO1P55	0
MTND2P5	0.0734118
MTND1P3	0.100582
MYL6P4	0
PRSS37	0.462473
OR9A3P	0.114136
OR9A1P	0
MGAM	0.0574602
OR9N1P	0.108926
OR9A4	0
CLEC5A	0.312108
TAS2R38	0
MGAM2	0.00678838
MOXD2P	0
PRSS58	0
TRY2P	0
U66059.58	0
PRSS3P3	0
TRBV1	0
TRBV2	0
TRBV3-1	0
TRBV4-1	0
TRBV5-1	0
TRBV6-1	0
TRBV7-1	0
TRBV4-2	0
TRBV6-2	0
TRBV7-2	0
TRBV8-1	0
TRBV5-2	0
TRBV6-4	0
TRBV7-3	0
TRBV8-2	0
TRBV5-3	0
TRBV9	0
TRBV10-1	0
TRBV11-1	0
TRBV12-1	0
TRBV10-2	0
TRBV11-2	0
TRBV12-2	0
TRBV6-5	0
TRBV7-4	0
TRBV5-4	0.0890685
TRBV6-6	0
TRBV7-5	0
TRBV5-5	0
TRBV6-7	0
TRBV7-6	0
TRBV5-6	0
TRBV6-8	0
TRBV7-7	0
TRBV5-7	0
TRBV7-9	0
TRBV13	0
TRBV10-3	0
TRBV11-3	0
TRBV12-3	0
TRBV12-4	0
TRBV12-5	0
TRBV14	0
TRBV15	0
TRBV16	0
TRBV17	0
TRBV18	0
TRBV19	0.0876446
TRBV20-1	0.268929
TRBV21-1	0
TRBV22-1	0
TRBV23-1	0
TRBV24-1	0
MTRNR2L6	0.222933
TRBV25-1	0
TRBVA	0
TRBV26	0
TRBVB	0
TRBV27	0
TRBV28	0
PGBD4P1	0
TRBV29-1	0
PRSS1	1.14871
PRSS2	2.30678
PRSS3P1	0
WBP1LP1	0
TRBD1	0
TRBJ1-1	0
TRBJ1-2	0
TRBJ1-3	0
TRBJ1-4	0
TRBJ1-5	0
TRBJ1-6	0
TRBC1	0.590734
TRBJ2-1	0
TRBJ2-2	0
TRBJ2-2P	0
TRBJ2-3	0
TRBJ2-4	0
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	0
TRBV30	0
TRPV6	0.591205
RP11-114L10.2	0
TRPV5	0.0754989
C7orf34	0.198058
KEL	0.678256
OR9A2	0
OR9P1P	0
OR6V1	0
OR6W1P	0
PIP	0.170252
TAS2R39	0
RP11-556I13.2	0
TAS2R40	0
RP11-556I13.1	0
AC073342.12	0.364037
TMEM139	0.698839
RN7SL535P	0.252336
RN7SL481P	0.821329
HINT1P1	0.225314
CLCN1	0.237223
MIR6892	0.756003
EPHA1	4.26409
EPHA1-AS1	0.148175
TAS2R62P	0
TAS2R60	0
TAS2R41	0
OR2R1P	0
OR10AC1	0.0527657
AC073264.10	0
PAICSP5	0
CTAGE15	0
RNU6-162P	0
AC073264.6	0
TCAF1P1	1.70175
TCAF2	0.868122
RP11-298A10.2	0
RP11-298A10.1	0
RNU6-267P	0
CTAGE6	0
RP11-61L23.2	0.101714
PAICSP6	0
RP11-307I2.1	0
TCAF2P1	0.118369
OR2F2	0
RP4-669B10.3	0
OR2F1	0
RP4-669B10.6	0
OR2Q1P	0
SLC16A1P1	0
OR6B1	0
OR2A5	0
OR2A25	0
OR2A41P	0
OR2A12	0
OR2A2	0
OR2A15P	0
OR2A14	0
OR2A13P	0
OR2A3P	0
OR2AO1P	0
CTAGE4	0
ARHGEF35	0.0254462
RP4-545C24.1	0
OR2A42	0
OR2A20P	0
OR2A1-AS1	0.0588771
OR2A7	0
CTAGE8	0
ARHGEF34P	0.0342898
OR2A9P	0.0172838
OR2A1	0
ARHGEF5	0.151242
NOBOX	0
RP4-545C24.5	0
RNU6ATAC40P	0
TPK1	2.12835
EEF1A1P10	0.0816218
RN7SKP174	0
EI24P4	0
AC073310.4	0
RPL7P59	0
AC004911.2	0
AC073055.2	0
AC006007.1	0
RP11-13M3.1	0
uc_338	0
Y_RNA	1.38444
AC006004.1	0
DUTP3	0
RANP2	0
MIR548F4	0
AC005518.2	0.0471208
RP4-777G9.1	0
RNU6-1184P	0
RNA5SP249	0
RN7SL456P	0
U3	0
RN7SL72P	0
RP11-163I18.2	0
RP5-958B11.2	0
RP5-958B11.1	0
AC005229.5	0
C7orf33	0
AC005229.7	0
RP5-1136G13.1	0
RP5-1136G13.2	1.18551
RNU7-20P	0
Metazoa_SRP	0
RN7SL569P	0
RNY4	0
RNY3	0
RNY1	0.808388
GHET1	0.855018
RNU6-650P	0
COX6B1P1	0
RN7SL521P	2.76922
RP4-800G7.1	0.870584
RP4-800G7.3	0.62679
AC004941.5	0
NPM1P12	0
AC004941.3	0.0473366
RP11-143I21.1	0.219817
RP4-751H13.7	3.68322
RP11-728K20.2	0.713166
RP11-545G3.1	0.189636
RP11-545G3.2	4.20517
ACTR3C	0.564992
ZBED6CL	1.76889
RP4-584D14.7	0.820251
RP4-584D14.5	0.82573
RP4-584D14.6	0.509171
LINC00996	0.0475888
GIMAP8	1.25456
RP11-511P7.4	0
STRADBP1	0
ALDH7A1P3	0
GIMAP4	3.79487
RP11-632K21.7	0
RP11-632K21.3	0
GIMAP6	1.95767
RP11-632K21.6	0
GIMAP2	1.20052
GIMAP1	0.942046
GIMAP5	3.11701
GIMAP3P	0
BET1P1	0
AOC1	0.0116017
NOS3	1.36719
ATG9B	1.52764
RP11-148K1.10	0.556166
SLC4A2	4.39037
GBX1	0.0562184
ASB10	0
IQCA1L	0.0200625
RP4-548D19.3	0
RP5-1070G24.2	0.332299
WDR86	1.57002
WDR86-AS1	0.0966389
RP4-555L14.4	0
CRYGN	0.0572169
MIR3907	0
RN7SL76P	0.238014
ETF1P2	0.0444398
RP13-452N2.1	0.142114
RNU6-604P	0
Y_RNA	0
RP11-796I2.1	0
GALNTL5	0
Metazoa_SRP	0
RP5-981O7.2	1.4505
YBX1P4	0.261689
RP11-208G20.3	0
RP11-208G20.2	0
SEPT7P6	0.104086
Y_RNA	0
FABP5P3	0.11071
CCT8L1P	0.0878614
AC104843.4	0
RNA5SP250	0
AC104843.3	0
SNORA26	0
XRCC2	0.746263
ATP5F1P3	0
RN7SL845P	0
AC079809.2	0
LINC01287	0.155848
PAXBP1P1	0
AC005588.2	0.378044
RP5-1048B16.1	0.145628
AC006019.3	0.202458
AC006019.4	0.411189
RP11-476H24.1	0.0683459
RP11-5C23.1	3.11704
RP11-5C23.4	0
RP11-279O22.1	0
AC092628.3	0
RN7SKP280	0
AC099552.4	0
AC099552.3	0.446414
RP11-1430O6.1	0.237151
AC099552.2	0
BLACE	0.0133763
AC008060.8	2.9078
AC008060.5	1.8465
SHH	0.268529
AC021218.2	0
Y_RNA	0
RP11-362B23.1	0
AC073133.2	0
AC073133.1	0.0737486
LINC01006	4.37504
LINC00244	0.0947381
AC005534.6	2.07856
RNF32	1.22598
AC005534.8	0.368271
RNU4-31P	0
RP5-1121A15.3	0.41038
MNX1	0.101726
MNX1-AS2	0.245226
MNX1-AS1	0
RP4-639J15.1	0
RP4-639J15.2	0
RP4-639J15.3	0
RPS27AP12	0.260575
RP4-814D15.1	0.0758152
RP5-1142J19.2	0.581922
RP5-1142J19.1	0
AC006372.4	0
AC006372.5	0
AC006372.6	0
RP11-331D5.2	0.0745119
MIR153-2	0
AC005481.5	0.0344806
AC006003.3	0
AC011899.9	0.0910013
RP11-452C13.1	0
AC011899.10	0.0210535
MIR595	0
AC078942.1	0
LINC01022	0
MIR5707	0
THAP5P1	0.653276
NCAPG2	3.87747
AC019084.7	0
LINC00689	0.0502109
VIPR2	0.500052
PIP5K1P2	0
AC144568.4	0
AC144568.2	0
RP11-585F1.8	0
WBP1LP3	0
OR4F21	0
SEPT14P8	0.232811
RP11-585F1.6	0
RPL23AP53	4.39842
RP5-855D21.2	4.0975
RP11-63E5.6	0
FAM87A	0.103342
RP11-91J19.3	2.69514
RP11-91J19.2	0.527954
ERICH1	2.9051
RP11-43A14.1	0.072559
DLGAP2	0.192058
RP11-43A14.2	0
RP11-555E9.1	0
CTD-3212A4.2	0
CTD-2281E23.3	0
CTD-2281E23.1	0
AF067845.1	0.101666
AF067845.2	0
AF067845.3	0
DLGAP2-AS1	0
CTD-2336O2.4	0
CTD-2336O2.2	0
CTD-2336O2.3	0.953329
MIR596	0
KBTBD11-OT1	3.52327
RP11-439C15.4	4.20213
RP11-439C15.5	1.56518
RP11-1049H7.2	0
MIR7160	0
AC133633.2	0.0892069
CH17-31A6.1	0
CH17-174L20.1	0.316456
AC133633.1	0.0478453
RP11-378A12.1	0.321565
RP11-134O21.1	0.352904
GS1-57L11.1	1.09247
CSMD1	2.26124
RP11-279L11.1	0
RNA5SP251	0
PAICSP4	0.0526961
RP11-221H10.1	0
RP11-221H10.2	0
SNORA70	0
RN7SL318P	0
RP11-29A2.1	0
RP11-745K9.2	0
RPL23AP54	0
RP5-991O23.1	0
RP11-281H11.1	0
RP11-281H11.2	0
RP11-728L1.1	0
RN7SKP159	0
RP11-158A14.1	0
RP11-124B13.1	0
RP11-115C21.2	3.04158
RP11-115C21.4	0
ANGPT2	1.0855
CTD-2541M15.3	2.56863
MCPH1-AS1	0.850815
MIR8055	0
MIR4659A	0
XKR5	0
GS1-24F4.2	0
DEFB1	2.16748
RPL23AP96	0
DEFA6	0
GS1-24F4.3	0
DEFA4	0
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	0
DEFT1P2	0
DEFA3	0.274525
DEFA11P	0
DEFA7P	0
DEFA5	0.129342
AF238378.7	0
AF228730.8	0
RPS3AP30	0.0360263
SNRPCP6	0
SNRPCP15	0
RPS3AP33	0
AF228730.5	0
AF228730.13	0
OR7E125P	0
FAM90A15P	0
FAM90A3P	0
FAM90A4P	0
FAM90A13P	0
FAM90A5P	0
FAM90A20P	0.268885
FAM66B	1.72829
DEFB109P1B	0
USP17L1	0.0596764
USP17L4	0
AC130360.8	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0.147387
RP11-1118M6.2	0
AC084121.14	0
OR7E154P	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
AC084121.17	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0.117578
RP11-1195F20.7	0
USP17L8	0
USP17L3	0
DEFB109	0
FAM90A11P	0.0265432
FAM90A24P	0.0183196
FAM90A12P	0.0523457
OR7E96P	0
RP11-52B19.8	0
RP11-52B19.10	0
MIR548I3	0
RP11-52B19.1	0
SNRPCP17	0
ENPP7P1	0.180671
FAM85B	0.901293
RP11-556O5.6	0.0542248
FAM86B3P	4.30301
ALG1L13P	0.552573
CTA-398F10.1	0
CTA-398F10.2	0
CTD-3023L14.3	0
CTD-3023L14.1	0
CTD-3023L14.2	0
RN7SL178P	0
CLDN23	0.137172
RP11-211C9.1	0
RNU6-682P	0
RP11-62H7.3	0.0997426
RPL10P19	0.426119
SNORA70	0
ERI1	3.74758
MIR4660	0
RNU7-55P	0
Metazoa_SRP	0
PPP1R3B	1.15346
RP11-10A14.3	0.836484
RP11-10A14.4	0.0308093
RP11-10A14.9	0
RP11-10A14.6	0
RP11-10A14.5	0
RP11-10A14.8	0
RP11-115J16.1	0
RP11-10A14.7	0
RNU6-1151P	0
RP11-115J16.3	0
RNU6-526P	0
RP11-115J16.2	0
RP11-375N15.1	0
RP11-375N15.2	1.742
RP11-1081K18.1	0
MIR597	0
RP11-1E4.1	0.197386
RP11-212F11.1	0.674836
RNU6-729P	2.80966
PRSS55	0.587492
RP1L1	0.0355277
MIR4286	0
C8orf74	0
RNA5SP252	0
SOX7	3.79408
CTD-2135J3.3	1.07211
MIR1322	0
RP11-177H2.2	0.13022
XKR6	1.23962
MIR598	0
AF131215.6	0.337901
AF131215.3	0.28133
AF131215.4	0.206091
AF131215.1	0.147414
AF131215.8	2.39124
LINC00529	0
RPL19P13	0
CTC-493P15.2	0
AF131216.7	0.636175
AF131216.6	0.182647
SLC35G5	0.340185
TDH	1.12672
AF131216.5	4.41753
RN7SL293P	0
FAM167A-AS1	0.409283
RNU6-1084P	0
BLK	0.0826998
RP11-148O21.6	0.995628
RP11-148O21.3	0.255243
RP11-148O21.4	0.115286
RP11-148O21.2	0.0788374
LINC00208	0
GATA4	0.0145351
C8orf49	0
SUB1P1	2.20048
RP11-297N6.4	0.149691
RP11-589N15.2	1.57755
RP11-589N15.1	0
OR7E158P	0
OR7E161P	0.0714275
DEFB136	0
DEFB135	0
DEFB134	0.561939
RP11-481A20.4	0.825972
RP11-481A20.8	0
OR7E160P	0
RP11-1236K1.11	0
RP11-1236K1.1	0
RNA5SP253	0
DEFB108P3	0
ZNF705D	0
FAM66D	3.60111
RP11-1236K1.8	0.0475643
USP17L7	0.0526826
USP17L2	0.0339701
DEFB109P3	0.729529
FAM90A2P	0.193921
ALG1L11P	0.753709
FAM86B1	2.42347
AC145124.2	1.0148
ENPP7P12	0.723331
ABC12-47043100G14.2	0
DEFB130	0
RNA5SP254	0
DEFB108P4	0
ZNF705CP	0
FAM66A	1.41352
RP11-351I21.7	0.111817
RP11-351I21.6	0.255783
DEFB109P1	0
RP11-351I21.11	0.223913
FAM90A25P	0.54071
ALG1L12P	0.815256
FAM86B2	0.701725
ENPP7P6	0.236604
RP11-419I17.2	0.72594
RPS3AP34	2.58464
RP11-303G3.6	1.43855
RPS3AP35	0.279941
RP11-303G3.9	0.154013
RP11-303G3.10	0
OR7E8P	0
OR7E15P	0
OR7E10P	0
MIR5692A2	0
MIR3926-1	0
RP11-252C15.1	0
LINC00681	0
RP11-369K16.1	2.07885
RNU6-842P	0
DLC1	2.26699
Y_RNA	0
RP11-10C8.2	0
MTND4P7	0
RNA5SP255	0
C8orf48	0.259755
RP11-145O15.2	0
RP11-436P7.1	0
RP11-436P7.2	0
RP11-480O10.1	0
RP11-480O10.2	0
RP11-510I21.1	0
SGCZ	0.736318
RP11-3G21.1	0.194804
EIF4EP5	0
RNU7-153P	0
Y_RNA	0
RNU6-397P	0
RP11-776K3.1	0
MIR383	0
CTD-2023J5.1	0
RP11-782K4.1	0
RP11-235P11.1	0
PPM1AP1	0.238343
RP11-77B22.1	0
RP11-77B22.2	0
MSR1	1.22726
RP11-447G11.1	0
MRPL49P2	0
RP11-13N12.2	0
RP11-13N12.1	0
RN7SL474P	0
FGF20	3.7439
RP11-468H14.2	0.350907
RP11-468H14.1	0.112752
ADAM24P	0
SLC7A2	1.38611
RP11-349F21.3	0
RP11-349F21.5	0
RP11-349F21.2	0
PDGFRL	1.4662
RP11-349F21.1	0
MIR548V	0
RP11-326L2.1	0.100479
RNA5SP256	0
RP11-156K13.1	0.22294
RP11-806O11.1	0.182713
FGL1	0.201636
RP11-156K13.2	0
RP11-156K13.3	0.127603
CTD-2547L16.1	1.54003
CTD-2547L16.3	0.216775
NAT1	0.358519
MTND4LP26	0
NATP	0
RP11-685B14.1	0.151703
RP11-685B14.3	0.338487
NAT2	0.171933
RP11-161I2.1	0.0437861
RPL35P6	0.140711
RP11-108A14.2	0
RP11-108A14.1	0
SNORA62	0
RP11-420B22.1	0
RP11-420B22.2	0
RP11-1080G15.1	0
RP11-1080G15.2	0
RP11-618M23.1	0
RP11-618M23.2	0
RP11-618M23.4	0
RP11-618M23.3	0
SH2D4A	0.354641
RP11-618M23.5	0.208523
CSGALNACT1	1.56874
RP11-1105O14.1	0
AC100802.3	0
RPL30P9	0
SLC18A1	0.0146068
RNU6-892P	0.760414
LZTS1	1.10306
LZTS1-AS1	0
RP11-563N12.2	0
RP11-404E12.1	0
RP11-108E14.1	0
TMEM97P2	0
RP11-369E15.1	0
RP11-369E15.3	0.233169
RP11-369E15.4	0
RP11-369E15.2	0
LINC02153	0
RP11-421P23.2	0
RP11-279N21.1	0
RP11-24P4.1	0
GFRA2	1.28175
OR6R2P	0
DOK2	0.190869
SFTPC	1.27637
CTD-2530N21.5	0.0515465
MIR320A	0
PIWIL2	1.64399
CTD-2036J7.1	0
RNU6-336P	0
RP11-382J24.2	0.470495
RP11-582J16.4	3.97156
RP11-582J16.3	0.375301
CTD-3247F14.2	0
EGR3	0.233815
PEBP4	4.59954
RP11-459E5.1	0
RP11-87E22.2	0.0261614
RP11-87E22.1	0
RN7SL303P	0
RP11-875O11.1	1.87794
TNFRSF10B	2.07905
RP11-875O11.2	0
RP11-875O11.3	0
TNFRSF10C	0.184541
TNFRSF10D	0.738692
RP11-1149O23.2	0.0809826
TNFRSF10A	0.323205
RPL23AP55	0
RP11-1149O23.3	0.0380429
LOXL2	4.67056
RP11-177H13.2	0.228503
CTC-756D1.2	0.0490607
CTC-756D1.1	0.0949143
CTC-756D1.3	0
RNU4-71P	0
FAM60DP	0
NKX3-1	0.208017
NKX2-6	0
RP11-175E9.1	0
RP11-213G6.2	0
RP11-175E9.2	0
SNORA67	0
STC1	0.299563
RNU1-148P	0
RP11-203E8.1	0
ADAM28	0.40335
RP11-624C23.1	0
ADAMDEC1	0
ADAM7	0
RP11-561E1.1	0
MIR6841	0
CTD-2168K21.1	0
RP11-429O2.1	0
DOCK5	1.41815
MIR6876	0
CDCA2	0.0301085
RP11-219J21.1	0
RP11-219J21.2	0
RP11-299D14.2	0
EBF2	0.0445976
RNA5SP258	0
RP11-98P2.1	0
SDAD1P1	0.765864
RP11-14I17.2	0
RP11-14I17.1	0.0830101
RP11-14I17.3	0.102338
RP11-1G11.2	0
ADRA1A	0.472401
RP11-384C12.1	0
COX6B1P4	0
RP11-613H2.3	0
RP11-613H2.1	0
MIR548H4	0
RP11-613H2.2	0.0423572
RP11-521M14.2	0
RP11-521M14.1	0.0921447
MIR6842	0
CHRNA2	1.51345
GULOP	0.0635458
RNU6-1086P	0
RP11-16P20.2	0
RP11-16P20.4	0.232419
RP11-16P20.3	0.458149
ESCO2	0.0310177
RNU6-1276P	0
PBK	0.0246797
RP11-1149M3.2	0
SCARA5	0.0984481
MIR4287	0
RP11-597M17.3	0
RP11-597M17.2	0
RP11-597M17.1	0
NUGGC	0.0135823
RP11-380I10.2	0
RP11-380I10.3	0
RP11-380I10.4	0
RPL5P22	0.0749983
PNOC	0.357164
RP11-181B11.1	2.79131
RNU6-178P	0.443262
RP11-181B11.2	0.130091
MIR4288	0
RNA5SP259	0
EXTL3-AS1	4.30719
RP11-662B19.2	0.365662
RP11-662B19.1	0
Metazoa_SRP	0
HMBOX1-IT1	0
RNA5SP260	0
CTD-2647L4.4	3.67086
KIF13B	3.83335
CTD-2647L4.1	0
HMGB1P23	0
RP4-676L2.1	0
RP11-486M23.1	0
RP11-486M23.2	0
RP11-486M23.3	0
RPL17P33	0
LINC00589	0
LINC02099	0
RP11-94H18.1	0
RP11-94H18.2	0
RP11-489E7.1	0
LINC02209	0
MIR3148	0
MAP2K1P1	0.0671063
RNU6-1218P	0
RP11-489E7.4	0.700399
RPS15AP24	0.439093
MBOAT4	0.120557
RP11-51J9.4	0.253442
HSPA8P11	1.42987
CTD-2345M20.2	0
CTD-3107M8.1	0
CTD-3107M8.2	0
TUBBP1	0.332397
RBPMS-AS1	0.0684337
RBPMS	2.23686
CTD-2373N4.3	0.425119
CTD-2373N4.5	0.126423
RNU5A-3P	0
UBXN8	4.95114
RP11-465K4.4	0
TEX15	0.0313165
RP5-1009N12.1	0
RP11-293D9.2	0.5122
WRN	4.3075
SUMO2P16	0
RP11-363L24.3	0.0855022
KCTD9P6	0
RP11-566H8.3	0
RP11-566H8.2	0
RP11-566H8.1	0
RNA5SP261	0
NRG1	1.22734
NRG1-IT1	0.0677898
RNA5SP262	0
RNA5SP263	0
NRG1-IT3	0
RNU6-663P	0
RP11-11N9.4	0.86923
MTND1P6	0
MTND2P32	0
RANP9	0
RP11-451O18.1	0
RNU6-528P	0
FUT10	2.01834
RP11-359B20.1	0
RP11-359B20.5	0
SNORA70	0
RPL10P18	0
RN7SL621P	0.203812
RP11-317N12.1	0.869673
BUD31P1	0
RN7SL457P	0
VENTXP5	0
RP1-273G13.1	0
RP1-273G13.2	0.292814
RP1-273G13.3	0
RP11-431M3.1	0.0274082
RP1-84O15.2	0
RP11-431M3.2	0
RPL10AP3	0
LINC01288	0
RP11-734J24.1	0.332604
UNC5D	1.21944
RP11-595O22.1	0
LSM12P1	1.21191
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0.111394
SMARCE1P4	0
RP11-527N22.1	0.0130963
RP11-527N22.2	0.259041
LINC01605	0.20314
RP11-150O12.2	0
RP11-150O12.6	0.0712352
RP11-150O12.5	0
RP11-150O12.3	0
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0
RP11-863K10.7	1.0468
RP11-863K10.4	4.00289
RAB11FIP1	1.51743
RN7SL709P	0
GOT1L1	0
ADRB3	0
RPL12P48	0
EIF4EBP1	4.78711
KB-1836B5.1	0.349766
KB-1836B5.4	1.21263
RNU6-988P	0
RP11-90P5.5	0
STAR	1.33565
RP11-90P5.2	0
RNU6-323P	0
RP11-90P5.1	0
RP11-513D5.5	0.989723
RP11-513D5.2	0.136311
RP11-350N15.5	0.590918
C8orf86	0.286499
RP11-675F6.4	3.7313
RNF5P1	2.4335
RP11-495O10.1	0
Y_RNA	0
RP11-723D22.2	0
RP11-723D22.3	0.596714
PLEKHA2	1.8567
HTRA4	0.0366036
SNORD38	0
ADAM32	0.981868
RPL3P10	0
RP11-1113C11.2	0
ADAM5	0
