Name	Brain - Frontal Cortex (BA9)
MIR548A3	0
NDUFA5P2	0
ZFPM2	4.02076
RP11-85M22.1	0.0932882
RP11-200A13.1	0
RP11-200A13.3	0
RP11-200A13.2	0
RP11-574O7.1	0.0452063
TMCC1P1	0
RP11-273P3.1	0
RP11-642D21.2	0
RP11-642D21.1	0
RPL12P24	0
ZFPM2-AS1	0.0812783
RP11-152P17.3	0
Y_RNA	0
SLC16A14P1	0
RP11-778D12.2	0
RP11-649G15.2	0.0712453
TAGLN2P1	0.0983383
RNU7-84P	0
ABRA	0.231631
KB-1433G4.1	0
HMGB1P46	0
ANGPT1	0.558495
PGAM1P13	0
RNA5SP275	0
NRBF2P4	0
AP001331.1	0.0464729
RP11-35G22.1	0
RPS17P14	0
RP11-25P11.2	0
RP11-790J24.1	0
TMEM74	1.37766
TRMT10BP1	0
RP11-1084E5.1	0
TRHR	0
NUDCD1	4.26972
RP11-122A21.2	0
PKHD1L1	0.0128727
RP11-419L20.2	0
RP11-422N16.3	0.386039
RP11-25D10.2	0
U2	0
RP11-25D10.1	0
RPSAP48	0
RP11-211F2.1	0
CTD-2544L4.1	0
RP11-238I10.1	0.267514
KB-1299A7.2	0
NDUFB9P3	0
MTCO1P47	0
LINC01608	0.618986
LINC01609	0
RP11-114O8.1	0
EEF1A1P37	0
RP11-1101K5.1	0
SERPINA15P	0
RP11-58O3.1	0
RP11-58O3.2	0
RNU4-37P	0
CSMD3	2.27337
RPL30P16	0
MIR2053	0
RP11-709P2.1	0
RP11-67H2.1	0
Y_RNA	0
RP11-267L5.1	0
RP11-393K19.1	0
CARSP2	0
TRPS1	2.3564
AF178030.2	0
LINC00536	0
RNA5SP276	0
RP11-536K17.1	0
UTP23	4.13437
RAD21-AS1	0.284154
AARD	0.767892
SLC30A8	0.021008
RN7SL228P	0
RP11-1059L18.1	0
RP11-654G14.1	0
RN7SL826P	0
SNORA31	0
RPS10P16	0
EXT1	3.62241
AC113188.2	0
AC023590.1	0.0220684
SAMD12-AS1	0.0951021
RPS26P35	0
TNFRSF11B	1.29791
RNU6-12P	0
RP11-278I4.1	0
COLEC10	0.128677
RP11-278I4.2	0
MAL2	0.129794
MIR548AZ	0
SNORA32	0
RP11-775B15.2	0
RP11-775B15.3	0
CYCSP23	0
RN7SKP153	0
TAF2	4.98679
DSCC1	2.10592
RP11-85I17.2	0.119586
RN7SL396P	0
KB-1471A8.1	0.0449567
RNA5SP277	0
RP11-760H22.2	2.89022
COL14A1	0.33176
MTBP	2.14463
SNTB1	2.64735
NCAPGP1	0
RP11-713M15.1	0
RP11-713M15.2	0.0764489
RP11-369K17.1	0
RP11-369K17.2	0
RPL35AP19	0
HAS2	0.220932
HAS2-AS1	0.159456
RP11-3G20.1	0
RP11-3G20.2	0
RP11-785H20.1	0
RP11-398G24.2	0
MRPS36P3	0
SMILR	0
RP11-96B2.1	0
LINC01151	0
snoU13	0
RP11-973F15.2	0
CDK5P1	0
RP11-44N11.2	0.757878
RP11-44N11.3	0.226393
RP11-44N11.1	0
RP11-557C18.4	0
RP11-557C18.3	0
TBC1D31	2.48855
HMGB1P19	0.0817155
FAM83A	0.0155122
U3	0
RP11-539E17.5	0
RP11-539E17.3	0
FAM83A-AS1	0
MIR4663	0
UBA52P5	0.111102
RNU6-628P	0
RP11-468O2.1	0.104057
ATAD2	4.37302
RNU6-875P	0
DUTP2	0
IMPDH1P6	0.0339631
U4	0
RP11-174I12.2	0
RN7SKP155	0
CTD-2552K11.2	0
KLHL38	0.407473
ANXA13	0.0589483
FER1L6	0.0183328
RP11-245A18.1	0
FER1L6-AS1	0
RP11-959I15.4	0
FER1L6-AS2	0.390536
RP11-959I15.1	0
ARF1P3	0
RP11-37N22.1	0.537001
RNU6-756P	0
RP11-383J24.1	0
RP11-383J24.2	0
RNF139-AS1	0.942731
RP11-158K1.3	2.14071
MIR6844	0
RP11-532M24.1	0.871824
RP11-1082L8.3	0.0322725
MIR4662B	0
LINC00964	0.0582078
RP11-1082L8.1	0
RP11-1082L8.2	0
ZNF572	0.589583
RP11-6D1.3	0
WASHC5-AS1	0.148637
RN7SL329P	0
RP11-550A5.2	0
RP11-136O12.2	0
RP11-697B24.1	0
RNU6-442P	0
LINC00861	0.0417967
SOD1P3	0
RP11-622O11.4	0
KNOP1P5	0
RFPL4AP5	0
RP11-65D17.1	0
RP11-103H7.1	0
RP11-103H7.2	0
RNU6-869P	0
RP11-103H7.3	0
FAM84B	3.20487
RP11-89K10.1	0
RP11-89K10.2	0
RNU11-4P	0
RP11-351C8.1	0
PCAT1	0.00758262
PCAT2	0
PRNCR1	0.0059398
CASC19	0
CCAT1	0
CASC8	0
RP11-382A18.3	0
CASC21	0
CCAT2	0
POU5F1B	0.0286618
CASC11	0.0108642
MYC	2.07762
PVT1	0.509497
TMEM75	0
MIR1205	0
RNU1-106P	0
MIR1206	0
RP11-55J15.2	0
RNU4-25P	0
MIR1207	0
MIR1208	0
RN7SKP226	0
LINC00824	0
LINC00976	0
LINC00977	0
RP11-1057N3.2	0
RN7SKP206	0
CCDC26	0
RP11-26E5.1	0
MIR3686	0
RP11-419K12.1	0
MTRF1LP2	0
GSDMC	0.0843683
RP11-473O4.5	0.355102
RP11-473O4.1	0
SNORA25	0
RP11-473O4.4	0
RP11-473O4.3	0.16212
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.196975
SNORA12	0
KB-1568E2.1	0
RP11-737F9.2	0
RP11-737F9.1	0.13035
RP11-381I15.1	0
CTD-2501M5.1	0.281433
SNORA72	0
CTD-2008O4.1	0
OC90	0.14503
HHLA1	0.0143403
HPYR1	0.368297
TMEM71	0.368937
CTC-137K3.1	0.0457407
AF230666.2	0.130373
TG	0.438023
CTD-2182N23.1	0
SLA	1.32565
MIR7848	0
WISP1	0.12287
CTC-458A3.1	0
CTC-369M3.1	0
ST13P6	0.251949
RP11-629O1.3	0
RP11-629O1.4	0
SNORA40	0
Metazoa_SRP	0
MTND2P7	0
MTCO1P49	0
CTD-2588J1.1	0
CTD-2309H9.3	0
CTD-2309H9.4	0
RP11-157E21.1	0
RP11-157E21.3	0
RP11-157E21.2	0
RP11-513H8.1	0
ZFAT	2.20963
ZFAT-AS1	0
CTD-2342N23.2	0
CTD-2342N23.3	0
CTD-2342N23.1	0
AC083843.4	2.4245
AC083843.1	0.683596
MIR30B	0
MIR30D	0
AC083843.2	0.0823294
NCRNA00250	0.0662543
RP11-1057B8.2	0
RPL23AP56	0
LINC01591	0
RP11-343P9.1	0
MAPRE1P1	0.0495667
RNU1-35P	0
RP11-149P24.1	0.0580867
RP11-431D12.1	0.583122
LINC02055	0.209595
RNU6-144P	0
ZYXP1	0
CTD-3145H4.1	0
RP11-238K6.1	0.257755
RP11-238K6.2	0.271596
RP11-489O18.1	0.680595
FAM135B	3.85307
COL22A1	0.546961
RP11-324F11.1	0
SNORA25	0
CTD-2534J5.1	0
RP11-398H6.1	0
RP11-656A10.1	0
RP11-284H18.1	0
C8orf17	0
RP11-570L14.1	0
CHRAC1	4.74094
RP11-642A1.2	0.146378
RP11-642A1.1	0
ERICD	1.47195
MIR151A	0
CTD-2014D20.1	0.160058
RNA5SP278	0
RP11-128L5.1	0.0786121
RP11-809O17.1	1.51126
RP11-10J21.2	0.0430235
RP11-10J21.4	0.0828368
RP11-10J21.3	0
RP11-10J21.5	0
RP11-10J21.6	0
LINC01300	0
CTD-3064M3.3	0.611287
GPR20	0.20605
CTD-3064M3.4	0.0596732
MROH5	0.0170423
CTD-3064M3.7	0.403219
SNORD5	0
HNRNPA1P38	0.0584164
AC138647.1	2.21052
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0.972442
MIR4472-1	0
LINC00051	0.0311463
RN7SL260P	0
RP13-467H17.1	0.154159
MROH4P	0.0204723
AP006547.3	0.444328
AC145123.2	0.998641
JRK	4.60157
PSCA	0.495437
LY6K	1.19209
CTD-2292P10.4	1.51384
SLURP1	0.0998446
LYPD2	0
RP11-706C16.7	0.46089
LYNX1	2.16475
LY6D	1.65324
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.0488995
CYP11B2	0
RP11-273G15.2	2.51347
CDC42P3	0.0980468
C8orf31	1.30067
AK3P2	0.0639287
RP11-520P18.1	0
LY6L	0
ZNF696	4.22822
RP13-582O9.7	1.8031
TOP1MT	2.38638
RNU6-220P	0
RHPN1-AS1	0.478547
RP11-909N17.2	0
MAFA-AS1	0
MAFA	0.0769906
RP11-661A12.5	0.116348
RP11-661A12.4	0
GSDMD	4.62087
MROH6	1.86035
RP11-661A12.9	0.984639
RP11-661A12.8	1.74341
TIGD5	3.71692
RP11-661A12.12	0.160398
ZNF707	3.3467
RP11-429J17.2	0.597034
CCDC166	0.153016
RP11-429J17.4	0
MAPK15	1.62137
RP11-429J17.5	0
FAM83H	4.25469
MIR4664	0
FAM83H-AS1	0.518378
RP11-429J17.7	0.679851
MIR937	0
RP11-299M14.2	0.17467
MIR6845	0
EPPK1	0.0408094
MIR661	0
SPATC1	0.123861
SMPD5	0.214066
OPLAH	4.89311
MIR6846	0
CTD-3065J16.9	4.6252
WDR97	1.66471
TSSK5P	0.604435
MIR7112	0
MIR6848	0
TMEM249	2.82541
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	0.334127
TONSL	3.29506
MIR6893	0
TONSL-AS1	0.604804
FOXH1	0.208383
CTD-2517M22.14	4.01962
CTD-2517M22.17	0
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	0.499743
AF186192.5	0.962952
AF186192.6	0.128719
RN7SL395P	0.0603222
MIR6850	0
ZNF250	2.80832
ZNF16	4.06027
RP5-1047A19.4	0
ZNF252P-AS1	0.439636
AC139103.1	0.0582169
DDX11L5	0
XXyac-YRM2039.3	0.0515616
FAM138C	0
PGM5P3-AS1	0
RP11-143M1.3	0.1421
LINC01388	0.195775
FOXD4	0.842335
CBWD1	1.17781
C9orf66	0.0351521
DOCK8	0.571457
RP11-59O6.3	0
RP11-165F24.3	0.0310189
RPL12P25	0
RP11-165F24.5	0
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0.0357283
DMRT1	0
DMRT3	0.503912
RNU6-1073P	0
RP11-147I11.1	0
LINC01230	0
DMRT2	0.382821
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	1.05394
RP11-91N2.3	0
VLDLR	4.82605
KCNV2	0.22227
PUM3	4.51841
GPS2P1	0.502949
ATP5HP2	0.0537763
CARM1P1	0.0427537
LINC01231	0.0715697
RFX3	4.34577
RP11-62E14.2	0
RFX3-AS1	0.899794
RP11-509J21.2	0
RP11-509J21.4	0.12128
GLIS3	1.73766
RP11-252M18.3	0
GLIS3-AS1	0.12334
RP11-70J12.1	0
RP11-358M14.2	0.0444109
RNU6-694P	0
SPATA6L	0.95634
RP11-6J24.3	0
CDC37L1-AS1	1.54022
ECM1P1	0
RP11-307I14.2	0
RCL1	3.0764
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0
JAK2	3.89256
CSNK1G2P1	0.0369269
PDSS1P1	0
MTND6P5	0
MTND1P11	0
MTCO1P11	0
MTCO2P11	0
MTATP6P11	0
MTCO3P11	0
MTND4P14	0
MTND5P14	0
TCF3P1	0
IGHEP2	0
INSL6	0
RP11-140C18.2	0
INSL4	0
RLN2	0.10204
HMGN2P31	0
RLN1	0.0803876
RP11-12D24.10	0.322024
RP11-12D24.6	0.361221
RNF152P1	0
CD274	1.23159
PDCD1LG2	0.127438
RP11-574F11.3	0
RIC1	3.93493
RP11-207C16.4	0.440941
AK4P4	0
MLANA	0.0296201
MIR4665	0
RP11-218I7.2	0
GTF3AP1	0
RP11-279E1.1	0
RP11-307L3.2	0.173737
TPD52L3	0
RP11-307L3.4	0
RN7SL25P	0
RP11-472F14.4	0
RPL23AP57	0
RP11-390F4.6	1.6548
RN7SL123P	0
RPS3AP54	0
RNF2P1	0.184525
RP11-390F4.2	0.202787
RP11-390F4.10	0.0735351
RP11-390F4.3	0.154991
PRELID3BP11	0
SNRPEP2	0.393196
KDM4C	3.90928
ACTG1P14	0.164151
RP11-403H13.1	0.0649324
RPL4P5	0.530091
PPIAP33	0
RP11-77E14.2	0.536044
RP11-29B9.1	0
RP11-29B9.2	0
RP11-134K1.3	0
RP11-134K1.2	0
RNU7-185P	0
PTPRD-AS1	3.36515
RP11-75C9.2	0
RPS26P3	0.0796094
RN7SL5P	0
RP11-527D15.1	0
RP11-87N24.1	0
PTPRD-AS2	0.263584
RP11-87N24.3	0
RP11-421B23.2	0
IMP3P1	0
RP11-109M17.2	0
AKAP8P1	0
RP11-23D5.1	0
RP11-32D4.1	0
RP11-74C3.1	0
JKAMPP1	0
RNU2-47P	0
TYRP1	1.20075
LURAP1L-AS1	0.386348
RN7SL849P	0
LURAP1L	4.712
Y_RNA	0
PRDX1P1	0.330187
RP11-382H24.2	0
RP11-272P10.2	0.473091
RP11-272P10.3	0
LINC01235	0.150776
RP11-536O18.1	0
LINC00583	0
PES1P2	0.112431
RP11-284P20.3	0
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0
RP11-120J1.1	4.14596
RP11-408A13.2	0
RP11-408A13.3	0.909027
CDCA4P1	0.338999
CER1	0
FREM1	0.729874
RP11-265B7.1	0
RNU6-1260P	0
LDHAP4	2.13004
CLCN3P1	0.160642
RP11-54D18.2	3.36864
RP11-54D18.4	0.256362
RNU6-559P	0
TTC39B	3.84747
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.456054
RNU6-246P	0
CCDC171	0.902384
HMGN2P16	0
RNU6-14P	0
C9orf92	0
BNC2	0.0724282
RP11-183I6.2	0
RP11-62F24.1	0
RP11-62F24.2	0
LSM1P1	0
RP11-132E11.2	0
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
CNTLN	0.669959
SAMM50P1	0
PABPC1P11	0.0232226
ADAMTSL1	0.348951
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0
SAXO1	0.0259961
RP11-296P7.4	0.0191655
HAUS6	3.48046
SCARNA8	0
RNU6-264P	0
Y_RNA	0
PLIN2	3.64929
RP11-146N23.1	0.941065
DENND4C	3.25329
RP11-146N23.4	0
RP11-513M16.7	2.65618
RP11-513M16.8	4.36362
NDUFA5P3	0
ACER2	1.72282
MAP1LC3BP1	0
C11orf98P1	0
RP11-471J7.1	0.144354
RP11-378I6.1	0.442619
RP11-378I6.2	0
RP11-378I6.3	0
RP11-15P13.1	0
MIR4473	0
RNU4-26P	0
MIR4474	0
RP11-73E6.2	0
FOCAD-AS1	0.153717
MIR491	0
SNORA30	0
HACD4	0.913658
IFNNP1	0
IFNB1	0
IFNWP4	0
RP11-113D19.9	0
IFNW1	0.0879123
Y_RNA	0
IFNA21	0.237478
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	0
IFNA5	0
IFNA20P	0.265813
IFNA6	0.115531
IFNA13	0.043877
IFNA2	0.0550444
RP11-354P17.15	0.406234
IFNA11P	0.270647
IFNA12P	0.148987
IFNA8	0.0456726
IFNWP2	0.816549
IFNA1	0
IFNWP19	0.47331
MIR31HG	1.54896
IFNE	0.129144
MIR31	0
SNORD39	0
RP11-344A7.1	0
KHSRPP1	0
RN7SL151P	0
MTAP	1.96484
TUBB8P1	0
RP11-70L8.4	0.125939
RP11-70L8.5	0
ERVFRD-3	0
CDKN2A-AS1	0
CDKN2A	0.618675
CDKN2B-AS1	0.0876732
RP11-149I2.4	0
CDKN2B	1.38292
UBA52P6	0
CDKN2B-AS	0
RP11-408N14.1	0
DMRTA1	0.210164
LINC01239	0.0450349
RP11-370B11.4	0
CLIC4P1	0
RP11-370B11.3	0
RP11-495L19.1	0.0877424
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
RP11-321L2.1	0.0514756
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0.164011
IFT74	4.01606
LRRC19	0.0397746
RP11-56F10.3	0
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.0640284
EQTN	0.0492408
RP11-298E2.2	0
IFNK	0
CTAGE12P	0.0734313
RP11-575I8.1	0
RP11-438B23.2	2.81451
LINGO2	3.05832
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.244678
C2orf27AP2	0
RBMXP2	0.081507
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
DDX58	3.27531
TOPORS-AS1	4.92386
DFFBP1	0.14948
GVQW1	1.26445
TAF1L	0.0145077
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0.0583313
RP11-462B18.1	0
TMEM215	0.115455
Y_RNA	0
RP11-462B18.3	0.0206832
RP11-462B18.2	0.236016
BOLA3P4	0
ASS1P12	0.303122
TCEA1P4	0.419154
LAGE3P1	0.396548
B4GALT1	2.27831
RNU4ATAC15P	0
B4GALT1-AS1	2.53593
SPINK4	0
Y_RNA	0
AQP7	0.390353
RP11-311H10.4	0
AQP3	0.659585
RP11-311H10.7	0
MIR6851	0
SUGT1P1	1.15065
RP11-255A11.2	0
ANKRD18B	0.951576
RP11-255A11.4	0
SNX18P7	0.310736
CYP4F26P	0.8963
PRSS3P4	1.90615
TRBV20OR9-2	0.992018
ANXA2P2	0.156303
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	1.05626
PTENP1-AS	0.980054
TRBV26OR9-2	0.524182
RP11-384P7.7	1.78762
RP11-384P7.5	0.0206075
LINC01251	0.0984544
UBE2R2-AS1	0.143089
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0
RN7SKP114	0
RP11-537H15.3	0.174352
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.112632
KIF24	0.770372
RNU2-50P	0
SERPINH1P1	0
Y_RNA	0
DNAI1	0.786896
RN7SKP24	0
RP11-296L22.8	0.295957
RP11-296L22.7	0
CNTFR-AS1	0.46974
ARID3C	0.674635
CCL27	1.44248
RP11-195F19.9	3.20311
CCL19	0.145487
CCL21	0.159412
FAM205A	0.0150217
FAM205BP	0
FAM205C	0.0857841
GLULP4	0.185063
YWHAZP6	0
DNAJB5-AS1	0.231859
RP11-392A14.9	0.182708
RP11-392A14.8	0.301798
SYF2P2	0
RP11-182N22.9	0.153289
C9orf131	0.13349
RN7SL338P	0.0667488
RP11-182N22.8	0.0459523
RP11-182N22.7	0
RP11-395N21.2	0.0302553
ATP8B5P	0.0465158
RPL36AP33	0
FAM166B	0.62282
RPS29P17	0
MIR4667	0
CD72	0.623981
RP11-331F9.3	0
RP11-331F9.4	0
SIT1	0.0202022
RMRP	0
ARHGEF39	0.354943
RN7SL22P	0
CA9	0.563606
MIR6852	0
MIR6853	0
RP11-112J3.16	3.84833
SPAG8	4.17194
FAM221B	0.0788806
OR13J1	0.694146
NDUFA5P4	0
HRCT1	2.23172
SPAAR	1.0613
PGAM1P2	0.0567509
OR2S2	0
YBX1P10	0.780632
OR13C6P	0
OR13C7	0
OR2S1P	0.325049
OR2AM1P	0
RECK	3.40852
Hammerhead_HH9	0
GLIPR2	4.86095
CCIN	0.201613
RNU4-53P	0
HMGB3P24	0.552437
MELK	0.0441945
MIR4475	0
PAX5	0.0341906
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0.0578768
RP11-220I1.2	0
ZCCHC7	4.47684
Y_RNA	0
RP11-220I1.4	0
Y_RNA	0
RNU6-677P	0
LINC01627	0
ZBTB5	4.3619
KCTD9P3	0
RP11-405L18.4	0.100364
RP11-613M10.6	2.67684
RAB1C	0.11046
FRMPD1	1.81859
RN7SKP171	0
RP11-3J10.7	0.0713935
PAICSP1	0.511484
SLC25A51	3.61003
TMX2P1	3.25859
RNU7-124P	0
U8	0
RP11-113O24.3	0
IGFBPL1	0.564653
RP11-403F21.4	0.291412
ARMC8P1	0
TCEA1P3	0.0310821
GAS2L1P1	0
VN1R48P	0.0577187
RP11-392E22.3	0
FAM220BP	0
FAM95C	4.5242
SNX18P3	0.317604
ANKRD18A	0.484444
FAM201A	1.82266
YWHABP1	0.0957986
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	0.731264
RBM17P1	0
RP11-290L7.5	0
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.417465
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.526313
RP11-104G3.2	0.284155
RP11-204M4.3	2.69149
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.282259
RP11-216M21.1	0.892463
C2orf27AP3	0.0359652
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0.0247331
RNU6-1269P	0
RP11-146D12.2	1.20294
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.156079
RP11-146D12.5	0
CNN2P2	0.0284853
GXYLT1P3	0.222457
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0.188303
RP11-318K12.3	0
MIR1299	0
PGM5P2	0.415444
RP11-87H9.5	1.47913
RP11-58A12.3	0.0948761
BX255923.3	3.37354
FOXD4L6	0.355701
CBWD7	2.13066
MIR4477A	0
5S_rRNA	0
RP11-4L24.4	1.64716
PTGER4P2-CDK2AP2P2	0.657936
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0.183862
RP11-187C18.3	2.11932
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0.134296
RP11-157L3.10	0.240866
RP11-34H11.3	0
FAM27E2	0.243446
RP11-157L3.9	0
RP11-157L3.6	0
RP11-157L3.12	0
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0.0819329
CNTNAP3B	0.183172
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.102996
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0.0375167
MEP1AP4	0
ANKRD20A7P	0.190724
RNU6-599P	0
CR848007.2	0.272536
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.374721
CR848007.5	0
CNN2P4	0.0829197
GXYLT1P5	0.120684
RP11-459O16.9	0
RP11-459O16.8	0.184698
CH17-469D17.1	0
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0.0296349
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.632876
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0.0853752
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0.297878
RP11-449H15.3	0.333962
RP11-449H15.2	0.140624
RP11-111F5.2	0.675694
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.262819
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.0945472
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	0.832224
RNA5SP283	0.29987
RP11-262H14.5	1.93507
PTGER4P2	0.315152
CDK2AP2P2	0.9621
RP11-262H14.3	0.225804
MYO5BP2	0.223471
ADGRF5P1	0.887874
FGF7P8	0.289761
RP11-262H14.4	0.870952
CNTNAP3P1	0.0661048
RP11-350D23.4	0
BMS1P9	0
RP11-381O7.3	0
AQP7P4	0
AQP7P1	0.02839
RP11-236F9.2	0
BMS1P10	0.546986
RP11-452D2.1	0
RP11-452D2.2	0
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.0163528
RNA5SP284	0
MIR4477B	0
FRG1JP	0.420697
BX255923.2	0
U6	0
ANKRD20A4	0.102676
RNU6-1193P	0
SNX18P9	0.117794
RP11-250H24.2	0.358079
CYP4F25P	0.181423
CR769776.3	0
CNN2P3	0.13221
GXYLT1P6	0.297666
RP11-250H24.7	0
AQP7P2	0
RP11-574E24.3	0
BMS1P11	0.0414924
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0.0150476
CBWD4P	2.13784
Y_RNA	0
FRG1KP	0.101777
CBWD5	1.86667
FOXD4L4	0.114169
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0
RP11-15E1.5	0.272616
RP11-15E1.4	0
GXYLT1P4	0.178666
RP11-15E1.6	0.123164
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0.0059812
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.406915
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	0.99401
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.0500356
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	2.08941
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0.589033
FAM27B	0.167346
