Name	Skin - Sun Exposed (Lower leg)
BANCR	0.0727641
RP11-470P21.2	0.0751801
RP11-109D9.4	0.175713
C9orf135-AS1	0
C9orf135	0
RN7SL570P	0
MAMDC2-AS1	0.124551
RNU2-5P	0
SMC5-AS1	0.657072
RPL24P8	4.6294
RP11-386J22.3	0.147054
TRPM3	0.0625286
RN7SL726P	0
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
RP11-409O11.3	0
Y_RNA	0
C9orf85	4.1623
HSPB1P1	4.05536
C9orf57	0
BTF3P4	0.0919526
GDA	0.82088
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.478424
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.0883565
RPS20P24	0
RPS27AP15	0
LINC01474	0.254243
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0
RORB	0.178094
TRPM6	0.589769
RN7SKP47	0
RPSAP75	0
RNU6-445P	0
RP11-197P3.1	0
C9orf40	3.94538
C9orf41-AS1	0.330165
RP11-197P3.5	0.277225
uc_338	0
Y_RNA	0.326209
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
PCSK5	2.71123
RBM22P5	0
RFK	4.41135
RPSAP9	0.817407
GCNT1	1.39495
RP11-66C24.1	0
RP11-214N16.2	0
PRUNE2	3.63246
PCA3	0.020431
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0
FOXB2	0
ATP5J2P3	0
RFC5P1	0
VPS13A-AS1	0
GNA14	1.60122
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0
RN7SKP59	0
RP11-336N8.2	0
RP11-336N8.3	0
RP11-336N8.4	0
CEP78	2.0047
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.438025
RP11-375O18.2	0
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0
LINC01507	0
NPAP1P4	0
MTCO1P51	0
MTND2P9	0
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.0965772
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0.031515
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0
SPATA31D1	0
SPATA31B1P	0
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RASEF	1.68359
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0
FRMD3	2.75915
RNU4-29P	0
RP11-439K3.3	0.188882
RNU4-15P	0
IDNK	4.54298
RP11-522I20.3	1.63308
GKAP1	1.93731
RP11-575L7.2	0.0698847
KIF27	2.64613
RP11-575L7.4	0.260315
RMI1	3.95724
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
RP11-380F14.2	0.253557
RP11-361M4.1	0
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.0323431
RP11-202I11.2	0
RP11-213G2.2	0.0637357
PHBP7	0
RP11-213G2.5	0.134059
RP11-379P1.4	0
C9orf153	0.0428709
RP11-507D14.4	0
RN7SKP264	0
RP11-229M1.2	0.0469922
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	1.28687
RP11-276H19.2	1.01044
CDC20P1	3.24835
RP11-276H19.4	0
C9orf170	0.0788344
SNORA26	0
RP11-497K15.1	0
RP11-40C6.2	2.5351
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	0
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0
XXyac-YM21GA2.3	0
XXyac-YM21GA2.7	0
XXyac-YM21GA2.4	0
SPATA31E1	0
SPATA31C1	0
RP11-350E12.5	0.100304
RP11-350E12.6	0
RNU6-86P	0
RPS10P3	0.91472
RP11-350E12.4	0
SPATA31C2	0
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0.0551479
RP11-317B17.4	0.207478
HNRNPA1P14	0.25125
RP11-317B17.3	0
NXNL2	0.286141
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	0.182029
S1PR3	2.54307
SHC3	2.44396
RP11-82L18.2	4.93665
MIR3153	0
PA2G4P6	0.12696
RP13-93L13.1	0.174659
UNQ6494	0.0455072
RP5-1050E16.2	0.0724765
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0.032452
LINC01508	0.0370358
LINC01501	0
DIRAS2	0.47715
OR7E109P	0.038865
OR7E108P	0.22869
RP11-367F23.1	0.169549
RP11-367F23.2	2.13309
RP11-305L7.1	1.25448
LINC00484	0.557706
RP11-305L7.3	0.400357
LINC00484	0.0704369
RP11-305L7.5	0.0860481
RP11-305L7.7	0.786012
RP11-440G5.2	0.368522
PAICSP2	0
MIR3910-1	0
RP11-118F2.2	0
HSPE1P22	0
RP11-100G15.12	0.0360043
MTATP6P29	0
MTCO3P29	0.295006
MTND3P23	0.172432
MTND4LP7	0.113271
MTND4P15	0.246386
RP11-100G15.7	0.0184977
LINC00475	0.289831
RP11-100G15.10	0
BEND3P2	0
RP11-62C3.10	0
RP11-62C3.6	0
MIR3651	0
SNORA84	0
RP11-62C3.8	0
OGN	1.9005
OMD	4.77405
MIR4670	0
RP11-19J3.5	0
RP11-476B13.2	0.0886885
ANKRD19P	0.749274
RNU6-714P	0
RP11-526D8.11	1.56708
ZNF484	2.07551
RP11-526D8.7	0
SNX18P2	0
ALOX15P2	0
SUSD3	1.95677
RP11-274J16.5	0
RP11-370F5.4	0.52733
C9orf129	0.101327
RNU6-829P	0
Y_RNA	0
RP11-165J3.5	0
RP11-165J3.6	2.0882
MIR548AU	0
MIR4291	0
RP11-53B5.1	0
BARX1	0.0536402
BARX1-AS1	0
PTPDC1	3.84563
CYCSP24	0.272452
RP11-2B6.3	1.43613
MIRLET7A1	0
MIRLET7F1	0
RP11-2B6.2	0.568054
MIRLET7D	0
MIRLET7DHG	0
ZNF169	2.30027
VDAC1P11	0.0381258
NUTM2F	0
RP11-307E17.8	0.0474351
RP11-307E17.9	0
RP11-307E17.11	0.710047
YRDCP1	0
RP11-533K9.3	0
RNU6-669P	0
FBP2	0.0654199
FBP1	4.1535
MIR2278	0
RP11-49O14.3	0
RP11-49O14.2	0.338818
RP11-54O15.3	0.395194
MIR6081	0
MIR23B	0
MIR27B	0.496357
FANCC	3.42007
RP11-80I15.4	0.438094
RP11-80I15.1	1.83323
RNA5SP288	0
RP11-173G21.1	0.00979657
RP11-435O5.7	0.384599
MT1P1	0.220836
PTCH1	4.74904
RP11-435O5.6	0
RP11-435O5.5	0.362285
RP11-435O5.4	0.651386
RP11-332M4.1	0
RP11-180I4.2	0
RP11-180I4.1	0
LINC00476	0.988566
RP11-180I4.4	0
RNU2-46P	0
ERCC6L2	3.50937
RNA5SP289	0
RP11-72B4.2	0
LINC00092	0.609905
RP11-569G13.2	0.0315104
Y_RNA	0
RP11-569G13.3	0
EIF4BP3	1.39455
HSD17B3	1.0148
RP11-240L7.4	0.0724106
RNU6-1160P	0
ZNF367	1.99651
RP11-172F4.2	0.100041
RP11-535M15.1	0.819176
RP11-535M15.2	0.251472
ZNF510	4.58074
ZNF782	2.52457
RP11-330M2.4	1.33595
RP11-330M2.3	0
NUTM2G	0.201437
YRDCP2	0.108841
TCEA1P1	0
GAS2L1P2	0.0189866
VN1R51P	0
FAM220CP	0.100789
RP11-520B13.8	0
ANKRD18CP	0.0336227
RNU6-798P	0
RP11-498P14.3	0.407892
ZNF322P1	0
RP11-498P14.4	0
RP11-498P14.5	0.42115
RP11-23J9.6	1.3168
RP11-23J9.7	1.03056
CCDC180	2.00859
MIR1302-8	0
RP11-23J9.3	0
RP11-244N9.6	0
RP11-244N9.4	0.981873
KRT18P13	0.0193599
RP11-546O6.4	0
PTCSC2	0
FOXE1	0.513748
Y_RNA	0
HEMGN	0.0254011
RP11-535C21.3	0.113444
RNU6-918P	0
Metazoa_SRP	0.190768
MIR6854	0
RP11-270F18.2	0
GABBR2	0.166325
SEPT7P7	0
RP11-92C4.3	0.0563143
RP11-92C4.4	0
RP11-92C4.6	1.17589
RNA5SP290	0
RP11-96L7.2	0
RN7SL794P	0
RN7SKP225	0
KRT8P11	0.109062
NAMA	0.11493
AL137067.2	0
AL137067.1	0
RP11-547C13.1	0
RP11-554F20.1	0.187126
NR4A3	2.11506
RP11-60I3.4	0
UPF3AP3	0.582082
INVS	3.84148
RN7SL75P	0.407005
RPS2P35	0.0673795
RP11-29B11.5	0
NANOGP5	0
TMEFF1	0.547517
MURC	0.19073
RN7SKP87	0
ACTG1P19	0
RP11-62L10.1	0
GAPDHP26	0
PLPPR1	0.104397
RP11-70K10.2	0
SNORA31	0
BAATP1	0
TRMT112P4	0
RP11-35N6.6	0
BAAT	0.030938
FYTTD1P1	0
ALDOB	0.22547
RP11-490D19.11	0
TMEM246-AS1	0.132583
RP11-490D19.8	0.212991
GRIN3A	0.29425
PPP3R2	0
MTND3P4	0
ARL2BPP7	0
RNU6-329P	0
RP11-342F21.1	0
LINC00587	0
ZYG11AP1	0
RP11-338N12.1	0
CYLC2	0
RP11-341A22.1	0
LINC01492	0
RP11-436F21.1	0
RNA5SP291	0
SMC2-AS1	0.0418487
TOPORSLP1	0
RP11-217O12.1	0
OR13F1	0
RP11-317C20.9	0
OR13C4	0
OR13C3	0
OR13C8	0
OR13D2P	0
OR13C5	0
OR13C2	0
OR13C9	0
OR13I1P	0
OR13C1P	0
OR13D1	0
OR13D3P	0
NIPSNAP3B	2.23949
RP11-217B7.2	0.550365
RP11-217B7.3	0.219661
RN7SKP191	0
FSD1L	0.941157
RALGAPA1P1	0.424462
RP11-235C23.5	0
RP11-235C23.6	0
TAL2	0.115039
TMEM38B	4.12205
RP11-18B3.3	0.237734
RP11-18B3.2	0.0364021
SLC25A6P5	0
LINC01505	0.00935748
RP11-6F6.1	0
RP11-540H22.2	0
MIR8081	0
RP11-308N19.3	0
RN7SKP77	0
RP11-308N19.5	0
RNA5SP292	0
ZNF462	4.76
RP11-508N12.2	0.0320135
RP11-508N12.3	0
RP11-196I18.2	0
RP11-196I18.3	0
RP11-196I18.4	0
RP11-417L14.1	0
LINC01509	0
HMGN2P32	0
RNU6-492P	0
RP11-438P9.1	0
RP11-438P9.2	0
RNU6-996P	0
RNU6-1064P	0
RN7SL659P	0.14006
RPL36AP6	0
RP11-380I20.2	0
RNA5SP293	0
RPS15AP27	0
RP11-240E2.2	1.05851
CHCHD4P2	0.133306
RP11-505C13.1	0
RP11-220D10.1	0.292224
RP11-339N8.1	0
RPL36AP35	0
RP11-3J11.1	0
ACTL7B	0.0300798
ACTL7A	0
Y_RNA	0.394351
MIR32	0
FRRS1L	0.0486465
RNU6-984P	0
MTND2P11	0
Y_RNA	0
MIR3927	0
YBX1P6	1.29607
PALM2	0.422295
RP11-406O23.2	0.0601292
RP11-151F5.2	0.160147
TXNDC8	0
RNU6-1039P	0.234511
RP11-410K21.2	0
MUSK	0.174441
RP13-461N9.2	0
RNU6-432P	0
Y_RNA	0
RNY4P18	0
RP11-202G18.1	0
MIR7702	0
OR2K2	0.0585633
RNA5SP294	0
ZNF483	0.608834
RP11-16L21.7	0
LRRC37A5P	0.0769174
C9orf84	0.442427
RP11-430K21.2	0.33149
RNU6-1013P	0
MIR4668	0.670794
RNU6-710P	0
RP11-4O1.2	0.740624
SUSD1	2.45952
RNU6-855P	0
Y_RNA	0
RP11-165N19.2	0
RN7SL57P	0
RNA5SP295	0
RN7SL430P	0
HSPE1P28	0
RP11-432F4.2	0.262152
C9orf147	0.245388
KIAA1958	1.85981
RP11-576C12.1	0
RP11-276E15.4	0
RP11-408O19.5	1.47828
MUPP	0
ZNF883	0.465177
ZFP37	0.672803
FAM225B	0.0312739
FAM225A	0.038022
RNF183	0.314864
WDR31	2.17048
C9orf43	0.709591
RP11-168K11.2	0
RP11-168K11.5	0
RP11-168K11.3	0.0179315
RP11-18B16.2	0
RP11-18B16.1	0
RP11-534I8.1	0
ZNF618	3.56055
AMBP	0.200175
KIF12	2.27689
MIR455	0
ORM1	0.143223
ORM2	0.0621686
RP11-9M16.2	0.873993
RP11-9M16.3	0
RP11-402G3.6	0
Y_RNA	0
RP11-402G3.5	0.100782
RP11-402G3.3	0
RP11-402G3.4	0
RP11-428F18.2	0
TNFSF15	0.23914
RP11-78H18.2	0
TNFSF8	0.346795
RP11-523L1.2	0
DEC1	0.0441491
RP11-445L6.3	0
U2	0
RP11-284G10.1	0
LINC00474	0
RP11-787B4.2	0
PAPPA	1.27954
PAPPA-AS2	0
RP11-45A16.4	0
ASTN2	0.769884
ASTN2-AS1	0
RP11-67K19.3	0
RPL10P3	0.490195
SNORA70C	0
RN7SKP128	0
RN7SKP125	0
RP11-388N2.1	0
RP11-500B12.1	0.0335624
RPL35AP22	0
TLR4	4.75471
RNU6-1082P	0
RP11-281A20.2	0
RP11-281A20.1	0
TPT1P9	2.13514
RP11-349E4.1	0
RP11-127L21.1	0
TUBB4BP6	0
BRINP1	0.141255
RP11-295D22.1	0
LINC01613	0
RP11-360A18.1	0
MIR147A	0
AHCYP2	0.0754726
RP11-27I1.4	1.49551
RP11-27I1.6	0.638518
C5	3.19581
RN7SL181P	0.428835
RP11-477J21.2	0
RP11-477J21.6	0.303852
GSN-AS1	0.543759
RP11-162D16.2	0.105104
GGTA1P	4.83432
RN7SL187P	0
HMGB1P37	0.064425
RP11-524G24.2	0
RP11-244O19.1	3.48274
TTLL11	4.18204
TTLL11-IT1	0.0630729
MIR4478	0
MORN5	0
LHX6	2.57353
RP11-542K23.10	0
RP11-542K23.7	0.152704
RP11-542K23.9	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1N1	0
OR1N2	0
OR1L8	0.281114
OR1H1P	0.206203
RP11-64P14.7	0.11063
OR1Q1	0.0868724
OR1B1	0.065946
OR1L1	0
OR1L3	0
TLK1P1	0
OR1L4	0
OR1L6	0
SKA2P1	0
OR5C1	0
OR1K1	0
KRT18P67	0
SNORD90	0
ZBTB26	4.63158
RP11-355O1.11	1.59459
RNY1P15	0
RP11-355O1.7	0.270421
GPR21	0
RP11-123N4.4	0
MIR600HG	3.93933
STRBP	4.20487
CRB2	0.0650443
MIR601	0
MIR7150	0
RP11-230L22.4	0
RP11-417B4.2	0
RP11-417B4.3	0
PIGFP2	0
LHX2	1.40799
RP11-85O21.2	0.03635
RP11-85O21.4	0
RP11-85O21.5	0
RP11-121A14.2	0.295562
RP11-121A14.3	0
ADGRD2	0.916598
NR5A1	0.0891455
RP11-10J18.3	0
NR6A1	3.90301
RP11-164H5.1	0
RN7SL302P	0
MIR181A2HG	1.37761
MIR181A2	0
MIR181B2	0
RP11-175D17.3	0.0695747
WDR38	0.0403371
RNU4-82P	0.360002
SCAI	2.74145
FXNP2	0
PRPS1P2	3.26534
RPSAP76	0.0368211
RP11-65N13.8	0
RP11-65N13.6	0.286307
RNU6-1020P	0
RP11-184B22.2	0
Metazoa_SRP	0
RN7SL30P	0
RP11-12A16.3	0
HNRNPA1P15	0
RP11-423C15.3	0
RP11-343J18.2	0
RP11-343J18.1	0
NRON	0
SNORD116	0
RP11-205K6.1	0
RP11-205K6.3	0.0451102
RP11-205K6.2	0
RP11-123K19.1	0.48001
LMX1B	3.40485
RP11-123K19.2	0
RP13-225O21.2	2.01787
RP13-225O21.5	0
RP11-356B19.11	2.20323
SNORA65	2.23161
Y_RNA	0.44602
RP11-56D16.8	0
CFAP157	0.951529
TTC16	0.121798
RP11-228B15.4	3.75481
Y_RNA	0
RNA5SP296	0
MIR4672	0
PIP5KL1	3.20793
RP11-203J24.8	0.704076
RP11-379C10.1	0
RP11-379C10.4	0.051426
PTGES2-AS1	0.362764
MIR199B	0
MIR3154	0
RP11-339B21.13	1.78435
TMSB4XP4	3.76251
MIR219A2	0.058614
RP11-339B21.10	0.383733
RP11-339B21.8	0.155726
ODF2-AS1	0.67268
RP11-216B9.6	1.51192
RNU7-171P	0
RP11-216B9.8	0.149689
RP11-216B9.9	4.72708
VTI1BP4	0
HMGA1P4	0.423856
RN7SL560P	0
RP11-545E17.3	3.44257
Metazoa_SRP	1.07594
RP11-167N5.5	2.95792
RP11-247A12.1	0.18869
RP11-247A12.7	0.754906
RP11-247A12.2	0.589761
RP11-344B5.4	0
RP11-344B5.3	0
RP11-344B5.2	2.01988
C9orf106	0.203079
RP11-65J3.15	0.164697
RN7SL159P	0
RP11-65J3.6	0.139901
RP11-65J3.3	0.284496
RP11-65J3.2	0.100642
RP11-65J3.14	0.031835
RP11-492E3.2	0.0964263
C9orf50	0.177598
RP11-483H20.4	0.248472
PRRX2-AS1	0.154778
UBE2V1P4	0
MIR6855	0
RP11-409K20.7	0.539451
RP11-409K20.6	0
RP11-138E2.1	0.239199
Y_RNA	0
RP11-88G17.6	0
HMCN2	2.25299
RN7SL665P	0
MIR6856	0
RP11-57C19.2	0
PRDM12	0.0321489
RP11-57C19.6	0
QRFP	0.406832
FIBCD1	0.132702
RP11-83J21.3	0
SNORA31	0
RNU6-881P	0
RP11-544A12.4	0.039717
RP11-544A12.8	0.39993
RP11-544A12.5	0
FAM78A	1.20932
PLPP7	1.89563
SNORD62A	0
SNORD62B	0.924626
RP11-334J6.6	1.13491
RP11-40A7.2	0.0322311
RN7SL328P	0
EIF4A1P3	0
SNORA67	0
RP11-323H21.3	0
NTNG2	0.479272
CFAP77	0.0412417
RNU5D-2P	0
BARHL1	0.0250204
AK8	3.2589
RP11-295G24.5	0.537048
GFI1B	0.0579016
MIR548AW	0
RP11-415H23.4	0
RNU7-21P	0
MIR6877	0
CEL	3.2369
CELP	0.171849
GBGT1	2.52476
OBP2B	3.19767
LCN1P1	0.144953
Y_RNA	0
LCN1P2	0
Y_RNA	0
SNORD36C	0
STKLD1	0.84552
ADAMTS13	2.2452
SLC2A6	1.41026
TMEM8C	0
ADAMTSL2	1.09681
FAM163B	0.0582683
LL09NC01-254D11.1	0
DBH	0.145088
DBH-AS1	0.465467
SARDH	0.259123
RP11-374P20.4	0.247095
ARF4P1	0
LL09NC01-251B2.3	0.409836
RNU6ATAC	0
LL09NC01-139C3.1	0.228737
RP11-145E17.3	0.0509399
MIR4669	0
RP11-473E2.2	0
RP11-473E2.4	0.176505
RP11-473E2.3	0
COL5A1-AS1	0.106308
MIR3689C	0
MIR3689A	0
MIR3689D1	0
MIR3689B	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
RP11-263F14.3	0
FCN2	0.23673
FCN1	0.479358
RP11-447M12.2	0
RP11-447M12.3	0
RP11-399H11.3	0
RP11-399H11.2	0
C9orf62	0
RP11-555H7.2	0
SOCS5P2	0.0657727
PPP1R26-AS1	0.720681
C9orf116	1.80339
RP11-426A6.5	0.691331
LCN1	0
OBP2A	2.67236
PAEP	1.10632
LINC01502	0
RP11-98L5.4	0
GLT6D1	0.0532941
LCN9	0
SOHLH1	0.285637
KCNT1	0.173353
RP11-432J22.2	0.596244
RP11-83N9.5	1.08466
RP11-83N9.6	0.976468
LHX3	0.0385708
CCDC187	0.0230304
WI2-1959D15.3	0
DKFZP434A062	0.0287585
DNLZ	4.52949
CARD9	2.69299
C9orf163	0.357025
MIR4673	0
RP11-413M3.4	0.209756
MIR4674	0
NALT1	2.26153
LINC01451	4.72064
HSPC324	1.52323
MIR126	0
RP11-216L13.21	0.106895
LCN10	3.29808
LCN6	2.43487
MIR6722	0
LCN8	0.0223207
LCN15	0.0539052
ATP6V1G1P3	0
CCDC183	3.80127
CCDC183-AS1	2.31261
NCLP1	0.232189
MIR4292	0
C9orf172	3.76082
MAMDC4	2.99113
MIR4479	0
RP11-229P13.2	0.243614
RP11-229P13.25	0.267327
C8G	1.00384
LCN12	0.243135
PRR31	0.0495014
LCNL1	0.953863
C9orf139	0.455886
FUT7	0.373556
RP11-229P13.15	0.301316
RP11-229P13.22	0
SNORD62	0
GRIN1	1.00755
MIR3621	0
TMEM210	0.0873454
RNF224	1.19523
SLC34A3	0.666074
FAM166A	0.624451
STPG3-AS1	1.87876
STPG3	0.909858
TOR4A	3.02517
RP13-122B23.9	0
RP13-122B23.8	0.226302
ENTPD8	0.221412
Metazoa_SRP	0
SETP5	0.138606
RP11-188C12.2	1.15887
MIR602	0
RP11-188C12.3	0
CACNA1B	0.06694
RP11-424E7.5	0
RP11-424E7.3	0
TUBBP5	1.5707
RP11-424E7.6	0
RP11-885N19.6	0.114398
FAM157B	0.0652564
RNU6-785P	0
SEPT14P9	0
RP11-631M21.1	0
FAM166AP7	0
TUBB8	0.033595
IL9RP2	0
RP11-631M21.7	0.191863
RNA5SP297	0
RNA5SP298	0
RN7SL754P	0
RP11-490E15.2	0
RP11-809C18.3	0.187787
MIR5699	0
PRR26	0.340216
RP11-164C1.2	0
RP11-363N22.2	0
RP11-363N22.3	0.0698821
IDI2	0.0982242
LINC00200	0
ADARB2	0.195739
RP11-29A19.2	0
RP11-398B16.2	0
ADARB2-AS1	0
LINC00700	0
RP11-69C17.2	0
MIR6072	0
RNU6-889P	0
RP11-69C17.3	0
RP11-69C17.4	0
RNU6-576P	0
LINC00701	0
RP11-446F3.2	0
RP11-526P5.1	0
RP11-526P5.2	0
RP11-89K18.1	0
RP11-118K6.2	0
RP11-118K6.3	0.900185
PITRM1-AS1	1.41543
RP11-298E9.5	0
RP11-298E9.6	0
RP11-195B3.1	0
RP11-482E14.1	0.0411693
RP11-482E14.2	0
RP11-184A2.3	0.0800905
RP11-184A2.2	0.436061
RP11-464C19.2	0
RP11-464C19.3	3.42288
MIR6078	0
RP11-433J20.2	0
RP11-433J20.1	0.0875168
LINC00702	1.74095
LINC00703	0
RP11-34C15.2	0
RNU6-163P	0
LINC00704	0.174551
LINC00705	0.0533843
AKR1E2	2.07686
AKR1C6P	0.0456222
U8	0.375554
RP11-499O7.7	0.731954
U8	0
U8	0
AKR1C5P	0
AKR1C8P	0.018569
AKR1C4	0.0260948
ARL4AP3	0
RP11-445P17.3	0
RP11-445P17.8	0.0846516
AKR1C7P	0.0493097
RPL26P28	0
XXyac-YR21CG7.1	0
UCN3	0
TUBAL3	0.487193
RP13-463N16.6	0.251192
RP11-336A10.5	0.127743
RP11-336A10.4	0.9841
RP11-336A10.7	0
RN7SL445P	0
RP11-336A10.2	0.17047
NRBF2P5	1.01273
RP11-318E3.9	0.243198
RP11-536K7.3	3.37756
IL2RA	0.17325
SNORA14	0
RP11-536K7.5	0.155755
RPL32P23	0
RN7SKP78	0
MIR3155A	0
RP11-414H17.5	0.204016
Y_RNA	0
RP11-563J2.2	0.416612
SDCBPP1	0
RP11-563J2.3	0.641451
PRKCQ	0.323446
PRKCQ-AS1	0.202631
RP11-554I8.1	0
LINP1	0.121
LINC00706	0
LINC00707	0.153842
RP11-799O21.2	0
RP11-393K12.2	0
RP11-393K12.4	0
SFMBT2	2.333
COX6CP17	0
RP5-1031D4.3	0
RP5-1031D4.2	0
RNU6-535P	0
RP11-385N23.1	0
ITIH2	0.15367
KIN	4.44476
RP11-401E9.3	0
GATA3-AS1	1.58888
RP11-379F12.4	0
PRPF38AP1	0
LINC00708	0
RP5-1119O21.2	0
RP11-543F8.2	0
RP11-543F8.3	0
KRT8P37	0
CHCHD3P1	0
RNA5SP299	0
RP11-575N15.1	0
RP11-428L9.1	0
RP11-428L9.2	0
LINC00709	0
HSP90AB7P	0
RP5-1051H14.2	0
RP5-933E2.1	0
ELOCP3	0
Y_RNA	0
CUX2P1	0
RP11-271F18.1	0
RP11-271F18.3	0
RP11-271F18.4	0
RP1-186E20.1	0
SFTA1P	0.124473
LINC00710	0
RP1-251M9.2	0
RP1-251M9.3	0
RP11-397O4.1	0
CELF2-AS2	0
RP3-323N1.2	0
CELF2-AS1	0.850528
RP11-544P1.3	0
RP11-138I18.1	0
RP11-138I18.2	0.0829077
PROSER2-AS1	0.696569
RNU6-1095P	0.301881
RNU6-88P	0
MIR548AK	0
RP11-186N15.3	1.70671
RN7SL198P	0
SNORD45	0
RNU6ATAC39P	0
MIR4480	0
MIR4481	0
MIR548Q	0
RNA5SP300	0
RPL5P25	0
SNRPGP5	0
RP11-730A19.9	0.689093
RP11-730A19.5	0.352665
BTBD7P1	0.142927
RPL36AP36	0
MCM10	0.621207
RNU6-6P	0
UCMA	0
C8orf59P1	0
RP11-445K13.2	0.133234
BEND7	2.09101
Y_RNA	0
RP11-214D15.2	0
RPL6P24	0
RP11-295P9.12	1.58096
RP11-295P9.6	0
RNA5SP301	0
RP11-353M9.1	0
NUTF2P5	0
RP11-142M10.2	0
RP11-397C18.2	0
MIR4293	0
Metazoa_SRP	0
MIR1265	0
RP11-7C6.1	0
RNA5SP302	0
RPSAP7	0.281843
CDNF	4.6391
RP11-398C13.6	2.10895
SUV39H2	2.95456
DCLRE1C	3.4164
MEIG1	0.0724666
OR7E110P	0
OR7E26P	0
OR7E115P	0
DCLRE1CP1	0
OLAH	0.216436
ACBD7	0.17173
GAPDHP45	0
C10orf111	0.123447
PPIAP30	0.0406843
RP11-455B2.9	0
RP11-25G10.2	0.034952
ITGA8	4.3351
SNORA31	0
FTLP19	0
RNU6-1075P	0
RP11-461K13.1	0
RNU2-18P	0
C1QL3	0.700817
RP11-197M22.2	0.887946
uc_338	0
CUBN	0.95169
RP11-406H21.2	0.546144
TRDMT1	1.35938
VIM-AS1	1.32706
RP11-124N14.3	2.85521
ST8SIA6	0.725761
ST8SIA6-AS1	0.0480479
Y_RNA	0
PRPF38AP2	0
HACD1	2.05343
AC069542.1	0
STAM-AS1	0.118211
RP11-390B4.3	0.496962
TMEM236	0.332031
MRC1	4.27846
MIR511	0
RP11-457D2.3	0
SLC39A12	0.0144018
SLC39A12-AS1	0
CACNB2	3.1
RP11-109I13.2	0
RP11-383B4.4	0.962795
AIFM1P1	0
RP11-139J15.5	0
RP11-288D15.1	0
MALRD1	0.0592049
UBE2V2P1	0
RP11-49L2.1	0
HMGN1P20	0
RP11-265G8.3	0
U3	0
RNA5SP303	0
RP11-354E11.2	0.423171
MTND1P37	0
MTND2P16	0
RNU6-1212P	0
RP11-575A19.2	0.668045
AMD1P1	0.364348
RP11-51E20.1	0
MIR4675	0
MTND1P21	0
RP11-56H7.2	0
EIF4BP2	0.0407717
NPM1P30	0
C10orf113	0.197323
NEBL-AS1	1.77108
RP11-565H13.3	0
LUZP4P1	0
RNU6-15P	0
RP11-275N1.1	0
RNMTL1P1	0
RP11-275N1.3	0
Metazoa_SRP	0
Y_RNA	0
CASC10	1.3686
MIR1915	0
SKIDA1	0.446522
RNU6-306P	0
HNRNPRP1	0.0507539
RNU6-1141P	0
RN7SKP219	0
RP11-399C16.3	0.427788
RN7SKP37	0
ADIPOR1P1	0
RP11-108B14.1	0
EBLN1	0
RP11-108B14.5	0
PSME2P6	0
RP11-573G6.4	0.411918
RP11-573G6.6	0.235776
RPL31P45	0
RP11-573G6.9	0
RP11-573G6.10	0
SPAG6	0.292523
RP11-301N24.3	0
RP11-142L16.2	0
RNU6-413P	0
ARMC3	0
RNA5SP304	0
YWHAZP3	0.649829
SNORA40	0
PTF1A	0
C10orf67	0.33643
RP11-215C7.3	0
RP11-371A19.2	0.0686789
MIR1254-2	0
NUP35P1	0
