Name	Brain - Anterior cingulate cortex (BA24)
RP11-595O22.1	0
LSM12P1	0.743093
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0
SMARCE1P4	0
RP11-527N22.1	0.0534501
RP11-527N22.2	0.309203
LINC01605	0.895458
RP11-150O12.2	0
RP11-150O12.6	0.486952
RP11-150O12.5	0
RP11-150O12.3	0
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0.0514291
RP11-863K10.7	0.683687
RP11-863K10.4	1.65762
ADGRA2	4.09089
RAB11FIP1	0.298766
RN7SL709P	0
GOT1L1	0
ADRB3	0.0947913
RPL12P48	0
KB-1836B5.1	0.154275
KB-1836B5.4	0.927091
RNU6-988P	0
RP11-90P5.5	0
STAR	3.4759
RP11-90P5.2	0
RNU6-323P	0
RP11-90P5.1	0
RP11-513D5.5	0
RP11-513D5.2	0
RP11-350N15.5	0.731477
LETM2	1.43456
RP11-350N15.3	0.443285
RP11-350N15.6	1.39123
RP11-350N15.4	1.20535
RPS20P22	0.409648
C8orf86	0.0794417
RP11-675F6.3	0.599077
RP11-675F6.4	0.172222
RNF5P1	1.6432
RP11-495O10.1	0
Y_RNA	0
RP11-723D22.2	0
RP11-723D22.3	0.521832
HTRA4	0.0215221
SNORD38	0
ADAM32	0.698542
RPL3P10	0
RP11-1113C11.2	0
ADAM5	0
ADAM3A	0
RP11-122L4.2	0
ADAM18	0
ADAM2	0
KB-1582A10.1	0
KB-1582A10.2	0
IDO1	0
RP11-44K6.3	0
RP11-44K6.2	0
RP11-44K6.4	0
IDO2	0
RP11-44K6.5	0
RP11-359E19.1	0
RP11-359E19.2	0
RP11-470M17.2	0
CTA-392C11.1	0
CTA-392C11.2	0
RP11-301G7.1	2.49848
RP11-465K16.1	0
RNU6-356P	0
MIR548AO	0
RPS29P2	0
CTD-3080F16.3	0
RNU6-895P	0
SNORD65	0
RP11-15G16.1	0
KRT18P37	0.0591729
GINS4	0.192246
RP11-360L9.4	0.214769
RP11-360L9.7	0
NKX6-3	0.752533
ANK1	4.39478
MIR486-1	0
RP11-930P14.1	0.271464
Y_RNA	0
RP11-930P14.2	0.210248
RN7SL149P	0
SNORD112	0
RP11-589C21.1	0
RP11-589C21.2	0.106563
RP11-589C21.6	0.10185
RP11-589C21.5	0
RP11-231D20.2	0
RPL5P23	0.149163
DKK4	0.0534109
RP11-1007J8.1	0.0544585
RP11-503E24.2	0.227636
CHRNB3	0.191948
RP11-412B14.1	0.0825298
RP11-412B14.2	0
CHRNA6	0.221388
THAP1	3.85986
RN7SL806P	0
MIR4469	0
HOOK3	4.33785
Y_RNA	0
RNU1-124P	0
POMK	0.796682
RP11-598P20.3	0.824859
VN1R46P	0
RP11-726G23.2	0
RP11-726G23.11	0
RP11-359P18.2	0
RP11-726G23.3	0
AFG3L2P1	0
RP11-726G23.10	0
RP11-726G23.8	0
POTEA	0
RNU6-104P	0
RP11-726G23.12	0
RP11-726G23.6	0
U3	0
RP11-359P18.1	0
RP11-359P18.7	0
RP11-359P18.8	0
SNX18P27	0
RP11-359P18.5	0
CYP4F44P	0
RP11-359P18.6	0
RP11-643N23.2	0
RP11-643N23.1	0
pRNA	0
HSPA8P13	0
ASNSP1	0
RP11-790L1.3	0
ASNSP4	0
RP11-101E19.8	0
TRIM60P15	0
LINC00293	0
MTND2P38	0
MTND1P7	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
RP11-101E19.7	0
RP11-350F16.1	0
RP11-350F16.2	0
MAPK6PS4	0
RN7SKP32	0
RP11-1134I14.2	0
RNU6-819P	0
RPL10AP2	0.154024
NDUFA5P12	0
RP11-1134I14.4	2.12432
ATP6V1G1P2	0.583686
RP11-1134I14.6	0.373932
IGLV8OR8-1	0
RP11-697N18.3	0.105524
RP11-697N18.4	0.117486
RP11-697N18.1	0
RP11-697N18.2	0
RNU6-665P	0
Y_RNA	0
RNU6-519P	0
RP11-769N21.2	0
CTD-2210A23.1	0
RNU6-295P	0
5S_rRNA	0
RPL29P19	0
RP11-513O13.1	0
RP11-567J20.3	0
RP11-567J20.2	0.0183968
AC026904.1	0
RP11-567J20.1	0
RP11-770E5.3	0
RP11-770E5.2	0
RP11-770E5.1	0.014624
EFCAB1	1.49319
RP11-22C8.1	0
SNAI2	1.18636
C8orf22	0.0435181
RP11-10H3.1	0
RN7SKP294	0
RFPL4AP7	0
RP11-738G5.1	0
RP11-738G5.2	0
PSAT1P1	0
RP11-109P6.2	0
RP11-401N18.1	0.483619
SNTG1	2.69929
RP11-759A9.1	0
RP11-759A9.2	0
CYCSP22	0
RP11-139G7.1	0
SNORA7	0
RP11-401H2.1	0
PXDNL	0.285633
BRIX1P1	0
BTF3P1	0
RP11-11C20.3	0.156223
RP11-110G21.2	0
RP11-110G21.1	1.01535
RP11-546K22.3	0.602705
RP11-546K22.1	0.0550156
RP11-546K22.2	0
ST18	1.16523
RP11-26M5.3	0
RP11-26M5.2	0
RP11-1023P17.2	0
RPL34P17	0
ALKAL1	0.142875
CTD-3214K23.1	0.146293
NPBWR1	0.215038
RP11-182E14.1	0
RP11-162D9.1	0
RP11-162D9.3	0
OPRK1	1.84124
RP11-1081M5.2	0.043648
RP11-1081M5.3	0.0455286
RP11-1081M5.1	0.0326076
RP11-400K9.4	0.440577
RP11-400K9.1	0
RP11-400K9.2	0
RP11-463C14.1	0
RP11-1070A24.2	0.467593
RPS27AP13	0
RNU6-1331P	0
RP11-30L15.4	0.0927047
RP11-30L15.6	0
TDGF1P5	0
Metazoa_SRP	0
RNU6ATAC32P	0
RP11-626A5.2	0
RP11-767C6.1	0
RNU105C	0
RP11-793H4.1	0
RN7SL250P	0
SOX17	1.51287
RP11-53M11.5	0
TRMT112P7	0
SEC11B	0
RP1	0.0256922
RP11-550I15.1	0
XKR4	1.31276
RP11-386G21.1	0
RP11-386G21.2	0
SBF1P1	0.0185029
RP11-628E19.2	0
TMEM68	2.02311
TGS1	3.73814
LYN	2.70931
RP11-318K15.2	0
SNORA1	0
RN7SL798P	0
RN7SL323P	0
RP11-446E9.1	0.963828
SNORD54	0
CTA-397H3.3	0
NPM1P21	0.0336235
MOS	0.044675
SNORA3	0
PLAG1	0.534882
RP11-140I16.2	0
SDR16C5	1.43252
SDR16C6P	0
PENK	1.59572
RP11-17A4.2	0
SEPT10P1	0
LINC00968	0
RP11-17A4.3	0
RPL37P6	0.0841994
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0.0881269
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0.0617016
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
CTD-2339F6.1	0.492097
RP11-44D19.1	0
LINC01602	0
RP11-1112C15.2	0
RP11-648L3.2	0
RPL26P26	0
RP11-716D16.1	0
RP11-114M5.1	0.0235565
CYP7A1	0.0290757
RP11-114M5.3	0
AC068522.4	0.0774237
RNU4-50P	0
RP11-328K2.1	0
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
LINC01301	0.88113
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0
RP11-91I20.2	0.0486526
RP11-91I20.1	0
CHD7	2.37395
RP11-33I11.2	0
RP11-33I11.3	0
AC022182.1	0.0386192
AC022182.2	0.0273273
AC022182.3	0.238743
CLVS1	2.30777
NPM1P6	0.0570614
RP11-787D18.2	0.121716
RP11-787D18.1	0
KRT8P3	0
RN7SKP97	0
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0
NKAIN3	0.670921
RP11-577N1.1	0.0661932
RP11-577N1.2	0
XRCC6P4	0
SRPK2P	0.0481697
RP11-659E9.2	0
RP11-659E9.4	0
TTPA	2.10234
RP11-16E18.1	0
YTHDF3-AS1	1.90054
RP11-16E18.3	1.0438
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0.0103778
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0.119159
RP11-579E24.2	0.647771
LINC01289	0.129917
COX6CP8	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.133011
CYP7B1	0.724911
RP11-1D12.1	0
RP11-1D12.2	0.0460972
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0.482339
Y_RNA	0.562468
MTFR1	2.10339
RP11-707M3.3	0.797949
PDE7A	3.36022
CTD-2532N20.1	0.500884
DNAJC5B	0.0481306
AC084082.3	0
TRIM55	0.0605019
LINC00967	0.0974009
RRS1-AS1	0.0240089
RP11-346I3.2	0
RNU6-1324P	0
MYBL1	0.841507
VCPIP1	3.84076
Y_RNA	0
C8orf44	3.32566
PTTG3P	0
MCMDC2	0.880466
SNORD87	1.80876
TCF24	0.0529458
PPP1R42	0.485584
RP11-409C19.2	0.108858
CSPP1	3.04991
RNA5SP268	0
RP11-453N18.1	0
RP11-7F18.2	0.468121
RP11-7F18.1	0
CPA6	0
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	1.24515
C8orf34	0.572101
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0
RNU7-102P	0
GS1-44D20.1	0.0872364
RP11-21C17.1	0
LINC01603	0
RP11-744J10.2	0
SULF1	1.85219
SLCO5A1	0.223142
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0.170679
Metazoa_SRP	0
RP11-159H10.1	0
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0.135099
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.0691283
RP11-333A23.2	0
LACTB2-AS1	0.0392974
LACTB2	4.55839
RN7SL19P	0
XKR9	0.268728
Y_RNA	0
RP11-326E22.1	0.0390538
EYA1	2.39875
RP11-1102P16.1	0.118846
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
MSC-AS1	1.44657
MSC	3.84661
RPS20P20	0
TRPA1	0.0384823
RP11-142A23.1	0.0851972
RP11-656G20.1	0.0687621
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	1.39587
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	1.15402
RNU6-285P	0
RP11-531A24.7	0
RP11-531A24.5	1.29116
SBSPON	0.609175
RP11-956J14.1	0
RP11-956J14.2	0
C8orf89	0.149487
FAM213AP2	0.321903
RDH10	2.89434
RDH10-AS1	0.0384348
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.0798397
RP11-181D18.4	0
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
RP11-99A14.1	0
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.142521
LY96	3.56918
RNU6-1300P	0
RP11-6I2.3	0.166465
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.114339
CTD-2320G14.2	0.883744
Y_RNA	0
MIR5681A	0
MIR2052HG	0.0289472
RP11-730G20.2	1.45009
RP11-730G20.1	0
MIR2052	0
RP11-758M4.4	0
RP11-758M4.3	0
PI15	0.430874
RP11-3N13.2	0
CRISPLD1	1.81153
RP11-300E4.2	0
RP11-697M17.2	0
CASC9	0
HIGD1AP6	0
PKMP4	0
HNF4G	0.211696
RNU2-54P	0
LINC01111	0
ZFHX4-AS1	2.62456
RP11-115I9.1	0
MRPL9P1	0.160983
ZFHX4	1.82844
uc_338	0
RP11-48D4.2	0
MIR3149	0
HIGD1AP18	0
RP11-38H17.1	0
RP11-91P17.1	0
RNU6-1220P	0
PKIA-AS1	0.0229145
RP11-594N15.3	1.13573
IL7	0.145011
RP11-578O24.2	0.268999
THAP12P7	0.0266781
RP11-79H23.3	0
RP11-1114I9.1	0
RP11-758H6.1	0
RPL3P9	0.0391851
LINC01607	0.624069
RP11-26J3.1	0.392171
RNU7-85P	0
RP11-26J3.3	0.229277
RP11-92K15.3	0.0704528
RP11-92K15.1	0
RN7SL41P	0
MIR5708	0
RP11-941H19.1	0
RP11-941H19.3	0
RP11-941H19.2	0
SNORA20	0
RP11-775E10.1	0
RNU6-1213P	0
ZBTB10	2.86492
RP11-48B3.3	0.0479866
RP11-48B3.4	1.40643
RPSAP47	0.0727334
RNU7-174P	0
RP11-48B3.2	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
ZNF704	4.0251
CKS1BP7	0
RNU11-6P	0
RN7SL308P	0
HMGB1P41	0.152494
PAG1	2.30746
RP11-172E10.1	0
RP11-1149M10.1	0
RP11-1149M10.2	0.177177
RP11-363E6.1	0
UBE2HP1	0
RP11-363E6.4	1.52282
RP11-363E6.3	1.52666
RP11-157I4.4	0
FABP9	0
FABP4	1.01187
RP11-257P3.3	0.0427336
FTH1P11	1.82499
FABP12	0.0630703
IMPA1P1	0.0432235
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0
SLC10A5	0.805088
RP13-923O23.7	0.658584
CHMP4C	0.268996
RP13-923O23.6	0
SNX16	3.5702
HNRNPA1P36	0.0583298
RP11-354A14.1	0.264757
RP11-99H20.1	0
HNRNPA1P4	0.133084
RP11-653B10.1	0.241672
RP11-731N10.1	0
CTD-2272D18.1	0
CTD-2272D18.2	0
RP11-296C13.1	0
RP11-813B8.1	0
RP11-813B8.2	0
LINC01419	0
RP11-120I21.2	0
TPM3P3	0
RP11-120I21.3	0.157821
RNU6-1040P	0
RP11-509P12.1	0
RP11-98H4.1	0
RP11-98H4.4	0
ACTBP6	0
IGJP1	0
RP11-146E23.2	0
LRRCC1	4.35532
RP11-219B4.7	0.0922006
E2F5	1.95616
RP11-219B4.3	0
CA13	1.36461
RP11-219B4.5	0
RP11-219B4.6	0
CA1	0.0650318
CA3	1.12367
CA3-AS1	1.09345
RP11-317J10.4	0
RP11-59O2.1	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
REXO1L11P	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
REXO1L7P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
CTA-392E5.1	0
ATP6V0D2	0
RP11-216N21.1	0
RP11-216N21.2	0
PSKH2	0
CTD-3118D11.3	0
SLC7A13	0
CTD-2284J15.1	0.254777
NTAN1P2	0.227315
SLC2A3P4	0.0398426
CNGB3	0.0273228
MIOXP1	0
GOLGA2P1	0
UBE2Q2P10	0
RP11-386D6.1	0
RP11-386D6.2	0
RP11-386D6.3	0
CNBD1	0
AF121898.3	0.0188097
VTA1P2	0
IARS2P1	0
SOX5P1	0
CTB-118P15.3	0
DCAF4L2	0.0140932
CTB-118P15.2	0.0406716
MMP16	3.07444
RP11-586K2.1	0.32757
RNA5SP272	0
RP11-69I13.1	0
RP11-642C5.1	0.0990852
RPSAP74	0
KRT8P4	0
RP11-37B2.1	0.51833
RIPK2	4.84144
COX6B1P6	0
SCb-64M4.1	0
RNU6-925P	0.077821
LINC00534	0
RNA5SP273	0
AB015752.3	0.116712
LINC01030	0.0436983
TMEM64	2.30062
RP11-68L18.1	0.079377
RP11-68L18.2	0
RP11-662G23.1	0.118247
C8orf88	1.55584
GS1-251I9.3	0
GS1-251I9.2	0
LRRC69	0.0916645
CTD-2114J12.1	0
MIR4661	0
SLC26A7	0.058021
RP11-122C21.1	0
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
RUNX1T1	3.24163
GS1-5L10.1	0
RP11-777J24.1	0
RP11-700E23.3	0
RP11-700E23.2	0
RP11-700E23.1	0
RP11-587H10.1	0
RP11-587H10.2	0
RP11-100L22.1	0
FLJ46284	0.193559
RP11-100L22.4	0
RP11-100L22.3	0
CTD-3239E11.2	0
IRF5P1	0
MIR8084	0
C8orf87	0
LINC00535	0.217859
RP11-388K12.1	0
RP11-388K12.3	0
RP11-388K12.2	0
RNA5SP274	0
ZNF317P1	0
RP11-10N23.2	1.4724
RBM12B	2.146
RBM12B-AS1	0.468309
RP11-10N23.5	0.0934923
TMEM67	2.09878
RP3-388N13.3	0
MYL12AP1	0
RP3-388N13.5	0.110046
PSMA2P2	0
RPL34P18	0.571264
CTC-788C1.2	0
KB-1184D12.1	0
CDH17	0.0262993
KB-1247B1.1	0
RPS4XP10	0
RAD54B	0.333425
RP11-267M23.1	2.13536
FSBP	0.537815
RP11-267M23.3	0
RP11-267M23.4	0.334563
RP11-267M23.6	0
RP11-267M23.5	0
RP11-267M23.7	0
RP11-22C11.2	0
ESRP1	0.211251
Metazoa_SRP	0
RP11-22C11.1	0
KB-1090H4.2	0
Y_RNA	0
DPY19L4	4.17611
CCNE2	0.644928
RP11-347C18.5	1.14319
RP11-347C18.1	0
NDUFAF6	3.68684
TP53INP1	2.60523
RP11-347C18.3	0.39647
RP11-347C18.4	0
RNU6-1209P	0
RP11-320N21.1	0.0213934
RP11-320N21.2	0
PLEKHF2	3.13046
C8orf37-AS1	0.100755
LINC01298	0
C8orf37	2.33536
RP11-328L11.1	0
RP11-90D11.1	0
RNU6-690P	0
RP11-31K23.1	0
RP11-31K23.2	0
RP11-44N17.1	0
RP11-44N17.2	0
KB-1043D8.8	0
GDF6	0.522003
KB-1043D8.6	0.558133
Y_RNA	0
KB-1448A5.1	0
RNU6-1172P	0
KB-1958F4.2	0.0398693
KB-1958F4.1	0.0539571
KB-1000E4.2	0.115423
U3	0
KB-1683C8.1	0
Y_RNA	0
KB-1907C4.2	0
KB-1589B1.4	0
SUMO2P18	0
RPS23P1	0.0846408
MATN2	4.90273
KB-1208A12.3	1.31342
RNU6-703P	0
ERICH5	0.658538
POP1	1.61035
KB-1458E12.1	0
KB-1517D11.3	0
STK3	1.3711
KB-1517D11.2	0
KCNS2	1.47996
KB-1517D11.4	3.99487
RNU6-748P	0
KB-1205A7.2	0
KB-1205A7.1	0
RPL19P14	0
RP11-44N12.4	0
MRPL57P7	0
RN7SKP85	0
RP11-44N12.5	0
OSR2	0.0241466
RP11-44N12.2	0
RP11-410L14.1	0.122689
VPS13B	2.58575
CTD-2340D6.2	0
CTD-2340D6.1	0
AP004290.1	0
AP004289.2	0
AP004289.1	0
Y_RNA	0
MIR599	0
MIR875	0
RN7SL350P	0
AC018442.1	0.0137899
RP11-402L5.1	0
RP11-402L5.2	0
RGS22	0.469227
SNORD77	0
MIR1273A	0
FBXO43	0.0941178
SPAG1	2.21917
Y_RNA	0
RP11-316J7.4	0
Y_RNA	0
KB-1991G8.1	0
KB-173C10.2	0.174124
MIR4471	0
KB-173C10.1	0.0956522
KB-1615E4.2	0.0691076
KB-1615E4.3	0
GAPDHP62	0
SNX31	0.141589
KB-1083B1.1	0
RNU6-1092P	0
RNU6ATAC41P	0
Y_RNA	0
RPS20P23	0
RNU4-83P	0
RPS26P6	0.0764215
Metazoa_SRP	0
RP11-521I2.3	0.577596
RN7SL685P	0
FLJ42969	0.21426
KB-1460A1.1	0.253372
KB-1460A1.2	0.049674
RN7SKP249	0
KB-1460A1.3	0.0798668
KB-1410C5.5	2.08188
KB-1410C5.1	0
KB-1410C5.2	0.0437783
KB-1410C5.3	0.298394
RNU7-67P	0
KB-1410C5.4	0
NACAP1	0.097652
DUXAP2	0
KB-1930G5.3	0
RN7SL563P	0
KB-1930G5.4	0
KB-1562D12.1	0
GRHL2	0.0977343
KB-1562D12.2	0
KB-1562D12.3	0
snoU13	0
KB-1396H2.2	0
MIR5680	0
KB-1073A2.1	0
UBR5-AS1	3.37665
SUMO2P19	0.0961859
KB-431C1.5	0.685798
KB-1980E6.2	0
RNU6ATAC8P	0
HSPE1P14	0
RPS12P15	0
KB-1980E6.3	0.807794
RNU6-1224P	0
ODF1	0.320055
POU5F1P2	0
KLF10	4.45447
KB-1042C11.5	0.186986
ADI1P2	0
KB-1732A1.1	0.222572
KB-1254G8.1	0
AZIN1-AS1	1.21682
KB-1507C5.3	0
RPL5P24	0.0948793
Y_RNA	0
KB-1507C5.4	0.803899
NPM1P52	0
KB-1639H6.2	0
MTND1P5	0
MTCO1P4	0
MTCO2P4	0
LINC01181	0.0387129
BAALC-AS2	4.09452
MIR3151	0
BAALC-AS1	1.5828
FZD6	2.77791
CTHRC1	1.18589
RP11-1C8.6	0.534908
RNU6-1011P	0
RP11-1C8.5	0.152429
RP11-1C8.7	4.29398
RP11-1C8.4	1.05332
RP11-5A11.1	0
RP11-5A11.2	0
RP11-771F20.1	0
DPYS	0.699023
DCSTAMP	0.0964646
KB-1552D7.2	0
KB-1742H10.3	2.01419
MIR548A3	0
NDUFA5P2	0
ZFPM2	2.24629
RP11-85M22.1	0
RP11-200A13.1	0
RP11-200A13.3	0
RP11-200A13.2	0
RP11-574O7.1	0.0321436
TMCC1P1	0
RP11-273P3.1	0
RP11-642D21.2	0
RP11-642D21.1	0
RPL12P24	0
ZFPM2-AS1	0.0750479
RP11-152P17.3	0
Y_RNA	0
SLC16A14P1	0
RP11-778D12.2	0
RP11-649G15.2	0.0908862
TAGLN2P1	0.0771561
RNU7-84P	0
ABRA	0.163858
KB-1433G4.1	0
HMGB1P46	0
ANGPT1	1.11368
PGAM1P13	0
RNA5SP275	0
NRBF2P4	0
AP001331.1	0.0270496
RP11-35G22.1	0
RPS17P14	0
RP11-25P11.2	0
RP11-790J24.1	0
TMEM74	0.976887
TRMT10BP1	0
RP11-1084E5.1	0
TRHR	0
NUDCD1	2.85501
RP11-122A21.2	0
PKHD1L1	0.0170101
RP11-419L20.2	0
RP11-422N16.3	0.176981
RP11-25D10.2	0
U2	0
RP11-25D10.1	0
RPSAP48	0
RP11-211F2.1	0
CTD-2544L4.1	0
RP11-238I10.1	0
KB-1299A7.2	0
NDUFB9P3	0
MTCO1P47	0
LINC01608	0.329066
LINC01609	0
RP11-114O8.1	0
EEF1A1P37	0
RP11-1101K5.1	0
SERPINA15P	0
RP11-58O3.1	0
RP11-58O3.2	0
RNU4-37P	0
CSMD3	1.60488
RPL30P16	0
MIR2053	0
RP11-709P2.1	0
RP11-67H2.1	0
Y_RNA	0
RP11-267L5.1	0
RP11-393K19.1	0
CARSP2	0
TRPS1	2.47204
AF178030.2	0
LINC00536	0
RNA5SP276	0
RP11-536K17.1	0
UTP23	3.14411
RAD21-AS1	0.264207
AARD	0.596325
SLC30A8	0.0244271
RN7SL228P	0
RP11-1059L18.1	0
RP11-654G14.1	0
RN7SL826P	0
SNORA31	0
RPS10P16	0
EXT1	2.62483
AC113188.2	0
SAMD12	3.59243
AC023590.1	0.0196274
SAMD12-AS1	0.0600701
RPS26P35	0
TNFRSF11B	1.42924
RNU6-12P	0
RP11-278I4.1	0
COLEC10	0.0712322
RP11-278I4.2	0
MAL2	0.029601
MIR548AZ	0
SNORA32	0
RP11-775B15.2	0
RP11-775B15.3	0
CYCSP23	0
RN7SKP153	0
TAF2	3.71468
DSCC1	1.41154
RP11-85I17.2	0.0672795
RN7SL396P	0
KB-1471A8.1	0.0324014
RNA5SP277	0
RP11-760H22.2	2.06517
COL14A1	0.363176
MTBP	1.1866
SNTB1	3.27494
NCAPGP1	0
RP11-713M15.1	0
RP11-713M15.2	0.089023
RP11-369K17.1	0
RP11-369K17.2	0
RPL35AP19	0
HAS2	0.291932
HAS2-AS1	0.164862
RP11-3G20.1	0
RP11-3G20.2	0
RP11-785H20.1	0
RP11-398G24.2	0
MRPS36P3	0
SMILR	0
RP11-96B2.1	0
LINC01151	0
snoU13	0
RP11-973F15.2	0
CDK5P1	0
RP11-44N11.2	0.761975
RP11-44N11.3	0.248771
RP11-44N11.1	0.00641564
RP11-557C18.4	0
RP11-557C18.3	0
TBC1D31	1.89086
HMGB1P19	0
FAM83A	0.0110993
U3	0
RP11-539E17.5	0
RP11-539E17.3	0
FAM83A-AS1	0
MIR4663	0
UBA52P5	0
RNU6-628P	0
RP11-468O2.1	0.069772
ATAD2	3.0841
RNU6-875P	0
DUTP2	0
IMPDH1P6	0.0363319
U4	0
RP11-174I12.2	0
RN7SKP155	0
CTD-2552K11.2	0
KLHL38	0.169973
ANXA13	0.0629468
FER1L6	0.0280943
RP11-245A18.1	0
FER1L6-AS1	0
RP11-959I15.4	0
FER1L6-AS2	0.238857
RP11-959I15.1	0
ARF1P3	0
RP11-37N22.1	0.170686
RNU6-756P	0
RP11-383J24.1	0
RP11-383J24.2	0
TRMT12	4.0824
RNF139-AS1	0.724916
RP11-158K1.3	1.49365
MIR6844	0
RP11-532M24.1	0.423377
RP11-1082L8.3	0.0431366
MIR4662B	0
LINC00964	0.0654452
RP11-1082L8.1	0
RP11-1082L8.2	0
ZNF572	0.541554
RP11-6D1.3	0
WASHC5-AS1	0.0828574
NSMCE2	4.33269
RN7SL329P	0
RP11-550A5.2	0
RP11-136O12.2	0
RP11-697B24.1	0
RNU6-442P	0
LINC00861	0.0387923
SOD1P3	0
RP11-622O11.4	0
KNOP1P5	0
RFPL4AP5	0
RP11-65D17.1	0
RP11-103H7.1	0
RP11-103H7.2	0
RNU6-869P	0
RP11-103H7.3	0
FAM84B	3.44015
RP11-89K10.1	0
RP11-89K10.2	0
RNU11-4P	0
RP11-351C8.1	0
PCAT1	0.0116708
PCAT2	0
PRNCR1	0.00547718
CASC19	0
CCAT1	0
CASC8	0.00764514
RP11-382A18.3	0
CASC21	0
CCAT2	0
POU5F1B	0.0321647
CASC11	0.00856122
MYC	1.74683
PVT1	0.414356
TMEM75	0
MIR1205	0
RNU1-106P	0
MIR1206	0
RP11-55J15.2	0
RNU4-25P	0
MIR1207	0
MIR1208	0
RN7SKP226	0
LINC00824	0
LINC00976	0
LINC00977	0
RP11-1057N3.2	0
RN7SKP206	0
CCDC26	0
RP11-26E5.1	0
MIR3686	0
RP11-419K12.1	0
MTRF1LP2	0
GSDMC	0.0417494
RP11-473O4.5	0.242372
RP11-473O4.1	0
SNORA25	0
RP11-473O4.4	0
RP11-473O4.3	0.117385
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.236575
SNORA12	0
KB-1568E2.1	0
RP11-737F9.2	0
RP11-737F9.1	0.141938
RP11-381I15.1	0
CTD-2501M5.1	0.233363
SNORA72	0
CTD-2008O4.1	0
OC90	0.127778
HHLA1	0.015088
HPYR1	0.179497
LRRC6	4.05418
TMEM71	0.37359
CTC-137K3.1	0.0494655
AF230666.2	0.104244
TG	0.430594
CTD-2182N23.1	0
SLA	2.15799
MIR7848	0
WISP1	0.229179
CTC-458A3.1	0
CTC-369M3.1	0
ST13P6	0.182189
RP11-629O1.3	0
RP11-629O1.4	0
SNORA40	0
Metazoa_SRP	0
MTND2P7	0
MTCO1P49	0
CTD-2588J1.1	0
CTD-2309H9.3	0
CTD-2309H9.4	0
RP11-157E21.1	0
RP11-157E21.3	0
RP11-157E21.2	0
RP11-513H8.1	0
ZFAT	1.46642
ZFAT-AS1	0
CTD-2342N23.2	0
CTD-2342N23.3	0
CTD-2342N23.1	0.0243687
AC083843.4	1.65147
AC083843.1	0.609398
MIR30B	0
MIR30D	0
AC083843.2	0.0790312
