Name	Brain - Cerebellum
SLC25A39P2	0
RP11-291B21.2	0.0517851
STYK1	0.0521076
RP13-81N3.2	0
HSPE1P12	0
TAS2R7	0
TAS2R8	0.12897
TAS2R9	0.0601773
PRH1	2.54885
TAS2R10	0.836723
RP11-144O23.8	0.967797
TAS2R12	0.117698
TAS2R13	0.142803
PRH2	0.161102
TAS2R15P	4.33193
TAS2R50	0.404831
TAS2R20	2.41184
TAS2R19	2.82791
TAS2R31	0.95861
TAS2R63P	0.258058
TAS2R46	0.299896
TAS2R64P	0.700048
TAS2R43	0.343642
RP11-673D15.7	0
TAS2R30	0.218371
TAS2R18	0.225649
RP11-785H5.2	0.299356
TAS2R42	0.109527
RP11-144O23.22	0
RP11-711K1.8	0
PRB3	0
PRB4	0
PRB1	0
PRB2	0
RP11-711K1.7	0
HIGD1AP8	0
RP11-434C1.4	0
RP11-434C1.5	0
DDX55P1	0
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	0.473924
ETV6	1.04915
BCL2L14	0.0299933
RP11-267J23.4	0.642618
MIR1244-4	0
RP11-267J23.1	0.0944238
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
RPL23AP66	0.53955
LOH12CR2	2.88998
BORCS5	4.35083
RP11-253I19.4	0
RP11-253I19.3	1.11334
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.3	0.562162
RP11-180M15.4	0
MIR613	0
STX8P1	0
DDX47	0.296927
RP11-59H1.1	0
RP11-392P7.1	0.124189
RPL13AP20	0.546383
GPRC5A	0.137617
RP11-392P7.6	0.229801
GPRC5D	0.0659442
RP11-392P7.7	0
SNORD88	0
HTR7P1	0.858574
RP11-377D9.3	0.17495
RP11-377D9.1	0
GSG1	0.340712
EMP1	2.10572
LINC01559	0
GRIN2B	0.583835
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
PLBD1	0.481713
RP11-502N13.2	0
RN7SKP134	0
GUCY2C	0.0345297
PLBD1-AS1	0
RP11-174G6.1	0.0881312
RP11-174G6.5	3.32262
HIST4H4	2.66022
C12orf60	0.59142
SMCO3	0.163509
ART4	0.0263619
RP11-233G1.4	0
MGP	4.88701
ERP27	0.0691145
PDE6H	0
LINC01489	0
RERG	1.39974
RERG-IT1	0
RERG-AS1	0
METTL8P1	0
PTPRO	0.699216
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0
SLC15A5	0.117689
SUPT16HP1	0.160415
RP11-424M22.1	0
RP11-424M22.3	0
RP11-239A17.1	0
RP11-69C13.1	0
RP11-1018J11.1	0.196017
EEF1A1P16	0.0451078
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
RERGL	4.01405
PIK3C2G	0.0218115
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0
PSMC1P9	0
RP11-361I14.2	0
CAPZA3	0
RPL7P6	0.098132
MEF2BNBP1	0
RP11-282K24.3	0.0993043
RN7SL459P	0
RN7SL67P	0.112627
PDCD5P1	0
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	0.281742
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0.113966
RP11-405A12.1	0.0227924
RP11-664H17.1	0
CTC-465D4.1	0
RP11-284H19.1	0
UBE2L2	0
RP11-424C20.2	0.0608928
SLCO1C1	1.61063
SLCO1B3	0
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
IAPP	0.0279973
ELOCP31	0.0852563
GYS2	0.465455
RP11-59N23.3	0
RP11-59N23.1	0
KCNJ8	2.53012
ABCC9	0.418858
RP11-729I10.2	0
RP11-729I10.3	0
RP11-547L9.1	0
RP11-49G2.3	0.945449
RP11-49G2.4	0.0829927
RP11-73M14.1	0
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	0.93404
RP11-268P4.4	0
RP11-268P4.6	0
RP11-114G22.1	0
RPS27P22	0
RP11-449P1.1	0
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	1.26812
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0.0941197
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
BCAT1	1.16129
RP11-625L16.3	0
RP11-662I13.3	0.0676139
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
LRMP	0.2412
CENPUP2	0
RP11-713N11.4	0
RP11-713N11.6	0.471543
CASC1	0.556774
RP11-295I5.4	1.53344
RP11-707G18.1	1.19933
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0.144926
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RP11-283G6.3	2.04326
RP11-283G6.4	0.0394018
RP11-283G6.5	0
RP11-283G6.6	0
RP11-612B6.1	0
RP11-513G19.1	0.307952
RP11-612B6.2	0
ITPR2	3.34793
RNA5SP354	0
RP11-666F17.1	0
RP11-666F17.2	0
C12orf71	0.756754
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.491658
ARNTL2	2.51101
ARNTL2-AS1	0.0614904
SMCO2	0.429583
RARSP1	0
PPFIBP1	2.35117
RP11-709A23.1	0.0198671
RP11-709A23.2	0
RP11-1060J15.3	0
RP11-1060J15.4	0.0410488
REP15	0.253012
RP11-1060J15.9	0.204787
RP11-1060J15.5	0
RP11-1060J15.7	0
Y_RNA	0.248898
MANSC4	1.8549
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	0.367167
RP11-993B23.3	0
RP11-967K21.1	0.842411
RP11-967K21.2	0
RP11-425D17.1	0.929292
RP11-425D17.2	0
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0
FAR2	2.69253
RP11-946L16.2	0.157632
RP11-996F15.4	2.08057
RP11-996F15.2	1.18618
RP11-996F15.5	2.72943
RP11-996F15.6	4.05555
OVCH1-AS1	0
OVCH1	0.0190542
TMTC1	1.42854
RP11-310I24.1	0
RPL21P99	0
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.22205
LINC00941	1.36774
RP11-77I22.4	0
RP11-551L14.4	0.375775
RP11-551L14.8	0.207231
DDX11-AS1	0.70992
SNORA75	0
RP11-551L14.7	0
OVOS2	0.0825714
RP11-627K11.5	0
RP11-627K11.1	0.581221
MREGP1	0
RP11-627K11.6	0
FAM60A	3.02771
RP11-627K11.3	0
FLJ13224	0
RP11-771K4.1	0.204141
U6	0
RNU6-618P	0
RP11-771K4.3	2.57897
RP11-820K3.3	0.136083
RP11-820K3.4	0.124595
Y_RNA	0
RP11-820K3.2	0.0413747
DENND5B-AS1	0.191458
RNU5F-4P	0
RPL31P50	0
AK4P3	0.144247
ETFBKMT	2.69582
STMN1P1	0.444076
RP11-467L13.7	1.25317
RP11-467L13.4	0
RP11-467L13.5	0.0911659
H3F3C	0.375484
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0
RP11-428G5.7	0
RP11-50I19.2	2.84964
RP11-50I19.1	0
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
RP11-843B15.4	1.04036
RP11-956A19.1	0.24451
RP11-817I4.1	0.959986
RP11-817I4.2	3.05571
Y_RNA	0
FGD4	2.53793
RNU6-494P	0
RP11-278C7.2	0.511367
Y_RNA	0
RP11-278C7.3	4.81853
PKP2	2.21746
RP11-8P13.5	0.275085
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0
RP11-438D14.2	0
RP11-438D14.3	0
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.294222
ALG10	1.55795
RP11-847H18.3	0.0954433
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0
RNA5SP357	0
DUX4L27	0.057329
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	2.77463
RP11-804F13.2	0
RP11-804F13.1	0
CPNE8	2.21149
RP11-396F22.1	0.906041
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0
RP11-421H10.2	0
RP11-242C24.2	0.201435
RP11-242C24.3	0
C12orf40	0.0156187
SLC2A13	2.69123
SNORA22	0
RPL30P13	0
RP11-476D10.1	0
AC079630.2	0
AC079630.4	0.339948
LRRK2	2.68876
AC084290.2	0
MUC19	0.00221656
RP11-115F18.1	0
RNU6-713P	0
RP11-367O10.1	0.455992
PDZRN4	1.47744
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
RP11-76E16.2	0
MIR7851	0.651479
SNORA74	0
RP11-351C21.2	0.961173
RNU6-249P	0
RP11-328C8.2	0.270498
Y_RNA	0
PRICKLE1	2.23308
RP11-328C8.4	1.71867
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0
RP11-25I15.3	0
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.0172962
RP11-210N13.1	2.07782
IRAK4	3.30774
TMEM117	1.88242
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0
RP11-499A10.3	0.983796
Y_RNA	0
DBX2	1.12995
RP11-478B9.1	0
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	0.441534
RP11-139E19.2	0
ANO6	2.47522
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0
U6	0
RP11-19E18.2	0.0762801
RN7SL246P	0
KNOP1P2	0.0869298
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.0725068
RP11-96H19.1	0.378392
RP11-474P2.4	0.213949
RP11-474P2.6	0.276667
RP11-474P2.7	0.101194
RP11-446N19.1	0.184398
OR7A19P	0
MARK3P1	0
SLC38A4	0.022244
RP11-618L22.1	0.0756067
AMIGO2	0.643439
PCED1B	0.627291
RP11-23J18.1	0
MIR4698	0
PCED1B-AS1	0.76022
RP11-493L12.3	0
RP11-493L12.4	0
RP11-493L12.7	0
RP11-493L12.6	0
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RP1-197B17.5	0.627154
RP1-197B17.3	1.20544
ENDOU	0.664995
RP1-197B17.7	0.334909
RP1-197B17.4	0.224262
CTD-2024F21.1	0.0558359
RP5-1057I20.5	1.9712
RP5-1057I20.6	0.223846
RP5-1057I20.2	0
VDR	0.227146
RP11-89H19.1	0
RP11-89H19.2	0.201559
RP1-228P16.9	0
COL2A1	0.170889
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	0.960297
RP1-228P16.1	1.53055
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	4.84839
RP11-474C8.3	0
PHBP18	0.138249
RP11-474C8.5	0
RP11-474C8.7	0.226581
RP11-370I10.12	1.43592
OR10AD1	1.05722
RP11-370I10.2	0
RP11-370I10.10	1.05934
H1FNT	1.44078
RP11-370I10.4	0.65755
RP11-370I10.6	0.814356
OR5BK1P	1.07107
RP11-370I10.11	2.92579
OR5BT1P	0.37081
OR5BJ1P	0
OR8S21P	0
OR8T1P	0.801035
ANP32D	0.0897377
C12orf54	0.519027
RP11-722P11.4	0
OR8S1	0.0857935
OR5BS1P	0
LALBA	0
OR11M1P	0
SNORA2C	0
MIR1291	0
SNORA2A	2.28806
SNORA2B	0
LINC00935	0
RP11-579D7.2	0
MIR4701	0
RP11-579D7.4	0.617527
RP11-579D7.8	0.21475
Y_RNA	0
RNU6-600P	0
CCDC65	2.91923
WNT10B	0.217345
RNU6-940P	0
WNT1	0.0418533
DDN	0.233192
RP11-386G11.5	0.268315
RHEBL1	4.49274
RP11-386G11.11	0.373659
DHH	0.503913
RP11-386G11.8	0
RP11-386G11.10	2.2726
Y_RNA	0
Metazoa_SRP	0.348628
TUBA1C	4.39547
RP11-977B10.2	0.61836
RP11-161H23.5	0
RP11-161H23.9	0.229753
PRPH	1.55095
TROAP	0.129393
C1QL4	0.0999551
DNAJC22	0.21869
RP11-161H23.10	1.00991
RP11-161H23.8	1.0692
RP11-133N21.10	0.364539
FAM186B	0.277587
RNU6-834P	0
POLR2KP1	0.558359
RP11-133N21.7	1.20686
HIGD1AP9	0
RP11-133N21.12	0
LSM6P2	0
BCDIN3D-AS1	2.63483
BCDIN3D	4.22474
RP11-70F11.7	0.0905309
RP11-70F11.2	0
RP11-70F11.11	0.451307
RP11-70F11.8	1.33904
AQP2	0.0121084
RP11-469H8.6	0.0973364
AQP5	3.33312
AQP6	1.2301
RP3-405J10.3	3.95236
RP3-405J10.2	0.76575
RP3-405J10.4	1.04532
MIR1293	0
RNU6-1093P	0
RP3-405J10.5	0.118869
FAM186A	0.368615
RP11-112N23.1	0
RNU6-769P	0
RNU6-238P	0
Y_RNA	0.416227
RP11-60E8.2	0.629165
RP11-60E8.4	0
RN7SL519P	0
TMPRSS12	0.025705
RP11-60E8.3	0
RP11-407N8.6	2.0293
Y_RNA	0
RP11-407N8.4	0.362937
HIGD1C	0.428963
RP11-407N8.5	0.238461
RNU6-87P	0
RNU6-1273P	0
RP11-416A17.1	0
PHBP19	0.424057
Y_RNA	0.135627
RNU6-199P	0
SMAGP	1.46517
BIN2	0.612702
CELA1	0
GALNT6	0.596598
RP11-607P23.1	0
HNRNPA3P10	0.339196
RP11-923I11.4	0.036485
FIGNL2	1.93867
RP11-923I11.5	0
ANKRD33	0.034406
RP11-1100L3.4	0
ACVRL1	4.28935
RNU6-574P	0
RP11-1100L3.8	3.36763
OR7E47P	0.0165364
RP11-1100L3.7	0
OR7E47P	0
RP1-288H2.2	0
LINC00592	0
KRT80	0.0702846
C12orf80	0
METTL7AP1	0
KRT7	0.168303
KRT7-AS	0
KRT86	0.218767
KRT87P	0
RP11-845M18.7	0
KRT81	0.0780981
RP11-845M18.6	0.13957
KRT83	0.045011
KRT89P	0
KRT85	0
KRT84	0
RP3-416H24.4	0
KRT82	0
RP11-1020M18.10	0
KRT90P	0
KRT75	0
KRT6B	0.156871
KRT6C	0.106238
KRT6A	1.35533
KRT5	2.01023
KRT71	0.0600595
KRT74	0.135071
KRT72	0.544075
KRT73-AS1	0
KRT73	0
KRT128P	0
KRT2	0.51288
KRT1	1.59099
KRT77	0.0597192
RP11-641A6.3	0
KRT126P	0.054997
KRT125P	0.0846753
RP11-641A6.5	0.105885
RP11-641A6.8	0
BTBD10P1	0
KRT127P	0
ARL2BPP2	0
KRT76	0
RP11-153F5.2	0
KRT3	0
KRT4	2.17734
KRT79	0.0180719
RP11-153F5.3	0
KRT78	0.103443
RPL7P41	0
KRT8	1.16483
RP11-983P16.2	0.261128
RP11-983P16.4	4.50462
MIR6757	0
SOAT2	0.0609558
VTI1BP3	0
RNU6-333P	0
HIGD1AP1	0
EIF4A1P4	0.0481798
RP11-1136G11.8	0.465663
ITGB7	0.341147
RP11-624J6.2	0
ESPL1	0.0587474
SP7	0.140685
AMHR2	0.0448258
PCBP2-OT1	2.53392
RP11-793H13.3	1.56807
RP11-793H13.12	0.208453
RP11-972K6.1	0
CISTR	1.12606
RP11-686F15.2	0.293536
RN7SKP289	0
HOXC13-AS	0
HOXC13	0
HOXC12	0
HOTAIR	0
AC012531.1	0
AC012531.2	0
HOXC11	0
HOXC-AS3	0
HOXC10	0.0216349
HOXC6	0.0278135
MIR196A2	0
HOXC9	0
HOXC-AS2	0
HOXC-AS1	0
HOXC8	0
AC012531.25	0
HOXC5	0
MIR615	0
HOXC4	0.0916288
FLJ12825	0.407197
RP11-834C11.7	0.0522316
RP11-834C11.6	0
LINC01598	0.061337
Y_RNA	0
RP11-834C11.4	0.463506
RP11-834C11.15	0
RP11-834C11.11	0.0440466
RP11-834C11.10	0.0746033
RP11-834C11.8	0
RN7SL390P	0
RP11-968A15.2	3.00752
RP11-968A15.8	0.332441
NFE2	0.166014
RNU6-950P	0
MIR148B	0
RN7SL744P	0
RP11-753H16.3	0.0671136
RP11-753H16.5	0
GPR84	0.23946
ITGA5	2.78173
LINC01154	0
GTSF1	0.0515412
NCKAP1L	0.421586
GLYCAM1	0
LACRT	0
DCD	0.204335
RP11-850F7.7	0
VDAC1P5	0
MUCL1	0
TESPA1	0.0282261
RP11-616L12.1	0
NEUROD4	0
OR9K1P	0
RP11-616L12.4	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	0
OR6C73P	0
OR6C65	0
PHC1P1	4.65051
OR6C76	0
RP11-110A12.2	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
OR6U2P	0
OR10P1	0
RP11-644F5.16	0
OR10AE3P	0
RP11-644F5.15	0
RP11-644F5.17	0
METTL7B	0.383795
Metazoa_SRP	0.344035
RP11-644F5.12	0.424849
RP11-762I7.4	2.40081
MMP19	0.177282
OLA1P3	0
GSTP1P1	0
RP11-973D8.5	2.28445
PMEL	0.133659
CDK2	3.33791
RP11-603J24.7	0.333088
RP11-603J24.21	1.56909
RP11-603J24.4	0.104733
ERBB3	3.46269
ZC3H10	2.89381
RP11-603J24.6	0
RP11-603J24.5	1.99129
RP11-603J24.14	0.371642
SLC39A5	0.814512
RP11-977G19.14	4.37796
IL23A	0.678774
RNU7-40P	0
APOF	0.034077
RP11-348M3.6	0
RP11-348M3.2	0
RP11-121C6.5	0
RP11-121C6.4	0
MIP	0.134845
HSPD1P4	0.759391
RNU6-343P	0
SNORD59A	0
RN7SL809P	0.549688
RP11-74M13.4	0.0453671
RP11-74M13.6	0
RP11-74M13.3	0
SNORA48	0
SDR9C7	1.62212
RP11-474N8.9	0
RDH16	2.17532
RP11-74M13.5	0.0772687
GPR182	0.197725
ZBTB39	3.81638
TAC3	0.19828
MYO1A	0.150089
LRP1-AS	0.310166
MIR1228	0
RP11-123K3.9	0.363403
STAC3	4.18283
RNU6-879P	0
RP11-756H6.1	0
INHBC	0.684777
INHBE	1.23001
GLI1	4.96773
MIR6758	0
MIR616	0.343688
RPL13AP23	0
CYP27B1	0.568928
METTL1	3.02202
RNU6-1083P	0.455647
MIR26A2	0
RP11-620J15.1	0.677259
RP11-620J15.2	0.0350921
RP11-620J15.4	0
RP11-58A17.3	1.13431
RN7SKP65	0
RP11-58A17.2	0
RP11-58A17.4	0
RP11-489P6.1	0
RP11-489P6.2	0
RPL21P103	0
RP11-340M11.1	0
RP11-362K2.2	0
RP11-767I20.1	0
LRIG3	0.697238
RP11-150C16.1	0
RPS6P22	0
RP11-557F20.2	0
RP11-272B17.1	0
RNU6-279P	0
RNU6-871P	0
RP11-272B17.2	0
RNU4-20P	0
SLC16A7	3.93967
RP11-813P10.1	0
RP11-813P10.2	0.134375
RP11-316A16.1	0
RP11-335M9.1	0
Y_RNA	0
SNORA19	0
RP11-154D9.1	0
RP11-471N19.1	0
DUX4L52	0
FAM19A2	0.470541
RPL21P104	0
KRT8P19	0
RPS3P6	0
RP11-769N19.2	0
KLF17P1	0
RNU6-595P	0
Metazoa_SRP	0.135258
RP11-863H1.1	0.357265
RNU6-399P	0
LINC01465	0.557208
MIRLET7I	0
RP11-631N16.2	4.81155
RPL32P26	0.210749
GAPDHP44	0.422298
RNU1-83P	0
Y_RNA	0
RP11-848D3.4	0
LDHAL6CP	0
RSL24D1P5	0
AVPR1A	0.076668
RP11-715H19.2	0
HNRNPA1P69	0
RP11-1022B3.1	0
RP11-415I12.3	0
RP11-972L6.2	0
RP11-415I12.2	0
RP11-415I12.1	0
TMEM5	3.20341
TMEM5-AS1	0.142836
PABPC1P4	3.30528
SRGAP1	1.54287
RPL36AP41	0
RP11-274J7.2	0
RP11-274J7.3	0
RP11-1029F8.1	0
RP11-196H14.2	0
RP11-196H14.4	0
C12orf66	1.95124
RNU6-1009P	0
RPS11P6	0.862829
RNU5A-7P	0
C12orf56	0.495123
RP11-114F3.2	0.118836
snoU13	0
RP11-114F3.5	0.581555
RP11-114F3.4	0.123893
RASSF3	3.05076
RP11-439H13.2	0
SNORD83	0
RP11-338E21.1	0
RP11-338E21.2	0
RP11-338E21.3	0
RP11-629N8.4	0
RP11-629N8.3	0.0899593
RPL7P39	0.166404
RP11-766N7.3	2.33865
RP11-766N7.4	0.0800344
RNU6ATAC42P	0
RP11-168J19.2	0
RNU6-166P	0
APOOP3	0
RP11-305O6.4	0.227681
RP11-305O6.3	0.0348719
KRT18P60	0.0463528
RP11-230G5.2	0.0136835
RP11-221N13.2	0
RP11-221N13.3	0
RP11-221N13.4	0
PCNPP3	0
RPSAP52	0
HMGA2	0
RP11-677M24.1	0
RP11-366L20.2	0.0366449
RP11-366L20.3	0
MIR6074	0
RP11-366L20.4	0
RPL21P18	0
RNA5SP362	0
LLPH	3.74984
LLPH-AS1	1.3763
IRAK3	0.971902
RBMS1P1	0.152647
RP11-335I12.2	0
PDCL3P7	0
RN7SKP166	0
HELB	0.104831
GRIP1	0.355926
OSBPL9P5	0
OSBPL9P4	0
RP11-123O10.4	0
RP11-123O10.3	0
RP11-123O10.1	0
RAB11AP2	0
GGTA2P	0.261932
MRPL40P1	0.0570949
NTAN1P3	0
RP11-473M14.3	0
RP11-542B15.1	0.0254754
RP11-335O4.1	0
DYRK2	3.4337
RP11-335O4.3	0
RP11-43N5.1	0.0255677
RP11-43N5.2	0
LINC01479	0
GS1-410F4.5	0
IFNG-AS1	0
RPL39P28	0
HNRNPA1P70	0
RP11-444B24.2	0
IFNG	0
IL26	0
IL22	0.180443
RP11-81H14.2	0.058376
RP11-71J4.2	0
RP11-81H14.1	0
RP11-81H14.3	0
RP11-81H14.4	0
RPSAP12	0.307929
Metazoa_SRP	0
RAP1B	2.94238
RPL10P12	0.295337
SNORA70G	0
ATP5HP4	0.939952
RP11-637A17.2	0.0713298
RPL7P42	0
KRT8P39	0.269368
SLC35E3	3.08521
RP11-611O2.2	0.27555
RP11-611O2.1	0
CPM	1.17595
RNU7-4P	0
RP11-611O2.6	0
PRELID2P1	0
RP11-324P9.1	0
C1GALT1P1	1.55698
RP11-1143G9.5	0
LYZ	1.2645
RN7SL804P	0
RPS26P45	0.426394
RP11-956E11.1	1.50464
LRRC10	0.0717302
BEST3	4.50729
RP11-588G21.1	0.551079
RP11-588G21.2	0.123966
MYRFL	1.1483
RP11-611E13.3	0.298113
RP11-320P7.2	2.89771
LINC01481	2.20278
RP11-398J13.1	0.767054
RNU4-65P	0.420143
RP11-588H23.3	1.50326
RP11-785D18.3	0
FAHD2P1	0.980598
Y_RNA	0
CTD-2021H9.1	0
CTD-2021H9.2	0
CTD-2021H9.3	0
TSPAN8	0.318015
LGR5	0.565226
RP11-578B16.1	0
RP11-186F10.2	0
SNORA17	0
RP11-498M15.1	0
RP11-2H8.3	0
RP11-2H8.4	0.131186
TPH2	0.0280129
RP11-89M22.3	0
RP11-98E6.1	0
CHCHD3P2	0.0949453
RP11-12K6.2	0
RP11-314D7.1	0
RP11-314D7.2	0
RP11-314D7.3	0
RP11-166B14.1	0
RNU6-1012P	0
RP11-295G12.1	0
U8	0
RP11-711C17.1	0
RP11-711C17.2	0
RP11-81H3.2	0.182787
RP11-274M17.1	0
RP11-274M17.3	0
RP11-274M17.2	0
VENTXP3	0
RP11-361A23.1	0
RP11-361A23.2	0
RP11-361A23.3	0
RP11-81K13.1	0
KCNC2	0.277449
RP11-560G2.1	0.0136661
CCNG2P1	0
RP11-560G2.2	0.0487409
GLIPR1L1	1.26982
GLIPR1L2	1.52864
GLIPR1	2.21489
RP11-585P4.5	3.2275
RP11-114H23.1	0
RP11-25J3.2	0
RPL10P13	0
SNORA70	0
RP11-114H23.2	0
RP11-290L1.6	0
RN7SL734P	0
RP11-290L1.5	0
RP11-290L1.7	0
RP11-290L1.3	0
RP11-290L1.4	2.69257
RP11-453D16.1	0
RP11-453D16.2	0
RNU6-1271P	0
RP11-54A9.1	0.0357603
RN7SKP172	0
RP11-20E24.1	0.253481
RP11-613M5.1	0
YWHAQP7	0
RP11-613M5.2	0.213712
RPL7P43	0
RP11-734E19.1	0.18526
RP11-461F16.3	0
RP11-669B18.1	0
E2F7	0.0433688
RP1-81P11.1	0
RP1-97G4.1	0
RP11-781A6.1	0
RP11-136F16.1	0
FAM213AP1	0
RP11-38F22.1	0
RP11-754N21.1	0
RP11-90C1.1	0
RP11-171L9.1	0
RP11-123M21.2	0
RP11-123M21.1	0
RP11-390N6.1	0.0465551
RP1-78O14.1	0.222826
MIR1252	0
RP11-359M6.2	0
RP11-359M6.1	0.0326685
NOP56P3	0
PAWR	1.13391
RP11-530C5.1	0
RP11-530C5.4	0.267971
RP11-530C5.2	0.110348
RNA5SP363	0
RP11-84G21.1	0.357877
SNRPGP20	0
RPL7P38	0.0311371
RNU7-106P	0
RP11-244J10.1	0.259218
OTOGL	0.0783003
RN7SKP261	0
PTPRQ	0
AKIRIN1P1	0
RP11-272K23.3	0
MYF6	0.0214469
MYF5	0
LINC01490	0
MIR617	0
RP11-299A16.1	0.124496
MIR618	0
ACSS3	1.9157
RP11-543H12.1	0
MIR4699	0
RP11-121G22.3	0.287641
RP11-315E17.1	0.14046
RP11-617J18.1	0
RP11-275O18.1	0
RP11-362A1.1	0
RP11-362A1.2	0
METTL25	4.35047
RP11-263K4.1	1.07487
RP11-263K4.5	0.214133
RP11-263K4.4	0
RP11-263K4.3	0.609278
RNU6-977P	0
RPL6P25	0
RP11-87P13.2	0
RP11-384P14.1	0
SNORA3	0
RP11-788H18.1	0
RP11-228G3.1	0
RP11-701B6.1	0
RP11-1079J22.1	0
TSPAN19	0.565815
LRRIQ1	0.0924591
RP11-193M21.1	0.11418
ALX1	0
RP11-408B11.2	0
RP11-629O19.1	0
RP13-619I2.2	0
RASSF9	0.0575179
NTS	0.215977
MGAT4C	0.346643
RP11-812D23.1	0
RP11-202H2.1	0
RP11-324H9.1	0
RPL23AP68	0
RP11-248E9.1	0
CYCSP30	0
RP11-248E9.4	0
MKRN9P	0
RP11-248E9.5	0
RP11-248E9.6	0
RP11-248E9.7	0
RPS4XP15	0
C12orf50	0.0788277
RNA5SP364	0
RP11-474L23.3	0.777158
Y_RNA	0
KITLG	3.4064
RNU1-117P	0
RP11-900F13.3	0.411292
RP11-900F13.2	0.37368
RP11-13A1.1	0.0785239
RP11-13A1.2	0
RP11-13A1.3	0
RNU7-120P	0
MRPS6P4	0
RP11-823E8.3	0.722206
RP11-1109F11.3	1.14204
RP11-1109F11.5	1.34114
