Name	Brain - Putamen (basal ganglia)
PRB3	0
PRB4	0
PRB1	0.4734
PRB2	1.55158
RP11-711K1.7	0.297215
HIGD1AP8	0
RP11-434C1.4	0.272213
RP11-434C1.5	0
DDX55P1	0.133314
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	1.16999
ETV6	2.14065
BCL2L14	0.0334537
RP11-267J23.4	0.522983
MIR1244-4	0
RP11-267J23.1	0.089414
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
MANSC1	4.104
RPL23AP66	0.135468
BORCS5	3.78637
RP11-253I19.4	0
RP11-253I19.3	0.380933
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.6	1.98599
GPR19	2.91264
RP11-180M15.3	0
RP11-180M15.7	0.720912
RP11-180M15.4	0
MIR613	0
STX8P1	0
DDX47	0
RP11-59H1.1	0
RP11-392P7.1	0.0781208
RPL13AP20	0.287913
GPRC5A	0.127003
RP11-392P7.6	0.195392
GPRC5D	0.0741823
RP11-392P7.7	0
SNORD88	0
HTR7P1	1.58071
RP11-377D9.3	0.166249
RP11-377D9.1	0
GSG1	0.306879
EMP1	3.17574
LINC01559	0
GRIN2B	2.3078
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
ATF7IP	4.45313
PLBD1	1.72726
RP11-502N13.2	0
RN7SKP134	0
GUCY2C	0.100084
PLBD1-AS1	0.296786
RP11-174G6.1	0
RP11-174G6.5	0.515151
HIST4H4	0.39035
C12orf60	0.687508
SMCO3	0.0725599
ART4	0.0205479
RP11-233G1.4	0
ERP27	0.11003
PDE6H	0.370624
LINC01489	0
RERG-IT1	0.0758979
RERG-AS1	0
METTL8P1	0
PTPRO	1.84426
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0
SLC15A5	0.0913217
SUPT16HP1	0.0297922
RP11-424M22.1	0
RP11-424M22.3	0.0337121
RP11-239A17.1	0
RP11-69C13.1	0
RP11-1018J11.1	0.070936
EEF1A1P16	0.0321597
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
PIK3C2G	0
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0
PSMC1P9	0
RP11-361I14.2	0
CAPZA3	0
RPL7P6	0.0396333
MEF2BNBP1	0
PLEKHA5	3.01213
RP11-282K24.3	0.0556275
RN7SL459P	0
RN7SL67P	0
AEBP2	4.52612
PDCD5P1	0
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	0.124111
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0
RP11-405A12.1	0
RP11-664H17.1	0
CTC-465D4.1	0
RP11-284H19.1	0
PDE3A	1.25271
UBE2L2	0
RP11-424C20.2	0.032139
SLCO1B3	0
RP11-80N2.2	0
SLCO1B7	0
SLCO1B1	0
IAPP	0
PYROXD1	2.42346
ELOCP31	0
RECQL	3.8834
GYS2	0.107843
RP11-59N23.3	0
RP11-59N23.1	0
KCNJ8	4.3802
ABCC9	1.78704
RP11-729I10.2	0
RP11-729I10.3	0
RP11-547L9.1	0
ST8SIA1	0.955548
RP11-49G2.3	0.157985
RP11-49G2.4	0
RP11-73M14.1	0
RP11-359J14.2	0.210991
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	1.74345
RP11-268P4.4	0
RP11-268P4.6	0
RP11-114G22.1	0
RPS27P22	0
RP11-449P1.1	0
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
SOX5	1.5969
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	0.0990624
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
BCAT1	3.68424
RP11-625L16.3	0
RP11-662I13.3	0.296999
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
LRMP	0.402022
CENPUP2	0
RP11-713N11.4	0
RP11-713N11.6	0.691524
CASC1	0.666912
RP11-295I5.3	1.8217
RP11-295I5.4	0.463767
RP11-707G18.1	0.609707
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0.0307389
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RASSF8-AS1	4.11588
RASSF8	4.05443
RP11-283G6.3	0.387738
RP11-283G6.4	0.0518045
RP11-283G6.5	0
RP11-283G6.6	0
RP11-612B6.1	0
RP11-513G19.1	0.156628
RP11-612B6.2	0
ITPR2	3.58249
RNA5SP354	0
RP11-666F17.1	0.0198304
RP11-666F17.2	0
C12orf71	0.0732701
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.0657696
ARNTL2	0.756439
ARNTL2-AS1	0
SMCO2	0.125815
RARSP1	0
PPFIBP1	4.47719
RP11-709A23.1	0.0747337
RP11-709A23.2	0.0236855
RP11-1060J15.3	0
RP11-1060J15.4	0.0495793
REP15	0.405819
RP11-1060J15.9	0.499867
RP11-1060J15.5	0
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.0849043
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
PTHLH	1.01759
RP11-993B23.3	0
CCDC91	4.96786
RP11-967K21.1	0.560232
RP11-967K21.2	0
RP11-425D17.1	0.464174
RP11-425D17.2	0.0795302
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0
RP11-977P2.1	0
RP11-31A23.1	0
RP11-946L16.1	0.126428
FAR2	3.45891
RP11-946L16.2	0.255395
RP11-996F15.4	3.5098
RP11-996F15.2	0.686866
RP11-996F15.5	1.29856
RP11-996F15.6	2.12268
OVCH1-AS1	0.0189174
OVCH1	0.0597124
RP11-310I24.1	0
RPL21P99	0
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.228074
LINC00941	0.339898
RP11-77I22.4	0
TSPAN11	1.56539
RP11-551L14.4	0.0828993
RP11-551L14.8	0
DDX11-AS1	0.175446
DDX11	2.20548
SNORA75	0
RP11-551L14.7	0
OVOS2	0.0935195
RP11-627K11.5	0
RP11-627K11.1	0.323097
MREGP1	0
RP11-627K11.6	0
FAM60A	1.10573
RP11-627K11.3	0
FLJ13224	0
RP11-771K4.1	0
U6	0
DENND5B	4.25102
RNU6-618P	0
RP11-771K4.3	0.521044
RP11-820K3.3	0
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.0768434
RNU5F-4P	0
RPL31P50	0
AK4P3	0.0415004
ETFBKMT	1.35554
STMN1P1	0.142872
RP11-467L13.7	1.27113
RP11-467L13.4	0
RP11-467L13.5	0.166633
H3F3C	0.157759
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0.0686605
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0
RP11-428G5.7	0
KIAA1551	3.02889
RP11-50I19.2	0.597849
RP11-50I19.1	0
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
BICD1	1.68477
RP11-843B15.4	0.298079
RP11-956A19.1	0
RP11-817I4.1	0.489819
RP11-817I4.2	0.468781
Y_RNA	0
FGD4	3.10934
RNU6-494P	0
RP11-278C7.2	0
Y_RNA	0
RP11-278C7.4	2.22303
RP11-278C7.1	1.82432
YARS2	4.4398
RP11-278C7.3	0.749462
RP11-278C7.5	2.95523
PKP2	0.371521
RP11-8P13.5	0
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0.134944
RP11-438D14.2	0.187357
RP11-438D14.3	0.375615
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0
ALG10	0.386097
RP11-847H18.3	0.0323165
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0
RP11-313F23.4	0
RNA5SP357	0
DUX4L27	0.0462088
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	0.922559
RP11-804F13.2	0
RP11-804F13.1	0
CPNE8	2.46087
RP11-396F22.1	0.883494
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0.217403
RP11-421H10.2	0
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	2.64879
C12orf40	0.010546
SNORA22	0
RPL30P13	0
RP11-476D10.1	0
AC079630.2	0
AC079630.4	0.876333
LRRK2	2.4311
AC084290.2	0
MUC19	0.0049578
RP11-115F18.1	0
RNU6-713P	0
RP11-367O10.1	0
RP11-385G16.1	3.42623
PDZRN4	0.889024
RP11-413B19.2	0
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
GXYLT1	2.08006
YAF2	2.86329
PPHLN1	4.65346
RP11-76E16.2	0
MIR7851	0
SNORA74	0
RP11-351C21.2	0.49233
RNU6-249P	0
RP11-328C8.2	0.0283615
Y_RNA	0
PRICKLE1	0.805471
RP11-328C8.4	0.0584894
RP11-328C8.5	0
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0
RP11-25I15.3	0
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0.0114432
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.0145972
PUS7L	1.61568
RP11-210N13.1	0.073096
IRAK4	2.81916
TMEM117	1.74095
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0
RP11-499A10.3	0.639578
Y_RNA	0
DBX2	1.67055
RP11-478B9.1	0.0735403
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	0.355008
RP11-139E19.2	0
ANO6	4.0535
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0.0562235
U6	0
RP11-352M15.2	2.84063
ARID2	1.92681
RP11-19E18.2	0
RN7SL246P	0
KNOP1P2	0
SCAF11	4.33538
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0
RP11-96H19.1	0.492926
RP11-474P2.4	0.045038
RP11-474P2.6	0.0527884
RP11-474P2.7	0.0185281
RP11-446N19.1	0.327082
OR7A19P	0
MARK3P1	0
SLC38A4	0.0134703
RP11-618L22.1	0.107666
AMIGO2	3.66336
PCED1B	1.36909
RP11-23J18.1	0.0977105
MIR4698	0
PCED1B-AS1	1.99202
RP11-493L12.3	0
RP11-493L12.4	0.0966128
RP11-493L12.7	0.0833359
RP11-493L12.6	0
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0.157969
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RPAP3	4.19522
RP1-197B17.5	0.51632
RP1-197B17.3	2.11767
ENDOU	3.37709
RP1-197B17.7	0.760091
RP1-197B17.4	0.58812
CTD-2024F21.1	0.076966
RP5-1057I20.5	0.931382
RP5-1057I20.6	0.123779
RP5-1057I20.2	0
VDR	0.036067
RP11-89H19.1	0
RP11-89H19.2	0
RP1-228P16.9	0
COL2A1	0.0577094
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	0.214374
SENP1	1.90489
RP1-228P16.1	0.8642
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	0.296471
RP11-474C8.3	0
PHBP18	0
RP11-474C8.5	0
RP11-474C8.7	0.0632987
RP11-370I10.12	0.195779
OR10AD1	0.0928036
RP11-370I10.2	0
RP11-370I10.10	0.26055
H1FNT	0.203372
RP11-370I10.4	0
ZNF641	3.08337
RP11-370I10.6	0.485712
OR5BK1P	0.116378
RP11-370I10.11	1.02532
OR5BT1P	0.0795909
OR5BJ1P	0
OR8S21P	0
OR8T1P	0.60103
ANP32D	0.0231624
C12orf54	0.41255
RP11-722P11.4	0
OR8S1	0.0770861
OR5BS1P	0
LALBA	0
OR11M1P	0
SNORA2C	0
MIR1291	0
SNORA2A	0.162174
SNORA2B	0
CCNT1	3.00736
LINC00935	0
RP11-579D7.2	0
MIR4701	0
RP11-579D7.4	0.334087
RP11-579D7.8	0
Y_RNA	0
RNU6-600P	0
RP11-302B13.1	4.84322
CCDC65	2.11267
FKBP11	4.23887
RNU6-940P	0
WNT1	0.775215
RP11-386G11.5	1.14901
KMT2D	4.19889
RHEBL1	0.492877
RP11-386G11.11	0.115289
DHH	0.11435
RP11-386G11.8	0
RP11-386G11.10	0.213379
Y_RNA	0
Metazoa_SRP	0
TUBA1C	1.48939
RP11-977B10.2	0.395339
RP11-161H23.5	0
RP11-161H23.9	0
PRPH	0.0744922
TROAP	0.044913
C1QL4	0.0308401
DNAJC22	0.525943
SPATS2	2.98181
RP11-161H23.10	0.0253866
RP11-161H23.8	0.287078
PRPF40B	3.88806
RP11-133N21.10	0.0633271
FAM186B	0.0517877
RNU6-834P	0
POLR2KP1	0
RP11-133N21.7	0.149794
HIGD1AP9	0
FMNL3	3.48269
RP11-133N21.12	0
LSM6P2	0
BCDIN3D-AS1	1.55913
BCDIN3D	1.32493
RP11-70F11.7	0
RP11-70F11.2	0
RP11-70F11.11	0.0165339
RP11-70F11.8	0.0719711
AQP2	0.00812721
RP11-469H8.6	0.186434
AQP5	4.55811
AQP6	2.17973
RACGAP1	4.61853
GPD1	3.89014
RP4-605O3.4	2.56536
RP3-405J10.3	0.0457739
RP3-405J10.2	0
RP3-405J10.4	0
MIR1293	0
RNU6-1093P	0
RP3-405J10.5	0.0227558
FAM186A	0.189752
RP11-112N23.1	0
LARP4	4.16059
RNU6-769P	0
RNU6-238P	0
Y_RNA	0
RP11-60E8.2	0.15998
ATF1	2.74169
RP11-60E8.4	0
RN7SL519P	0
TMPRSS12	0
RP11-60E8.3	0
RP11-407N8.6	0.17793
Y_RNA	0
RP11-407N8.4	0.0666827
HIGD1C	0
RP11-407N8.5	0
RNU6-87P	0
RNU6-1273P	0
RP11-416A17.1	0
PHBP19	0.0888415
Y_RNA	0
RNU6-199P	0
RP11-454E5.4	3.55953
SMAGP	0.639628
BIN2	1.59197
CELA1	0
GALNT6	1.84987
RP11-607P23.1	0
SCN8A	4.2133
HNRNPA3P10	0.0802997
RP11-923I11.4	0.014793
FIGNL2	0.239037
RP11-923I11.5	0
ANKRD33	0.0171063
RP11-1100L3.4	0
RNU6-574P	0
RP11-1100L3.8	1.84155
OR7E47P	0.0340604
RP11-1100L3.7	0
OR7E47P	0
RP1-288H2.2	0
LINC00592	0
KRT80	0.0352007
C12orf80	0
METTL7AP1	0
KRT7	0.0674979
KRT7-AS	0
KRT86	0.149103
KRT87P	0
RP11-845M18.7	0
KRT81	0.178668
RP11-845M18.6	0.120233
KRT83	0.0225841
KRT89P	0
KRT85	0
KRT84	0
RP3-416H24.4	0
KRT82	0
RP11-1020M18.10	0
KRT90P	0
KRT75	0
KRT6B	0.0356326
KRT6C	0
KRT6A	0.257995
KRT5	1.00617
KRT71	0.0273811
KRT74	0
KRT72	0.0207461
KRT73-AS1	0
KRT73	0
KRT128P	0
KRT2	0.304895
KRT1	0.85092
KRT77	0.0170618
RP11-641A6.3	0
KRT126P	0
KRT125P	0
RP11-641A6.5	0.00994144
RP11-641A6.8	0
BTBD10P1	0
KRT127P	0
ARL2BPP2	0
KRT76	0
RP11-153F5.2	0
KRT3	0.0155655
KRT4	0.287004
KRT79	0
RP11-153F5.3	0
KRT78	0.0246865
RPL7P41	0
KRT8	0.135014
KRT18	0.484765
RP11-983P16.2	0.11916
MIR6757	0
SOAT2	0.0253404
VTI1BP3	0
RNU6-333P	0
HIGD1AP1	0.0940409
EIF4A1P4	0.0237033
RP11-1136G11.8	0
ITGB7	0.504911
RARG	4.04768
RP11-624J6.2	0
ESPL1	0.0708115
RP11-680A11.5	1.55419
SP7	0.168713
AMHR2	0
PCBP2-OT1	0.148491
RP11-793H13.11	2.32554
NPFF	4.04557
RP11-793H13.3	0
RP11-793H13.12	0
RP11-972K6.1	0
CISTR	0.311131
RP11-686F15.2	0.0514338
RN7SKP289	0
HOXC13-AS	0
HOXC13	0
HOXC12	0
HOTAIR	0
AC012531.1	0
AC012531.2	0
HOXC11	0
HOXC-AS3	0
HOXC10	0.0131624
HOXC6	0.0141237
MIR196A2	0
HOXC9	0
HOXC-AS2	0
HOXC-AS1	0
HOXC8	0
AC012531.25	0
HOXC5	0
MIR615	0
HOXC4	0.0450575
FLJ12825	0.0737662
RP11-834C11.7	0.0487236
RP11-834C11.6	0
LINC01598	0.0240857
Y_RNA	0
RP11-834C11.4	0.45739
SMUG1	4.50326
RP11-834C11.15	0
RP11-834C11.11	0.0130066
RP11-834C11.10	0.0696096
RP11-834C11.8	0
RN7SL390P	0
RP11-968A15.2	0.585123
RP11-968A15.8	0
NFE2	0.279187
RNU6-950P	0
MIR148B	0
RN7SL744P	0
RP11-753H16.3	0.0756499
RP11-753H16.5	0.05137
GPR84	0.230717
ITGA5	2.49945
LINC01154	0
GTSF1	0.209571
NCKAP1L	0.908934
GLYCAM1	0
LACRT	0
DCD	0.0849838
RP11-850F7.7	0
VDAC1P5	0
MUCL1	0.173386
RP11-616L12.1	0
NEUROD4	0
OR9K1P	0
RP11-616L12.4	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	0
OR6C73P	0
OR6C65	0
PHC1P1	0.429274
OR6C76	0
RP11-110A12.2	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
OR6U2P	0
OR10P1	0
RP11-644F5.16	0
OR10AE3P	0
RP11-644F5.15	0
RP11-644F5.17	0
METTL7B	1.21147
RDH5	3.0711
Metazoa_SRP	0.341297
RP11-644F5.12	0.130746
RP11-762I7.4	0.547105
MMP19	0.085845
OLA1P3	0
GSTP1P1	0
DGKA	3.89406
RP11-973D8.5	0.709486
PMEL	0.0578276
CDK2	1.49828
RP11-603J24.7	0.18868
IKZF4	2.81706
RP11-603J24.21	0.299277
RP11-603J24.4	0
ZC3H10	1.03469
RP11-603J24.6	0
RP11-603J24.5	0.135338
RP11-603J24.14	0.179031
SLC39A5	0.123595
RP11-977G19.14	0.514944
RP11-977G19.12	1.09549
IL23A	0.397021
RNU7-40P	0
APOF	0.0295176
RP11-348M3.6	0
RP11-348M3.2	0
RP11-121C6.5	0
RP11-121C6.4	0
TIMELESS	1.51888
MIP	0.0730975
SPRYD4	1.66765
GLS2	1.50616
HSPD1P4	0.447145
RNU6-343P	0
SNORD59A	0
RN7SL809P	0.086395
PRIM1	1.62266
RP11-74M13.4	0.0365375
RP11-74M13.6	0
RP11-74M13.3	0
SNORA48	0
SDR9C7	0.123388
RP11-474N8.9	0
RDH16	0.413359
RP11-74M13.5	0
GPR182	0.0401917
ZBTB39	1.29026
MYO1A	0.0557468
NEMP1	2.49091
LRP1-AS	0.0411926
MIR1228	0
NXPH4	0.757413
RP11-123K3.9	0
STAC3	1.66554
RNU6-879P	0
RP11-756H6.1	0
INHBC	0.0669683
INHBE	0.0667544
GLI1	0.0643031
ARHGAP9	0.93006
MIR6758	0
MIR616	0
AC025165.8	0.511823
SLC26A10	2.80452
RPL13AP23	0
AGAP2-AS1	1.35829
CYP27B1	0.419616
METTL1	3.39546
METTL21B	1.44863
AVIL	1.5496
RNU6-1083P	0
RP11-571M6.18	0.997976
MIR26A2	0
RP11-620J15.1	0.0591705
RP11-620J15.2	0.0209084
RP11-620J15.4	0
ATP23	4.30061
RP11-58A17.3	0.15135
RN7SKP65	0
RP11-58A17.2	0
RP11-58A17.4	0
RP11-489P6.1	0
RP11-489P6.2	0
RPL21P103	0
RP11-340M11.1	0
RP11-362K2.2	0
RP11-767I20.1	0
LRIG3	1.31206
RP11-150C16.1	0.0491615
RPS6P22	0
RP11-557F20.2	0
RP11-272B17.1	0
RNU6-279P	0
RNU6-871P	0
RP11-272B17.2	0
RNU4-20P	0
SLC16A7	0.468113
RP11-813P10.1	0
RP11-813P10.2	0
RP11-316A16.1	0
RP11-335M9.1	0
Y_RNA	0
SNORA19	0
RP11-154D9.1	0
RP11-471N19.1	0
DUX4L52	0
FAM19A2	0.33878
RPL21P104	0
KRT8P19	0
RPS3P6	0
RP11-769N19.2	0
KLF17P1	0
USP15	1.61207
RNU6-595P	0
Metazoa_SRP	0
MON2	4.06813
RP11-863H1.1	0
RNU6-399P	0
LINC01465	0.131298
MIRLET7I	0
RP11-631N16.4	2.62807
RP11-631N16.2	0.551983
RPL32P26	0
GAPDHP44	0.0389818
RNU1-83P	0
Y_RNA	0
RPL14P1	2.38772
RP11-848D3.4	0
LDHAL6CP	0
RSL24D1P5	0
AVPR1A	0.0680489
RP11-715H19.2	0
HNRNPA1P69	0
RP11-1022B3.1	0
DPY19L2	2.91962
RP11-415I12.3	0
RP11-972L6.2	0
RP11-415I12.2	0
RP11-415I12.1	0
TMEM5	2.09538
TMEM5-AS1	0.167757
PABPC1P4	2.73608
SRGAP1	1.59081
RPL36AP41	0
RP11-274J7.2	0
RP11-274J7.3	0
RP11-1029F8.1	0
RP11-196H14.2	0
RP11-196H14.4	0
C12orf66	1.95561
RNU6-1009P	0
RPS11P6	1.68491
RNU5A-7P	0
C12orf56	0.084901
RP11-114F3.2	0.0584074
snoU13	0
RP11-114F3.5	0.0623648
RP11-114F3.4	0.0870466
RASSF3	2.66802
RP11-439H13.2	0
SNORD83	0
RP11-338E21.1	0
RP11-338E21.2	0
RP11-338E21.3	0
RP11-629N8.4	0
RP11-629N8.3	0.0511851
TBC1D30	2.36286
RPL7P39	0
RP11-766N7.3	1.3931
RP11-766N7.4	0.106221
RNU6ATAC42P	0
RP11-168J19.2	0
RNU6-166P	0
APOOP3	0
RP11-305O6.4	0.0869295
RP11-305O6.3	0
KRT18P60	0
RP11-230G5.2	0
RP11-221N13.2	0
RP11-221N13.3	0
RP11-221N13.4	0
PCNPP3	0
RPSAP52	0
HMGA2	0.00397888
RP11-677M24.1	0
RP11-366L20.2	0.024601
RP11-366L20.3	0
MIR6074	0
RP11-366L20.4	0
RPL21P18	0
RNA5SP362	0
LLPH	2.49047
LLPH-AS1	0.565341
IRAK3	1.07563
RBMS1P1	0.0588116
RP11-335I12.2	0
PDCL3P7	0
RN7SKP166	0
HELB	0.24037
GRIP1	0.784924
OSBPL9P5	0
OSBPL9P4	0
RP11-123O10.4	0
RP11-123O10.3	0
RP11-123O10.1	0
RAB11AP2	0
GGTA2P	0.186001
MRPL40P1	0.0528446
NTAN1P3	0
RP11-473M14.3	0
RP11-542B15.1	0.0348838
RP11-335O4.1	0
DYRK2	1.34328
RP11-335O4.3	0
RP11-43N5.1	0.00811621
RP11-43N5.2	0
LINC01479	0
GS1-410F4.5	0
IFNG-AS1	0
RPL39P28	0
HNRNPA1P70	0
RP11-444B24.2	0
IFNG	0.0340196
IL26	0
IL22	0
MDM1	2.6005
RP11-81H14.2	0.0508615
RP11-71J4.2	0
RP11-81H14.1	0
RP11-81H14.3	0
RP11-81H14.4	0
RPSAP12	0.320219
Metazoa_SRP	0
RAP1B	1.75617
RPL10P12	0.069669
SNORA70G	0
ATP5HP4	0.187322
RP11-637A17.2	0.145332
RPL7P42	0
NUP107	2.81613
KRT8P39	0.0343861
SLC35E3	1.14534
RP11-611O2.2	0
MDM2	4.19015
RP11-611O2.1	0
CPM	4.73056
RNU7-4P	0
RP11-611O2.6	0
PRELID2P1	0
RP11-324P9.1	0
C1GALT1P1	0.196083
RP11-1143G9.5	0
LYZ	1.43395
RN7SL804P	0
RPS26P45	0.193409
RP11-956E11.1	0.183494
LRRC10	0
BEST3	0.32411
RP11-588G21.1	0
RP11-588G21.2	0.0421199
MYRFL	0.117584
LINC01481	3.06963
RP11-611E13.3	0
RP11-320P7.2	0.241498
LINC01481	0.158903
CNOT2	3.62636
RP11-398J13.1	0.010429
RNU4-65P	0
RP11-588H23.3	0.394533
PTPRB	3.8043
RP11-785D18.3	0.255367
PTPRR	1.23642
FAHD2P1	0
Y_RNA	0
CTD-2021H9.1	0
CTD-2021H9.2	0
CTD-2021H9.3	0
TSPAN8	0.573537
LGR5	1.09467
RP11-578B16.1	0
RP11-186F10.2	0.054727
SNORA17	0
THAP2	1.77429
TMEM19	4.16794
RP11-498M15.1	0
RP11-2H8.3	0
RP11-2H8.4	0.0260938
TPH2	0.00535756
RP11-89M22.3	0
TRHDE	0.339829
TRHDE-AS1	1.1641
RP11-98E6.1	0
CHCHD3P2	0
RP11-12K6.2	0
RP11-314D7.1	0
RP11-314D7.2	0
RP11-314D7.3	0
RP11-166B14.1	0
RNU6-1012P	0
RP11-295G12.1	0
U8	0
RP11-711C17.1	0
RP11-711C17.2	0
RP11-81H3.2	0.752936
RP11-274M17.1	0
RP11-274M17.3	0
RP11-274M17.2	0
VENTXP3	0
RP11-361A23.1	0
RP11-361A23.2	0
RP11-361A23.3	0
RP11-81K13.1	0
KCNC2	0.653101
RP11-560G2.1	0
CCNG2P1	0
CAPS2	1.17527
RP11-560G2.2	0
RP11-585P4.6	1.65537
GLIPR1L1	0.134683
GLIPR1L2	2.03067
GLIPR1	1.15756
RP11-585P4.5	0.488683
KRR1	3.02105
RP11-114H23.1	0
RP11-25J3.2	0
RPL10P13	0
SNORA70	0
RP11-114H23.2	0
RP11-290L1.6	0
RN7SL734P	0
RP11-290L1.5	0
RP11-290L1.7	0
RP11-290L1.3	0
RP11-290L1.4	0.502716
RP11-453D16.1	0
RP11-453D16.2	0
RNU6-1271P	0
RP11-54A9.1	0.145835
RN7SKP172	0
RP11-20E24.1	0.481822
RP11-613M5.1	0
YWHAQP7	0
RP11-613M5.2	0.121394
RPL7P43	0
RP11-734E19.1	0.0471822
RP11-461F16.3	0
RP11-669B18.1	0
E2F7	0.0266721
RP1-81P11.1	0
NAV3	2.13688
RP1-97G4.1	0
RP11-781A6.1	0
RP11-136F16.1	0
FAM213AP1	0
RP11-38F22.1	0
RP11-754N21.1	0
RP11-90C1.1	0
RP11-171L9.1	0
RP11-123M21.2	0
RP11-123M21.1	0
RP11-390N6.1	0
RP1-78O14.1	0.0634566
MIR1252	0
RP11-359M6.2	0
RP11-359M6.1	0
NOP56P3	0
PAWR	1.18122
RP11-530C5.1	0
RP11-530C5.4	0.0982207
RP11-530C5.2	0
RNA5SP363	0
RP11-84G21.1	0.565159
SNRPGP20	0
RPL7P38	0.412307
RNU7-106P	0
RP11-244J10.1	0.120373
OTOGL	0.107968
RN7SKP261	0
PTPRQ	0.0424202
AKIRIN1P1	0
RP11-272K23.3	0
MYF6	0.501797
MYF5	0
LINC01490	0
LIN7A	1.96362
MIR617	0
RP11-299A16.1	0
MIR618	0
ACSS3	3.36907
RP11-543H12.1	0
MIR4699	0
RP11-121G22.3	0.111822
RP11-315E17.1	0.450674
RP11-617J18.1	0
RP11-275O18.1	0
RP11-362A1.1	0
RP11-362A1.2	0
METTL25	1.26508
RP11-263K4.1	0
RP11-263K4.5	0
RP11-263K4.4	0
RP11-263K4.3	0.0600418
RNU6-977P	0
RPL6P25	0
