Name	Whole Blood
ZMIZ1-AS1	0.103575
RP11-481G8.2	0
ZCCHC24	0.964758
RP11-342M3.5	0
TPRX1P1	0
RP11-342M3.1	0
RP11-342M3.2	0
EIF5AL1	0.362648
RP11-589B3.7	0
RPS12P18	0
SFTPA2	0.127459
MBL3P	0
SFTPA3P	0
SFTPA1	0.11531
RP11-589B3.6	0
RP11-506M13.3	0.175111
NUTM2B-AS1	1.86932
RP11-182L21.5	0
RP11-119F19.5	0.195651
BEND3P3	0.155869
NUTM2B	0.0790153
RP11-182L21.6	0.840246
NUTM2E	0.0168845
NPAP1P2	0
CTSLP6	0
PGGT1BP2	0
BMS1P21	0
MBL1P	0
RP11-479O17.12	0
SFTPD	0.389518
SFTPD-AS1	0
ZNRF2P3	0
DPY19L2P5	0
RP11-369J21.11	0
C1DP3	0
C1DP2	0
C1DP4	0
TMEM254-AS1	0.127713
TMEM254	3.22561
RPL22P18	0
PLAC9	1.02341
LINC00857	0
RPS12P2	0
RP11-40F6.1	0
EIF5AP4	0.213511
RP11-36D19.9	0.0822095
MAT1A	0.0475111
ZNF519P1	0
RP11-36D19.8	0
DYDC1	0
DYDC2	0
FAM213A	0.508021
RP11-137H2.4	0.741021
SH2D4B	0.112584
RP11-514F8.2	0
RPS7P9	0
RP11-20E23.1	0
FARSBP1	0
WARS2P1	0
RPA2P2	0
NRG3	0
RP11-202D18.2	0
NRG3-AS1	0
RNU6-441P	0
RNU6-478P	0
MARK2P15	0
RP11-344L13.2	0
RP11-344L13.1	0
RNU6-129P	0
RP11-219F10.1	0
RNU1-65P	0
HMGN2P8	0
RP11-338I21.1	0.151819
C10orf99	0
CDHR1	0.347544
LRIT2	0
LRIT1	0
RGR	0
LINC00858	0
CCSER2	4.06206
RPL12P29	0
TNPO1P1	0.0560488
CACYBPP1	0
RPS3AP5	0.345857
LINC01519	0
RP11-475D12.1	0
RP11-475D12.2	0
LINC01520	0
RP11-113E21.2	0
RNU6-325P	0
RP11-113E21.3	0
GRID1-AS1	0
GRID1	0.0133919
uc_338	0
RP11-93H12.4	0
RN7SKP238	0
RP11-93H12.3	0
RNA5SP322	0
MIR346	0
RNU6-780P	0
RP11-77P6.2	0.101725
RPL7AP8	0
OPN4	0
LDB3	0.135885
RP11-359E3.4	0.00998331
BMPR1A	0.150615
RPAP2P1	0
RNU1-19P	0
MMRN2	0.107699
RP11-411A19.5	0
SNCG	0.377918
ADIRF-AS1	0.43424
ADIRF	0
BMS1P3	0
RP11-96C23.11	0.0534077
RP11-96C23.10	0
FAM25A	0
RP11-96C23.12	0
RNU6-529P	0
FAM35A	2.28627
RP11-96C23.9	0
RN7SL733P	0
NUTM2A-AS1	2.52873
NUTM2A	0.080179
LINC00863	0.739238
NUTM2D	0.124878
NPAP1P3	0
CTSLP1	0
LINC00864	0
RP11-399L7.3	0
MIR4678	0
MINPP1	2.30888
RP11-57C13.4	0
RP11-57C13.6	0
RP11-57C13.3	0
RPS26P38	0
PAPSS2	2.08681
ATAD1	2.90771
CFL1P1	0.0651998
RN7SL78P	0
KLLN	0.487236
RP11-380G5.2	2.04563
RPL11P3	1.3771
SNORD74	0
MED6P1	0
RP11-129G17.2	0
RNLS	0.406473
Y_RNA	0
LIPJ	0
RPL7P34	0
LIPF	0
NAPGP1	0
LIPK	0
KRT8P38	0
RCBTB2P1	0.133503
LIPM	0.272225
PTCD2P2	0
STAMBPL1	1.07387
ACTA2-AS1	0.130854
FAS-AS1	0
RP11-399O19.9	1.239
RP11-341B24.3	0
CH25H	0.0374517
RP11-149I23.3	0
IFIT6P	0
IFIT1	1.27649
IFIT5	2.86593
SLC16A12	0
SLC16A12-AS1	0
PANK1	0.058956
MIR107	0
RP11-80H5.6	0
RP11-80H5.2	0
RP11-80H5.9	0
RP11-80H5.7	0
KIF20B	0.308027
MTND5P42	0
LINC00865	0.0893175
LINC01374	0
LINC01375	0
SNRPD2P1	0
RN7SKP143	0
RP11-15K3.1	0
RP11-94M14.2	0
RP11-94M14.3	0
RP11-30G13.1	0
HTR7	0.0808898
RPP30	2.793
Y_RNA	0
ANKRD1	0.261627
RNU6-740P	0
RP11-236B18.2	0
RP11-236B18.5	0
LINC00502	0
DDX18P6	0
NUDT9P1	0.095991
HECTD2	0.0406987
RP11-108M11.3	0
RPS27P1	0
PPP1R3C	0.166895
GAPDHP28	0
FAF2P1	0
TNKS2-AS1	0.122532
SRP9P1	0.124901
RP11-402D21.3	0
FGFBP3	0.400182
RP11-402D21.2	0.339347
BTAF1	4.90519
CPEB3	0.455574
SNORA25	0
SDHCP2	0
EIF4A1P8	0
CPEB3_ribozyme	0
NHP2P1	0.0908947
Y_RNA	0
RNY3P12	0
MARK2P9	0
IDE	2.18065
KIF11	0.955899
RPL11P4	0
RN7SL644P	0
EIF2S2P3	0.182485
Y_RNA	0
RP11-477L16.2	0
RP11-348J12.2	0
CYP26C1	0.0137197
RP11-348J12.5	0
CYP26A1	0.0157143
NIP7P1	0
XRCC6P1	0
RPL17P34	0
MYOF	2.13066
CEP55	0.398697
RNA5SP323	0
FFAR4	0.0423115
RBP4	0.722028
PDE6C	0.0484162
FRA10AC1	0.837508
LGI1	0.00317614
RP11-437J2.3	0
RP11-437J2.4	0
RAB11AP1	0
SLC35G1	0.133597
PIPSL	0.132853
PLCE1	0.0650018
PLCE1-AS2	0
RP11-162K11.4	0
HDAC1P1	0
RNU6-657P	0
RP11-391J2.3	0
PLCE1-AS1	0
RP11-76P2.4	0
NOC3L	0.871736
TBC1D12	0.340265
HELLS	0.278661
RP11-119K6.6	0
CTBP2P2	0
CYP2C18	0.018719
CYP2C19	0
MTND4P19	0
CYP2C58P	0
RPL7AP52	0
CYP2C9	0.0184195
MTND4P20	0
CYP2C59P	0
CYP2C60P	0
RP11-208C17.4	0
CYP2C8	0.137781
RP11-310E22.5	0
RP11-310E22.6	0
PAWRP1	0
ACSM6	0
RP11-310E22.4	0
SORBS1	0.321391
RPS3AP36	0
ALDH18A1	2.93814
TCTN3	4.23663
ENTPD1-AS1	0.901067
RP11-429G19.3	2.90058
CC2D2B	0.343746
RPL21P90	0
CCNJ	0.957489
MIR3157	0
RNU6-271P	0
ZNF518A	1.35142
NPM1P25	0.305108
BLNK	2.54213
RP11-35J23.1	0
DNTT	0
OPALIN	0.0153265
TLL2	0.0130299
NPM1P26	0.450817
RNA5SP324	0
RPS2P36	0.431517
RNU6-1274P	0
MIR607	0
LCOR	1.96092
HMGN2P35	0
SLIT1	0.303523
SLIT1-AS1	0
RP11-375N9.2	0
Metazoa_SRP	0
RPL12P27	2.45779
RP11-452K12.4	0.589089
RPL34P20	0
RP11-452K12.7	0
Y_RNA	0.265586
ANKRD2	0.315304
HOGA1	0.0196779
C10orf62	0
MORN4	0.159621
AVPI1	3.92456
SFRP5	0.183778
LINC00866	0
GOLGA7B	0.957095
CRTAC1	0.0409662
AL355301.1	0
LOXL4	0.152325
RP11-34A14.3	0
PYROXD2	1.73403
MIR1287	0
MIR4685	0
HPSE2	0.0180564
MIR6507	0
ARL5AP2	0
RPL7P36	0
CNNM1	0.0229406
GOT1	3.85048
RP11-441O15.3	0.181581
LINC01475	0
RP11-129J12.1	0
NKX2-3	0
RP11-85A1.3	0.166903
RP11-483F11.7	0.104165
ENTPD7	1.73282
EBAG9P1	0.121931
ABCC2	1.18057
NANOGP6	0
DNMBP	2.62358
DNMBP-AS1	0
CPN1	0
Cyp2c44	0
TPM4P1	0
SPCS2P2	0
CHUK	4.31636
RP11-316M21.7	0.576841
RP11-316M21.6	0
SNORA12	0.312613
PHBP9	1.54994
RNU6-422P	0
PKD2L1	0.0686577
RP11-34D15.2	0
SCD	2.99751
OLMALINC	0.447375
Y_RNA	0
RP11-285F16.1	0
WNT8B	0.039832
Metazoa_SRP	0
PAX2	0
Y_RNA	0
RP11-179B2.2	0.0771963
SLF2	2.48098
RP11-108L7.14	0.297281
SEMA4G	0.28185
MIR608	0
RP11-108L7.4	0
TWNK	1.20252
LZTS2	3.23249
PDZD7	0.0980782
RP11-108L7.15	0.0465026
KAZALD1	0.0929109
TLX1NB	0
TLX1	0
LINC01514	0
SMARCE1P7	0
LBX1	0
LBX1-AS1	0
RP11-107I14.4	0
RNU2-43P	0
RP11-107I14.2	0
RP11-107I14.5	0
BTRC	1.60561
RNU2-59P	0
DPCD	2.87612
RNU6-1165P	0
RP11-190J1.3	0
FGF8	0.0876396
KCNIP2-AS1	0.065494
KCNIP2	0.622536
Metazoa_SRP	0
Y_RNA	0
RP11-302K17.3	0
RP11-302K17.4	0
PPRC1	3.72624
ELOVL3	0.822516
PITX3	0
PSD	0.488399
MIR146B	0
RPARP-AS1	4.37742
C10orf95	0.14724
SUFU	3.24531
RPL23AP58	0
RNU6-43P	0
RP11-47A8.5	2.62571
ARL3	3.14362
SFXN2	0.478463
RNU6-1231P	0
CYP17A1	0.303964
CYP17A1-AS1	0.320826
PFN1P11	0
PTGES3P4	0
RP11-753C18.12	0
BORCS7	3.51969
U6	0
AS3MT	0.920266
RPL22P17	0
RP11-724N1.1	0
CNNM2	0.725698
uc_338	0
RPS15AP29	0
MARCKSL1P1	0.360892
ST13P13	0
RPEL1	0
INA	0.0334798
PCGF6	0.893019
RNU11-3P	0
TAF5	1.34026
MIR1307	0
PDCD11	3.66171
RP11-225H22.7	0
RP11-225H22.4	0.142285
CALHM1	0.0335094
CALHM3	0.0259793
NEURL1-AS1	0
NEURL1	1.24131
RP11-416N2.3	0
SH3PXD2A	0.747519
RP11-416N2.4	0.333612
Y_RNA	0
SH3PXD2A-AS1	0
RP11-541N10.3	1.32043
RN7SL524P	0
COL17A1	1.07379
MIR936	0
SFR1	1.66247
CFAP43	0.013745
MIR609	0
MIR4482	0
GSTO2	0.26472
RP11-127L20.3	0.659086
CFAP58-AS1	3.73187
CFAP58	0.858875
RP11-127O4.3	0
RP11-127O4.2	0
SORCS3	0.0255327
SORCS3-AS1	0
RNU6-463P	0
RP11-45P22.2	0
YWHAZP5	0.307336
RP11-56I23.1	0
RP11-298H24.1	0
RPL23AP59	0
SORCS1	0.00822329
RNA5SP325	0
RNA5SP326	0
LINC01435	0
PTGES3P5	0
RP11-163F15.1	0
RP11-655H13.2	0
MAPKAPK5P1	0
RN7SKP278	0
RNU5B-6P	0
RNU6-839P	0
PHB2P1	0
BTF3P15	0
RP11-566F5.2	0
XIAPP1	0
RPL21P91	0
RNU4-5P	0
ADD3-AS1	0.159976
SNRPGP12	0
RP11-549L6.3	0.127953
RP11-549L6.2	0
RP11-525A16.4	0.0451978
HMGB3P5	0
DUSP5	3.93152
RPL7P35	0
Y_RNA	0
RBM20	0.0247156
RN7SKP288	0
RNA5SP327	0
RP11-313D6.3	1.22709
BBIP1	2.62974
RP11-348N5.9	0.538589
RP11-348N5.7	1.29775
RPL13AP6	0.281788
MIR548E	0
ADRA2A	0.140649
RP11-479A21.1	0
BTBD7P2	0
RP11-381K7.1	0
RPS6P15	0
GPAM	0.245213
TECTB	0
MIR6715A	0
GUCY2GP	0
RP11-324O2.3	0.288726
VTI1A	4.45158
RP11-214N15.5	0
MIR4295	0
RP11-25C19.3	0
RP11-57H14.4	2.07494
RP11-57H14.5	0
RP11-57H14.3	0
TCF7L2	2.25439
RP11-57H14.2	0.227676
RPS15AP30	0.219159
RNU7-165P	0
RP11-481H12.1	0
HABP2	0.0110803
NRAP	0.164802
CASP7	2.88949
RP11-211N11.5	0
PLEKHS1	0.0124977
MIR4483	0
SNORA17	0
DCLRE1A	0.571875
NHLRC2	1.12779
ADRB1	0.0938949
RNU6-709P	0
UBE2V1P5	0
CCDC186	2.51085
Hammerhead_HH10	0
TDRD1	0
VWA2	0
AURKAPS2	0
CTB-1144G6.6	0
AFAP1L2	0.3203
RN7SL384P	0
RP11-317F20.3	0
RP11-317F20.2	0
PPIAP19	0
RP11-106M7.1	0
TAF9BP2	0
RPL15P13	0
TRUB1	0.654126
RNU6-1121P	0
RP11-383C6.2	0
ATRNL1	0.00677071
NTAN1P1	0
GFRA1	0.0239482
CCDC172	0
SNRPGP6	0
PNLIPRP3	0
HMGB3P8	0
RNU6-1090P	0
PNLIP	0.0522852
PNLIPP1	0
PNLIPRP1	0
PNLIPRP2	0
C10orf82	0
RP11-498B4.5	0
HSPA12A	0.0405122
RPL5P27	0
RP11-539I5.1	0.0443403
ENO4	0
SHTN1	1.87152
RP11-5G18.2	0
VAX1	0
MIR3663HG	0
MIR3663	0
RPL12P26	0
KCNK18	0
RP11-501J20.5	1.4693
SLC18A2	0.203325
RP11-129M16.4	2.42546
CTA-109P11.4	0
EMX2OS	0.0170079
EMX2	0.0154801
CTA-109P11.1	0
RP11-328K15.1	0
RP11-355F22.1	0
RAB11FIP2	1.43441
RP11-354M20.3	0
CASC2	0
RP11-245J24.1	0
FAM204A	1.3255
LINC00867	0
SLC25A18P1	0
PRLHR	0
TOMM22P5	0
RP11-427L15.2	1.41293
RPL17P36	0.0659825
LDHAP5	0.111372
RP11-498J9.2	0
NANOS1	0.02465
SNORA19	0
SNORA19	0
RP11-435O11.5	0
SFXN4	4.04781
GRK5-IT1	0.0896902
RN7SL749P	0.173543
RP11-79M19.2	0.0782346
MIR4681	0
RP11-179H18.8	0
RAD1P1	0
RPS8P4	0
TXNP1	0
INPP5F	1.07953
RN7SL846P	0
PHACTR2P1	0
SEC23IP	2.90601
MIR4682	0
NACAP2	0
RP11-781P14.3	0
RPL21P16	1.30865
RP11-572P18.2	0
PLPP4	0.0244737
LINC01561	0
WDR11-AS1	0.143419
RP11-323P17.2	0
WDR11	3.07373
RP11-95I16.4	0
RP11-95I16.2	0
RP11-95I16.6	0
RPL19P16	0.106047
LINC01153	0
RN7SKP167	0
FGFR2	0.0446627
RP11-62L18.3	0
RPS15AP5	0
RP11-78A18.2	0
ATE1	2.05431
Y_RNA	0
ATE1-AS1	0.106894
ZNRD1-AS1_2	0
RP11-500G22.4	0
NSMCE4A	4.39877
RP11-500G22.5	0.160233
TACC2	0.0548822
BTBD16	0
RNU6-728P	0
PLEKHA1	0.692509
MIR3941	0
ARMS2	0
HTRA1	2.18888
DMBT1	0.0069179
RP11-481L19.3	0
RP11-481L19.2	0
C10orf120	0
DMBT1P1	0
RP11-107C16.2	0
CUZD1	0.354681
FAM24B	0.532735
RP11-564D11.3	0.0830863
FAM24A	0
C10orf88	1.00191
PSTK	0.496896
IKZF5	4.39059
ACADSB	0.885906
HMX3	0
HMX2	0
RPS26P39	0
RP11-338O1.3	0
RP11-282I1.1	0
RP11-338O1.2	0
RP11-282I1.2	0
GPR26	0
CPXM2	0.111224
RP11-391M7.3	0
RP11-285A18.2	0
YBX2P1	0.494851
RP11-47G11.2	1.96846
NKX1-2	0
RP13-238F13.3	0
RPS10P18	0
RP11-12J10.4	1.18992
FAM53B-AS1	0.0646465
METTL10	1.0532
Y_RNA	0
FAM175B	4.47062
Y_RNA	0
NPM1P31	0
RP11-298J20.4	0
RP11-298J20.3	0
RP11-59C5.3	1.19577
MIR4296	0
RP11-151A10.3	0.0673636
MRPS21P6	0
RPS27P18	0
TEX36-AS1	0
TEX36	0
ALDOAP2	0.0880255
RP11-383C5.3	0
FLJ37035	0.0196138
RP11-383C5.5	0
EDRF1	2.00111
EDRF1-AS1	0.189242
MMP21	0.0271034
UROS	3.48117
MIR4484	0
BCCIP	3.63821
DHX32	2.02401
Metazoa_SRP	0
RNU2-42P	0
FANK1	0.101383
GNG10P1	0
FANK1-AS1	0
ADAM12	0.0580292
RNA5SP328	0
SAR1AP2	0
LINC00601	0
C10orf90	0
SNORD60	0
DOCK1	0.164406
RP11-223P11.3	0
FAM196A	0
NPS	0
RP11-288A5.2	0
FOXI2	0
BUB1P1	0
CLRN3	0
RP11-4C20.3	0.236356
RP11-4C20.4	0.470591
MKI67	0.884587
LINC01163	0.154142
RP11-264E18.1	0
RP11-442O18.2	0
RP11-442O18.1	0
RP11-168C9.1	0
MGMT	3.93059
RP11-109A6.2	0
RP11-109A6.3	0
RP11-109A6.5	0
EBF3	0.0242746
MIR4297	0
RP11-234G16.5	0
LINC00959	0.51595
RP11-500G10.5	0.261269
CTAGE7P	0.156384
PPIAP32	0
GLRX3	3.4105
RP11-339B9.1	0
RP11-540N6.1	0
Y_RNA	0
MIR378C	0
TCERG1L	0
TCERG1L-AS1	0
LINC01164	0
XX-FYM637E10_5.1	0
ABC11-4932300O16.1	0
BNIP3	4.1073
RP11-45A17.2	3.6153
RP11-45A17.4	0.22481
RP11-45A17.3	0.0459311
JAKMIP3	0.0685665
RP11-140A10.3	0
DPYSL4	0.209124
STK32C	3.74667
LRRC27	0.497884
RP11-432J24.2	0.157529
RP11-432J24.3	0.0615778
C10orf91	0.119464
RP11-432J24.5	0
LINC01165	0
NKX6-2	0.0172408
CFAP46	0.0275136
LINC01166	0
LINC01167	0
LINC01168	0
ADGRA1	0
ADGRA1-AS1	0
RPL5P28	0
KNDC1	0.150367
UTF1	0.243618
MIR202HG	0
MIR202	0
RP13-49I15.6	0.21928
CALY	0.120321
BANF1P2	0.138299
RP11-122K13.7	0
PRAP1	0.175634
FUOM	4.36942
MIR3944	0
RP11-122K13.15	0
PAOX	1.69472
SPRN	1.4464
OR6L2P	0
SCART1	0.232297
OR7M1P	0
CYP2E1	0.384357
RP11-108K14.12	0
SYCE1	0.0541606
OR6L1P	0
FRG2B	0
RARRES2P2	0
AGGF1P2	0
CLUHP5	0
DUX4L28	0
DUX4L25	0
DUX4L24	0
DUX4L23	0
DUX4L22	0
DUX4L21	0
DUX4L20	0
DUX4L29	0
DUX4L10	0
DUX4L11	0
DUX4L12	0
DUX4L13	0
DUX4L14	0
DUX4L15	0
RPL23AP60	0
WBP1LP10	0
OR4F2P	0
RP11-304M2.6	0
CICP23	0.0705459
LINC01001	4.77942
RP11-304M2.3	0.0721876
RNU6-447P	0
SCGB1C1	0.264439
ODF3	0.0551661
SIRT3	3.76052
RP11-326C3.16	1.70671
IFITM5	0.412489
RP11-326C3.4	0.148059
RP11-326C3.11	4.31152
RP11-326C3.10	0
RP11-326C3.14	0.549187
RP11-326C3.13	1.65909
B4GALNT4	0.283513
PKP3	0.117882
RN7SL838P	0
PTDSS2	4.59197
RP13-317D12.3	0.397585
RP13-46H24.1	0
LRRC56	0.733809
LMNTD2	2.47578
RP11-496I9.1	1.0654
MIR210HG	2.17742
MIR210	0.326517
CDHR5	0.128823
SCT	0.122469
DRD4	0.269044
RP11-754B17.1	0.0740268
EPS8L2	0.843278
AP006621.9	0
AP006621.5	2.2148
CMB9-55F22.1	1.7688
AP006621.6	0.463416
CEND1	0.197075
SLC25A22	4.07512
PANO1	0.318198
SNORA52	1.93583
AP006621.8	0.185767
TSPAN4	3.96675
RP11-1391J7.1	0.191719
CHID1	4.3809
RNU6-1025P	0
MUC6	0.042426
RP13-870H17.3	0.0606835
MUC2	0.0153365
MUC5AC	0.00907316
MUC5B	0.0264546
MIR6744	0
TOLLIP-AS1	1.43286
BRSK2	0.084561
DUSP8	0.915432
KRTAP5-AS1	0.0822083
KRTAP5-1	0.257068
KRTAP5-2	0
KRTAP5-3	0
KRTAP5-4	0
KRTAP5-5	0
AP006285.7	0
FAM99A	0.0131327
FAM99B	0
AP006285.6	0
KRTAP5-6	0
IFITM10	1.5781
AC068580.7	0
RPL36AP39	0
AC139143.2	0
SYT8	0.0334379
MIR4298	0
AC051649.12	0
MIR7847	0
LINC01150	0.514268
TNNT3	3.73709
MRPL23-AS1	0.0727422
LINC01219	0
H19	0.649023
IGF2	0.340654
MIR483	0
IGF2-AS	0
INS-IGF2	0
INS	0
TH	0
MIR4686	0
ASCL2	2.74222
RNU6-878P	0
CD81-AS1	0.0817201
RPL26P30	0.0587999
Y_RNA	0
TRPM5	0.0327859
KCNQ1OT1	0.132871
COX6CP18	0
KCNQ1-AS1	0
KCNQ1DN	0
AC013791.1	0
CDKN1C	4.25235
SLC22A18AS	0.816127
PHLDA2	0.81817
SNORA54	0
CTC-343N3.1	0.144979
CARS-AS1	0.0827326
RNU1-91P	0
AC108448.2	0.0536966
AC108448.3	0
MRGPRG	0
MRGPRG-AS1	0
AC109309.4	0
MRGPRE	0.0355827
NDUFA5P8	0
RP11-11A9.1	0
NDUFA5P1	0
RP11-11A9.2	0
RP5-1173A5.1	0
ZNF195	1.39661
TSSC2	0.0198083
OR7E12P	0
FAM86GP	0
RP13-726E6.2	0.0578759
RP13-726E6.1	0
SNRPCP5	0
RPS3AP39	0
RPS24P14	0
AP006294.2	0
OR7E117P	0
TRPC2	0.258765
ART5	0
ART1	0
Y_RNA	0
Y_RNA	0
CHRNA10	1.26296
RNU6-1143P	0
RNU7-50P	0
AC090587.5	0.455593
AC090587.4	0.721722
AC090804.1	0.626867
SNORA7	0
RP11-438N5.4	0
HNRNPA1P76	0.05274
RP11-438N5.2	0
RPS29P20	0
RRM1	3.57671
RRM1-AS1	0
OR55B1P	0
RP11-23F23.2	0
RP11-23F23.3	0
SSU72P5	0
SSU72P2	0
SSU72P6	0
SSU72P4	0
SSU72P3	0
SSU72P7	0
OR52B4	0.104797
OR52B3P	0.471929
OR51R1P	0.14767
OR52P2P	0.092047
OR52K2	0.0798916
OR52K1	0.0706492
OR52M2P	0.0890727
OR52M1	0.0973277
C11orf40	0.126992
OR52I2	0.0201831
OR52I1	0
TRIM68	1.98756
OR51D1	0.0397215
OR51E1	0.0575303
OR51A9P	0.0731154
OR51E2	0.0726704
OR51C1P	0.0425442
MMP26	0.068298
OR51F5P	0.0388075
OR51C4P	0.054818
KRT8P49	0.314666
OR51F3P	0.0893817
OR51F4P	0.0403877
SNORA62	0
OR51F1	0.0439984
OR51N1P	0.0484416
OR52Y1P	0.0336931
OR52R1	0.070248
OR51F2	0.0312942
OR51A8P	0.0299796
OR51S1	0.0713332
OR51H1	0.0472175
OR51H2P	0.037897
OR51T1	0.0461809
OR51A6P	0.0434592
OR51A7	0.102141
OR51G2	0.152516
OR51G1	0.0653459
OR51A3P	0.0569165
OR51A4	0
OR51A2	0
OR51A5P	0.0390548
OR51L1	0.044299
OR51P1P	0.0333276
OR52J2P	0.0382166
OR52J3	0.061766
OR52E2	0.0516489
OR52E1	0.0370785
OR52S1P	0.0608181
OR52E3P	0.047916
OR52J1P	0.0552509
AC113331.9	0
OR52A4P	0.0443483
OR52A5	0.0383923
OR52A1	0.0354093
OR51A1P	0.0618651
OR52Z1	0.0890672
OR51V1	0.0540422
AC104389.16	0.194896
CoTC_ribozyme	0
BGLT3	0.0533166
OR51AB1P	0.267912
OR51B4	0.0568744
AC104389.28	0.0444915
OR51B3P	0.0871993
OR51B2	0.0604868
OR51B8P	0.0543236
OR51B5	0
OR51B6	0.122441
AC104389.31	0.0459449
AC104389.32	0
OR51M1	0.0854856
OR51J1	0.0704212
OR51Q1	0.0844848
OR51K1P	0.051607
OR51I1	0.0887123
OR51I2	0.0969309
OR51A10P	0.0818804
OR52D1	0.043778
UBQLN3	0.12269
UBQLNL	0.619615
OLFM5P	0.205573
OR52V1P	0.109926
OR52H1	0.0823089
OR52H2P	0.0415168
OR52B5P	0.0724828
OR52T1P	0.0585706
HNRNPA1P53	0.083788
AC015691.13	0
OR52B6	0.0605007
TRIM6	0.333076
OR52U1P	0.0808599
OR52P1P	0.123811
OR56B1	0.0755814
OR52N4	0.53805
OR56B2P	0.0341366
OR52N5	0.0533337
OR52N1	0.0675875
OR52N3P	0.077866
OR52N2	0.0921883
OR52E6	0
OR52E8	0.039579
OR52E7P	0.0505272
OR52E4	0.0465865
OR52E5	0.0365176
OR52Q1P	0
AC025016.1	0.11436
OR56A3	0.0497706
OR56A5	0.0362946
OR52L1	0.0518714
KRT18P58	0.0977975
OR56A4	0.0291909
RNA5SP329	0
OR56A1	0.0400753
OR56A7P	0.073519
OR52L2P	0.0797197
OR52X1P	0.119974
OR56B4	0.109277
RP11-290F24.3	0.110369
OR56B3P	0.0614422
OR52B1P	0.0584605
OR52B2	0.0998615
OR52W1	0.171275
RP11-290F24.6	1.48293
C11orf42	0.279836
CNGA4	0.582469
CCKBR	0.0250102
RP11-304C12.4	0
PRKCDBP	1.26791
RP11-304C12.5	0
RP11-304C12.3	0
HPX	0.319128
TRIM3	2.68719
CTD-2010I16.1	0.649525
DNHD1	1.42877
RRP8	3.12792
RP11-732A19.8	0
RP11-732A19.2	0.804587
RP11-732A19.9	0
DCHS1	0.410646
RP11-732A19.6	0
MRPL17	4.22608
RP11-732A19.1	0.135647
GVINP1	2.05697
GVINP2	0
OR2AG2	0
OR2AG1	0
OR6A2	0
RP11-413N10.3	0
RP11-560B16.5	0
OR10A5	0
OR10A2	0
OR10A4	0
OR2D2	0
OR2D3	0
ZNF215	0.0256855
ZNF214	0
NLRP14	0
RBMXL2	0
RP11-324J3.1	0
MIR302E	0
SYT9	0.00694061
CTD-2516F10.2	0.423857
OLFML1	0.0542279
PPFIBP2	2.08625
CTD-2516F10.4	0
CYB5R2	0.566154
OVCH2	0
RP11-35J10.6	0
RP11-35J10.7	0
RP11-35J10.4	0
OR10AB1P	0
OR5P4P	0
RP11-494M8.4	0
OR5P1P	0
RP11-494M8.1	0
OR5P2	0
OR5P3	0
OR5E1P	0
RNU6-943P	0
OR10A6	0
OR10A3	0
NLRP10	0
COX6CP5	0
CASC23	0
TUB	0.103958
RP11-236J17.6	0
TUB-AS1	0
RP11-236J17.7	0
RIC3	0.586028
RP11-379P15.1	0
LMO1	0
STK33	0.0796963
SCARNA20	0
TRIM66	2.37024
RP11-152H18.4	0
SNORA3A	0
SNORA3B	1.3487
ST5	0.0898544
RP11-318C2.1	0
RNA5SP330	0
Y_RNA	0
AKIP1	2.44268
C11orf16	0
ASCL3	0
Y_RNA	0
TMEM9B-AS1	0.481463
NRIP3	0.279819
RP11-467K18.2	0
SCUBE2	0.0600966
MIR5691	0
KRT8P41	0
RP11-5L12.1	0
Metazoa_SRP	0
PRR13P2	0.0678804
IPO7	4.72293
SNORA23	0
CTD-2371O3.2	0
CTD-2371O3.3	0.594292
WEE1	0.87468
snoU13	0
RPL23AP65	0.67624
RP11-16F15.4	0
RP11-16F15.2	0.107853
RN7SKP50	0
RP11-540A21.2	0.0318462
SBF2-AS1	0.313921
SBF2	4.45672
RP11-1H15.2	0.0785228
RNU7-28P	0
RP11-1H15.1	0.144208
RP11-748C4.1	0
RP11-351I24.3	0.31885
RP11-351I24.1	0.816099
RNU6ATAC33P	0
MTRNR2L8	1.1532
MRVI1-AS1	1.10224
LYVE1	1.86248
Y_RNA	0
RP11-685M7.5	0
RP11-685M7.3	0.140773
ZBED5	3.33056
ZBED5-AS1	4.69459
CTD-2003C8.2	0
RP11-179A10.1	0
RP11-179A10.2	0
RP11-179A10.3	0
MTND5P21	0
CTD-3224I3.3	0
GALNT18	0.0698432
CSNK2A3	0.0642633
RP11-483L5.1	0
MIR4299	0
RP11-756D7.2	0
RP11-756D7.1	0
MIR8070	0
USP47	4.53561
CTD-2381F24.1	0
DKK3	0.558416
RP13-631K18.2	0
RP13-631K18.3	0
RP13-631K18.5	0
MIR6124	0
MICALCL	1.66692
RP11-573E11.2	0
PARVA	0.168029
RP11-51B23.3	0
TEAD1	0.0490792
RP11-47J17.3	0
RP11-47J17.1	0
SCARNA16	0
RP11-47J17.2	0
LINC00958	0.0181898
CTC-497E21.3	0
RASSF10	0
CTC-497E21.5	0
RP11-413N13.1	0
RN7SKP151	0
RP11-15D14.1	0
RP11-15D14.2	0
PTH	0
HMGN2P36	0
FAR1-IT1	0.144404
RPL39P26	0
Y_RNA	0
CENPUP1	0
RP11-23B7.4	0
RP11-98J9.1	0
RP11-98J9.2	0
RP11-98J9.3	0
RNA5SP331	0
RP11-231N3.1	0
SPON1	0.171063
RNA5SP332	0
RP11-21L19.1	0
RRAS2	1.47963
RP11-140L24.3	0
