Name	Small Intestine - Terminal Ileum
MCPH1-AS1	0.332915
MIR8055	0
MIR4659A	0
XKR5	0.013039
GS1-24F4.2	0.0428243
RPL23AP96	0
GS1-24F4.3	0
DEFA4	0.111977
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	0
DEFT1P2	0
DEFA3	0.124807
DEFA11P	0.272024
DEFA7P	0
AF238378.7	0
AF228730.8	0
RPS3AP30	0.0809614
SNRPCP6	0
SNRPCP15	0
RPS3AP33	0.0665515
AF228730.5	0
AF228730.13	0
OR7E125P	0
FAM90A15P	0
FAM90A3P	0
FAM90A4P	0
FAM90A13P	0
FAM90A5P	0
FAM90A20P	0.0746868
FAM66B	0.320766
DEFB109P1B	0
USP17L1	0
USP17L4	0
AC130360.8	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
RP11-1118M6.2	0
AC084121.14	0
OR7E154P	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
AC084121.17	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0.00838721
RP11-1195F20.7	0
USP17L8	0
USP17L3	0
DEFB109	0
FAM90A11P	0
FAM90A24P	0
FAM90A12P	0
OR7E96P	0
RP11-52B19.8	0
RP11-52B19.10	0
MIR548I3	0
RP11-52B19.1	0
SNRPCP17	0
ENPP7P1	0.0277477
FAM85B	0.169303
RP11-556O5.6	0
FAM86B3P	2.1196
ALG1L13P	0.45438
CTA-398F10.1	0
CTA-398F10.2	0.121871
CTD-3023L14.3	0
CTD-3023L14.1	0
CTD-3023L14.2	0
RN7SL178P	0
RP11-211C9.1	0
RNU6-682P	0
RP11-62H7.3	0.120701
RPL10P19	0.846372
SNORA70	0
ERI1	4.45647
MIR4660	0
RNU7-55P	0
Metazoa_SRP	0
RP11-10A14.3	0.213909
RP11-10A14.4	0.138954
RP11-10A14.9	0.104878
RP11-10A14.6	0
RP11-10A14.5	0.101975
RP11-10A14.8	0
RP11-115J16.1	0.014686
RP11-10A14.7	0
RNU6-1151P	0
RP11-115J16.3	0
RNU6-526P	0
RP11-115J16.2	0.0226525
RP11-375N15.1	0
RP11-375N15.2	0.84118
RP11-1081K18.1	0
MIR597	0
LINC00599	0.193299
RP11-1E4.1	0.0262374
RP11-212F11.1	0
RP11-981G7.1	0.145045
LINCR-0001	1.16071
RNU6-729P	0
RP11-981G7.3	0.329064
PRSS51	0.370043
RP11-981G7.6	3.23741
PRSS55	0.015166
RP1L1	0.0405796
MIR4286	0
C8orf74	0
RNA5SP252	0
CTD-2135J3.3	0.37327
MIR1322	0
RP11-177H2.2	0
RP11-177H2.1	0.531192
XKR6	1.0542
MIR598	0
AF131215.6	0
AF131215.3	0.309466
AF131215.4	0.150059
AF131215.1	0.106819
AF131215.8	0.791788
LINC00529	0
RPL19P13	0
CTC-493P15.2	0
AF131216.7	0.232662
AF131216.6	0.272642
SLC35G5	0.275314
TDH	0.199689
AF131216.5	0.0418826
RN7SL293P	0
FAM167A-AS1	0
RNU6-1084P	0
FAM167A	0.984577
RP11-148O21.6	0.533067
RP11-148O21.3	0.446068
LINC00208	0
GATA4	0.0668995
C8orf49	0
SUB1P1	0.200469
RP11-297N6.4	0.394972
RP11-589N15.2	3.76735
RP11-589N15.1	0
OR7E158P	0
OR7E161P	0
DEFB136	0
DEFB135	0
DEFB134	0
RP11-481A20.4	0
RP11-481A20.10	0
RP11-481A20.8	0
OR7E160P	0
RP11-1236K1.11	0
RP11-1236K1.1	0
RNA5SP253	0
DEFB108P3	0
ZNF705D	0
FAM66D	0.326363
RP11-1236K1.8	0
USP17L7	0
USP17L2	0
DEFB109P3	0.858321
FAM90A2P	0.028625
ALG1L11P	0
FAM86B1	0.572842
AC145124.2	0.448372
ENPP7P12	0.152655
ABC12-47043100G14.2	0
DEFB130	0
RNA5SP254	0
DEFB108P4	0
ZNF705CP	0
FAM66A	0.158137
RP11-351I21.7	0
RP11-351I21.6	0
DEFB109P1	0
RP11-351I21.11	0.0582101
FAM90A25P	0.0756294
ALG1L12P	0.151601
FAM86B2	0.101876
ENPP7P6	0.0451563
RP11-419I17.2	0.211722
RP11-419I17.1	0.477276
RPS3AP34	1.20414
RP11-303G3.6	1.65133
RPS3AP35	0.0511865
RP11-303G3.9	0
RP11-303G3.10	0
OR7E8P	0
OR7E15P	0
OR7E10P	0
MIR5692A2	0
MIR3926-1	0
RP11-252C15.1	0
LINC00681	0
KIAA1456	1.27102
RP11-369K16.1	0.609205
RNU6-842P	0
Y_RNA	0
RP11-10C8.2	0
MTND4P7	0
RNA5SP255	0
C8orf48	0.503571
RP11-145O15.2	0
RP11-436P7.1	0
RP11-436P7.2	0
RP11-480O10.1	0
RP11-480O10.2	0
RP11-510I21.1	0
SGCZ	0
RP11-3G21.1	0
EIF4EP5	0
RNU7-153P	0
Y_RNA	0
RNU6-397P	0
RP11-776K3.1	0
MIR383	0
CTD-2023J5.1	0
RP11-782K4.1	0
RP11-235P11.1	0
PPM1AP1	0
RP11-77B22.1	0
RP11-77B22.2	0
MSR1	2.13585
RP11-447G11.1	0
MRPL49P2	0
RP11-13N12.2	0
RP11-13N12.1	0
RN7SL474P	0
FGF20	0.115943
MICU3	3.15748
RP11-468H14.2	0.246076
RP11-468H14.1	0
MTMR7	1.16905
ADAM24P	0
RP11-349F21.3	0
RP11-349F21.5	0
RP11-349F21.2	0
PDGFRL	1.10991
RP11-349F21.1	0
MIR548V	0
RP11-326L2.1	0
RNA5SP256	0
RP11-156K13.1	0.101975
RP11-806O11.1	0.58822
FGL1	0.134478
RP11-156K13.2	0
RP11-156K13.3	0.0709822
CTD-2547L16.1	0.325543
CTD-2547L16.3	0.0929497
NAT1	4.54926
MTND4LP26	0
NATP	0
RP11-685B14.1	0.416453
RP11-685B14.3	0.13432
PSD3	4.5001
RP11-161I2.1	0
RPL35P6	0
RP11-108A14.2	0
RP11-108A14.1	0
SNORA62	0
RP11-420B22.1	0
RP11-420B22.2	0
RP11-1080G15.1	0.0614386
RP11-1080G15.2	0
RP11-618M23.1	0
RP11-618M23.2	0
RP11-618M23.4	0
RP11-618M23.3	0
RP11-618M23.5	0.449613
RP11-1105O14.1	0
AC100802.3	0
RPL30P9	0
SLC18A1	1.18528
RNU6-892P	0
LZTS1	1.46119
LZTS1-AS1	0
RP11-563N12.2	0
RP11-404E12.1	0
RP11-108E14.1	0
TMEM97P2	0
RP11-369E15.1	0
RP11-369E15.3	0
RP11-369E15.4	0
RP11-369E15.2	0
LINC02153	0
RP11-421P23.2	0
RP11-279N21.1	0
RP11-24P4.1	0
GFRA2	2.46687
OR6R2P	0
NPM2	1.2458
FGF17	0.695638
LGI3	0.501533
SFTPC	0.218745
CTD-2530N21.5	0.0166725
PHYHIP	3.66755
MIR320A	0
CTD-2530N21.4	2.14923
PIWIL2	1.01459
CTD-2036J7.1	0
RNU6-336P	0
RP11-382J24.2	0.401738
RP11-582J16.4	1.54253
RP11-582J16.3	0.248312
CTD-3247F14.2	0.115396
EGR3	3.0232
PEBP4	0.719043
RP11-459E5.1	0.024581
RP11-87E22.2	0
RP11-87E22.1	0
RN7SL303P	0
RP11-875O11.1	2.57871
RP11-875O11.2	0.0205329
RP11-875O11.3	0.0761764
TNFRSF10C	1.28133
RP11-1149O23.2	2.71028
RPL23AP55	0.355455
RP11-1149O23.3	3.28309
RP11-177H13.2	0.140999
CTC-756D1.2	0.170857
CTC-756D1.1	0.240478
CTC-756D1.3	0.171572
RNU4-71P	0
FAM60DP	0
NKX3-1	1.38325
NKX2-6	0
RP11-175E9.1	0
RP11-213G6.2	0
RP11-175E9.2	0
SNORA67	0
STC1	2.45535
RNU1-148P	0
RP11-203E8.1	0.369221
RP11-624C23.1	0.552154
ADAM7	0
RP11-561E1.1	0
GS1-72M22.1	0.209558
NEFM	0.923099
NEFL	1.54658
MIR6841	0
CTD-2168K21.1	0
RP11-429O2.1	0
MIR6876	0
RP11-395I14.2	3.14833
CDCA2	1.24648
RP11-219J21.1	0
RP11-219J21.2	0
RP11-299D14.2	0
EBF2	0.467459
RNA5SP258	0
RP11-98P2.1	0
SDAD1P1	0.894802
RP11-14I17.2	0
RP11-14I17.1	0
RP11-14I17.3	0.112246
PNMA2	0.887314
RP11-1G11.2	0
ADRA1A	0.884336
RP11-384C12.1	0
COX6B1P4	0.0864576
RP11-613H2.3	0
RP11-613H2.1	0
MIR548H4	0
RP11-613H2.2	0.0485023
RP11-521M14.2	0
RP11-521M14.1	0
STMN4	0.593105
MIR6842	0
CHRNA2	0.0348589
GULOP	0.193501
RNU6-1086P	0
RP11-16P20.2	0
RP11-16P20.4	0.364303
RP11-16P20.3	0.39599
ESCO2	1.70994
RNU6-1276P	0
PBK	3.13886
RP11-1149M3.2	0
MIR4287	0
RP11-597M17.3	0
RP11-597M17.2	0
RP11-597M17.1	0
NUGGC	1.99471
RP11-380I10.2	0
RP11-380I10.3	0
RP11-380I10.4	0.0957769
RPL5P22	0.0903437
PNOC	2.75674
RP11-181B11.1	0
RNU6-178P	0
FBXO16	0.525101
RP11-181B11.2	0
FZD3	1.06923
MIR4288	0
RNA5SP259	0
EXTL3-AS1	0.699242
RP11-662B19.2	0.203676
RP11-662B19.1	0
Metazoa_SRP	0
HMBOX1-IT1	0
RNA5SP260	0
CTD-2647L4.1	0
HMGB1P23	0
DUSP4	1.97841
RP4-676L2.1	0
RP11-486M23.1	0.13323
RP11-486M23.2	0
RP11-486M23.3	0
RPL17P33	0
LINC00589	0.0376055
LINC02099	0.0142742
RP11-94H18.1	0
RP11-94H18.2	0
RP11-489E7.1	0
LINC02209	0
MIR3148	0
MAP2K1P1	0
RNU6-1218P	0
RP11-489E7.4	0.297519
RPS15AP24	0.856649
MBOAT4	0.4265
RP11-51J9.5	3.73047
RP11-51J9.4	0.212157
RP11-51J9.6	1.16819
HSPA8P11	0.0823047
CTD-2345M20.2	0
CTD-3107M8.1	0
CTD-3107M8.2	0
TUBBP1	0.276975
RBPMS-AS1	1.86312
CTD-2373N4.5	0.112457
SMIM18	0.0888044
RNU5A-3P	0
UBXN8	4.46707
RP11-465K4.4	0
TEX15	0.008268
RP5-1009N12.1	0
RP11-293D9.2	0
PURG	0.268939
SUMO2P16	0
RP11-363L24.3	0.0319025
KCTD9P6	0
RP11-566H8.3	0
RP11-566H8.2	0
RP11-566H8.1	0
RNA5SP261	0
NRG1	1.06254
NRG1-IT1	0
RNA5SP262	0
RNA5SP263	0
NRG1-IT3	0
RNU6-663P	0
RP11-11N9.4	0.927566
MTND1P6	0
MTND2P32	0
RANP9	0
RP11-451O18.1	0
RNU6-528P	0
RP11-722E23.2	4.64517
FUT10	2.80123
RP11-359B20.1	0
TTI2	4.9853
RP11-359B20.5	0
SNORA70	0
RPL10P18	0
RN7SL621P	0
DUSP26	2.21017
RP11-317N12.1	0
BUD31P1	0
RN7SL457P	0
VENTXP5	0
RP1-273G13.1	0
RP1-273G13.2	0.187305
RP1-273G13.3	0
RP11-431M3.1	0
RP1-84O15.2	0
RP11-431M3.2	0
RPL10AP3	0
LINC01288	0
RP11-734J24.1	0.463357
UNC5D	1.18339
RP11-595O22.1	0
LSM12P1	1.07423
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0
SMARCE1P4	0
RP11-527N22.1	0.981428
RP11-527N22.2	0.0569161
LINC01605	0.243803
RP11-150O12.2	0
RP11-150O12.6	0.697844
RP11-150O12.5	0.191159
RP11-150O12.3	2.38149
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0
RP11-863K10.7	0.329116
RP11-863K10.4	1.56134
RN7SL709P	0
GOT1L1	0
ADRB3	0.361077
RPL12P48	0
KB-1836B5.1	0.432901
KB-1836B5.4	0.496423
RNU6-988P	0
RP11-90P5.5	0.05862
STAR	0.571566
RP11-90P5.2	0
RNU6-323P	0
RP11-90P5.1	0
RP11-513D5.5	0.531799
RP11-513D5.2	0.0986549
RP11-350N15.5	0.925247
LETM2	0.742222
RP11-350N15.3	0.67411
RP11-350N15.6	0.752387
RPS20P22	0.455348
C8orf86	0
RP11-675F6.3	0
RP11-675F6.4	0
RNF5P1	2.20552
RP11-495O10.1	0
Y_RNA	0
RP11-723D22.2	0
RP11-723D22.3	1.16908
HTRA4	0.430151
SNORD38	0
ADAM32	0.312677
RPL3P10	0
RP11-1113C11.2	0
ADAM5	0
ADAM3A	0
RP11-122L4.2	0
ADAM18	0
ADAM2	0
KB-1582A10.1	0
KB-1582A10.2	0
RP11-44K6.3	0
RP11-44K6.2	0
RP11-44K6.4	0.123299
IDO2	0.298609
RP11-44K6.5	0
RP11-359E19.1	0
RP11-359E19.2	0.0565945
RP11-470M17.2	0.141246
CTA-392C11.1	0
CTA-392C11.2	0
RP11-301G7.1	0
ZMAT4	0.0709525
RP11-465K16.1	0
RNU6-356P	0
MIR548AO	0
RPS29P2	0
CTD-3080F16.3	0
RNU6-895P	0
SNORD65	0
RP11-15G16.1	0
KRT18P37	0.0340044
GINS4	1.08894
RP11-360L9.4	0.177715
RP11-360L9.7	0
NKX6-3	0.109379
ANK1	0.52913
MIR486-1	0
RP11-930P14.1	0.123107
Y_RNA	0
RP11-930P14.2	0.543559
RN7SL149P	0
SNORD112	0
RP11-589C21.1	0
RP11-589C21.2	0
RP11-589C21.6	0.410719
RP11-589C21.5	0
RP11-231D20.2	0.0277918
RPL5P23	0.303203
DKK4	0.0890504
RP11-1007J8.1	0.182331
RP11-503E24.2	1.4875
CHRNB3	0
RP11-412B14.1	0
RP11-412B14.2	0
CHRNA6	0.0221405
RN7SL806P	0.117244
MIR4469	0
Y_RNA	0
RNU1-124P	0
POMK	1.46488
RP11-598P20.3	2.4531
VN1R46P	0
RP11-726G23.2	0
RP11-726G23.11	0
RP11-359P18.2	0
RP11-726G23.3	0
AFG3L2P1	0
RP11-726G23.10	0
RP11-726G23.8	0
POTEA	0
RNU6-104P	0
RP11-726G23.12	0
RP11-726G23.6	0
U3	0
RP11-359P18.1	0
RP11-359P18.7	0
RP11-359P18.8	0
SNX18P27	0
RP11-359P18.5	0
CYP4F44P	0
RP11-359P18.6	0
RP11-643N23.2	0
RP11-643N23.1	0
pRNA	0
HSPA8P13	0
ASNSP1	0
RP11-790L1.3	0
ASNSP4	0
RP11-101E19.8	0
TRIM60P15	0
LINC00293	0
MTND2P38	0
MTND1P7	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
RP11-101E19.7	0
RP11-350F16.1	0
RP11-350F16.2	0
MAPK6PS4	0
RN7SKP32	0
RP11-1134I14.2	0
RNU6-819P	0
RPL10AP2	0.466133
NDUFA5P12	0
RP11-1134I14.4	0.39441
RP11-1134I14.8	0.722072
ATP6V1G1P2	0.178806
RP11-1134I14.6	0
IGLV8OR8-1	0
RP11-697N18.3	1.00093
RP11-697N18.4	0.57274
RP11-697N18.1	0
RP11-697N18.2	0
RNU6-665P	0
Y_RNA	0
RNU6-519P	0
RP11-769N21.2	0
CTD-2210A23.1	0
RNU6-295P	0
5S_rRNA	0
RPL29P19	1.32946
RP11-513O13.1	0.0887119
RP11-567J20.3	0.115741
RP11-567J20.2	0.170857
AC026904.1	0.0294359
RP11-567J20.1	0
RP11-770E5.3	0
RP11-770E5.2	0
RP11-770E5.1	0.0613312
EFCAB1	0.214274
RP11-22C8.1	0
C8orf22	0.060373
RP11-10H3.1	0
RN7SKP294	0
RFPL4AP7	0
RP11-738G5.1	0
RP11-738G5.2	0
PSAT1P1	0
RP11-109P6.2	0
RP11-401N18.1	0
SNTG1	0
RP11-759A9.1	0
RP11-759A9.2	0
CYCSP22	0
RP11-139G7.1	0
SNORA7	0
RP11-401H2.1	0
PXDNL	0.246167
BRIX1P1	0
BTF3P1	0
RP11-11C20.3	0.476778
RP11-110G21.2	0
RP11-110G21.1	1.88489
RP11-546K22.3	0.547748
RP11-546K22.1	0.129743
RP11-546K22.2	0
ST18	0.153528
RP11-26M5.3	0
RP11-26M5.2	0
RP11-1023P17.2	0
RPL34P17	0.224807
ALKAL1	0.346302
CTD-3214K23.1	0.524569
NPBWR1	0.023131
RP11-182E14.1	0
RP11-162D9.1	0
RP11-162D9.3	0
OPRK1	0.00714999
RP11-1081M5.2	0.0320885
RP11-1081M5.3	0.108732
RP11-1081M5.1	0.134054
RP11-400K9.4	1.35767
RP11-400K9.1	0
RP11-400K9.2	0
RP11-463C14.1	0
RGS20	0.0578383
RP11-1070A24.2	0
RPS27AP13	0
RNU6-1331P	0
RP11-30L15.4	0.702866
RP11-30L15.6	0.2224
TDGF1P5	0.086086
Metazoa_SRP	0
RNU6ATAC32P	0
RP11-626A5.2	0
RP11-767C6.1	0
RNU105C	0
RP11-793H4.1	0
RN7SL250P	0
RP11-53M11.5	0
TRMT112P7	0
SEC11B	0
RP1	0.00507269
RP11-550I15.1	0
XKR4	0.304524
RP11-386G21.1	0
RP11-386G21.2	0
SBF1P1	0
RP11-628E19.2	0
TMEM68	3.04884
RP11-318K15.2	0
SNORA1	0
RN7SL798P	0.10413
RN7SL323P	0
RP11-446E9.1	0.387366
SNORD54	0
CTA-397H3.3	0
NPM1P21	0.0449187
MOS	0
SNORA3	0
PLAG1	3.01016
RP11-140I16.3	3.06366
RP11-140I16.2	0
SDR16C5	0.808722
SDR16C6P	0
PENK	0.160877
RP11-17A4.2	0.0152845
SEPT10P1	0.0654578
LINC00968	0.222356
RP11-17A4.3	0
RPL37P6	0.233323
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0.0301838
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
CTD-2339F6.1	0.0484672
RP11-44D19.1	0
LINC01602	0
FAM110B	2.13852
RP11-1112C15.2	0
RP11-648L3.2	0
RPL26P26	0
RP11-716D16.1	0
RP11-114M5.1	0.199546
CYP7A1	0.0588619
RP11-114M5.3	0
AC068522.4	0.246464
RNU4-50P	0
RP11-328K2.1	0
RP11-25K19.1	4.44479
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
CA8	1.84437
LINC01301	0.0943791
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0
RP11-91I20.2	0.0715941
RP11-91I20.1	0
RP11-33I11.2	0
RP11-33I11.3	0.234394
AC022182.1	0.350875
AC022182.2	0.303623
AC022182.3	0.67784
CLVS1	0.073255
NPM1P6	0.182843
RP11-787D18.2	0
RP11-787D18.1	0
KRT8P3	2.16614
RN7SKP97	0.32456
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0
NKAIN3	0.0257041
RP11-577N1.1	0
RP11-577N1.2	0
XRCC6P4	0
SRPK2P	0
UG0898H09	0.294597
RP11-659E9.2	0
RP11-659E9.4	0
TTPA	0.212816
RP11-16E18.1	0
YTHDF3-AS1	1.94038
RP11-16E18.3	0.989833
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0
RP11-579E24.2	0
LINC01289	0
COX6CP8	0
MIR124-2HG	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.28019
BHLHE22	2.01273
CYP7B1	1.31701
RP11-1D12.1	0
RP11-1D12.2	0
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0
CTD-3025N20.3	3.77291
Y_RNA	0.464704
RP11-707M3.3	4.12525
CTD-2532N20.1	0.179335
DNAJC5B	0.639845
AC084082.3	0
TRIM55	0.119292
CRH	0
LINC00967	0
RRS1-AS1	0.0781645
C8orf46	1.17988
RP11-346I3.2	0
RNU6-1324P	0
MYBL1	2.36572
Y_RNA	0
C8orf44	4.23311
PTTG3P	0
MCMDC2	0.358837
TCF24	0
PPP1R42	0
RP11-409C19.2	0.0194231
CSPP1	4.85698
RNA5SP268	0
RP11-453N18.1	0.053205
RP11-7F18.2	0.918858
RP11-7F18.1	0
CPA6	0.516195
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
PREX2	2.50268
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	0
C8orf34	0.0319859
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0
RNU7-102P	0
GS1-44D20.1	0.235599
RP11-21C17.1	0
LINC01603	0
RP11-744J10.2	0
SLCO5A1	0.396486
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0.275507
Metazoa_SRP	0.143435
RP11-159H10.1	0.0315673
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0.0794519
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.114035
RP11-333A23.2	0
LACTB2-AS1	0.200951
RN7SL19P	0.135957
XKR9	0.876481
Y_RNA	0
RP11-326E22.1	0
EYA1	0.198219
RP11-1102P16.1	0
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
MSC-AS1	1.06413
RPS20P20	0
RP11-142A23.1	0.30024
RP11-656G20.1	0.0272984
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	0.138746
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	0.210907
RNU6-285P	0
RP11-531A24.7	0.326398
RP11-531A24.5	1.05004
SBSPON	2.69799
RP11-956J14.1	0.0881462
RP11-956J14.2	0
C8orf89	0.113261
FAM213AP2	0
RDH10-AS1	0.681128
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.108431
RP11-181D18.4	0.096362
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
RP11-99A14.1	0
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.544848
RNU6-1300P	0
RP11-6I2.3	0.389958
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.0437343
JPH1	1.65143
GDAP1	3.8749
CTD-2320G14.2	0
Y_RNA	0
MIR5681A	0
MIR2052HG	0.015215
RP11-730G20.2	3.73124
RP11-730G20.1	0
MIR2052	0
RP11-758M4.4	0.0237636
RP11-758M4.3	0
PI15	3.49849
RP11-3N13.2	0
CRISPLD1	0.73315
RP11-300E4.2	0
RP11-697M17.2	0
CASC9	0.164666
HIGD1AP6	0
PKMP4	0
RNU2-54P	0
RP11-706J10.2	0.0607406
LINC01111	0
ZFHX4-AS1	0
RP11-115I9.1	0
MRPL9P1	0
ZFHX4	0.214594
uc_338	0
RP11-48D4.2	0
MIR3149	0
HIGD1AP18	0.130119
RP11-38H17.1	0
RP11-91P17.1	0
RNU6-1220P	0
PKIA-AS1	0.0228307
PKIA	2.63323
RP11-594N15.3	0.176146
IL7	3.50732
RP11-578O24.2	1.97935
THAP12P7	0.0779228
RP11-79H23.3	0.451943
RP11-1114I9.1	0
RP11-758H6.1	0
RPL3P9	0.108134
LINC01607	0.094184
RP11-26J3.1	0.0277008
RNU7-85P	0
RP11-26J3.3	1.21544
RP11-92K15.3	2.82564
RP11-92K15.1	0
RN7SL41P	0
MIR5708	0
RP11-941H19.1	0.111336
RP11-941H19.3	0
RP11-941H19.2	0
SNORA20	0
RP11-775E10.1	0
RNU6-1213P	0
RP11-48B3.5	3.9712
ZBTB10	3.41008
RP11-48B3.3	0.178349
RP11-48B3.4	1.49302
RPSAP47	0.147665
RNU7-174P	0
RP11-48B3.2	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
ZNF704	4.92231
CKS1BP7	0
RNU11-6P	0
RN7SL308P	0
HMGB1P41	0.0791508
RP11-172E10.1	0
RP11-1149M10.1	0
RP11-1149M10.2	0.393743
RP11-363E6.1	0
UBE2HP1	0
RP11-363E6.4	0.21727
RP11-363E6.3	0.509894
RP11-157I4.4	0
PMP2	0.346482
FABP9	0
RP11-257P3.3	0
FTH1P11	1.92542
FABP12	0.0549043
IMPA1P1	0.745096
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0.0348821
SLC10A5	0.887812
RP13-923O23.7	0.709184
RP13-923O23.6	0.263863
SNX16	4.37063
HNRNPA1P36	0.325325
RP11-354A14.1	0.128584
RP11-99H20.1	0
HNRNPA1P4	0.396834
RP11-653B10.1	0
RP11-731N10.1	0
CTD-2272D18.1	0
CTD-2272D18.2	0
RP11-296C13.1	0
RP11-813B8.1	0
RP11-813B8.2	0
LINC01419	0
RP11-120I21.2	0
TPM3P3	0
RP11-120I21.3	0
RALYL	0.220554
RNU6-1040P	0
RP11-509P12.1	0
RP11-98H4.1	0
RP11-98H4.4	0
ACTBP6	0
IGJP1	0
RP11-146E23.2	0
RP11-219B4.7	0.106211
E2F5	4.74868
RP11-219B4.3	0.106689
RP11-219B4.5	0.18688
RP11-219B4.6	0
CA1	0.245987
CA3-AS1	0.245955
CA2	3.87686
RP11-317J10.4	0
RP11-59O2.1	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
REXO1L11P	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
REXO1L7P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
CTA-392E5.1	0
ATP6V0D2	0.558818
RP11-216N21.1	0
RP11-216N21.2	0
PSKH2	0
CTD-3118D11.3	0
SLC7A13	0
CTD-2284J15.1	1.08747
NTAN1P2	0.852134
SLC2A3P4	0.120106
CNGB3	0.0556758
MIOXP1	0
GOLGA2P1	0
UBE2Q2P10	0
RP11-386D6.1	0
RP11-386D6.2	0
RP11-386D6.3	0
CNBD1	0
AF121898.3	0
VTA1P2	0
IARS2P1	0
SOX5P1	0
CTB-118P15.3	0
DCAF4L2	0
CTB-118P15.2	0
MMP16	0.43957
RP11-586K2.1	0.0124773
RNA5SP272	0
RP11-69I13.1	0
RP11-642C5.1	0
RPSAP74	0
KRT8P4	0
RP11-37B2.1	1.93659
COX6B1P6	0
SCb-64M4.1	0
RNU6-925P	0.291531
CALB1	0.170864
LINC00534	0
RNA5SP273	0
AB015752.3	0
LINC01030	0
RP11-68L18.1	0.203823
RP11-68L18.2	0
NECAB1	1.07541
RP11-662G23.1	0.115762
GS1-251I9.3	0
GS1-251I9.2	0
LRRC69	0.643993
CTD-2114J12.1	0.106788
MIR4661	0
SLC26A7	0.223277
RP11-122C21.1	0
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
RUNX1T1	2.49097
GS1-5L10.1	0
RP11-777J24.1	0
RP11-700E23.3	0
RP11-700E23.2	0
