Name	Brain - Caudate (basal ganglia)
RP11-196I18.3	0.031911
RP11-196I18.4	0
RP11-417L14.1	0
LINC01509	0
HMGN2P32	0
RNU6-492P	0
RP11-438P9.1	0
RP11-438P9.2	0
RNU6-996P	0
RNU6-1064P	0
RN7SL659P	0
RPL36AP6	0
RP11-380I20.2	0
RNA5SP293	0
RPS15AP27	0
RP11-240E2.2	0
CHCHD4P2	0
RP11-505C13.1	0
RP11-220D10.1	0
RP11-339N8.1	0
RPL36AP35	0
RP11-3J11.1	0
ACTL7B	0
ACTL7A	0
Y_RNA	0
MIR32	0
EPB41L4B	2.7274
RNU6-984P	0
MTND2P11	0
Y_RNA	0
PTPN3	0.142962
MIR3927	0
YBX1P6	0
PALM2	1.19395
RP11-406O23.2	0
RP11-151F5.2	0.0467853
C9orf152	0.0227663
TXNDC8	0
SVEP1	0.787612
RNU6-1039P	0
RP11-410K21.2	0
MUSK	0.12422
RP13-461N9.2	0
RNU6-432P	0
Y_RNA	0
RNY4P18	0
RP11-202G18.1	0
MIR7702	0
OR2K2	0.0516205
RNA5SP294	0
ZNF483	0.948372
RP11-16L21.7	0
LRRC37A5P	0.607247
C9orf84	0.0325711
RP11-430K21.2	0.204138
RNU6-1013P	0
MIR4668	0
RNU6-710P	0
RP11-4O1.2	2.11505
SUSD1	3.19287
RNU6-855P	0
Y_RNA	0
RP11-165N19.2	0
RN7SL57P	0
RNA5SP295	0
RN7SL430P	0
HSPE1P28	0
RP11-432F4.2	0.0136697
C9orf147	0.347599
KIAA1958	2.11477
RP11-576C12.1	0
RP11-276E15.4	0.349048
RP11-408O19.5	0.298258
SLC46A2	0.0300578
MUPP	0.260015
ZNF883	4.30474
ZFP37	1.35997
FAM225B	0.052572
FAM225A	0.26976
SLC31A2	2.02068
RNF183	0.103931
WDR31	2.77052
C9orf43	0.527326
RGS3	3.98652
RP11-168K11.2	0
RP11-168K11.5	0
RP11-168K11.3	0
RP11-18B16.2	0
RP11-18B16.1	0
RP11-534I8.1	0
ZNF618	1.37717
AMBP	0.137018
KIF12	3.05247
COL27A1	1.79962
MIR455	0
ORM1	0.0860984
ORM2	0.0969611
AKNA	4.5631
RP11-9M16.2	0.34418
RP11-9M16.3	0
RP11-402G3.6	0
Y_RNA	0
RP11-402G3.5	0.078136
RP11-402G3.3	0.127916
RP11-402G3.4	0
RP11-428F18.2	0
TNFSF15	0.0481884
RP11-78H18.2	0
TNFSF8	0.264695
TNC	1.12325
RP11-523L1.2	0
DEC1	0.0361601
RP11-445L6.3	0
U2	0
RP11-284G10.1	0
LINC00474	0
RP11-787B4.2	0
PAPPA	0.0377302
PAPPA-AS2	0.0802037
RP11-45A16.4	0.102331
ASTN2-AS1	0
RP11-67K19.3	0.00672789
TRIM32	3.48513
RPL10P3	0.0747938
SNORA70C	0
RN7SKP128	0
RN7SKP125	0
RP11-388N2.1	0
RP11-500B12.1	0.181136
RPL35AP22	0
RNU6-1082P	0
RP11-281A20.2	0.426605
RP11-281A20.1	0.349517
TPT1P9	1.11591
RP11-349E4.1	0
RP11-127L21.1	0
TUBB4BP6	0
RP11-295D22.1	0
LINC01613	0
RP11-360A18.1	0
MIR147A	0
AHCYP2	0.0420757
RP11-27I1.4	0.422739
RP11-27I1.6	0.22056
PSMD5-AS1	4.93987
TRAF1	4.92778
C5	2.45884
CNTRL	2.75164
RN7SL181P	0.127285
RP11-477J21.2	0
RP11-477J21.6	0.0416489
GSN-AS1	0.622021
RP11-162D16.2	0.106036
RN7SL187P	0
HMGB1P37	0.123703
RP11-524G24.2	0.0723105
TTLL11	4.23221
TTLL11-IT1	0.137714
MIR4478	0
MORN5	3.80768
MRRF	3.04093
PTGS1	1.15254
RP11-498E2.9	0
RP11-542K23.10	0
RP11-542K23.7	0
RP11-542K23.9	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1N1	0
OR1N2	0
OR1L8	0.105143
OR1H1P	0
RP11-64P14.7	0
OR1Q1	0
OR1B1	0
OR1L1	0
OR1L3	0
TLK1P1	0
OR1L4	0
OR1L6	0
SKA2P1	0
OR5C1	0
OR1K1	0
KRT18P67	0
SNORD90	0
ZBTB6	3.21111
ZBTB26	3.41105
RP11-355O1.11	1.82911
RNY1P15	0
RP11-355O1.7	0.0790735
GPR21	0
RP11-123N4.4	0.0385241
MIR601	0
MIR7150	0
RP11-230L22.4	0
RP11-417B4.2	0
RP11-417B4.3	0
PIGFP2	0
RP11-85O21.2	0.551051
RP11-85O21.4	0.176417
RP11-85O21.5	0.648747
RP11-121A14.2	0.339701
RP11-121A14.3	0
ADGRD2	0.0244092
NR5A1	0.0484981
RP11-10J18.3	0
NR6A1	1.03044
RP11-164H5.1	0
RN7SL302P	0
MIR181A2HG	0.491946
MIR181A2	0
MIR181B2	0
RP11-175D17.3	0.0578992
OLFML2A	1.2439
WDR38	0.44024
RNU4-82P	0
SCAI	2.76716
FXNP2	0
PRPS1P2	1.98319
RPSAP76	0.0215339
RP11-65N13.8	0.042684
GAPVD1	4.43625
RP11-65N13.6	0
RNU6-1020P	0
RP11-184B22.2	0
Metazoa_SRP	0
RN7SL30P	0
RP11-12A16.3	0
HNRNPA1P15	0
RP11-423C15.3	0.0275921
RP11-343J18.2	0
RP11-343J18.1	0.162513
NRON	0
SNORD116	0
RP11-205K6.1	0
RP11-205K6.3	0.0604847
RP11-205K6.2	0
RP11-123K19.1	0
LMX1B	0.0157818
RP11-123K19.2	0
ZBTB34	3.18021
RP13-225O21.2	0.617039
RP13-225O21.5	0
RP11-356B19.11	1.09383
ZNF79	1.76667
SNORA65	0.93848
Y_RNA	0
RP11-56D16.8	0
PTRH1	4.83129
CFAP157	1.15599
TTC16	0.516308
SH2D3C	3.10328
RP11-228B15.4	2.10567
Y_RNA	0
RNA5SP296	0
MIR4672	0
PIP5KL1	0.647897
RP11-203J24.8	0.956795
RP11-379C10.1	0
NAIF1	2.40872
RP11-379C10.4	0.0748412
SLC25A25-AS1	3.51661
PTGES2-AS1	0.422773
LCN2	0.251094
MIR199B	0
MIR3154	0
RP11-339B21.13	2.67463
TMSB4XP4	3.18875
RP11-339B21.10	0.554465
RP11-339B21.8	1.8016
ODF2-AS1	0.300646
RP11-216B9.6	1.05593
RNU7-171P	0
RP11-216B9.8	0.0467133
RP11-216B9.9	2.37532
VTI1BP4	0
HMGA1P4	0.071629
PKN3	2.20128
RN7SL560P	0
ZDHHC12	3.56392
Metazoa_SRP	0.398712
RP11-167N5.5	2.32448
RP11-247A12.1	0.13419
RP11-247A12.7	0.747211
RP11-247A12.2	1.152
RP11-344B5.4	0.111272
RP11-344B5.3	0.302569
RP11-344B5.2	0.372956
C9orf106	0.130946
RP11-65J3.15	0.174238
LINC01503	4.79865
RN7SL159P	0
RP11-65J3.6	0.141788
RP11-65J3.3	0.0583616
RP11-65J3.2	0.112684
RP11-65J3.14	0
LINC00963	3.36891
RP11-492E3.2	0.275642
C9orf50	0.885724
RP11-483H20.4	0.182065
PRRX2	0.531053
PRRX2-AS1	0
PTGES	1.94676
UBE2V1P4	0
MIR6855	0
RP11-409K20.7	0
RP11-409K20.6	0
RP11-138E2.1	0.813482
Y_RNA	0
RP11-88G17.6	0.0148936
HMCN2	0.145646
RN7SL665P	0
MIR6856	0
RP11-57C19.2	0
PRDM12	0.274402
RP11-57C19.6	0
QRFP	0.134935
FIBCD1	0.67682
RP11-83J21.3	0.140604
LAMC3	1.92683
SNORA31	0
RNU6-881P	0
RP11-544A12.4	0.00643553
RP11-544A12.8	0.0653465
RP11-544A12.5	0.0343953
FAM78A	4.34905
SNORD62A	0
SNORD62B	0
RP11-334J6.6	0.238661
RP11-40A7.2	0.0265137
RN7SL328P	0
EIF4A1P3	0
SNORA67	0
RP11-323H21.3	0
NTNG2	2.5244
CFAP77	0.187499
RNU5D-2P	0
BARHL1	0.0153312
DDX31	3.3861
GTF3C4	4.04753
AK8	1.6768
RP11-295G24.5	0.0614003
GFI1B	0.0332885
MIR548AW	0
RP11-415H23.4	0
RNU7-21P	0
MIR6877	0
CEL	1.37519
CELP	0.027265
GBGT1	2.1822
OBP2B	0.0221567
LCN1P1	0.102189
ABO	0.958389
Y_RNA	0
LCN1P2	0
Y_RNA	0
SNORD36C	0
STKLD1	0.873785
ADAMTS13	4.55566
TMEM8C	0.102205
LL09NC01-254D11.1	0
DBH	0.300303
DBH-AS1	2.05546
SARDH	2.12248
RP11-374P20.4	0.0741655
ARF4P1	0
LL09NC01-251B2.3	0.418477
RNU6ATAC	0.458841
LL09NC01-139C3.1	0.798402
RP11-145E17.2	0
RP11-145E17.3	0
MIR4669	0
RP11-473E2.2	0
RP11-473E2.4	0.321663
RP11-473E2.3	0
COL5A1	1.21007
COL5A1-AS1	0.0723347
MIR3689C	0
MIR3689A	0
MIR3689D1	0
MIR3689B	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
RP11-263F14.3	0
FCN2	0.0817126
FCN1	0.191217
RP11-447M12.2	0
RP11-447M12.3	0
RP11-399H11.3	0
RP11-399H11.2	0
C9orf62	0
RP11-555H7.2	0
SOCS5P2	0.0453835
PPP1R26-AS1	0.620277
RP11-426A6.5	0.394565
LCN1	0.0484118
OBP2A	0
PAEP	0
LINC01502	0
RP11-98L5.4	0
RP11-98L5.5	0
GLT6D1	0
LCN9	0.114749
SOHLH1	1.14539
RP11-432J22.2	1.42002
RP11-83N9.5	0.740737
RP11-83N9.6	0.385261
LHX3	0.00580785
CCDC187	0.0433086
WI2-1959D15.3	0
DKFZP434A062	0.239353
DNLZ	4.14411
CARD9	2.26067
C9orf163	0.711835
MIR4673	0
RP11-413M3.4	0.198784
MIR4674	0
NALT1	0.647886
LINC01451	0.0145929
HSPC324	0.255629
MIR126	0
RP11-216L13.21	0.271971
LCN10	0.565763
LCN6	0.331155
MIR6722	0
LCN8	0.0364466
LCN15	0.0909679
ATP6V1G1P3	0
CCDC183	2.02226
CCDC183-AS1	1.39849
NCLP1	0.156006
MIR4292	0
MAMDC4	3.30158
MIR4479	0
RP11-229P13.2	0.181177
RP11-229P13.25	0.153808
C8G	0.703943
PRR31	0.0242738
CLIC3	1.05349
C9orf139	1.52948
FUT7	0.269054
RP11-229P13.15	0.339917
RP11-229P13.22	0
SAPCD2	4.92293
MAN1B1-AS1	3.82774
SNORD62	0
LRRC26	0.0838616
MIR3621	0
TMEM210	0.0231557
CYSRT1	2.20167
RNF224	0.701745
SLC34A3	0.275173
FAM166A	0.218245
STPG3-AS1	0.422674
STPG3	0.1683
TOR4A	1.08704
RP13-122B23.9	0
RP13-122B23.8	0.165494
EXD3	3.70242
ENTPD8	0.066567
EHMT1	3.64408
Metazoa_SRP	0
SETP5	0
RP11-188C12.2	0.177475
MIR602	0
RP11-188C12.3	0.132517
RP11-424E7.5	0
RP11-424E7.3	0
TUBBP5	0.245074
RP11-424E7.6	0
RP11-885N19.6	0
FAM157B	0.0246102
RNU6-785P	0
SEPT14P9	0
RP11-631M21.1	0
FAM166AP7	0
TUBB8	0.139269
IL9RP2	0
RP11-631M21.7	0
RNA5SP297	0
RNA5SP298	0
RN7SL754P	0
RP11-490E15.2	0
MIR5699	0
PRR26	0.353275
RP11-164C1.2	0
RP11-363N22.2	0
RP11-363N22.3	0.24392
IDI2	0.0183571
LINC00200	0
RP11-29A19.2	0.234085
RP11-398B16.2	0
ADARB2-AS1	0.931746
LINC00700	0
RP11-69C17.2	0
MIR6072	0
RNU6-889P	0
RP11-69C17.3	0
RP11-69C17.4	0
RNU6-576P	0
LINC00701	0
RP11-446F3.2	0
RP11-526P5.1	0
RP11-526P5.2	0
RP11-89K18.1	0
RP11-118K6.2	0
RP11-118K6.3	3.71288
PITRM1-AS1	0.307231
RP11-298E9.5	0
RP11-298E9.6	0
RP11-195B3.1	0
RP11-482E14.1	0
RP11-482E14.2	0
RP11-184A2.3	0
RP11-184A2.2	0
RP11-464C19.2	0
RP11-464C19.3	0
MIR6078	0
RP11-433J20.2	0
RP11-433J20.1	0
LINC00702	0.0599922
LINC00703	0
RP11-34C15.2	0
RNU6-163P	0
LINC00704	0
LINC00705	0
AKR1E2	0.710325
AKR1C6P	0
U8	0
AKR1C1	1.80381
AKR1C2	1.21423
RP11-499O7.7	0.174668
U8	0
U8	0
AKR1C5P	0
AKR1C8P	0
AKR1C4	0
ARL4AP3	0
RP11-445P17.3	0
RP11-445P17.8	0
AKR1C7P	0
RPL26P28	0
XXyac-YR21CG7.1	0
UCN3	0
TUBAL3	0.0645391
CALML5	0.223809
CALML3-AS1	0.210697
CALML3	0.157713
RP13-463N16.6	0
RP11-336A10.5	0
RP11-336A10.4	0
RP11-336A10.7	0
RN7SL445P	0
RP11-336A10.2	0
NRBF2P5	0.299415
RP11-318E3.9	0.226527
ANKRD16	4.49525
RP11-536K7.3	0.716642
IL15RA	0.783299
IL2RA	0.0189314
SNORA14	0
RP11-536K7.5	0
RPL32P23	0
RN7SKP78	0
MIR3155A	0
RP11-414H17.5	0.344444
Y_RNA	0
RP11-563J2.2	0.861721
SDCBPP1	0
RP11-563J2.3	0.474404
PRKCQ	3.71877
PRKCQ-AS1	2.54633
RP11-554I8.1	0.201149
LINP1	0.248683
LINC00706	1.68963
LINC00707	0.449252
RP11-799O21.2	0.102769
RP11-393K12.2	0
RP11-393K12.4	0
SFMBT2	3.405
COX6CP17	0
RP5-1031D4.3	0.632437
RP5-1031D4.2	0.05431
RNU6-535P	0
RP11-385N23.1	0
ITIH2	1.66167
KIN	2.6899
TAF3	4.75194
RP11-401E9.3	0
GATA3-AS1	0
RP11-379F12.4	0
GATA3	0.0524344
PRPF38AP1	0
LINC00708	0
RP5-1119O21.2	0
RP11-543F8.2	0
RP11-543F8.3	0
KRT8P37	0
CHCHD3P1	0
RNA5SP299	0
RP11-575N15.1	0
RP11-428L9.1	0
RP11-428L9.2	0
LINC00709	0
HSP90AB7P	0
RP5-1051H14.2	0
RP5-933E2.1	0
ELOCP3	0
Y_RNA	0
CUX2P1	0
RP11-271F18.1	0
RP11-271F18.3	0.0612078
RP11-271F18.4	4.55793
RP1-186E20.1	0.0586674
SFTA1P	3.27852
LINC00710	0.0322017
RP1-251M9.2	0
RP1-251M9.3	0
RP11-397O4.1	0.130213
CELF2-AS2	0.0544151
RP3-323N1.2	0.0867186
CELF2-AS1	0.304704
RP11-544P1.3	0
USP6NL	1.36025
RP11-138I18.1	0
RP11-138I18.2	0.191201
ECHDC3	1.46303
PROSER2	0.588267
PROSER2-AS1	1.9472
RNU6-1095P	0
RNU6-88P	0
MIR548AK	0
RP11-186N15.3	0.664087
RN7SL198P	0
SNORD45	0
RNU6ATAC39P	0
MIR4480	0
MIR4481	0
MIR548Q	0
RNA5SP300	0
RPL5P25	0.0782652
SNRPGP5	0
RP11-730A19.9	1.20846
RP11-730A19.5	0.43665
BTBD7P1	0.0133256
RPL36AP36	0
MCM10	0.0331583
RNU6-6P	0.228357
UCMA	0
C8orf59P1	0
RP11-445K13.2	0
BEND7	1.61601
Y_RNA	0
RP11-214D15.2	0
RPL6P24	0
RP11-295P9.3	2.02915
RP11-295P9.12	0.675176
RP11-295P9.6	0
RNA5SP301	0
RP11-353M9.1	0
NUTF2P5	0
RP11-142M10.2	0.0642822
RP11-397C18.2	0
MIR4293	0
Metazoa_SRP	0
MIR1265	0
RP11-7C6.1	0
RNA5SP302	0
RPSAP7	0.185723
CDNF	0.97239
RP11-398C13.8	1.96634
RP11-398C13.6	2.30689
SUV39H2	1.55528
DCLRE1C	0.988344
MEIG1	0.778002
OR7E110P	0
OR7E26P	0.463931
OR7E115P	0.228454
DCLRE1CP1	0.22813
OLAH	0.311201
GAPDHP45	0
C10orf111	1.18437
PPIAP30	0.0585274
RP11-455B2.9	0
RP11-25G10.2	0.380939
ITGA8	0.857122
SNORA31	0
FTLP19	0
RNU6-1075P	0
RP11-461K13.1	0
PTER	0.63741
RNU2-18P	0
C1QL3	0.0784205
RP11-197M22.2	0.215644
uc_338	0
CUBN	0.853975
RP11-406H21.2	1.32689
TRDMT1	1.13233
VIM-AS1	0.539553
RP11-124N14.3	0.302916
ST8SIA6	0.788106
ST8SIA6-AS1	0.0367535
Y_RNA	0
PRPF38AP2	0
HACD1	1.1221
AC069542.1	0
STAM-AS1	0.625809
RP11-390B4.3	0
TMEM236	0.0444862
MRC1	0.884353
MIR511	0
RP11-457D2.3	0
SLC39A12-AS1	0.0718846
RP11-109I13.2	0.0608377
RP11-499P20.2	2.82559
RP11-383B4.4	0.34759
ARL5B	3.1228
AIFM1P1	0
RP11-139J15.5	0
RP11-288D15.1	0
MALRD1	0.156811
UBE2V2P1	0
RP11-49L2.1	0
HMGN1P20	0
RP11-265G8.3	0
U3	0
RNA5SP303	0
RP11-354E11.2	0.0638078
MTND1P37	0
MTND2P16	0
RNU6-1212P	0
PLXDC2	4.33887
RP11-575A19.2	0.435817
AMD1P1	0
RP11-51E20.1	0
MIR4675	0
MTND1P21	0
RP11-56H7.2	0
EIF4BP2	0.0109066
NPM1P30	0.0234777
C10orf113	0.0343021
NEBL-AS1	3.63867
RP11-565H13.3	0
LUZP4P1	0
RNU6-15P	0
RP11-275N1.1	0
RNMTL1P1	0
RP11-275N1.3	0
Metazoa_SRP	0
Y_RNA	0
CASC10	4.14292
MIR1915	0
SKIDA1	1.05527
RNU6-306P	0
HNRNPRP1	0.0145014
RNU6-1141P	0
RN7SKP219	0
RP11-399C16.3	0.646535
RN7SKP37	0
ADIPOR1P1	0
RP11-108B14.1	0
EBLN1	0.0212272
RP11-108B14.5	0
PSME2P6	0.0704653
RP11-573G6.4	0.991781
RPL31P45	0
RP11-573G6.9	0.115262
RP11-573G6.10	0
SPAG6	0.477483
RP11-301N24.3	0
RP11-142L16.2	0
RNU6-413P	0
ARMC3	0.844134
RNA5SP304	0
YWHAZP3	0.325394
SNORA40	0
PTF1A	0.245121
C10orf67	0.38665
RP11-215C7.3	0
RP11-371A19.2	0.246006
MIR1254-2	0
KIAA1217	2.24039
NUP35P1	0
AC063961.1	0
MIR603	0
RP11-144I2.1	0
RNA5SP305	0
RP11-129O7.2	0
RN7SKP241	0
RP11-165A20.3	2.05043
THNSL1	4.30188
LINC01516	0.28162
GPR158-AS1	0.578167
RP11-20I6.1	0
RN7SKP220	0
GPN3P1	0
LINC00836	0.0900938
HIRAP1	0
RNA5SP306	0
RNU6-632P	0
RP11-435M3.2	0
MYO3A	0.743257
APBB1IP	2.59403
RNA5SP307	0
RP11-128B16.5	0
LINC00264	0.089028
RP13-16H11.7	0
LINC00202-2	0.127686
RP13-16H11.9	0
RP13-16H11.8	0.0299715
PDSS1	2.62008
HSPA8P3	0
RP13-16H11.5	0
SNORA57	0
RNU6-946P	0
LINC00202-1	2.49539
ANKRD26	2.76354
RNU6-490P	0
MASTL	1.83128
RNU2-24P	0
RNU7-12P	0
RP11-85G18.6	0.110065
LRRC37A6P	0.900185
ARMC4P1	0.0966291
RP11-748L13.7	0
RNU6-666P	0
RP11-748L13.2	0
RNU6-452P	0
RP11-748L13.6	0
FAM210CP	0
TRIAP1P1	0
PTCHD3	0
MKX	0.369192
MKX-AS1	0
RN7SKP132	0
ARMC4	0.252854
RPL36AP55	0
RP11-218D6.4	0
MRPS21P5	0
MPP7	1.39974
MIR8086	0
RP11-351M16.4	0
ZNF101P1	0
U3	0
RP11-351M16.3	0
RPSAP10	0
RN7SKP39	0
RNU4ATAC6P	0
TPRKBP1	0
RNU6-1067P	0
RP11-478H13.1	0
RNU6-270P	0
LINC00837	0
LINC01517	0
RP11-478H13.4	0
C10orf126	0.0138987
RNA5SP308	0
RPL21P93	0.0999352
LYZL1	0
SVIL-AS1	3.92577
SVIL	1.53972
MIR604	0
SNORD115	0
MIR938	0
CKS1BP2	0
RNU6-908P	0
RP11-224P11.1	0
RNU6-598P	0
EEF1A1P39	0
RP11-305E6.4	2.06955
MTPAP	3.06075
DNM1P17	0
GOLGA2P6	0
RN7SL241P	0
MIR7162	0
NIFKP1	0
RP11-449I17.9	0
CCND3P1	0
MAP3K8	2.37027
HNRNPA1P32	0
RP11-253D19.1	0
RN7SL63P	0
RP11-253D19.2	0
LYZL2	0
SVILP1	0.0194802
RP11-14C22.6	0
ZNF438	3.41041
RP11-330O11.3	0.699338
DDX10P1	0.0291881
RP11-192P3.4	0.131662
ZEB1-AS1	1.78959
RNA5SP309	0
SPTLC1P1	0
RP11-472N13.2	0.200149
GLUDP5	0
RP11-472N13.3	1.40168
Y_RNA	0
HMGB1P7	0
RPL34P19	0
RN7SL825P	0
Y_RNA	0
RPS4XP11	0.141845
RP11-241I20.4	0
RP11-241I20.5	0
RNU7-22P	0
PPIAP31	0.846672
RPS24P13	0
RP11-166N17.1	0.473722
RP11-166N17.3	0
RP11-135A24.4	0
RP11-135A24.2	0
RNU6-1244P	0
CCDC7	0.423004
C1DP1	0.276488
RP11-479G22.8	0.594758
AK3P5	0
RP11-462L8.1	0.119489
MTND4LP11	0
RN7SL847P	0
RP11-479G22.7	0
RPL7AP53	0
RP11-342D11.3	0
NRP1	2.12765
RP11-342D11.2	0
RN7SL398P	0
RP11-90B22.1	0
RP11-476F14.1	0
RP13-259N13.2	0
LINC00838	0
RPL23P11	0
RP11-490O24.2	0
Y_RNA	0
ELOBP4	0
RPL37P18	0
RPS12P16	0
PARD3-AS1	1.83583
SS18L2P1	0
RNU6-847P	0
RNU6-193P	0
PRDX2P2	0
RP11-297A16.4	0
MIR3611	0
RP11-297A16.2	0.109309
RNU7-77P	0
ATP6V1G1P4	0
RP11-324I22.3	1.61257
RP11-324I22.2	0.796858
RNU6-794P	0
RNU6-1167P	0
RP11-324I22.4	4.80191
RP11-425A6.5	0.226978
GJD4	0.0436559
FZD8	3.75952
RPL7P37	0
PCAT5	0
RP11-309N24.1	0
RP11-810B23.1	0
MTND5P17	0
MTND4P18	0
RP11-92J19.3	0
SNORA40	0
NAMPTP1	0.179513
Y_RNA	0
RP11-322I2.1	0
MKNK2P1	0
ARL6IP1P2	0
ANKRD30A	0
RNU6-811P	0
RP11-20F24.2	0
ATP8A2P1	0
RN7SL314P	0
Y_RNA	0
LINC00993	0
TMEM161BP1	0
VN1R53P	0
TACC1P1	0
MTND1P18	0
MTRNR2L7	0
RP11-258F22.1	0.655442
RP11-258F22.2	0
ZNF33BP1	0.0787876
TLK2P2	0.0702249
RP11-162G10.5	0.35646
ZNF37CP	0.220155
ZNF33CP	0.0394588
RP11-393J16.4	0
Y_RNA	0
RNU6-795P	0
RP11-1021O19.2	0
EIF3LP3	0.103712
FXYD6P2	0
ZNF37A	3.34376
RP11-508N22.12	0.760125
RP11-508N22.6	0.166426
RP11-508N22.9	0.0326433
RP11-672F9.1	0.072629
RP11-508N22.11	0
HSD17B7P2	2.94924
SEPT7P9	0.52165
RP11-291L22.9	1.50055
RNU6-1118P	0
CICP9	0.021722
RP11-291L22.4	0
ABCD1P2	0
RP11-453N3.7	0
PABPC1P12	0
SLC9B1P3	0
ACTR3BP5	0
CHEK2P5	0
RP11-453N3.1	0
RP11-96F8.1	0
KSR1P1	0
IGKV1OR10-1	0
AL031601.4	0
AL031601.5	0
PABPC1P8	0
RP11-313J2.1	0.670245
CCNYL2	0.143992
FXYD6P1	0
EIF3LP2	0.117013
ZNF33B	2.94058
AL022345.10	0
AL022345.7	0
AL022345.11	0
RNU6-1170P	0
VN1R54P	0
LINC01518	0
CUBNP1	0
AL022344.5	0
RSU1P1	0
DUXAP3	0
AL022344.7	0.290964
RP11-124O11.1	0
LINC01264	0
MIR5100	0
RET	0.537199
RP11-351D16.3	1.0847
RP11-168L22.2	0.0857957
RNU6ATAC11P	0
FXYD4	0.791169
U3	0
RP11-517P14.2	2.87984
ZNF487	2.05245
RNU7-193P	0
RP11-517P14.7	0.904672
ZNF239	2.4318
CAP1P2	0.098649
ZNF485	1.39809
ZNF32-AS3	0
RP11-402L1.4	0
RPL21P88	0
ZNF32-AS1	2.5161
ZNF32-AS2	1.16328
RP11-402L1.11	0
RP11-272J7.6	0
UQCRHP3	0
ELOCP30	0
RP11-272J7.4	0
HNRNPA3P1	0
LINC00619	0.05275
LINC00840	0.251377
RP11-168P8.5	0
RP11-168P8.3	0
LINC00841	0
RP11-20J15.2	0
RP11-20J15.3	1.11141
C10orf142	1.09342
CXCL12	4.86542
RPL9P21	0
RP11-733D4.2	0
RP11-733D4.1	0.0897104
EIF2AP4	0
TMEM72-AS1	0.405417
RP11-285G1.2	0
TMEM72	0.0912127
RP11-285G1.9	0.0532838
RP11-285G1.14	0.418858
C10orf25	1.21442
CEP164P1	0.0688212
DUXAP4	0
RPS19P7	0
RSU1P2	0.00645753
CUBNP3	0
ANKRD54P1	0
ANKRD30BP3	0
MIR3156-1	0
RP11-445N18.5	0
RP11-432I13.5	0
RP11-432I13.6	0
RNU6-1207P	0
CUBNP2	0
OR6D1P	0
OR13A1	0.085431
ALOX5	2.09231
RP11-67C2.2	0.336852
ZFAND4	1.3505
AGAP10P	0.227549
FAM21FP	0.395055
RP11-671E7.1	0.178429
RP11-175I17.6	0
FAM25E	0
AGAP4	3.01484
PARGP1	0.933816
RNA5SP310	0
RPL35AP25	0
SNORA74	0
MSMB	0
RPL23AP61	0
AGAP7P	0.0939512
ANTXRLP1	0
ANTXRL	0.0341164
AGAP14	0.223758
FAM25BP	0
ANXA8L1	0.0267306
HNRNPA1P33	0
NPY4R	0
GPRIN2	0.336149
SYT15	0.426572
RP11-38L15.3	0.676171
RP11-38L15.2	0.0221148
FAM35BP	0.0162537
RP11-38L15.8	0.159842
RHEBP1	0
RN7SL248P	0
CTSLP2	0.237473
GLUD1P2	0.852243
DUSP8P3	0.185972
BMS1P1	0.503683
RNA5SP311	0
AGAP13P	0.2965
FRMPD2B	0.909619
PTPN20	1.58452
GDF2	0
RBP3	0.221252
ANXA8	0.00947925
RP11-144G6.13	0
FAM25G	0
RP11-144G6.4	0
RNA5SP312	0
BMS1P2	0.31303
GLUD1P8	0.701083
DUSP8P4	0.0792808
CTSLP2	0.54987
RP11-342C24.8	0
FAM35DP	0.0578515
RN7SL453P	0
RHEBP2	0.312664
ABC7-42404400C24.1	0.746159
CH17-360D5.2	0
CH17-360D5.1	0
CH17-360D5.3	0
FAM25C	0
AGAP12P	1.84069
RNA5SP315	0
BMS1P7	0.166546
PTPN20CP	0.0776071
FRMPD2	1.29804
RPS6P14	0
RP11-541M12.6	0.277986
ARHGAP22	2.78737
ARHGAP22-IT1	0
RP11-541M12.3	0
RP11-534L6.5	0
RP11-534L6.2	0
WDFY4	0.404854
RPL13AP19	0
RP11-563N6.6	0
RP11-523O18.7	0
LRRC18	0.031807
RP11-523O18.5	0.0359785
RP11-523O18.1	0
MIR4294	0
VSTM4	4.29038
FAM170B-AS1	0
FAM170B	0
C10orf128	2.37698
C10orf71-AS1	0
C10orf71	0.00923687
DRGX	0.0166992
RP11-123B3.2	0
ERCC6	1.76629
HMGB1P50	0
CHAT	0.784323
SLC18A3	2.60683
C10orf53	0.0261792
MAPK6PS6	0
RPL21P89	0.166949
PARG	4.10976
RPL35AP24	0
TIMM23B	2.01692
SNORA74	0
LINC00843	0.256309
RNA5SP317	0
FAM21EP	0.625087
SLC9A3P3	0
SLC9A3P1	0
ASAH2	0.151248
DYNC1I2P1	0.223511
RP11-521C22.2	0.88763
RP11-512N4.2	0
RNU7-107P	0
SGMS1-AS1	0.5367
SHQ1P1	0
BEND3P1	0.120446
NUTM2HP	0.0821457
RP11-564C4.4	0
CTSLP4	0
PGGT1BP1	0
ASAH2B	2.09064
A1CF	0.00438625
RP11-449O16.2	0
CCDC58P2	0
RP11-96B5.4	0
PRKG1	1.65047
RP11-96B5.3	0.453661
RP11-40C11.2	0
MIR605	0
RP11-539E19.2	0
RSU1P3	0
PRKG1-AS1	0.0330616
DKK1	0.3472
RPL31P44	0
