Name	Spleen
CTD-2373N4.3	3.32866
CTD-2373N4.5	0.093312
SMIM18	0
RNU5A-3P	0
RP11-465K4.4	0
TEX15	0.176802
RP5-1009N12.1	0
RP11-293D9.2	0
PURG	0.477947
SUMO2P16	0
RP11-363L24.3	0.0457807
KCTD9P6	0
RP11-566H8.3	0
RP11-566H8.2	0
RP11-566H8.1	0
RNA5SP261	0
NRG1	0.480768
NRG1-IT1	0.0441584
RNA5SP262	0
RNA5SP263	0
NRG1-IT3	0
RNU6-663P	0
RP11-11N9.4	3.24224
MTND1P6	0
MTND2P32	0
RANP9	0
RP11-451O18.1	0
RNU6-528P	0
RP11-722E23.2	4.6675
FUT10	1.70965
RP11-359B20.1	0
RP11-359B20.5	0
SNORA70	0
RPL10P18	0
RN7SL621P	0
DUSP26	0.860618
RP11-317N12.1	0
BUD31P1	0
RN7SL457P	0
VENTXP5	0
RP1-273G13.1	0
RP1-273G13.2	0.0838924
RP1-273G13.3	0
RP11-431M3.1	0
RP1-84O15.2	0
RP11-431M3.2	0
RPL10AP3	0
LINC01288	0
RP11-734J24.1	0.594458
UNC5D	0.0201252
RP11-595O22.1	0
LSM12P1	0.975867
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0
SMARCE1P4	0
RP11-527N22.1	0.184183
RP11-527N22.2	0.664552
LINC01605	0.890468
RP11-150O12.2	0
RP11-150O12.5	0
RP11-150O12.3	0.111728
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0
RP11-863K10.7	1.17115
RP11-863K10.4	2.07619
RN7SL709P	0
GOT1L1	0
ADRB3	0.0196339
RPL12P48	0
KB-1836B5.1	0.27099
KB-1836B5.4	0.68882
RNU6-988P	0
RP11-90P5.5	0.0539548
STAR	1.16018
RP11-90P5.2	0
RNU6-323P	0.320036
RP11-90P5.1	0
RP11-513D5.5	0.405466
RP11-513D5.2	0
RP11-350N15.5	1.09881
LETM2	0.778241
RP11-350N15.3	0.25924
RP11-350N15.6	0.360896
RP11-350N15.4	1.80772
RPS20P22	0.133206
C8orf86	0
RP11-675F6.3	0
RP11-675F6.4	0
RNF5P1	1.43943
RP11-495O10.1	0
Y_RNA	0.316393
RP11-723D22.2	0
RP11-723D22.3	1.43683
HTRA4	1.50999
SNORD38	0
ADAM32	1.11434
RPL3P10	0.0272179
RP11-1113C11.2	0
ADAM5	0
ADAM3A	0
RP11-122L4.2	0
ADAM18	0
ADAM2	0
KB-1582A10.1	0
KB-1582A10.2	0
IDO1	3.58921
RP11-44K6.3	0
RP11-44K6.2	0
RP11-44K6.4	0.0784745
IDO2	0.38947
RP11-44K6.5	0
RP11-359E19.1	0
RP11-359E19.2	0
RP11-470M17.2	0.0881535
CTA-392C11.1	0
CTA-392C11.2	0
RP11-301G7.1	0
ZMAT4	0.306175
RP11-465K16.1	0
RNU6-356P	0
MIR548AO	0
RPS29P2	0
CTD-3080F16.3	0
RNU6-895P	0
SNORD65	0
RP11-15G16.1	0
KRT18P37	0.0669683
GINS4	1.3027
RP11-360L9.4	0.16895
RP11-360L9.7	0
NKX6-3	0.150315
ANK1	1.16671
MIR486-1	0
RP11-930P14.1	0.122456
Y_RNA	0
RP11-930P14.2	0.530412
RN7SL149P	0
SNORD112	0
RP11-589C21.1	0
RP11-589C21.2	0
RP11-589C21.6	0.603114
RP11-589C21.5	0
PLAT	2.35635
RP11-231D20.2	0.106693
RPL5P23	0.369889
DKK4	0
RP11-1007J8.1	0.0803606
RP11-503E24.2	1.28934
CHRNB3	0
RP11-412B14.1	0
RP11-412B14.2	0
CHRNA6	0.0256961
RN7SL806P	0.144105
MIR4469	0
Y_RNA	0
RNU1-124P	0
POMK	0.983546
RP11-598P20.3	2.19626
VN1R46P	0
RP11-726G23.2	0
RP11-726G23.11	0
RP11-359P18.2	0
RP11-726G23.3	0
AFG3L2P1	0
RP11-726G23.10	0
RP11-726G23.8	0
POTEA	0
RNU6-104P	0
RP11-726G23.12	0
RP11-726G23.6	0
U3	0
RP11-359P18.1	0
RP11-359P18.7	0
RP11-359P18.8	0
SNX18P27	0
RP11-359P18.5	0
CYP4F44P	0
RP11-359P18.6	0
RP11-643N23.2	0
RP11-643N23.1	0
pRNA	0
HSPA8P13	0
ASNSP1	0
RP11-790L1.3	0
ASNSP4	0
RP11-101E19.8	0
TRIM60P15	0
LINC00293	0
MTND2P38	0
MTND1P7	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
RP11-101E19.7	0
RP11-350F16.1	2.75973
RP11-350F16.2	0.433078
MAPK6PS4	0
RN7SKP32	0
RP11-1134I14.2	0.0178143
RNU6-819P	0
RPL10AP2	0.461836
NDUFA5P12	0
RP11-1134I14.4	0.623256
RP11-1134I14.8	1.32112
ATP6V1G1P2	0.372927
RP11-1134I14.6	0.150521
IGLV8OR8-1	0
RP11-697N18.3	1.39029
RP11-697N18.4	1.45116
RP11-697N18.1	0
RP11-697N18.2	0
RNU6-665P	0
Y_RNA	0
RNU6-519P	0
RP11-769N21.2	0
CTD-2210A23.1	0
RNU6-295P	0
5S_rRNA	0
RPL29P19	1.88282
RP11-513O13.1	0.194019
RP11-567J20.3	0.287628
RP11-567J20.2	0.0956846
AC026904.1	0.145001
RP11-567J20.1	0
RP11-770E5.3	0
RP11-770E5.2	0
RP11-770E5.1	0.0837089
EFCAB1	0.0729629
RP11-22C8.1	0
C8orf22	0
RP11-10H3.1	0
RN7SKP294	0
RFPL4AP7	0
RP11-738G5.1	0
RP11-738G5.2	0
PSAT1P1	0
RP11-109P6.2	0
RP11-401N18.1	0.131007
SNTG1	1.17153
RP11-759A9.1	0
RP11-759A9.2	0
CYCSP22	0
RP11-139G7.1	0
SNORA7	0
RP11-401H2.1	0
PXDNL	0.348321
BRIX1P1	0
BTF3P1	0
RP11-11C20.3	0.477769
RP11-110G21.2	0
RP11-110G21.1	2.83973
RP11-546K22.3	1.00132
RP11-546K22.1	0.230416
RP11-546K22.2	0
ST18	0.0187252
RP11-26M5.3	0
RP11-26M5.2	0
RP11-1023P17.2	0.201466
RPL34P17	0.541112
ALKAL1	0
CTD-3214K23.1	0.750924
NPBWR1	0.0219107
RP11-182E14.1	0
RP11-162D9.1	0
RP11-162D9.3	0
OPRK1	0.0132374
RP11-1081M5.2	0.0378382
RP11-1081M5.3	0.107587
RP11-1081M5.1	0.1425
RP11-400K9.4	0.460604
RP11-400K9.1	0
RP11-400K9.2	0
RP11-463C14.1	0
RGS20	0.0934889
RP11-1070A24.2	0
RPS27AP13	0
RNU6-1331P	0
RP11-30L15.4	0.432238
RP11-30L15.6	0.401772
TDGF1P5	0.105104
Metazoa_SRP	0
RNU6ATAC32P	0
RP11-626A5.2	0
RP11-767C6.1	0
RNU105C	0
RP11-793H4.1	0
RN7SL250P	0.145055
RP11-53M11.5	0.408626
TRMT112P7	0
SEC11B	0
RP1	0.125781
RP11-550I15.1	0
XKR4	0.0209672
RP11-386G21.1	0
RP11-386G21.2	0
SBF1P1	0
RP11-628E19.2	0
TMEM68	2.94442
RP11-318K15.2	0.124978
SNORA1	0
RN7SL798P	0.415196
RN7SL323P	0
RP11-446E9.1	0.525366
SNORD54	0
CTA-397H3.3	0
NPM1P21	0
MOS	0
SNORA3	0
PLAG1	4.20766
RP11-140I16.2	0
SDR16C5	0.0596106
SDR16C6P	0
PENK	0.0544887
RP11-17A4.2	0
SEPT10P1	0
LINC00968	0.265608
RP11-17A4.3	0
RPL37P6	0.240555
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0.0194571
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
CTD-2339F6.1	0.642713
RP11-44D19.1	0
LINC01602	0
RP11-1112C15.2	0.215455
RP11-648L3.2	0.0544773
RPL26P26	0
RP11-716D16.1	0.0262562
RP11-114M5.1	0.197921
CYP7A1	0.286423
RP11-114M5.3	0
AC068522.4	0.345114
RNU4-50P	0
RP11-328K2.1	0
RP11-25K19.1	3.38607
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
CA8	1.88895
LINC01301	0.0790705
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0.00884996
RP11-91I20.2	0.0637496
RP11-91I20.1	0
RP11-33I11.2	0.0933566
RP11-33I11.3	0.239883
AC022182.1	0.308951
AC022182.2	0.246184
AC022182.3	2.23224
CLVS1	0.0404343
NPM1P6	0.16463
RP11-787D18.2	0
RP11-787D18.1	0
KRT8P3	0.0870708
RN7SKP97	0.220365
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0
NKAIN3	0
RP11-577N1.1	0
RP11-577N1.2	0
XRCC6P4	0
SRPK2P	0
UG0898H09	0.0705022
RP11-659E9.2	0
RP11-659E9.4	0
TTPA	0
RP11-16E18.1	0
YTHDF3-AS1	2.55711
RP11-16E18.3	1.41109
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0
RP11-579E24.2	0
LINC01289	0
COX6CP8	0
MIR124-2HG	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.270624
BHLHE22	1.75668
CYP7B1	2.73566
RP11-1D12.1	0
RP11-1D12.2	0.299414
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0
Y_RNA	0.544367
MTFR1	4.82588
CTD-2532N20.1	0.272537
DNAJC5B	0.681156
AC084082.3	0
TRIM55	0.124761
CRH	0
LINC00967	0
RRS1-AS1	0.0492587
C8orf46	0.919548
RP11-346I3.2	0
RNU6-1324P	0
Y_RNA	0
PTTG3P	0
MCMDC2	0.443579
TCF24	0
PPP1R42	0
RP11-409C19.2	0.0400831
CSPP1	4.34267
RNA5SP268	0
RP11-453N18.1	0.051729
RP11-7F18.2	1.6279
RP11-7F18.1	0
CPA6	0.111468
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
PREX2	1.6993
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	0
C8orf34	0
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0
RNU7-102P	0
GS1-44D20.1	0.376536
RP11-21C17.1	0
LINC01603	0
RP11-744J10.2	0
SULF1	0.870532
SLCO5A1	0.278988
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0.403382
Metazoa_SRP	0.261758
RP11-159H10.1	0
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0.0638733
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.182927
RP11-333A23.2	0
LACTB2-AS1	0.277402
RN7SL19P	0.120717
XKR9	0.122262
Y_RNA	0
RP11-326E22.1	0
EYA1	0.0290759
RP11-1102P16.1	0
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
MSC-AS1	1.22338
RPS20P20	0
TRPA1	0.0847876
RP11-142A23.1	0.451644
RP11-656G20.1	0.0470316
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	1.35021
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	2.62408
RNU6-285P	0
RP11-531A24.7	0.0918374
RP11-531A24.5	0.863061
SBSPON	1.84681
RP11-956J14.1	0
RP11-956J14.2	0
C8orf89	0.302123
FAM213AP2	0
RDH10-AS1	0.286371
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.039601
RP11-181D18.4	0
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
RP11-99A14.1	0.0950409
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.663853
RNU6-1300P	0
RP11-6I2.3	3.46446
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.338691
JPH1	0.156643
GDAP1	3.37347
CTD-2320G14.2	0
Y_RNA	0
MIR5681A	0
MIR2052HG	0.0229837
RP11-730G20.2	3.08784
RP11-730G20.1	0
MIR2052	0
RP11-758M4.4	0
RP11-758M4.3	0
PI15	1.52061
RP11-3N13.2	0
CRISPLD1	0.513837
RP11-300E4.2	0
RP11-697M17.2	0
CASC9	0
HIGD1AP6	0
PKMP4	0
HNF4G	0.0469396
RNU2-54P	0
RP11-706J10.2	0
LINC01111	0
ZFHX4-AS1	0
RP11-115I9.1	0
MRPL9P1	0
ZFHX4	0.149022
uc_338	0
RP11-48D4.2	0
MIR3149	0
HIGD1AP18	0.151424
RP11-38H17.1	0
RP11-91P17.1	0
RNU6-1220P	0
PKIA-AS1	0.0290016
PKIA	1.68694
RP11-594N15.3	0.0845778
ZC2HC1A	4.30461
IL7	2.16553
RP11-578O24.2	1.84974
THAP12P7	0.0501924
RP11-79H23.3	0.271319
RP11-1114I9.1	0
RP11-758H6.1	0
RPL3P9	0.108827
STMN2	1.31361
HEY1	3.49363
LINC01607	0
RP11-26J3.1	0
RNU7-85P	0
RP11-26J3.3	0.827985
RP11-92K15.3	2.74421
RP11-92K15.1	0
RN7SL41P	0
MIR5708	0
RP11-941H19.1	0.136387
RP11-941H19.3	0
RP11-941H19.2	0
SNORA20	0
RP11-775E10.1	0
RNU6-1213P	0
ZBTB10	4.38693
RP11-48B3.3	0.189639
RP11-48B3.4	3.37206
RPSAP47	0.258473
RNU7-174P	0
RP11-48B3.2	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
ZNF704	2.22806
CKS1BP7	0
RNU11-6P	0
RN7SL308P	0
HMGB1P41	0
RP11-172E10.1	0
RP11-1149M10.1	0
RP11-1149M10.2	0.933336
RP11-363E6.1	0
UBE2HP1	0
RP11-363E6.4	0.161195
RP11-363E6.3	0.538975
RP11-157I4.4	0
PMP2	0.11
FABP9	0
RP11-257P3.3	0
FTH1P11	1.70736
FABP12	0
IMPA1P1	0.0392976
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0
SLC10A5	0.592151
RP13-923O23.7	0.828683
RP13-923O23.6	0.539511
HNRNPA1P36	0.318076
RP11-354A14.1	0.384494
RP11-99H20.1	0
HNRNPA1P4	0.351589
RP11-653B10.1	0
RP11-731N10.1	0
CTD-2272D18.1	0
CTD-2272D18.2	0
RP11-296C13.1	0
RP11-813B8.1	0
RP11-813B8.2	0
LINC01419	0
RP11-120I21.2	0
TPM3P3	0
RP11-120I21.3	0
RALYL	1.54884
RNU6-1040P	0
RP11-509P12.1	0
RP11-98H4.1	0
RP11-98H4.4	0
ACTBP6	0
IGJP1	0
RP11-146E23.2	0
LRRCC1	3.76525
RP11-219B4.7	0.089975
RP11-219B4.3	0.113367
CA13	1.2354
RP11-219B4.5	0.0385629
RP11-219B4.6	0
CA1	3.99055
CA3	1.13782
CA3-AS1	0.340221
RP11-317J10.4	0
RP11-59O2.1	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
REXO1L11P	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
REXO1L7P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
CTA-392E5.1	0
ATP6V0D2	0.169167
RP11-216N21.1	0
RP11-216N21.2	0
PSKH2	0
CTD-3118D11.3	0
SLC7A13	0
CTD-2284J15.1	1.1891
NTAN1P2	0.961578
SLC2A3P4	0.177172
CNGB3	0.0090403
MIOXP1	0
GOLGA2P1	0
UBE2Q2P10	0
RP11-386D6.1	0
RP11-386D6.2	0
RP11-386D6.3	0
CNBD1	0.12987
AF121898.3	0
VTA1P2	0
IARS2P1	0.0270933
SOX5P1	0.051944
CTB-118P15.3	0
DCAF4L2	0
CTB-118P15.2	0
MMP16	0.268917
RP11-586K2.1	0
RNA5SP272	0
RP11-69I13.1	0
RP11-642C5.1	0
RPSAP74	0
KRT8P4	0
RP11-37B2.1	2.44465
COX6B1P6	0
SCb-64M4.1	0
RNU6-925P	0
CALB1	0.118739
LINC00534	0.0728973
RNA5SP273	0
AB015752.3	0
LINC01030	0
RP11-68L18.1	0.212149
RP11-68L18.2	0
NECAB1	1.73558
RP11-662G23.1	0.20154
C8orf88	4.65329
GS1-251I9.3	0
GS1-251I9.2	0
LRRC69	0.904693
CTD-2114J12.1	0.0746608
MIR4661	0
SLC26A7	0.265869
RP11-122C21.1	0
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
RUNX1T1	1.50721
GS1-5L10.1	0
RP11-777J24.1	0
RP11-700E23.3	0
RP11-700E23.2	0
RP11-700E23.1	0
RP11-587H10.1	0
RP11-587H10.2	0
RP11-100L22.1	0.0784449
FLJ46284	0.308682
RP11-100L22.4	0
RP11-100L22.3	0
CTD-3239E11.2	0
IRF5P1	0
MIR8084	0
C8orf87	0
LINC00535	0.235037
RP11-388K12.1	0
RP11-388K12.3	0
RP11-388K12.2	0
RNA5SP274	0
ZNF317P1	0
RP11-10N23.2	1.7429
RBM12B-AS1	1.25922
RP11-10N23.5	0.0776954
TMEM67	1.82039
RP3-388N13.3	0.0600001
MYL12AP1	0.0615178
RP3-388N13.5	0.175203
PSMA2P2	0
RPL34P18	1.51516
CTC-788C1.2	0
KB-1184D12.1	0
CDH17	0.323419
KB-1247B1.1	0
RPS4XP10	0
RAD54B	0.380727
RP11-267M23.1	1.16667
FSBP	0.556771
RP11-267M23.3	0
RP11-267M23.4	0.585356
RP11-267M23.6	0.251785
RP11-267M23.5	0
RP11-267M23.7	0
RP11-22C11.2	0
ESRP1	0.069736
Metazoa_SRP	0
RP11-22C11.1	0
KB-1090H4.2	0
Y_RNA	0
CCNE2	1.83411
RP11-347C18.5	2.24943
RP11-347C18.1	0
RP11-347C18.3	2.36844
RP11-347C18.4	0
RNU6-1209P	0
RP11-320N21.1	0.321109
RP11-320N21.2	0.120397
C8orf37-AS1	0.0311448
LINC01298	0
C8orf37	1.95227
RP11-328L11.1	0
RP11-90D11.1	0
RNU6-690P	0
RP11-31K23.1	0
RP11-31K23.2	0
RP11-44N17.1	0
RP11-44N17.2	0
KB-1043D8.8	0
GDF6	0.0729601
KB-1043D8.6	0.13346
Y_RNA	0
KB-1448A5.1	0
RNU6-1172P	0
KB-1958F4.2	0
KB-1958F4.1	0.0738038
KB-1000E4.2	0
U3	0
KB-1683C8.1	0.0803236
Y_RNA	0
KB-1907C4.2	0
KB-1589B1.4	0
SUMO2P18	0
RPS23P1	0
MATN2	3.07093
RNU6-703P	0
ERICH5	0.0618245
POP1	4.03504
KB-1458E12.1	0.119341
KB-1517D11.3	0
KB-1517D11.2	0
KCNS2	0.0469949
KB-1517D11.4	0.0405407
RNU6-748P	0
KB-1205A7.2	0
KB-1205A7.1	0
RPL19P14	0
RP11-44N12.4	0
MRPL57P7	0
RN7SKP85	0
RP11-44N12.5	0
OSR2	0.117905
RP11-44N12.2	0
RP11-410L14.2	4.15628
RP11-410L14.1	0.517016
CTD-2340D6.2	0.0812352
CTD-2340D6.1	0
AP004290.1	0.0864637
AP004289.2	0
AP004289.1	0
Y_RNA	0
MIR599	0
MIR875	0
RN7SL350P	0
AC018442.1	0
RP11-402L5.1	0
RP11-402L5.2	0
RGS22	0.013859
SNORD77	0
MIR1273A	0
FBXO43	0.408914
SPAG1	3.18437
Y_RNA	0
RP11-316J7.4	0
Y_RNA	0
KB-1991G8.1	0
KB-173C10.2	0
MIR4471	0
KB-173C10.1	0
KB-1615E4.2	0.131748
KB-1615E4.3	0.170688
GAPDHP62	0.473642
SNX31	0.0340626
KB-1083B1.1	0
RNU6-1092P	0
RNU6ATAC41P	0
Y_RNA	0
RPS20P23	0
RNU4-83P	0
RPS26P6	0.261078
Metazoa_SRP	0
RP11-521I2.3	1.49727
RN7SL685P	0
FLJ42969	0
KB-1460A1.1	0.258479
KB-1460A1.2	0
RN7SKP249	0
KB-1460A1.3	0
KB-1410C5.5	0.877543
KB-1410C5.1	0
KB-1410C5.2	0
KB-1410C5.3	0
RNU7-67P	0
KB-1410C5.4	0
NACAP1	0.193333
DUXAP2	0
KB-1930G5.3	0
RN7SL563P	0
KB-1930G5.4	0
KB-1562D12.1	0
GRHL2	0.0356712
KB-1562D12.2	0
KB-1562D12.3	0
NCALD	4.06774
snoU13	0
KB-1396H2.2	0
MIR5680	0
KB-1073A2.1	0
SUMO2P19	1.46267
KB-431C1.5	3.24509
KB-1980E6.2	0.0472891
RNU6ATAC8P	0
HSPE1P14	0
RPS12P15	0
KB-1980E6.3	0.612881
RNU6-1224P	0
ODF1	0.0552321
POU5F1P2	0
KB-1042C11.5	0.570214
ADI1P2	0
KB-1732A1.1	0.737957
KB-1254G8.1	0
AZIN1-AS1	0.507563
KB-1507C5.3	0.150156
RPL5P24	0.215029
Y_RNA	0
KB-1507C5.4	1.3374
NPM1P52	0
KB-1639H6.2	0
MTND1P5	0
MTCO1P4	0
MTCO2P4	0
LINC01181	0
BAALC-AS2	0.702443
MIR3151	0
BAALC-AS1	0.359241
CTHRC1	2.67141
RP11-1C8.6	1.0815
RNU6-1011P	0.70699
RP11-1C8.5	0.0431674
RP11-1C8.7	0
RP11-1C8.4	0
RIMS2	0.0259793
RP11-5A11.1	0
RP11-5A11.2	0
RP11-771F20.1	0.0968427
DPYS	0.17636
DCSTAMP	0.0410957
KB-1552D7.2	0
KB-1742H10.3	0.300015
MIR548A3	0
LRP12	2.70067
NDUFA5P2	0
ZFPM2	1.81646
RP11-85M22.1	0
RP11-200A13.1	0
RP11-200A13.3	0
RP11-200A13.2	0
RP11-574O7.1	0
TMCC1P1	0
RP11-273P3.1	0
RP11-642D21.2	0
RP11-642D21.1	0
RPL12P24	0
ZFPM2-AS1	0.0241524
RP11-152P17.3	0
Y_RNA	0
SLC16A14P1	0
RP11-778D12.2	0
RP11-395G23.3	3.8196
RP11-649G15.2	0.167084
TAGLN2P1	1.00262
RNU7-84P	0
ABRA	0.11745
KB-1433G4.1	0
HMGB1P46	0
ANGPT1	3.27349
PGAM1P13	0
RNA5SP275	0
RSPO2	0
NRBF2P4	0
AP001331.1	0
RP11-35G22.1	0
RPS17P14	0
RP11-25P11.2	0
RP11-790J24.1	0
TMEM74	0.0895674
TRMT10BP1	0
RP11-1084E5.1	0.216887
TRHR	0.0162637
RP11-122A21.2	0
PKHD1L1	0.396602
RP11-419L20.2	0
SYBU	0.704407
RP11-422N16.3	0
RP11-25D10.2	0
U2	0
RP11-25D10.1	0
KCNV1	0.00949943
RPSAP48	0
RP11-211F2.1	0
CTD-2544L4.1	0
RP11-238I10.1	0
KB-1299A7.2	0
NDUFB9P3	0
MTCO1P47	0
LINC01608	0
LINC01609	0
RP11-114O8.1	0
EEF1A1P37	0
RP11-1101K5.1	0
SERPINA15P	0
RP11-58O3.1	0
RP11-58O3.2	0
RNU4-37P	0
CSMD3	0.170113
RPL30P16	0
MIR2053	0
RP11-709P2.1	0
RP11-67H2.1	0
Y_RNA	0
RP11-267L5.1	0
RP11-393K19.1	0
CARSP2	0
TRPS1	3.15097
AF178030.2	0
LINC00536	0
RNA5SP276	0
RP11-536K17.1	0
RAD21-AS1	0.0964578
AARD	0.173586
SLC30A8	0.0271147
RN7SL228P	0
RP11-1059L18.1	0
RP11-654G14.1	0
RN7SL826P	0
SNORA31	0
RPS10P16	0.161488
AC113188.2	0
SAMD12	1.81193
AC023590.1	0.695967
SAMD12-AS1	0
RPS26P35	0
TNFRSF11B	1.1701
RNU6-12P	0
RP11-278I4.1	0
COLEC10	0
RP11-278I4.2	0
MAL2	0.237101
MAL2	0
MIR548AZ	0
SNORA32	0
NOV	1.49357
RP11-775B15.2	0
RP11-775B15.3	0
CYCSP23	0
RN7SKP153	0
DSCC1	2.20983
RP11-85I17.2	0.317969
RN7SL396P	0
KB-1471A8.1	0.0935738
RNA5SP277	0
MTBP	2.51773
NCAPGP1	0.107753
RP11-713M15.1	0.0935625
RP11-713M15.2	1.64488
RP11-369K17.1	0
RP11-369K17.2	0
RPL35AP19	0
HAS2	0.0729082
HAS2-AS1	0
RP11-3G20.1	0
RP11-3G20.2	0
RP11-785H20.1	0
RP11-398G24.2	0
MRPS36P3	0
SMILR	0
RP11-96B2.1	0.0481709
LINC01151	0
snoU13	0
RP11-973F15.2	0
CDK5P1	0
RP11-44N11.2	0.484898
RP11-44N11.3	0.196087
RP11-44N11.1	0.0536158
RP11-557C18.4	0.129157
RP11-557C18.3	0
TBC1D31	3.79864
HMGB1P19	0.120494
FAM83A	0.0556792
U3	0
RP11-539E17.5	0
RP11-539E17.3	0
FAM83A-AS1	0
MIR4663	0
UBA52P5	0.295718
RNU6-628P	0
RP11-468O2.1	0.0311828
RNU6-875P	0
DUTP2	0
IMPDH1P6	0.0783026
U4	0
RP11-174I12.2	0
RN7SKP155	0
CTD-2552K11.2	0
KLHL38	0.0511094
ANXA13	0
FER1L6	0
RP11-245A18.1	0
FER1L6-AS1	0
RP11-959I15.4	0
FER1L6-AS2	0
RP11-959I15.1	0
ARF1P3	0
RP11-37N22.1	0.161194
RNU6-756P	0
RP11-383J24.1	0
RP11-383J24.2	0.199452
RNF139-AS1	2.31154
RP11-158K1.3	3.48772
MIR6844	0
RP11-532M24.1	1.17191
RP11-1082L8.3	0.235204
MIR4662B	0
LINC00964	0.194635
RP11-1082L8.1	0
RP11-1082L8.2	0
ZNF572	1.93575
RP11-6D1.3	0
WASHC5-AS1	0.902236
RN7SL329P	0
RP11-550A5.2	0.0943167
RP11-136O12.2	0
RP11-697B24.1	0
RNU6-442P	0
SOD1P3	1.00715
RP11-622O11.4	0
KNOP1P5	0
RFPL4AP5	0
RP11-65D17.1	0
RP11-103H7.1	0
RP11-103H7.2	0
RNU6-869P	0
RP11-103H7.3	0
FAM84B	4.87479
RP11-89K10.1	0.164004
RP11-89K10.2	0
RNU11-4P	0
RP11-351C8.1	0
PCAT1	0.0893485
PCAT2	0
PRNCR1	0.0188888
CASC19	0
CCAT1	0
CASC8	0.0189192
RP11-382A18.3	0
CASC21	0.152834
CCAT2	0
POU5F1B	0.311648
CASC11	0.0280828
PVT1	4.89938
TMEM75	0.0812048
MIR1205	0
RNU1-106P	1.81961
MIR1206	0
RP11-55J15.2	0
RNU4-25P	0
MIR1207	0
MIR1208	0
RN7SKP226	0
LINC00824	0.0674571
LINC00976	0
LINC00977	0.526973
RP11-1057N3.2	0
RN7SKP206	0
CCDC26	0.589359
RP11-26E5.1	0
MIR3686	0
RP11-419K12.1	0.102443
MTRF1LP2	0.191325
RP11-473O4.5	2.80388
RP11-473O4.1	0.0665286
SNORA25	0
RP11-473O4.4	0.255448
RP11-473O4.3	0.100591
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.631172
SNORA12	0
KB-1568E2.1	0
ADCY8	0
RP11-737F9.2	0
RP11-737F9.1	0
RP11-381I15.1	0
CTD-2501M5.1	0
SNORA72	0
CTD-2008O4.1	0
OC90	0
HHLA1	0
KCNQ3	0.904064
HPYR1	0.0388969
LRRC6	3.74279
CTC-137K3.1	0.22659
