Name	Pituitary
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0.619522
LRRC19	0.10836
RP11-56F10.3	0.327847
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.0522381
EQTN	0.0481591
MOB3B	1.60017
RP11-298E2.2	0
IFNK	0
CTAGE12P	0.0321691
RP11-575I8.1	0
RP11-438B23.2	0.139025
LINGO2	0.938866
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.156137
C2orf27AP2	0
RBMXP2	0.458824
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0.0329938
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
DFFBP1	1.42082
GVQW1	2.58233
TAF1L	0.0301358
RP11-555J4.3	0.0307213
RP11-555J4.4	0
SNRPCP1	0.255648
RP11-462B18.1	0
TMEM215	0.0257539
Y_RNA	0
RP11-462B18.3	0.0559506
RP11-462B18.2	0.489595
BOLA3P4	0
ASS1P12	0.869899
TCEA1P4	1.55647
LAGE3P1	2.18237
RNU4ATAC15P	0
B4GALT1-AS1	1.58667
SPINK4	0.525477
Y_RNA	0
AQP7	0.203345
RP11-311H10.4	0
AQP3	2.81689
RP11-311H10.7	0
MIR6851	0
SUGT1P1	1.90682
RP11-255A11.2	0
ANKRD18B	0.358526
RP11-255A11.4	0
SNX18P7	0.251194
CYP4F26P	0.586729
PRSS3P4	0.24481
TRBV20OR9-2	3.72646
ANXA2P2	1.29861
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	1.24535
PTENP1-AS	3.07647
TRBV26OR9-2	1.31672
RP11-384P7.7	3.58692
RP11-384P7.5	0.0524469
LINC01251	0.178876
PRSS3	0.322485
UBE2R2-AS1	0.613357
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0.0440084
RN7SKP114	0
RP11-537H15.3	0.622731
TUBB4BP2	0
RP11-537H15.4	0.02181
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.377301
KIF24	2.14479
RNU2-50P	0
SERPINH1P1	0.0356945
Y_RNA	0
RN7SKP24	0.152212
RP11-296L22.8	0.177746
RP11-296L22.7	0
CNTFR-AS1	0.13
ARID3C	0.186103
CCL27	2.01414
RP11-195F19.9	4.39378
CCL21	2.7087
FAM205A	0.0617751
FAM205BP	0
FAM205C	0.0391609
GLULP4	0.113731
YWHAZP6	0
PHF24	0.360095
DNAJB5-AS1	0.734314
RP11-392A14.9	0.386959
RP11-392A14.8	0.378727
SYF2P2	0.13235
RP11-182N22.9	0.243569
C9orf131	0.22224
RN7SL338P	0.127733
RP11-182N22.8	0.463464
RP11-182N22.7	0.0395611
RP11-395N21.2	0
ATP8B5P	0.131049
RPL36AP33	0.255119
FAM166B	1.57834
RPS29P17	0.261849
MIR4667	0
CD72	4.50568
RP11-331F9.3	0.309431
RP11-331F9.4	0.147123
SIT1	0.288804
RMRP	0
ARHGEF39	1.41107
RN7SL22P	0
CA9	1.14139
MIR6852	0
MIR6853	0
FAM221B	0.182872
LINC00950	4.70302
OR13J1	0.354464
NDUFA5P4	0
HRCT1	1.76523
SPAAR	0.942262
PGAM1P2	0
OR2S2	0
YBX1P10	1.42556
OR13C6P	0
OR13C7	0
OR2S1P	0.130032
OR2AM1P	0
Hammerhead_HH9	0
GLIPR2	4.33647
CCIN	0.0445423
RNU4-53P	0
HMGB3P24	1.63054
MELK	0.0818188
MIR4475	0
PAX5	0.358234
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0.744786
RP11-220I1.2	0.434603
Y_RNA	0.355432
RP11-220I1.4	0.36936
Y_RNA	0
RNU6-677P	0
LINC01627	0
KCTD9P3	0
RP11-405L18.4	0.553337
RP11-613M10.6	3.79747
RAB1C	0.189213
FRMPD1	1.25456
RN7SKP171	0
RP11-3J10.7	0.383238
PAICSP1	0.598312
SLC25A51	4.97198
RNU7-124P	0
U8	0
RP11-113O24.3	0
ALDH1B1	4.39635
IGFBPL1	2.62484
RP11-403F21.4	1.65948
ARMC8P1	0.311824
TCEA1P3	0.323306
GAS2L1P1	0.15208
VN1R48P	0.272184
RP11-392E22.3	0
FAM220BP	0.112783
SNX18P3	1.52379
ANKRD18A	1.86381
FAM201A	2.81571
YWHABP1	0.0910887
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	0.730702
RBM17P1	0
RP11-290L7.5	0
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.731341
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	2.01498
RP11-104G3.2	1.13783
RP11-204M4.3	2.3423
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.193183
RP11-216M21.1	1.62881
C2orf27AP3	0.134271
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0.0334929
RNU6-1269P	0
RP11-146D12.2	2.09578
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.325847
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0.46255
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	1.10575
MIR1299	0
PGM5P2	1.4382
RP11-87H9.5	1.8334
RP11-58A12.3	0.0996068
BX255923.3	0.0287829
FOXD4L6	0.0461465
CBWD7	2.96749
MIR4477A	0
5S_rRNA	0.56005
RP11-4L24.4	1.91688
PTGER4P2-CDK2AP2P2	0.519248
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0.465323
RP11-187C18.3	3.31071
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0.896864
RP11-157L3.10	1.77597
RP11-34H11.3	0.140808
FAM27E2	1.50904
RP11-157L3.9	0.334093
RP11-157L3.6	0
RP11-157L3.12	0
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0.0479689
CNTNAP3B	0.371661
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.765531
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0.0405235
MEP1AP4	0
ANKRD20A7P	0.104723
RNU6-599P	0
CR848007.2	0.120187
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.256815
CR848007.5	0
CNN2P4	0
GXYLT1P5	0.0393929
RP11-459O16.9	0
RP11-459O16.8	0.134696
CH17-469D17.1	0.0278006
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0.0225501
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.453469
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0.195663
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0.301125
RP11-449H15.3	0.219168
RP11-449H15.2	0
RP11-111F5.2	0.579847
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.254001
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.570597
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
RNA5SP283	1.65679
RP11-262H14.5	2.85056
PTGER4P2	0.607739
CDK2AP2P2	1.31542
RP11-262H14.3	0.34526
MYO5BP2	0.159189
ADGRF5P1	0.335246
FGF7P8	0.351397
RP11-262H14.4	4.00792
CNTNAP3P1	0.195233
RP11-350D23.4	0
BMS1P9	0
RP11-381O7.3	0
AQP7P4	0
AQP7P1	0.097674
RP11-236F9.2	0
BMS1P10	0.53685
RP11-452D2.1	0
RP11-452D2.2	0.0285322
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.155185
RNA5SP284	0
MIR4477B	0
FRG1JP	3.45103
BX255923.2	0.386873
U6	0
ANKRD20A4	0.182161
RNU6-1193P	0
SNX18P9	0.131623
RP11-250H24.2	0.803652
CYP4F25P	0.39873
CR769776.3	0
CNN2P3	0.0601757
GXYLT1P6	0.0965991
RP11-250H24.7	0
AQP7P2	0
RP11-574E24.3	0
BMS1P11	0
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0
CBWD4P	4.11099
Y_RNA	0
FRG1KP	0.105807
CBWD5	3.37111
FOXD4L4	0.0810183
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0
RP11-15E1.5	0.349226
RP11-15E1.4	0
GXYLT1P4	0.337968
RP11-15E1.6	0.121309
RP11-399F4.1	0
RP11-399F4.2	0.0164742
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0.0205839
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.525152
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	2.13108
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.208763
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0.0918161
RP11-12A20.6	3.29352
FAM27B	0.743036
RP11-12A20.7	3.78013
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.178911
RNU6-368P	0
RP11-561O23.8	0.102573
CBWD3	0.996164
RP11-561O23.9	0
FOXD4L3	0.0419111
RP11-561O23.5	0
RP11-561O23.7	0
PGM5-AS1	1.42096
RP11-88I18.2	0.330173
RP11-88I18.3	0.141902
TMEM252	0.173615
RP11-274B18.4	0
LINC01506	0.0963378
RP11-274B18.3	0
RP11-203L2.3	0.362856
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
RP11-265B8.5	0
BANCR	0
RP11-470P21.2	0
RP11-109D9.4	2.41279
C9orf135-AS1	0.0437197
RN7SL570P	0.0907695
MAMDC2-AS1	1.26311
MAMDC2	1.56212
RNU2-5P	0
SMC5-AS1	2.80556
RPL24P8	3.03176
RP11-386J22.3	0.13391
TRPM3	2.90677
RN7SL726P	0.24134
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
RP11-409O11.3	0
Y_RNA	0
C9orf85	4.92571
HSPB1P1	0.718088
C9orf57	0
BTF3P4	0
GDA	2.06334
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.517592
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.0469024
RPS20P24	0
RPS27AP15	0
LINC01474	0.727786
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0.168333
RORB	2.97525
TRPM6	0.969146
RN7SKP47	0
RPSAP75	0.0856317
RNU6-445P	0
RP11-197P3.1	0
C9orf41-AS1	0.158016
RP11-197P3.5	0.538585
uc_338	0
Y_RNA	0
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
PCSK5	2.03664
RBM22P5	0
RPSAP9	4.61502
GCNT1	1.63795
RP11-66C24.1	0
RP11-214N16.2	0
PCA3	0.0682092
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0
FOXB2	0
ATP5J2P3	0
RFC5P1	0
VPS13A-AS1	0
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0.158111
RN7SKP59	0
RP11-336N8.2	0.0349521
RP11-336N8.3	0
RP11-336N8.4	0
CEP78	3.71814
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.543155
RP11-375O18.2	0
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0
LINC01507	0.148175
NPAP1P4	0
MTCO1P51	0
MTND2P9	0
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.0890841
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0.055569
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0.0348239
SPATA31D1	0
SPATA31B1P	0
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RASEF	4.93571
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0.669402
RNU4-29P	0.679911
RP11-439K3.3	1.1663
RNU4-15P	0
RP11-575L7.2	0.132419
KIF27	3.27975
RP11-575L7.4	0.201753
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
SLC28A3	1.4971
RP11-380F14.2	0.359456
RP11-361M4.1	0
NTRK2	4.84108
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.122341
RP11-202I11.2	0
RP11-213G2.2	0.345575
PHBP7	0.05771
RP11-213G2.5	0.358653
RP11-379P1.4	0
C9orf153	0.105693
RP11-507D14.4	0
RN7SKP264	0
RP11-229M1.2	0
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	1.07976
RP11-276H19.2	0.769116
CDC20P1	2.88355
RP11-276H19.4	0
C9orf170	0.182672
SNORA26	0
RP11-497K15.1	0
RP11-40C6.2	1.12857
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	0
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0
XXyac-YM21GA2.3	0
XXyac-YM21GA2.7	0
XXyac-YM21GA2.4	0
SPATA31E1	0
SPATA31C1	0.0577454
RP11-350E12.5	0.0686857
RP11-350E12.6	0
RNU6-86P	0
RPS10P3	0.40346
RP11-350E12.4	2.92053
SPATA31C2	0.0291237
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0.039379
RP11-317B17.4	0.970795
HNRNPA1P14	0.908817
RP11-317B17.3	0.117864
NXNL2	0.894057
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	2.33844
SHC3	1.61696
RP11-82L18.2	2.82406
MIR3153	0
PA2G4P6	0.0851814
RP13-93L13.1	0.166919
UNQ6494	0.172089
RP5-1050E16.2	0
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0
LINC01508	0.122962
LINC01501	0
DIRAS2	1.04974
OR7E109P	0
OR7E108P	0
SYK	4.76812
RP11-367F23.1	0.23192
RP11-367F23.2	0
RP11-305L7.1	2.39459
LINC00484	0.261442
RP11-305L7.3	0.366231
LINC00484	0.136197
RP11-305L7.5	0.16643
RP11-305L7.7	0.569447
RP11-440G5.2	0.7444
ROR2	2.4027
PAICSP2	0
MIR3910-1	0
RP11-118F2.2	0
HSPE1P22	0
RP11-100G15.12	0
MTATP6P29	0
MTCO3P29	0.210515
MTND3P23	0
MTND4LP7	0
MTND4P15	0.090224
RP11-100G15.7	0.988733
LINC00475	0.673877
RP11-100G15.10	0
BEND3P2	0
RP11-62C3.10	0
RP11-62C3.6	0
MIR3651	0
SNORA84	0
CENPP	2.2496
RP11-62C3.8	0
ASPN	3.57324
MIR4670	0
RP11-19J3.5	0
RP11-476B13.2	0
ANKRD19P	1.70908
RNU6-714P	0
RP11-526D8.11	2.15005
ZNF484	3.85245
RP11-526D8.7	0
SNX18P2	0
ALOX15P2	0
FGD3	1.27893
RP11-274J16.5	0
RP11-370F5.4	0
C9orf129	0.225775
RNU6-829P	0
Y_RNA	0
RP11-165J3.5	0
RP11-165J3.6	2.6806
MIR548AU	0
MIR4291	0
RP11-53B5.1	0
BARX1	0.123496
BARX1-AS1	0
CYCSP24	0.963267
RP11-2B6.3	2.80864
MIRLET7A1	0
MIRLET7F1	0
RP11-2B6.2	0.331549
MIRLET7D	0
MIRLET7DHG	0
ZNF169	2.71642
VDAC1P11	0
NUTM2F	0
RP11-307E17.8	0.193422
RP11-307E17.9	0
RP11-307E17.11	0.38844
YRDCP1	0
RP11-533K9.3	0
RNU6-669P	0
FBP2	0.101281
MIR2278	0
RP11-49O14.3	0
RP11-49O14.2	0.317163
RP11-54O15.3	0.0970118
MIR6081	0
MIR23B	0
MIR27B	0
FANCC	4.20601
RP11-80I15.4	0.334869
RP11-80I15.1	2.09803
RNA5SP288	0
RP11-173G21.1	0
RP11-435O5.7	2.0277
MT1P1	0.613331
RP11-435O5.6	0.628498
RP11-435O5.5	0.950844
RP11-332M4.1	0
RP11-180I4.2	0
RP11-180I4.1	0
LINC00476	3.1403
RP11-180I4.4	0.0778139
RNU2-46P	0
ERCC6L2	4.54498
RNA5SP289	0
RP11-72B4.2	0.067579
LINC00092	1.35803
RP11-569G13.2	0.546117
Y_RNA	0
RP11-569G13.3	0.0400147
EIF4BP3	1.29613
HSD17B3	1.94116
RP11-240L7.4	0.0769534
RNU6-1160P	0
ZNF367	0.66346
RP11-172F4.2	0.116261
RP11-535M15.2	4.40722
ZNF782	3.23994
RP11-330M2.4	1.37038
RP11-330M2.3	0
NUTM2G	0.173427
YRDCP2	0
CTSV	0.938018
TCEA1P1	0
GAS2L1P2	0.822659
VN1R51P	1.7218
FAM220CP	0.978829
RP11-520B13.8	0.556255
ANKRD18CP	0.779332
RNU6-798P	0
RP11-498P14.3	0.68267
ZNF322P1	0.049861
RP11-498P14.4	0
RP11-498P14.5	3.84221
RP11-23J9.6	4.08857
RP11-23J9.7	3.48251
MIR1302-8	0.272458
RP11-23J9.3	0
RP11-244N9.6	0.0638439
RP11-244N9.4	0.804399
KRT18P13	0.0268819
RP11-546O6.4	0.0438324
PTCSC2	0
FOXE1	0.0370263
Y_RNA	0
HEMGN	0.0874431
RP11-535C21.3	0.204677
RNU6-918P	0
Metazoa_SRP	0.179517
MIR6854	0
RP11-270F18.2	0
GABBR2	0.276818
SEPT7P7	0
RP11-92C4.3	0.0525556
RP11-92C4.4	0
RP11-92C4.6	0.363333
RNA5SP290	0
RP11-96L7.2	0.0652836
RN7SL794P	0
RN7SKP225	0
KRT8P11	0.301355
NAMA	0.591359
AL137067.2	0
AL137067.1	0
RP11-547C13.1	0
RP11-554F20.1	0.2666
RP11-60I3.4	0
UPF3AP3	1.72716
RN7SL75P	0.619216
RPS2P35	0.0374411
RP11-29B11.5	0
NANOGP5	0.0224809
TMEFF1	1.84727
MURC	0.451102
RN7SKP87	0
ACTG1P19	0
RP11-62L10.1	0
GAPDHP26	0
PLPPR1	0.0968155
RP11-70K10.2	0
SNORA31	0
BAATP1	0
TRMT112P4	0
RP11-35N6.6	0
BAAT	0.143327
FYTTD1P1	0
ALDOB	4.74225
RP11-490D19.11	0
TMEM246-AS1	0.213321
RP11-490D19.8	0.224669
GRIN3A	0.161066
PPP3R2	0
MTND3P4	0
ARL2BPP7	0
RNU6-329P	0
RP11-342F21.1	0
LINC00587	0
ZYG11AP1	0
RP11-338N12.1	0
CYLC2	0
RP11-341A22.1	0
LINC01492	0
RP11-436F21.1	0
RNA5SP291	0
SMC2-AS1	0.20812
SMC2	2.97952
TOPORSLP1	0
RP11-217O12.1	0
OR13F1	0
RP11-317C20.9	0
OR13C4	0
OR13C3	0
OR13C8	0
OR13D2P	0
OR13C5	0.254265
OR13C2	0.550626
OR13C9	0.113019
OR13I1P	0.0664886
OR13C1P	0.0443701
OR13D1	0.0443754
OR13D3P	0.0653199
ABCA1	3.75013
RP11-217B7.2	0.38683
RP11-217B7.3	0.179931
RN7SKP191	0
RALGAPA1P1	0.578448
RP11-235C23.5	0.285898
RP11-235C23.6	0.16554
TAL2	0.665786
RP11-18B3.3	0.104631
RP11-18B3.2	0.0295327
SLC25A6P5	0
LINC01505	0.0207927
RP11-6F6.1	0
RP11-540H22.2	0
MIR8081	0
RP11-308N19.3	0
RN7SKP77	0
RP11-308N19.5	0
RNA5SP292	0
RP11-508N12.2	0
RP11-508N12.3	0
RP11-196I18.2	0
RP11-196I18.3	0.0575853
RP11-196I18.4	0
RP11-417L14.1	0
LINC01509	0
HMGN2P32	0
RNU6-492P	0
RP11-438P9.1	0
RP11-438P9.2	0
RNU6-996P	0
RNU6-1064P	0
RN7SL659P	0
RPL36AP6	0
RP11-380I20.2	0
RNA5SP293	0
RPS15AP27	0
RP11-240E2.2	0
CHCHD4P2	0
RP11-505C13.1	0
RP11-220D10.1	0.142362
RP11-339N8.1	0
RPL36AP35	0
RP11-3J11.1	0
ACTL7B	0.0769007
ACTL7A	0.0455463
Y_RNA	0
MIR32	0
EPB41L4B	1.87218
RNU6-984P	0
MTND2P11	0
Y_RNA	0
PTPN3	3.97636
MIR3927	0
YBX1P6	0.0350404
PALM2	0.697898
RP11-406O23.2	0
RP11-151F5.2	0.11994
C9orf152	0.239652
TXNDC8	0
SVEP1	1.09554
RNU6-1039P	0
RP11-410K21.2	0
MUSK	0.112634
RP13-461N9.2	0
LPAR1	4.04285
RNU6-432P	0
Y_RNA	0
RNY4P18	0
RP11-202G18.1	0
MIR7702	0
OR2K2	0.0983615
RNA5SP294	0
RP11-16L21.7	0.11626
LRRC37A5P	0.590771
C9orf84	0.0915403
RP11-430K21.2	1.10135
RNU6-1013P	0
MIR4668	0.327297
RNU6-710P	0
RP11-4O1.2	2.03373
RNU6-855P	0
Y_RNA	0
RP11-165N19.2	0
RN7SL57P	0
RNA5SP295	0
RN7SL430P	0
HSPE1P28	0
RP11-432F4.2	0.499852
C9orf147	1.06556
KIAA1958	2.97743
RP11-576C12.1	0
RP11-276E15.4	0.642403
RP11-408O19.5	0.499218
SLC46A2	0.0533438
MUPP	0
ZNF883	3.2056
ZFP37	4.16859
FAM225B	0.0104942
FAM225A	0.0197646
SLC31A2	0.623553
RNF183	1.78564
C9orf43	2.86165
RP11-168K11.2	0
RP11-168K11.5	0.0148221
RP11-168K11.3	0.0332853
RP11-18B16.2	0.237347
RP11-18B16.1	0
RP11-534I8.1	0
AMBP	0.302325
KIF12	1.35897
COL27A1	2.94962
MIR455	0
ORM1	0.82189
ORM2	0.201514
RP11-9M16.2	1.00687
RP11-9M16.3	0
RP11-402G3.6	0
Y_RNA	0
RP11-402G3.5	0.0810474
RP11-402G3.3	0
RP11-402G3.4	0
RP11-428F18.2	0
TNFSF15	0.167084
RP11-78H18.2	0
TNFSF8	0.185276
RP11-523L1.2	0
DEC1	0.244304
RP11-445L6.3	0
U2	0
RP11-284G10.1	0
LINC00474	0
RP11-787B4.2	0
PAPPA	0.478188
PAPPA-AS2	0.0261452
RP11-45A16.4	0.11979
ASTN2	2.74027
ASTN2-AS1	0
RP11-67K19.3	0.0125763
RPL10P3	0.199498
SNORA70C	0
RN7SKP128	0
RN7SKP125	0
RP11-388N2.1	0
RP11-500B12.1	0.307727
RPL35AP22	0
TLR4	3.3017
RNU6-1082P	0
RP11-281A20.2	0
RP11-281A20.1	0
TPT1P9	1.84011
RP11-349E4.1	0
RP11-127L21.1	0
TUBB4BP6	0
BRINP1	1.87524
RP11-295D22.1	0
LINC01613	0.0109541
RP11-360A18.1	0
MIR147A	0
AHCYP2	0.0508999
RP11-27I1.4	1.73914
RP11-27I1.6	0.861668
RN7SL181P	0.760293
RP11-477J21.2	0
RP11-477J21.6	0.174708
GSN-AS1	0.35015
RP11-162D16.2	0.389654
GGTA1P	2.43422
RN7SL187P	0
HMGB1P37	0.0650612
RP11-524G24.2	0
TTLL11	4.27775
TTLL11-IT1	0.185763
MIR4478	0
MORN5	4.3961
LHX6	0.236549
RP11-498E2.9	0.554542
RP11-542K23.10	0
RP11-542K23.7	0
RP11-542K23.9	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1N1	0
OR1N2	0
OR1L8	0.289074
OR1H1P	0.184539
RP11-64P14.7	0.158089
OR1Q1	0.0484885
OR1B1	0.0306886
OR1L1	0
OR1L3	0
TLK1P1	0
OR1L4	0
OR1L6	0
SKA2P1	0
OR5C1	0
OR1K1	0
KRT18P67	0
SNORD90	0
RNY1P15	0
RP11-355O1.7	0.173873
GPR21	0
RP11-123N4.4	0
CRB2	2.76816
MIR601	0
MIR7150	0
RP11-230L22.4	0
RP11-417B4.2	0.0386916
RP11-417B4.3	0
PIGFP2	0
LHX2	0.139294
RP11-85O21.2	0.0183744
RP11-85O21.4	0
RP11-85O21.5	0
NEK6	4.1426
RP11-121A14.2	0.387607
RP11-121A14.3	0
RP11-10J18.3	0
NR6A1	2.91268
RP11-164H5.1	0
RN7SL302P	0
MIR181A2HG	1.16671
MIR181A2	0
MIR181B2	0
RP11-175D17.3	0.0968526
OLFML2A	3.26874
WDR38	0.254012
RNU4-82P	0.354867
SCAI	3.58484
FXNP2	0
RPSAP76	0.0556422
RP11-65N13.8	0
RP11-65N13.6	0
RNU6-1020P	0
RP11-184B22.2	0
Metazoa_SRP	0
RN7SL30P	0
RP11-12A16.3	0
HNRNPA1P15	0.0445087
RP11-423C15.3	0.0818076
RP11-343J18.2	0.065272
RP11-343J18.1	0.0244069
NRON	0
SNORD116	0
RP11-205K6.1	0
RP11-205K6.3	0.100741
RP11-205K6.2	0
RP11-123K19.1	0.335701
LMX1B	0.482721
RP11-123K19.2	0
RP13-225O21.2	3.32819
RP13-225O21.5	0
RP11-356B19.11	2.71551
SNORA65	3.96824
Y_RNA	0.451771
RP11-56D16.8	0
TTC16	0.68993
Y_RNA	0
