Name	Muscle - Skeletal
RP11-495L19.1	0
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
ELAVL2	0.0338857
RP11-321L2.1	0
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
CAAP1	4.79747
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0
LRRC19	0
RP11-56F10.3	0.0440605
TEK	3.70221
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.0199885
EQTN	0.0354708
MOB3B	3.36875
RP11-298E2.2	0
IFNK	0
CTAGE12P	0
RP11-575I8.1	0
RP11-438B23.2	0
LINGO2	0
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0.150491
C2orf27AP2	0
RBMXP2	0.18499
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
DDX58	3.69742
TOPORS-AS1	3.05767
DFFBP1	0.194198
GVQW1	0.453259
TAF1L	0.00979152
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0
RP11-462B18.1	0
TMEM215	0.0225307
Y_RNA	0
RP11-462B18.3	0
RP11-462B18.2	0
BOLA3P4	0
ASS1P12	0.321586
TCEA1P4	0.326166
LAGE3P1	0.235269
RNU4ATAC15P	0
B4GALT1-AS1	1.54875
SPINK4	0
Y_RNA	0
RP11-311H10.4	0.305271
AQP3	1.98851
RP11-311H10.7	0
MIR6851	0
SUGT1P1	2.00806
RP11-255A11.2	0
ANKRD18B	0.0234736
RP11-255A11.4	0
SNX18P7	0
CYP4F26P	0.0425402
PRSS3P4	0
TRBV20OR9-2	0
ANXA2P2	1.15866
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	0.0754966
PTENP1-AS	0.10061
TRBV26OR9-2	0
RP11-384P7.7	0.112183
RP11-384P7.5	0
LINC01251	0
PRSS3	0.0572843
UBE2R2-AS1	0
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0
RN7SKP114	0
RP11-537H15.3	0.110515
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.156293
KIF24	0.532744
RNU2-50P	0
SERPINH1P1	0
C9orf24	0.481914
Y_RNA	0
DNAI1	0.0522102
RN7SKP24	0
ENHO	0.429912
RP11-296L22.8	0
RP11-296L22.7	0.194216
CNTFR-AS1	1.03438
ARID3C	0.0178755
CCL27	0.424376
RP11-195F19.5	3.43114
RP11-195F19.9	1.47862
CCL19	0.122685
CCL21	1.81664
FAM205A	0.0144492
FAM205BP	0
FAM205C	0.0339431
GLULP4	0.259534
YWHAZP6	0
PHF24	0.096631
DNAJB5-AS1	0.490325
SYF2P2	0.161051
RP11-182N22.9	0.206551
C9orf131	0.192676
RN7SL338P	0.123169
FANCG	1.92974
PIGO	4.3845
RP11-182N22.8	0
RP11-182N22.7	0
RP11-395N21.2	0.0175126
ATP8B5P	0.294352
RPL36AP33	0.0825279
RPS29P17	0
MIR4667	0
CD72	0.389582
RP11-331F9.3	0.0557398
RP11-331F9.4	0
SIT1	0.0544301
RMRP	0
ARHGEF39	0.505949
RN7SL22P	0
CA9	0.152639
MIR6852	0
MIR6853	0
RP11-112J3.16	0.292888
SPAG8	0.645902
FAM221B	0.0368298
LINC00950	1.44568
OR13J1	0.089692
NDUFA5P4	0
HRCT1	3.21291
SPAAR	1.49099
PGAM1P2	0.0741755
OR2S2	0
OR13C6P	0.0254569
OR13C7	0
OR2S1P	0.491663
OR2AM1P	0
RECK	1.50814
Hammerhead_HH9	0
GLIPR2	2.4226
CCIN	0.0226561
RNU4-53P	0
HMGB3P24	0.500083
MELK	0.0398469
MIR4475	0
PAX5	0.0142722
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0
RP11-220I1.2	0
ZCCHC7	3.33098
Y_RNA	0
RP11-220I1.4	0
Y_RNA	0
RNU6-677P	0
LINC01627	0
ZBTB5	4.20077
KCTD9P3	0
RP11-405L18.4	0.177278
RP11-613M10.6	4.0043
RAB1C	0.215614
FRMPD1	0.929899
RN7SKP171	0
TRMT10B	3.99408
EXOSC3	3.95225
RP11-3J10.7	0.143316
PAICSP1	0.436118
SLC25A51	3.63461
TMX2P1	2.783
SHB	4.50333
RNU7-124P	0
U8	0
RP11-113O24.3	0
IGFBPL1	0
RP11-403F21.4	0
ARMC8P1	0
TCEA1P3	0
GAS2L1P1	0
VN1R48P	0
RP11-392E22.3	0
FAM220BP	0
FAM95C	0.0224517
SNX18P3	0
ANKRD18A	0
FAM201A	0
YWHABP1	0
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	0.138409
RBM17P1	0
RP11-290L7.5	0
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.287801
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.223736
RP11-104G3.2	0
RP11-204M4.3	0.566133
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.0413417
RP11-216M21.1	0.533054
C2orf27AP3	0
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0
RNU6-1269P	0
RP11-146D12.2	0.0878579
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.00865878
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	0
MIR1299	0
FRG1HP	2.61924
PGM5P2	0.759265
RP11-87H9.4	2.10403
RP11-87H9.5	0.962931
RP11-58A12.3	0.181827
BX255923.3	0
FOXD4L6	0
CBWD7	0.242154
MIR4477A	0
5S_rRNA	0
RP11-4L24.4	0.0123349
PTGER4P2-CDK2AP2P2	0
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0
RP11-187C18.3	0.6631
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0
RP11-157L3.10	0
RP11-34H11.3	0
FAM27E2	0
RP11-157L3.9	0
RP11-157L3.6	0
RP11-157L3.12	0
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0
RP11-292F9.1	0
CNTNAP3B	0.127712
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.0271478
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0
MEP1AP4	0
ANKRD20A7P	0.0271085
RNU6-599P	0
CR848007.2	0
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0
CR848007.5	0
CNN2P4	0
GXYLT1P5	0
RP11-459O16.9	0
RP11-459O16.8	0
CH17-469D17.1	0.119172
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0
CH17-296N19.1	0
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.0548628
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0
RP11-449H15.3	0
RP11-449H15.2	0
RP11-111F5.2	0.0973446
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.14975
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.0225673
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	0.0911556
RNA5SP283	0
RP11-262H14.5	0
PTGER4P2	0
CDK2AP2P2	0
RP11-262H14.3	0.0807876
MYO5BP2	0
ADGRF5P1	0.0498243
FGF7P8	0.108576
RP11-262H14.4	0.294751
CNTNAP3P1	0
RP11-350D23.4	0
BMS1P9	0
RP11-381O7.3	0.00829035
AQP7P4	0
AQP7P1	0.585543
RP11-236F9.2	0.10325
BMS1P10	0.569301
RP11-452D2.1	0
RP11-452D2.2	0
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0
RNA5SP284	0
DUX4L50	0.20165
MIR4477B	0
FRG1JP	0.119062
BX255923.2	0
U6	0
ANKRD20A4	0.0197228
RNU6-1193P	0
SNX18P9	0
RP11-250H24.2	0
CYP4F25P	0
CR769776.3	0
CNN2P3	0
GXYLT1P6	0
RP11-250H24.7	0
AQP7P2	0.310214
RP11-574E24.3	0
BMS1P11	0.0322021
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0
CBWD4P	0.368096
Y_RNA	0
FRG1KP	0
CBWD5	0.60072
FOXD4L4	0
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0
RP11-15E1.5	0
RP11-15E1.4	0
GXYLT1P4	0
RP11-15E1.6	0
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.0827491
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	0.876105
RP11-1082I11.2	0
RP11-395E19.6	0
RP11-395E19.5	0
FAM74A3	0
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.0650043
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	0.166656
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0
FAM27B	0
RP11-12A20.7	0.0531712
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.00924825
RNU6-368P	0
RP11-561O23.8	0
CBWD3	0.095446
RP11-561O23.9	0
FOXD4L3	0
RP11-561O23.5	0
RP11-561O23.7	0
PGM5-AS1	0.775489
RP11-88I18.2	0.125531
RP11-88I18.3	0.209426
TMEM252	0.52071
RP11-274B18.4	0
LINC01506	0
RP11-274B18.3	0
PIP5K1B	1.19699
RP11-203L2.3	0.0817459
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
RP11-265B8.5	0.0775612
BANCR	0
APBA1	0.868383
RP11-470P21.2	0
RP11-109D9.4	0
C9orf135-AS1	0
C9orf135	0.084701
RN7SL570P	0
MAMDC2-AS1	0.0315974
MAMDC2	3.74721
RNU2-5P	0
SMC5-AS1	0.185066
RPL24P8	2.14328
RP11-386J22.3	0
TRPM3	0.0434348
RN7SL726P	0
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
TMEM2	4.14413
RP11-409O11.3	0
Y_RNA	0
C9orf85	1.93596
HSPB1P1	3.44872
C9orf57	0
BTF3P4	0
GDA	0.303609
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	0.215566
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.0574898
RPS20P24	0
RPS27AP15	0
LINC01474	0.260275
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0
RORB	0.0143281
TRPM6	0.0678535
RN7SKP47	0
RPSAP75	0
RNU6-445P	0
RP11-197P3.1	0
C9orf40	2.33251
C9orf41-AS1	0
CARNMT1	3.38603
RP11-197P3.5	0.0347914
uc_338	0
Y_RNA	0
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
PCSK5	0.626978
RBM22P5	0
RPSAP9	0.363379
GCNT1	0.253743
RP11-66C24.1	0
RP11-214N16.2	0
PRUNE2	3.04897
PCA3	0
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0
FOXB2	0
ATP5J2P3	0
RFC5P1	0
VPS13A-AS1	0
GNA14	0.435567
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0
RN7SKP59	0
RP11-336N8.2	0
RP11-336N8.3	0
RP11-336N8.4	0
CEP78	0.684482
PSAT1	0.267648
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.7081
RP11-375O18.2	0
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0
LINC01507	0.102723
NPAP1P4	0
MTCO1P51	0
MTND2P9	0.0173893
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.0444734
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0
SPATA31D1	0
SPATA31B1P	0
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RASEF	0.02778
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0.0568072
RNU4-29P	0
RP11-439K3.3	0
RNU4-15P	0
IDNK	1.03144
RP11-575L7.2	0
KIF27	0.935511
RP11-575L7.4	0.0905231
C9orf64	4.68022
RMI1	2.32794
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
SLC28A3	0.0220529
RP11-380F14.2	0
RP11-361M4.1	0
NTRK2	0.561238
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.0282302
RP11-202I11.2	0
RP11-213G2.2	0.160684
RP11-213G2.3	4.38256
PHBP7	0.0440098
RP11-213G2.5	0.167296
GOLM1	4.97217
RP11-379P1.4	0
C9orf153	0.0340133
RP11-507D14.4	0
RN7SKP264	0
RP11-229M1.2	0
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	0.176547
RP11-276H19.2	0.191412
CDC20P1	0.470262
RP11-276H19.4	0
C9orf170	0.143218
SNORA26	0
RP11-497K15.1	0
DAPK1	0.888621
RP11-40C6.2	1.10521
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	0
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0
XXyac-YM21GA2.3	0
XXyac-YM21GA2.7	0
XXyac-YM21GA2.4	0
SPATA31E1	0
SPATA31C1	0
RP11-350E12.5	0
RP11-350E12.6	0
CDK20	0.918983
RNU6-86P	0
RPS10P3	0.325539
RP11-350E12.4	0
SPATA31C2	0
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0
SPIN1	3.47098
RP11-317B17.4	0
HNRNPA1P14	0
RP11-317B17.3	0
NXNL2	0.0225599
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	0.108592
S1PR3	1.58918
SHC3	0.173968
RP11-82L18.2	0.675904
CKS2	4.37816
MIR3153	0
PA2G4P6	0.0670147
RP13-93L13.1	0
UNQ6494	1.09155
RP5-1050E16.2	0
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0
LINC01508	0
LINC01501	0
DIRAS2	0.0323509
OR7E109P	0
OR7E108P	0
SYK	0.481165
RP11-367F23.1	0.161464
RP11-367F23.2	0.0460613
RP11-305L7.1	1.21463
LINC00484	0.270798
RP11-305L7.3	0.192398
LINC00484	0.0841811
RP11-305L7.5	0.0620751
RP11-305L7.7	0.544563
RP11-440G5.2	0.122871
ROR2	0.155313
PAICSP2	0
MIR3910-1	0
RP11-118F2.2	0
HSPE1P22	0
RP11-100G15.12	0
MTATP6P29	0
MTCO3P29	0
MTND3P23	0
MTND4LP7	0
MTND4P15	0
RP11-100G15.7	0
LINC00475	0.040611
RP11-100G15.10	0
BEND3P2	0
RP11-62C3.10	0
RP11-62C3.6	0
MIR3651	0
SNORA84	0
CENPP	1.40141
RP11-62C3.8	0
OGN	0.681947
OMD	0.720748
ASPN	2.93186
ECM2	1.76789
MIR4670	0
RP11-19J3.5	0
IPPK	4.69238
RP11-476B13.2	0
ANKRD19P	0.138939
RNU6-714P	0
RP11-526D8.11	0.56587
ZNF484	0.823416
RP11-526D8.7	0
SNX18P2	0
ALOX15P2	0
FGD3	0.512289
SUSD3	0.158921
RP11-274J16.5	0
RP11-370F5.4	0
C9orf129	0.0498394
RNU6-829P	0
Y_RNA	0
RP11-165J3.5	0
RP11-165J3.6	1.02527
MIR548AU	0
MIR4291	0
RP11-53B5.1	0
BARX1	0.0139328
BARX1-AS1	0
PTPDC1	3.03281
CYCSP24	0.49924
RP11-2B6.3	1.38988
MIRLET7A1	0
MIRLET7F1	0
RP11-2B6.2	0.0605604
MIRLET7D	0
MIRLET7DHG	0
ZNF169	0.730438
VDAC1P11	0
NUTM2F	0
RP11-307E17.8	0.0407754
RP11-307E17.9	0
RP11-307E17.11	0.104536
YRDCP1	0
RP11-533K9.3	0
RNU6-669P	0
FBP1	0.402847
MIR2278	0
RP11-49O14.3	0
RP11-49O14.2	0
RP11-54O15.3	0
MIR6081	0
MIR23B	0
MIR27B	0
FANCC	1.21783
RP11-80I15.4	0.277333
RP11-80I15.1	0.471845
RNA5SP288	0
RP11-173G21.1	0
RP11-435O5.7	0.755728
MT1P1	0.262879
PTCH1	0.997508
RP11-435O5.6	0
RP11-435O5.5	0.189406
RP11-435O5.4	0.204103
RP11-332M4.1	0
RP11-180I4.2	0
RP11-180I4.1	0
LINC00476	1.29737
RP11-180I4.4	0
RNU2-46P	0
ERCC6L2	1.96239
RNA5SP289	0
RP11-72B4.2	0
LINC00092	0.151874
RP11-569G13.2	0.0821608
Y_RNA	0
RP11-569G13.3	0
EIF4BP3	1.68309
HSD17B3	0.367805
RP11-240L7.4	0.0442175
RNU6-1160P	0
SLC35D2	2.38583
ZNF367	1.0314
RP11-172F4.2	0.0989388
CDC14B	1.391
RP11-535M15.1	1.15238
RP11-535M15.2	0.441698
ZNF510	3.28457
ZNF782	0.648327
MFSD14C	2.16867
RP11-330M2.4	0.18296
RP11-330M2.3	0
NUTM2G	0.034551
YRDCP2	0
CTSV	0.121887
TCEA1P1	0
GAS2L1P2	0
VN1R51P	0
FAM220CP	0
RP11-520B13.8	0
ANKRD18CP	0
RNU6-798P	0
RP11-498P14.3	0.327724
ZNF322P1	0
RP11-498P14.4	0
RP11-498P14.5	0.0942329
RP11-23J9.6	0.518598
RP11-23J9.7	0.38469
CCDC180	0.812924
MIR1302-8	0
RP11-23J9.3	0
TDRD7	3.41233
RP11-244N9.6	0
RP11-244N9.4	0.738601
KRT18P13	0
RP11-546O6.4	0
PTCSC2	0
FOXE1	0.0179635
TRMO	2.41931
Y_RNA	0
HEMGN	0.0129724
RP11-535C21.3	0
RNU6-918P	0
NANS	4.34442
TRIM14	0.392675
Metazoa_SRP	0
CORO2A	0.175233
TBC1D2	2.47622
MIR6854	0
RP11-270F18.2	0
GABBR2	0.0513588
SEPT7P7	0
ANKS6	2.36835
GALNT12	0.29817
RP11-92C4.3	0.00507374
RP11-92C4.4	0
RP11-92C4.6	0.393306
RNA5SP290	0
RP11-96L7.2	0
RN7SL794P	0
RN7SKP225	0
KRT8P11	0.128596
NAMA	0.303222
AL137067.2	0
AL137067.1	0
RP11-547C13.1	0
RP11-554F20.1	0.145218
STX17-AS1	1.17589
RP11-60I3.4	0
UPF3AP3	0.222251
INVS	1.87625
RN7SL75P	0.136884
RPS2P35	0.0302984
RP11-29B11.5	0
NANOGP5	0
TMEFF1	1.11764
RN7SKP87	0.0964066
ACTG1P19	0
RP11-62L10.1	0
GAPDHP26	0
PLPPR1	0.0135208
RP11-70K10.2	0
SNORA31	0
BAATP1	0
TRMT112P4	0
RP11-35N6.6	0
BAAT	0.761522
FYTTD1P1	0.155875
ALDOB	0.281497
RP11-490D19.11	0
TMEM246-AS1	0
TMEM246	1.9103
RP11-490D19.8	0
GRIN3A	0.077027
PPP3R2	0.0423357
MTND3P4	0
ARL2BPP7	0
RNU6-329P	0
RP11-342F21.1	0
LINC00587	0
ZYG11AP1	0
RP11-338N12.1	0
CYLC2	0
RP11-341A22.1	0
LINC01492	0
RP11-436F21.1	0
RNA5SP291	0
SMC2-AS1	0.0190942
SMC2	1.62193
TOPORSLP1	0
RP11-217O12.1	0
OR13F1	0
RP11-317C20.9	0
OR13C4	0
OR13C3	0
OR13C8	0
OR13D2P	0
OR13C5	0
OR13C2	0
OR13C9	0
OR13I1P	0
OR13C1P	0
OR13D1	0
OR13D3P	0
RP11-217B7.2	0.350164
RP11-217B7.3	0
RN7SKP191	0
SLC44A1	3.0092
FSD1L	2.94537
RALGAPA1P1	0.17194
RP11-235C23.5	0
FKTN	2.83046
RP11-235C23.6	0.0985499
TAL2	0.693263
RP11-18B3.3	0.379465
RP11-18B3.2	0.0341651
SLC25A6P5	0.0568581
LINC01505	0.0839812
RP11-6F6.1	0
RP11-540H22.2	0
MIR8081	0
RP11-308N19.3	0
RN7SKP77	0
RP11-308N19.5	0
RNA5SP292	0
ZNF462	3.37451
RP11-508N12.2	0
RP11-508N12.3	0
RP11-196I18.2	0
RP11-196I18.3	0.0519965
RP11-196I18.4	0
RP11-417L14.1	0
LINC01509	0
HMGN2P32	0
RNU6-492P	0
RP11-438P9.1	0
RP11-438P9.2	0
RNU6-996P	0
RNU6-1064P	0
RN7SL659P	0
RPL36AP6	0
RP11-380I20.2	0
RNA5SP293	0
RPS15AP27	0
RP11-240E2.2	0
CHCHD4P2	0
RP11-505C13.1	0
RP11-220D10.1	0
RP11-339N8.1	0
RPL36AP35	0
RP11-3J11.1	0
ACTL7B	0
ACTL7A	0
Y_RNA	0
MIR32	0
FRRS1L	0.0101619
EPB41L4B	2.26153
RNU6-984P	0
MTND2P11	0
Y_RNA	0
MIR3927	0
YBX1P6	0.15787
PALM2	0.178258
RP11-406O23.2	0
RP11-151F5.2	0.0673187
C9orf152	0.0239362
TXNDC8	0
SVEP1	2.10226
RNU6-1039P	0
RP11-410K21.2	0
MUSK	1.65601
RP13-461N9.2	0
LPAR1	3.59406
RNU6-432P	0
Y_RNA	0
RNY4P18	0
RP11-202G18.1	0
MIR7702	0
OR2K2	0.220719
RNA5SP294	0
ZNF483	0.0785235
PTGR1	4.0464
RP11-16L21.7	0
LRRC37A5P	0.103983
DNAJC25	4.99385
C9orf84	0.00759236
RP11-430K21.2	0
RNU6-1013P	0
MIR4668	0
RNU6-710P	0
RP11-4O1.2	0.173128
SUSD1	0.738656
RNU6-855P	0
Y_RNA	0
RP11-165N19.2	0
PTBP3	3.74398
RN7SL57P	0
RNA5SP295	0
RN7SL430P	0
HSPE1P28	0
RP11-432F4.2	0.126686
C9orf147	0.116565
KIAA1958	0.55049
RP11-576C12.1	0
INIP	3.40133
RP11-276E15.4	0
SNX30	1.04497
RP11-408O19.5	0
SLC46A2	0.0208202
MUPP	0
ZNF883	0.265248
ZFP37	0.578233
FAM225B	0.0408772
FAM225A	0.0473654
SLC31A2	1.4174
SLC31A1	2.66807
RNF183	0.0102572
WDR31	0.489369
BSPRY	0.0439946
C9orf43	0.126276
RGS3	2.68752
RP11-168K11.2	0
RP11-168K11.5	0
RP11-168K11.3	0
RP11-18B16.2	0
RP11-18B16.1	0
RP11-534I8.1	0
ZNF618	0.996871
AMBP	0.0204799
KIF12	0.0190065
COL27A1	1.97146
MIR455	0
ORM1	0.225994
ORM2	0.0739096
AKNA	0.999493
RP11-9M16.2	0
WHRN	0.283209
RP11-9M16.3	0
RP11-402G3.6	0
TMEM268	3.49858
Y_RNA	0
RP11-402G3.5	0
RP11-402G3.3	0
RP11-402G3.4	0
RP11-428F18.2	0
TNFSF15	0.00824974
RP11-78H18.2	0
TNFSF8	0.069518
TNC	1.41647
RP11-523L1.2	0
DEC1	0
RP11-445L6.3	0
U2	0
RP11-284G10.1	0
LINC00474	0
RP11-787B4.2	0
PAPPA	0.234145
PAPPA-AS2	0
RP11-45A16.4	0
ASTN2	0.867314
ASTN2-AS1	0
RP11-67K19.3	0
RPL10P3	0.259228
SNORA70C	0
RN7SKP128	0
RN7SKP125	0
RP11-388N2.1	0
RP11-500B12.1	0
RPL35AP22	0
TLR4	2.14043
RNU6-1082P	0
RP11-281A20.2	0
RP11-281A20.1	0
RP11-349E4.1	0
RP11-127L21.1	0
TUBB4BP6	0
BRINP1	0.133018
RP11-295D22.1	0
LINC01613	0
RP11-360A18.1	0
MIR147A	0
MEGF9	4.76366
AHCYP2	0.0284578
RP11-27I1.4	0.562287
RP11-27I1.6	0.0842671
PSMD5-AS1	2.26967
PHF19	3.43845
TRAF1	1.69544
C5	0.369152
CNTRL	1.03149
RN7SL181P	0.112115
RP11-477J21.2	0
RP11-477J21.6	0.0404692
GSN-AS1	0.102526
RP11-162D16.2	0.0316747
GGTA1P	0.821709
RN7SL187P	0
HMGB1P37	0.0803153
RP11-524G24.2	0
TTLL11-IT1	0.0295098
MIR4478	0
MORN5	0
LHX6	0.918343
PTGS1	0.656616
RP11-498E2.9	0
RP11-542K23.10	0
RP11-542K23.7	0
RP11-542K23.9	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1N1	0
OR1N2	0
OR1L8	0.0490442
OR1H1P	0
RP11-64P14.7	0
OR1Q1	0
OR1B1	0
OR1L1	0
OR1L3	0
TLK1P1	0
OR1L4	0
OR1L6	0
SKA2P1	0
OR5C1	0
PDCL	2.50456
OR1K1	0
KRT18P67	0
SNORD90	0
ZBTB6	3.67474
ZBTB26	3.19726
RP11-355O1.11	0.727553
RNY1P15	0
RP11-355O1.7	0.153554
GPR21	0
RP11-123N4.4	0
MIR600HG	1.80077
STRBP	1.96683
