Name	Heart - Atrial Appendage
TRMT112P7	0
SEC11B	0
RP1	0.00424508
RP11-550I15.1	0
XKR4	0.443435
RP11-386G21.1	0
RP11-386G21.2	0
SBF1P1	0.00463043
RP11-628E19.2	0
TMEM68	1.01842
TGS1	4.39002
LYN	2.73718
RP11-318K15.2	0
SNORA1	0
RN7SL798P	0
RN7SL323P	0
RP11-446E9.1	0.251813
SNORD54	0
CTA-397H3.3	0
NPM1P21	0
MOS	0
SNORA3	0
PLAG1	2.21899
RP11-140I16.3	1.04922
RP11-140I16.2	0
SDR16C5	0.0284438
SDR16C6P	0
PENK	0.868666
RP11-17A4.2	0.0143168
SEPT10P1	0.055698
LINC00968	0.365779
RP11-17A4.3	0
RPL37P6	0.0985812
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
CTD-2339F6.1	0.144972
RP11-44D19.1	0
LINC01602	0
RP11-1112C15.2	0.0359518
RP11-648L3.2	0
RPL26P26	0
RP11-716D16.1	0
RP11-114M5.1	0.0896303
CYP7A1	0.0298753
RP11-114M5.3	0
AC068522.4	0.214948
TOX	0.277167
RNU4-50P	0
RP11-328K2.1	0
RP11-25K19.1	0.157438
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
CA8	3.20738
LINC01301	0.117469
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0
RP11-91I20.2	0
RP11-91I20.1	0
CHD7	2.91578
RP11-33I11.2	0
RP11-33I11.3	0
AC022182.1	0
AC022182.2	0.0313253
AC022182.3	0
CLVS1	0.0381828
NPM1P6	0.0873469
RP11-787D18.2	0
RP11-787D18.1	0
KRT8P3	0.352029
RN7SKP97	0.223923
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0
NKAIN3	0.0517377
RP11-577N1.1	0
RP11-577N1.2	0
XRCC6P4	0
SRPK2P	0
UG0898H09	0.291374
RP11-659E9.2	0
GGH	2.33062
RP11-659E9.4	0
TTPA	0.0708002
RP11-16E18.1	0
YTHDF3-AS1	0.96637
RP11-16E18.3	0.233773
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0
RP11-579E24.2	0
LINC01289	0
COX6CP8	0
MIR124-2HG	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.0255597
BHLHE22	0.218074
CYP7B1	1.65562
RP11-1D12.1	0
RP11-1D12.2	0.0560551
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0
CTD-3025N20.3	1.88497
Y_RNA	0
RP11-707M3.3	1.29477
CTD-2532N20.1	0.11028
DNAJC5B	0.00592963
AC084082.3	0
CRH	0
LINC00967	0
RRS1-AS1	0.0137147
C8orf46	1.79184
RP11-346I3.2	0
RNU6-1324P	0
MYBL1	1.19549
VCPIP1	2.27024
Y_RNA	0
C8orf44	2.03333
SGK3	2.32644
PTTG3P	0
MCMDC2	0.440068
TCF24	0.391704
PPP1R42	0.119583
RP11-409C19.2	0.0378405
CSPP1	2.5871
RNA5SP268	0
RP11-453N18.1	0.0350722
RP11-7F18.2	0.316839
RP11-7F18.1	0
CPA6	0
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
PREX2	2.24022
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	0.0594054
C8orf34	0.156392
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0
RNU7-102P	0
GS1-44D20.1	0.26634
RP11-21C17.1	0
LINC01603	0
RP11-744J10.2	0
SLCO5A1	1.7814
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0.564125
Metazoa_SRP	0.100031
RP11-159H10.1	0
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0.0274463
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.0538676
RP11-333A23.2	0
LACTB2-AS1	0.0327887
RN7SL19P	0
XKR9	0.114678
Y_RNA	0
RP11-326E22.1	0
EYA1	1.61536
RP11-1102P16.1	0
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
MSC-AS1	2.32833
RPS20P20	0
TRPA1	0.0337004
RP11-142A23.1	0.218544
RP11-656G20.1	0.0334024
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	0.00828839
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	0
RNU6-285P	0
RP11-531A24.7	0.109782
RP11-531A24.5	0.781463
SBSPON	1.93577
RP11-956J14.1	0.111955
RP11-956J14.2	0
C8orf89	0.0881503
FAM213AP2	0
RDH10-AS1	0.41071
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.0591656
RP11-181D18.4	0
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
UBE2W	4.00506
RP11-99A14.1	0
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.358083
RNU6-1300P	0
RP11-6I2.3	0.176821
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.0386355
GDAP1	2.0538
CTD-2320G14.2	0
Y_RNA	0
MIR5681A	0
MIR2052HG	0.00843503
RP11-730G20.2	2.29753
RP11-730G20.1	0
MIR2052	0
RP11-758M4.4	0
RP11-758M4.3	0
PI15	0.563873
RP11-3N13.2	0
CRISPLD1	2.94085
RP11-300E4.2	0
RP11-697M17.2	0
CASC9	0
HIGD1AP6	0
PKMP4	0
HNF4G	0
RNU2-54P	0
RP11-706J10.2	0
LINC01111	0
ZFHX4-AS1	0
RP11-115I9.1	0
MRPL9P1	0
ZFHX4	0.395535
uc_338	0
RP11-48D4.2	0
MIR3149	0
HIGD1AP18	0
RP11-38H17.1	0
RP11-91P17.1	0
RNU6-1220P	0
PKIA-AS1	0.0950131
RP11-594N15.3	1.60006
ZC2HC1A	3.61832
IL7	0.361066
RP11-578O24.2	0.734381
THAP12P7	0.0181546
RP11-79H23.3	0.0229814
RP11-1114I9.1	0
RP11-758H6.1	0
RPL3P9	0.0498818
STMN2	0.248559
LINC01607	0.280201
RP11-26J3.1	0.0337697
RNU7-85P	0
RP11-26J3.3	0.406464
RP11-92K15.3	0
TPD52	2.56681
RP11-92K15.1	0
RN7SL41P	0
MIR5708	0
RP11-941H19.1	0.0492022
RP11-941H19.3	0
RP11-941H19.2	0
SNORA20	0
RP11-775E10.1	0
RNU6-1213P	0
RP11-48B3.5	2.65273
ZBTB10	4.10975
RP11-48B3.3	0.100229
RP11-48B3.4	0.856478
RPSAP47	0.0770777
RNU7-174P	0
RP11-48B3.2	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
CKS1BP7	0.0995552
RNU11-6P	0
RN7SL308P	0
HMGB1P41	0.169247
PAG1	2.26103
RP11-172E10.1	0
RP11-1149M10.1	0
RP11-1149M10.2	0.0313917
RP11-363E6.1	0
UBE2HP1	0
RP11-363E6.4	0.0559894
RP11-363E6.3	0.284629
RP11-157I4.4	0
PMP2	1.28858
FABP9	0
RP11-257P3.3	0
FTH1P11	1.36528
FABP12	0
IMPA1P1	0
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0
SLC10A5	0.217449
RP13-923O23.7	0.221112
CHMP4C	2.12335
RP13-923O23.6	0.0796126
SNX16	2.85845
HNRNPA1P36	0.11178
RP11-354A14.1	0.0994771
RP11-99H20.1	0
HNRNPA1P4	0.178181
RP11-653B10.1	0
RP11-731N10.1	0
CTD-2272D18.1	0
CTD-2272D18.2	0
RP11-296C13.1	0
RP11-813B8.1	0
RP11-813B8.2	0
LINC01419	0
RP11-120I21.2	0
TPM3P3	0
RP11-120I21.3	0
RALYL	1.02688
RNU6-1040P	0
RP11-509P12.1	0
RP11-98H4.1	0
RP11-98H4.4	0
ACTBP6	0
IGJP1	0
RP11-146E23.2	0
LRRCC1	3.33787
RP11-219B4.7	0.0410271
E2F5	2.01175
RP11-219B4.3	0
CA13	2.90444
RP11-219B4.5	0.0457063
RP11-219B4.6	0
CA1	0.109828
CA3	4.65679
CA3-AS1	0.373452
RP11-317J10.4	0
RP11-59O2.1	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
REXO1L11P	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
REXO1L7P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
CTA-392E5.1	0
ATP6V0D2	0
RP11-216N21.1	0
RP11-216N21.2	0
PSKH2	0
CTD-3118D11.3	0
SLC7A13	0
CTD-2284J15.1	0.161279
NTAN1P2	0.400683
SLC2A3P4	0.0654108
CNGB3	0.0235951
MIOXP1	0.0224592
GOLGA2P1	0
UBE2Q2P10	0
RP11-386D6.1	0
RP11-386D6.2	0
RP11-386D6.3	0
CNBD1	0.00940319
AF121898.3	0
VTA1P2	0
IARS2P1	0
SOX5P1	0
CTB-118P15.3	0
DCAF4L2	0
CTB-118P15.2	0
MMP16	0.573512
RP11-586K2.1	0.012327
RNA5SP272	0
RP11-69I13.1	0
RP11-642C5.1	0.0674502
RPSAP74	0
KRT8P4	0
RP11-37B2.1	1.38709
COX6B1P6	0
SCb-64M4.1	0
RNU6-925P	0
CALB1	0.0671557
LINC00534	0
RNA5SP273	0
AB015752.3	0
LINC01030	0
TMEM64	4.21012
RP11-68L18.1	0.0566233
RP11-68L18.2	0
RP11-662G23.1	0.325635
GS1-251I9.3	0
GS1-251I9.2	0
OTUD6B	4.18168
LRRC69	0.271874
CTD-2114J12.1	0.0990419
MIR4661	0
SLC26A7	0.288899
RP11-122C21.1	0
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
RUNX1T1	2.53812
GS1-5L10.1	0.0691429
RP11-777J24.1	0
RP11-700E23.3	0
RP11-700E23.2	0
RP11-700E23.1	0
RP11-587H10.1	0
RP11-587H10.2	0
RP11-100L22.1	0.507951
FLJ46284	0.169025
RP11-100L22.4	0
RP11-100L22.3	0
CTD-3239E11.2	0
TRIQK	4.86252
IRF5P1	0
MIR8084	0
C8orf87	0
LINC00535	0.16887
RP11-388K12.1	0
RP11-388K12.3	0
RP11-388K12.2	0
RNA5SP274	0
ZNF317P1	0
CTD-2006H14.2	3.79931
RP11-10N23.2	1.35443
RBM12B	4.68463
RBM12B-AS1	1.4454
RP11-10N23.5	0.142305
TMEM67	4.6178
RP3-388N13.3	0.172231
MYL12AP1	0.103265
RP3-388N13.5	0.0486267
PSMA2P2	0
RPL34P18	0.652991
CTC-788C1.2	0
KB-1184D12.1	0
CDH17	0.132424
KB-1247B1.1	0
RPS4XP10	0
RAD54B	0.348621
RP11-267M23.1	1.35922
FSBP	1.25751
RP11-267M23.3	0
RP11-267M23.4	0.336703
RP11-267M23.6	0.0826025
RP11-267M23.5	0
RP11-267M23.7	0
RP11-22C11.2	0
ESRP1	0.256925
Metazoa_SRP	0
RP11-22C11.1	0
KB-1090H4.2	0
Y_RNA	0
CCNE2	0.406817
RP11-347C18.5	0.454262
RP11-347C18.1	0
NDUFAF6	2.62883
RP11-347C18.3	0.454538
RP11-347C18.4	0
RNU6-1209P	0
RP11-320N21.1	0.0172904
RP11-320N21.2	0
PLEKHF2	4.28983
C8orf37-AS1	0.0180623
LINC01298	0
C8orf37	1.83982
RP11-328L11.1	0
RP11-90D11.1	0
RNU6-690P	0
RP11-31K23.1	0
RP11-31K23.2	0
RP11-44N17.1	0
RP11-44N17.2	0
KB-1043D8.8	0
GDF6	2.46325
KB-1043D8.6	1.31992
Y_RNA	0
KB-1448A5.1	0.0879886
RNU6-1172P	0
KB-1958F4.2	0
KB-1958F4.1	0.114542
KB-1000E4.2	0
U3	0
KB-1683C8.1	0.0215451
Y_RNA	0
KB-1907C4.2	0
KB-1589B1.4	0
SUMO2P18	0
RPS23P1	0.0772257
KB-1208A12.3	3.01627
RNU6-703P	0
ERICH5	0.135506
POP1	1.29161
KB-1458E12.1	0
KB-1517D11.3	0
STK3	3.92149
KB-1517D11.2	0
KCNS2	0.0422084
KB-1517D11.4	0.0255299
RNU6-748P	0
KB-1205A7.2	0
KB-1205A7.1	0
RPL19P14	0
RP11-44N12.4	0
MRPL57P7	0
RN7SKP85	0
RP11-44N12.5	0.124382
OSR2	1.81913
RP11-44N12.2	0
RP11-410L14.2	4.27277
RP11-410L14.1	0.314942
VPS13B	3.17068
CTD-2340D6.2	0
CTD-2340D6.1	0
AP004290.1	0.0421415
AP004289.2	0
AP004289.1	0
Y_RNA	0
MIR599	0
MIR875	0
RN7SL350P	0
AC018442.1	0
RP11-402L5.1	0
RP11-402L5.2	0
RGS22	0.278154
SNORD77	0
MIR1273A	0
FBXO43	0.0357841
SPAG1	1.23333
Y_RNA	0
RP11-316J7.4	0
Y_RNA	0
KB-1991G8.1	0.153925
KB-173C10.2	0.0689593
MIR4471	0
KB-173C10.1	3.71598
KB-1615E4.2	0
KB-1615E4.3	0
ANKRD46	4.53377
GAPDHP62	0
SNX31	0.0755076
KB-1083B1.1	0
RNU6-1092P	0
RNU6ATAC41P	0
Y_RNA	0
RPS20P23	0
RNU4-83P	0
RPS26P6	0.0961407
Metazoa_SRP	0
RP11-521I2.3	0.4937
RN7SL685P	0
FLJ42969	0.123591
KB-1460A1.1	0.343996
KB-1460A1.2	0
RN7SKP249	0
KB-1460A1.3	0
KB-1460A1.5	4.20069
KB-1410C5.5	0.63087
KB-1410C5.1	0
KB-1410C5.2	0
KB-1410C5.3	0
RNU7-67P	0
KB-1410C5.4	0
NACAP1	0.119103
DUXAP2	0
KB-1930G5.3	0
RN7SL563P	0
KB-1930G5.4	0
KB-1562D12.1	0
GRHL2	0.017642
KB-1562D12.2	0
KB-1562D12.3	0
snoU13	0
KB-1396H2.2	0
MIR5680	0
KB-1073A2.1	0
UBR5-AS1	2.42259
SUMO2P19	0.127833
KB-431C1.5	2.30621
KB-1980E6.2	0
RNU6ATAC8P	0
HSPE1P14	0
RPS12P15	0
KB-1980E6.3	0
RNU6-1224P	0
ODF1	0
POU5F1P2	0
KB-1042C11.5	0.0723479
ADI1P2	0
KB-1732A1.1	0.292901
KB-1254G8.1	0
AZIN1-AS1	0.471653
KB-1507C5.3	0.0965342
RPL5P24	0.128252
Y_RNA	0
KB-1507C5.4	0.40866
NPM1P52	0
KB-1639H6.2	0
MTND1P5	0
MTCO1P4	0
MTCO2P4	0
LINC01181	0
BAALC-AS2	0.0629
BAALC	0.605099
MIR3151	0
BAALC-AS1	0.355135
CTHRC1	2.13012
RP11-1C8.6	0.168151
RNU6-1011P	0
RP11-1C8.5	0
RP11-1C8.7	0
RP11-1C8.4	0
RIMS2	0.0211856
RP11-5A11.1	0
RP11-5A11.2	0
RP11-771F20.1	0.0385263
DPYS	0.0251651
DCSTAMP	0
KB-1552D7.2	0
KB-1742H10.3	0.176484
MIR548A3	0
NDUFA5P2	0
ZFPM2	4.84958
RP11-85M22.1	0
RP11-200A13.1	0
RP11-200A13.3	0
RP11-200A13.2	0
RP11-574O7.1	0.0442344
TMCC1P1	0
RP11-273P3.1	0
RP11-642D21.2	0.0606609
RP11-642D21.1	0.269375
RPL12P24	0
ZFPM2-AS1	0.140871
RP11-152P17.3	0
Y_RNA	0
SLC16A14P1	0
RP11-778D12.2	0
RP11-395G23.3	1.91142
RP11-649G15.2	0.105095
TAGLN2P1	0.477037
RNU7-84P	0
KB-1433G4.1	0
HMGB1P46	0
ANGPT1	3.02417
PGAM1P13	0
RNA5SP275	0
RSPO2	0.0778034
NRBF2P4	0
AP001331.1	0
RP11-35G22.1	0
RPS17P14	0
RP11-25P11.2	0
RP11-790J24.1	0
TMEM74	0.16541
TRMT10BP1	0
RP11-1084E5.1	0.0668203
TRHR	0.029259
NUDCD1	4.21925
RP11-122A21.2	0
PKHD1L1	3.45043
RP11-419L20.2	0.0471454
SYBU	2.74888
RP11-422N16.3	0
RP11-25D10.2	0
U2	0
RP11-25D10.1	0
KCNV1	0.0190787
RPSAP48	0.206202
RP11-211F2.1	0
CTD-2544L4.1	0
RP11-238I10.1	2.14596
KB-1299A7.2	0
NDUFB9P3	0
MTCO1P47	0
LINC01608	0
LINC01609	0
RP11-114O8.1	0
EEF1A1P37	0
RP11-1101K5.1	0
SERPINA15P	0
RP11-58O3.1	0
RP11-58O3.2	0
RNU4-37P	0
CSMD3	0.00186897
RPL30P16	0
MIR2053	0
RP11-709P2.1	0
RP11-67H2.1	0
Y_RNA	0
RP11-267L5.1	0
RP11-393K19.1	0
CARSP2	0
TRPS1	2.49618
AF178030.2	0
LINC00536	0
RNA5SP276	0
RP11-536K17.1	0
UTP23	3.60098
RAD21-AS1	0.096266
AARD	0.0265184
SLC30A8	0
RN7SL228P	0
RP11-1059L18.1	0
RP11-654G14.1	0
RN7SL826P	0
SNORA31	0
RPS10P16	0.0632799
AC113188.2	0
SAMD12	1.29759
AC023590.1	0.0255914
SAMD12-AS1	0.0302954
RPS26P35	0
TNFRSF11B	1.22164
RNU6-12P	0
RP11-278I4.1	0
COLEC10	0.0812957
RP11-278I4.2	0
MAL2	1.19357
MAL2	0.018159
MIR548AZ	0
SNORA32	0
RP11-775B15.2	0
RP11-775B15.3	0
ENPP2	4.72898
CYCSP23	0
RN7SKP153	0
TAF2	4.82805
DSCC1	1.30893
RP11-85I17.2	0.184138
RN7SL396P	0
KB-1471A8.1	0.0229977
RNA5SP277	0
DEPTOR	4.6954
RP11-760H22.2	1.34662
MTBP	0.690253
SNTB1	1.99029
NCAPGP1	0.0136268
RP11-713M15.1	0
RP11-713M15.2	0.0840444
RP11-369K17.1	0
RP11-369K17.2	0
RPL35AP19	0
HAS2	3.04788
HAS2-AS1	0.32435
RP11-3G20.1	0
RP11-3G20.2	0
RP11-785H20.1	0
RP11-398G24.2	0
MRPS36P3	0
SMILR	0.0613692
RP11-96B2.1	0
LINC01151	0
snoU13	0
RP11-973F15.2	0
CDK5P1	0
RP11-44N11.2	0.162466
RP11-44N11.3	0.0773524
RP11-44N11.1	0.0226553
RP11-557C18.4	0
RP11-557C18.3	0
TBC1D31	1.11833
HMGB1P19	0
FAM83A	0.015164
U3	0
RP11-539E17.5	0
RP11-539E17.3	0
FAM83A-AS1	0
MIR4663	0
UBA52P5	0.218095
RNU6-628P	0
RP11-468O2.1	0.0391924
ATAD2	3.54884
RNU6-875P	0
DUTP2	0
IMPDH1P6	0.0676895
U4	0
RP11-174I12.2	0
RN7SKP155	0
CTD-2552K11.2	0
ANXA13	0.022658
FER1L6	0.0155266
RP11-245A18.1	0
FER1L6-AS1	0
RP11-959I15.4	0
FER1L6-AS2	0
RP11-959I15.1	0
ARF1P3	0
RP11-37N22.1	0.117163
RNU6-756P	0
RP11-383J24.1	0
RP11-383J24.2	0.0581095
TRMT12	4.46695
RNF139-AS1	0.554606
RP11-158K1.3	1.69531
MIR6844	0
RP11-532M24.1	0.389165
RP11-1082L8.3	0.0915918
MIR4662B	0
LINC00964	0.24388
RP11-1082L8.1	0
RP11-1082L8.2	0
ZNF572	0.56742
RP11-6D1.3	0
SQLE	4.76063
WASHC5-AS1	0.226529
RN7SL329P	0
RP11-550A5.2	0
RP11-136O12.2	0
RP11-697B24.1	0
RNU6-442P	0
LINC00861	0.162809
SOD1P3	0
RP11-622O11.4	0
KNOP1P5	0
RFPL4AP5	0
RP11-65D17.1	0
RP11-103H7.1	0
RP11-103H7.2	0
RNU6-869P	0
RP11-103H7.3	0
FAM84B	4.21017
RP11-89K10.1	0.0297486
RP11-89K10.2	0
RNU11-4P	0
RP11-351C8.1	0
PCAT1	0.041789
PCAT2	0
PRNCR1	0.00767106
CASC19	0
CCAT1	0
CASC8	0
RP11-382A18.3	0
CASC21	0
CCAT2	0
POU5F1B	0.0767832
CASC11	0.00408026
PVT1	0.413695
TMEM75	0.0260418
MIR1205	0
RNU1-106P	0
MIR1206	0
RP11-55J15.2	0
RNU4-25P	0
MIR1207	0
MIR1208	0
RN7SKP226	0
LINC00824	0
LINC00976	0
LINC00977	0
RP11-1057N3.2	0
RN7SKP206	0
CCDC26	0
RP11-26E5.1	0
MIR3686	0
RP11-419K12.1	0
MTRF1LP2	0
GSDMC	0.169299
RP11-473O4.5	0.557431
RP11-473O4.1	0
SNORA25	0
RP11-473O4.4	0
RP11-473O4.3	0
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.125133
SNORA12	0
KB-1568E2.1	0
ADCY8	0.0171097
RP11-737F9.2	0
RP11-737F9.1	0
RP11-381I15.1	0
CTD-2501M5.1	0
SNORA72	0
CTD-2008O4.1	0
OC90	0
HHLA1	0
KCNQ3	0.327096
HPYR1	0
LRRC6	1.12153
CTC-137K3.1	0.175197
AF230666.2	0.422345
TG	0.504808
CTD-2182N23.1	0
SLA	2.49039
MIR7848	0
WISP1	2.50835
CTC-458A3.1	0
CTC-369M3.1	0
ST13P6	0.200745
RP11-629O1.3	0
RP11-629O1.4	0
RP11-629O1.2	2.64931
SNORA40	0
Metazoa_SRP	0
MTND2P7	0
MTCO1P49	0
CTD-2588J1.1	0
CTD-2309H9.3	0
CTD-2309H9.4	0
RP11-157E21.1	0
RP11-157E21.3	0
RP11-157E21.2	0
RP11-513H8.1	0
ZFAT	1.92882
ZFAT-AS1	0
CTD-2342N23.2	0
CTD-2342N23.3	0
CTD-2342N23.1	0
AC083843.4	3.04012
AC083843.1	4.83168
MIR30B	0
MIR30D	0
AC083843.2	0.0381001
NCRNA00250	0.128813
RP11-1057B8.2	0
RPL23AP56	0
LINC01591	0
RP11-343P9.1	0
MAPRE1P1	0.0241689
RNU1-35P	0
RP11-149P24.1	0
RP11-431D12.1	0
LINC02055	0.0141075
RNU6-144P	0
ZYXP1	0
CTD-3145H4.1	0
RP11-238K6.1	0
RP11-238K6.2	0
RP11-489O18.1	0
FAM135B	0.0420185
COL22A1	0.0912749
RP11-324F11.1	0
SNORA25	0
CTD-2534J5.1	0
RP11-398H6.1	0
RP11-656A10.1	0
KCNK9	0.0167476
RP11-284H18.1	0
C8orf17	0
RP11-570L14.1	0
PEG13	0.148801
CTA-204B4.2	2.60368
RP11-642A1.2	1.01645
RP11-642A1.1	0.0341834
ERICD	0.894382
MIR151A	0
CTD-2014D20.1	0.0763489
RNA5SP278	0
RP11-128L5.1	0
RP11-809O17.1	0.80612
SLC45A4	4.69425
RP11-10J21.2	0.08701
RP11-10J21.4	0.259974
RP11-10J21.3	0
RP11-10J21.5	0
RP11-10J21.6	0
LINC01300	0.0235067
CTD-3064M3.3	1.68686
GPR20	0.840367
CTD-3064M3.4	0.200867
MROH5	0.0887718
SNORD5	0
HNRNPA1P38	0
AC138647.1	0
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0
MIR4472-1	0
LINC00051	0
TSNARE1	4.47122
RN7SL260P	0
RP13-467H17.1	0.0363093
ADGRB1	0.551995
MROH4P	0
ARC	0.763192
AP006547.3	0
AC145123.2	0
JRK	2.46024
PSCA	0.0888936
LY6K	0.418845
CTD-2292P10.4	0.0516569
SLURP1	0.17787
LYPD2	1.02779
RP11-706C16.7	0.0300386
LYNX1	0.636422
LY6D	0.294001
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.0548498
CYP11B2	0
RP11-273G15.2	0.108703
CDC42P3	0
C8orf31	0.7924
AK3P2	0.0860385
RP11-520P18.1	0
LY6L	0
LY6H	0.0921459
ZFP41	2.07691
MINCR	3.17272
ZNF696	1.39893
RP13-582O9.7	0.687477
TOP1MT	2.14334
RNU6-220P	0
RHPN1-AS1	0.144617
RHPN1	2.13488
RP11-909N17.2	0.0739921
MAFA-AS1	0.166536
MAFA	0.17473
RP11-661A12.5	0.418667
RP11-661A12.4	0
MROH6	1.02677
RP11-661A12.9	1.48971
RP11-661A12.8	3.05827
TIGD5	2.40291
PYCRL	2.44407
RP11-661A12.12	0.119667
ZNF623	3.65336
ZNF707	1.94743
RP11-429J17.2	0.462685
CCDC166	0
RP11-429J17.4	0
MAPK15	0.556305
RP11-429J17.5	0
FAM83H	0.953065
MIR4664	0
FAM83H-AS1	0.131511
RP11-429J17.7	0
MIR937	0
RP11-299M14.2	0.130499
MIR6845	0
EPPK1	0.0324091
MIR661	0
SPATC1	0.255985
SMPD5	0.30741
MIR6846	0
CTD-3065J16.9	1.3417
WDR97	0.449714
TSSK5P	0.138732
MIR7112	0
SCX	3.887
MIR6848	0
SCRT1	0.0498663
TMEM249	0.270619
ADCK5	4.25472
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	0.100414
SLC39A4	2.35247
TONSL	1.64242
MIR6893	0
TONSL-AS1	0.566583
FOXH1	0.0244064
CTD-2517M22.14	2.54774
RECQL4	1.33708
CTD-2517M22.17	0
ARHGAP39	1.75667
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	1.10069
AF186192.5	0.940199
AF186192.6	0.0323186
RN7SL395P	0.0824155
MIR6850	0
ZNF517	3.01089
ZNF7	3.66306
ZNF250	1.66719
ZNF16	2.89504
ZNF252P	3.09495
RP5-1047A19.4	0
ZNF252P-AS1	0.203101
AC139103.1	0.0277144
DDX11L5	0
XXyac-YRM2039.3	0.0159819
FAM138C	0
PGM5P3-AS1	0.0529307
RP11-143M1.3	0
LINC01388	0
FOXD4	0.112992
CBWD1	1.4913
C9orf66	0.0702054
DOCK8	1.17303
RP11-59O6.3	0
RP11-165F24.3	0.0827435
RPL12P25	0
RP11-165F24.5	0
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0
DMRT1	0
DMRT3	0
RNU6-1073P	0
RP11-147I11.1	0
LINC01230	0.0124922
DMRT2	0.017203
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	3.11304
RP11-91N2.3	0
KCNV2	0.0576617
GPS2P1	0.393675
ATP5HP2	0.126294
CARM1P1	0
LINC01231	0
RFX3	1.22504
RP11-62E14.2	0
RFX3-AS1	0.75194
RP11-509J21.2	0.0365258
RP11-509J21.4	0.170905
GLIS3	1.36475
RP11-252M18.3	0
GLIS3-AS1	0.0824301
RP11-70J12.1	0
RP11-358M14.2	0
RNU6-694P	0
SLC1A1	0.988557
SPATA6L	0.478399
RP11-6J24.3	0
PLPP6	2.34429
CDC37L1-AS1	1.34157
ECM1P1	0
RP11-307I14.2	0
RCL1	2.77816
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0
JAK2	4.64976
CSNK1G2P1	0.0300037
PDSS1P1	0.0536212
MTND6P5	0
MTND1P11	0
MTCO1P11	0.0419454
MTCO2P11	0
MTATP6P11	0
MTCO3P11	0.0447835
MTND4P14	0.0224197
MTND5P14	0.037215
TCF3P1	0.0508117
IGHEP2	0.0861808
INSL6	0
RP11-140C18.2	0
INSL4	0
RLN2	0.134016
HMGN2P31	0
RLN1	0.0635457
RP11-12D24.10	0.0684898
RP11-12D24.6	0.115231
RNF152P1	0
CD274	4.19274
PDCD1LG2	1.96723
RP11-574F11.3	0
