Name	Cervix - Ectocervix
RP11-17A4.2	0.0182349
SEPT10P1	0.0946721
LINC00968	0.356711
RP11-17A4.3	0
RPL37P6	0.440552
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0.0265025
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
CTD-2339F6.1	0.0607191
RP11-44D19.1	0
LINC01602	0
RP11-1112C15.2	0
RP11-648L3.2	0.0796959
RPL26P26	0
RP11-716D16.1	0
RP11-114M5.1	0.221195
CYP7A1	0.142929
RP11-114M5.3	0
AC068522.4	0.56893
TOX	2.88286
RNU4-50P	0
RP11-328K2.1	0
RP11-25K19.1	1.44548
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
CA8	0.408362
LINC01301	0.273762
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0.012552
RP11-91I20.2	0
RP11-91I20.1	0
CHD7	3.0387
RP11-33I11.2	0
RP11-33I11.3	0
AC022182.1	0
AC022182.2	0.0907951
AC022182.3	0.184606
CLVS1	0.0253011
NPM1P6	0.568359
RP11-787D18.2	0
RP11-787D18.1	0
KRT8P3	0.101595
RN7SKP97	1.14167
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0
NKAIN3	0.0204782
RP11-577N1.1	0
RP11-577N1.2	0
XRCC6P4	0
SRPK2P	0
UG0898H09	0.63285
RP11-659E9.2	0
RP11-659E9.4	0
TTPA	0.126434
RP11-16E18.1	0
YTHDF3-AS1	1.96163
RP11-16E18.3	0.477802
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0
RP11-579E24.2	0
LINC01289	0
COX6CP8	0
MIR124-2HG	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.459615
RP11-1D12.1	0
RP11-1D12.2	0.111905
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0
Y_RNA	0.585612
RP11-707M3.3	1.0956
CTD-2532N20.1	0.171758
DNAJC5B	0
AC084082.3	0
TRIM55	0.0436938
CRH	0
LINC00967	0
RRS1-AS1	0.0300432
C8orf46	2.19522
RP11-346I3.2	0
RNU6-1324P	0
MYBL1	1.51112
Y_RNA	0
PTTG3P	0
MCMDC2	0.704632
TCF24	0.0367107
PPP1R42	0.205478
RP11-409C19.2	0.145572
RNA5SP268	0
RP11-453N18.1	0.121161
RP11-7F18.2	2.23764
RP11-7F18.1	0
CPA6	0.134978
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	0.0579183
C8orf34	0.19791
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0.0556743
RNU7-102P	0
GS1-44D20.1	0.63295
RP11-21C17.1	0.144778
LINC01603	0
RP11-744J10.2	0
SLCO5A1	0.160313
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0.0694014
Metazoa_SRP	0
RP11-159H10.1	0
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0.402521
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.0919714
RP11-333A23.2	0
LACTB2-AS1	0.14568
RN7SL19P	0
XKR9	0.212712
Y_RNA	0
RP11-326E22.1	0.085064
RP11-1102P16.1	0.0567002
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
RPS20P20	0
TRPA1	0.292244
RP11-142A23.1	0.594418
RP11-656G20.1	0.0172917
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	0.0210812
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	0.0333765
RNU6-285P	0
RP11-531A24.7	0.629342
RP11-531A24.5	2.58432
RP11-956J14.1	0.902853
RP11-956J14.2	0
C8orf89	0.996722
FAM213AP2	0.158627
RDH10-AS1	0.747351
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.0625563
RP11-181D18.4	0
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
RP11-99A14.1	0
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.675947
RNU6-1300P	0
RP11-6I2.3	0.579536
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.047857
JPH1	0.989302
CTD-2320G14.2	0
Y_RNA	0
MIR5681A	0
MIR2052HG	0.0372823
RP11-730G20.1	0.220723
MIR2052	0
RP11-758M4.4	0.0300034
RP11-758M4.3	0
RP11-3N13.2	0
CRISPLD1	2.41385
RP11-300E4.2	0
RP11-697M17.2	0
CASC9	0.0256323
HIGD1AP6	0
PKMP4	0
HNF4G	0.0204204
RNU2-54P	0
RP11-706J10.2	0
LINC01111	0
ZFHX4-AS1	0.721247
RP11-115I9.1	0
MRPL9P1	0
uc_338	0
RP11-48D4.2	0
MIR3149	0
HIGD1AP18	0.389721
RP11-38H17.1	0
RP11-91P17.1	0
RNU6-1220P	0
PKIA-AS1	0.122375
PKIA	2.00918
RP11-594N15.3	0.0561588
IL7	2.34925
THAP12P7	0.115077
RP11-79H23.3	0.201771
RP11-1114I9.1	0
RP11-758H6.1	0
RPL3P9	0.110878
STMN2	2.15476
HEY1	3.07794
LINC01607	0
RP11-26J3.1	0.0220656
RNU7-85P	0
RP11-26J3.3	0.95973
RP11-92K15.3	0.187768
TPD52	4.07659
RP11-92K15.1	0
RN7SL41P	0
MIR5708	0
RP11-941H19.1	0.209535
RP11-941H19.3	0
RP11-941H19.2	0.0800493
SNORA20	0
RP11-775E10.1	0
RNU6-1213P	0
RP11-48B3.3	0.16041
RP11-48B3.4	2.13361
RPSAP47	0.224369
RNU7-174P	0
RP11-48B3.2	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
CKS1BP7	0.936247
RNU11-6P	0
RN7SL308P	0
HMGB1P41	0.679226
PAG1	3.64521
RP11-172E10.1	0
RP11-1149M10.1	0
RP11-1149M10.2	0
RP11-363E6.1	0
UBE2HP1	0
RP11-363E6.4	0.316291
RP11-363E6.3	1.05917
RP11-157I4.4	0
PMP2	0.690652
FABP9	0
RP11-257P3.3	0
FTH1P11	2.25864
FABP12	0
IMPA1P1	0.112599
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0
SLC10A5	0.718332
RP13-923O23.7	0.883325
CHMP4C	1.53812
RP13-923O23.6	0.256128
HNRNPA1P36	0.345578
RP11-354A14.1	0.380993
RP11-99H20.1	0
HNRNPA1P4	0.80033
RP11-653B10.1	0
RP11-731N10.1	0
CTD-2272D18.1	0
CTD-2272D18.2	0
RP11-296C13.1	0
RP11-813B8.1	0
RP11-813B8.2	0
LINC01419	0
RP11-120I21.2	0
TPM3P3	0
RP11-120I21.3	0
RALYL	0.0141073
RNU6-1040P	0
RP11-509P12.1	0
RP11-98H4.1	0
RP11-98H4.4	0
ACTBP6	0
IGJP1	0
RP11-146E23.2	0
RP11-219B4.7	0.107152
RP11-219B4.3	0.157328
CA13	2.37596
RP11-219B4.5	0
RP11-219B4.6	0
CA1	0.192895
CA3-AS1	0.199067
CA2	1.16359
RP11-317J10.4	0
RP11-59O2.1	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
REXO1L11P	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
REXO1L7P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
CTA-392E5.1	0
ATP6V0D2	0
RP11-216N21.1	0
RP11-216N21.2	0
PSKH2	0
CTD-3118D11.3	0
SLC7A13	0
CTD-2284J15.1	0.301675
NTAN1P2	1.11222
SLC2A3P4	0.230131
CNGB3	0.141857
MIOXP1	0
GOLGA2P1	0
UBE2Q2P10	0
RP11-386D6.1	0
RP11-386D6.2	0
RP11-386D6.3	0
CNBD1	0
AF121898.3	0
VTA1P2	0
IARS2P1	0
SOX5P1	0
CTB-118P15.3	0
DCAF4L2	0
CTB-118P15.2	0
MMP16	2.35889
RP11-586K2.1	0.170174
RNA5SP272	0
RP11-69I13.1	0
RP11-642C5.1	0.321638
RPSAP74	0
KRT8P4	0
RP11-37B2.1	3.74981
COX6B1P6	0
SCb-64M4.1	0
RNU6-925P	0
CALB1	0.271675
LINC00534	0
RNA5SP273	0
AB015752.3	0.169793
LINC01030	0
RP11-68L18.1	0.866668
RP11-68L18.2	0
RP11-662G23.1	1.04249
GS1-251I9.3	0
GS1-251I9.2	0
LRRC69	0.760109
CTD-2114J12.1	0
MIR4661	0
SLC26A7	0.232275
RP11-122C21.1	0
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
GS1-5L10.1	0.314949
RP11-777J24.1	0
RP11-700E23.3	0
RP11-700E23.2	0
RP11-700E23.1	0
RP11-587H10.1	0
RP11-587H10.2	0
RP11-100L22.1	0.196683
FLJ46284	0.671231
RP11-100L22.4	0
RP11-100L22.3	0
CTD-3239E11.2	0.0577841
IRF5P1	0
MIR8084	0
C8orf87	0
LINC00535	0.408917
RP11-388K12.1	0
RP11-388K12.3	0
RP11-388K12.2	0
RNA5SP274	0
ZNF317P1	0
RP11-10N23.2	4.09934
RBM12B-AS1	3.32176
RP11-10N23.5	0
RP3-388N13.3	0.112085
MYL12AP1	0.0733135
RP3-388N13.5	0
PSMA2P2	0
RPL34P18	3.06052
CTC-788C1.2	0
KB-1184D12.1	0
CDH17	0.249957
KB-1247B1.1	0
RPS4XP10	0
RAD54B	0.880479
RP11-267M23.1	2.69985
FSBP	2.52204
RP11-267M23.3	0
RP11-267M23.4	1.05801
RP11-267M23.6	0.402735
RP11-267M23.5	0
RP11-267M23.7	0
RP11-22C11.2	0
ESRP1	0.266287
Metazoa_SRP	0
RP11-22C11.1	0
KB-1090H4.2	0
Y_RNA	0
CCNE2	3.0472
RP11-347C18.5	2.41661
RP11-347C18.1	0
NDUFAF6	4.13015
RP11-347C18.3	1.04072
RP11-347C18.4	0
RNU6-1209P	0
RP11-320N21.1	0.104851
RP11-320N21.2	0
C8orf37-AS1	0.0986615
LINC01298	0
C8orf37	3.86705
RP11-328L11.1	0
RP11-90D11.1	0
RNU6-690P	0
RP11-31K23.1	0
RP11-31K23.2	0
RP11-44N17.1	0
RP11-44N17.2	0
KB-1043D8.8	0
GDF6	0.199371
KB-1043D8.6	0.15875
Y_RNA	0
KB-1448A5.1	1.13156
RNU6-1172P	0
KB-1958F4.2	0.174393
KB-1958F4.1	0.0681524
KB-1000E4.2	0.163095
U3	0
KB-1683C8.1	0
Y_RNA	0
KB-1907C4.2	0
KB-1589B1.4	0
SUMO2P18	0
RPS23P1	0.880036
RNU6-703P	0
ERICH5	0.124939
POP1	3.02121
KB-1458E12.1	0.327738
KB-1517D11.3	0
KB-1517D11.2	0
KCNS2	0.413914
KB-1517D11.4	0.516736
RNU6-748P	0
KB-1205A7.2	0.1751
KB-1205A7.1	0
RPL19P14	0
RP11-44N12.4	0.0444546
MRPL57P7	0
RN7SKP85	0
RP11-44N12.2	0.650973
RP11-410L14.1	1.94213
CTD-2340D6.2	0
CTD-2340D6.1	0
AP004290.1	0.377215
AP004289.2	0
AP004289.1	0
Y_RNA	0
MIR599	0
MIR875	0
RN7SL350P	0
AC018442.1	0.16013
RP11-402L5.1	0.182657
RP11-402L5.2	0
RGS22	2.5146
SNORD77	0
MIR1273A	0
FBXO43	0.320119
SPAG1	4.84749
Y_RNA	0
RP11-316J7.4	0
Y_RNA	0
KB-1991G8.1	0.783329
KB-173C10.2	0.113418
MIR4471	0
KB-173C10.1	0
KB-1615E4.2	0
KB-1615E4.3	0
GAPDHP62	0.681531
SNX31	0.309648
KB-1083B1.1	0
RNU6-1092P	0
RNU6ATAC41P	0
Y_RNA	0
RPS20P23	0
RNU4-83P	0
RPS26P6	0.273115
Metazoa_SRP	0
RP11-521I2.3	2.49218
RN7SL685P	0
FLJ42969	0
KB-1460A1.1	0
KB-1460A1.2	0
RN7SKP249	0
KB-1460A1.3	0
KB-1410C5.5	3.27219
KB-1410C5.1	0
KB-1410C5.2	0
KB-1410C5.3	0
RNU7-67P	0
KB-1410C5.4	0
NACAP1	0.452878
DUXAP2	0
KB-1930G5.3	0
RN7SL563P	0
KB-1930G5.4	0
KB-1562D12.1	0
GRHL2	0.110451
KB-1562D12.2	0
KB-1562D12.3	0
NCALD	4.60812
snoU13	0
KB-1396H2.2	0
MIR5680	0
KB-1073A2.1	0
SUMO2P19	0.357322
KB-1980E6.2	0
RNU6ATAC8P	0
HSPE1P14	0
RPS12P15	0
KB-1980E6.3	0
RNU6-1224P	0
ODF1	0.158362
POU5F1P2	0
KB-1042C11.5	0.461861
ADI1P2	0
KB-1732A1.1	0.573887
KB-1254G8.1	0.0637276
AZIN1-AS1	1.56805
KB-1507C5.3	0.184128
RPL5P24	0.774198
Y_RNA	0
KB-1507C5.4	1.50403
NPM1P52	0
KB-1639H6.2	0
MTND1P5	0
MTCO1P4	0
MTCO2P4	0
LINC01181	0
BAALC-AS2	0.414185
BAALC	1.5903
MIR3151	0
BAALC-AS1	0.612799
RP11-1C8.6	0.849491
RNU6-1011P	0.4586
RP11-1C8.5	0.0723632
RP11-1C8.7	0
RP11-1C8.4	0
RIMS2	1.5787
RP11-5A11.1	0
RP11-5A11.2	0
RP11-771F20.1	0.104175
DPYS	0.297321
DCSTAMP	0.0396001
KB-1552D7.2	0
KB-1742H10.3	0.14086
MIR548A3	0
NDUFA5P2	0
RP11-85M22.1	0
RP11-200A13.1	0
RP11-200A13.3	0
RP11-200A13.2	0
RP11-574O7.1	0.0951896
TMCC1P1	0
RP11-273P3.1	0
RP11-642D21.2	0.162419
RP11-642D21.1	0.105465
RPL12P24	0
ZFPM2-AS1	0.684325
RP11-152P17.3	0
Y_RNA	0
SLC16A14P1	0
RP11-778D12.2	0
RP11-649G15.2	0.650638
TAGLN2P1	0.922848
RNU7-84P	0
ABRA	0.551979
KB-1433G4.1	0
HMGB1P46	0
PGAM1P13	0
RNA5SP275	0
RSPO2	1.51135
NRBF2P4	0
AP001331.1	0
RP11-35G22.1	0.117908
RPS17P14	0
RP11-25P11.2	0
RP11-790J24.1	0
TMEM74	0.419954
TRMT10BP1	0
RP11-1084E5.1	0
TRHR	0
RP11-122A21.2	0
PKHD1L1	1.86648
RP11-419L20.2	0
RP11-422N16.3	0.0622928
RP11-25D10.2	0
U2	0
RP11-25D10.1	0
KCNV1	0
RPSAP48	0
RP11-211F2.1	0
CTD-2544L4.1	0
RP11-238I10.1	0
KB-1299A7.2	0
NDUFB9P3	0
MTCO1P47	0
LINC01608	0
LINC01609	0
RP11-114O8.1	0
EEF1A1P37	0
RP11-1101K5.1	0
SERPINA15P	0
RP11-58O3.1	0
RP11-58O3.2	0
RNU4-37P	0
CSMD3	0.24859
RPL30P16	0
MIR2053	0
RP11-709P2.1	0
RP11-67H2.1	0
Y_RNA	0
RP11-267L5.1	0
RP11-393K19.1	0
CARSP2	0
AF178030.2	0.136827
LINC00536	0
RNA5SP276	0
RP11-536K17.1	0
RAD21-AS1	0.137379
AARD	0.295535
SLC30A8	0.101698
RN7SL228P	0
RP11-1059L18.1	0
RP11-654G14.1	0
RN7SL826P	0
SNORA31	0
RPS10P16	0.191621
AC113188.2	0
SAMD12	1.19049
AC023590.1	0.121386
SAMD12-AS1	0
RPS26P35	0
TNFRSF11B	0.635554
RNU6-12P	0
RP11-278I4.1	0
COLEC10	0
RP11-278I4.2	0
MAL2	0.340796
MAL2	0.0723869
MIR548AZ	0
SNORA32	0
RP11-775B15.2	0
RP11-775B15.3	0.0759687
CYCSP23	0
RN7SKP153	0
RP11-85I17.2	1.11695
RN7SL396P	0
KB-1471A8.1	0.112279
RNA5SP277	0
RP11-760H22.2	4.32839
MTBP	3.82326
NCAPGP1	0.119451
RP11-713M15.1	0
RP11-713M15.2	0.224595
RP11-369K17.1	0
RP11-369K17.2	0
RPL35AP19	0
HAS2	0.874077
HAS2-AS1	0.241399
RP11-3G20.1	0
RP11-3G20.2	0
RP11-785H20.1	0
RP11-398G24.2	0
MRPS36P3	0
SMILR	0
RP11-96B2.1	0
LINC01151	0
snoU13	0
RP11-973F15.2	0
CDK5P1	0
RP11-44N11.2	0.961212
RP11-44N11.3	0.684703
RP11-44N11.1	0.0466817
RP11-557C18.4	0
RP11-557C18.3	0
TBC1D31	2.19642
HMGB1P19	0.113664
FAM83A	0.150895
U3	0
RP11-539E17.5	0
RP11-539E17.3	0
FAM83A-AS1	0.16818
MIR4663	0
UBA52P5	0.782055
RNU6-628P	0
RP11-468O2.1	0.196203
RNU6-875P	0
DUTP2	0.205278
IMPDH1P6	0
U4	0
RP11-174I12.2	0
RN7SKP155	0
CTD-2552K11.2	0
KLHL38	0.22618
ANXA13	0.0625366
FER1L6	0.013069
RP11-245A18.1	0
FER1L6-AS1	0
RP11-959I15.4	0
FER1L6-AS2	0
RP11-959I15.1	0
ARF1P3	0
RP11-37N22.1	0.132314
RNU6-756P	0
RP11-383J24.1	0
RP11-383J24.2	0.231162
RNF139-AS1	1.95534
MIR6844	0
RP11-532M24.1	1.56088
RP11-1082L8.3	0.0586239
MIR4662B	0
LINC00964	0.0221435
RP11-1082L8.1	0
RP11-1082L8.2	0
ZNF572	2.12128
RP11-6D1.3	0
WASHC5-AS1	0.672481
RN7SL329P	0
RP11-550A5.2	0
RP11-136O12.2	0
RP11-697B24.1	0
RNU6-442P	0
LINC00861	0.514363
SOD1P3	0.104674
RP11-622O11.4	0
KNOP1P5	0
RFPL4AP5	0
RP11-65D17.1	0
RP11-103H7.1	0
RP11-103H7.2	0
RNU6-869P	0
RP11-103H7.3	0
RP11-89K10.1	0.313639
RP11-89K10.2	0
RNU11-4P	0
RP11-351C8.1	0
PCAT1	0.204901
PCAT2	0
PRNCR1	0.0334132
CASC19	0
CCAT1	0
CASC8	0.125714
RP11-382A18.3	0
CASC21	0.904611
CCAT2	0
POU5F1B	0.401514
CASC11	0.0420592
PVT1	3.75197
TMEM75	0.0697579
MIR1205	0
RNU1-106P	1.44884
MIR1206	0
RP11-55J15.2	0
RNU4-25P	0
MIR1207	0
MIR1208	0
RN7SKP226	0
LINC00824	0
LINC00976	0
LINC00977	0
RP11-1057N3.2	0
RN7SKP206	0
CCDC26	0
RP11-26E5.1	0
MIR3686	0
RP11-419K12.1	0
MTRF1LP2	0
GSDMC	0.0798396
RP11-473O4.5	1.36105
RP11-473O4.1	0
SNORA25	0
RP11-473O4.4	0
RP11-473O4.3	0
RNU7-181P	0
MIR5194	0
RNU6-1255P	0
ASAP1-IT2	0.42117
SNORA12	0
KB-1568E2.1	0
ADCY8	0.0920808
RP11-737F9.2	0
RP11-737F9.1	0
RP11-381I15.1	0
CTD-2501M5.1	0
SNORA72	0
CTD-2008O4.1	0
OC90	0
HHLA1	0
KCNQ3	0.550233
HPYR1	0
LRRC6	2.53326
TMEM71	2.01525
CTC-137K3.1	0.81415
AF230666.2	1.33173
TG	0.160384
CTD-2182N23.1	0
SLA	3.57763
MIR7848	0
CTC-458A3.1	0
CTC-369M3.1	0
ST13P6	0.59896
RP11-629O1.3	0
RP11-629O1.4	0
RP11-629O1.2	4.70707
SNORA40	0
Metazoa_SRP	0
MTND2P7	0
MTCO1P49	0
CTD-2588J1.1	0
CTD-2309H9.3	0
CTD-2309H9.4	0
RP11-157E21.1	0
RP11-157E21.3	0
RP11-157E21.2	0
RP11-513H8.1	0
ZFAT	4.60801
ZFAT-AS1	0
CTD-2342N23.2	0
CTD-2342N23.3	0
CTD-2342N23.1	0
AC083843.4	1.61038
MIR30B	0
MIR30D	0
AC083843.2	0
NCRNA00250	0
RP11-1057B8.2	0
RPL23AP56	0
LINC01591	0
RP11-343P9.1	0
MAPRE1P1	0
RNU1-35P	0
RP11-149P24.1	0
RP11-431D12.1	0
LINC02055	0.0406537
RNU6-144P	0
ZYXP1	0
CTD-3145H4.1	0
RP11-238K6.1	0
RP11-238K6.2	0
RP11-489O18.1	0
FAM135B	0.0423057
COL22A1	1.11961
RP11-324F11.1	0
SNORA25	0
CTD-2534J5.1	0
RP11-398H6.1	0
RP11-656A10.1	0
KCNK9	0.0589655
RP11-284H18.1	0
C8orf17	0
RP11-570L14.1	0
PEG13	0.746201
RP11-642A1.2	2.5413
RP11-642A1.1	0.0646511
ERICD	3.15802
MIR151A	0
CTD-2014D20.1	0.432337
RNA5SP278	0
RP11-128L5.1	0
RP11-809O17.1	1.63752
RP11-10J21.2	0.098623
RP11-10J21.4	0
RP11-10J21.3	0
RP11-10J21.5	0
RP11-10J21.6	0
LINC01300	0.584169
GPR20	3.11082
CTD-3064M3.4	0
MROH5	0.093228
CTD-3064M3.7	3.52091
SNORD5	0
HNRNPA1P38	0
AC138647.1	0
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0
MIR4472-1	0
LINC00051	0
RN7SL260P	0
RP13-467H17.1	0.112578
ADGRB1	3.69282
MROH4P	0
ARC	1.98612
AP006547.3	0
AC145123.2	0
PSCA	1.2038
LY6K	1.21086
CTD-2292P10.4	0.203085
SLURP1	0.556535
LYPD2	0.254252
RP11-706C16.7	0.901646
LY6D	1.34949
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.86238
CYP11B2	0.044676
RP11-273G15.2	1.29651
CDC42P3	0.749361
C8orf31	3.65312
AK3P2	1.13646
RP11-520P18.1	0.306425
LY6L	0
LY6H	0.322018
ZNF696	4.83719
RP13-582O9.7	0.986628
RNU6-220P	0
RHPN1-AS1	0.307009
RP11-909N17.2	0.202222
MAFA-AS1	0.633801
MAFA	0.0865354
RP11-661A12.5	0.932479
RP11-661A12.4	0
TIGD5	4.87952
RP11-661A12.12	0.323165
RP11-429J17.2	1.74983
CCDC166	0.0520098
RP11-429J17.4	0
MAPK15	4.34742
RP11-429J17.5	0
FAM83H	0.466086
MIR4664	0
FAM83H-AS1	0.314126
RP11-429J17.7	0
MIR937	0
RP11-299M14.2	0.440018
MIR6845	0
EPPK1	0.0721844
MIR661	0
SPATC1	0.182335
SMPD5	0.258753
MIR6846	0
CTD-3065J16.9	2.11209
WDR97	1.2166
TSSK5P	0.260996
MIR7112	0
MIR6848	0
SCRT1	0.0436659
TMEM249	0.810998
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	0.430061
TONSL	4.62655
MIR6893	0
TONSL-AS1	0.511605
FOXH1	0.111033
GPT	3.5899
CTD-2517M22.17	0
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	3.20735
AF186192.5	0.847045
AF186192.6	0
RN7SL395P	0.129747
MIR6850	0
RP5-1047A19.4	0
ZNF252P-AS1	0.816596
AC139103.1	0.267012
DDX11L5	0
XXyac-YRM2039.3	0.037635
FAM138C	0
PGM5P3-AS1	0.325007
RP11-143M1.3	0
LINC01388	0
FOXD4	0.50466
CBWD1	2.40796
C9orf66	0.216255
DOCK8	4.53651
RP11-59O6.3	0
RP11-165F24.3	0.285266
RPL12P25	0.326436
RP11-165F24.5	0
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0
DMRT1	0
DMRT3	0
RNU6-1073P	0
RP11-147I11.1	0
LINC01230	0
DMRT2	0.0636345
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	0.336865
RP11-91N2.3	0
KCNV2	0.270727
GPS2P1	1.37853
ATP5HP2	0
CARM1P1	0
LINC01231	0
RP11-62E14.2	0
RFX3-AS1	1.88628
RP11-509J21.2	0
RP11-509J21.4	0.513504
GLIS3	4.39262
RP11-252M18.3	0
GLIS3-AS1	0.268447
RP11-70J12.1	0
RP11-358M14.2	0
RNU6-694P	0
SLC1A1	2.84086
SPATA6L	1.90935
RP11-6J24.3	0.179683
CDC37L1-AS1	2.32571
ECM1P1	0
RP11-307I14.2	0
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0.116748
CSNK1G2P1	0.308295
PDSS1P1	0.406712
MTND6P5	0.097285
MTND1P11	0.123678
MTCO1P11	0.143991
MTCO2P11	0.111048
MTATP6P11	0.146478
MTCO3P11	0.0847343
MTND4P14	0.11154
MTND5P14	0.0868264
TCF3P1	0.0974611
IGHEP2	0.264852
INSL6	0
RP11-140C18.2	0
INSL4	0
RLN2	0.0860791
HMGN2P31	0
RLN1	0.0890567
RP11-12D24.10	0.213282
RP11-12D24.6	0.465513
RNF152P1	0
CD274	3.53486
PDCD1LG2	4.51235
RP11-574F11.3	0.0714659
RP11-207C16.4	1.37511
AK4P4	0.101524
MLANA	0.208193
MIR4665	0
RP11-218I7.2	0
GTF3AP1	0
RP11-279E1.1	0
RP11-307L3.2	0.0975811
TPD52L3	0
RP11-307L3.4	0
GLDC	0.0635173
RN7SL25P	0
RP11-472F14.4	0
RPL23AP57	0.0810224
RP11-390F4.6	0
RN7SL123P	0
RPS3AP54	0
RNF2P1	0
RP11-390F4.2	0
RP11-390F4.10	0
RP11-390F4.3	0.0200201
PRELID3BP11	0
SNRPEP2	1.24971
ACTG1P14	0.423547
RP11-403H13.1	0.118597
RPL4P5	1.75042
PPIAP33	0
RP11-77E14.2	0.101337
RP11-29B9.1	0
RP11-29B9.2	0
RP11-134K1.3	0
RP11-134K1.2	0.111452
RNU7-185P	0
PTPRD-AS1	4.74458
RP11-75C9.2	0
RPS26P3	0
RN7SL5P	0
RP11-527D15.1	0
RP11-87N24.1	0
PTPRD-AS2	0
RP11-87N24.3	0
RP11-421B23.2	0
IMP3P1	0
RP11-109M17.2	0
AKAP8P1	0
RP11-23D5.1	0
RP11-32D4.1	0
RP11-74C3.1	0
JKAMPP1	0
RNU2-47P	0
TYRP1	0
LURAP1L-AS1	0.0688417
RN7SL849P	0
Y_RNA	0
PRDX1P1	0.198593
RP11-382H24.2	0
RP11-272P10.2	0.84252
RP11-272P10.3	0
LINC01235	0.101839
RP11-536O18.1	0.205879
LINC00583	0
PES1P2	0.0435233
RP11-284P20.3	0
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0.0747233
RP11-120J1.1	1.60015
RP11-408A13.2	0
RP11-408A13.3	0.939484
CDCA4P1	1.52034
CER1	0.0867573
FREM1	2.40197
RP11-265B7.1	0.190114
RNU6-1260P	0
LDHAP4	2.78707
CLCN3P1	0.0575173
RP11-54D18.2	0.836588
RP11-54D18.4	0.0658477
RNU6-559P	0
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.451996
RNU6-246P	0
CCDC171	1.22393
HMGN2P16	0
RNU6-14P	0
C9orf92	0.108084
RP11-183I6.2	0
RP11-62F24.1	0
RP11-62F24.2	4.42988
LSM1P1	0
RP11-132E11.2	0
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
SAMM50P1	0.0701504
SH3GL2	0.403961
PABPC1P11	0
ADAMTSL1	3.05872
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0.270217
SAXO1	0.0465154
RP11-296P7.4	0
SCARNA8	0.419882
RNU6-264P	0
