Name	Skin - Not Sun Exposed (Suprapubic)
USP17L4	0
AC130360.8	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
RP11-1118M6.2	0
AC084121.14	0
OR7E154P	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
AC084121.17	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0.0188618
RP11-1195F20.7	0
USP17L8	0
USP17L3	0
DEFB109	0
FAM90A11P	0
FAM90A24P	0
FAM90A12P	0
OR7E96P	0
RP11-52B19.8	0
RP11-52B19.10	0
MIR548I3	0
RP11-52B19.1	0
SNRPCP17	0
ENPP7P1	0.041666
FAM85B	0.154449
RP11-556O5.6	0
FAM86B3P	2.35844
ALG1L13P	0.414998
CTA-398F10.1	0
CTA-398F10.2	3.21544
CTD-3023L14.3	0
CTD-3023L14.1	0
CTD-3023L14.2	0
RN7SL178P	0
RP11-211C9.1	0
RNU6-682P	0
RP11-62H7.3	0
RPL10P19	0.382025
SNORA70	0
ERI1	3.57596
MIR4660	0
RNU7-55P	0
Metazoa_SRP	0
RP11-10A14.3	0.209497
RP11-10A14.4	0.473334
RP11-10A14.9	0.174918
RP11-10A14.6	0
RP11-10A14.5	0.557929
RP11-10A14.8	0
RP11-115J16.1	0.203331
RP11-10A14.7	0
RNU6-1151P	0
RP11-115J16.3	0
RNU6-526P	0
RP11-115J16.2	0
RP11-375N15.1	0
RP11-375N15.2	0.25461
RP11-1081K18.1	0
MIR597	0
LINC00599	0.0386458
RP11-1E4.1	0
MSRA	4.98921
RP11-212F11.1	0
RP11-981G7.1	0.0771801
LINCR-0001	0.615551
RNU6-729P	0
RP11-981G7.3	0.224314
PRSS51	0.13058
RP11-981G7.6	1.5759
PRSS55	0.0101054
RP1L1	0.508897
MIR4286	0
C8orf74	0.104935
RNA5SP252	0
CTD-2135J3.3	1.06187
MIR1322	0
RP11-177H2.2	0
RP11-177H2.1	0.698582
XKR6	1.21121
MIR598	0
AF131215.6	0
AF131215.3	0.352678
AF131215.4	0.204473
AF131215.1	0.134434
AF131215.8	0.92203
LINC00529	0
RPL19P13	0
CTC-493P15.2	0
AF131216.7	0.0827359
AF131216.6	0.424893
SLC35G5	0.160647
TDH	0.15641
AF131216.5	0.0748671
RN7SL293P	0
FAM167A-AS1	0.0785883
RNU6-1084P	0
BLK	0.101552
RP11-148O21.6	0.172248
RP11-148O21.3	0.10664
RP11-148O21.4	0.0836356
RP11-148O21.2	0.0692596
LINC00208	0
GATA4	0.0321327
C8orf49	0
SUB1P1	1.06437
RP11-297N6.4	0.508809
RP11-589N15.2	3.11938
RP11-589N15.1	0
OR7E158P	0.037182
OR7E161P	0
DEFB136	0
DEFB135	0
DEFB134	0
RP11-481A20.4	0
RP11-481A20.10	0.0641951
RP11-481A20.8	0
OR7E160P	0
RP11-1236K1.11	0
RP11-1236K1.1	0
RNA5SP253	0
DEFB108P3	0
ZNF705D	0
FAM66D	0.376931
RP11-1236K1.8	0
USP17L7	0.0262218
USP17L2	0.0439958
DEFB109P3	1.27191
FAM90A2P	0.0673034
ALG1L11P	0
FAM86B1	1.05764
AC145124.2	0.602408
ENPP7P12	0.24956
ABC12-47043100G14.2	0
DEFB130	0
RNA5SP254	0
DEFB108P4	0
ZNF705CP	0
FAM66A	0.219215
RP11-351I21.7	0.0581899
RP11-351I21.6	0.0605159
DEFB109P1	0.148404
RP11-351I21.11	0.107248
FAM90A25P	0.206608
ALG1L12P	0.280961
FAM86B2	0.162081
ENPP7P6	0.0748539
RP11-419I17.2	0.295221
RP11-419I17.1	3.21176
RPS3AP34	2.3366
RP11-303G3.6	3.40151
RPS3AP35	0.1644
RP11-303G3.9	0
RP11-303G3.10	0
OR7E8P	0
OR7E15P	0.0854757
OR7E10P	0
MIR5692A2	0
MIR3926-1	0
RP11-252C15.1	1.667
LINC00681	2.19157
KIAA1456	2.17028
RP11-369K16.1	0.470576
RNU6-842P	0
Y_RNA	0
RP11-10C8.2	0
MTND4P7	0
RNA5SP255	0
C8orf48	0.882492
RP11-145O15.2	0
RP11-436P7.1	0
RP11-436P7.2	0
RP11-480O10.1	0
RP11-480O10.2	0
RP11-510I21.1	0
SGCZ	0.0836331
RP11-3G21.1	0
EIF4EP5	0
RNU7-153P	0
Y_RNA	0
RNU6-397P	0
RP11-776K3.1	0
MIR383	0
CTD-2023J5.1	0
RP11-782K4.1	0
TUSC3	4.99891
RP11-235P11.1	0
PPM1AP1	0
RP11-77B22.1	0
RP11-77B22.2	0
MSR1	0.56881
RP11-447G11.1	0
MRPL49P2	0
RP11-13N12.2	0
RP11-13N12.1	0
RN7SL474P	0
FGF20	0
MICU3	2.11133
RP11-468H14.2	0.18346
RP11-468H14.1	0
ZDHHC2	2.2357
MTMR7	1.38222
ADAM24P	0
RP11-349F21.3	0
RP11-349F21.5	0
RP11-349F21.2	0
RP11-349F21.1	0
MIR548V	0
RP11-326L2.1	0.130951
RNA5SP256	0
RP11-156K13.1	0.192136
RP11-806O11.1	0.714683
FGL1	0.0268335
RP11-156K13.2	0
RP11-156K13.3	0
CTD-2547L16.1	0.612707
CTD-2547L16.3	0.135096
NAT1	0.76146
MTND4LP26	0
NATP	0
RP11-685B14.1	0.356532
RP11-685B14.3	0
NAT2	0
PSD3	4.18765
RP11-161I2.1	0
RPL35P6	0.130761
RP11-108A14.2	0
RP11-108A14.1	0
SNORA62	0
RP11-420B22.1	0
RP11-420B22.2	0
RP11-1080G15.1	0
RP11-1080G15.2	0
RP11-618M23.1	0
RP11-618M23.2	0
RP11-618M23.4	0
RP11-618M23.3	0
RP11-618M23.5	0.218148
CSGALNACT1	4.85524
RP11-1105O14.1	0
AC100802.3	0
RPL30P9	0
SLC18A1	0.00820281
RNU6-892P	0
LZTS1	4.42619
LZTS1-AS1	0
RP11-563N12.2	0
RP11-404E12.1	0
RP11-108E14.1	0
TMEM97P2	0
RP11-369E15.1	0
RP11-369E15.3	0
RP11-369E15.4	0
RP11-369E15.2	0
LINC02153	0
RP11-421P23.2	0
RP11-279N21.1	0
RP11-24P4.1	0
GFRA2	1.00611
OR6R2P	0
DOK2	3.59381
NPM2	1.93499
FGF17	0.917147
SFTPC	0.86174
CTD-2530N21.5	0
MIR320A	0
CTD-2530N21.4	1.83451
PIWIL2	1.08912
CTD-2036J7.1	0
RNU6-336P	0
RP11-382J24.2	0.36609
RP11-582J16.4	0.836383
RP11-582J16.3	0
PEBP4	0.937007
RP11-459E5.1	4.86081
RP11-87E22.2	0.0190194
RP11-87E22.1	0
RN7SL303P	0
RP11-875O11.1	0.881968
RP11-875O11.2	0.0231167
RP11-875O11.3	0
TNFRSF10C	0.248438
TNFRSF10D	3.23597
RP11-1149O23.2	2.39285
RPL23AP55	0.360569
RP11-1149O23.3	2.06535
RP11-177H13.2	0.0875743
CTC-756D1.2	0
CTC-756D1.1	0
CTC-756D1.3	0
RNU4-71P	0
FAM60DP	0
NKX3-1	0.577344
NKX2-6	0
RP11-175E9.1	0
RP11-213G6.2	0
RP11-175E9.2	0
SNORA67	0
STC1	2.58575
RNU1-148P	0
RP11-203E8.1	0
ADAM28	0.972177
RP11-624C23.1	0
ADAMDEC1	0.16674
ADAM7	0
RP11-561E1.1	0
GS1-72M22.1	0
NEFM	0.251595
NEFL	0.287133
MIR6841	0
CTD-2168K21.1	0
RP11-429O2.1	0
MIR6876	0
RP11-395I14.2	4.52173
CDCA2	0.95431
RP11-219J21.1	0
RP11-219J21.2	0
RP11-299D14.2	0
EBF2	1.68168
RNA5SP258	0
RP11-98P2.1	0
SDAD1P1	0.971238
RP11-14I17.2	0
RP11-14I17.1	0.109291
RP11-14I17.3	0.0760899
PNMA2	0.555675
RP11-1G11.2	0
ADRA1A	0.32505
RP11-384C12.1	0
COX6B1P4	0
RP11-613H2.3	0
RP11-613H2.1	0
MIR548H4	0
RP11-613H2.2	0.0554674
RP11-521M14.2	0
RP11-521M14.1	0
STMN4	0.210226
MIR6842	0
CHRNA2	0.104474
GULOP	0.349418
RNU6-1086P	0
RP11-16P20.2	0
RP11-16P20.4	0.167242
RP11-16P20.3	0.154921
ESCO2	0.293667
RNU6-1276P	0
PBK	2.18891
RP11-1149M3.2	0
MIR4287	0
RP11-597M17.3	0.181968
RP11-597M17.2	0
RP11-597M17.1	0.641894
NUGGC	0.201054
RP11-380I10.2	0
RP11-380I10.3	0
RP11-380I10.4	0
RPL5P22	0.11114
PNOC	0.0210759
RP11-181B11.1	0
RNU6-178P	0
FBXO16	0.344502
RP11-181B11.2	0
FZD3	1.5347
MIR4288	0
RNA5SP259	0
EXTL3-AS1	1.52444
RP11-662B19.2	0.203009
RP11-662B19.1	0
Metazoa_SRP	0
HMBOX1-IT1	0
RNA5SP260	0
CTD-2647L4.1	0
HMGB1P23	0
RP4-676L2.1	0
RP11-486M23.1	0.378819
RP11-486M23.2	0
RP11-486M23.3	0
RPL17P33	0
LINC00589	0
LINC02099	0.0103801
RP11-94H18.1	0.0152548
RP11-94H18.2	0
RP11-489E7.1	0
LINC02209	0
MIR3148	0
MAP2K1P1	0
RNU6-1218P	0
RP11-489E7.4	0.258245
RPS15AP24	0.871633
MBOAT4	0.150789
RP11-51J9.5	3.37145
RP11-51J9.4	0.506341
RP11-51J9.6	0.672692
HSPA8P11	0.0788647
CTD-2345M20.2	0
CTD-3107M8.1	0
CTD-3107M8.2	0
TUBBP1	0.254852
RBPMS-AS1	0.931388
CTD-2373N4.3	1.89622
CTD-2373N4.5	0.107694
SMIM18	0.0753768
RNU5A-3P	0
UBXN8	4.30557
RP11-465K4.4	0
TEX15	0.00413138
RP5-1009N12.1	0
RP11-293D9.2	0
PURG	0.0811682
SUMO2P16	0
RP11-363L24.3	0.0853375
KCTD9P6	0
RP11-566H8.3	0
RP11-566H8.2	0
RP11-566H8.1	0
RNA5SP261	0
NRG1	2.88573
NRG1-IT1	0
RNA5SP262	0
RNA5SP263	0
NRG1-IT3	0
RNU6-663P	0
RP11-11N9.4	0.297811
MTND1P6	0
MTND2P32	0
RANP9	0
RP11-451O18.1	0
RNU6-528P	0
RP11-359B20.1	0
RP11-359B20.5	0
SNORA70	0
RPL10P18	0
RN7SL621P	0
DUSP26	0.202168
RP11-317N12.1	0
BUD31P1	0
RN7SL457P	0
VENTXP5	0
RP1-273G13.1	0
RP1-273G13.2	0.0953506
RP1-273G13.3	0
RP11-431M3.1	0
RP1-84O15.2	0
RP11-431M3.2	0
RPL10AP3	0
LINC01288	0
RP11-734J24.1	0.621428
UNC5D	0.0670272
RP11-595O22.1	0
LSM12P1	1.06666
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0.0382105
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0.0703242
SMARCE1P4	0
RP11-527N22.1	0.357306
RP11-527N22.2	0.420627
LINC01605	1.21956
RP11-150O12.2	0
RP11-150O12.6	0.729359
RP11-150O12.5	0
RP11-150O12.3	0.252392
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0
RP11-863K10.7	0.324853
RP11-863K10.4	1.38932
RN7SL709P	0
GOT1L1	0
ADRB3	0.0237288
RPL12P48	0
KB-1836B5.1	0.292059
KB-1836B5.4	0.368542
RNU6-988P	0
RP11-90P5.5	0.101562
RP11-90P5.2	0
RNU6-323P	0
RP11-90P5.1	0
RP11-513D5.5	0.474388
RP11-513D5.2	0.156597
RP11-350N15.5	1.00184
LETM2	0.594039
RP11-350N15.3	0.265367
RP11-350N15.6	0.406459
RPS20P22	0.485918
C8orf86	0
RP11-675F6.3	0.0885656
RP11-675F6.4	0
RNF5P1	1.88651
RP11-495O10.1	0
Y_RNA	0.266868
RP11-723D22.2	0
RP11-723D22.3	0.978632
HTRA4	0.0804827
SNORD38	0
ADAM32	0.432645
RPL3P10	0.0528255
RP11-1113C11.2	0
ADAM5	0
ADAM3A	0
RP11-122L4.2	0
ADAM18	0
ADAM2	0
KB-1582A10.1	0
KB-1582A10.2	0
IDO1	0.374503
RP11-44K6.3	0
RP11-44K6.2	0
RP11-44K6.4	0
IDO2	0.304991
RP11-44K6.5	0
RP11-359E19.1	0
RP11-359E19.2	0
RP11-470M17.2	0
CTA-392C11.1	0
CTA-392C11.2	0
RP11-301G7.1	0
ZMAT4	0.0625957
RP11-465K16.1	0
RNU6-356P	0
MIR548AO	0
RPS29P2	0
CTD-3080F16.3	0.395775
RNU6-895P	0
SNORD65	0
RP11-15G16.1	0
KRT18P37	0.0337245
GINS4	0.611205
RP11-360L9.4	0.203067
RP11-360L9.7	0
NKX6-3	0
ANK1	0.166478
MIR486-1	0
RP11-930P14.1	0
Y_RNA	0
RP11-930P14.2	0.244256
RN7SL149P	0
SNORD112	0
RP11-589C21.1	0
RP11-589C21.2	0
RP11-589C21.6	0.255594
RP11-589C21.5	0
RP11-231D20.2	0.272184
RPL5P23	0.621012
DKK4	0.182354
RP11-1007J8.1	0.355606
RP11-503E24.2	3.3064
CHRNB3	0
RP11-412B14.1	0
RP11-412B14.2	0
CHRNA6	0
THAP1	3.70267
RN7SL806P	0.152372
MIR4469	0
Y_RNA	0
RNU1-124P	0.276107
POMK	1.291
RP11-598P20.3	2.39546
VN1R46P	0
RP11-726G23.2	0
RP11-726G23.11	0
RP11-359P18.2	0
RP11-726G23.3	0
AFG3L2P1	0
RP11-726G23.10	0
RP11-726G23.8	0
POTEA	0
RNU6-104P	0
RP11-726G23.12	0
RP11-726G23.6	0
U3	0
RP11-359P18.1	0
RP11-359P18.7	0
RP11-359P18.8	0
SNX18P27	0
RP11-359P18.5	0
CYP4F44P	0
RP11-359P18.6	0
RP11-643N23.2	0
RP11-643N23.1	0
pRNA	0
HSPA8P13	0
ASNSP1	0
RP11-790L1.3	0
ASNSP4	0
RP11-101E19.8	0
TRIM60P15	0
LINC00293	0
MTND2P38	0
MTND1P7	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
RP11-101E19.7	0
RP11-350F16.1	0.0838113
RP11-350F16.2	0
MAPK6PS4	0
RN7SKP32	0
RP11-1134I14.2	0
RNU6-819P	0
RPL10AP2	0.97986
NDUFA5P12	0
RP11-1134I14.4	0.16959
RP11-1134I14.8	0.322755
ATP6V1G1P2	0
RP11-1134I14.6	0
IGLV8OR8-1	0
RP11-697N18.3	0.812527
RP11-697N18.4	0.485533
RP11-697N18.1	0
RP11-697N18.2	0.0639228
RNU6-665P	0
Y_RNA	0
RNU6-519P	0
RP11-769N21.2	0
CTD-2210A23.1	0
RNU6-295P	0
5S_rRNA	0
RPL29P19	1.19864
RP11-513O13.1	0.131593
RP11-567J20.3	0
RP11-567J20.2	0.0660747
AC026904.1	0.117251
RP11-567J20.1	0
RP11-770E5.3	0
RP11-770E5.2	0
RP11-770E5.1	0.199855
EFCAB1	1.48764
RP11-22C8.1	0
C8orf22	0.466732
RP11-10H3.1	0
RN7SKP294	0
RFPL4AP7	0
RP11-738G5.1	0
RP11-738G5.2	0
PSAT1P1	0
RP11-109P6.2	0
RP11-401N18.1	0
SNTG1	0.0164965
RP11-759A9.1	0
RP11-759A9.2	0
CYCSP22	0
RP11-139G7.1	0
SNORA7	0
RP11-401H2.1	0
PXDNL	0.239953
BRIX1P1	0
BTF3P1	0
RP11-11C20.3	0.262185
RP11-110G21.2	0
RP11-110G21.1	2.07686
RP11-546K22.3	0.292219
RP11-546K22.1	1.20222
RP11-546K22.2	0
ST18	0.0197314
RP11-26M5.3	0
RP11-26M5.2	0
RP11-1023P17.2	0
RPL34P17	0
ALKAL1	0.0571854
CTD-3214K23.1	0.187166
NPBWR1	0.555859
RP11-182E14.1	0
RP11-162D9.1	0
RP11-162D9.3	0
OPRK1	0.0116584
RP11-1081M5.2	0
RP11-1081M5.3	0.020867
RP11-1081M5.1	0.106038
RP11-400K9.4	1.11937
RP11-400K9.1	0
RP11-400K9.2	0
RP11-463C14.1	0
RGS20	1.4974
RP11-1070A24.2	0
RPS27AP13	0
RNU6-1331P	0
RP11-30L15.4	1.28163
RP11-30L15.6	0.170485
TDGF1P5	0.215251
Metazoa_SRP	0
RNU6ATAC32P	0
RP11-626A5.2	0
RP11-767C6.1	0
RNU105C	0
RP11-793H4.1	0
RN7SL250P	0
RP11-53M11.5	0
TRMT112P7	0
SEC11B	0
RP1	0.0615271
RP11-550I15.1	0
XKR4	0.182725
RP11-386G21.1	0
RP11-386G21.2	0
SBF1P1	0
RP11-628E19.2	0
LYN	3.42467
RP11-318K15.2	0
SNORA1	0
RN7SL798P	0
RN7SL323P	0
RP11-446E9.1	0.394104
SNORD54	0
CTA-397H3.3	0
NPM1P21	0.0497475
MOS	0
SNORA3	0
PLAG1	1.54534
RP11-140I16.3	1.37787
RP11-140I16.2	0
SDR16C6P	0
PENK	0.378031
RP11-17A4.2	0.0283794
SEPT10P1	0.152939
LINC00968	0.926876
RP11-17A4.3	0
RPL37P6	0.505637
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0.00995444
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
CTD-2339F6.1	0.0662444
RP11-44D19.1	0
LINC01602	0
FAM110B	2.48545
RP11-1112C15.2	0
RP11-648L3.2	0
RPL26P26	0
RP11-716D16.1	0
RP11-114M5.1	0.309832
CYP7A1	0.103638
RP11-114M5.3	0
AC068522.4	0.495186
TOX	0.784607
RNU4-50P	0
RP11-328K2.1	0
RP11-25K19.1	0.376018
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
CA8	0.602856
LINC01301	0.151687
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0
RP11-91I20.2	0
RP11-91I20.1	0
RP11-33I11.2	0.0949746
RP11-33I11.3	0
AC022182.1	0.0378648
AC022182.2	0.0572405
AC022182.3	0
CLVS1	0.386667
NPM1P6	0.2667
RP11-787D18.2	0
RP11-787D18.1	0.0582282
KRT8P3	0.190126
RN7SKP97	0.814723
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0
NKAIN3	0.0183393
RP11-577N1.1	0
RP11-577N1.2	0
XRCC6P4	0
SRPK2P	0
UG0898H09	0.159178
RP11-659E9.2	0
RP11-659E9.4	0.1331
TTPA	0.0286191
RP11-16E18.1	0
YTHDF3-AS1	2.76105
RP11-16E18.3	0.546943
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0
RP11-579E24.2	0
LINC01289	0
COX6CP8	0
MIR124-2HG	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.0706723
BHLHE22	1.10374
CYP7B1	3.58131
RP11-1D12.1	0
RP11-1D12.2	0.102275
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0
CTD-3025N20.3	2.57409
Y_RNA	0.323062
RP11-707M3.3	0.860347
CTD-2532N20.1	0
DNAJC5B	0
AC084082.3	0
TRIM55	0.173367
CRH	0
LINC00967	0
RRS1-AS1	0.037471
C8orf46	0.774306
RP11-346I3.2	0
RNU6-1324P	0
MYBL1	0.657078
VCPIP1	4.64898
Y_RNA	0
C8orf44	3.34302
PTTG3P	0
MCMDC2	0.3662
TCF24	0
PPP1R42	0
RP11-409C19.2	0.0223425
CSPP1	4.79771
RNA5SP268	0
RP11-453N18.1	0.0720471
RP11-7F18.2	0.325422
RP11-7F18.1	0
CPA6	0
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
PREX2	2.02709
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	0.215871
C8orf34	0.0637018
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0
RNU7-102P	0
GS1-44D20.1	0.347915
RP11-21C17.1	0
LINC01603	0
RP11-744J10.2	0
SULF1	2.43442
SLCO5A1	0.0732076
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0
Metazoa_SRP	0
RP11-159H10.1	0
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0.136185
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.0681069
RP11-333A23.2	0
LACTB2-AS1	0.0538516
RN7SL19P	0
XKR9	0.352425
Y_RNA	0
RP11-326E22.1	0
EYA1	0.0825488
RP11-1102P16.1	0
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
MSC-AS1	0.528673
MSC	3.02408
RPS20P20	0
TRPA1	0.0149246
RP11-142A23.1	0
RP11-656G20.1	0
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	0.018126
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	0
RNU6-285P	0
RP11-531A24.7	0.541833
RP11-531A24.5	0.95381
SBSPON	3.09539
RP11-956J14.1	0.188174
RP11-956J14.2	0
C8orf89	0.233023
FAM213AP2	0
RDH10-AS1	0.464508
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.100837
RP11-181D18.4	0
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
RP11-99A14.1	0.0412147
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.382037
LY96	4.64929
RNU6-1300P	0
RP11-6I2.3	0.306278
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.0423408
JPH1	0.999439
GDAP1	2.58458
CTD-2320G14.2	0
Y_RNA	0
MIR5681A	0
MIR2052HG	0
RP11-730G20.2	4.34068
RP11-730G20.1	0
MIR2052	0
RP11-758M4.4	0.0287169
RP11-758M4.3	0
PI15	0.46517
RP11-3N13.2	0.177869
CRISPLD1	1.5383
RP11-300E4.2	0
RP11-697M17.2	0
CASC9	0
HIGD1AP6	0
PKMP4	0
HNF4G	0
RNU2-54P	0
RP11-706J10.2	0
LINC01111	0
ZFHX4-AS1	0
RP11-115I9.1	0
MRPL9P1	0
ZFHX4	0.394078
uc_338	0
RP11-48D4.2	0
MIR3149	0
HIGD1AP18	0
RP11-38H17.1	0
RP11-91P17.1	0
RNU6-1220P	0
PKIA-AS1	0.155101
RP11-594N15.3	0.223421
IL7	4.26994
THAP12P7	0.131263
RP11-79H23.3	0.914225
RP11-1114I9.1	0
RP11-758H6.1	0
RPL3P9	0.214094
STMN2	2.26693
HEY1	4.21784
LINC01607	0.142985
RP11-26J3.1	0
RNU7-85P	0
RP11-26J3.3	2.28279
RP11-92K15.3	1.27021
RP11-92K15.1	0
RN7SL41P	0
MIR5708	0
RP11-941H19.1	0.210633
RP11-941H19.3	0
RP11-941H19.2	0.0905118
SNORA20	0
RP11-775E10.1	0
RNU6-1213P	0
RP11-48B3.5	1.93378
ZBTB10	2.75632
RP11-48B3.3	0.0952761
RP11-48B3.4	0.785709
RPSAP47	0.210757
RNU7-174P	0
RP11-48B3.2	0
RNU2-71P	0
SLC25A51P3	0
RN7SL107P	0
CKS1BP7	0
RNU11-6P	0
RN7SL308P	0
HMGB1P41	0.100637
RP11-172E10.1	0
RP11-1149M10.1	0
RP11-1149M10.2	0.0965665
RP11-363E6.1	0
UBE2HP1	0
RP11-363E6.4	0.189422
RP11-363E6.3	1.76135
RP11-157I4.4	0
PMP2	0.435902
FABP9	0.0848267
RP11-257P3.3	0
FTH1P11	1.13218
FABP12	0
IMPA1P1	0
NIPA2P4	0
RPS26P34	0
SLC10A5P1	0
SLC10A5	0.365193
RP13-923O23.7	0.674094
RP13-923O23.6	0.29978
HNRNPA1P36	0.463443
RP11-354A14.1	0.639615
RP11-99H20.1	0
HNRNPA1P4	0.415873
RP11-653B10.1	0
RP11-731N10.1	0
CTD-2272D18.1	0
CTD-2272D18.2	0
RP11-296C13.1	0
RP11-813B8.1	0
RP11-813B8.2	0
LINC01419	0
RP11-120I21.2	0
TPM3P3	0
RP11-120I21.3	0
RALYL	0
RNU6-1040P	0
RP11-509P12.1	0
RP11-98H4.1	0
RP11-98H4.4	0
ACTBP6	0
IGJP1	0
RP11-146E23.2	0
LRRCC1	4.34945
RP11-219B4.7	0.0249765
E2F5	3.36459
RP11-219B4.3	0
RP11-219B4.5	0.148898
RP11-219B4.6	0
CA1	0.0892849
CA3	4.76784
CA3-AS1	0.967615
RP11-317J10.4	0
RP11-59O2.1	0
REXO1L8P	0
REXO1L3P	0
REXO1L1P	0
REXO1L12P	0
REXO1L11P	0
REXO1L10P	0
REXO1L9P	0
REXO1L2P	0
REXO1L7P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
CTA-392E5.1	0
ATP6V0D2	0
RP11-216N21.1	0
RP11-216N21.2	0
PSKH2	0
CTD-3118D11.3	0
SLC7A13	0.0176684
CTD-2284J15.1	0.622485
NTAN1P2	0.736277
SLC2A3P4	0.126909
CNGB3	0.0304739
MIOXP1	0
GOLGA2P1	0
UBE2Q2P10	0
RP11-386D6.1	0
RP11-386D6.2	0
RP11-386D6.3	0
CNBD1	0
AF121898.3	0
VTA1P2	0
IARS2P1	0
SOX5P1	0
CTB-118P15.3	0
DCAF4L2	0
CTB-118P15.2	0
MMP16	0.357704
RP11-586K2.1	0
RNA5SP272	0
RP11-69I13.1	0
RP11-642C5.1	0
RPSAP74	0
KRT8P4	0
RP11-37B2.1	2.14472
COX6B1P6	0
SCb-64M4.1	0
RNU6-925P	0
CALB1	0.112785
LINC00534	0
RNA5SP273	0
AB015752.3	0
LINC01030	0
RP11-68L18.1	0.133096
RP11-68L18.2	0
NECAB1	2.40181
RP11-662G23.1	0.131247
GS1-251I9.3	0
GS1-251I9.2	0
LRRC69	0.685216
CTD-2114J12.1	0.0422809
MIR4661	0
SLC26A7	0.474305
RP11-122C21.1	0
RN7SKP231	0
PRR13P7	0
MRPS16P1	0
RUNX1T1	2.50475
GS1-5L10.1	0.104716
RP11-777J24.1	0
RP11-700E23.3	0
RP11-700E23.2	0
RP11-700E23.1	0
RP11-587H10.1	0
RP11-587H10.2	0
RP11-100L22.1	0.118
FLJ46284	0.232839
RP11-100L22.4	0
RP11-100L22.3	0
CTD-3239E11.2	0
TRIQK	4.30027
IRF5P1	0
MIR8084	0
C8orf87	0
LINC00535	0.0519114
RP11-388K12.1	0
RP11-388K12.3	0
RP11-388K12.2	0
RNA5SP274	0
ZNF317P1	0
FAM92A	3.16744
CTD-2006H14.2	3.62564
RP11-10N23.2	1.07418
RBM12B	4.25493
RBM12B-AS1	0.888059
RP11-10N23.5	0
TMEM67	2.79487
RP3-388N13.3	0
