Name	Nerve - Tibial
RANP2	0
MIR548F4	0
AC005518.2	0
RP4-777G9.1	0
RNU6-1184P	0
RNA5SP249	0
RN7SL456P	0
U3	0
RN7SL72P	0
RP11-163I18.2	0
RP5-958B11.2	0
RP5-958B11.1	0
AC005229.5	0
C7orf33	0
AC005229.7	0
RP5-1136G13.1	0
RP5-1136G13.2	2.8837
EZH2	4.43816
RNU7-20P	0
Metazoa_SRP	0
RN7SL569P	0
RNY4	0
RNY3	0
RNY1	0
GHET1	0.147466
RNU6-650P	0
COX6B1P1	0
ZNF425	3.90588
RN7SL521P	1.14813
RP4-800G7.1	0.399527
RP4-800G7.3	1.68483
AC004941.5	0
NPM1P12	0
AC004941.3	0.0274827
RP11-143I21.1	0.0534776
SSPO	1.66278
RP4-751H13.7	0.785168
ATP6V0E2-AS1	4.93043
RP11-445N20.3	0
RP11-445N20.2	0.501409
RP11-728K20.3	0.184011
RP11-728K20.1	0.445031
RP11-728K20.2	0.0232682
RP11-545G3.1	0.238068
RP11-545G3.2	0.173316
ACTR3C	0.300888
ZBED6CL	3.58089
RP4-584D14.7	0.755082
RP4-584D14.5	0.528725
RP4-584D14.6	1.0229
LINC00996	0.08407
RP11-511P7.4	0
STRADBP1	0
ALDH7A1P3	0
RP11-632K21.7	0
RP11-632K21.3	0
RP11-632K21.6	0
GIMAP3P	0.0902771
BET1P1	1.13766
AOC1	0.043494
KCNH2	3.76882
ATG9B	0.812328
RP11-148K1.10	0.575304
GBX1	0
ASB10	0.0561631
IQCA1L	0.0894093
RP4-548D19.3	0
RP5-1070G24.2	0.786993
RP4-555L14.4	0.223949
CRYGN	0.9535
MIR3907	0
RN7SL76P	0
ETF1P2	0.385587
RP13-452N2.1	0.0192264
RNU6-604P	0
Y_RNA	0
RP11-796I2.1	0
GALNTL5	0
Metazoa_SRP	0
RP5-981O7.2	2.56081
YBX1P4	0.0951912
RP11-208G20.3	0
RP11-208G20.2	0
SEPT7P6	0.110193
Y_RNA	0
FABP5P3	0.125941
CCT8L1P	0.0504462
AC104843.4	0
RNA5SP250	0
AC104843.3	0.126206
SNORA26	0
XRCC2	0.635719
ATP5F1P3	0
RN7SL845P	0
AC079809.2	0
LINC01287	0.127857
PAXBP1P1	0
DPP6	0.320777
AC005588.2	0
RP5-1048B16.1	0
AC006019.3	0
AC006019.4	0
RP11-476H24.1	0
HTR5A-AS1	0
HTR5A	0
RP11-5C23.4	0
RP11-279O22.1	0
AC092628.3	0
RN7SKP280	0
AC099552.4	0
AC099552.3	0
RP11-1430O6.1	0.0535216
AC099552.2	0
AC144652.1	4.49526
BLACE	0
AC008060.7	0
RP5-912I13.1	0
AC008060.8	0
EN2	0.317819
CNPY1	0.305178
AC008060.5	0
AC009403.2	3.36074
AC021218.2	0.147553
Y_RNA	0
RP11-362B23.1	0
AC073133.2	1.57259
AC073133.1	0.717149
LINC00244	0.38569
AC005534.6	1.52632
RNF32	2.18484
AC005534.8	0.549607
RNU4-31P	0
RP5-1121A15.3	0
MNX1	0.0318469
MNX1-AS2	0.207258
MNX1-AS1	0
RP4-639J15.1	0
RP4-639J15.2	0
RP4-639J15.3	0
RPS27AP12	0.597707
RP4-814D15.1	0.21835
RP5-1142J19.2	0.659882
RP5-1142J19.1	0.270943
AC006372.4	0.0272274
AC006372.5	0
AC006372.6	0
RP11-331D5.2	0
MIR153-2	0
AC005481.5	0.191131
AC006003.3	0
AC011899.9	0.320567
RP11-452C13.1	0.169746
AC011899.10	0
MIR595	0
AC078942.1	0
LINC01022	0
MIR5707	0
THAP5P1	0.222803
AC019084.7	0
LINC00689	0.0758579
VIPR2	1.80758
PIP5K1P2	0
AC144568.4	0.665759
AC144568.2	0
RP11-585F1.8	0
WBP1LP3	0
OR4F21	0
SEPT14P8	0.439674
RP11-585F1.6	0
RPL23AP53	4.88558
RP11-63E5.6	0
FAM87A	0.054182
RP11-91J19.3	2.91856
RP11-91J19.2	0.238039
RP11-43A14.1	0.51586
DLGAP2	0.0710756
RP11-43A14.2	0
RP11-555E9.1	0
CTD-3212A4.2	0
CTD-2281E23.3	0
CTD-2281E23.1	0
AF067845.1	0.163454
AF067845.2	0
AF067845.3	0
DLGAP2-AS1	0
CTD-2336O2.4	0
CTD-2336O2.2	0
CTD-2336O2.3	0.241181
MIR596	0
KBTBD11-OT1	0.285788
RP11-439C15.4	1.78059
KBTBD11	4.97746
RP11-439C15.5	0.08865
RP11-1049H7.2	0
MYOM2	1.54802
MIR7160	0
AC133633.2	0
CH17-31A6.1	0
CH17-174L20.1	0.1222
AC133633.1	0
RP11-378A12.1	0.0594217
RP11-134O21.1	0.290552
GS1-57L11.1	0.48175
CSMD1	0.05569
RP11-279L11.1	0
RNA5SP251	0
PAICSP4	0.0357041
RP11-221H10.1	0
RP11-221H10.2	0
SNORA70	0
RN7SL318P	0
RP11-29A2.1	0
RP11-745K9.2	0
RPL23AP54	0
RP5-991O23.1	0
RP11-281H11.1	0
RP11-281H11.2	0
RP11-728L1.1	0
RN7SKP159	0
RP11-158A14.1	0
RP11-124B13.1	0
RP11-115C21.2	3.13531
RP11-115C21.4	0.1259
ANGPT2	3.93195
CTD-2541M15.3	1.61637
MCPH1-AS1	1.06072
MIR8055	0
MIR4659A	0
XKR5	0
GS1-24F4.2	0
DEFB1	0.830548
RPL23AP96	0
DEFA6	0
GS1-24F4.3	0
DEFA4	0
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	0
DEFT1P2	0
DEFA3	0.215625
DEFA11P	0
DEFA7P	0
DEFA5	0
AF238378.7	0
AF228730.8	0
RPS3AP30	0.0670194
SNRPCP6	0
SNRPCP15	0
RPS3AP33	0.088046
AF228730.5	0
AF228730.13	0
OR7E125P	0
FAM90A15P	0
FAM90A3P	0
FAM90A4P	0
FAM90A13P	0
FAM90A5P	0
FAM90A20P	0.481025
FAM66B	1.17183
DEFB109P1B	0
USP17L1	0
USP17L4	0
AC130360.8	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
FAM90A21P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
RP11-1118M6.2	0
AC084121.14	0
OR7E154P	0
FAM90A14P	0
FAM90A18P	0
FAM90A16P	0
FAM90A8P	0
FAM90A17P	0
FAM90A19P	0
FAM90A9P	0
FAM90A10P	0
PRR23D2	0
AC084121.17	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
HSPD1P2	0
DEFB4A	0
ZNF705B	0
DEFB108P1	0
FAM66E	0.051345
RP11-1195F20.7	0
USP17L8	0
USP17L3	0
DEFB109	0
FAM90A11P	0.0119367
FAM90A24P	0
FAM90A12P	0
OR7E96P	0
RP11-52B19.8	0
RP11-52B19.10	0
MIR548I3	0
RP11-52B19.1	0
SNRPCP17	0
ENPP7P1	0
FAM85B	0.393879
RP11-556O5.6	0
FAM86B3P	4.14904
ALG1L13P	0.81798
PRAG1	3.85465
CTA-398F10.1	0
CTA-398F10.2	0
CTD-3023L14.3	0
CTD-3023L14.1	0
CTD-3023L14.2	0
RN7SL178P	0
CLDN23	1.75641
RP11-211C9.1	0
MFHAS1	4.95652
RNU6-682P	0
RP11-62H7.3	0
RPL10P19	0.23617
SNORA70	0
MIR4660	0
RNU7-55P	0
Metazoa_SRP	0
RP11-10A14.3	0.525458
RP11-10A14.4	0.223002
RP11-10A14.9	0.0856795
RP11-10A14.6	0
RP11-10A14.5	0.33172
RP11-10A14.8	0
RP11-115J16.1	0
RP11-10A14.7	0
RNU6-1151P	0
RP11-115J16.3	0
RNU6-526P	0
RP11-115J16.2	0
RP11-375N15.1	0
RP11-375N15.2	0.721906
RP11-1081K18.1	0
MIR597	0
LINC00599	0.0686087
RP11-1E4.1	0.05184
RP11-212F11.1	0
RP11-981G7.1	0.160621
LINCR-0001	0.861017
RNU6-729P	0
RP11-981G7.3	0.312105
PRSS51	0.131443
RP11-981G7.6	2.32149
PRSS55	0.0258196
RP1L1	0.188091
MIR4286	0
C8orf74	0
RNA5SP252	0
CTD-2135J3.3	1.0468
MIR1322	0
RP11-177H2.2	0.168612
RP11-177H2.1	2.033
XKR6	0.968351
MIR598	0
AF131215.6	0
AF131215.3	0.282575
AF131215.4	0.150431
AF131215.1	0
AF131215.8	0.709547
LINC00529	0
RPL19P13	0
CTC-493P15.2	0
AF131216.7	0.357244
AF131216.6	0.723192
SLC35G5	0.241914
TDH	0.216939
AF131216.5	0
RN7SL293P	0
FAM167A-AS1	0
RNU6-1084P	0
FAM167A	0.12348
BLK	0.0818147
RP11-148O21.6	0
RP11-148O21.3	0
RP11-148O21.4	0
RP11-148O21.2	0
LINC00208	0
GATA4	0.0236767
C8orf49	0
SUB1P1	0.682209
RP11-297N6.4	0.864151
RP11-589N15.1	0
OR7E158P	0.229748
OR7E161P	0.105121
DEFB136	0
DEFB135	0
DEFB134	0
RP11-481A20.4	0
RP11-481A20.10	0.149232
RP11-481A20.8	0
OR7E160P	0
RP11-1236K1.11	0
RP11-1236K1.1	0
RNA5SP253	0
DEFB108P3	0
ZNF705D	0
FAM66D	1.35511
RP11-1236K1.8	0
USP17L7	0.0671586
USP17L2	0.0721925
DEFB109P3	3.29062
FAM90A2P	0.147348
ALG1L11P	0.289758
FAM86B1	1.91439
AC145124.2	2.11122
ENPP7P12	0.395375
ABC12-47043100G14.2	0
DEFB130	0
RNA5SP254	0
DEFB108P4	0
ZNF705CP	0
FAM66A	0.550497
RP11-351I21.7	0
RP11-351I21.6	0.0708875
DEFB109P1	0.217868
RP11-351I21.11	0.287087
FAM90A25P	0.349693
ALG1L12P	0.55722
FAM86B2	0.343637
ENPP7P6	0
RP11-419I17.2	0.449479
RP11-419I17.1	1.1315
RPS3AP34	1.27872
RP11-303G3.6	1.6196
RPS3AP35	0.0719152
RP11-303G3.9	0
RP11-303G3.10	0
OR7E8P	0
OR7E15P	0
OR7E10P	0
MIR5692A2	0
MIR3926-1	0
RP11-252C15.1	0
LINC00681	0
KIAA1456	0.721389
RP11-369K16.1	0.104378
RNU6-842P	0
Y_RNA	0
RP11-10C8.2	0.0482825
MTND4P7	0
RNA5SP255	0
C8orf48	1.42249
RP11-145O15.2	0.384205
RP11-436P7.1	0
RP11-436P7.2	0
RP11-480O10.1	0
RP11-480O10.2	0
RP11-510I21.1	0
SGCZ	0
RP11-3G21.1	0
EIF4EP5	0
RNU7-153P	0
Y_RNA	0
RNU6-397P	0
RP11-776K3.1	0
MIR383	0
CTD-2023J5.1	0
RP11-782K4.1	0
RP11-235P11.1	0
PPM1AP1	0
RP11-77B22.1	0
RP11-77B22.2	0
RP11-447G11.1	0
MRPL49P2	0
RP11-13N12.2	0
RP11-13N12.1	0
RN7SL474P	0
FGF20	0.598193
RP11-468H14.2	0.544115
RP11-468H14.1	0
MTMR7	1.65168
ADAM24P	0
RP11-349F21.3	0.258596
RP11-349F21.5	1.40404
RP11-349F21.2	0.243775
RP11-349F21.1	0
MIR548V	0
RP11-326L2.1	0
RNA5SP256	0
RP11-156K13.1	1.02656
RP11-806O11.1	4.18668
FGL1	0.285854
RP11-156K13.2	0
RP11-156K13.3	0.217844
CTD-2547L16.1	0.554186
CTD-2547L16.3	0.0972621
NAT1	0.939329
MTND4LP26	0
NATP	0
RP11-685B14.1	0.354107
RP11-685B14.3	0.18288
NAT2	0.552709
RP11-161I2.1	0.0334118
RPL35P6	0
RP11-108A14.2	0
RP11-108A14.1	0
SNORA62	0
RP11-420B22.1	0
RP11-420B22.2	0
RP11-1080G15.1	0.0540919
RP11-1080G15.2	0
RP11-618M23.1	0
RP11-618M23.2	0
RP11-618M23.4	0
RP11-618M23.3	0
RP11-618M23.5	0.902758
RP11-1105O14.1	0
AC100802.3	0
RPL30P9	0
SLC18A1	0.0257737
RNU6-892P	0
LZTS1-AS1	0
RP11-563N12.2	0
RP11-404E12.1	0
RP11-108E14.1	0
TMEM97P2	0
RP11-369E15.1	0
RP11-369E15.3	0
RP11-369E15.4	0
RP11-369E15.2	0
LINC02153	0
RP11-421P23.2	0
RP11-279N21.1	0
RP11-24P4.1	0
GFRA2	3.15716
OR6R2P	0
NPM2	0.690578
FGF17	1.39342
SFTPC	0.603377
CTD-2530N21.5	0.0313231
MIR320A	0
CTD-2530N21.4	3.92691
PIWIL2	4.4902
CTD-2036J7.1	0
RNU6-336P	0
RP11-382J24.2	1.22181
RP11-582J16.4	2.6045
RP11-582J16.3	1.03518
CTD-3247F14.2	0.203259
PEBP4	3.02586
RP11-459E5.1	0.114179
RP11-87E22.2	0.0106895
RP11-87E22.1	0
RN7SL303P	0
RP11-875O11.2	0.0168011
RP11-875O11.3	0
TNFRSF10C	1.10019
RP11-1149O23.2	1.3537
RPL23AP55	0.210193
RP11-1149O23.3	0.67287
RP11-177H13.2	0.373277
CTC-756D1.2	0.0715797
CTC-756D1.1	0.0941645
CTC-756D1.3	0.0689452
RNU4-71P	0
FAM60DP	0
NKX3-1	0.837076
NKX2-6	0
RP11-175E9.1	0
RP11-213G6.2	0
RP11-175E9.2	0
SNORA67	0
RNU1-148P	0
RP11-203E8.1	0
ADAM28	4.31399
RP11-624C23.1	0
ADAMDEC1	0.0664944
ADAM7	0
RP11-561E1.1	0
GS1-72M22.1	0.170747
NEFM	1.61907
NEFL	1.17885
MIR6841	0
CTD-2168K21.1	0
RP11-429O2.1	0
MIR6876	0
CDCA2	0.265217
RP11-219J21.1	0
RP11-219J21.2	0
RP11-299D14.2	0.113976
RNA5SP258	0
RP11-98P2.1	0
SDAD1P1	2.36121
RP11-14I17.2	0
RP11-14I17.1	0.104734
RP11-14I17.3	0.358361
RP11-1G11.2	0
ADRA1A	0.107958
RP11-384C12.1	0
COX6B1P4	0
RP11-613H2.3	0
RP11-613H2.1	0
MIR548H4	0
RP11-613H2.2	0.0597175
RP11-521M14.2	0
RP11-521M14.1	0
STMN4	0.170116
MIR6842	0
CHRNA2	0.0114202
GULOP	0.0665835
RNU6-1086P	0
RP11-16P20.2	0
RP11-16P20.4	1.78647
RP11-16P20.3	2.38532
ESCO2	0.0885885
RNU6-1276P	0
PBK	0.44575
RP11-1149M3.2	0
MIR4287	0
RP11-597M17.3	2.89954
RP11-597M17.2	1.82688
RP11-597M17.1	0.44579
NUGGC	0.0676211
RP11-380I10.2	0
RP11-380I10.3	0
RP11-380I10.4	0
RPL5P22	0.127551
PNOC	0
RP11-181B11.1	0
RNU6-178P	0
FBXO16	0.749648
RP11-181B11.2	0
FZD3	3.31911
MIR4288	0
RNA5SP259	0
EXTL3-AS1	3.76579
RP11-662B19.2	0.400013
RP11-662B19.1	0
Metazoa_SRP	0
HMBOX1-IT1	0
RNA5SP260	0
CTD-2647L4.1	0
HMGB1P23	0
DUSP4	2.86216
RP4-676L2.1	0
RP11-486M23.1	0.0835164
RP11-486M23.2	0
RP11-486M23.3	0
RPL17P33	0
LINC00589	0
LINC02099	0.0113061
RP11-94H18.1	0
RP11-94H18.2	0
RP11-489E7.1	0
LINC02209	0
MIR3148	0
MAP2K1P1	0
RNU6-1218P	0
RP11-489E7.4	0.18327
RPS15AP24	0.735332
MBOAT4	0.198577
RP11-51J9.4	0.600891
RP11-51J9.6	1.26543
HSPA8P11	0.193925
CTD-2345M20.2	0
CTD-3107M8.1	0
CTD-3107M8.2	0.702745
TUBBP1	1.45864
CTD-2373N4.5	0.146105
SMIM18	0
RNU5A-3P	0
RP11-465K4.4	0
TEX15	0.015759
RP5-1009N12.1	0
RP11-293D9.2	0.144461
PURG	1.83863
SUMO2P16	0
RP11-363L24.3	0.105762
KCTD9P6	0
RP11-566H8.3	0
RP11-566H8.2	0
RP11-566H8.1	0
RNA5SP261	0
NRG1	2.22509
NRG1-IT1	0
RNA5SP262	0
RNA5SP263	0
NRG1-IT3	0
RNU6-663P	0
MTND1P6	0
MTND2P32	0.0428913
RANP9	0
RP11-451O18.1	0
RNU6-528P	0
FUT10	4.71533
RP11-359B20.1	0
RP11-359B20.5	0
SNORA70	0
RPL10P18	0
RN7SL621P	0
RP11-317N12.1	0
BUD31P1	0
RN7SL457P	0
VENTXP5	0
RP1-273G13.1	0
RP1-273G13.2	0
RP1-273G13.3	0
RP11-431M3.1	0
RP1-84O15.2	0
RP11-431M3.2	0
RPL10AP3	0
LINC01288	0
RP11-734J24.1	0.598236
UNC5D	0.0107179
RP11-595O22.1	0
LSM12P1	1.31586
RP11-473J6.1	0
RP11-89M20.2	0
RP11-89M20.1	0
MTCYBP19	0
MTND6P19	0
MTND5P41	0
RP11-139F9.1	0
RNU6-533P	0
RP11-593P24.4	0
RP11-962G15.1	0
RPL23P10	0
RNA5SP264	0
KCNU1	0
RP11-962G15.2	0
TPT1P8	0
AC090453.1	0
RP11-419C23.1	0.0579081
SMARCE1P4	0
RP11-527N22.1	1.91875
RP11-527N22.2	0.281719
LINC01605	0.898757
RP11-150O12.2	0
RP11-150O12.6	1.2947
RP11-150O12.5	0
RP11-150O12.3	0.25853
RP11-150O12.4	0
RP11-346L1.2	0
RNU6-607P	0
RP11-863K10.2	0
RP11-863K10.7	0.62518
RP11-863K10.4	3.10033
RAB11FIP1	3.86881
RN7SL709P	0
GOT1L1	0
ADRB3	0
RPL12P48	0
KB-1836B5.1	0.345947
KB-1836B5.4	0.796457
RNU6-988P	0
RP11-90P5.5	0
STAR	0.1995
RP11-90P5.2	0
RNU6-323P	0
RP11-90P5.1	0
RP11-513D5.5	1.21219
RP11-513D5.2	0.938556
RP11-350N15.5	0.966428
LETM2	1.39332
RP11-350N15.3	0.910229
RP11-350N15.6	2.07298
RPS20P22	1.83882
C8orf86	0.0564539
RP11-675F6.3	0.11338
RP11-675F6.4	0
RNF5P1	3.76271
RP11-495O10.1	0
Y_RNA	4.51807
RP11-723D22.2	0
HTRA4	0.560793
SNORD38	0
ADAM32	1.60374
RPL3P10	0.037246
RP11-1113C11.2	0
ADAM5	0
ADAM3A	0
RP11-122L4.2	0
ADAM18	0
ADAM2	0
KB-1582A10.1	0
KB-1582A10.2	0
IDO1	0.631796
RP11-44K6.3	0
RP11-44K6.2	0
RP11-44K6.4	0
IDO2	0.0287867
RP11-44K6.5	0
RP11-359E19.1	0
RP11-359E19.2	0
RP11-470M17.2	0
CTA-392C11.1	0
CTA-392C11.2	0
RP11-301G7.1	0
ZMAT4	0.0237903
RP11-465K16.1	0
RNU6-356P	0
MIR548AO	0
RPS29P2	0
CTD-3080F16.3	0
RNU6-895P	0
SNORD65	0
RP11-15G16.1	0
KRT18P37	0.081829
GINS4	0.661919
RP11-360L9.4	0.570386
RP11-360L9.7	0
NKX6-3	0
ANK1	0.678074
MIR486-1	0
RP11-930P14.1	0.112218
Y_RNA	0
RP11-930P14.2	0.654132
RN7SL149P	0
SNORD112	0
RP11-589C21.1	0
RP11-589C21.2	0
RP11-589C21.6	0.155094
RP11-589C21.5	0
RP11-231D20.2	0.0359664
RPL5P23	0.734648
DKK4	0.628066
RP11-1007J8.1	0.391111
RP11-503E24.2	3.37716
CHRNB3	0
RP11-412B14.1	0
RP11-412B14.2	0
CHRNA6	0.0231511
RN7SL806P	0.157876
MIR4469	0
Y_RNA	0
RNU1-124P	0.287507
POMK	1.58403
RP11-598P20.3	2.53067
VN1R46P	0
RP11-726G23.2	0
RP11-726G23.11	0
RP11-359P18.2	0
RP11-726G23.3	0
AFG3L2P1	0
RP11-726G23.10	0
RP11-726G23.8	0
POTEA	0
RNU6-104P	0
RP11-726G23.12	0
RP11-726G23.6	0
U3	0
RP11-359P18.1	0
RP11-359P18.7	0
RP11-359P18.8	0
SNX18P27	0
RP11-359P18.5	0
CYP4F44P	0
RP11-359P18.6	0
RP11-643N23.2	0
RP11-643N23.1	0
pRNA	0
HSPA8P13	0
ASNSP1	0
RP11-790L1.3	0
ASNSP4	0
RP11-101E19.8	0
TRIM60P15	0
LINC00293	0
MTND2P38	0
MTND1P7	0
RNU6-656P	0
MTCYBP20	0
MTND6P20	0
RP11-101E19.7	0
RP11-350F16.1	0
RP11-350F16.2	0
MAPK6PS4	0
RN7SKP32	0
RP11-1134I14.2	0
RNU6-819P	0
RPL10AP2	0.733632
NDUFA5P12	0
RP11-1134I14.4	0.790997
RP11-1134I14.8	1.70171
ATP6V1G1P2	0.233943
RP11-1134I14.6	0.109311
IGLV8OR8-1	0
RP11-697N18.3	1.28557
RP11-697N18.4	0.647824
RP11-697N18.1	0
RP11-697N18.2	0.09056
RNU6-665P	0
Y_RNA	0
RNU6-519P	0
RP11-769N21.2	0
CTD-2210A23.1	0
RNU6-295P	0
5S_rRNA	0
RPL29P19	0.695917
RP11-513O13.1	0.183309
RP11-567J20.3	0
RP11-567J20.2	0.340395
AC026904.1	0.22226
RP11-567J20.1	0.121641
RP11-770E5.3	0
RP11-770E5.2	0
RP11-770E5.1	0
EFCAB1	0.352606
RP11-22C8.1	0
C8orf22	0.269829
RP11-10H3.1	0
RN7SKP294	0
RFPL4AP7	0
RP11-738G5.1	0
RP11-738G5.2	0
PSAT1P1	0
RP11-109P6.2	0
RP11-401N18.1	0
SNTG1	0
RP11-759A9.1	0
RP11-759A9.2	0
CYCSP22	0
RP11-139G7.1	0
SNORA7	0
RP11-401H2.1	0
PXDNL	0.289771
BRIX1P1	0
BTF3P1	0
RP11-11C20.3	0.322178
RP11-110G21.2	0
RP11-110G21.1	2.57795
RP11-546K22.3	0.60319
RP11-546K22.1	0.135915
RP11-546K22.2	0
ST18	0.185572
RP11-26M5.3	0
RP11-26M5.2	0
RP11-1023P17.2	0
RPL34P17	0
ALKAL1	0
CTD-3214K23.1	0.419013
NPBWR1	0
RP11-182E14.1	0
RP11-162D9.1	0
RP11-162D9.3	0
OPRK1	0
RP11-1081M5.2	0.149199
RP11-1081M5.3	0.528181
RP11-1081M5.1	0.640868
RP11-400K9.1	0
RP11-400K9.2	0
RP11-463C14.1	0
RGS20	0.415207
RP11-1070A24.2	0
RPS27AP13	0
RNU6-1331P	0
RP11-30L15.4	2.61262
RP11-30L15.6	0.226384
TDGF1P5	0.108649
Metazoa_SRP	0
RNU6ATAC32P	0
RP11-626A5.2	0
RP11-767C6.1	0
RNU105C	0
RP11-793H4.1	0
RN7SL250P	0
RP11-53M11.5	0.180801
TRMT112P7	0
SEC11B	0
RP1	0.0206746
RP11-550I15.1	0
RP11-386G21.1	0.0551455
RP11-386G21.2	0.119343
SBF1P1	0.0676423
RP11-628E19.2	0.0844143
TMEM68	4.34881
RP11-318K15.2	0
SNORA1	0
RN7SL798P	0
RN7SL323P	0
RP11-446E9.1	0.821809
SNORD54	0
CTA-397H3.3	0
NPM1P21	0.0666822
MOS	0
SNORA3	0
RP11-140I16.2	0
SDR16C5	0.262622
SDR16C6P	0
PENK	3.13458
RP11-17A4.2	0.176536
SEPT10P1	0.419282
LINC00968	2.92773
RP11-17A4.3	0.0591565
RPL37P6	0.256927
RP11-17A4.4	0
RP11-33E15.1	0
RNU6-13P	0
RNA5SP266	0
LINC01606	0.12219
RP11-513O17.1	0
RP11-513O17.3	0
LINC00588	0
RNU6-596P	0
RP11-756K15.2	0
RPL30P10	0
RP11-246K15.1	0
RP11-388G22.1	0
RP11-44D19.1	0
LINC01602	0
RP11-1112C15.2	0.061754
RP11-648L3.2	0
RPL26P26	0
RP11-716D16.1	0
RP11-114M5.1	0.626161
CYP7A1	0.386232
RP11-114M5.3	0
AC068522.4	0.843234
RNU4-50P	0.262749
RP11-328K2.1	0
SNORA51	0
RNA5SP267	0
RP11-379I19.2	0
RP11-379I19.1	0
RP11-379I19.3	0
RP11-960H2.2	0
RP11-960H2.1	0
RP11-88H1.1	0
RP11-27P7.1	0
SLC2A13P1	0
CA8	1.81662
LINC01301	0.50434
PDCL3P1	0
RP11-91I20.4	0
RP11-91I20.3	0
RP11-91I20.2	0
RP11-91I20.1	0
RP11-33I11.2	0.232947
RP11-33I11.3	0
AC022182.1	0.0465933
AC022182.2	0.0875544
AC022182.3	0.215199
CLVS1	0.0861284
NPM1P6	0.275597
RP11-787D18.2	0
RP11-787D18.1	0
KRT8P3	0.0992806
RN7SKP97	1.63238
MIR4470	0
RP11-280G9.1	0
RP11-705O24.1	0
RP11-705O24.3	0
LINC02155	0
C1GALT1P3	0
NARSP2	0
CTD-2571E19.3	0.121462
NKAIN3	0.741771
RP11-577N1.1	0
RP11-577N1.2	0
XRCC6P4	0.0357225
SRPK2P	0.0903374
RP11-659E9.2	0
RP11-659E9.4	0
TTPA	1.69105
RP11-16E18.1	0
YTHDF3-AS1	3.65661
RP11-16E18.3	0.636585
RN7SL135P	0
CTD-3046C4.1	0
IFITM8P	0
RP11-45K10.2	0
RP11-573J24.1	0
RN7SKP135	0
RP11-32K4.1	0
RP11-579E24.2	0
LINC01289	0
COX6CP8	0
MIR124-2HG	0
MIR124-2	0
RP11-21C4.4	0
RP11-21C4.5	0
RP11-21C4.1	0.587624
RP11-1D12.1	0
RP11-1D12.2	0.180886
RP11-89A16.1	0
RPL31P41	0
LINC00251	0
RP11-678D18.1	0
LINC01299	0
Y_RNA	1.09373
RP11-707M3.3	0.908377
CTD-2532N20.1	0.218897
DNAJC5B	0.026087
AC084082.3	0.0352417
TRIM55	0.0602515
CRH	0.0364387
LINC00967	0
RRS1-AS1	0.0581904
RP11-346I3.2	0
RNU6-1324P	0
MYBL1	2.35962
Y_RNA	0
PTTG3P	0
MCMDC2	0.995672
TCF24	0.0367347
PPP1R42	0.277324
RP11-409C19.2	0.162099
RNA5SP268	0
RP11-453N18.1	0.0898153
RP11-7F18.2	1.69971
RP11-7F18.1	0
CPA6	0.0563144
RP11-343B22.2	0
RP11-396J6.1	0
NDUFS5P6	0
RP11-403D15.2	0
RP11-403D15.1	0
Y_RNA	0
RPL31P40	0
C8orf34-AS1	0.0588354
C8orf34	0.16586
RPS15AP25	0
RNA5SP269	0
RP11-865I6.2	0
LINC01592	0
RNU7-102P	0
GS1-44D20.1	0.663463
RP11-21C17.1	0
LINC01603	0
RP11-744J10.2	0
SLCO5A1	0.0552006
RN7SKP29	0
RP11-102F4.2	0
RP11-159H10.4	0
RP11-159H10.3	0
Metazoa_SRP	0
RP11-159H10.1	0
RN7SL675P	0
RNA5SP270	0
RP11-449M6.3	0
SDCBPP2	0
SUMO2P20	0
PRDM14	0
RNU1-101P	0
RP11-152C15.1	0
BTF3P12	0.0832126
RNY3P14	0
RP11-333A23.1	0
RP11-333A23.3	0
RP11-333A23.4	0.187666
RP11-333A23.2	0
LACTB2-AS1	0.105773
RN7SL19P	0
XKR9	0.277431
Y_RNA	0
RP11-326E22.1	0
EYA1	0.306932
RP11-1102P16.1	0.020073
TRAPPC2P2	0
RP11-1144P22.1	0
RP11-281N10.1	0
U8	0
MSC-AS1	3.04542
MSC	4.79838
RPS20P20	0
TRPA1	0.0378727
RP11-142A23.1	0.335064
RP11-656G20.1	0.0471365
RNA5SP271	0
RP11-351E7.2	0
RP11-351E7.1	0
KCNB2	0.297291
HAUS1P3	0
RP11-313C15.2	0
RP11-313C15.1	0
RP11-1145L24.1	0
RP11-531A24.3	0.340255
RNU6-285P	0
RP11-956J14.1	4.6021
RP11-956J14.2	0
C8orf89	0.693039
FAM213AP2	0.109369
RP11-434I12.3	0
RP11-434I12.4	0
STAU2-AS1	0.0444264
RP11-181D18.4	0
RP11-116B19.2	0
VENTXP6	0
RP11-463D19.1	0
RP11-99A14.1	0.0355291
RN7SL760P	0
GYG1P1	0
RP11-367E12.4	0.654363
RNU6-1300P	0
RP11-6I2.3	0.660114
RPS3AP32	0
RNU6-1197P	0
RP11-6I2.4	0
RP1-16A9.1	0.122532
JPH1	0.549727
