Name	Fallopian Tube
RP11-10J21.3	0.233466
RP11-10J21.5	0
RP11-10J21.6	0
LINC01300	0.584832
GPR20	3.86623
CTD-3064M3.4	0.208541
MROH5	0.259528
SNORD5	0
HNRNPA1P38	0.112769
AC138647.1	0
MIR1302-7	0
RP11-953B20.2	0
RP11-953B20.1	0
MIR4472-1	0
LINC00051	0
RN7SL260P	0
RP13-467H17.1	0.11419
ADGRB1	2.11729
MROH4P	0
ARC	2.45213
AP006547.3	0.1525
AC145123.2	0
PSCA	0.774187
LY6K	1.18266
CTD-2292P10.4	0.150327
SLURP1	0.1996
LYPD2	0.121122
RP11-706C16.7	0.708781
LY6D	0.674053
RP11-706C16.8	0
RP11-706C16.13	0
RP11-706C16.5	0
GML	0
ZNHIT1P1	0
CYP11B1	0.536007
CYP11B2	0
RP11-273G15.2	0.872023
CDC42P3	0.362596
C8orf31	3.4084
AK3P2	0.374773
RP11-520P18.1	0.373663
LY6L	0
LY6H	0.420459
RP13-582O9.7	1.90176
RNU6-220P	0
RHPN1-AS1	0.187519
RP11-909N17.2	0.0661273
MAFA-AS1	0.290573
MAFA	0.101484
RP11-661A12.5	1.72278
RP11-661A12.4	0
MROH6	4.63198
RP11-661A12.9	4.60534
RP11-661A12.12	0.733467
RP11-429J17.2	1.09205
CCDC166	0.0503798
RP11-429J17.4	0
RP11-429J17.5	1.43298
FAM83H	4.78747
MIR4664	0
FAM83H-AS1	4.42572
RP11-429J17.7	0.0882847
MIR937	0
RP11-299M14.2	0.333086
MIR6845	0
EPPK1	1.37761
MIR661	0
SPATC1	0.243101
SMPD5	0.244855
MIR6846	0
CTD-3065J16.9	2.3451
WDR97	2.6291
TSSK5P	0.560343
MIR7112	0
MIR6848	0
SCRT1	0.0698132
TMEM249	0.890155
MIR939	0
MIR1234	0
MIR6849	0
GS1-393G12.14	1.24975
TONSL	4.30943
MIR6893	0
TONSL-AS1	0.860825
FOXH1	0.079082
GPT	4.63248
CTD-2517M22.17	0
CTD-2517M22.9	0
Metazoa_SRP	0
AF186192.1	2.60494
AF186192.5	0.757307
AF186192.6	0.167154
RN7SL395P	0.39437
MIR6850	0
RP5-1047A19.4	0
ZNF252P-AS1	0.67575
AC139103.1	0.123357
DDX11L5	0
XXyac-YRM2039.3	0.068664
FAM138C	0.0983515
PGM5P3-AS1	1.1459
RP11-143M1.3	0
LINC01388	0
FOXD4	0.455816
CBWD1	2.74145
C9orf66	0.298332
DOCK8	4.7849
RP11-59O6.3	0
RP11-165F24.3	0.316802
RPL12P25	0.636113
RP11-165F24.5	0
RP11-31F19.1	0
RNU6-1327P	0
EIF1P1	0
RP11-130C19.3	0
DMRT1	0
DMRT3	0.753901
RNU6-1073P	0
RP11-147I11.1	0
LINC01230	0.104935
DMRT2	0.433281
RP11-341G2.3	0
RPS27AP14	0
RP11-459D20.1	0
RNA5SP279	0
RP11-443B9.1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	1.57627
RP11-91N2.3	0
KCNV2	0.19613
GPS2P1	1.16749
ATP5HP2	0.1105
CARM1P1	0.0637257
LINC01231	0.162407
RP11-62E14.2	0
RFX3-AS1	2.46424
RP11-509J21.2	0.232466
RP11-509J21.4	0.543967
RP11-252M18.3	0
GLIS3-AS1	0.215718
RP11-70J12.1	0
RP11-358M14.2	0.184802
RNU6-694P	0
SLC1A1	2.96869
SPATA6L	2.73777
RP11-6J24.3	0.144561
CDC37L1-AS1	2.20175
ECM1P1	0
RP11-307I14.2	0.0595584
KLF4P1	0
MIR101-2	0
HNRNPA1P41	0
CSNK1G2P1	0.120169
PDSS1P1	0.0947304
MTND6P5	0
MTND1P11	0
MTCO1P11	0.134503
MTCO2P11	0
MTATP6P11	0.0787535
MTCO3P11	0.156549
MTND4P14	0.0749936
MTND5P14	0
TCF3P1	0.0592471
IGHEP2	0.0964722
INSL6	0.0455498
RP11-140C18.2	0
INSL4	0
RLN2	0.0994192
HMGN2P31	0
RLN1	0.095762
RP11-12D24.10	0.467945
RP11-12D24.6	0.474492
RNF152P1	0
CD274	3.17686
PDCD1LG2	3.39694
RP11-574F11.3	0.0757003
RP11-207C16.4	1.17746
AK4P4	0.159072
MLANA	0.241956
MIR4665	0
RP11-218I7.2	0
GTF3AP1	0
RP11-279E1.1	0
RP11-307L3.2	0.260899
TPD52L3	0
RP11-307L3.4	0
GLDC	0.273988
RN7SL25P	0
RP11-472F14.4	0
RPL23AP57	0
RP11-390F4.6	0.336544
RN7SL123P	0
RPS3AP54	0
RNF2P1	0
RP11-390F4.2	0
RP11-390F4.10	0.143565
RP11-390F4.3	0.108833
PRELID3BP11	0
SNRPEP2	0.921435
ACTG1P14	0.668713
RP11-403H13.1	0.183619
RPL4P5	1.48866
PPIAP33	0
RP11-77E14.2	0.435129
RP11-29B9.1	0
RP11-29B9.2	0
PTPRD	3.8289
RP11-134K1.3	0
RP11-134K1.2	0.11964
RNU7-185P	0
PTPRD-AS1	1.75235
RP11-75C9.2	0
RPS26P3	0.182554
RN7SL5P	0
RP11-527D15.1	0
RP11-87N24.1	0
PTPRD-AS2	0
RP11-87N24.3	0
RP11-421B23.2	0
IMP3P1	0
RP11-109M17.2	0
AKAP8P1	0
RP11-23D5.1	0
RP11-32D4.1	0
RP11-74C3.1	0
JKAMPP1	0
RNU2-47P	0
TYRP1	0.146526
LURAP1L-AS1	0
RN7SL849P	0
Y_RNA	0
PRDX1P1	0.192553
RP11-382H24.2	0
RP11-272P10.2	1.45827
RP11-272P10.3	0.0939295
LINC01235	0.512081
RP11-536O18.1	3.89135
LINC00583	0
PES1P2	0.0414677
RP11-284P20.3	0.117844
RPL3P11	0
ATP5HP3	0
RP11-280O24.3	0
RP11-120J1.1	3.20394
RP11-408A13.2	0
RP11-408A13.3	1.18793
CDCA4P1	2.02942
CER1	0.0882182
FREM1	4.47793
RP11-265B7.1	0.411907
RNU6-1260P	0
CLCN3P1	0.112143
RP11-54D18.2	0.784307
RP11-54D18.4	0.127568
RNU6-559P	0
RPL7P33	0
RNU6-319P	0
RP11-518K17.4	0
RN7SL98P	0
FTH1P12	0.391723
RNU6-246P	0
CCDC171	1.74971
HMGN2P16	0
RNU6-14P	0
C9orf92	0.266892
RP11-183I6.2	0.124107
RP11-62F24.1	0
LSM1P1	0
RP11-132E11.2	0
RN7SL720P	0
RPS29P33	0
RP11-132E11.4	0
SAMM50P1	0.0410156
SH3GL2	3.49867
PABPC1P11	0
RP11-570H19.2	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0.371647
SAXO1	0.0892428
RP11-296P7.4	0.0871726
SCARNA8	0.818207
RNU6-264P	0
Y_RNA	0
RP11-146N23.1	2.56705
RP11-146N23.4	0
NDUFA5P3	0
ACER2	3.68164
MAP1LC3BP1	0
SLC24A2	0.377863
C11orf98P1	0
RP11-471J7.1	0
RP11-378I6.1	0
RP11-378I6.2	0
RP11-378I6.3	0
RP11-15P13.1	0
MIR4473	0
RNU4-26P	0
MIR4474	0
RP11-73E6.2	0
FOCAD-AS1	0.12474
MIR491	0
SNORA30	0
HACD4	4.7402
IFNNP1	0
IFNB1	0
IFNWP4	0
RP11-113D19.9	0
IFNW1	0
Y_RNA	0
IFNA21	0
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	0
IFNA5	0
IFNA20P	0.608618
IFNA6	0
IFNA13	0
IFNA2	0
RP11-354P17.15	0
IFNA11P	0
IFNA12P	0
IFNA8	0
IFNWP2	0
IFNA1	0
IFNWP19	0.273561
MIR31HG	0.411207
IFNE	0.341441
MIR31	0
SNORD39	0
RP11-344A7.1	0
KHSRPP1	0
RN7SL151P	0
TUBB8P1	0.353618
RP11-70L8.4	1.30773
RP11-70L8.5	0.123066
ERVFRD-3	0.496907
CDKN2A-AS1	0
CDKN2A	1.49742
CDKN2B-AS1	0.239776
RP11-149I2.4	0.118115
CDKN2B	3.70956
UBA52P6	0.265815
CDKN2B-AS	0
RP11-408N14.1	0
DMRTA1	0.329715
LINC01239	0.122619
RP11-370B11.4	0
CLIC4P1	0.256417
RP11-370B11.3	0
RP11-495L19.1	0.0114612
SUMO2P2	0
RP11-315I14.2	0
NOP56P2	0
ELAVL2	0.117869
RP11-321L2.1	0
RP11-321L2.2	0
RP11-321L2.3	0
IZUMO3	0
RP11-20A20.2	0
RMRPP5	0
RN7SKP120	0
LINC01241	0
FAM71BP1	0
RP11-80I3.1	0
RP11-5P15.1	0
RP11-18A15.1	0
SNORA31	0
RP11-337A23.6	0
RP11-337A23.5	0
RN7SL100P	0
IFT74-AS1	0.253729
LRRC19	0.0794968
RP11-56F10.3	0.429678
RNA5SP280	0
RP11-179D22.1	0
LINC00032	0.325218
EQTN	0.307121
RP11-298E2.2	0
IFNK	0
CTAGE12P	0
RP11-575I8.1	0
RP11-438B23.2	0.0298678
LINGO2	0.310114
RP11-20P5.2	0
KCTD10P1	0
MIR876	0
MIR873	0
RP11-373A6.1	0
RP11-275A14.1	0
RP11-48L13.1	0
ME2P1	0
LINC01242	0
SLC4A1APP1	0
C2orf27AP2	0
RBMXP2	0.246392
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
RP11-572H4.1	0
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
TOPORS-AS1	4.06587
DFFBP1	2.74251
GVQW1	2.61689
TAF1L	0.0232304
RP11-555J4.3	0
RP11-555J4.4	0
SNRPCP1	0
RP11-462B18.1	0
TMEM215	0.0299316
Y_RNA	0
RP11-462B18.3	0.0542822
RP11-462B18.2	0.312418
BOLA3P4	0
ASS1P12	0.776637
TCEA1P4	1.55133
LAGE3P1	0.934248
RNU4ATAC15P	0
B4GALT1-AS1	2.53235
SPINK4	0.0971389
Y_RNA	0
AQP7	3.77711
RP11-311H10.4	0.0958841
RP11-311H10.7	0
MIR6851	0
SUGT1P1	2.48876
RP11-255A11.2	0
ANKRD18B	0.0376411
RP11-255A11.4	0
SNX18P7	0
CYP4F26P	0.167622
PRSS3P4	0
TRBV20OR9-2	0
ANXA2P2	2.75653
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	0.227811
PTENP1-AS	0.164633
TRBV26OR9-2	0
RP11-384P7.7	0.273257
RP11-384P7.5	0
LINC01251	0
PRSS3	0.331437
UBE2R2-AS1	0.299378
TRBV29OR9-2	0
Y_RNA	0
RNU4ATAC11P	0
SNORD121B	0
SNORD121A	0
OSTCP8	0.160595
RN7SKP114	0
RP11-537H15.3	0.73646
TUBB4BP2	0
RP11-537H15.4	0
RP11-571F15.2	0
AL353662.1	0
RNA5SP282	0
RP11-571F15.3	0.398574
KIF24	1.36972
RNU2-50P	0
SERPINH1P1	0.0918828
Y_RNA	0.471378
RN7SKP24	0
ENHO	1.4008
RP11-296L22.8	0
RP11-296L22.7	0
CNTFR-AS1	0.268735
ARID3C	0.22512
CCL27	1.80302
FAM205A	0.0751821
FAM205BP	0.0280874
FAM205C	0.0524009
GLULP4	0.362001
YWHAZP6	0.0487442
PHF24	0.896689
DNAJB5-AS1	0.180759
RP11-392A14.9	1.27323
RP11-392A14.8	1.42441
SYF2P2	0
RP11-182N22.9	0.32866
C9orf131	0.463208
RN7SL338P	0.122776
RP11-182N22.8	0
RP11-182N22.7	0.030193
RP11-395N21.2	0
ATP8B5P	0.149171
RPL36AP33	0.414646
RPS29P17	0.203898
MIR4667	0
CD72	2.40571
RP11-331F9.3	0.422539
RP11-331F9.4	0.170489
SIT1	1.35517
RMRP	0
ARHGEF39	4.12561
RN7SL22P	0
CA9	1.74684
MIR6852	0
MIR6853	0
RP11-112J3.16	2.77126
FAM221B	0.0803322
LINC00950	4.66534
OR13J1	0.153488
NDUFA5P4	0
SPAAR	1.80152
PGAM1P2	0.158292
OR2S2	0
OR13C6P	0
OR13C7	0
OR2S1P	0.541222
OR2AM1P	0
Hammerhead_HH9	0
CCIN	0.529789
RNU4-53P	0
HMGB3P24	1.84504
MELK	0.10838
MIR4475	0
PAX5	0.0523616
RP11-344B23.2	0
MIR4540	0
MIR4476	0
RP11-297B17.3	0
RP11-297B17.2	0
LINC01400	0
RP11-220I1.5	0
RP11-220I1.2	0.0782042
Y_RNA	0
RP11-220I1.4	0.199923
Y_RNA	0
RNU6-677P	0
LINC01627	0
KCTD9P3	0
RP11-405L18.4	0.543131
RAB1C	0.212112
FRMPD1	0.104235
RN7SKP171	0
RP11-3J10.7	0.300654
PAICSP1	0.524949
SLC25A51	3.97773
RNU7-124P	0
U8	0
RP11-113O24.3	0
IGFBPL1	0.460773
RP11-403F21.4	0.105018
ARMC8P1	0
TCEA1P3	0
GAS2L1P1	0
VN1R48P	0
RP11-392E22.3	0
FAM220BP	0
FAM95C	3.98423
SNX18P3	0.390546
ANKRD18A	0.78332
FAM201A	0.455278
YWHABP1	0
RNU6-765P	0
RP13-198D9.4	0
RP11-402N8.1	0
VN2R3P	0
CNTNAP3	1.81907
RBM17P1	0
RP11-290L7.5	0.0576033
RN7SL640P	0
SPATA31A1	0
RP11-347J14.4	0
FAM74A1	0
RP11-347J14.8	0
RP11-347J14.7	0
ZNF658B	0.676993
SKP1P3	0
FKBP4P2	0
SDR42E1P1	0
ATP5A1P8	0
RAB28P1	0
RBPJP5	0
GLIDR	0.594576
RP11-104G3.2	0.624583
RP11-204M4.3	1.37836
RN7SL763P	0
SNORA70	0
RP11-204M4.1	0
RPL7AP49	0.208553
RP11-216M21.1	1.1698
C2orf27AP3	0.109722
RP11-216M21.5	0
RP11-216M21.4	0
RP11-216M21.8	0
MEP1AP1	0
ANKRD20A2	0.0192861
RNU6-1269P	0
RP11-146D12.2	0.636084
RP11-146D12.6	0
SNX18P8	0
FAM95B1	0.0778192
RP11-146D12.5	0
CNN2P2	0
GXYLT1P3	0
RP11-341A11.3	0
AQP7P5	0
ABC12-47964100C23.1	0
AC129778.2	0
BMS1P14	0
CH17-80A12.1	0
IGKV1OR9-2	0
RP11-318K12.1	0
RNU6-156P	0
RP11-318K12.2	0
RP11-318K12.3	0
MIR1299	0
PGM5P2	3.07451
RP11-87H9.5	3.68696
RP11-58A12.3	0.63389
BX255923.3	0.237276
FOXD4L6	0
CBWD7	1.60388
MIR4477A	0
5S_rRNA	0
RP11-4L24.4	0.466895
PTGER4P2-CDK2AP2P2	0.11327
MYO5BP1	0
RP11-187C18.5	0
RP11-187C18.4	0.184484
RP11-187C18.3	2.54769
RP11-157L3.3	0
SNORA70	0
RN7SL565P	0
FAM27D1	0.30135
RP11-157L3.10	1.14852
RP11-34H11.3	0
FAM27E2	0.270589
RP11-157L3.9	0.763671
RP11-157L3.6	0
RP11-157L3.12	0.0301399
Y_RNA	0
RP11-34H11.6	0
RP11-157L3.11	0.169235
RP11-292F9.1	0
CNTNAP3B	0.617682
RBM17P3	0
RP11-24B13.2	0
RN7SL343P	0
SPATA31A6	0
RP11-366N18.2	0
FAM74A7	0
RP11-366N18.5	0
RP11-286O1.1	0
FKBP4P6	0
SDR42E1P2	0
ATP5A1P1	0
RAB28P3	0
RBPJP6	0
RP11-475I24.3	0.299654
RP11-475I24.9	0
RP11-475I24.8	0
FGF7P5	0
RP11-475I24.7	0
FGF7P4	0
RP11-175I6.5	0
ADGRF5P2	0.0204021
MEP1AP4	0
ANKRD20A7P	0
RNU6-599P	0
CR848007.2	0
RP11-459O16.7	0
SNX18P5	0
CYP4F60P	0.110354
CR848007.5	0
CNN2P4	0.113673
GXYLT1P5	0
RP11-459O16.9	0
RP11-459O16.8	0
CH17-469D17.1	0.517849
RP11-49E18.1	0
SPATA31A5	0
RP11-144A16.5	0
RP11-144A16.6	0
FAM74A6	0
RP11-144A16.3	0
RP11-144A16.8	0.108793
RP11-144A16.4	0
RP11-101E5.7	0
SPATA31A7	0
RP11-101E5.2	0
RP11-101E5.6	0
FAM74A4	0
RP11-101E5.1	0.11284
CH17-296N19.1	0.124907
RN7SL462P	0
RP11-160N1.11	0
RP11-160N1.9	0
Y_RNA	0
RP11-160N1.10	0
RP11-160N1.8	0
RN7SL722P	0
FAM27C	0.219786
RP11-374M1.11	0
RP11-374M1.7	0
FAM27E4	0
RP11-374M1.5	0.385502
RP11-374M1.4	0
Y_RNA	0
RP11-374M1.3	0
RP11-374M1.10	0
RP11-374M1.9	0
RP11-374M1.2	0.0573365
RP11-449H15.3	0.252047
RP11-449H15.2	0
RP11-111F5.2	0.211411
RP11-111F5.3	0
RP11-111F5.1	0
SNORA70	0
RN7SL544P	0
RP11-111F5.4	0
FGF7P6	0.200611
RP11-111F5.8	0
RP11-111F5.6	0
RP11-96J15.1	0
FGF7P7	0
LINC01189	0
RP11-211N8.2	0.439246
RP11-211N8.3	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
RP11-211N8.6	0
ATP5A1P7	0
SDR42E1P3	0
FKBP4P7	0
LINC01410	1.05694
RNA5SP283	0.284429
RP11-262H14.5	0.164416
PTGER4P2	0.212669
CDK2AP2P2	0.438086
RP11-262H14.3	0.0987876
MYO5BP2	0
ADGRF5P1	0.115609
FGF7P8	0.414963
RP11-262H14.4	1.51184
CNTNAP3P1	0.0668704
RP11-350D23.4	0
BMS1P9	0.0648371
RP11-381O7.3	0.0142581
AQP7P4	0
AQP7P1	0.615402
RP11-236F9.2	0.0412065
BMS1P10	1.7789
RP11-452D2.1	0
RP11-452D2.2	0.0919376
RP11-149F8.3	0
RP11-149F8.5	0
RP11-149F8.4	0
MYO5BP3	0
CDK2AP2P3	0
PTGER4P3	0
RP11-764K9.1	0.0357055
RNA5SP284	0
DUX4L50	1.37282
MIR4477B	0
FRG1JP	0.863468
BX255923.2	0.931949
U6	0
ANKRD20A4	0.0122334
RNU6-1193P	0
SNX18P9	0
RP11-250H24.2	0
CYP4F25P	0.101471
CR769776.3	0
CNN2P3	0
GXYLT1P6	0
RP11-250H24.7	0
AQP7P2	0.407389
RP11-574E24.3	0
BMS1P11	0
RP11-250H24.6	0
IGKV1OR-2	0
BNIP3P4	0
RP11-460N11.2	0
AC125634.1	0
RNU6-1293P	0
BMS1P12	0
RP11-15J10.8	0
RP11-15J10.9	0
IGKV1OR9-1	0
FOXD4L5	0.0169716
CBWD4P	2.1025
Y_RNA	0
FRG1KP	0
CBWD5	2.60099
FOXD4L4	0.0514626
IGKV1OR-3	0
RP11-460E7.9	0
RP11-460E7.8	0
BMS1P13	0
RP11-1221G12.2	0
AQP7P3	0
RP11-15E1.5	0.0468188
RP11-15E1.4	0
GXYLT1P4	0.115665
RP11-15E1.6	0
RP11-399F4.1	0
RP11-399F4.2	0
SNX18P4	0
RP11-327I22.3	0
ANKRD20A3	0
RNU6-538P	0
RP11-327I22.5	0
RP11-154P18.2	0.266513
RBPJP2	0
RAB28P4	0
ATP5A1P10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	2.54518
RP11-1082I11.2	0
RP11-395E19.6	0.215367
RP11-395E19.5	0
FAM74A3	0.121569
RP11-395E19.2	0
RP11-395E19.4	0
SPATA31A3	0
CNTNAP3P2	0.765302
RN7SL422P	0
RP11-292B8.2	0
RBM17P2	0
RP11-203I2.2	0
RP11-118H15.1	0
Y_RNA	0
RP11-12A20.11	0
RP11-12A20.12	0
FAM27E3	1.72618
RP11-12A20.10	0
RP11-12A20.13	0
RP11-12A20.4	0
RP11-12A20.6	0.869069
FAM27B	0.263824
RP11-12A20.7	0.989546
RN7SL787P	0
SNORA70	0
RP11-12A20.8	0
ANKRD20A1	0.104533
RNU6-368P	0
RP11-561O23.8	0
CBWD3	0.537799
RP11-561O23.9	0
FOXD4L3	0.0258778
RP11-561O23.5	0.0319131
RP11-561O23.7	0
RP11-88I18.2	0.758641
RP11-88I18.3	2.27095
RP11-274B18.4	0.214099
LINC01506	0.965221
RP11-274B18.3	0.0368985
PIP5K1B	1.98245
RP11-203L2.3	0.257657
RP11-203L2.4	0
RNU6-820P	0
PRKACG	0
RP11-265B8.5	0.246392
BANCR	0
APBA1	4.30319
RP11-470P21.2	0
RP11-109D9.4	0.178386
C9orf135-AS1	0
C9orf135	1.56317
RN7SL570P	0
MAMDC2-AS1	0.576815
RNU2-5P	0
SMC5-AS1	2.349
RP11-386J22.3	0.105273
TRPM3	0.317081
RN7SL726P	0
RP11-141J10.1	0
RP11-141J10.2	0
MIR204	0
PIGUP1	0
RPL35AP21	0
RP11-409O11.3	0
Y_RNA	0
C9orf85	4.73197
HSPB1P1	2.11544
C9orf57	0
BTF3P4	0
GDA	0.222286
RP11-63P12.7	0
RP11-63P12.2	0
RNA5SP285	0
LINC01504	1.39533
RP11-217F16.1	0
RP11-313E4.1	0
TMC1	0.148102
RPS20P24	0
RPS27AP15	0
LINC01474	2.11216
CYP1D1P	0
DPP3P2	0
RP11-128I7.1	0
RP11-549A6.1	0
RNA5SP286	0
RP11-401G5.1	0
RP11-171A24.2	0
RORB-AS1	0
RORB	0.42857
TRPM6	0.626098
RN7SKP47	0
RPSAP75	0
RNU6-445P	0
RP11-197P3.1	0
C9orf41-AS1	0.149075
RP11-197P3.5	0.429531
uc_338	0
Y_RNA	0
RNU6-1228P	0
RP11-323A7.1	0
RP11-470F18.1	0
OTX2P1	0
RBM22P5	0
RPSAP9	2.25795
GCNT1	1.74394
RP11-66C24.1	0
RP11-214N16.2	0
PCA3	0.0548848
AL359314.1	0
DNAJB5P1	0
LYPLA2P3	0
RP11-159H20.3	0.165532
FOXB2	0
ATP5J2P3	0.234824
RFC5P1	0
VPS13A-AS1	0
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
RP11-336N8.1	0
RN7SKP59	0
RP11-336N8.2	0
RP11-336N8.3	0
RP11-336N8.4	0
PSAT1	4.00685
RP11-216F5.1	0
MTND2P8	0
KRT18P24	0
RP11-165H23.1	0
CHCHD2P9	0.377505
RP11-375O18.2	0
RP11-403N16.5	0
NPAP1P6	0
RP11-403N16.2	0
RP11-403N16.3	0
RP11-403N16.4	0
RP11-327L9.1	0
LINC01507	0
NPAP1P4	0
MTCO1P51	0
MTND2P9	0
RPS19P6	0
RP11-289F5.1	0
RPS20P25	0
RP11-232A1.2	0
RP11-154D17.1	0.13996
RNU6-1035P	0
RNA5SP287	0
SNORD95	0
SPATA31D5P	0
RP11-383M4.2	0
SPATA31D4	0
RP11-383M4.6	0.0480117
SPATA31D3	0
SPATA31D2P	0
RP11-15B24.5	0
SPATA31D1	0
SPATA31B1P	0.0168561
DDX10P2	0
RP11-388B24.4	0
RP11-15B24.1	0
MTCO3P40	0
RP11-15B24.3	0
RP11-15B24.4	0
RP11-333B6.1	0
RPS6P12	0
RASEF	0.601943
RN7SKP242	0
RP11-439K3.4	0
RP11-439K3.1	0.136452
FRMD3	3.68914
RNU4-29P	0.303246
RP11-439K3.3	0.600738
RNU4-15P	0
RP11-522I20.3	1.91981
RP11-575L7.2	0.142123
KIF27	3.58884
RP11-575L7.4	0.135377
RMI1	4.0436
Y_RNA	0
RP11-158D2.2	0
RP11-158D2.1	0
SLC28A3	3.87938
RP11-380F14.2	0
RP11-361M4.1	0
NTRK2	4.65165
UBE2V1P10	0
STK33P1	0
RP11-213G2.1	0.0644635
RP11-202I11.2	0
RP11-213G2.2	0.099575
PHBP7	0
RP11-213G2.5	0.637128
RP11-379P1.4	0
C9orf153	0.0665322
RP11-507D14.4	0
RN7SKP264	0
RP11-229M1.2	0.0723246
RP11-359J6.1	0
RNU2-36P	0
RP11-395D3.1	0
GAS1RR	2.14019
RP11-276H19.2	0.873237
RP11-276H19.4	0
C9orf170	0.333188
SNORA26	0
RP11-497K15.1	0
RP11-40C6.2	2.15602
DAPK1-IT1	0
RP11-65B23.3	0
CTSL3P	0.0352679
RP11-65B23.5	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
CTSLP8	0
XXyac-YM21GA2.3	0
XXyac-YM21GA2.7	0.0178616
XXyac-YM21GA2.4	0
SPATA31E1	0
SPATA31C1	0
RP11-350E12.5	0.06869
RP11-350E12.6	0
RNU6-86P	0
RPS10P3	0.771606
RP11-350E12.4	0.759206
SPATA31C2	0.01397
RP11-345K9.3	0
RP11-345K9.2	0
RP11-1E11.1	0
RP11-1E11.2	0
RPSAP49	0.0764043
RP11-317B17.4	1.30905
HNRNPA1P14	0.543002
RP11-317B17.3	0
RP13-60M5.2	0
MIR4289	0
PCNPP2	0
RP11-791O21.5	0
C9orf47	3.67714
SHC3	3.67664
RP11-82L18.2	4.55392
MIR3153	0
PA2G4P6	0.191749
RP13-93L13.1	0.140943
UNQ6494	0.551364
RP5-1050E16.2	0
RP5-1050E16.1	0
RP11-406A20.1	0
MIR4290HG	0
MIR4290	0
IL6RP1	0
RP11-406A20.5	0
RP11-30P16.1	0
OR7E31P	0
OR7E116P	0
LINC01508	0.159121
LINC01501	0
DIRAS2	0.176565
OR7E109P	0
OR7E108P	0
RP11-367F23.1	1.49157
RP11-367F23.2	0
RP11-305L7.1	3.4698
LINC00484	0.665703
RP11-305L7.3	0.53521
LINC00484	0.111142
RP11-305L7.5	0.0780331
RP11-305L7.7	0.627897
RP11-440G5.2	1.15034
PAICSP2	0
MIR3910-1	0
RP11-118F2.2	0
HSPE1P22	0
RP11-100G15.12	0
MTATP6P29	0.272525
MTCO3P29	0.507966
MTND3P23	0.195084
MTND4LP7	0
MTND4P15	0.294386
RP11-100G15.7	0.344982
LINC00475	2.31137
RP11-100G15.10	0.161177
BEND3P2	0.0300329
RP11-62C3.10	0
RP11-62C3.6	0
MIR3651	0
SNORA84	0
CENPP	2.29639
RP11-62C3.8	0
MIR4670	0
RP11-19J3.5	0
RP11-476B13.2	0
ANKRD19P	0.770324
RNU6-714P	0
RP11-526D8.11	1.81758
ZNF484	3.75801
RP11-526D8.7	0
SNX18P2	0
ALOX15P2	0
FGD3	4.58293
RP11-274J16.5	0
RP11-370F5.4	0.130714
C9orf129	0.278577
RNU6-829P	0
Y_RNA	0
RP11-165J3.5	0
RP11-165J3.6	2.32526
MIR548AU	0
MIR4291	0
RP11-53B5.1	0
BARX1	0.665022
BARX1-AS1	0
CYCSP24	0.535555
RP11-2B6.3	1.91443
MIRLET7A1	0
MIRLET7F1	0
RP11-2B6.2	1.68459
MIRLET7D	1.21298
MIRLET7DHG	0
VDAC1P11	0.168888
NUTM2F	0
RP11-307E17.8	0.829739
RP11-307E17.9	0
RP11-307E17.11	0.649607
YRDCP1	0
RP11-533K9.3	0
RNU6-669P	0
FBP2	0.0492491
FBP1	4.64687
MIR2278	0
RP11-49O14.3	0
RP11-49O14.2	0.489311
RP11-54O15.3	0.410671
MIR6081	0
MIR23B	0
MIR27B	0.654937
FANCC	3.75985
RP11-80I15.4	0.636337
RP11-80I15.1	3.72137
RNA5SP288	0
RP11-173G21.1	0.0216711
RP11-435O5.7	0.477794
MT1P1	0.196575
RP11-435O5.6	0
RP11-435O5.5	1.41277
RP11-435O5.4	2.29101
RP11-332M4.1	0
RP11-180I4.2	0
RP11-180I4.1	0
LINC00476	2.48101
RP11-180I4.4	0.10058
RNU2-46P	0
RNA5SP289	0
RP11-72B4.2	0
LINC00092	2.80741
RP11-569G13.2	0.21463
Y_RNA	0
RP11-569G13.3	0.0386027
EIF4BP3	1.45778
RP11-240L7.4	0.235432
RNU6-1160P	0
ZNF367	1.67569
RP11-172F4.2	0.526803
RP11-535M15.1	2.70849
RP11-535M15.2	1.00136
ZNF782	2.86542
RP11-330M2.4	0.812008
RP11-330M2.3	0
NUTM2G	0.138146
YRDCP2	0.0834775
CTSV	0.266456
TCEA1P1	0
GAS2L1P2	0.181716
VN1R51P	0.833438
FAM220CP	0.65615
