Name	Cervix - Endocervix
RP11-89C3.3	0.780734
RP11-89C3.4	0.849379
RPS17P15	0
RP11-89C3.2	0
C11orf53	0.173183
COLCA1	1.46252
MIR4491	0
POU2AF1	1.18443
RNU2-60P	0
RP11-794P6.1	0.0186454
RP11-794P6.2	0.0357894
BTG4	0
MIR34B	0
MIR34C	0
RP11-794P6.6	0
C11orf88	0.305701
AP000925.2	0.180492
RN7SKP273	0
RP11-108O10.2	0.278044
ALG9-IT1	0
GNG5P3	0
FDXACB1	2.93172
RPL37AP8	0.444793
C11orf52	1.97343
RNA5SP351	0
RP11-708L7.7	0
RP11-708L7.6	1.11284
PPIHP1	0.349328
RNU6-893P	0
RP11-708L7.9	0.106806
PIH1D2	1.68367
RP11-356J5.4	0
TEX12	0.411884
BCO2	4.08728
KCTD9P4	0.145234
MRPS36P4	0.282718
RPS6P16	0.220518
PLET1	0.079841
RP11-356J5.13	0.0445226
ST13P10	0.114568
RP11-356J5.12	3.13743
RNU6-44P	0
RP11-65M17.3	0.0942199
RPL23AP62	0
RP11-65M17.1	0
snosnR66	0
RP11-27G22.1	0
RP11-629G13.1	0.406468
RNU7-187P	0
NCAM1-AS1	3.07072
RP11-839D17.3	0.824402
ANKK1	2.86698
RP11-159N11.3	0.1158
DRD2	1.84526
MIR4301	0
TMPRSS5	1.5687
MTRF1LP1	0.16044
RPS29P19	0.122068
RP11-667M19.4	0
RP11-667M19.2	0
CLDN25	0
ATF4P4	0.337672
LRRC37A13P	0
RP11-667M19.10	0
RP11-667M19.9	0.907245
RNU6-1107P	0
HTR3B	0
HTR3A	0.061462
RP11-64D24.2	0.128003
RP11-64D24.4	0.147335
RP11-212D19.5	0.624343
NXPE2P1	0
RP11-172C16.5	0
NXPE1	0.0896757
snoU13	0
NXPE4	0.202093
RP11-172C16.4	0.157155
NXPE2	0.286095
ACA59	0
AP000462.3	0
AP000462.2	0
AP000462.1	0
RP11-136I14.2	0
RP11-136I14.3	0
RPL12P46	0
RP11-136I14.5	0
snoU13	0
AP000997.1	0
AP000997.2	0
AP000997.3	0.0460883
AP000797.3	0
CTC-774J1.1	0
LINC00900	1.2501
AP000797.4	0
AP000797.1	0
AP000797.2	0
LINC02151	0
AP000770.2	0
AP000770.1	0
AP006216.10	0
APOA5	0
AP006216.5	0
APOA4	0
APOC3	0.1403
APOA1	0.746758
APOA1-AS	1.03517
RNY4P6	0
AP000936.1	0.574233
AP000936.4	0.0432165
AP000936.5	0
RP11-109L13.1	0.502921
RP11-109L13.5	0
SCARNA11	0
CMB9-94B1.2	3.46719
AP000892.4	0.187861
PRR13P3	0.0814045
DSCAML1	2.23117
AP000711.1	0.0220658
RP11-35P15.1	0
FXYD2	1.18175
RP11-728F11.3	0.530549
RP11-728F11.4	4.52634
TMPRSS13	0.242458
TMPRSS4-AS1	0.0802831
RN7SL828P	0
TMPRSS4	0.346439
SCN4B	2.87855
SCN2B	1.39495
HSPE1P18	0.470464
MPZL3	4.579
RP11-832A4.7	0.646699
RP11-215H18.5	0
CD3D	3.52547
CD3G	0.587319
RP11-770J1.5	0
RP11-770J1.7	0.218753
RP11-770J1.4	0.0631383
RP11-770J1.3	0.952772
TTC36	0.773118
RNU6-1157P	0.288756
AP002954.3	3.29667
MIR6716	0
TREH	0.0993236
TREHP1	0
RNU6-376P	0
AP002954.4	0.0538447
RP11-158I9.1	0
SETP16	0
Y_RNA	0
CXCR5	0
RP11-158I9.5	0.547478
UPK2	0.114731
RN7SL688P	0
Y_RNA	0
FOXR1	0
Metazoa_SRP	1.06943
Y_RNA	0
RP11-110I1.12	1.52532
RP11-110I1.11	4.66491
RP11-110I1.5	4.82109
MIR3656	0
RP11-110I1.14	0.789804
RP11-110I1.13	1.3285
ABCG4	0.519505
PDZD3	0.111166
CCDC153	3.56349
RNU6-262P	0
MIR6756	0
ACA64	0
C1QTNF5	0.973404
MFRP	0.023608
RP11-334E6.3	0
USP2-AS1	0.404561
RP11-334E6.2	0
RP11-334E6.4	0
DUXAP5	0
KRT8P7	0
RP11-196E1.3	0.0758713
RNU6-1123P	0
CTD-2523D13.1	0
CTD-2523D13.2	0.299217
RP11-215D10.1	0
RP11-831A10.2	0
RP11-831A10.1	0
TRIM29	1.86418
AP000679.2	0.0490297
POU2F3	0.176856
RP11-778O17.4	0
7SK	0
GRIK4	0.153086
ELOCP22	0
RP11-640N11.2	0
HMGB1P42	0
TECTA	0.928115
RP11-775A1.2	0
RPS4XP12	0
BMPR1APS2	0.412989
RP11-142I2.1	0
RP11-730K11.1	0
RNU6-256P	0
MIR125B1	0
BLID	0.11669
MIRLET7A2	0
MIR100	0
RP11-716H6.1	0
RP11-716H6.2	0
RNU4ATAC10P	0
RNU4ATAC5P	0
RNU6-592P	0
GLULP3	0
RP11-266E8.2	0
UBASH3B	2.02458
snoU13	0
CRTAM	0.3975
RNU4-23P	0
ATP5F1P5	1.5739
BSX	0
RP11-335F8.2	0
RPL34P23	0
RPS26P43	0
RPL31P47	0
SNORD14E	0.236917
RP11-762B21.5	0.26649
CTD-2216M2.1	0.0585043
U8	0
RP11-109E10.1	0
PHBP17	0
GRAMD1B	0.646097
MIR4493	0
SF3A3P2	0
SCN3B	2.0471
RP11-634B22.4	0
OR6X1	0
RNU1-21P	0
OR6M1	0
OR6M2P	0
OR6M3P	0
TMEM225	0
OR8D4	0
OR4D5	0
OR6T1	0
OR10S1	0
OR10G6	0
OR10G5P	0
OR10G4	0
OR10G9	0
OR10G8	0
OR10G7	0
OR10D5P	0
OR10D4P	0
OR10N1P	0
OR10D1P	0.115939
OR10D3	0
OR8F1P	0
OR8G3P	0
OR8G2P	0
OR8G7P	0
OR8G1	0
OR8G5	0
SLC5A4P1	0
OR8D1	0
OR8D2	0
OR8B7P	0
OR8B6P	0
OR8B5P	0
OR8B1P	0
OR8C1P	0
OR8B2	0
OR8B3	0
OR8X1P	0
OR8B4	0
OR8B8	0
OR8A2P	0
OR8B9P	0
OR8B10P	0
OR8A3P	0
RP11-728D14.6	0
OR8B12	0
OR8A1	0
OR8Q1P	0
PANX3	0.0151848
SPA17	1.00273
RP11-677M14.2	0.345352
RP11-677M14.3	2.35813
RP11-677M14.8	3.82344
RP11-677M14.7	1.59496
RP11-677M14.5	4.61182
RP11-664I21.5	0
RP11-664I21.6	2.39692
HEPACAM	0.473701
CCDC15	1.31614
SLC37A2	2.40549
KRT18P59	0
RP11-687M24.4	0
PKNOX2-AS1	0.0823135
RP11-687M24.7	0
RP11-687M24.8	0.0647243
RNU6-321P	0
AP000708.1	0.00754862
STT3A-AS1	0.141049
RNU6-1156P	0
CHEK1	2.35245
RNU2-35P	0
ACRV1	0.108884
PATE1	0
PATE2	0
PATE3	0
PATE4	0.0279499
RP11-680F20.10	0.269508
HYLS1	3.95097
RP11-680F20.9	0.407124
DDX25	0.323785
RP11-680F20.4	0.028989
RP11-680F20.6	0.72943
NAP1L1P1	0.424865
RP11-673E11.2	0
RP11-50B3.2	0.242915
RP11-50B3.1	0
RP11-50B3.4	1.16703
RNU4-86P	0
RN7SL351P	0
RPL35AP26	0.141592
RP11-712L6.7	0
RP11-712L6.5	3.58149
ST3GAL4-AS1	2.85654
RP11-712L6.8	0
KIRREL3	0.704808
KIRREL3-AS1	0
RP11-115C10.1	0.0832688
RP11-688I9.4	0
RP11-688I9.5	0
KIRREL3-AS2	0
MIR3167	0
RP11-688I9.2	0
KIRREL3-AS3	0
RP11-168K9.1	0
RP11-168K9.2	0
CTD-2234N14.2	0
CTD-2234N14.1	0
RP11-480C22.1	0
RN7SKP121	0
RN7SKP279	0
RP11-822P1.1	0
RP11-676M6.1	1.97713
RP11-702B10.2	0.0438982
LINC02098	0
MIR6090	0
RP11-1007G5.2	0.0356387
RP11-264E20.2	0.246663
RP11-264E20.1	0.225799
RP11-744N12.3	0
SENCR	2.23733
KCNJ1	0.0666851
RP11-740D6.3	0
KCNJ5	0.361413
C11orf45	0.720588
TP53AIP1	0.188455
RNU6-876P	0
Y_RNA	0
RNU6-874P	0
ZNF123P	0
BARX2	0.151429
RPS27P20	0
RP11-237N19.3	0
LINC01395	0
RP11-507F16.1	0
TMEM45B	0.709817
LINC00167	0
RP11-567M21.3	0
ELOBP2	0
RP11-679I18.4	0
RPL34P21	0
U4	0
ST14	2.63798
RP11-567O18.1	0
DDX18P5	0.0629524
RN7SL778P	0
RP11-121M22.1	0.392742
ADAMTS15	3.7327
RP11-535N6.2	0
BAK1P2	0.0485073
MIR8052	0
C11orf44	0
PPP1R10P1	0
RP11-890B15.2	0.109701
RN7SL167P	0
AP002856.4	0
AP002856.6	0
AP002856.7	0
AP002856.5	0
NTM	0.923895
RNU6ATAC12P	0
AP003025.2	0
RP11-217L21.1	0
NTM-AS1	0
RP11-651K21.1	0
AP004372.1	0
RP11-697E14.2	0
NTM-IT	0
RP11-684N3.1	0
OPCML	0.392255
U6	0
RP11-654C20.1	0
OPCML-IT2	0
AP004782.1	0
RP11-861E23.2	0
OPCML-IT1	0
RP11-448P19.1	0
SPATA19	0.0746772
RP11-259P6.3	0
IGSF9B	4.63864
RP11-713P17.5	0
RP11-713P17.3	0.986909
RP11-713P17.4	0.924682
PTP4A2P2	0.15599
RP11-700F16.2	0
RP11-700F16.3	0
GLB1L3	0.563573
AP000859.4	0
B3GAT1	0.529539
RP11-627G23.1	0.055591
AP004550.1	0
RP11-469N6.3	0
RP11-469N6.2	0
RP11-469N6.1	0.21114
RP11-555G19.1	0
RP11-555G19.2	0
AP005135.2	0
DDX11L8	0
FAM138D	0
RP11-598F7.3	0.154532
RP11-598F7.4	0.295687
RP11-598F7.5	0.456727
RP11-598F7.6	0.901212
SLC6A12	3.90806
RP11-283I3.1	0.0639299
RP11-283I3.2	0.373106
SLC6A13	0.16151
RP11-283I3.4	0
NINJ2	3.27428
RP5-1154L15.2	0
RNU7-103P	0
RP5-1154L15.1	0
RP11-218M22.2	0
RNU4ATAC16P	0
RP11-359B12.2	3.92903
HTR1DP1	0.0735543
RP5-951N9.1	0
RP5-951N9.2	0
LINC00942	0.0999959
MIR3649	0
RP11-288K12.1	0.0943328
RPS4XP14	0.308298
CACNA2D4	2.4555
LRTM2	0.00688998
RP5-1096D14.3	0
LINC00940	0.0687187
RP5-1096D14.6	0.0881635
CACNA1C-IT1	0
CACNA1C-IT2	0.102229
RP1-53O8.2	0
CACNA1C-AS4	0
CACNA1C-IT3	0
CACNA1C-AS3	0
AC007618.3	0
CACNA1C-AS2	1.56258
CACNA1C-AS1	0.666069
RP11-986G18.3	0.185186
RP11-986G18.2	0.347727
IQSEC3P1	0.752687
RP11-885B4.2	0.218577
RPL23AP14	0.0654019
CBX3P4	0.548303
RP4-816N1.7	0
RP4-816N1.6	0.67537
RP4-816N1.8	1.17208
FOXM1	2.01869
RP11-372B4.3	0.887989
RNU6-1315P	0
RP11-253E3.3	3.55147
RP11-253E3.1	1.31368
Metazoa_SRP	0
TSPAN9-IT1	0.0371416
RP11-543P15.3	0.170051
RP5-1063M23.3	0.0484693
RP5-1063M23.2	0.0864527
RP11-476M19.2	0
PRMT8	0.0532152
RP11-476M19.3	0
RP11-476M19.1	0
CRACR2A	0.903833
RP5-1180D12.1	1.96464
RP3-488M23.3	0.201344
OTUD4P1	0.0670427
RP11-664D1.1	0.100375
RP11-320N7.2	0
HSPA8P5	0.0529545
RP11-320N7.1	0
CCND2-AS2	1.34295
TIGAR	3.27026
RP11-264F23.1	0.173618
FGF23	0
FGF6	0
RAD51AP1	1.096
RP11-234B24.5	0
AKAP3	0.756014
RP11-500M8.6	0
RP11-500M8.4	0.089064
RP11-234B24.2	0.258547
GALNT8	0.548265
RP11-234B24.4	0
RP3-377H17.2	0
RP11-429A20.3	0.331041
KCNA1	0.454075
RP3-377H17.3	0
RP11-429A20.2	0
KCNA5	1.58836
RP11-319E16.1	0
RP11-1038A11.3	0
RP11-319E16.2	0
RP11-1038A11.2	0
RP11-1038A11.1	0
NTF3	4.44624
ANO2	3.98452
RP11-592H6.3	0.0696814
RN7SL69P	0.169804
RP3-454B23.1	0.0628047
Y_RNA	0.634393
ATP5J2P5	0
PLEKHG6	0.534021
RN7SL391P	0
SCNN1A	2.26068
RP1-102E24.8	3.97002
RP1-102E24.1	0.579744
RP1-102E24.9	0.171126
RP1-102E24.10	4.60343
RP1-102E24.6	0.0852628
SCARNA10	0
RP5-940J5.3	0.484228
RP5-940J5.8	0.462213
RP5-940J5.6	1.01483
SCARNA11	0
LPAR5	1.44823
ACRBP	2.60582
RP4-761J14.8	2.90907
RNU6-781P	0
RP4-761J14.9	0
RP4-761J14.10	3.78552
RN7SL380P	0
CDCA3	4.46811
RPL13P5	4.91518
U47924.32	1.03265
U47924.31	3.79643
U47924.27	0.289292
MIR200C	0
MIR141	0
U47924.29	0.101765
RP3-461F17.1	0.29366
RP3-461F17.2	0
RNU6-485P	1.5019
RP11-273B20.3	0.0356204
RP11-185H22.1	0
ACSM4	0.0307438
CD163L1	0.463228
RP11-157G21.2	0.174248
GAPDHP31	0
NIFKP3	0
RP11-444J21.2	0
RP11-444J21.5	0
RP11-444J21.4	0
RP11-444J21.6	0
APOBEC1	0
GDF3	0.162406
DPPA3	0
CLEC4C	0
NANOGNB	0
Y_RNA	0
NANOG	0.0221843
Y_RNA	0
SLC2A14	0.1536
Y_RNA	0
Metazoa_SRP	0
RP11-277J24.1	0
RP11-815D16.1	0
NANOGP1	0
RP11-277E18.2	0
Y_RNA	0
RP11-69M1.1	0
RP11-69M1.8	0
HSPD1P12	0
RP11-69M1.4	0
RP11-69M1.6	1.05463
POU5F1P3	2.35688
GCSHP4	0
ZNF705A	0
FAM66C	4.13853
RP11-266K4.1	1.67749
RP11-266K4.13	1.05247
FAM90A1	1.68612
ALG1L10P	1.32168
ENPP7P5	0.13717
LINC00937	1.82392
RP11-113C12.4	2.77751
RP11-90D4.3	0.134078
RP11-90D4.4	0
RPS3AP43	0.401755
RP11-113C12.8	0
OR7E140P	0
OR7E148P	0
OR7E149P	0
CLEC6A	0
RP11-113C12.2	0
RNU6-275P	0
CLEC4D	0.275807
SUPT4H1P2	0
CLEC4E	1.51509
RP11-561P12.5	0
Y_RNA	0
SCARNA11	0
AICDA	0.0860785
RP11-438L7.1	0
HADHAP2	0.171557
RP11-20D14.3	0
RP11-20D14.4	0
RPSAP51	0
RP11-20D14.6	0.252451
A2ML1-AS2	0
A2ML1	0.346546
A2ML1-AS1	0
RP11-259O18.5	0.71776
KLRG1	1.36221
RP11-259O18.4	0
HNRNPA1P34	0
VDAC2P2	0
LINC00612	0.374086
KRT17P8	0.057278
BTG1P1	0.17812
PZP	0.573834
TPT1P12	0.153498
A2MP1	0.321719
MIR1244-3	0.630427
PTMAP4	0
LINC00987	2.91118
RP11-118B22.4	0.594245
SNORA75	0
RP11-22B23.2	0.0867618
RP13-735L24.1	0.507881
CTD-2318O12.1	0.274887
DDX12P	4.06427
SNORA75	0
RP11-726G1.1	0.59221
RP11-525E9.1	0
KLRB1	2.68416
RNU6-700P	0
GOT2P3	0
RP11-705C15.4	0
RP11-75L1.1	0.107882
CLECL1	0.263014
RP11-75L1.6	0
KLRF1	0.646655
RP11-290C10.1	0.329479
KLRF2	0
CLEC2A	0
AC091814.2	0
AC091814.3	0.0193394
CLEC12A	1.20856
CLEC1B	0.032761
CLEC12B	0.0759768
RP11-133L14.5	0
CLEC9A	0.301931
RP11-133L14.2	0
RN7SKP161	0.466988
HNRNPABP1	0
OLR1	0.458577
TMEM52B	0.0829972
KLRD1	0.401682
RP11-277P12.10	0
RP11-277P12.9	0.0371416
RP11-277P12.20	0.661301
KLRC4	1.15125
KLRC3	0.356602
KLRC2	0.138127
KLRC1	0.437516
EIF2S3L	0.364984
SLC25A39P2	0
RP11-291B21.2	0.462763
STYK1	0.525326
RP13-81N3.2	0
HSPE1P12	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
PRH1	4.48754
TAS2R10	0.851607
RP11-144O23.8	0.188132
TAS2R12	0.246678
TAS2R13	0.0728287
PRH2	0.193434
TAS2R15P	2.00172
TAS2R50	0.11091
TAS2R20	3.76967
TAS2R19	1.50424
TAS2R31	1.16467
TAS2R63P	0.139921
TAS2R46	0.0842008
TAS2R64P	0.252443
TAS2R43	0.155899
RP11-673D15.7	0
TAS2R30	0.13132
TAS2R18	0.271598
RP11-785H5.2	0.0679004
TAS2R42	0.0426199
RP11-144O23.22	0
RP11-711K1.8	0
PRB3	0.0183406
PRB4	0
PRB1	0
PRB2	0
RP11-711K1.7	0
HIGD1AP8	0
RP11-434C1.4	0
RP11-434C1.5	0
DDX55P1	0
RP11-434C1.6	0
RP11-434C1.2	0
RNU7-60P	0
LINC01252	0.660473
BCL2L14	0.0595611
RP11-267J23.4	1.77527
MIR1244-4	0.52179
RP11-267J23.1	0.0984449
RNU6-545P	0
RP11-757G14.3	0
RNU6-318P	0
RPL23AP66	0.305698
LOH12CR2	2.11772
BORCS5	4.43948
RP11-253I19.4	0
RP11-253I19.3	1.22236
RP11-158N24.1	0
RPL21P136	0
RP11-180M15.6	0.39736
GPR19	0.157825
RP11-180M15.3	0
RP11-180M15.4	0
MIR613	0
STX8P1	0
DDX47	0.87446
RP11-59H1.1	0
RP11-392P7.1	0.298188
RPL13AP20	1.29756
RP11-392P7.6	1.00284
GPRC5D	0.294604
RP11-392P7.7	0
SNORD88	0
HTR7P1	3.30659
RP11-377D9.3	0.190812
RP11-377D9.1	0
FAM234B	4.19938
GSG1	0.0436583
LINC01559	0.0102374
GRIN2B	0.01975
RNA5SP353	0
RNU6-590P	0
RP11-4N23.1	0
RN7SKP162	0
RP11-72J9.1	0
RP11-298E10.1	0
RP11-134N1.2	0.171019
MRPS18CP4	0
RNU6-491P	0
GNAI2P1	0
RPL30P11	0
RP11-502N13.2	0
RN7SKP134	0
GUCY2C	0.134702
PLBD1-AS1	0.424721
RP11-174G6.1	0.0752372
HIST4H4	3.18862
C12orf60	0.741719
SMCO3	1.86319
ART4	0.676232
RP11-233G1.4	0
ERP27	1.08023
PDE6H	0
LINC01489	0.348434
RERG-IT1	1.20585
RERG-AS1	0
METTL8P1	0
PTPRO	0.991617
RP11-6K23.1	0
RNU6-251P	0
RP11-6B19.1	0.0967558
RP11-6B19.3	0
RP11-6B19.2	0
EGLN3P1	0
SLC15A5	0.018563
SUPT16HP1	0.182373
RP11-424M22.1	0.0324391
RP11-424M22.3	0.825862
RP11-239A17.1	0.0274872
RP11-69C13.1	0
RP11-1018J11.1	0.141118
EEF1A1P16	0.188925
RNU6-837P	0
RPL7P40	0
PSMC1P8	0
TIMM17BP1	0
RP11-871F6.3	0
RP11-606D9.1	0
MIR3974	0
Y_RNA	0
PIK3C2G	0.180554
NDFIP1P1	0
RP11-459D22.1	0
ZKSCAN7P1	0
PLCZ1	0.0137742
PSMC1P9	0
RP11-361I14.2	0
CAPZA3	0.0756355
RPL7P6	0.180367
MEF2BNBP1	0
RP11-282K24.3	0.127319
RN7SL459P	0
RN7SL67P	0
PDCD5P1	0
RP11-841C19.4	0
RNU6-254P	0
EEF1A1P4	0.548483
RP11-841C19.1	0
RNU1-146P	0
RP11-405A12.2	0.0820849
RP11-405A12.1	0.0303411
RP11-664H17.1	0.155592
CTC-465D4.1	0.0319657
RP11-284H19.1	0
UBE2L2	0
RP11-424C20.2	0.0353336
SLCO1C1	0.19976
SLCO1B3	0.631307
RP11-80N2.2	0
SLCO1B7	0.0461657
SLCO1B1	0.0443525
SLCO1A2	0.012446
IAPP	0
ELOCP31	0.087819
SPX	0.155268
GYS2	0.26746
RP11-59N23.3	0
RP11-59N23.1	0
RP11-729I10.2	0.13842
RP11-729I10.3	0.270166
RP11-547L9.1	0
ST8SIA1	2.29693
RP11-49G2.3	0.394602
RP11-49G2.4	0
RP11-73M14.1	0
RP11-359J14.2	3.50851
LRRC34P1	0
RP11-268P4.2	0
RP11-268P4.5	0
RP11-268P4.4	0
RP11-268P4.6	0.168218
RP11-114G22.1	0.00465227
RPS27P22	0
RP11-449P1.1	0.142826
RP11-153K16.1	0
RP11-686N4.1	0
RP11-153K16.2	0
RP11-437F6.1	0
MIR920	0
RP11-444D3.1	1.42488
RP11-778H2.1	0
LINC00477	0
KNOP1P1	0
RP11-615I16.1	0
RP11-625L16.1	0
RN7SL38P	0
RP11-625L16.3	0
RP11-662I13.3	0.0559088
RP11-662I13.2	0
RP11-662I13.1	0
C12orf77	0
LRMP	1.55719
CENPUP2	0.126894
RP11-713N11.4	0
RP11-713N11.6	2.62972
CASC1	1.43863
RP11-295I5.3	4.1121
RP11-295I5.4	0.726671
RP11-707G18.1	2.95083
RNU4-67P	0
RP11-318G8.1	0
RP11-318G8.4	0
RP11-318G8.2	0
TUBB4BP1	0
LMNTD1	0.0624939
RP11-685B13.2	0
RN7SKP262	0
RP11-443N24.2	0
TDGP1	0.057396
RP11-443N24.3	0
MIR4302	0
RP11-443N24.4	0
RP11-283G6.3	0.620291
RP11-283G6.4	0.25282
RP11-283G6.5	0.0534162
RP11-283G6.6	0.0352062
RP11-612B6.1	0
RP11-513G19.1	1.25882
RP11-612B6.2	0
RNA5SP354	0
RP11-666F17.1	0.136245
RP11-666F17.2	0
C12orf71	0.377436
RP11-582E3.5	0
RP11-582E3.2	0
RP11-582E3.4	0.445667
ARNTL2	1.10881
ARNTL2-AS1	0.0285548
SMCO2	0.126506
RARSP1	0
RP11-709A23.1	0
RP11-709A23.2	0.146932
RP11-1060J15.3	0
RP11-1060J15.4	0.177137
REP15	1.16856
RP11-1060J15.9	0.894765
RP11-1060J15.5	0
RP11-1060J15.7	0
Y_RNA	0
MANSC4	0.349991
RP11-860B13.1	0
RN7SKP15	0
uc_338	0
RP11-993B23.1	0
RP11-993B23.3	0.230292
RP11-967K21.1	3.41928
RP11-967K21.2	0
RP11-425D17.1	1.86147
RP11-425D17.2	0.050844
RNU4-54P	0
RNA5SP355	0
RP11-874G11.1	0.19473
RP11-977P2.1	0.0680565
RP11-31A23.1	0
RP11-946L16.1	0.118629
FAR2	4.66557
RP11-946L16.2	0
RP11-996F15.4	3.08194
RP11-996F15.2	2.28023
RP11-996F15.5	1.48999
RP11-996F15.6	3.49163
OVCH1-AS1	0.206474
OVCH1	0.25086
RP11-310I24.1	0.0844369
RPL21P99	0.242199
RP11-776A13.4	0
RP11-776A13.1	0
RP11-776A13.3	0
RNA5SP356	0
RP11-155I9.1	0
RP11-776A13.2	0
RP11-77I22.2	0.0780389
LINC00941	0.377171
RP11-77I22.4	0
RP11-551L14.4	0.391963
RP11-551L14.8	0.780066
DDX11-AS1	0.947429
SNORA75	0.274053
RP11-551L14.7	0
OVOS2	0.359919
RP11-627K11.5	0
RP11-627K11.1	1.33447
MREGP1	0
RP11-627K11.6	0.124903
RP11-627K11.3	0
FLJ13224	0.162937
RP11-771K4.1	0.0805727
U6	0
RNU6-618P	0
RP11-771K4.3	1.39729
RP11-820K3.3	0.105023
RP11-820K3.4	0
Y_RNA	0
RP11-820K3.2	0
DENND5B-AS1	0.184191
RNU5F-4P	0
RPL31P50	0
AK4P3	0.256715
ETFBKMT	3.30358
STMN1P1	0.524947
RP11-467L13.4	0
RP11-467L13.5	1.59851
H3F3C	0.923168
RNU6-1069P	0
SNORA25	0
RP11-428G5.4	0
RP11-428G5.5	0.620616
RP11-428G5.6	0
RP11-428G5.1	0
RPL12P32	0.100062
RP11-428G5.7	0
RP11-50I19.2	3.26268
RP11-50I19.1	0.0654832
RP11-843B15.1	0
RP11-843B15.3	0
RP11-843B15.2	0
RP11-843B15.4	1.64711
RP11-956A19.1	0
RP11-817I4.1	3.08284
RP11-817I4.2	2.59213
Y_RNA	0
RNU6-494P	0
RP11-278C7.2	0.237748
Y_RNA	0.231902
RP11-278C7.3	4.45122
PKP2	3.11021
RP11-8P13.5	1.04827
RP11-8P13.1	0
RP11-267D19.2	0
RP11-267D19.1	0
SYT10	0.37812
RP11-438D14.2	0.176694
RP11-438D14.3	0.554316
RP11-56H16.1	0
RNU6-400P	0
RP13-359K18.1	0
RNU6-472P	0
Y_RNA	0
RP11-847H18.2	0.187859
ALG10	2.49356
RP11-847H18.3	0.135515
RP11-313F23.3	0
FAM166AP2	0
TUBB8P4	0.368354
RP11-313F23.4	0.122055
RNA5SP357	0
DUX4L27	0.672948
AK6P1	0
ZNF970P	0
AK6P2	0
CLUHP8	0
pRNA	0
RNA5SP358	0
RNA5SP359	0
TUBB8P5	0
FAM166AP9	0
NF1P12	0
Y_RNA	0
ALG10B	3.3391
RP11-804F13.2	0
RP11-804F13.1	0
RP11-396F22.1	1.71472
RP11-554L12.3	0
RP11-554L12.2	0
RP11-554L12.1	0
RP11-421H10.2	0
RP11-242C24.2	0
RP11-242C24.3	0
ABCD2	3.22126
C12orf40	0.0297975
SNORA22	0
RPL30P13	0
RP11-476D10.1	0
AC079630.2	0
AC079630.4	1.93881
AC084290.2	0
MUC19	0.00414323
RP11-115F18.1	0
RNU6-713P	0
RP11-367O10.1	0
RP11-385G16.1	0.198414
PDZRN4	4.27176
RP11-413B19.2	0.0189308
RNA5SP360	0
MTND2P17	0
MTND1P24	0
RP11-630C16.1	0
RP11-630C16.2	0
RP11-2A1.1	0
RP11-440G2.2	0
RP11-76E16.2	0
MIR7851	0.744244
SNORA74	0
RP11-351C21.2	2.0791
RNU6-249P	0
RP11-328C8.2	0.448825
Y_RNA	0
RP11-328C8.4	0.38917
RP11-328C8.5	0.0539549
RP11-609L23.1	0
RP11-609L23.3	0
RP11-609L23.2	0
RP11-25I15.2	0
RP11-25I15.1	0
RP11-25I15.3	0.18901
RP11-510P12.1	0
RP11-547C5.1	0
RP11-547C5.2	0
MRPS36P5	0
RP11-118A3.1	0
ADAMTS20	0
RP11-73B8.1	0
RP11-73B8.2	0
RP11-73B8.3	0
EEF1A1P17	0.10717
PUS7L	4.90801
RP11-210N13.1	0.358134
ZNF75BP	0
RP11-46I1.1	0
RP11-46I1.2	0
RP11-499A10.3	0
Y_RNA	0
DBX2	0.0600271
RP11-478B9.1	0
RACGAP1P	0
RP11-478B9.2	0
RNA5SP361	0
PLEKHA8P1	1.99139
RP11-139E19.2	0
RP11-139E19.3	0
RP11-438E8.2	0
RP11-352M15.1	0
U6	0
RP11-19E18.2	0.042938
RN7SL246P	0
KNOP1P2	0.170444
RP11-101K23.1	0
RP11-474P2.5	0
RP11-474P2.2	0.0865385
RP11-96H19.1	1.21491
RP11-474P2.4	0.409334
RP11-474P2.6	0.951848
RP11-474P2.7	0.216151
RP11-446N19.1	1.69729
OR7A19P	0
MARK3P1	0
SLC38A4	0.134802
RP11-618L22.1	0.523264
RP11-23J18.1	0.602571
MIR4698	0
PCED1B-AS1	4.90739
RP11-493L12.3	0
RP11-493L12.4	0.415899
RP11-493L12.7	0.0455728
RP11-493L12.6	0.0740444
SNORA64	0
RP11-493L12.5	0
MIR4494	0
LINC02156	0
ADI1P3	0
RP1-90J4.3	0
RP3-432I18.1	0
RP1-197B17.5	0.96682
RP1-197B17.3	3.44222
ENDOU	1.55949
RP1-197B17.7	1.07429
RP1-197B17.4	0.66094
CTD-2024F21.1	0.709582
RP5-1057I20.6	1.12921
RP5-1057I20.2	0
VDR	3.18064
RP11-89H19.1	0
RP11-89H19.2	0.172981
RP1-228P16.9	0
COL2A1	0.128922
RP1-228P16.3	0
RP1-228P16.4	0
RP1-228P16.5	0
RP1-228P16.8	0.566751
RP1-228P16.1	2.16008
RNU6-1203P	0
RP1-228P16.7	0
MIR6505	0
RP11-474C8.8	1.24977
RP11-474C8.3	0
PHBP18	0
RP11-474C8.5	0
RP11-474C8.7	0.0968078
RP11-370I10.12	1.33633
OR10AD1	0.646138
RP11-370I10.2	0
RP11-370I10.10	0.412666
H1FNT	0.575067
RP11-370I10.4	0.30106
RP11-370I10.6	0.578714
